Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Luc Angers,Guy J. Bellavance,Philippe Boily,Françoise Boivin,Guy Dostaler,Steven MacKinnon,Pierre Soublière,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24027,"Gatineau/Gatineau"," 93","Gatineau",20,0,23,91,5,170,0,1,310,454
24027,"Gatineau/Gatineau"," 94","Gatineau",16,0,23,63,6,162,0,5,275,459
24027,"Gatineau/Gatineau"," 95","Gatineau",17,0,22,69,7,129,1,0,245,410
24027,"Gatineau/Gatineau"," 96","Gatineau",4,0,23,40,5,68,0,1,141,273
24027,"Gatineau/Gatineau"," 97","Gatineau",17,3,22,76,6,140,0,0,264,476
24027,"Gatineau/Gatineau"," 98","Gatineau",19,0,28,55,6,159,0,1,268,443
24027,"Gatineau/Gatineau"," 99","Gatineau",23,1,30,54,7,193,0,0,308,524
24027,"Gatineau/Gatineau"," 100","Gatineau",20,0,12,48,1,129,0,2,212,436
24027,"Gatineau/Gatineau"," 101","Gatineau",23,0,29,63,3,179,0,2,299,499
24027,"Gatineau/Gatineau"," 102","Gatineau",25,2,10,40,5,125,0,4,211,376
24027,"Gatineau/Gatineau"," 103","Gatineau",11,1,13,55,1,134,0,0,215,339
24027,"Gatineau/Gatineau"," 104","Gatineau",20,1,23,62,2,145,2,1,256,419
24027,"Gatineau/Gatineau"," 105","Gatineau",28,1,27,48,3,129,0,3,239,432
24027,"Gatineau/Gatineau"," 106","Gatineau",17,1,15,39,1,102,0,0,175,356
24027,"Gatineau/Gatineau"," 107","Gatineau",14,0,13,55,0,90,0,5,177,425
24027,"Gatineau/Gatineau"," 108","Gatineau",13,1,22,69,8,163,0,2,278,467
24027,"Gatineau/Gatineau"," 109","Gatineau",19,0,26,63,9,121,1,2,241,463
24027,"Gatineau/Gatineau"," 110","Gatineau",14,0,22,73,0,136,0,1,246,471
24027,"Gatineau/Gatineau"," 111","Gatineau",13,1,23,40,6,101,0,4,188,423
24027,"Gatineau/Gatineau"," 112","Gatineau",10,0,19,47,4,77,0,0,157,376
24027,"Gatineau/Gatineau"," 113","Gatineau",19,1,23,44,2,188,3,7,287,472
24027,"Gatineau/Gatineau"," 114","Gatineau",9,1,33,45,5,172,1,3,269,402
24027,"Gatineau/Gatineau"," 115","Gatineau",20,0,23,50,3,157,0,0,253,566
24027,"Gatineau/Gatineau"," 116","Gatineau",21,0,26,64,4,130,1,0,246,442
24027,"Gatineau/Gatineau"," 117","Gatineau",20,1,28,48,3,92,2,1,195,309
24027,"Gatineau/Gatineau"," 118","Gatineau",12,1,9,27,2,94,1,4,150,420
24027,"Gatineau/Gatineau"," 119","Gatineau",7,1,4,15,0,60,2,1,90,301
24027,"Gatineau/Gatineau"," 120","Gatineau",21,2,18,42,1,85,0,1,170,412
24027,"Gatineau/Gatineau"," 121","Gatineau",22,0,30,41,7,117,2,2,221,492
24027,"Gatineau/Gatineau"," 122","Gatineau",16,0,25,48,2,119,0,1,211,412
24027,"Gatineau/Gatineau"," 123","Gatineau",13,0,11,25,5,71,1,1,127,321
24027,"Gatineau/Gatineau"," 124","Gatineau",10,0,26,20,4,75,0,0,135,354
24027,"Gatineau/Gatineau"," 125","Gatineau",19,0,19,65,1,105,0,2,211,396
24027,"Gatineau/Gatineau"," 126","Gatineau",7,1,15,47,2,81,1,2,156,345
24027,"Gatineau/Gatineau"," 127","Gatineau",9,0,20,55,2,113,0,1,200,392
24027,"Gatineau/Gatineau"," 128","Gatineau",8,0,11,30,5,72,1,3,130,335
24027,"Gatineau/Gatineau"," 129","Gatineau",14,0,16,45,1,113,0,2,191,325
24027,"Gatineau/Gatineau"," 130","Gatineau",7,0,9,16,2,81,0,0,115,223
24027,"Gatineau/Gatineau"," 131","Gatineau",15,0,22,62,5,130,0,1,235,480
24027,"Gatineau/Gatineau"," 132","Gatineau",11,0,15,41,6,117,1,1,192,430
24027,"Gatineau/Gatineau"," 133","Gatineau",27,0,35,50,5,120,1,2,240,442
24027,"Gatineau/Gatineau"," 134","Gatineau",8,0,20,42,4,82,0,0,156,354
24027,"Gatineau/Gatineau"," 135","Gatineau",8,1,6,38,0,82,1,1,137,376
24027,"Gatineau/Gatineau"," 136","Gatineau",15,0,20,30,2,81,0,3,151,466
24027,"Gatineau/Gatineau"," 137","Gatineau",9,0,17,42,2,75,1,0,146,405
24027,"Gatineau/Gatineau"," 138","Gatineau",13,0,16,28,0,72,1,1,131,334
24027,"Gatineau/Gatineau"," 139","Gatineau",20,0,18,47,5,56,0,1,147,325
24027,"Gatineau/Gatineau"," 140","Gatineau",14,0,18,39,0,119,0,2,192,344
24027,"Gatineau/Gatineau"," 141","Gatineau",16,1,11,44,3,98,0,2,175,463
24027,"Gatineau/Gatineau"," 142","Gatineau",17,0,24,72,1,137,0,3,254,441
24027,"Gatineau/Gatineau"," 143","Gatineau",17,0,14,53,4,138,0,7,233,441
24027,"Gatineau/Gatineau"," 144","Gatineau",10,0,14,40,4,115,0,2,185,434
24027,"Gatineau/Gatineau"," 145","Gatineau",15,0,12,24,1,72,0,1,125,290
24027,"Gatineau/Gatineau"," 146","Gatineau",13,0,10,30,2,63,0,0,118,278
24027,"Gatineau/Gatineau"," 147","Gatineau",9,1,25,46,2,94,0,0,177,372
24027,"Gatineau/Gatineau"," 148","Gatineau",23,0,16,60,1,139,0,4,243,446
24027,"Gatineau/Gatineau"," 149","Gatineau",23,0,12,54,3,116,0,1,209,346
24027,"Gatineau/Gatineau"," 150","Gatineau",16,2,18,47,4,129,0,4,220,410
24027,"Gatineau/Gatineau"," 151","Gatineau",5,0,12,30,0,66,0,4,117,270
24027,"Gatineau/Gatineau"," 152","Gatineau",12,0,16,54,8,118,0,0,208,410
24027,"Gatineau/Gatineau"," 153","Gatineau",25,0,19,50,6,130,0,1,231,430
24027,"Gatineau/Gatineau"," 154","Gatineau",10,1,16,35,1,81,0,0,144,415
24027,"Gatineau/Gatineau"," 155","Gatineau",13,0,13,37,2,77,0,0,142,296
24027,"Gatineau/Gatineau"," 156","Gatineau",16,1,21,30,6,76,0,0,150,351
24027,"Gatineau/Gatineau"," 157","Gatineau",3,0,10,36,1,67,0,0,117,294
24027,"Gatineau/Gatineau"," 158","Gatineau",5,2,12,32,8,65,0,0,124,349
24027,"Gatineau/Gatineau"," 159","Gatineau",29,0,32,48,2,133,0,4,248,457
24027,"Gatineau/Gatineau"," 160","Gatineau",14,0,7,26,2,73,0,1,123,285
24027,"Gatineau/Gatineau"," 161","Gatineau",28,1,13,56,9,187,2,1,297,448
24027,"Gatineau/Gatineau"," 162","Gatineau",14,1,11,44,3,109,1,2,185,465
24027,"Gatineau/Gatineau"," 163","Gatineau",14,0,11,33,4,70,0,1,133,294
24027,"Gatineau/Gatineau"," 164","Gatineau",14,0,13,32,5,78,1,3,146,296
24027,"Gatineau/Gatineau"," 165","Gatineau",11,1,19,45,1,122,1,1,201,464
24027,"Gatineau/Gatineau"," 166","Gatineau",6,0,8,26,1,54,0,1,96,272
24027,"Gatineau/Gatineau"," 167","Gatineau",8,0,16,18,1,67,2,0,112,288
24027,"Gatineau/Gatineau"," 168","Gatineau",12,3,14,55,2,90,0,3,179,394
24027,"Gatineau/Gatineau"," 169","Gatineau",37,1,16,52,5,122,0,3,236,426
24027,"Gatineau/Gatineau"," 170","Gatineau",22,0,13,43,4,109,0,5,196,377
24027,"Gatineau/Gatineau"," 171","Gatineau",19,1,21,51,4,102,0,0,198,362
24027,"Gatineau/Gatineau"," 172","Gatineau",9,0,18,48,3,104,0,2,184,362
24027,"Gatineau/Gatineau"," 173","Gatineau",13,2,17,37,2,93,0,3,167,352
24027,"Gatineau/Gatineau"," 174","Gatineau",19,1,16,35,4,78,0,2,155,393
24027,"Gatineau/Gatineau"," 175","Gatineau",17,0,17,21,0,75,0,0,130,293
24027,"Gatineau/Gatineau"," 176","Gatineau",10,0,14,41,5,89,0,1,160,365
24027,"Gatineau/Gatineau"," 177","Gatineau",22,1,15,36,5,85,0,1,165,377
24027,"Gatineau/Gatineau"," 178","Gatineau",19,0,17,62,1,118,0,1,218,393
24027,"Gatineau/Gatineau"," 179","Gatineau",15,2,19,40,2,61,0,2,141,342
24027,"Gatineau/Gatineau"," 180","Gatineau",24,0,26,51,6,126,1,2,236,400
24027,"Gatineau/Gatineau"," 181","Gatineau",20,0,23,85,5,137,0,2,272,452
24027,"Gatineau/Gatineau"," 182","Gatineau",29,1,27,77,4,164,1,2,305,453
24027,"Gatineau/Gatineau"," 183","Gatineau",22,1,26,84,3,136,0,2,274,414
24027,"Gatineau/Gatineau"," 184","Gatineau",7,0,19,26,2,71,1,5,131,268
24027,"Gatineau/Gatineau"," 185","Gatineau",17,1,17,61,7,119,1,2,225,351
24027,"Gatineau/Gatineau"," 186","Gatineau",28,0,20,61,3,166,0,0,278,489
24027,"Gatineau/Gatineau"," 187","Gatineau",22,1,33,102,5,131,0,2,296,449
24027,"Gatineau/Gatineau"," 188","Gatineau",24,0,22,77,3,148,0,0,274,457
24027,"Gatineau/Gatineau"," 189","Gatineau",15,2,32,72,5,151,0,2,279,456
24027,"Gatineau/Gatineau"," 190","Gatineau",27,0,12,62,3,214,0,3,321,520
24027,"Gatineau/Gatineau"," 191","Gatineau",27,0,23,66,7,176,0,1,300,499
24027,"Gatineau/Gatineau"," 192","Gatineau",17,0,26,70,3,134,0,2,252,442
24027,"Gatineau/Gatineau"," 193","Gatineau",21,1,11,36,2,165,0,0,236,611
24027,"Gatineau/Gatineau"," 194","Gatineau",16,1,17,53,10,107,0,0,204,384
24027,"Gatineau/Gatineau"," 195","Gatineau",17,0,11,51,4,125,1,2,211,370
24027,"Gatineau/Gatineau"," 196","Gatineau",19,0,23,35,2,118,1,0,198,371
24027,"Gatineau/Gatineau"," 197","Gatineau",22,1,20,61,7,118,0,3,232,423
24027,"Gatineau/Gatineau"," 198","Gatineau",17,0,19,56,4,95,0,2,193,331
24027,"Gatineau/Gatineau"," 199","Gatineau",11,2,10,22,0,97,1,2,145,367
24027,"Gatineau/Gatineau"," 200","Gatineau",21,0,12,33,5,93,0,1,165,415
24027,"Gatineau/Gatineau"," 201","Gatineau",13,0,17,34,3,81,0,0,148,348
24027,"Gatineau/Gatineau"," 202","Gatineau",10,0,18,39,1,92,1,2,163,367
24027,"Gatineau/Gatineau"," 203","Gatineau",22,1,24,77,5,138,0,1,268,429
24027,"Gatineau/Gatineau"," 204","Gatineau",11,0,22,61,4,105,0,2,205,374
24027,"Gatineau/Gatineau"," 205","Gatineau",20,0,20,55,3,139,2,1,240,414
24027,"Gatineau/Gatineau"," 206","Gatineau",13,0,17,60,3,137,0,1,231,379
24027,"Gatineau/Gatineau"," 207","Gatineau",16,2,17,52,1,78,0,3,169,409
24027,"Gatineau/Gatineau"," 208","Gatineau",17,0,20,68,4,128,2,5,244,492
24027,"Gatineau/Gatineau"," 500","Mobile poll/Bureau itinérant",3,2,0,7,1,24,1,0,38,90
24027,"Gatineau/Gatineau"," 501","Mobile poll/Bureau itinérant",3,0,1,13,1,44,1,1,64,122
24027,"Gatineau/Gatineau"," 502","Mobile poll/Bureau itinérant",8,0,5,29,2,78,1,7,130,132
24027,"Gatineau/Gatineau"," 503","Mobile poll/Bureau itinérant",8,0,5,21,1,51,1,0,87,104
24027,"Gatineau/Gatineau"," 600","Gatineau",103,3,85,262,13,438,1,3,908,
24027,"Gatineau/Gatineau"," 601","Gatineau",75,1,58,232,7,354,2,4,733,
24027,"Gatineau/Gatineau"," 602","Gatineau",9,1,82,372,10,565,1,9,1049,
24027,"Gatineau/Gatineau"," 603","Gatineau",115,2,77,297,6,470,1,7,975,
24027,"Gatineau/Gatineau"," 604","Gatineau",126,5,111,365,13,601,2,8,1231,
24027,"Gatineau/Gatineau"," 605","Gatineau",92,2,62,260,16,489,2,5,928,
24027,"Gatineau/Gatineau"," 606","Gatineau",80,2,72,203,11,385,1,8,762,
24027,"Gatineau/Gatineau"," 607","Gatineau",123,0,64,313,8,615,1,15,1139,
24027,"Gatineau/Gatineau"," 608","Gatineau",44,4,52,221,12,307,1,13,654,
24027,"Gatineau/Gatineau"," 609","Gatineau",79,3,96,303,7,477,4,10,979,
24027,"Gatineau/Gatineau"," 610","Gatineau",77,2,96,331,22,409,2,6,945,
24027,"Gatineau/Gatineau"," 611","Gatineau",86,1,67,245,14,320,1,7,741,
24027,"Gatineau/Gatineau"," 612","Gatineau",76,2,74,265,13,420,3,2,855,
24027,"Gatineau/Gatineau"," 613","Gatineau",90,4,66,304,10,364,0,5,843,
24027,"Gatineau/Gatineau",,"Group 1/Groupe 1",94,1,11,63,5,115,0,13,302,126
24027,"Gatineau/Gatineau",,"Group 2/Groupe 2",155,4,120,539,34,606,7,31,1496,
