Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carol Hughes,Calvin John Orok,André Robichaud,Heather Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 28","Kapuskasing",111,1,60,68,0,240,476
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 29","Kapuskasing",78,1,38,44,0,161,347
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 30","Kitigan--Kapuskasing",127,1,58,104,0,290,577
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 31","Kitigan--Kapuskasing",124,2,41,61,0,228,450
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 32","Kapuskasing",68,2,57,50,2,179,373
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 33","Kapuskasing",74,0,54,48,1,177,416
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 34","Kapuskasing",77,3,52,46,1,179,372
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 35","Kapuskasing",81,1,52,65,0,199,352
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 36","Kapuskasing",75,1,62,51,0,189,364
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 37","Kapuskasing",95,1,57,80,0,233,462
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 38","Kapuskasing",85,4,45,57,1,192,415
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 39","Kapuskasing",112,1,46,91,1,251,511
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 40","Kapuskasing",74,2,23,53,0,152,414
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 41","Kapuskasing",96,0,35,64,0,195,418
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 42","Hornepayne",55,10,39,57,0,161,403
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 43","Hornepayne",84,5,25,65,2,181,453
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 44","Jogues",60,2,20,148,2,232,332
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 45","White River",59,10,17,70,1,157,325
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 46","White River",29,1,6,45,0,81,185
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 47","Dubreuilville",62,1,18,31,0,112,230
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 48","Dubreuilville",59,2,16,26,0,103,225
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 49","Missanabie",5,1,4,7,0,17,24
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 50","Hawk Junction",39,2,24,22,0,87,181
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 51","Wawa",72,3,39,49,3,166,343
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 52","Wawa",57,5,20,45,2,129,278
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 53","Wawa",52,2,19,40,0,113,282
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 54","Wawa",55,2,14,57,0,128,280
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 55","Wawa",74,4,30,40,1,149,302
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 56","Wawa",67,3,25,45,3,143,291
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 57","Wawa",49,7,25,46,0,127,290
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 58","Wawa",53,4,29,34,0,120,281
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 59","Pic Mobert North",48,2,0,66,0,116,158
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 60","Foleyet",56,2,27,54,0,139,205
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 61","Chapleau",64,2,29,39,0,134,282
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 62","Chapleau",55,2,28,34,1,120,319
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 63","Chapleau",59,4,17,53,0,133,372
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 64","Chapleau",54,4,21,56,1,136,400
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 65","Chapleau",68,1,40,41,1,151,429
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 66","Chapleau",43,4,19,44,0,110,287
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 67","Wharncliffe",11,0,17,4,0,32,69
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 68","Iron Bridge",54,7,92,41,0,194,354
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 69","Dean Lake--Iron Bridge",71,7,120,63,0,261,490
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 70","Massey",63,8,59,72,0,202,385
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 71","Massey",57,4,18,67,0,146,364
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 72","Massey",90,5,54,90,0,239,506
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 73","May--Harrow",22,1,24,23,0,70,194
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 74","Webbwood",73,7,38,58,0,176,329
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 75","Webbwood",60,2,32,43,0,137,269
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 76","Nairn Centre",97,11,33,68,0,209,347
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 77","McKerrow",86,11,61,98,2,258,462
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 78","Anderson Lake",70,6,66,120,0,262,478
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 79","Espanola",74,3,46,74,0,197,438
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 80","Espanola",91,5,26,99,0,221,459
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 81","Espanola",65,2,44,97,1,209,396
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 82","Espanola",82,2,54,88,1,227,435
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 83","Espanola",76,8,59,102,0,245,547
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 84","Espanola",84,7,46,87,0,224,449
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 85","Anderson Lake",79,1,48,90,2,220,438
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 86","Anderson Lake",51,6,26,59,0,142,465
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 87","Hallam--Lee Valley",41,5,18,40,0,104,206
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 88","Whitefish Falls",45,5,53,56,0,159,256
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 89","Birch Island--Whitefish River 4",165,4,11,66,0,246,354
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 90","Little Current",66,3,35,48,0,152,378
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 91","Little Current",38,1,14,43,0,96,239
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 92","Little Current",32,4,24,21,0,81,167
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 93","Little Current",62,2,28,53,0,145,374
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 94","Howland",42,7,41,44,0,134,300
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 95","Sagamok",324,7,6,85,0,422,596
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 96","Walford",67,1,47,57,0,172,323
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 97","Spanish",56,2,24,53,0,135,218
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 98","Spanish",77,1,40,84,0,202,394
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 99","Elliot Lake",56,1,59,58,0,174,511
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 100","Elliot Lake",75,2,30,66,0,173,439
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 101","Elliot Lake",31,4,22,52,0,109,366
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 102","Elliot Lake",64,5,21,58,0,148,351
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 103","Elliot Lake",42,4,25,55,1,127,401
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 104","Elliot Lake",63,3,27,64,0,157,380
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 105","Elliot Lake",28,1,41,51,2,123,358
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 106","Elliot Lake",52,1,41,49,2,145,360
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 107","Elliot Lake",64,5,19,48,0,136,325
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 108","Elliot Lake",54,9,63,50,3,179,413
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 109","Elliot Lake",62,0,43,27,0,132,362
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 110","Elliot Lake",47,5,42,47,0,141,363
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 111","Elliot Lake",71,3,42,48,1,165,355
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 112","Elliot Lake",64,2,23,49,0,138,280
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 113","Elliot Lake",73,4,67,76,0,220,409
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 114","Elliot Lake",80,4,59,79,1,223,462
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 115","Elliot Lake",63,2,25,28,0,118,305
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 116","Elliot Lake",52,4,48,54,3,161,426
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 117","Elliot Lake",55,8,41,56,0,160,372
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 118","Elliot Lake",57,4,55,45,1,162,393
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 119","Elliot Lake",57,5,21,51,0,134,347
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 120","Elliot Lake",69,5,32,73,0,179,433
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 121A","Elliot Lake",69,2,41,71,0,183,468
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 121B","Elliot Lake",Merged with No./Fusionné avec le n°108,,,,,,44
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 122","Serpent River",23,5,21,16,0,65,98
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 123","Spragge",20,3,19,28,0,70,100
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 124","Serpent River 7",100,4,3,41,0,148,257
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 125","Algoma Mills",36,3,58,53,1,151,235
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 126","Blind River",54,5,60,74,1,194,427
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 127","Blind River",33,1,35,67,1,137,354
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 128","Blind River",50,6,19,29,1,105,243
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 129","Blind River",26,2,17,34,0,79,291
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 130","Blind River",36,4,19,68,0,127,290
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 131","Blind River",39,3,11,36,0,89,199
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 132","Blind River",35,5,48,43,1,132,313
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 133","Blind River",50,8,35,74,2,169,417
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 134","Blind River",41,5,57,48,0,151,309
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 135","Mississagi River 8",98,1,0,84,0,183,246
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 136","Meldrum Bay",12,0,18,3,0,33,55
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 137","Sowerby",83,3,62,42,0,190,330
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 138","Nestorville--Little Rapids",18,0,12,7,0,37,84
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 139","Nestorville--Little Rapids",51,11,74,70,0,206,415
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 140","Bruce Station",74,13,116,79,0,282,540
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 141","Echo Bay",66,15,72,38,0,191,366
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 142","Sylvan Valley",49,8,64,61,0,182,267
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 143A","Echo Bay",59,7,72,53,1,192,308
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 143B","Echo Bay",66,7,49,73,2,197,321
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 144","Bar River",71,4,62,75,0,212,379
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 145","Gordon Lake",26,0,36,27,0,89,186
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 146","Desbarats",58,6,32,37,2,135,308
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 147","MacLennan",51,4,85,65,0,205,327
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 148","Laird",67,10,89,67,3,236,439
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 149","Richards Landing",84,11,118,73,0,286,427
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 150","Richards Landing",83,2,124,73,0,282,418
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 151","Hilton",99,9,120,73,1,302,459
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 152","St. Joseph--Jocelyn",73,7,106,59,0,245,401
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 153","Bruce Mines",57,3,50,48,1,159,278
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 154","Bruce Mines",36,5,63,48,1,153,253
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 155","Thessalon",52,5,53,44,1,155,448
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 156","Thessalon",71,0,56,59,0,186,354
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 157","Thessalon",42,5,48,56,0,151,302
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 158","Silver Water",32,2,17,13,0,64,109
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 159","Gordon--Barrie Island",83,9,53,52,1,198,394
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 160","Kagawong",101,8,76,76,1,262,457
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 161","Honora--Rockville",61,0,54,37,0,152,304
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 162","Sucker Creek 23",77,2,6,55,0,140,260
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 163","Sheguiandah",106,7,64,65,1,243,485
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 164","Wikwemikong Unceded 26",181,4,4,91,1,281,430
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 165","Wikwemikong",108,1,0,61,0,170,299
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 166","Wikwemikong",216,2,2,90,2,312,458
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 167","Manitouwaning",99,4,53,54,1,211,370
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 168","Assiginack",90,5,53,59,0,207,331
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 169","Big Lake--Sandfield",39,4,43,57,2,145,250
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 170","Mindemoya",59,5,50,68,0,182,343
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 171","Mindemoya",67,11,67,50,0,195,378
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 172","M'Chigeeng 22",37,3,2,24,1,67,140
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 173A","M'Chigeeng 22",117,2,3,57,0,179,318
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 173B","M'Chigeeng 22",79,1,5,56,0,141,269
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 174","Providence Bay",81,5,52,50,0,188,330
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 175","Spring Bay",90,5,89,58,1,243,401
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 176","Burpee and Mills",75,2,61,26,0,164,263
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 177","Tehkummah",107,9,90,74,0,280,447
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 178","Kaboni--South Bay",147,6,2,75,0,230,519
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 179","Gore Bay",69,7,53,39,0,168,380
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 180","Gore Bay",59,3,45,66,1,174,351
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 181","Sheshegwaning",36,0,1,28,0,65,81
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 182","Zhiibaahaasing 19A",16,0,0,2,0,18,23
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 500","Mobile poll/Bureau itinérant",26,4,25,23,1,79,156
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 501","Mobile poll/Bureau itinérant",11,0,12,28,3,54,123
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 502","Mobile poll/Bureau itinérant",17,1,9,24,0,51,125
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 503","Mobile poll/Bureau itinérant",9,1,9,19,2,40,94
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 600","Hearst",226,6,86,210,3,531,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 601","Kapuskasing",218,3,133,152,1,507,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 602","Smooth Rock Falls",69,5,37,85,0,196,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 603","Kapuskasing",177,8,67,107,2,361,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 604","Hornepayne",70,3,22,54,0,149,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 605","White River",49,7,5,46,0,107,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 606","Dubreuilville",51,1,13,17,0,82,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 607","Michipicoten",182,10,71,111,3,377,
