Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Greenwood,Cathy McLeod,Steve Powrie,Bill Sundhu,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 57","Kamloops ",9,85,67,56,0,217,388
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 58A","Kamloops 5",17,82,83,68,0,250,430
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 58B","Pritchard",Merged with No./Fusionné avec le n°202,,,,,,192
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 59","Kamloops ",17,117,82,74,0,290,501
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 60","Kamloops ",5,160,112,68,0,345,533
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 61","Kamloops ",5,77,83,85,1,251,412
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 62","Kamloops ",5,64,74,70,0,213,394
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 63","Kamloops ",8,62,70,70,0,210,380
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 64","Kamloops ",8,64,86,69,2,229,458
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 65","Kamloops ",9,61,93,69,0,232,405
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 66","Kamloops ",8,83,69,66,0,226,390
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 67","Kamloops ",6,69,78,56,0,209,329
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 68","Kamloops ",7,100,110,72,0,289,405
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 69","Kamloops ",13,88,93,77,1,272,437
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 70","Kamloops 1",7,34,66,172,0,279,519
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 71","Kamloops 1",7,67,66,55,1,196,446
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 72","Kamloops 1",4,106,89,50,1,250,540
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 73","Kamloops 1",8,46,53,63,0,170,358
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 74","Kamloops 1",10,95,106,75,0,286,540
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 75","Kamloops 1",4,77,69,33,0,183,399
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 76","Kamloops ",7,105,88,97,0,297,563
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 77","Kamloops ",14,78,81,68,0,241,497
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 78","Kamloops ",5,43,57,37,1,143,306
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 79","Kamloops ",6,35,52,61,2,156,305
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 80","Kamloops ",7,91,104,89,1,292,530
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 81","Kamloops ",3,80,79,66,0,228,383
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 82","Kamloops ",2,57,60,59,0,178,394
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 83","Kamloops ",3,54,77,60,1,195,364
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 84A","Kamloops",4,67,55,52,1,179,347
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 84B","Kamloops",8,64,45,61,0,178,323
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 85","Kamloops ",8,75,89,61,0,233,443
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 86","Kamloops ",8,84,72,61,0,225,462
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 87","Kamloops ",3,113,86,85,0,287,508
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 88","Kamloops ",8,64,91,77,0,240,443
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 89","Kamloops ",5,90,98,91,0,284,481
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 90","Kamloops ",9,53,57,48,0,167,311
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 91","Kamloops ",11,89,93,87,0,280,488
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 92","Kamloops",10,53,64,64,0,191,440
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 93","Kamloops ",8,90,57,55,1,211,396
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 94","Kamloops ",7,86,78,80,2,253,408
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 95","Kamloops ",11,72,86,93,0,262,542
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 96","Kamloops ",9,77,86,87,0,259,441
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 97","Kamloops ",5,72,58,69,0,204,442
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 98","Kamloops ",7,83,65,75,1,231,451
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 99","Kamloops ",4,42,69,80,0,195,399
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 100","Kamloops ",5,58,82,86,0,231,458
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 101","Kamloops ",4,61,67,60,2,194,352
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 102","Kamloops ",5,73,78,93,0,249,454
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 103","Kamloops ",7,71,87,73,1,239,412
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 104","Kamloops ",10,81,87,89,0,267,453
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 105","Kamloops ",5,65,73,60,1,204,424
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 106","Kamloops",6,134,122,86,2,350,557
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 107","Kamloops ",7,44,82,83,0,216,430
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 108","Kamloops ",4,34,65,49,0,152,359
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 109","Kamloops ",8,39,56,69,0,172,367
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 110","Kamloops ",5,69,80,106,2,262,515
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 111","Kamloops ",6,77,59,72,1,215,453
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 112","Kamloops ",6,37,44,75,1,163,418
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 113","Kamloops ",8,39,47,72,0,166,351
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 114","Kamloops ",14,50,73,82,0,219,430
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 115","Kamloops ",14,71,87,120,2,294,530
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 116","Kamloops ",7,43,48,51,0,149,355
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 117","Kamloops ",4,35,59,65,1,164,387
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 118","Kamloops ",6,59,81,120,0,266,412
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 119","Kamloops ",7,57,83,109,1,257,459
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 120","Kamloops ",17,62,64,50,1,194,413
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 121","Kamloops ",7,30,57,112,1,207,400
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 122","Kamloops ",12,66,76,89,0,243,452
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 123","Kamloops ",12,90,89,93,0,284,519
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 124","Cherry Creek",10,108,65,52,0,235,508
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 125","Kamloops ",3,76,70,43,0,192,353
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 126","Kamloops ",6,84,84,61,1,236,440
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 127","Kamloops ",4,89,105,66,1,265,449
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 128","Kamloops ",7,99,90,79,0,275,459
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 129","Kamloops ",4,93,97,74,0,268,493
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 130","Kamloops ",2,41,80,64,0,187,397
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 131","Kamloops ",12,51,67,49,0,179,387
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 132","Kamloops ",5,80,101,40,0,226,360
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 133","Kamloops ",7,56,76,59,0,198,361
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 134","Kamloops ",12,109,102,45,0,268,435
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 135","Kamloops ",1,72,49,37,1,160,333
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 136","Kamloops ",11,64,72,49,0,196,343
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 137A","Kamloops",3,99,69,40,1,212,334
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 137B","Kamloops",3,81,74,37,0,195,341
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 138","Kamloops ",1,55,51,40,1,148,266
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 139","Kamloops ",6,90,98,58,1,253,431
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 140","Kamloops ",8,77,126,48,1,260,413
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 141","Kamloops ",13,63,124,62,0,262,435
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 142","Kamloops ",5,107,114,68,0,294,517
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 143","Kamloops ",4,103,85,64,0,256,422
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 144","Kamloops ",3,57,84,36,0,180,280
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 145","Kamloops ",3,89,74,51,0,217,354
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 146A","Kamloops",6,97,113,63,0,279,478
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 146B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,84
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 147","Kamloops ",9,31,79,58,1,178,206
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 148","Kamloops ",7,32,78,76,0,193,357
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 149","Kamloops ",6,34,75,56,0,171,321
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 150","Kamloops ",8,45,71,91,3,218,414
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 151","Kamloops ",8,77,59,69,0,213,416
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 152","Kamloops ",6,73,94,114,2,289,482
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 153","Kamloops ",2,73,79,85,0,239,406
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 154","Kamloops ",14,38,65,77,2,196,442
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 155","Kamloops ",7,54,71,51,0,183,372
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 156","Kamloops ",5,36,87,104,0,232,441
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 157","Kamloops ",9,53,90,103,0,255,453
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 158","Kamloops ",5,37,77,78,0,197,452
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 159","Kamloops ",7,64,88,151,0,310,493
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 160","Kamloops ",15,60,103,121,0,299,447
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 161","Kamloops ",12,57,65,61,1,196,424
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 162","Kamloops ",6,60,72,77,1,216,386
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 163","Kamloops ",4,61,54,34,0,153,295
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 164","Kamloops ",8,39,83,106,1,237,450
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 165","Kamloops ",1,62,81,73,0,217,400
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 166","Kamloops ",11,54,97,71,0,233,445
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 167","Kamloops ",8,51,59,60,0,178,376
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 168","Kamloops ",2,44,82,51,0,179,334
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 169","Kamloops ",7,87,70,59,0,223,407
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 170","Kamloops ",3,70,95,66,0,234,413
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 171","Kamloops ",3,58,68,55,1,185,357
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 172","Kamloops ",7,107,131,86,3,334,544
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 173","Kamloops ",11,81,93,74,0,259,457
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 174","Kamloops ",5,64,82,68,1,220,402
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 175","Kamloops ",10,82,96,99,0,287,500
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 176","Kamloops ",7,64,117,85,0,273,502
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 177","Kamloops ",3,72,79,59,0,213,432
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 178","Kamloops ",5,52,62,90,0,209,368
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 179","Kamloops ",5,71,76,61,1,214,355
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 180","Kamloops ",3,69,81,56,0,209,383
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 181","Kamloops",8,92,94,73,0,267,333
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 182A","Kamloops",4,53,37,25,0,119,244
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 182B","Kamloops",Merged with No./Fusionné avec le n°181,,,,,,171
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 183","Kamloops ",1,96,94,39,0,230,457
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 184","Kamloops ",5,84,63,68,1,221,429
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 185","Kamloops ",9,51,62,46,0,168,336
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 186","Kamloops ",5,129,117,69,0,320,532
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 187","Kamloops ",4,82,92,51,0,229,350
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 188","Kamloops ",9,76,52,51,0,188,328
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 189","Kamloops ",1,101,85,79,0,266,428
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 190","Kamloops ",4,75,86,46,0,211,337
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 191","Kamloops ",5,140,116,56,0,317,463
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 192","Kamloops ",19,84,93,57,0,253,459
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 193","Kamloops ",10,113,70,37,0,230,388
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 194","Kamloops ",7,106,91,52,0,256,435
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 195","Kamloops ",3,82,63,36,0,184,306
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 196","Kamloops ",7,70,61,83,0,221,466
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 197","Kamloops ",11,154,90,51,0,306,523
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 198","Campbell Creek",1,46,25,18,0,90,176
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 199","Thompson-Nicola L",3,99,34,28,0,164,268
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 200","Pinantan Lake",9,54,72,51,1,187,268
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 201","Pinantan Lake",9,42,38,44,1,134,225
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 202","Pritchard",14,84,118,57,0,273,304
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 203","Pritchard ",14,84,39,41,1,179,364
