Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jacqueline Biollo,Fritz K. Bitz,Joy-Ann Hut,Mike Lake,Brayden Whitlock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 23B","Edmonton",81,21,3,137,0,2,244,461
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 24","Edmonton",53,12,3,101,1,1,171,301
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 25","Edmonton",66,32,2,116,0,2,218,400
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 26","Edmonton",113,34,2,169,2,1,321,533
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 27","Edmonton",54,24,3,108,0,0,189,338
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 28","Edmonton",52,22,1,83,0,0,158,357
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 29","Edmonton",41,8,3,57,2,0,111,247
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 30","Edmonton",55,34,2,54,0,1,146,361
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 31","Edmonton",40,8,2,71,0,0,121,290
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 32A","Edmonton",49,20,1,109,0,0,179,484
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 32B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°206B,,,,,,,99
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 33","Edmonton",62,23,3,90,0,1,179,499
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 34","Edmonton",127,42,7,133,4,0,313,559
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 35","Edmonton",77,26,8,162,4,2,279,407
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 36A","Edmonton",73,33,1,131,2,1,241,466
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 36B","Edmonton",83,29,8,113,0,0,233,418
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 37","Edmonton",50,26,4,118,2,0,200,422
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 38","Edmonton",61,7,4,104,1,3,180,437
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 39A","Edmonton",103,42,4,178,1,3,331,681
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 39B","Edmonton",77,35,2,158,1,0,273,554
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 40A","Edmonton",57,35,4,133,2,0,231,429
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 40B","Edmonton",75,26,3,137,1,0,242,445
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 40C","Edmonton",77,31,2,144,1,0,255,486
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 41","Edmonton",73,33,5,105,2,0,218,512
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 42A","Edmonton",57,17,4,77,1,0,156,320
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 42B","Edmonton",62,20,1,60,2,0,145,304
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 43","Edmonton",61,23,4,102,0,0,190,380
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 44","Edmonton",68,24,3,99,0,0,194,399
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 45","Edmonton",86,42,3,125,0,1,257,567
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 46","Edmonton",69,31,4,115,1,0,220,463
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 47","Edmonton",83,46,2,131,2,1,265,512
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 48","Edmonton",76,25,2,122,4,3,232,486
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 49A","Edmonton",55,15,0,63,1,0,134,421
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 49B","Edmonton",49,9,2,51,1,0,112,336
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 50","Edmonton",118,38,5,109,4,0,274,524
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 51A","Edmonton",60,30,1,60,2,1,154,321
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 51B","Edmonton",75,26,1,74,4,1,181,362
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 52A","Edmonton",80,34,6,93,6,0,219,407
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 52B","Edmonton",108,29,5,110,2,0,254,507
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 52C","Edmonton",87,30,3,95,2,2,219,477
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 53A","Edmonton",75,23,2,79,3,0,182,333
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 53B","Edmonton",56,13,1,83,1,0,154,293
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 54A","Edmonton",76,11,0,39,0,0,126,320
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 54B","Edmonton",71,21,1,61,0,1,155,325
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 55A","Edmonton",86,32,1,131,4,0,254,425
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 55B","Edmonton",82,25,3,99,0,0,209,398
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 56","Edmonton",63,27,3,67,2,1,163,396
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 57","Edmonton",63,14,3,72,1,1,154,364
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 58","Edmonton",92,29,1,114,0,0,236,528
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 59","Edmonton",96,47,6,101,0,3,253,563
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 60A","Beaumont",40,20,2,151,3,0,216,419
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 60B","Beaumont",35,8,6,157,0,1,207,424
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 61","Nisku",39,4,1,141,1,0,186,431
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 62A","Beaumont",37,5,2,139,1,0,184,350
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 62B","Beaumont",48,17,4,117,3,2,191,368
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 63","Beaumont",57,22,3,158,5,0,245,467
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 64","Beaumont",53,30,3,167,2,0,255,463
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 65","Beaumont",49,27,8,219,0,0,303,536
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 66","Beaumont",66,18,10,145,3,0,242,426
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 67","Beaumont",73,22,2,185,2,0,284,588
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 68A","Leduc County",53,16,5,123,0,1,198,500
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 68B","Leduc County",30,10,2,123,1,0,166,470
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 69","Leduc County",14,5,2,105,0,0,126,254
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 70","Leduc",44,23,14,142,3,1,227,413
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 71","Leduc",39,22,12,146,4,0,223,421
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 72","Leduc",35,23,3,115,3,0,179,427
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 73","Devon",36,21,11,118,2,2,190,353
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 74","Devon",40,25,10,131,4,3,213,417
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 75","Devon",49,18,4,143,2,0,216,445
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 76","Devon",42,13,7,129,0,0,191,369
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 77","Devon",44,25,3,176,1,1,250,452
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 78","Devon",71,22,8,136,0,1,238,446
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 79","Devon",30,10,5,165,1,0,211,399
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 80","Devon",48,22,8,122,1,0,201,407
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 81","Devon",53,28,10,187,4,1,283,549
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 82","Devon",57,27,10,213,0,0,307,594
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 83","Devon",50,31,6,170,2,1,260,470
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 84","Calmar",28,16,3,205,0,0,252,373
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 85","Calmar",17,7,6,194,0,0,224,363
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 86","Calmar",41,25,11,153,1,0,231,414
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 87","Calmar",19,12,4,95,3,0,133,269
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 88","Calmar",43,20,5,146,2,1,217,440
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 89","Calmar",17,8,4,114,0,0,143,305
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 90","Calmar",31,13,10,99,2,1,156,340
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 91","Glen Park",31,13,6,305,2,1,358,587
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 92","New Humble",18,13,10,208,2,0,251,388
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 93","Sunnybrook",Merged with No./Fusionné avec le n°94,,,,,,,51
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 94","Mulhurst",34,17,9,198,1,0,259,370
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 95","Mulhurst",20,9,18,193,2,0,242,346
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 96","Mulhurst",Merged with No./Fusionné avec le n°106,,,,,,,306
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 97","Yeoford",16,11,7,148,0,0,182,362
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 98","Lakedell",41,14,11,204,2,0,272,556
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 99","Winfield",Merged with No./Fusionné avec le n°100,,,,,,,258
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 100","Winfield",23,18,9,238,2,0,290,261
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 101","Winfield",15,13,8,161,2,0,199,343
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 102","Alder Flats",21,12,14,293,1,0,341,505
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 103","Buck Lake",34,16,5,320,0,3,378,589
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 104A","Ma-Me-O Beach",14,25,0,29,0,0,68,266
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 104B","Ma-Me-O Beach",9,31,2,54,1,0,97,288
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 104C","Ma-Me-O Beach",15,31,2,35,0,0,83,306
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 104D","Ma-Me-O Beach",11,17,1,38,0,0,67,294
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 105","Falun",9,10,2,129,1,1,152,221
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 106","Port Bello",24,14,12,259,5,0,314,259
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 107","Millet",26,16,7,235,3,0,287,486
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 108","Millet",19,11,3,156,1,0,190,312
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 109","Millet",24,16,5,134,1,0,180,270
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 110","Millet",21,15,13,178,3,0,230,439
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 111","Millet",40,17,4,157,1,1,220,416
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 112","Millet",48,24,9,215,0,1,297,579
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 113","Millet",56,19,11,267,6,1,360,676
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 114","Millet",23,19,13,206,3,0,264,449
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 115","Millet",13,4,6,155,0,0,178,308
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 116","Millet",17,11,7,149,1,0,185,333
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 117","Leduc County",30,14,1,219,1,2,267,467
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 118","Leduc",36,20,5,116,0,1,178,335
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 119","Leduc",31,18,12,161,3,0,225,413
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 120","Leduc",35,13,7,141,0,0,196,385
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 121","Leduc",43,9,8,165,4,1,230,398
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 122","Leduc",36,15,9,163,2,0,225,420
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 123","Leduc",36,14,10,137,3,0,200,359
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 124","Leduc",28,17,19,158,3,0,225,394
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 125","Leduc",54,17,5,155,2,0,233,467
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 126","Leduc",29,28,13,186,0,0,256,428
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 127","Leduc",58,22,16,181,3,2,282,502
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 128","Leduc County",44,14,3,160,0,0,221,420
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 129","Beaumont",39,13,4,232,2,0,290,480
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 130","Beaumont",42,18,5,167,0,0,232,426
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 131","Beaumont",51,26,3,201,0,0,281,464
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 132","Beaumont",58,21,2,155,2,1,239,447
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 133","Beaumont",34,22,6,93,2,0,157,352
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 134","Beaumont",21,19,5,156,1,0,202,396
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 135","Beaumont",51,17,11,165,0,1,245,430
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 136","Beaumont",50,15,5,212,2,0,284,476
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 137","Beaumont",61,16,7,176,4,1,265,471
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 138","Beaumont",40,18,10,180,1,1,250,424
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 139","Beaumont",58,21,3,123,0,0,205,420
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 140","Beaumont",52,30,6,163,0,0,251,424
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 141","Beaumont",46,30,8,148,1,1,234,471
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 142","Beaumont",49,18,10,227,4,1,309,476
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 143A","Beaumont",39,16,4,148,0,1,208,391
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 143B","Beaumont",26,23,2,112,0,0,163,332
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 144","Beaumont",40,20,7,182,1,0,250,517
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 145","Beaumont",59,16,2,214,4,0,295,566
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 146","Looma",41,21,8,235,1,1,307,571
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 147","Looma",32,14,7,165,3,0,221,384
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 148","New Sarepta",37,9,4,221,0,0,271,644
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 149","Cloverlawn",18,5,1,168,2,1,195,318
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 150","Cloverlawn",20,13,4,134,1,0,172,261
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 151","Gwynne",25,14,10,191,2,0,242,450
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 152","Wetaskiwin",31,11,6,114,2,1,165,300
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 153","Wetaskiwin",18,17,4,151,3,0,193,330
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 154","Wetaskiwin",29,7,9,187,0,0,232,382
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 155","Wetaskiwin",32,26,9,113,4,0,184,390
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 156","Wetaskiwin",35,26,9,119,1,0,190,486
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 157","Wetaskiwin",14,12,1,133,0,0,160,368
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 158","Wetaskiwin",30,19,3,153,2,0,207,441
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 159","Loneridge",23,12,4,178,1,0,218,353
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 160","Fletcher",9,6,4,153,1,0,173,293
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 161","Wetaskiwin County No. 10",27,21,4,195,0,0,247,413
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 162","Wetaskiwin",29,27,12,104,4,1,177,455
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 163","Wetaskiwin",29,29,8,159,3,0,228,466
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 164","Wetaskiwin",31,34,4,138,3,0,210,495
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 165","Wetaskiwin",15,8,5,117,2,1,148,344
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 166","Wetaskiwin",30,38,8,120,3,1,200,440
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 167","Wetaskiwin",30,23,7,88,0,0,148,335
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 168","Wetaskiwin",40,32,6,112,2,1,193,440
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 169","Wetaskiwin",35,35,5,131,1,0,207,434
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 170","Wetaskiwin",22,27,5,96,1,0,151,393
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 171","Wetaskiwin",25,27,3,80,1,0,136,390
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 172","Wetaskiwin",29,15,5,133,3,2,187,350
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 173","Wetaskiwin",23,25,4,162,1,0,215,436
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 174","Wetaskiwin",51,22,6,157,0,0,236,451
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 175","Wetaskiwin",31,36,5,190,3,0,265,470
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 176","Wetaskiwin",39,19,4,173,0,1,236,448
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 177","Wetaskiwin",Merged with No./Fusionné avec le n°178,,,,,,,260
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 178","Wetaskiwin",41,22,7,185,2,0,257,291
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 179","Angus Ridge",Merged with No./Fusionné avec le n°180,,,,,,,239
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 180","Haultain",26,14,10,259,1,1,311,259
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 181","Leduc",25,19,6,120,5,1,176,411
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 182","Leduc",29,12,4,86,2,0,133,333
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 183","Leduc",52,26,9,170,0,2,259,444
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 184","Leduc",26,9,3,143,5,1,187,373
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 185","Leduc",27,9,4,113,1,2,156,296
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 186","Leduc",28,15,8,110,3,0,164,352
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 187","Leduc",43,20,3,173,1,1,241,433
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 188","Leduc",34,20,7,140,0,0,201,411
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 189A","Leduc",57,15,4,172,1,1,250,417
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 189B","Leduc",47,24,3,163,3,2,242,427
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 190A","Leduc",43,28,6,146,0,2,225,380
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 190B","Leduc",51,19,4,151,1,1,227,429
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 191","Leduc",33,25,14,183,1,2,258,434
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 192A","Leduc",50,21,7,156,2,1,237,416
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 192B","Leduc",38,15,3,157,0,1,214,353
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 193","Leduc",45,12,4,196,0,0,257,423
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 194","Leduc",53,21,7,220,1,1,303,503
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 195","Leduc",28,16,4,76,1,0,125,305
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 196","Leduc",28,22,15,144,2,0,211,422
