Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michel Bourgeois,Soheil Eid,Danielle Landreville,Robert D. Morais,Mathieu Morin,Gabriel Ste-Marie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24031,"Joliette/Joliette"," 150","Saint-Donat",55,15,42,0,0,41,3,156,286
24031,"Joliette/Joliette"," 151","Saint-Donat",29,12,33,0,0,36,2,112,334
24031,"Joliette/Joliette"," 152","Saint-Donat",33,7,31,0,3,40,5,119,320
24031,"Joliette/Joliette"," 153","Saint-Donat",59,7,38,1,3,74,4,186,384
24031,"Joliette/Joliette"," 154","Saint-Donat",41,10,26,1,5,35,2,120,334
24031,"Joliette/Joliette"," 155","Saint-Donat",33,8,24,0,1,37,0,103,266
24031,"Joliette/Joliette"," 156","Saint-Donat",50,8,48,0,2,34,1,143,298
24031,"Joliette/Joliette"," 157","Saint-Donat",31,14,39,0,2,54,1,141,318
24031,"Joliette/Joliette"," 158","Saint-Donat",41,10,24,0,3,45,1,124,332
24031,"Joliette/Joliette"," 159","Entrelacs",55,14,56,3,3,89,2,222,408
24031,"Joliette/Joliette"," 160","Entrelacs",85,21,54,2,5,82,6,255,402
24031,"Joliette/Joliette"," 161","Rawdon",59,16,33,0,7,47,2,164,404
24031,"Joliette/Joliette"," 162","Rawdon",57,8,41,0,13,66,2,187,435
24031,"Joliette/Joliette"," 163","Rawdon",65,22,38,0,6,55,1,187,440
24031,"Joliette/Joliette"," 164","Rawdon",70,8,34,0,5,78,7,202,445
24031,"Joliette/Joliette"," 165","Rawdon",52,22,44,0,4,52,3,177,374
24031,"Joliette/Joliette"," 166","Rawdon",54,14,37,0,3,71,0,179,373
24031,"Joliette/Joliette"," 167","Rawdon",34,9,32,0,7,62,4,148,406
24031,"Joliette/Joliette"," 168","Rawdon",44,7,24,1,6,77,5,164,387
24031,"Joliette/Joliette"," 169","Rawdon",14,9,20,1,0,30,0,74,227
24031,"Joliette/Joliette"," 170","Rawdon",50,9,38,0,8,93,3,201,419
24031,"Joliette/Joliette"," 171","Rawdon",38,15,38,0,1,37,2,131,280
24031,"Joliette/Joliette"," 172","Rawdon",50,11,31,0,3,59,0,154,333
24031,"Joliette/Joliette"," 173","Rawdon",49,13,17,1,6,40,3,129,341
24031,"Joliette/Joliette"," 174","Rawdon",46,8,21,0,5,21,1,102,257
24031,"Joliette/Joliette"," 175A","Rawdon",49,17,23,0,4,30,4,127,333
24031,"Joliette/Joliette"," 175B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,29
24031,"Joliette/Joliette"," 176","Rawdon",62,13,29,0,7,39,4,154,353
24031,"Joliette/Joliette"," 177","Rawdon",50,17,57,0,3,96,0,223,427
24031,"Joliette/Joliette"," 178","Rawdon",46,12,17,0,2,33,5,115,325
24031,"Joliette/Joliette"," 179","Rawdon",43,7,15,0,3,29,3,100,279
24031,"Joliette/Joliette"," 180","Rawdon",56,21,30,2,4,62,4,179,425
24031,"Joliette/Joliette"," 181","Rawdon",37,11,24,1,1,32,2,108,302
24031,"Joliette/Joliette"," 182","Rawdon",50,8,36,1,7,55,2,159,376
24031,"Joliette/Joliette"," 183","Rawdon",37,11,18,0,1,30,0,97,368
24031,"Joliette/Joliette"," 184","Rawdon",46,16,33,1,1,57,6,160,357
24031,"Joliette/Joliette"," 185","Rawdon",52,12,17,2,3,75,5,166,441
24031,"Joliette/Joliette"," 186","Joliette",55,19,43,0,6,51,3,177,376
24031,"Joliette/Joliette"," 187","Joliette",63,27,56,1,2,57,2,208,464
24031,"Joliette/Joliette"," 188","Joliette",56,18,35,1,7,52,3,172,386
24031,"Joliette/Joliette"," 189","Joliette",49,15,49,1,2,43,5,164,366
24031,"Joliette/Joliette"," 190","Joliette",35,6,24,0,3,44,2,114,400
24031,"Joliette/Joliette"," 191","Joliette",32,7,25,0,3,32,3,102,345
24031,"Joliette/Joliette"," 192","Joliette",61,19,60,0,6,95,4,245,509
24031,"Joliette/Joliette"," 193","Joliette",53,10,42,1,2,54,4,166,382
24031,"Joliette/Joliette"," 194","Joliette",17,7,30,0,4,35,2,95,250
24031,"Joliette/Joliette"," 195","Joliette",35,6,37,0,4,66,5,153,403
24031,"Joliette/Joliette"," 196","Joliette",38,20,48,0,10,65,3,184,436
24031,"Joliette/Joliette"," 197","Joliette",73,23,45,0,2,70,1,214,423
24031,"Joliette/Joliette"," 198","Joliette",37,8,30,0,8,59,8,150,376
24031,"Joliette/Joliette"," 199","Joliette",40,11,37,0,9,38,3,138,390
24031,"Joliette/Joliette"," 200","Joliette",28,10,29,1,5,44,3,120,389
24031,"Joliette/Joliette"," 201","Joliette",41,5,39,0,2,51,5,143,375
24031,"Joliette/Joliette"," 202","Joliette",57,7,37,0,6,54,1,162,388
24031,"Joliette/Joliette"," 203","Joliette",33,12,46,1,5,71,4,172,391
24031,"Joliette/Joliette"," 204","Joliette",31,6,23,1,4,61,2,128,346
24031,"Joliette/Joliette"," 205","Joliette",46,13,55,5,3,60,3,185,440
24031,"Joliette/Joliette"," 206","Joliette",101,31,87,6,1,106,3,335,642
24031,"Joliette/Joliette"," 207","Joliette",52,13,65,0,4,63,4,201,353
24031,"Joliette/Joliette"," 208","Joliette",49,25,82,0,8,81,3,248,403
24031,"Joliette/Joliette"," 209","Joliette",55,14,46,0,6,71,3,195,381
24031,"Joliette/Joliette"," 210","Joliette",43,18,51,0,1,63,5,181,368
24031,"Joliette/Joliette"," 211","Joliette",47,9,41,0,3,69,1,170,346
24031,"Joliette/Joliette"," 212","Joliette",65,24,50,0,4,73,0,216,379
24031,"Joliette/Joliette"," 213","Joliette",63,17,62,0,4,68,4,218,399
24031,"Joliette/Joliette"," 214","Saint-Pierre",52,20,51,0,8,67,5,203,394
24031,"Joliette/Joliette"," 215","Saint-Paul",70,23,57,3,8,140,8,309,527
24031,"Joliette/Joliette"," 216","Saint-Paul",49,21,77,0,3,82,2,234,445
24031,"Joliette/Joliette"," 217","Saint-Paul",33,17,57,1,1,58,2,169,313
24031,"Joliette/Joliette"," 218","Saint-Paul",68,17,56,0,4,75,8,228,474
24031,"Joliette/Joliette"," 219","Saint-Paul",36,20,57,0,2,42,2,159,312
24031,"Joliette/Joliette"," 220","Saint-Paul",46,21,52,0,7,82,8,216,461
24031,"Joliette/Joliette"," 221","Saint-Paul",44,25,46,2,1,64,9,191,434
24031,"Joliette/Joliette"," 222","Saint-Paul",35,10,45,0,5,54,2,151,305
24031,"Joliette/Joliette"," 223","Saint-Paul",22,11,25,0,2,46,6,112,253
24031,"Joliette/Joliette"," 224","Saint-Paul",25,12,23,0,3,51,1,115,251
24031,"Joliette/Joliette"," 225","Saint-Paul",27,14,37,0,9,57,3,147,255
24031,"Joliette/Joliette"," 226","Saint-Paul",35,22,52,3,5,108,7,232,368
24031,"Joliette/Joliette"," 227","Crabtree",49,17,50,0,4,54,8,182,305
24031,"Joliette/Joliette"," 228","Crabtree",45,18,44,0,4,88,2,201,381
24031,"Joliette/Joliette"," 229","Crabtree",31,9,77,1,5,68,4,195,317
24031,"Joliette/Joliette"," 230","Crabtree",65,19,97,0,6,68,10,265,379
24031,"Joliette/Joliette"," 231","Crabtree",32,11,54,0,4,59,1,161,277
24031,"Joliette/Joliette"," 232","Crabtree",39,18,49,0,4,43,7,160,291
24031,"Joliette/Joliette"," 233","Crabtree",44,13,63,2,5,95,13,235,393
24031,"Joliette/Joliette"," 234","Crabtree",57,16,66,0,6,54,6,205,401
24031,"Joliette/Joliette"," 235","Crabtree",38,17,75,0,2,79,7,218,332
24031,"Joliette/Joliette"," 236","Joliette",30,10,17,0,6,55,2,120,367
24031,"Joliette/Joliette"," 237A","Joliette",17,3,9,0,3,11,0,43,166
24031,"Joliette/Joliette"," 237B","Joliette",Merged with No./Fusionné avec le n°404,,,,,,,,38
24031,"Joliette/Joliette"," 237C","Joliette","Combined with No./Combiné au n°404",,,,,,,,88
24031,"Joliette/Joliette"," 238","Joliette",31,8,32,1,3,28,7,110,243
24031,"Joliette/Joliette"," 400","Saint-Charles-Borromée",52,14,15,2,0,13,1,97,141
24031,"Joliette/Joliette"," 401","Saint-Charles-Borromée",54,14,26,0,2,25,7,128,62
24031,"Joliette/Joliette"," 402","Rawdon",42,6,13,1,2,14,2,80,133
24031,"Joliette/Joliette"," 403","Saint-Charles-Borromée",31,6,11,4,1,14,5,72,210
24031,"Joliette/Joliette"," 404","Joliette",108,21,35,1,6,46,5,222,162
24031,"Joliette/Joliette"," 500","Mobile poll/Bureau itinérant",65,18,16,0,1,31,1,132,123
24031,"Joliette/Joliette"," 501","Mobile poll/Bureau itinérant",29,3,5,3,5,9,3,57,92
24031,"Joliette/Joliette"," 502","Mobile poll/Bureau itinérant",39,8,11,1,2,15,4,80,174
24031,"Joliette/Joliette"," 503","Mobile poll/Bureau itinérant",50,18,18,0,0,7,1,94,134
24031,"Joliette/Joliette"," 600","Saint-Michel-des-Saints",130,97,119,2,11,146,9,514,
24031,"Joliette/Joliette"," 601","Manawan",58,1,13,0,1,0,0,73,
24031,"Joliette/Joliette"," 602","Sainte-Émélie-de-l'Énergie","Combined with No./Combiné au n°605",,,,,,,,
24031,"Joliette/Joliette"," 603","Saint-Donat",265,138,281,7,21,265,9,986,
24031,"Joliette/Joliette"," 604","Notre-Dame-de-la-Merci","Combined with No./Combiné au n°603",,,,,,,,
24031,"Joliette/Joliette"," 605","Saint-Côme",127,52,117,0,14,159,12,481,
24031,"Joliette/Joliette"," 606","Chertsey",206,100,217,7,16,302,17,865,
24031,"Joliette/Joliette"," 607","Saint-Alphonse-Rodriguez",153,52,157,2,8,196,3,571,
24031,"Joliette/Joliette"," 608","Rawdon",239,88,183,1,19,219,4,753,
24031,"Joliette/Joliette"," 609","Rawdon",418,137,242,3,33,253,18,1104,
24031,"Joliette/Joliette"," 610","Sainte-Mélanie",235,130,273,1,27,356,21,1043,
24031,"Joliette/Joliette"," 611","Saint-Charles-Borromée",225,132,298,5,18,302,13,993,
24031,"Joliette/Joliette"," 612","Saint-Charles-Borromée",152,79,210,3,8,141,8,601,
24031,"Joliette/Joliette"," 613","Notre-Dame-des-Prairies",308,185,425,3,37,363,24,1345,
24031,"Joliette/Joliette"," 614","Saint-Thomas",97,66,136,1,10,137,10,457,
24031,"Joliette/Joliette"," 615","Joliette",136,65,164,3,12,167,10,557,
24031,"Joliette/Joliette"," 616","Saint-Charles-Borromée",164,100,242,4,15,192,20,737,
24031,"Joliette/Joliette"," 617","Joliette",254,159,331,1,15,220,17,997,
24031,"Joliette/Joliette"," 618","Joliette",219,114,333,4,24,301,18,1013,
24031,"Joliette/Joliette"," 619","Saint-Paul",198,136,356,1,27,286,11,1015,
24031,"Joliette/Joliette",,"Group 1/Groupe 1",75,22,17,0,2,14,7,137,105
24031,"Joliette/Joliette",,"Group 2/Groupe 2",460,254,696,15,44,566,47,2082,
