Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Colin Carrie,Michael Dempsey,Mary Fowler,David Gershuny,Tito-Dante Marimpietri,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Oshawa/Oshawa"," 154","Oshawa",80,4,57,0,63,0,204,338
35074,"Oshawa/Oshawa"," 155","Oshawa",96,15,62,0,93,0,266,485
35074,"Oshawa/Oshawa"," 156","Oshawa",89,6,95,0,46,1,237,431
35074,"Oshawa/Oshawa"," 157","Oshawa",87,7,67,0,67,1,229,361
35074,"Oshawa/Oshawa"," 158","Oshawa",87,8,75,1,69,0,240,450
35074,"Oshawa/Oshawa"," 159","Oshawa",90,4,38,0,84,2,218,373
35074,"Oshawa/Oshawa"," 160","Oshawa",76,5,73,1,68,1,224,349
35074,"Oshawa/Oshawa"," 161","Oshawa",66,3,50,0,51,0,170,321
35074,"Oshawa/Oshawa"," 162","Oshawa",73,8,62,0,52,1,196,353
35074,"Oshawa/Oshawa"," 163","Oshawa",85,6,68,0,59,0,218,410
35074,"Oshawa/Oshawa"," 164","Oshawa",100,5,77,0,85,0,267,440
35074,"Oshawa/Oshawa"," 165","Oshawa",89,3,75,0,60,1,228,399
35074,"Oshawa/Oshawa"," 166","Oshawa",79,6,52,0,58,0,195,391
35074,"Oshawa/Oshawa"," 167","Oshawa",67,5,60,0,44,2,178,383
35074,"Oshawa/Oshawa"," 168","Oshawa",53,4,54,0,63,2,176,423
35074,"Oshawa/Oshawa"," 169","Oshawa",41,6,55,0,60,0,162,355
35074,"Oshawa/Oshawa"," 170","Oshawa",39,4,48,0,48,0,139,342
35074,"Oshawa/Oshawa"," 171","Oshawa",37,9,79,1,58,0,184,462
35074,"Oshawa/Oshawa"," 172","Oshawa",51,6,69,0,61,0,187,365
35074,"Oshawa/Oshawa"," 173","Oshawa",81,8,73,0,51,0,213,387
35074,"Oshawa/Oshawa"," 174","Oshawa",53,10,55,1,46,1,166,366
35074,"Oshawa/Oshawa"," 175","Oshawa",35,3,48,0,49,0,135,339
35074,"Oshawa/Oshawa"," 176A","Oshawa",11,1,20,0,21,0,53,151
35074,"Oshawa/Oshawa"," 176B","Mobile poll/Bureau itinérant",38,4,25,0,35,1,103,97
35074,"Oshawa/Oshawa"," 176C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°176B,,,,,,,78
35074,"Oshawa/Oshawa"," 177A","Oshawa",19,4,22,0,30,1,76,253
35074,"Oshawa/Oshawa"," 177B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°129B,,,,,,,124
35074,"Oshawa/Oshawa"," 178","Oshawa",66,9,64,0,40,1,180,351
35074,"Oshawa/Oshawa"," 179","Oshawa",58,5,62,0,56,2,183,363
35074,"Oshawa/Oshawa"," 180","Oshawa",52,7,48,0,48,0,155,351
35074,"Oshawa/Oshawa"," 181","Oshawa",59,4,60,0,49,1,173,342
35074,"Oshawa/Oshawa"," 182","Oshawa",34,4,34,0,49,0,121,352
35074,"Oshawa/Oshawa"," 183","Oshawa",84,8,76,0,73,1,242,452
35074,"Oshawa/Oshawa"," 184","Oshawa",51,4,75,0,69,0,199,441
35074,"Oshawa/Oshawa"," 185","Oshawa",63,7,73,0,54,2,199,382
35074,"Oshawa/Oshawa"," 186","Oshawa",102,4,68,0,63,0,237,448
35074,"Oshawa/Oshawa"," 187","Oshawa",63,2,27,0,68,0,160,323
35074,"Oshawa/Oshawa"," 188","Oshawa",58,5,41,0,54,1,159,324
35074,"Oshawa/Oshawa"," 189","Oshawa",66,5,87,0,70,0,228,434
35074,"Oshawa/Oshawa"," 190","Oshawa",81,7,57,0,45,0,190,395
35074,"Oshawa/Oshawa"," 191","Oshawa",73,6,58,0,47,0,184,373
35074,"Oshawa/Oshawa"," 192","Oshawa",54,5,98,0,98,1,256,495
35074,"Oshawa/Oshawa"," 193","Oshawa",76,9,66,1,57,1,210,352
35074,"Oshawa/Oshawa"," 194","Oshawa",65,1,71,0,61,1,199,398
35074,"Oshawa/Oshawa"," 195","Oshawa",73,10,59,0,64,0,206,417
35074,"Oshawa/Oshawa"," 196","Oshawa",65,1,53,0,57,0,176,347
35074,"Oshawa/Oshawa"," 197","Oshawa",31,2,51,0,33,0,117,386
35074,"Oshawa/Oshawa"," 198","Oshawa",36,5,35,0,43,0,119,330
35074,"Oshawa/Oshawa"," 199","Oshawa",37,3,43,1,30,0,114,328
35074,"Oshawa/Oshawa"," 200","Oshawa",38,11,62,0,50,0,161,412
35074,"Oshawa/Oshawa"," 201","Oshawa",72,5,74,0,43,1,195,406
35074,"Oshawa/Oshawa"," 202","Oshawa",46,3,56,0,50,1,156,349
35074,"Oshawa/Oshawa"," 203","Oshawa",59,5,63,0,34,0,161,335
35074,"Oshawa/Oshawa"," 204","Oshawa",36,1,39,0,46,1,123,303
35074,"Oshawa/Oshawa"," 205A","Oshawa",48,7,58,0,48,0,161,339
35074,"Oshawa/Oshawa"," 205B","Oshawa",46,2,58,0,60,1,167,375
35074,"Oshawa/Oshawa"," 206","Oshawa",44,3,53,0,44,0,144,398
35074,"Oshawa/Oshawa"," 207","Oshawa",80,7,65,0,48,1,201,394
35074,"Oshawa/Oshawa"," 208","Oshawa",79,7,66,0,61,0,213,405
35074,"Oshawa/Oshawa"," 209","Oshawa",68,5,65,1,41,0,180,393
35074,"Oshawa/Oshawa"," 210","Oshawa",81,6,92,0,48,2,229,464
35074,"Oshawa/Oshawa"," 211","Oshawa",58,5,62,0,47,1,173,434
35074,"Oshawa/Oshawa"," 212","Oshawa",115,15,100,0,62,1,293,527
35074,"Oshawa/Oshawa"," 213","Oshawa",40,1,43,0,47,2,133,378
35074,"Oshawa/Oshawa"," 214","Oshawa",28,1,64,0,31,0,124,451
35074,"Oshawa/Oshawa"," 215","Oshawa",60,2,64,0,46,0,172,349
35074,"Oshawa/Oshawa"," 216","Oshawa",47,7,77,1,44,0,176,445
35074,"Oshawa/Oshawa"," 217","Oshawa",61,8,72,0,59,0,200,345
35074,"Oshawa/Oshawa"," 218","Oshawa",76,5,71,0,50,0,202,435
35074,"Oshawa/Oshawa"," 219","Oshawa",41,6,50,0,42,2,141,443
35074,"Oshawa/Oshawa"," 220","Oshawa",37,3,64,0,67,0,171,409
35074,"Oshawa/Oshawa"," 221","Oshawa",21,1,33,0,40,4,99,295
35074,"Oshawa/Oshawa"," 222","Oshawa",49,6,73,1,72,1,202,527
35074,"Oshawa/Oshawa"," 223","Oshawa",63,8,82,3,54,1,211,397
35074,"Oshawa/Oshawa"," 224","Oshawa",43,1,59,0,44,0,147,368
35074,"Oshawa/Oshawa"," 225","Oshawa",47,5,63,0,38,0,153,389
35074,"Oshawa/Oshawa"," 226","Oshawa",92,3,109,0,56,0,260,512
35074,"Oshawa/Oshawa"," 227","Oshawa",37,7,80,0,51,0,175,400
35074,"Oshawa/Oshawa"," 228","Oshawa",63,11,48,0,55,0,177,372
35074,"Oshawa/Oshawa"," 229","Oshawa",80,3,84,0,55,0,222,429
35074,"Oshawa/Oshawa"," 230","Oshawa",61,6,44,0,39,0,150,368
35074,"Oshawa/Oshawa"," 231","Oshawa",71,6,61,1,58,0,197,370
35074,"Oshawa/Oshawa"," 232","Oshawa",48,5,58,0,38,1,150,368
35074,"Oshawa/Oshawa"," 233","Oshawa",96,6,77,0,66,0,245,397
35074,"Oshawa/Oshawa"," 234","Oshawa",59,5,66,0,40,1,171,354
35074,"Oshawa/Oshawa"," 235","Oshawa",62,10,74,1,41,0,188,412
35074,"Oshawa/Oshawa"," 236","Oshawa",62,4,61,4,49,0,180,372
35074,"Oshawa/Oshawa"," 237","Oshawa",47,8,74,1,53,2,185,450
35074,"Oshawa/Oshawa"," 400","Oshawa",35,2,35,0,33,0,105,324
35074,"Oshawa/Oshawa"," 401","Oshawa",Void/Supprimé,,,,,,,
35074,"Oshawa/Oshawa"," 402","Oshawa",20,0,10,1,17,1,49,156
35074,"Oshawa/Oshawa"," 403","Oshawa",23,3,14,1,27,2,70,212
35074,"Oshawa/Oshawa"," 500","Mobile poll/Bureau itinérant",46,0,22,1,21,2,92,132
35074,"Oshawa/Oshawa"," 501","Mobile poll/Bureau itinérant",21,2,22,2,20,5,72,228
35074,"Oshawa/Oshawa"," 600","Oshawa",284,8,148,0,142,0,582,
35074,"Oshawa/Oshawa"," 601","Oshawa",211,19,176,2,165,2,575,
35074,"Oshawa/Oshawa"," 602","Oshawa",540,18,310,3,247,0,1118,
35074,"Oshawa/Oshawa"," 603","Oshawa",370,17,220,1,196,1,805,
35074,"Oshawa/Oshawa"," 604","Oshawa",395,17,216,0,248,1,877,
35074,"Oshawa/Oshawa"," 605","Oshawa",284,16,197,1,222,5,725,
35074,"Oshawa/Oshawa"," 606","Oshawa",300,16,262,2,169,5,754,
35074,"Oshawa/Oshawa"," 607","Oshawa",274,15,251,1,151,3,695,
35074,"Oshawa/Oshawa"," 608","Oshawa",252,10,247,0,134,2,645,
35074,"Oshawa/Oshawa"," 609","Oshawa",425,12,233,0,135,5,810,
35074,"Oshawa/Oshawa"," 610","Oshawa",351,15,336,0,170,1,873,
35074,"Oshawa/Oshawa"," 611","Oshawa",287,21,222,1,114,2,647,
35074,"Oshawa/Oshawa"," 612","Oshawa",195,16,208,1,166,4,590,
35074,"Oshawa/Oshawa"," 613","Oshawa",189,8,130,1,143,3,474,
35074,"Oshawa/Oshawa"," 614","Oshawa",212,12,171,1,157,1,554,
35074,"Oshawa/Oshawa"," 615","Oshawa",150,9,205,0,117,0,481,
35074,"Oshawa/Oshawa",,"Group 1/Groupe 1",58,9,37,0,93,8,205,129
35074,"Oshawa/Oshawa",,"Group 2/Groupe 2",651,36,549,3,409,10,1658,
