Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Goguen,Luc LeBlanc,Luc Melanson,Ginette Petitpas Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 105","Moncton",104,27,10,156,1,298,521
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 106","Moncton",53,36,11,126,2,228,469
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 107","Moncton",47,47,12,172,0,278,578
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 108","Moncton",41,54,12,155,3,265,538
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 109","Moncton",61,61,14,310,3,449,801
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 110","Moncton",26,30,9,114,1,180,417
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 111","Moncton",38,25,7,108,0,178,362
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 112","Moncton",33,31,5,95,3,167,390
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 113","Moncton",59,26,4,119,0,208,420
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 114","Moncton",33,50,2,79,2,166,338
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 115","Moncton",37,49,10,98,1,195,389
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 116","Moncton",40,45,12,133,1,231,422
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 117","Moncton",31,28,10,96,3,168,362
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 118","Moncton",18,39,16,95,0,168,413
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 119","Moncton",26,31,4,85,0,146,373
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 120","Moncton",39,36,13,88,2,178,423
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 121","Moncton",52,27,9,136,0,224,384
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 122","Moncton",69,25,10,106,1,211,383
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123","Moncton",59,27,4,120,1,211,408
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124","Moncton",15,37,14,107,1,174,372
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 125","Moncton",14,36,11,87,1,149,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 126","Moncton",18,39,12,94,1,164,384
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 127","Moncton",21,19,10,124,3,177,399
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128","Moncton",36,35,8,125,0,204,455
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 129","Moncton",41,33,6,111,1,192,424
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 130","Moncton",27,36,14,117,3,197,395
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 131","Moncton",38,24,15,132,0,209,396
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 132","Moncton",64,32,9,120,2,227,440
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 133","Moncton",45,32,15,124,2,218,423
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 134","Moncton",45,35,12,106,0,198,403
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 135","Moncton",23,30,10,84,0,147,384
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 136","Moncton",18,31,10,78,2,139,312
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 137","Moncton",19,31,8,89,0,147,402
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 138","Moncton",25,37,7,115,1,185,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 139","Moncton",34,33,9,100,0,176,477
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 140","Riverview",64,38,15,141,0,258,482
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 141","Riverview",70,34,16,113,0,233,455
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 142","Riverview",93,37,16,157,2,305,530
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 143","Riverview",72,47,18,118,0,255,484
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 144","Riverview",36,43,8,95,0,182,321
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 145","Riverview",73,22,10,128,1,234,448
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 146","Riverview",67,28,6,128,0,229,430
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 147","Riverview",56,35,20,108,2,221,380
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 148","Riverview",43,28,5,109,0,185,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 149","Riverview",54,33,8,76,0,171,284
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 150","Riverview",52,24,9,97,1,183,352
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 151","Riverview",78,49,16,101,1,245,384
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152","Riverview",72,14,11,111,0,208,352
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 153","Riverview",41,39,10,104,1,195,368
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 154","Riverview",64,15,6,91,0,176,392
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155","Moncton",82,36,20,158,0,296,526
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156","Moncton",75,50,26,137,1,289,520
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 157","Moncton",70,23,10,96,1,200,326
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 158","Moncton",43,25,6,69,0,143,281
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 159","Moncton",74,18,12,86,1,191,343
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 160","Moncton",77,10,11,118,1,217,407
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161A","Moncton",64,23,7,59,5,158,295
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161B","Moncton",Merged with No./Fusionné avec le n°400,,,,,,40
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162","Moncton",44,15,15,110,1,185,363
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163","Moncton",62,23,11,97,0,193,356
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 164","Riverview",41,43,14,134,3,235,460
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165","Riverview",44,29,13,102,0,188,357
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166","Riverview",85,48,18,149,0,300,502
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 167","Riverview",88,32,13,99,2,234,448
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 400","Moncton",122,29,15,109,4,279,346
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 401","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,113
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 402","Moncton",7,7,1,48,0,63,203
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 500","Mobile poll/Bureau itinérant",8,11,3,31,6,59,92
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 501","Mobile poll/Bureau itinérant",40,17,7,97,5,166,155
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 502","Mobile poll/Bureau itinérant",41,12,4,51,4,112,139
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 503","Mobile poll/Bureau itinérant",8,6,7,81,5,107,142
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 504","Mobile poll/Bureau itinérant",31,15,5,66,5,122,69
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 505","Mobile poll/Bureau itinérant",11,9,1,21,2,44,66
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 506","Mobile poll/Bureau itinérant",14,21,0,32,1,68,101
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 507","Mobile poll/Bureau itinérant",34,6,4,20,2,66,142
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 508","Mobile poll/Bureau itinérant",22,11,2,33,4,72,125
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 509","Mobile poll/Bureau itinérant",52,10,5,27,4,98,211
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 510","Mobile poll/Bureau itinérant",55,14,8,88,7,172,158
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 600","Moncton",176,208,40,648,2,1074,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 601","Moncton",204,168,34,594,6,1006,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 602","Moncton",430,144,40,641,4,1259,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 603","Moncton",340,192,56,835,8,1431,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 604","Moncton",335,184,53,629,6,1207,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 605","Moncton",200,175,45,556,2,978,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 606","Moncton",286,175,26,715,7,1209,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 607","Dieppe",199,263,58,1111,6,1637,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 608","Moncton",148,190,63,531,4,936,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 609","Moncton",587,221,61,801,12,1682,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 610","Moncton",79,43,11,148,2,283,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 611","Moncton",340,116,62,545,3,1066,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,"Group 1/Groupe 1",57,22,13,107,12,211,117
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,"Group 2/Groupe 2",423,360,81,1025,17,1906,
