Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jacques Y. Boudreau,Ed Holder,Dimitri Lascaris,Michael Lewis,Matthew Rowlinson,Kate Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35053,"London West/London-Ouest"," 36","London",3,112,10,0,42,119,1,287,324
35053,"London West/London-Ouest"," 37A","London",4,60,6,0,34,110,2,216,411
35053,"London West/London-Ouest"," 37B","London",Merged with No./Fusionné avec le n°36,,,,,,,,149
35053,"London West/London-Ouest"," 38","London",4,71,5,0,66,129,1,276,598
35053,"London West/London-Ouest"," 39","London",3,58,4,1,31,97,0,194,381
35053,"London West/London-Ouest"," 40","London",6,54,6,0,48,124,3,241,501
35053,"London West/London-Ouest"," 41","London",3,64,0,0,25,80,1,173,319
35053,"London West/London-Ouest"," 42","London",3,66,4,0,31,53,2,159,377
35053,"London West/London-Ouest"," 43","London",3,90,6,0,38,126,2,265,490
35053,"London West/London-Ouest"," 44","London",2,66,7,0,34,122,0,231,429
35053,"London West/London-Ouest"," 45","London",8,69,10,0,36,127,0,250,401
35053,"London West/London-Ouest"," 46","London",1,111,9,0,29,145,0,295,504
35053,"London West/London-Ouest"," 47","London",0,119,4,0,14,114,2,253,485
35053,"London West/London-Ouest"," 48","London",2,192,3,0,12,87,0,296,520
35053,"London West/London-Ouest"," 49","London",1,72,5,0,29,130,0,237,404
35053,"London West/London-Ouest"," 50","London",3,107,5,0,31,140,0,286,542
35053,"London West/London-Ouest"," 51","London",2,78,5,0,18,112,1,216,407
35053,"London West/London-Ouest"," 52","London",1,110,8,1,25,144,0,289,450
35053,"London West/London-Ouest"," 53","London",2,72,6,2,43,114,4,243,413
35053,"London West/London-Ouest"," 54","London",3,94,9,0,51,121,1,279,453
35053,"London West/London-Ouest"," 55","London",1,101,8,1,17,110,0,238,389
35053,"London West/London-Ouest"," 56","London",4,122,8,0,28,138,2,302,535
35053,"London West/London-Ouest"," 57","London",2,58,5,0,33,91,0,189,314
35053,"London West/London-Ouest"," 58","London",2,100,7,0,22,108,0,239,412
35053,"London West/London-Ouest"," 59","London",1,97,9,0,18,112,3,240,412
35053,"London West/London-Ouest"," 60","London",3,103,15,0,39,108,0,268,522
35053,"London West/London-Ouest"," 61","London",1,110,7,1,53,135,0,307,488
35053,"London West/London-Ouest"," 62","London",2,155,11,0,44,147,0,359,552
35053,"London West/London-Ouest"," 63","London",2,76,9,0,33,85,1,206,293
35053,"London West/London-Ouest"," 64","London",1,88,12,0,29,114,5,249,378
35053,"London West/London-Ouest"," 65","London",4,114,7,0,45,135,0,305,510
35053,"London West/London-Ouest"," 66","London",2,114,8,0,22,102,0,248,423
35053,"London West/London-Ouest"," 67","London",3,92,2,0,12,128,1,238,479
35053,"London West/London-Ouest"," 68","London",3,112,6,0,7,90,0,218,396
35053,"London West/London-Ouest"," 69","London",0,82,1,0,7,73,0,163,314
35053,"London West/London-Ouest"," 70","London",0,173,6,0,25,174,1,379,592
35053,"London West/London-Ouest"," 71","London",3,76,13,0,25,96,1,214,313
35053,"London West/London-Ouest"," 72","London",4,61,6,0,25,99,0,195,446
35053,"London West/London-Ouest"," 73","London",0,110,4,1,12,80,0,207,350
35053,"London West/London-Ouest"," 74","London",0,94,10,0,21,73,1,199,299
35053,"London West/London-Ouest"," 75A","London",0,149,2,0,2,77,0,230,338
35053,"London West/London-Ouest"," 75B","London",1,152,2,0,0,91,3,249,337
35053,"London West/London-Ouest"," 76","London",1,172,6,0,23,130,0,332,551
35053,"London West/London-Ouest"," 77","London",1,177,11,0,20,119,2,330,516
35053,"London West/London-Ouest"," 78","London",3,100,8,0,30,122,0,263,523
35053,"London West/London-Ouest"," 79","London",0,116,5,0,16,92,0,229,453
35053,"London West/London-Ouest"," 80","London",0,104,4,0,9,93,0,210,469
35053,"London West/London-Ouest"," 81","London",0,48,4,0,22,66,0,140,243
35053,"London West/London-Ouest"," 82","London",6,122,11,1,36,144,0,320,543
35053,"London West/London-Ouest"," 83","London",0,60,4,1,21,77,0,163,243
35053,"London West/London-Ouest"," 84","London",0,92,10,0,32,121,0,255,439
35053,"London West/London-Ouest"," 85","London",4,102,6,0,20,91,1,224,394
35053,"London West/London-Ouest"," 86","London",2,114,1,0,13,111,1,242,426
35053,"London West/London-Ouest"," 87","London",0,122,0,0,14,121,1,258,480
35053,"London West/London-Ouest"," 88","London",4,46,3,1,36,80,0,170,288
35053,"London West/London-Ouest"," 89","London",9,61,7,0,48,87,4,216,398
35053,"London West/London-Ouest"," 90","London",3,59,4,0,42,84,0,192,390
35053,"London West/London-Ouest"," 91","London",3,64,15,1,53,94,0,230,351
35053,"London West/London-Ouest"," 92","London",4,54,23,1,58,146,0,286,498
35053,"London West/London-Ouest"," 93","London",0,31,11,0,51,107,2,202,360
35053,"London West/London-Ouest"," 94","London",4,26,11,0,54,132,0,227,401
35053,"London West/London-Ouest"," 95","London",2,36,10,1,57,124,2,232,387
35053,"London West/London-Ouest"," 96","London",2,29,20,0,52,137,3,243,411
35053,"London West/London-Ouest"," 97","London",1,58,8,0,63,165,0,295,518
35053,"London West/London-Ouest"," 98","London",5,32,4,0,49,88,1,179,360
35053,"London West/London-Ouest"," 99","London",5,43,8,1,59,150,1,267,436
35053,"London West/London-Ouest"," 100","London",1,104,6,0,30,110,2,253,340
35053,"London West/London-Ouest"," 101","London",6,39,17,2,66,104,1,235,452
35053,"London West/London-Ouest"," 102","London",3,54,9,0,40,171,2,279,425
35053,"London West/London-Ouest"," 103","London",1,35,18,0,30,113,1,198,330
35053,"London West/London-Ouest"," 104","London",3,45,15,5,51,89,1,209,356
35053,"London West/London-Ouest"," 105","London",4,35,10,1,43,122,1,216,442
35053,"London West/London-Ouest"," 106","London",1,67,7,0,62,132,2,271,474
35053,"London West/London-Ouest"," 107","London",6,59,16,0,65,131,2,279,428
35053,"London West/London-Ouest"," 108","London",1,58,10,2,47,93,2,213,407
35053,"London West/London-Ouest"," 109","London",2,54,10,0,65,69,4,204,397
35053,"London West/London-Ouest"," 110","London",4,62,15,1,61,155,2,300,463
35053,"London West/London-Ouest"," 111","London",3,44,11,0,62,160,2,282,451
35053,"London West/London-Ouest"," 112","London",9,42,8,0,63,87,3,212,383
35053,"London West/London-Ouest"," 113","London",0,75,12,0,36,124,2,249,400
35053,"London West/London-Ouest"," 114","London",2,79,7,0,37,101,0,226,372
35053,"London West/London-Ouest"," 115","London",1,102,5,0,26,100,1,235,419
35053,"London West/London-Ouest"," 116","London",3,51,6,0,42,149,1,252,447
35053,"London West/London-Ouest"," 117","London",3,53,15,0,54,147,0,272,449
35053,"London West/London-Ouest"," 118","London",4,42,9,0,53,105,1,214,400
35053,"London West/London-Ouest"," 119","London",6,36,9,0,36,101,0,188,375
35053,"London West/London-Ouest"," 120","London",2,60,15,0,52,168,0,297,481
35053,"London West/London-Ouest"," 121","London",3,50,16,0,61,170,1,301,523
35053,"London West/London-Ouest"," 122","London",2,85,3,0,42,152,0,284,443
35053,"London West/London-Ouest"," 123","London",1,40,11,0,42,112,0,206,366
35053,"London West/London-Ouest"," 124","London",1,66,5,0,46,107,0,225,454
35053,"London West/London-Ouest"," 125","London",0,37,5,1,44,59,0,146,300
35053,"London West/London-Ouest"," 126","London",2,80,4,0,48,129,1,264,433
35053,"London West/London-Ouest"," 127","London",2,38,4,1,30,51,1,127,213
35053,"London West/London-Ouest"," 128","London",4,42,11,2,55,70,0,184,375
35053,"London West/London-Ouest"," 129","London",2,27,10,0,53,63,0,155,329
35053,"London West/London-Ouest"," 130","London",1,45,7,0,52,75,0,180,388
35053,"London West/London-Ouest"," 131","London",5,59,6,0,47,101,1,219,442
35053,"London West/London-Ouest"," 132","London",2,28,1,0,32,49,1,113,194
35053,"London West/London-Ouest"," 133","London",4,68,6,0,61,134,0,273,549
35053,"London West/London-Ouest"," 134","London",1,37,2,0,21,50,1,112,283
35053,"London West/London-Ouest"," 135","London",4,74,2,0,54,83,1,218,371
35053,"London West/London-Ouest"," 136","London",5,56,6,1,40,73,0,181,329
35053,"London West/London-Ouest"," 137","London",1,36,9,0,36,58,0,140,287
35053,"London West/London-Ouest"," 138","London",1,13,3,0,20,27,2,66,152
35053,"London West/London-Ouest"," 139","London",3,37,5,0,56,66,0,167,332
35053,"London West/London-Ouest"," 140","London",3,70,8,0,43,137,0,261,490
35053,"London West/London-Ouest"," 141","London",0,56,3,0,32,77,1,169,292
35053,"London West/London-Ouest"," 142","London",0,71,6,0,33,91,1,202,329
35053,"London West/London-Ouest"," 143","London",2,83,4,1,34,95,2,221,440
35053,"London West/London-Ouest"," 144","London",2,95,4,2,40,131,2,276,544
35053,"London West/London-Ouest"," 145","London",0,33,7,0,35,73,0,148,277
35053,"London West/London-Ouest"," 146","London",2,92,4,2,28,105,2,235,375
35053,"London West/London-Ouest"," 147","London",3,62,6,2,56,54,5,188,605
35053,"London West/London-Ouest"," 148","London",5,71,8,0,58,96,3,241,535
35053,"London West/London-Ouest"," 149","London",6,77,8,0,40,81,0,212,334
35053,"London West/London-Ouest"," 150","London",2,117,7,0,27,114,1,268,424
35053,"London West/London-Ouest"," 151","London",8,49,3,0,42,106,0,208,431
35053,"London West/London-Ouest"," 152","London",1,96,3,0,40,106,2,248,390
35053,"London West/London-Ouest"," 153","London",4,29,5,2,29,72,1,142,323
35053,"London West/London-Ouest"," 154","London",2,42,2,0,34,56,1,137,342
35053,"London West/London-Ouest"," 155","London",0,120,17,0,43,151,0,331,533
35053,"London West/London-Ouest"," 156","London",4,69,4,0,11,71,1,160,333
35053,"London West/London-Ouest"," 157","London",4,63,13,0,49,99,0,228,537
35053,"London West/London-Ouest"," 158","London",4,82,6,0,36,100,1,229,378
35053,"London West/London-Ouest"," 159","London",6,84,5,0,58,138,0,291,501
35053,"London West/London-Ouest"," 160","London",2,69,4,1,44,102,2,224,430
35053,"London West/London-Ouest"," 161","London",5,55,6,1,41,112,3,223,404
35053,"London West/London-Ouest"," 162","London",5,93,5,0,21,113,0,237,431
35053,"London West/London-Ouest"," 163","London",2,72,4,0,7,80,1,166,323
35053,"London West/London-Ouest"," 164","London",2,82,6,0,39,100,3,232,354
35053,"London West/London-Ouest"," 165","London",1,57,4,0,30,72,2,166,335
35053,"London West/London-Ouest"," 166","London",3,58,2,0,31,77,0,171,271
35053,"London West/London-Ouest"," 167","London",5,89,3,1,59,162,1,320,489
35053,"London West/London-Ouest"," 168","London",10,90,18,0,52,110,1,281,525
35053,"London West/London-Ouest"," 169","London",5,88,11,0,44,102,0,250,469
35053,"London West/London-Ouest"," 170","London",5,58,11,0,59,91,1,225,447
35053,"London West/London-Ouest"," 171","London",0,45,13,1,46,71,0,176,328
35053,"London West/London-Ouest"," 172","London",3,103,2,0,19,123,2,252,464
35053,"London West/London-Ouest"," 173","London",4,128,3,0,34,136,0,305,527
35053,"London West/London-Ouest"," 174","London",3,29,4,0,42,57,4,139,373
35053,"London West/London-Ouest"," 175","London",1,63,2,0,23,65,2,156,293
35053,"London West/London-Ouest"," 176","London",0,48,2,0,4,26,0,80,157
35053,"London West/London-Ouest"," 177","London",3,79,4,0,32,80,6,204,412
35053,"London West/London-Ouest"," 178","London",3,95,8,0,25,111,0,242,449
35053,"London West/London-Ouest"," 179","London",4,70,8,0,31,119,0,232,477
35053,"London West/London-Ouest"," 180","London",2,113,5,0,24,98,0,242,450
35053,"London West/London-Ouest"," 181","London",3,61,7,1,16,78,1,167,333
35053,"London West/London-Ouest"," 182","London",2,64,6,0,27,99,0,198,353
35053,"London West/London-Ouest"," 183","London",2,94,5,1,21,146,1,270,460
35053,"London West/London-Ouest"," 184","London",1,61,1,0,20,80,0,163,267
35053,"London West/London-Ouest"," 185","London",3,87,3,0,7,90,2,192,401
35053,"London West/London-Ouest"," 186","London",3,97,6,0,21,88,1,216,431
35053,"London West/London-Ouest"," 187","London",3,88,7,0,20,111,1,230,399
35053,"London West/London-Ouest"," 188","London",3,120,4,1,22,115,0,265,476
35053,"London West/London-Ouest"," 189","London",0,85,2,0,22,82,1,192,331
35053,"London West/London-Ouest"," 190","London",4,31,1,1,52,94,0,183,383
35053,"London West/London-Ouest"," 191","London",4,74,14,0,61,139,0,292,581
35053,"London West/London-Ouest"," 192","London",2,90,5,1,36,129,0,263,534
35053,"London West/London-Ouest"," 193","London",0,105,5,0,16,95,0,221,357
35053,"London West/London-Ouest"," 194","London",1,102,3,0,41,138,0,285,492
35053,"London West/London-Ouest"," 195","London",4,101,8,0,19,109,0,241,384
35053,"London West/London-Ouest"," 196","London",2,96,3,0,18,91,0,210,332
35053,"London West/London-Ouest"," 197","London",2,108,2,0,19,98,0,229,398
35053,"London West/London-Ouest"," 198","London",1,142,6,0,35,117,2,303,543
35053,"London West/London-Ouest"," 199","London",1,115,4,0,19,85,0,224,360
35053,"London West/London-Ouest"," 200","London",2,82,2,0,16,78,0,180,327
35053,"London West/London-Ouest"," 201","London",0,89,4,0,26,107,0,226,405
35053,"London West/London-Ouest"," 202","London",6,109,5,0,30,131,1,282,466
35053,"London West/London-Ouest"," 203","London",2,99,5,1,27,111,1,246,351
35053,"London West/London-Ouest"," 204","London",1,62,2,0,32,83,0,180,335
35053,"London West/London-Ouest"," 205","London",5,93,13,0,39,102,1,253,445
35053,"London West/London-Ouest"," 206","London",3,109,7,1,33,129,0,282,449
35053,"London West/London-Ouest"," 207A","London",1,77,9,0,8,78,0,173,310
35053,"London West/London-Ouest"," 207B","London",1,92,1,0,15,67,1,177,322
35053,"London West/London-Ouest"," 208","London",2,119,2,0,20,92,0,235,450
35053,"London West/London-Ouest"," 209","London",3,145,6,0,12,68,0,234,406
35053,"London West/London-Ouest"," 210","London",1,74,4,0,13,82,0,174,295
35053,"London West/London-Ouest"," 211","London",1,92,4,1,35,88,1,222,351
35053,"London West/London-Ouest"," 212","London",0,72,11,0,19,76,0,178,263
35053,"London West/London-Ouest"," 213","London",3,111,5,0,32,116,1,268,464
35053,"London West/London-Ouest"," 214","London",4,153,16,0,46,162,0,381,555
35053,"London West/London-Ouest"," 215","London",1,98,5,1,35,94,0,234,340
35053,"London West/London-Ouest"," 216","London",1,82,8,0,24,111,2,228,383
35053,"London West/London-Ouest"," 217","London",4,37,6,1,39,80,0,167,372
35053,"London West/London-Ouest"," 218","London",3,65,4,0,13,58,0,143,263
35053,"London West/London-Ouest"," 400","London",4,69,0,0,10,83,1,167,242
35053,"London West/London-Ouest"," 401","London",4,18,0,0,15,36,0,73,163
35053,"London West/London-Ouest"," 402","London",3,81,6,0,17,78,0,185,238
35053,"London West/London-Ouest"," 403","London",1,43,5,0,35,51,0,135,182
35053,"London West/London-Ouest"," 404","London",2,66,4,1,17,63,4,157,238
35053,"London West/London-Ouest"," 500","Mobile poll/Bureau itinérant",5,32,0,2,3,39,4,85,244
35053,"London West/London-Ouest"," 501","Mobile poll/Bureau itinérant",3,39,3,1,18,51,3,118,147
35053,"London West/London-Ouest"," 502","Mobile poll/Bureau itinérant",2,69,3,1,13,41,1,130,176
35053,"London West/London-Ouest"," 503","Mobile poll/Bureau itinérant",2,57,3,0,10,70,1,143,224
35053,"London West/London-Ouest"," 600","London",7,357,21,0,140,427,2,954,
35053,"London West/London-Ouest"," 601","London",10,302,27,0,144,449,4,936,
35053,"London West/London-Ouest"," 602","London",13,360,21,2,138,480,7,1021,
35053,"London West/London-Ouest"," 603","London",1,658,22,0,102,520,0,1303,
35053,"London West/London-Ouest"," 604","London",8,472,27,1,77,492,1,1078,
35053,"London West/London-Ouest"," 605","London",1,429,19,2,116,504,3,1074,
35053,"London West/London-Ouest"," 606","London",3,492,27,1,107,473,1,1104,
35053,"London West/London-Ouest"," 607","London",3,420,16,3,65,385,3,895,
35053,"London West/London-Ouest"," 608","London",4,173,21,0,127,251,2,578,
35053,"London West/London-Ouest"," 609","London",7,261,11,3,104,339,4,729,
35053,"London West/London-Ouest"," 610","London",8,352,18,2,59,347,2,788,
35053,"London West/London-Ouest"," 611","London",2,195,9,0,76,220,1,503,
35053,"London West/London-Ouest"," 612","London",7,244,26,2,169,300,2,750,
35053,"London West/London-Ouest"," 613","London",8,184,34,1,165,518,5,915,
35053,"London West/London-Ouest"," 614","London",5,221,24,0,187,502,3,942,
35053,"London West/London-Ouest",,"Group 1/Groupe 1",10,45,4,0,28,87,5,179,138
35053,"London West/London-Ouest",,"Group 2/Groupe 2",23,982,56,2,370,951,27,2411,
