Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carol-Lee Chapman,Pam Goldsmith-Jones,Robin Kehler,Larry Koopman,Ken Melamed,John Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 34","Whistler",0,151,1,8,29,30,0,219,474
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 35","Whistler",0,165,0,6,25,30,1,227,435
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 36","Whistler",0,143,1,17,16,20,2,199,458
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 37","Whistler",1,141,5,15,19,16,1,198,470
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 38","Whistler",1,176,0,16,21,17,0,231,450
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 39","Whistler",0,143,0,13,23,21,0,200,421
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 40","Whistler",0,157,0,13,23,21,0,214,469
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 41","Squamish-Lillooet D",0,176,1,14,28,40,1,260,573
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 42","Whistler",0,161,2,13,11,26,2,215,459
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 43","Squamish-Lillooet D",0,124,2,10,13,17,0,166,415
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 44","Whistler",1,171,3,9,22,19,0,225,481
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 45","Whistler",0,108,0,11,13,8,0,140,283
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 46","Whistler",0,195,0,12,26,34,1,268,495
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 47","Tuwanek",0,98,1,26,16,36,0,177,396
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 48","Tuwanek",0,111,0,26,29,32,0,198,403
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 49","Sechelt",0,109,0,17,15,84,0,225,441
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 50","Sechelt",1,108,1,38,23,35,0,206,480
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 51","Sechelt",0,99,1,33,13,31,0,177,391
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 52","Sechelt",0,90,1,31,18,41,2,183,422
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 53A","Sechelt",0,63,0,24,16,30,0,133,328
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 53B","Sechelt",0,68,0,22,14,33,0,137,327
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 54","Irvines Landing",0,111,0,16,21,44,0,192,346
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 55","Irvines Landing",1,87,0,12,14,44,0,158,293
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 56","Donnely Landing",0,80,0,29,14,28,0,151,285
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 57","Donnely Landing",2,115,0,26,22,60,0,225,412
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 58","Irvines Landing",1,83,1,21,19,46,0,171,355
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 59","Irvines Landing",3,107,2,27,27,54,0,220,414
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 60","Halfmoon Bay",0,97,1,25,7,48,0,178,326
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 61","Halfmoon Bay",0,82,0,12,9,22,0,125,239
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 62","Halfmoon Bay",0,112,1,17,14,52,0,196,333
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 63","Sunshine Coast B",0,69,1,17,18,25,0,130,238
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 64","Sunshine Coast B",0,107,1,35,25,18,0,186,337
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 65","Halfmoon Bay",1,112,0,32,26,29,0,200,355
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 66","Welcome Beach",0,81,0,21,20,46,0,168,339
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 67","Sechelt",0,87,0,10,14,50,0,161,419
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 68","Sechelt",0,132,1,40,22,62,0,257,473
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 69","Sechelt",1,101,1,33,28,46,0,210,424
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 70","Sechelt",0,127,0,29,18,51,0,225,436
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 71","Sechelt",2,109,1,45,12,48,0,217,443
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 72","Sechelt",1,140,0,30,32,66,0,269,538
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 73","Selma Park",1,127,0,28,38,53,2,249,493
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 74","Davis Bay",0,147,1,27,17,66,0,258,433
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 75","Roberts Creek",0,137,0,18,12,56,0,223,410
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 76","Roberts Creek",0,129,1,38,27,37,1,233,454
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 77","Roberts Creek",0,126,0,22,13,17,0,178,318
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 78","Sechelt",3,74,1,104,7,4,0,193,461
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 79","Selma Park",0,127,2,27,16,41,0,213,439
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 80","Roberts Creek",0,136,1,28,29,45,1,240,375
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 81","Roberts Creek",1,131,1,36,28,18,0,215,352
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 82","Roberts Creek",0,134,1,25,26,34,0,220,342
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 83","Roberts Creek",0,152,0,19,12,18,0,201,351
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 84","Roberts Creek",0,121,1,22,22,7,1,174,305
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 85","Roberts Creek",0,124,0,32,25,27,1,209,361
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 86","Gibsons",1,92,1,43,18,43,0,198,328
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 87","Gower Point",1,125,3,41,16,51,1,238,470
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 88","Gower Point",0,87,2,51,13,32,0,185,283
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 89","Gower Point",0,85,0,45,25,40,0,195,325
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 90","Gibsons",1,66,0,26,14,26,0,133,286
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 91","Gibsons",0,110,0,28,11,46,0,195,350
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 92","Gibsons",0,87,0,37,17,19,1,161,292
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 93","Gibsons",0,79,0,43,9,39,0,170,264
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 94","Gibsons",1,100,0,19,19,34,0,173,326
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 95","Gibsons",0,163,0,41,30,66,0,300,553
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 96","Langdale",0,109,1,50,19,39,0,218,377
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 97","Gibsons",1,80,0,37,20,28,0,166,314
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 98","Granthams Landing",1,114,0,18,27,22,0,182,338
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 99","Langdale",0,65,0,33,20,39,1,158,263
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 100","Squamish",1,117,0,34,28,29,0,209,390
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 101","Squamish",0,115,1,26,20,29,1,192,415
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 102","Squamish",1,99,1,34,21,43,2,201,405
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 103","Squamish",2,144,0,20,26,40,0,232,411
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 104","Squamish",0,158,0,34,41,37,0,270,507
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 105A","Squamish",0,68,1,28,11,20,1,129,256
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 105B","Squamish",0,67,1,15,16,23,0,122,260
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 106","Squamish",0,156,2,34,37,26,1,256,522
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 107","Squamish",1,137,0,36,22,26,1,223,495
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 108","Squamish",0,140,2,30,34,27,0,233,442
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 109","Squamish",1,156,2,33,38,31,1,262,519
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 110","Squamish",0,153,2,55,33,32,0,275,544
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 111","Squamish",0,113,0,33,28,24,0,198,411
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 112","Squamish",0,148,0,27,20,41,0,236,441
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 113","Squamish",1,156,1,27,37,40,0,262,506
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 114","Squamish",1,167,2,42,28,30,1,271,507
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 115A","Squamish",0,92,1,11,12,16,0,132,272
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 115B","Squamish",0,76,0,14,22,27,0,139,267
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 116","Squamish",0,113,1,21,31,55,1,222,482
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 117","Gambier Harbour",0,37,1,11,3,7,0,59,104
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 118","Lions Bay",0,113,1,5,71,80,0,270,428
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 119","Lions Bay",2,139,0,10,50,85,0,286,436
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 120","Lions Bay",0,71,0,7,60,54,1,193,329
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 121","West Vancouver",0,119,0,9,21,47,0,196,383
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 122","Sunset Beach",0,101,1,10,28,93,0,233,462
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 123","West Vancouver",0,131,0,13,20,78,0,242,443
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 124","West Vancouver",1,110,0,9,20,104,2,246,434
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 125","West Vancouver",0,116,0,6,17,89,0,228,456
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 126","West Vancouver",0,106,1,3,14,93,1,218,426
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 127","Bowen Island",0,143,0,17,27,31,0,218,448
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 128","Bowen Island",0,124,0,13,21,35,0,193,400
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 129","Bowen Island",0,136,0,12,21,36,0,205,398
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 130","Bowen Island",0,83,0,10,17,34,0,144,324
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 131","Bowen Island",0,104,1,7,15,16,0,143,280
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 132","Bowen Island",0,100,1,10,10,19,1,141,290
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 133","Bowen Island",0,89,0,9,20,16,0,134,278
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 134","Bowen Island",0,84,0,6,7,26,0,123,245
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 135","Bowen Island",0,90,0,9,8,40,0,147,298
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 136","Cypress Park",0,87,0,8,7,76,1,179,346
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 137","West Vancouver",1,54,0,1,6,118,0,180,353
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 138","Cypress Park",0,94,0,4,10,110,1,219,407
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 139","West Vancouver",0,98,0,1,4,122,1,226,423
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 140","West Vancouver",0,82,0,0,8,109,0,199,375
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 141","West Vancouver",1,85,0,5,5,114,1,211,343
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 142","West Vancouver",0,97,0,4,6,112,0,219,424
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 143","West Vancouver",0,100,1,4,8,103,0,216,368
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 144","Westmount",0,55,0,1,0,50,0,106,321
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 145","Westmount",1,87,0,3,9,85,0,185,487
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 146","Westmount",0,91,0,5,7,84,0,187,519
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 147","Dundarave",0,64,0,1,4,82,1,152,433
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 148","West Vancouver",0,76,0,2,3,85,0,166,441
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 149","West Vancouver",0,90,0,2,0,67,0,159,482
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 150","West Vancouver",0,72,0,7,4,75,0,158,380
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 151","West Vancouver",0,104,0,4,10,58,1,177,463
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 152","Sandy Cove",0,105,0,6,9,106,0,226,396
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 153","Sandy Cove",0,92,1,8,6,106,0,213,365
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 154","West Vancouver",0,119,0,13,13,104,0,249,437
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 155","West Vancouver",1,96,0,5,14,102,0,218,401
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 156","West Vancouver",0,102,1,1,7,112,0,223,379
