Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Niki Ashton,Rebecca Chartrand,August Hastmann,Zachary Linnick,Kyle G. Mirecki,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 79","Pauingassi First Nation",157,30,3,0,0,0,190,267
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 80","Poplar River",116,111,1,4,6,4,242,438
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 81","Dauphin River",2,54,0,2,1,16,75,87
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 82","Berens River",72,309,5,6,7,6,405,668
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 83","Bloodvein",151,56,4,4,3,5,223,370
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 84","Matheson Island",32,16,1,0,6,0,55,70
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 85","Jackhead Harbour",37,62,0,0,1,0,100,102
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 86","Dallas",4,9,0,0,4,0,17,108
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 87","Grahamdale",Merged with No./Fusionné avec le n°90,,,,,,,11
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 88","Lake St. Martin",7,114,1,0,0,3,125,91
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 89","Little Saskatchewan",33,90,0,0,1,0,124,156
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 90","Fairford",103,432,2,2,19,2,560,549
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 91","Saint-Martin",Merged with No./Fusionné avec le n°90,,,,,,,30
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 92","Easterville",328,101,9,5,2,0,445,776
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 93","Fisher River",213,182,2,2,8,4,411,825
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 94","Little Bullhead",16,9,0,0,4,0,29,43
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 95","Peguis",75,63,0,0,3,0,141,271
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 96","Peguis",160,123,2,3,3,3,294,915
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 97","Peguis",66,88,0,0,3,1,158,316
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 98","Little Grand Rapids",210,67,1,5,10,2,295,478
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 99","Bissett",13,23,5,1,28,1,71,115
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 100","Bird River","Combined with No./Combiné au n°99",,,,,,,6
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 101","Hollow Water",176,92,2,3,6,0,279,415
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 102","Manigotagan",31,45,0,2,13,1,92,145
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 103","Little Black River",135,71,4,0,1,0,211,309
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 104","Fort Alexander",187,243,9,3,4,3,449,456
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 105","Fort Alexander",138,144,3,0,7,0,292,683
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 106","Thompson",68,106,6,7,44,0,231,374
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 107","Thompson",80,84,2,2,24,0,192,394
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 108","Thompson",101,59,1,1,58,0,220,447
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 109","Thompson",73,99,3,2,39,3,219,432
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 110","Thompson",67,86,9,6,45,2,215,471
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 111","Thompson",100,73,6,3,56,3,241,439
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 112","Thompson",95,122,5,2,56,2,282,645
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 113","Thompson",55,49,0,1,8,0,113,308
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 114","Thompson",91,77,5,2,15,0,190,420
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 115","Mystery Lake",70,83,6,0,19,0,178,385
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 116","Thompson",64,57,4,1,5,1,132,396
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 117","Thompson",57,65,5,1,18,1,147,399
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 118","Thompson",63,67,1,0,11,0,142,367
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 119","Thompson",67,44,2,1,16,1,131,343
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 120A","Thompson",71,73,5,5,17,0,171,360
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 120B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,24
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 121","Thompson",53,64,2,0,32,1,152,334
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 122","Thompson",39,68,3,0,25,1,136,338
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 123","Thompson",46,54,1,3,43,2,149,340
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 124","Thompson",71,105,6,3,53,3,241,429
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 125","Thompson",70,73,3,2,26,2,176,394
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 126","Mystery Lake",59,82,5,2,37,0,185,444
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 127","Thompson",47,88,11,0,54,0,200,418
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 500","Mobile poll/Bureau itinérant",9,7,1,2,3,1,23,65
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 501","Mobile poll/Bureau itinérant",21,14,2,1,4,1,43,67
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 502","Mobile poll/Bureau itinérant",21,17,3,0,9,0,50,67
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 503","Mobile poll/Bureau itinérant",31,15,0,1,4,1,52,60
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 600","Churchill",48,24,4,0,9,0,85,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 601","Lynn Lake--Leaf Rapids",54,21,5,1,14,0,95,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 602","Flin Flon",103,118,13,5,94,0,333,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 603","Nelson House",35,69,0,1,1,0,106,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 604","Snow Lake",32,17,5,1,30,0,85,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 605","Thompson",13,9,0,1,14,0,37,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 606","Thompson",346,287,22,6,148,3,812,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 607","Gillam",81,63,9,2,40,1,196,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 608","Cross Lake",347,135,2,1,1,0,486,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 609","Gods Lake Narrows",147,19,2,1,5,0,174,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 610","God's River 86A",17,6,0,0,1,0,24,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 611","Garden Hill",12,104,1,1,2,1,121,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 612","St. Theresa Point",122,368,3,0,2,5,500,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 613","Norway House",20,17,1,1,3,0,42,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 614","Norway House",82,39,0,0,0,0,121,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 615","Norway House",39,30,0,0,0,0,69,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 616","Grand Rapids",113,52,1,0,3,0,169,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 617","The Pas",297,240,20,2,115,3,677,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 618","The Pas",7,3,0,0,1,0,11,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 619","Dauphin River","Combined with No./Combiné au n°90",,,,,,,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 620","Peguis",263,131,2,0,10,2,408,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 621","Bullhead-Matheson","Combined with No./Combiné au n°84",,,,,,,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 622","Bloodvein","Combined with No./Combiné au n°83",,,,,,,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski"," 623","Fort Alexander","Combined with No./Combiné au n°105",,,,,,,
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski",,"Group 1/Groupe 1",87,247,5,4,10,24,377,390
46003,"Churchill--Keewatinook Aski/Churchill--Keewatinook Aski",,"Group 2/Groupe 2",309,199,14,9,82,25,638,
