Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jeremiah Deneault,Iqbal Kahlon,Kevin Pielak,Jasbir Sandhu,Randeep Sarai,Sucha Thind,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59032,"Surrey Centre/Surrey-Centre"," 26","Surrey",2,0,1,45,50,14,1,113,333
59032,"Surrey Centre/Surrey-Centre"," 27","Surrey",4,0,3,29,61,29,2,128,293
59032,"Surrey Centre/Surrey-Centre"," 28","Surrey",7,0,3,26,66,41,1,144,403
59032,"Surrey Centre/Surrey-Centre"," 29","Surrey",9,0,3,33,67,34,1,147,420
59032,"Surrey Centre/Surrey-Centre"," 30","Surrey",3,0,1,41,70,25,0,140,419
59032,"Surrey Centre/Surrey-Centre"," 31","Surrey",10,1,5,61,88,30,4,199,518
59032,"Surrey Centre/Surrey-Centre"," 32","Surrey",7,0,1,41,71,34,0,154,420
59032,"Surrey Centre/Surrey-Centre"," 33","Surrey",4,1,0,48,42,27,0,122,312
59032,"Surrey Centre/Surrey-Centre"," 34","Surrey",5,0,2,49,59,17,0,132,371
59032,"Surrey Centre/Surrey-Centre"," 35","Surrey",14,0,1,51,86,62,1,215,417
59032,"Surrey Centre/Surrey-Centre"," 36","Surrey",11,1,1,70,90,78,1,252,413
59032,"Surrey Centre/Surrey-Centre"," 37","Surrey",14,0,2,63,110,58,2,249,422
59032,"Surrey Centre/Surrey-Centre"," 38","Surrey",7,0,4,55,80,52,1,199,397
59032,"Surrey Centre/Surrey-Centre"," 39","Surrey",6,0,1,41,84,63,1,196,391
59032,"Surrey Centre/Surrey-Centre"," 40","Surrey",9,0,4,63,74,36,3,189,384
59032,"Surrey Centre/Surrey-Centre"," 41","Surrey",14,1,4,50,107,81,0,257,466
59032,"Surrey Centre/Surrey-Centre"," 42","Surrey",12,2,4,69,95,51,2,235,489
59032,"Surrey Centre/Surrey-Centre"," 43","Surrey",6,1,1,51,71,20,1,151,418
59032,"Surrey Centre/Surrey-Centre"," 44","Surrey",8,0,4,58,98,69,0,237,432
59032,"Surrey Centre/Surrey-Centre"," 45","Surrey",13,0,5,49,90,67,0,224,417
59032,"Surrey Centre/Surrey-Centre"," 46","Surrey",5,0,4,58,82,36,1,186,401
59032,"Surrey Centre/Surrey-Centre"," 47","Surrey",11,0,3,78,87,62,3,244,384
59032,"Surrey Centre/Surrey-Centre"," 48","Surrey",15,0,4,66,110,60,1,256,438
59032,"Surrey Centre/Surrey-Centre"," 49","Surrey",11,0,5,50,97,87,0,250,424
59032,"Surrey Centre/Surrey-Centre"," 50","Surrey",8,0,4,76,88,62,0,238,414
59032,"Surrey Centre/Surrey-Centre"," 51","Surrey",11,1,1,59,116,71,1,260,490
59032,"Surrey Centre/Surrey-Centre"," 52","Surrey",19,3,3,63,113,60,1,262,515
59032,"Surrey Centre/Surrey-Centre"," 53","Surrey",12,1,3,82,103,74,3,278,559
59032,"Surrey Centre/Surrey-Centre"," 54","Surrey",9,0,4,79,112,43,2,249,503
59032,"Surrey Centre/Surrey-Centre"," 55","Surrey",9,0,3,72,112,48,2,246,490
59032,"Surrey Centre/Surrey-Centre"," 56","Surrey",8,0,6,65,82,67,3,231,538
59032,"Surrey Centre/Surrey-Centre"," 57","Surrey",8,0,3,35,43,36,1,126,288
59032,"Surrey Centre/Surrey-Centre"," 58","Surrey",9,0,0,57,65,33,1,165,449
59032,"Surrey Centre/Surrey-Centre"," 59","Surrey",7,0,0,28,68,46,0,149,379
59032,"Surrey Centre/Surrey-Centre"," 60","Surrey",7,0,3,43,67,20,1,141,348
59032,"Surrey Centre/Surrey-Centre"," 61","Surrey",3,0,2,57,89,28,0,179,448
59032,"Surrey Centre/Surrey-Centre"," 62","Surrey",12,0,3,76,91,45,2,229,413
59032,"Surrey Centre/Surrey-Centre"," 63","Surrey",8,0,2,62,53,35,3,163,376
59032,"Surrey Centre/Surrey-Centre"," 64","Surrey",5,0,5,71,60,44,0,185,415
59032,"Surrey Centre/Surrey-Centre"," 65","Surrey",4,0,3,59,85,52,1,204,490
59032,"Surrey Centre/Surrey-Centre"," 66","Surrey",2,0,5,39,71,28,4,149,343
59032,"Surrey Centre/Surrey-Centre"," 67","Surrey",7,0,6,42,67,50,0,172,367
59032,"Surrey Centre/Surrey-Centre"," 68","Surrey",8,0,4,38,93,32,0,175,501
59032,"Surrey Centre/Surrey-Centre"," 69","Surrey",10,0,3,49,59,37,0,158,370
59032,"Surrey Centre/Surrey-Centre"," 70","Surrey",10,3,2,37,74,25,0,151,375
59032,"Surrey Centre/Surrey-Centre"," 71","Surrey",4,2,2,70,82,49,2,211,462
59032,"Surrey Centre/Surrey-Centre"," 72","Surrey",9,0,4,50,90,30,0,183,352
59032,"Surrey Centre/Surrey-Centre"," 73","Surrey",4,0,4,48,75,41,1,173,482
59032,"Surrey Centre/Surrey-Centre"," 74","Surrey",8,1,8,73,90,61,0,241,566
59032,"Surrey Centre/Surrey-Centre"," 75","Surrey",8,0,1,68,111,53,2,243,612
59032,"Surrey Centre/Surrey-Centre"," 76","Surrey",7,1,2,86,93,53,2,244,456
59032,"Surrey Centre/Surrey-Centre"," 77","Surrey",12,0,1,55,83,68,0,219,478
59032,"Surrey Centre/Surrey-Centre"," 78","Surrey",12,0,0,54,66,43,0,175,407
59032,"Surrey Centre/Surrey-Centre"," 79","Surrey",6,0,0,58,107,33,0,204,492
59032,"Surrey Centre/Surrey-Centre"," 80","Surrey",8,1,3,49,81,37,3,182,535
59032,"Surrey Centre/Surrey-Centre"," 81","Surrey",9,1,3,76,72,55,0,216,497
59032,"Surrey Centre/Surrey-Centre"," 82","Surrey",11,2,2,63,75,53,1,207,410
59032,"Surrey Centre/Surrey-Centre"," 83","Surrey",9,2,2,72,98,60,1,244,470
59032,"Surrey Centre/Surrey-Centre"," 84","Surrey",8,3,5,87,122,22,1,248,472
59032,"Surrey Centre/Surrey-Centre"," 85","Surrey",4,0,4,47,118,29,1,203,471
59032,"Surrey Centre/Surrey-Centre"," 86","Surrey",6,1,4,68,106,42,1,228,459
59032,"Surrey Centre/Surrey-Centre"," 87","Surrey",12,0,3,74,118,37,1,245,450
59032,"Surrey Centre/Surrey-Centre"," 88","Surrey",17,0,7,69,108,62,1,264,454
59032,"Surrey Centre/Surrey-Centre"," 89","Surrey",5,0,7,57,84,44,3,200,459
59032,"Surrey Centre/Surrey-Centre"," 90","Surrey",12,0,6,83,108,36,0,245,494
59032,"Surrey Centre/Surrey-Centre"," 91","Surrey",6,1,6,67,111,46,1,238,451
59032,"Surrey Centre/Surrey-Centre"," 92","Surrey",10,0,2,50,102,28,0,192,451
59032,"Surrey Centre/Surrey-Centre"," 93","Surrey",6,0,1,53,164,21,2,247,487
59032,"Surrey Centre/Surrey-Centre"," 94","Surrey",10,3,2,66,131,32,2,246,482
59032,"Surrey Centre/Surrey-Centre"," 95","Surrey",10,1,0,76,128,37,5,257,445
59032,"Surrey Centre/Surrey-Centre"," 96","Surrey",14,0,0,65,108,62,5,254,460
59032,"Surrey Centre/Surrey-Centre"," 97","Surrey",4,0,5,59,126,20,2,216,461
59032,"Surrey Centre/Surrey-Centre"," 98","Surrey",3,1,2,69,134,38,2,249,605
59032,"Surrey Centre/Surrey-Centre"," 99","Surrey",1,0,0,33,64,11,2,111,281
59032,"Surrey Centre/Surrey-Centre"," 100","Surrey",3,2,1,74,118,16,0,214,479
59032,"Surrey Centre/Surrey-Centre"," 101","Surrey",7,0,1,58,104,52,2,224,547
59032,"Surrey Centre/Surrey-Centre"," 102","Surrey",5,1,2,44,65,23,4,144,342
59032,"Surrey Centre/Surrey-Centre"," 103","Surrey",9,0,1,51,78,19,0,158,328
59032,"Surrey Centre/Surrey-Centre"," 104","Surrey",4,1,1,44,75,18,4,147,298
59032,"Surrey Centre/Surrey-Centre"," 105","Surrey",2,1,1,54,144,25,1,228,503
59032,"Surrey Centre/Surrey-Centre"," 106","Surrey",1,0,2,39,107,14,1,164,401
59032,"Surrey Centre/Surrey-Centre"," 107","Surrey",1,0,0,75,130,22,2,230,427
59032,"Surrey Centre/Surrey-Centre"," 108","Surrey",3,0,0,25,102,8,6,144,351
59032,"Surrey Centre/Surrey-Centre"," 109","Surrey",9,1,2,63,84,25,0,184,474
59032,"Surrey Centre/Surrey-Centre"," 110","Surrey",2,0,0,59,101,19,1,182,380
59032,"Surrey Centre/Surrey-Centre"," 111","Surrey",7,0,0,44,130,26,1,208,469
59032,"Surrey Centre/Surrey-Centre"," 112","Surrey",7,0,2,55,106,27,3,200,437
59032,"Surrey Centre/Surrey-Centre"," 113","Surrey",6,1,0,47,128,31,0,213,515
59032,"Surrey Centre/Surrey-Centre"," 114","Surrey",7,0,1,40,92,29,4,173,448
59032,"Surrey Centre/Surrey-Centre"," 115","Surrey",8,1,2,57,88,36,1,193,445
59032,"Surrey Centre/Surrey-Centre"," 116","Surrey",8,1,5,59,137,54,3,267,619
59032,"Surrey Centre/Surrey-Centre"," 117","Surrey",8,0,1,49,92,26,0,176,461
59032,"Surrey Centre/Surrey-Centre"," 118","Surrey",5,0,1,52,111,25,3,197,501
59032,"Surrey Centre/Surrey-Centre"," 119","Surrey",7,0,2,87,105,49,2,252,543
59032,"Surrey Centre/Surrey-Centre"," 120","Surrey",8,0,5,48,74,42,0,177,466
59032,"Surrey Centre/Surrey-Centre"," 121","Surrey",7,2,0,49,81,11,1,151,400
59032,"Surrey Centre/Surrey-Centre"," 122","Surrey",10,0,2,46,105,18,1,182,386
59032,"Surrey Centre/Surrey-Centre"," 123","Surrey",3,3,1,50,110,24,1,192,420
59032,"Surrey Centre/Surrey-Centre"," 124","Surrey",3,0,0,44,106,9,5,167,397
59032,"Surrey Centre/Surrey-Centre"," 125","Surrey",1,2,1,34,82,6,1,127,337
59032,"Surrey Centre/Surrey-Centre"," 126","Surrey",8,0,3,49,63,39,3,165,406
59032,"Surrey Centre/Surrey-Centre"," 127","Surrey",6,0,6,57,95,51,1,216,467
59032,"Surrey Centre/Surrey-Centre"," 128","Surrey",6,3,1,69,130,33,0,242,475
59032,"Surrey Centre/Surrey-Centre"," 129","Surrey",5,2,1,60,118,34,2,222,461
59032,"Surrey Centre/Surrey-Centre"," 130","Surrey",1,1,1,44,71,26,1,145,425
59032,"Surrey Centre/Surrey-Centre"," 131","Surrey",3,3,3,37,67,46,1,160,421
59032,"Surrey Centre/Surrey-Centre"," 132","Surrey",3,1,6,44,72,37,2,165,410
59032,"Surrey Centre/Surrey-Centre"," 133","Surrey",15,1,6,39,80,56,0,197,557
59032,"Surrey Centre/Surrey-Centre"," 134","Surrey",1,0,4,57,87,30,2,181,473
59032,"Surrey Centre/Surrey-Centre"," 135","Surrey",7,0,2,61,108,18,0,196,465
59032,"Surrey Centre/Surrey-Centre"," 136","Surrey",3,1,2,69,136,20,1,232,459
59032,"Surrey Centre/Surrey-Centre"," 137","Surrey",3,1,2,82,156,27,0,271,506
59032,"Surrey Centre/Surrey-Centre"," 138","Surrey",3,0,0,50,69,17,1,140,282
59032,"Surrey Centre/Surrey-Centre"," 139","Surrey",3,0,3,85,163,14,2,270,549
59032,"Surrey Centre/Surrey-Centre"," 140","Surrey",3,1,4,59,137,30,2,236,559
59032,"Surrey Centre/Surrey-Centre"," 141","Surrey",3,1,0,49,118,32,1,204,460
59032,"Surrey Centre/Surrey-Centre"," 142","Surrey",5,0,0,62,126,31,0,224,515
59032,"Surrey Centre/Surrey-Centre"," 143","Surrey",4,1,4,32,52,31,5,129,389
59032,"Surrey Centre/Surrey-Centre"," 144","Surrey",11,0,7,41,75,53,2,189,365
59032,"Surrey Centre/Surrey-Centre"," 145","Surrey",7,2,3,36,59,69,3,179,377
59032,"Surrey Centre/Surrey-Centre"," 146","Surrey",6,0,4,43,46,31,4,134,336
59032,"Surrey Centre/Surrey-Centre"," 147","Surrey",6,1,4,53,82,78,1,225,536
59032,"Surrey Centre/Surrey-Centre"," 148","Surrey",11,1,3,50,69,51,2,187,423
59032,"Surrey Centre/Surrey-Centre"," 149","Surrey",12,0,8,48,87,42,2,199,571
59032,"Surrey Centre/Surrey-Centre"," 150","Surrey",8,4,0,51,66,48,0,177,555
59032,"Surrey Centre/Surrey-Centre"," 151","Surrey",16,1,3,57,106,66,1,250,572
59032,"Surrey Centre/Surrey-Centre"," 152","Surrey",4,1,2,27,64,27,0,125,344
59032,"Surrey Centre/Surrey-Centre"," 153","Surrey",6,0,2,53,94,55,0,210,575
59032,"Surrey Centre/Surrey-Centre"," 154","Surrey",6,0,3,43,78,44,2,176,417
59032,"Surrey Centre/Surrey-Centre"," 155","Surrey",3,0,0,39,73,69,1,185,448
59032,"Surrey Centre/Surrey-Centre"," 156","Surrey",4,3,1,62,102,22,1,195,398
59032,"Surrey Centre/Surrey-Centre"," 157","Surrey",3,0,2,42,130,63,4,244,403
59032,"Surrey Centre/Surrey-Centre"," 158","Surrey",10,0,2,42,113,25,1,193,396
59032,"Surrey Centre/Surrey-Centre"," 159","Surrey",7,0,1,48,93,52,2,203,388
59032,"Surrey Centre/Surrey-Centre"," 160","Surrey",4,2,0,59,156,30,4,255,489
59032,"Surrey Centre/Surrey-Centre"," 161","Surrey",6,0,2,59,170,40,0,277,447
59032,"Surrey Centre/Surrey-Centre"," 400","Surrey",6,1,3,25,42,37,0,114,236
59032,"Surrey Centre/Surrey-Centre"," 500","Mobile poll/Bureau itinérant",16,2,4,22,49,39,2,134,195
59032,"Surrey Centre/Surrey-Centre"," 501","Mobile poll/Bureau itinérant",6,3,1,10,10,6,7,43,72
59032,"Surrey Centre/Surrey-Centre"," 502","Mobile poll/Bureau itinérant",8,2,5,15,30,12,0,72,133
59032,"Surrey Centre/Surrey-Centre"," 503","Mobile poll/Bureau itinérant",2,1,2,11,26,18,1,61,102
59032,"Surrey Centre/Surrey-Centre"," 600","Surrey",31,4,7,279,301,131,10,763,
59032,"Surrey Centre/Surrey-Centre"," 601","Surrey",15,2,9,290,181,133,2,632,
59032,"Surrey Centre/Surrey-Centre"," 602","Surrey",30,0,9,359,287,182,0,867,
59032,"Surrey Centre/Surrey-Centre"," 603","Surrey",28,0,20,321,275,234,14,892,
59032,"Surrey Centre/Surrey-Centre"," 604","Surrey",34,3,18,236,217,261,2,771,
59032,"Surrey Centre/Surrey-Centre"," 605","Surrey",33,1,9,497,589,157,12,1298,
59032,"Surrey Centre/Surrey-Centre"," 606","Surrey",12,3,4,381,454,168,15,1037,
59032,"Surrey Centre/Surrey-Centre"," 607","Surrey",33,9,11,372,299,200,5,929,
59032,"Surrey Centre/Surrey-Centre"," 608","Surrey",15,5,12,472,516,163,19,1202,
59032,"Surrey Centre/Surrey-Centre"," 609","Surrey",33,2,18,314,357,269,7,1000,
59032,"Surrey Centre/Surrey-Centre",,"Group 1/Groupe 1",9,0,0,33,79,21,15,157,144
59032,"Surrey Centre/Surrey-Centre",,"Group 2/Groupe 2",37,3,11,487,482,194,24,1238,
