Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Raymond Amos,Stephanie Coburn,Alaina Lockhart,Jennifer McKenzie,Rob Moore,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13004,"Fundy Royal/Fundy Royal"," 21","Colpitts Settlement",2,9,86,38,84,2,221,388
13004,"Fundy Royal/Fundy Royal"," 22","Parkindale",5,16,78,43,85,1,228,314
13004,"Fundy Royal/Fundy Royal"," 23","Salisbury",3,5,57,26,68,0,159,311
13004,"Fundy Royal/Fundy Royal"," 24","Salisbury",2,9,81,41,74,1,208,453
13004,"Fundy Royal/Fundy Royal"," 25","Salisbury",1,12,84,43,80,1,221,357
13004,"Fundy Royal/Fundy Royal"," 26","River Glade",1,10,50,24,61,0,146,295
13004,"Fundy Royal/Fundy Royal"," 27","Synton",0,19,78,32,87,1,217,358
13004,"Fundy Royal/Fundy Royal"," 28","Five Points",0,5,55,15,51,3,129,279
13004,"Fundy Royal/Fundy Royal"," 29","Lower Turtle Creek",0,10,77,32,93,1,213,343
13004,"Fundy Royal/Fundy Royal"," 30","Boundary Creek",0,12,62,22,58,0,154,275
13004,"Fundy Royal/Fundy Royal"," 31","Steeves Mountain East",0,14,75,37,55,0,181,289
13004,"Fundy Royal/Fundy Royal"," 32","Allison",1,8,52,36,71,4,172,357
13004,"Fundy Royal/Fundy Royal"," 33","Steeves Mountain West",1,8,61,37,75,0,182,335
13004,"Fundy Royal/Fundy Royal"," 34","Second North River",1,8,67,30,87,3,196,300
13004,"Fundy Royal/Fundy Royal"," 35","Lutes Mountain South",4,13,117,31,81,0,246,509
13004,"Fundy Royal/Fundy Royal"," 36","Berry Mills",0,7,92,46,74,2,221,380
13004,"Fundy Royal/Fundy Royal"," 37","Gallagher Ridge",1,12,79,39,69,1,201,415
13004,"Fundy Royal/Fundy Royal"," 38","Riverview",0,12,88,32,69,2,203,467
13004,"Fundy Royal/Fundy Royal"," 39","Riverview",1,6,91,31,86,1,216,384
13004,"Fundy Royal/Fundy Royal"," 40","Riverview",1,5,126,42,73,0,247,432
13004,"Fundy Royal/Fundy Royal"," 41","Riverview",0,11,126,27,68,1,233,425
13004,"Fundy Royal/Fundy Royal"," 42","Riverview",0,8,116,45,72,0,241,451
13004,"Fundy Royal/Fundy Royal"," 43","Riverview",3,8,94,29,54,1,189,349
13004,"Fundy Royal/Fundy Royal"," 44","Riverview",0,6,139,36,73,2,256,425
13004,"Fundy Royal/Fundy Royal"," 45","Riverview",1,8,145,38,58,0,250,474
13004,"Fundy Royal/Fundy Royal"," 46","Riverview",1,8,96,52,59,0,216,437
13004,"Fundy Royal/Fundy Royal"," 47","Pine Glen",3,15,179,60,79,0,336,609
13004,"Fundy Royal/Fundy Royal"," 48","Pine Glen",2,16,122,45,82,2,269,409
13004,"Fundy Royal/Fundy Royal"," 49","Riverview",0,6,137,22,106,2,273,462
13004,"Fundy Royal/Fundy Royal"," 50","Riverview",1,14,155,48,89,5,312,600
13004,"Fundy Royal/Fundy Royal"," 51","Riverview",1,12,145,57,42,1,258,446
13004,"Fundy Royal/Fundy Royal"," 52","Riverview",1,13,142,49,71,1,277,514
13004,"Fundy Royal/Fundy Royal"," 53","Riverview",4,12,112,41,65,0,234,413
13004,"Fundy Royal/Fundy Royal"," 54","Riverview",0,7,85,15,64,2,173,304
13004,"Fundy Royal/Fundy Royal"," 55","Lower Coverdale",1,11,75,26,42,0,155,277
13004,"Fundy Royal/Fundy Royal"," 56","Lower Coverdale",2,11,57,30,79,1,180,327
13004,"Fundy Royal/Fundy Royal"," 57","Lower Coverdale",2,6,66,26,68,0,168,291
13004,"Fundy Royal/Fundy Royal"," 58A","Lower Coverdale",3,15,97,32,103,3,253,435
13004,"Fundy Royal/Fundy Royal"," 58B","Pine Glen",Merged with No./Fusionné avec le n°48,,,,,,,28
13004,"Fundy Royal/Fundy Royal"," 59A","Pine Glen",Merged with No./Fusionné avec le n°48,,,,,,,88
13004,"Fundy Royal/Fundy Royal"," 59B","Turtle Creek",3,15,56,26,54,4,158,254
13004,"Fundy Royal/Fundy Royal"," 60","Dawson",3,10,54,28,61,1,157,290
13004,"Fundy Royal/Fundy Royal"," 61","Dawson Settlement",2,12,69,34,59,4,180,361
13004,"Fundy Royal/Fundy Royal"," 62","Hillsborough",3,16,56,41,81,0,197,393
13004,"Fundy Royal/Fundy Royal"," 63","Hillsborough",4,16,63,35,101,3,222,363
13004,"Fundy Royal/Fundy Royal"," 64","Hillsborough",2,18,63,33,76,0,192,323
13004,"Fundy Royal/Fundy Royal"," 65","Albert Mines",1,15,45,28,69,1,159,292
13004,"Fundy Royal/Fundy Royal"," 66","Hopewell Cape",2,19,93,32,55,1,202,327
13004,"Fundy Royal/Fundy Royal"," 67","Hopewell Hill",2,12,55,30,45,0,144,252
13004,"Fundy Royal/Fundy Royal"," 68","Riverside-Albert",1,10,60,19,48,0,138,296
13004,"Fundy Royal/Fundy Royal"," 69","Harvey",1,4,38,38,52,2,135,292
13004,"Fundy Royal/Fundy Royal"," 70","Alma",1,7,44,20,63,0,135,209
13004,"Fundy Royal/Fundy Royal"," 71","Anagance",2,8,77,21,94,1,203,359
13004,"Fundy Royal/Fundy Royal"," 72","Penobsquis",1,3,70,19,78,2,173,275
13004,"Fundy Royal/Fundy Royal"," 73","Picadilly",0,8,83,24,64,1,180,314
13004,"Fundy Royal/Fundy Royal"," 74","Sussex Corner",1,8,76,20,67,1,173,384
13004,"Fundy Royal/Fundy Royal"," 75","Sussex Corner",2,3,44,21,77,1,148,308
13004,"Fundy Royal/Fundy Royal"," 76","Sussex Corner",3,5,61,15,54,1,139,284
13004,"Fundy Royal/Fundy Royal"," 77","Sussex Corner",2,8,75,16,56,1,158,299
13004,"Fundy Royal/Fundy Royal"," 78","Dutch Valley",1,5,68,24,75,0,173,317
13004,"Fundy Royal/Fundy Royal"," 79","Waterford",2,7,87,37,111,0,244,406
13004,"Fundy Royal/Fundy Royal"," 80","Hammond",0,5,102,47,63,2,219,365
13004,"Fundy Royal/Fundy Royal"," 81","St. Martins",0,8,77,32,64,1,182,316
13004,"Fundy Royal/Fundy Royal"," 82","Orange Hill",0,7,78,34,53,0,172,393
13004,"Fundy Royal/Fundy Royal"," 83","Bains Corner",4,2,35,44,55,2,142,373
13004,"Fundy Royal/Fundy Royal"," 84","Garnett Settlement",2,10,58,29,53,0,152,248
13004,"Fundy Royal/Fundy Royal"," 85","Gardner Creek",0,4,46,27,36,0,113,246
13004,"Fundy Royal/Fundy Royal"," 86","Simonds",4,4,77,37,68,1,191,361
13004,"Fundy Royal/Fundy Royal"," 87","Garnett Settlement",1,4,95,35,55,0,190,438
13004,"Fundy Royal/Fundy Royal"," 88","Loch Lomond",0,9,47,29,56,1,142,315
13004,"Fundy Royal/Fundy Royal"," 89","Simonds",0,11,68,36,47,0,162,302
13004,"Fundy Royal/Fundy Royal"," 90","Willow Grove",0,3,56,42,39,3,143,356
13004,"Fundy Royal/Fundy Royal"," 91","Baxters Corner",1,4,78,42,53,3,181,347
13004,"Fundy Royal/Fundy Royal"," 92","Sussex",1,11,67,14,98,1,192,346
13004,"Fundy Royal/Fundy Royal"," 93","Sussex",0,2,78,9,67,0,156,319
13004,"Fundy Royal/Fundy Royal"," 94","Sussex",1,7,68,16,60,1,153,368
13004,"Fundy Royal/Fundy Royal"," 95","Sussex",0,4,74,25,71,0,174,369
13004,"Fundy Royal/Fundy Royal"," 96","Sussex",2,3,68,20,71,1,165,349
13004,"Fundy Royal/Fundy Royal"," 97","Sussex",1,11,60,28,69,1,170,404
13004,"Fundy Royal/Fundy Royal"," 98","Sussex",1,8,86,21,111,1,228,475
13004,"Fundy Royal/Fundy Royal"," 99","Sussex",2,5,74,19,57,0,157,341
13004,"Fundy Royal/Fundy Royal"," 100","Sussex",1,3,72,19,84,3,182,406
13004,"Fundy Royal/Fundy Royal"," 101","Wards Creek",2,3,49,19,57,0,130,290
13004,"Fundy Royal/Fundy Royal"," 102","Wards Creek",0,7,60,10,40,0,117,364
13004,"Fundy Royal/Fundy Royal"," 103","Apohaqui",0,5,81,20,84,0,190,360
13004,"Fundy Royal/Fundy Royal"," 104","Riverbank",6,2,54,13,38,0,113,197
13004,"Fundy Royal/Fundy Royal"," 105","Mercer Settlement",2,12,82,34,67,0,197,350
13004,"Fundy Royal/Fundy Royal"," 106","Southfield",0,4,69,26,51,0,150,246
13004,"Fundy Royal/Fundy Royal"," 107","Norton",1,4,76,30,63,0,174,308
13004,"Fundy Royal/Fundy Royal"," 108","Central Norton",2,4,63,47,83,3,202,309
13004,"Fundy Royal/Fundy Royal"," 109","Lower Midland",2,7,67,38,52,4,170,304
13004,"Fundy Royal/Fundy Royal"," 110","Passekeag",0,4,66,28,62,0,160,261
13004,"Fundy Royal/Fundy Royal"," 111","Bloomfield",2,9,69,35,61,5,181,327
13004,"Fundy Royal/Fundy Royal"," 112","Lower Norton",1,10,65,46,45,0,167,246
13004,"Fundy Royal/Fundy Royal"," 113","Lower Norton",0,1,59,19,38,0,117,278
13004,"Fundy Royal/Fundy Royal"," 114","Hampton",2,5,88,58,54,0,207,406
13004,"Fundy Royal/Fundy Royal"," 115","Hampton",0,4,42,25,67,1,139,285
13004,"Fundy Royal/Fundy Royal"," 116","Hampton",0,3,74,23,56,1,157,348
13004,"Fundy Royal/Fundy Royal"," 117","Hampton",0,3,75,51,45,2,176,318
13004,"Fundy Royal/Fundy Royal"," 118","Hampton",0,1,59,37,31,0,128,265
13004,"Fundy Royal/Fundy Royal"," 119","Hampton",0,4,87,29,27,0,147,347
13004,"Fundy Royal/Fundy Royal"," 120","Hampton",1,6,96,53,71,1,228,467
13004,"Fundy Royal/Fundy Royal"," 121","Woodpecker Hall",0,3,85,33,74,0,195,374
13004,"Fundy Royal/Fundy Royal"," 122","Woodpecker Hall",0,4,59,43,51,0,157,383
13004,"Fundy Royal/Fundy Royal"," 123","Woodpecker Hall",0,2,93,30,59,0,184,363
13004,"Fundy Royal/Fundy Royal"," 124","Upham",3,8,82,70,71,0,234,352
13004,"Fundy Royal/Fundy Royal"," 125","Titusville",0,10,44,51,66,0,171,282
13004,"Fundy Royal/Fundy Royal"," 126","Barnesville",0,6,69,44,75,0,194,367
13004,"Fundy Royal/Fundy Royal"," 127","Grove Hill",0,4,51,55,81,2,193,319
13004,"Fundy Royal/Fundy Royal"," 128","Bonney Road",1,7,60,30,39,2,139,315
13004,"Fundy Royal/Fundy Royal"," 129","Nauwigewauk",2,11,82,59,69,1,224,408
13004,"Fundy Royal/Fundy Royal"," 130","Darlings Island",1,4,58,30,44,0,137,237
13004,"Fundy Royal/Fundy Royal"," 131","Darlings Island",0,7,50,39,43,0,139,235
13004,"Fundy Royal/Fundy Royal"," 132","French Village",5,7,100,48,54,0,214,435
13004,"Fundy Royal/Fundy Royal"," 133","Upper Golden Grove",1,8,74,33,67,3,186,381
13004,"Fundy Royal/Fundy Royal"," 134","Quispamsis",0,7,99,80,95,3,284,516
13004,"Fundy Royal/Fundy Royal"," 135","Quispamsis",0,11,114,64,101,1,291,519
13004,"Fundy Royal/Fundy Royal"," 136","Quispamsis",3,8,96,50,73,0,230,414
13004,"Fundy Royal/Fundy Royal"," 137","Quispamsis",0,5,110,35,83,0,233,400
13004,"Fundy Royal/Fundy Royal"," 138","Quispamsis",1,7,101,46,81,0,236,446
13004,"Fundy Royal/Fundy Royal"," 139","Quispamsis",0,1,111,46,72,0,230,478
13004,"Fundy Royal/Fundy Royal"," 140","Quispamsis",0,4,61,43,55,1,164,392
13004,"Fundy Royal/Fundy Royal"," 141","Quispamsis",1,6,97,46,86,0,236,430
13004,"Fundy Royal/Fundy Royal"," 142","Quispamsis",1,3,106,30,103,1,244,401
13004,"Fundy Royal/Fundy Royal"," 143","Quispamsis",1,0,85,34,70,0,190,368
13004,"Fundy Royal/Fundy Royal"," 144","Quispamsis",1,3,100,20,62,2,188,412
13004,"Fundy Royal/Fundy Royal"," 145","Quispamsis",0,0,106,25,66,0,197,371
13004,"Fundy Royal/Fundy Royal"," 146","Quispamsis",4,8,106,48,75,0,241,418
13004,"Fundy Royal/Fundy Royal"," 147","Quispamsis",0,3,131,48,121,1,304,563
13004,"Fundy Royal/Fundy Royal"," 148","Quispamsis",0,10,116,38,138,0,302,515
13004,"Fundy Royal/Fundy Royal"," 149","Quispamsis",0,6,118,30,91,2,247,530
13004,"Fundy Royal/Fundy Royal"," 150","Quispamsis",1,7,95,55,81,0,239,418
13004,"Fundy Royal/Fundy Royal"," 151","Quispamsis",0,6,106,47,90,0,249,491
13004,"Fundy Royal/Fundy Royal"," 152","Quispamsis",2,6,108,37,70,1,224,443
13004,"Fundy Royal/Fundy Royal"," 153","Quispamsis",0,7,108,41,83,0,239,463
13004,"Fundy Royal/Fundy Royal"," 154","Quispamsis",1,6,99,41,70,0,217,403
13004,"Fundy Royal/Fundy Royal"," 155","Quispamsis",0,4,94,40,73,0,211,417
13004,"Fundy Royal/Fundy Royal"," 156","Quispamsis",1,7,88,35,94,2,227,415
13004,"Fundy Royal/Fundy Royal"," 157","Quispamsis",1,4,114,41,77,0,237,425
13004,"Fundy Royal/Fundy Royal"," 158","Quispamsis",3,3,113,34,89,0,242,420
13004,"Fundy Royal/Fundy Royal"," 159","Quispamsis",0,4,123,44,87,0,258,515
13004,"Fundy Royal/Fundy Royal"," 160","Quispamsis",0,4,100,39,84,3,230,446
13004,"Fundy Royal/Fundy Royal"," 161","Quispamsis",0,2,129,43,67,0,241,444
13004,"Fundy Royal/Fundy Royal"," 162","Quispamsis",1,10,113,32,61,1,218,475
13004,"Fundy Royal/Fundy Royal"," 163","Quispamsis",0,5,91,47,91,1,235,497
13004,"Fundy Royal/Fundy Royal"," 164","Erbs Cove",2,10,65,36,48,0,161,292
13004,"Fundy Royal/Fundy Royal"," 165","Kingston",2,7,67,35,54,0,165,331
13004,"Fundy Royal/Fundy Royal"," 166","Kingston",2,8,78,63,73,3,227,409
13004,"Fundy Royal/Fundy Royal"," 167","Clifton Royal",2,7,89,40,63,0,201,405
13004,"Fundy Royal/Fundy Royal"," 168","Summerville",1,9,117,48,87,1,263,448
13004,"Fundy Royal/Fundy Royal"," 169","Long Reach",1,9,98,44,51,0,203,337
13004,"Fundy Royal/Fundy Royal"," 170","Bayswater",1,22,117,76,82,2,300,481
13004,"Fundy Royal/Fundy Royal"," 500","Mobile poll/Bureau itinérant",3,3,21,5,29,0,61,102
13004,"Fundy Royal/Fundy Royal"," 501","Mobile poll/Bureau itinérant",5,7,18,8,39,0,77,110
13004,"Fundy Royal/Fundy Royal"," 502","Mobile poll/Bureau itinérant",6,4,22,7,22,2,63,90
13004,"Fundy Royal/Fundy Royal"," 503","Mobile poll/Bureau itinérant",5,3,22,9,35,0,74,124
13004,"Fundy Royal/Fundy Royal"," 504","Mobile poll/Bureau itinérant",1,1,29,7,28,0,66,85
13004,"Fundy Royal/Fundy Royal"," 600","Magnetic Hill",3,28,177,61,171,0,440,
13004,"Fundy Royal/Fundy Royal"," 601","Cumberland Bay",2,4,60,24,60,1,151,
13004,"Fundy Royal/Fundy Royal"," 602","Petitcodiac",3,41,200,113,283,8,648,
13004,"Fundy Royal/Fundy Royal"," 603","Salisbury",6,42,242,114,375,4,783,
13004,"Fundy Royal/Fundy Royal"," 604","Riverview",7,48,518,180,379,2,1134,
13004,"Fundy Royal/Fundy Royal"," 605","Riverview",3,30,298,87,229,4,651,
13004,"Fundy Royal/Fundy Royal"," 606","Hillsborough",1,20,100,47,175,2,345,
13004,"Fundy Royal/Fundy Royal"," 607","Riverside-Albert",0,12,88,49,117,0,266,
13004,"Fundy Royal/Fundy Royal"," 608","Sussex Corner",6,11,277,69,278,6,647,
13004,"Fundy Royal/Fundy Royal"," 609","Sussex",4,22,421,77,453,5,982,
13004,"Fundy Royal/Fundy Royal"," 610","Norton",3,14,128,62,143,1,351,
13004,"Fundy Royal/Fundy Royal"," 611","Kingston",4,27,202,125,182,2,542,
13004,"Fundy Royal/Fundy Royal"," 612","Hampton",1,34,365,198,389,0,987,
13004,"Fundy Royal/Fundy Royal"," 613","Quispamsis",3,20,646,224,634,3,1530,
13004,"Fundy Royal/Fundy Royal"," 614","Quispamsis",3,23,393,183,358,5,965,
13004,"Fundy Royal/Fundy Royal"," 615","Quispamsis",2,25,268,95,210,0,600,
13004,"Fundy Royal/Fundy Royal"," 616","St. Martins",3,6,86,55,163,4,317,
13004,"Fundy Royal/Fundy Royal"," 617","Simonds",4,17,145,115,148,3,432,
13004,"Fundy Royal/Fundy Royal",,"Group 1/Groupe 1",1,8,71,22,50,7,159,67
13004,"Fundy Royal/Fundy Royal",,"Group 2/Groupe 2",3,45,582,331,581,24,1566,
