Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvain Charron,David Graham,Niloufar Hedjazi,Simon-Pierre Landry,Johanne Régimbald,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24038,"Laurentides--Labelle/Laurentides--Labelle"," 29","Mont-Laurier",10,40,7,28,58,2,145,413
24038,"Laurentides--Labelle/Laurentides--Labelle"," 30","Mont-Laurier",8,33,4,16,45,3,109,337
24038,"Laurentides--Labelle/Laurentides--Labelle"," 31","Mont-Laurier",12,63,4,44,73,6,202,443
24038,"Laurentides--Labelle/Laurentides--Labelle"," 32","Mont-Laurier",11,58,6,57,82,2,216,551
24038,"Laurentides--Labelle/Laurentides--Labelle"," 33","Mont-Laurier",8,36,0,53,48,5,150,363
24038,"Laurentides--Labelle/Laurentides--Labelle"," 34","Des Ruisseaux",21,72,0,61,62,4,220,470
24038,"Laurentides--Labelle/Laurentides--Labelle"," 35","Mont-Laurier",7,46,1,41,45,7,147,337
24038,"Laurentides--Labelle/Laurentides--Labelle"," 36","Mont-Laurier",7,47,5,58,55,1,173,438
24038,"Laurentides--Labelle/Laurentides--Labelle"," 37","Mont-Laurier",9,56,2,37,39,4,147,411
24038,"Laurentides--Labelle/Laurentides--Labelle"," 38","Mont-Laurier",8,35,4,26,48,3,124,415
24038,"Laurentides--Labelle/Laurentides--Labelle"," 39","Mont-Laurier",7,32,6,18,28,3,94,287
24038,"Laurentides--Labelle/Laurentides--Labelle"," 40","Mont-Laurier",11,36,2,34,40,5,128,323
24038,"Laurentides--Labelle/Laurentides--Labelle"," 41","Mont-Laurier",13,48,1,29,44,4,139,387
24038,"Laurentides--Labelle/Laurentides--Labelle"," 42","Des Ruisseaux",16,49,3,48,56,2,174,410
24038,"Laurentides--Labelle/Laurentides--Labelle"," 43","Mont-Laurier",13,36,0,45,44,9,147,353
24038,"Laurentides--Labelle/Laurentides--Labelle"," 44","Des Ruisseaux",6,57,3,55,69,6,196,441
24038,"Laurentides--Labelle/Laurentides--Labelle"," 45","Mont-Laurier",13,60,4,48,70,4,199,388
24038,"Laurentides--Labelle/Laurentides--Labelle"," 46","Mont-Laurier",13,49,3,41,45,1,152,363
24038,"Laurentides--Labelle/Laurentides--Labelle"," 47","Mont-Laurier",13,44,0,24,44,2,127,296
24038,"Laurentides--Labelle/Laurentides--Labelle"," 48","Mont-Laurier",21,75,4,40,75,4,219,420
24038,"Laurentides--Labelle/Laurentides--Labelle"," 49","Mont-Laurier",22,58,3,36,55,4,178,402
24038,"Laurentides--Labelle/Laurentides--Labelle"," 50","Mont-Laurier",16,73,1,43,40,3,176,383
24038,"Laurentides--Labelle/Laurentides--Labelle"," 51","Mont-Laurier",7,40,2,35,50,4,138,405
24038,"Laurentides--Labelle/Laurentides--Labelle"," 52","Mont-Laurier",16,64,3,56,55,5,199,422
24038,"Laurentides--Labelle/Laurentides--Labelle"," 53","Mont-Laurier",20,85,3,64,83,7,262,488
24038,"Laurentides--Labelle/Laurentides--Labelle"," 54","Saint-Aimé-du-Lac-des-Îles",10,47,4,45,45,2,153,283
24038,"Laurentides--Labelle/Laurentides--Labelle"," 55","Saint-Aimé-du-Lac-des-Îles",24,48,1,52,63,2,190,381
24038,"Laurentides--Labelle/Laurentides--Labelle"," 56","Kiamika",16,42,3,44,56,0,161,337
24038,"Laurentides--Labelle/Laurentides--Labelle"," 57","Kiamika",11,52,1,40,47,2,153,272
24038,"Laurentides--Labelle/Laurentides--Labelle"," 58","Val-Barrette",12,45,1,25,62,4,149,248
24038,"Laurentides--Labelle/Laurentides--Labelle"," 59","Val-Barrette",10,48,4,34,51,4,151,270
24038,"Laurentides--Labelle/Laurentides--Labelle"," 60","Lac-Nominingue",15,38,1,35,59,7,155,304
24038,"Laurentides--Labelle/Laurentides--Labelle"," 61","Nominingue",17,46,6,43,67,3,182,330
24038,"Laurentides--Labelle/Laurentides--Labelle"," 62","Nominingue",12,44,1,32,44,6,139,322
24038,"Laurentides--Labelle/Laurentides--Labelle"," 63","Nominingue",12,46,5,40,53,1,157,352
24038,"Laurentides--Labelle/Laurentides--Labelle"," 64","Nominingue",16,40,4,28,66,3,157,293
24038,"Laurentides--Labelle/Laurentides--Labelle"," 65","Lac-Ernest",14,49,3,34,61,4,165,286
24038,"Laurentides--Labelle/Laurentides--Labelle"," 66","Rivière-Rouge",9,25,3,27,36,2,102,258
24038,"Laurentides--Labelle/Laurentides--Labelle"," 67","Rivière-Rouge",5,29,1,22,31,0,88,256
24038,"Laurentides--Labelle/Laurentides--Labelle"," 68","Rivière-Rouge",7,20,2,31,38,4,102,310
24038,"Laurentides--Labelle/Laurentides--Labelle"," 69","Marchand",8,41,3,19,38,2,111,289
24038,"Laurentides--Labelle/Laurentides--Labelle"," 70","L'Annonciation",8,27,0,27,23,1,86,301
24038,"Laurentides--Labelle/Laurentides--Labelle"," 71A","L'Annonciation",6,26,1,17,26,3,79,335
24038,"Laurentides--Labelle/Laurentides--Labelle"," 71B","Mobile poll/Bureau itinérant",3,14,0,7,11,1,36,39
24038,"Laurentides--Labelle/Laurentides--Labelle"," 72","L'Annonciation",10,41,7,37,62,7,164,388
24038,"Laurentides--Labelle/Laurentides--Labelle"," 73","Rivière-Rouge",11,46,3,34,52,6,152,318
24038,"Laurentides--Labelle/Laurentides--Labelle"," 74","Marchand",8,56,4,50,66,2,186,438
24038,"Laurentides--Labelle/Laurentides--Labelle"," 75","La Macaza",25,52,2,44,59,3,185,346
24038,"Laurentides--Labelle/Laurentides--Labelle"," 76","La Macaza",18,68,1,44,64,0,195,417
24038,"Laurentides--Labelle/Laurentides--Labelle"," 77","Mont-Tremblant",6,53,7,51,65,4,186,452
24038,"Laurentides--Labelle/Laurentides--Labelle"," 78","Mont-Tremblant",14,75,4,35,38,0,166,432
24038,"Laurentides--Labelle/Laurentides--Labelle"," 79","Mont-Tremblant",6,49,6,22,52,1,136,334
24038,"Laurentides--Labelle/Laurentides--Labelle"," 80","Mont-Tremblant",20,75,7,67,87,2,258,501
24038,"Laurentides--Labelle/Laurentides--Labelle"," 81","Mont-Tremblant",19,73,8,55,93,2,250,531
24038,"Laurentides--Labelle/Laurentides--Labelle"," 82","Mont-Tremblant",32,52,2,53,60,8,207,465
24038,"Laurentides--Labelle/Laurentides--Labelle"," 83","Mont-Tremblant",17,66,1,34,66,4,188,393
24038,"Laurentides--Labelle/Laurentides--Labelle"," 84","Mont-Tremblant",7,73,4,49,78,1,212,414
24038,"Laurentides--Labelle/Laurentides--Labelle"," 85","Mont-Tremblant",20,67,4,66,82,5,244,564
24038,"Laurentides--Labelle/Laurentides--Labelle"," 86","Mont-Tremblant",15,71,3,29,67,7,192,428
24038,"Laurentides--Labelle/Laurentides--Labelle"," 87","Mont-Tremblant",11,42,6,42,52,2,155,448
24038,"Laurentides--Labelle/Laurentides--Labelle"," 88A","Saint-Jovite",26,68,4,35,65,3,201,479
24038,"Laurentides--Labelle/Laurentides--Labelle"," 88B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°71B,,,,,,,27
24038,"Laurentides--Labelle/Laurentides--Labelle"," 89","Saint-Jovite",6,47,4,25,35,1,118,286
24038,"Laurentides--Labelle/Laurentides--Labelle"," 90A","Mont-Tremblant",14,64,0,14,41,2,135,317
24038,"Laurentides--Labelle/Laurentides--Labelle"," 90B","Mobile poll/Bureau itinérant",9,45,1,15,16,6,92,88
24038,"Laurentides--Labelle/Laurentides--Labelle"," 91","Saint-Jovite",15,90,6,64,78,5,258,463
24038,"Laurentides--Labelle/Laurentides--Labelle"," 92","Saint-Jovite",13,59,3,35,58,2,170,367
24038,"Laurentides--Labelle/Laurentides--Labelle"," 93","Val-des-Lacs",16,47,4,21,65,2,155,292
24038,"Laurentides--Labelle/Laurentides--Labelle"," 94","Val-des-Lacs",9,40,2,32,82,3,168,323
24038,"Laurentides--Labelle/Laurentides--Labelle"," 95","Lantier",7,37,6,34,49,5,138,265
24038,"Laurentides--Labelle/Laurentides--Labelle"," 96","Lantier",17,56,0,37,49,6,165,448
24038,"Laurentides--Labelle/Laurentides--Labelle"," 97","Sainte-Lucie-des-Laurentides",1,62,1,38,73,2,177,308
24038,"Laurentides--Labelle/Laurentides--Labelle"," 98","Sainte-Lucie-des-Laurentides",23,65,1,43,67,2,201,374
24038,"Laurentides--Labelle/Laurentides--Labelle"," 99","Sainte-Lucie-des-Laurentides",8,70,4,43,60,3,188,380
24038,"Laurentides--Labelle/Laurentides--Labelle"," 100","Sainte-Agathe-des-Monts",19,27,4,36,47,0,133,357
24038,"Laurentides--Labelle/Laurentides--Labelle"," 101","Sainte-Agathe-des-Monts",10,32,3,48,53,1,147,367
24038,"Laurentides--Labelle/Laurentides--Labelle"," 102","Sainte-Agathe-des-Monts",21,46,5,55,60,4,191,445
24038,"Laurentides--Labelle/Laurentides--Labelle"," 103","Sainte-Agathe-des-Monts",10,52,3,52,50,1,168,313
24038,"Laurentides--Labelle/Laurentides--Labelle"," 104","Sainte-Agathe-des-Monts",12,51,5,73,62,2,205,355
24038,"Laurentides--Labelle/Laurentides--Labelle"," 105","Sainte-Agathe-des-Monts",10,56,4,62,55,2,189,493
24038,"Laurentides--Labelle/Laurentides--Labelle"," 106","Sainte-Agathe-des-Monts",11,55,3,52,52,4,177,409
24038,"Laurentides--Labelle/Laurentides--Labelle"," 107","Sainte-Agathe-des-Monts",14,43,1,55,48,2,163,359
24038,"Laurentides--Labelle/Laurentides--Labelle"," 108","Lac-Supérieur",24,82,2,41,66,5,220,387
24038,"Laurentides--Labelle/Laurentides--Labelle"," 109","Lac-Supérieur",15,55,7,44,88,2,211,381
24038,"Laurentides--Labelle/Laurentides--Labelle"," 110","Lac-Supérieur",11,53,5,33,72,2,176,356
24038,"Laurentides--Labelle/Laurentides--Labelle"," 111","Lac-Supérieur",15,59,7,53,93,4,231,420
24038,"Laurentides--Labelle/Laurentides--Labelle"," 112","Saint-Faustin",17,46,4,35,51,3,156,331
24038,"Laurentides--Labelle/Laurentides--Labelle"," 113","Lac-Carré",12,49,5,37,64,3,170,353
24038,"Laurentides--Labelle/Laurentides--Labelle"," 114","Saint-Faustin",6,46,5,49,51,3,160,348
24038,"Laurentides--Labelle/Laurentides--Labelle"," 115","Saint-Faustin",14,58,6,48,85,3,214,415
24038,"Laurentides--Labelle/Laurentides--Labelle"," 116","Saint-Faustin",10,33,4,35,38,4,124,272
24038,"Laurentides--Labelle/Laurentides--Labelle"," 117","Saint-Faustin",18,55,7,37,59,1,177,379
24038,"Laurentides--Labelle/Laurentides--Labelle"," 118","Saint-Faustin",11,55,1,56,79,2,204,384
24038,"Laurentides--Labelle/Laurentides--Labelle"," 119","Saint-Faustin",11,47,4,32,42,1,137,271
24038,"Laurentides--Labelle/Laurentides--Labelle"," 120","Ivry",18,58,6,52,50,1,185,330
24038,"Laurentides--Labelle/Laurentides--Labelle"," 121","Weir",17,47,6,14,46,1,131,268
24038,"Laurentides--Labelle/Laurentides--Labelle"," 122","Weir",11,85,3,27,20,0,146,261
24038,"Laurentides--Labelle/Laurentides--Labelle"," 123","Arundel",5,60,1,12,22,1,101,241
24038,"Laurentides--Labelle/Laurentides--Labelle"," 124","Arundel",11,86,2,11,15,8,133,260
24038,"Laurentides--Labelle/Laurentides--Labelle"," 125","Huberdeau",13,61,4,38,81,5,202,386
24038,"Laurentides--Labelle/Laurentides--Labelle"," 126A","Gray Valley",13,46,0,36,53,4,152,318
24038,"Laurentides--Labelle/Laurentides--Labelle"," 126B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,28
24038,"Laurentides--Labelle/Laurentides--Labelle"," 127","Brébeuf",19,67,10,74,98,3,271,419
24038,"Laurentides--Labelle/Laurentides--Labelle"," 128","Brébeuf",16,75,6,69,103,4,273,428
24038,"Laurentides--Labelle/Laurentides--Labelle"," 129","La Conception",18,57,4,62,60,1,202,356
24038,"Laurentides--Labelle/Laurentides--Labelle"," 130","La Conception",23,88,7,44,51,4,217,375
24038,"Laurentides--Labelle/Laurentides--Labelle"," 131","La Conception",11,83,10,53,98,6,261,437
24038,"Laurentides--Labelle/Laurentides--Labelle"," 132","Labelle",7,42,1,21,52,1,124,242
24038,"Laurentides--Labelle/Laurentides--Labelle"," 133","Lac-Tremblant-Nord",9,38,4,25,37,3,116,272
24038,"Laurentides--Labelle/Laurentides--Labelle"," 134","Labelle",12,51,3,33,66,3,168,374
24038,"Laurentides--Labelle/Laurentides--Labelle"," 135","Labelle",13,28,7,39,48,4,139,276
24038,"Laurentides--Labelle/Laurentides--Labelle"," 136","Labelle",10,36,3,43,58,3,153,321
24038,"Laurentides--Labelle/Laurentides--Labelle"," 137","Labelle",10,25,4,23,34,0,96,258
24038,"Laurentides--Labelle/Laurentides--Labelle"," 138","Labelle",4,36,3,36,48,2,129,299
24038,"Laurentides--Labelle/Laurentides--Labelle"," 139","Lac-Tremblant-Nord",25,94,3,30,25,5,182,395
24038,"Laurentides--Labelle/Laurentides--Labelle"," 140","Mont-Tremblant",22,78,4,42,47,2,195,355
24038,"Laurentides--Labelle/Laurentides--Labelle"," 141","Mont-Tremblant",16,112,2,50,38,3,221,438
24038,"Laurentides--Labelle/Laurentides--Labelle"," 142","La Minerve",23,72,7,75,63,8,248,420
24038,"Laurentides--Labelle/Laurentides--Labelle"," 143","La Minerve",19,71,4,45,59,3,201,305
24038,"Laurentides--Labelle/Laurentides--Labelle"," 144","La Minerve",22,53,5,42,79,0,201,342
24038,"Laurentides--Labelle/Laurentides--Labelle"," 145","Vendée",13,50,4,28,54,1,150,251
24038,"Laurentides--Labelle/Laurentides--Labelle"," 146","Vendée",13,46,0,35,47,0,141,228
24038,"Laurentides--Labelle/Laurentides--Labelle"," 147","Saint-Rémi-d'Amherst",11,46,4,39,100,5,205,392
24038,"Laurentides--Labelle/Laurentides--Labelle"," 148","Saint-Rémi-d'Amherst",22,73,4,54,88,5,246,415
24038,"Laurentides--Labelle/Laurentides--Labelle"," 149","Val-David",19,47,12,72,77,2,229,493
24038,"Laurentides--Labelle/Laurentides--Labelle"," 150","Val-David",6,46,14,67,61,2,196,357
24038,"Laurentides--Labelle/Laurentides--Labelle"," 151","Val-David",2,34,8,75,42,3,164,340
24038,"Laurentides--Labelle/Laurentides--Labelle"," 152","Val-David",14,37,7,47,34,3,142,288
24038,"Laurentides--Labelle/Laurentides--Labelle"," 153","Val-David",14,39,9,80,68,2,212,461
24038,"Laurentides--Labelle/Laurentides--Labelle"," 154","Val-David",4,39,10,45,37,1,136,339
24038,"Laurentides--Labelle/Laurentides--Labelle"," 155","Val-David",7,35,4,49,61,2,158,374
24038,"Laurentides--Labelle/Laurentides--Labelle"," 156","Val-David",4,28,7,28,38,1,106,283
24038,"Laurentides--Labelle/Laurentides--Labelle"," 157","Val-David",7,38,9,46,54,3,157,344
24038,"Laurentides--Labelle/Laurentides--Labelle"," 158","Val-David",9,60,3,39,44,2,157,298
24038,"Laurentides--Labelle/Laurentides--Labelle"," 159","Val-David",10,30,2,28,33,2,105,254
24038,"Laurentides--Labelle/Laurentides--Labelle"," 160","Val-David",7,42,5,40,50,2,146,323
24038,"Laurentides--Labelle/Laurentides--Labelle"," 161","Sainte-Marguerite-du-Lac-Masson",7,43,0,29,52,1,132,399
24038,"Laurentides--Labelle/Laurentides--Labelle"," 162","Sainte-Marguerite-du-Lac-Masson",11,39,0,29,34,2,115,320
24038,"Laurentides--Labelle/Laurentides--Labelle"," 163","Sainte-Marguerite-du-Lac-Masson",11,32,4,41,61,1,150,346
24038,"Laurentides--Labelle/Laurentides--Labelle"," 164","Sainte-Marguerite--Estérel",12,67,1,31,52,2,165,427
24038,"Laurentides--Labelle/Laurentides--Labelle"," 165","Sainte-Marguerite--Estérel",12,55,5,41,64,4,181,393
24038,"Laurentides--Labelle/Laurentides--Labelle"," 166","Sainte-Marguerite-du-Lac-Masson",10,48,1,28,61,4,152,360
24038,"Laurentides--Labelle/Laurentides--Labelle"," 167","Sainte-Marguerite-du-Lac-Masson",16,69,3,40,52,3,183,367
24038,"Laurentides--Labelle/Laurentides--Labelle"," 168","Sainte-Adèle",9,39,7,41,50,2,148,365
24038,"Laurentides--Labelle/Laurentides--Labelle"," 169","Sainte-Adèle",15,46,5,46,71,0,183,373
24038,"Laurentides--Labelle/Laurentides--Labelle"," 170","Sainte-Adèle",22,79,5,71,82,6,265,529
24038,"Laurentides--Labelle/Laurentides--Labelle"," 171","Sainte-Adèle",18,51,6,47,70,8,200,358
24038,"Laurentides--Labelle/Laurentides--Labelle"," 172","Sainte-Adèle",19,75,6,46,73,7,226,450
24038,"Laurentides--Labelle/Laurentides--Labelle"," 173","Sainte-Adèle",26,75,5,58,79,0,243,497
24038,"Laurentides--Labelle/Laurentides--Labelle"," 174","Sainte-Adèle",6,39,4,33,56,3,141,309
24038,"Laurentides--Labelle/Laurentides--Labelle"," 175","Sainte-Adèle",21,56,2,41,40,2,162,311
24038,"Laurentides--Labelle/Laurentides--Labelle"," 176","Sainte-Adèle",16,72,3,47,74,1,213,439
24038,"Laurentides--Labelle/Laurentides--Labelle"," 177","Sainte-Adèle",17,75,4,40,47,2,185,432
24038,"Laurentides--Labelle/Laurentides--Labelle"," 178","Sainte-Adèle",10,53,0,39,45,1,148,339
24038,"Laurentides--Labelle/Laurentides--Labelle"," 179","Val-Morin",7,35,4,50,45,0,141,300
24038,"Laurentides--Labelle/Laurentides--Labelle"," 180","Val-Morin",5,68,1,63,34,0,171,298
24038,"Laurentides--Labelle/Laurentides--Labelle"," 181","Val-Morin",11,31,3,41,40,4,130,282
24038,"Laurentides--Labelle/Laurentides--Labelle"," 182","Val-Morin",8,30,7,36,60,5,146,323
24038,"Laurentides--Labelle/Laurentides--Labelle"," 183","Val-Morin",11,36,5,46,55,6,159,389
24038,"Laurentides--Labelle/Laurentides--Labelle"," 184","Val-Morin",7,50,8,31,63,3,162,330
24038,"Laurentides--Labelle/Laurentides--Labelle"," 185","Val-Morin",23,61,14,37,62,3,200,382
24038,"Laurentides--Labelle/Laurentides--Labelle"," 186","Sainte-Adèle",17,36,6,37,36,2,134,311
24038,"Laurentides--Labelle/Laurentides--Labelle"," 187","Sainte-Adèle",19,67,4,72,38,1,201,430
24038,"Laurentides--Labelle/Laurentides--Labelle"," 188","Sainte-Adèle",21,67,6,47,56,0,197,403
24038,"Laurentides--Labelle/Laurentides--Labelle"," 189","Sainte-Adèle",11,72,3,49,51,2,188,432
24038,"Laurentides--Labelle/Laurentides--Labelle"," 190","Sainte-Adèle",4,55,6,38,39,0,142,383
24038,"Laurentides--Labelle/Laurentides--Labelle"," 191","Sainte-Adèle",28,106,4,83,85,2,308,562
24038,"Laurentides--Labelle/Laurentides--Labelle"," 192","Sainte-Adèle",15,50,3,39,35,3,145,359
24038,"Laurentides--Labelle/Laurentides--Labelle"," 193","Sainte-Adèle",9,46,3,39,61,3,161,406
24038,"Laurentides--Labelle/Laurentides--Labelle"," 194","Sainte-Adèle",11,64,5,32,43,4,159,377
24038,"Laurentides--Labelle/Laurentides--Labelle"," 195","Sainte-Adèle",17,44,4,49,50,2,166,389
24038,"Laurentides--Labelle/Laurentides--Labelle"," 196","Sainte-Adèle",13,58,5,33,50,0,159,376
24038,"Laurentides--Labelle/Laurentides--Labelle"," 197","Sainte-Adèle",15,91,2,41,52,1,202,444
24038,"Laurentides--Labelle/Laurentides--Labelle"," 198","Sainte-Adèle",21,39,1,52,64,2,179,336
24038,"Laurentides--Labelle/Laurentides--Labelle"," 199","Sainte-Adèle",12,64,8,43,69,3,199,402
24038,"Laurentides--Labelle/Laurentides--Labelle"," 200","Sainte-Adèle",15,80,9,38,57,3,202,451
24038,"Laurentides--Labelle/Laurentides--Labelle"," 201A","Sainte-Adèle",16,54,2,51,45,3,171,346
24038,"Laurentides--Labelle/Laurentides--Labelle"," 201B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°218B,,,,,,,42
24038,"Laurentides--Labelle/Laurentides--Labelle"," 202","Piedmont",24,71,6,54,57,6,218,418
24038,"Laurentides--Labelle/Laurentides--Labelle"," 203","Piedmont",11,46,2,30,32,3,124,344
24038,"Laurentides--Labelle/Laurentides--Labelle"," 204","Piedmont",9,50,8,16,29,1,113,250
24038,"Laurentides--Labelle/Laurentides--Labelle"," 205","Piedmont",10,58,3,23,28,1,123,304
24038,"Laurentides--Labelle/Laurentides--Labelle"," 206","Piedmont",15,76,3,36,39,3,172,363
24038,"Laurentides--Labelle/Laurentides--Labelle"," 207","Piedmont",9,44,2,29,28,0,112,279
24038,"Laurentides--Labelle/Laurentides--Labelle"," 208","Piedmont",30,87,0,44,40,3,204,407
24038,"Laurentides--Labelle/Laurentides--Labelle"," 209","Piedmont",8,33,1,29,14,0,85,247
24038,"Laurentides--Labelle/Laurentides--Labelle"," 210","Saint-Sauveur",21,73,3,31,34,1,163,399
24038,"Laurentides--Labelle/Laurentides--Labelle"," 211A","Saint-Sauveur",11,48,2,22,35,0,118,266
24038,"Laurentides--Labelle/Laurentides--Labelle"," 211B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,27
24038,"Laurentides--Labelle/Laurentides--Labelle"," 212","Saint-Sauveur",19,63,2,36,37,0,157,468
24038,"Laurentides--Labelle/Laurentides--Labelle"," 213","Saint-Sauveur",13,76,4,28,38,2,161,330
24038,"Laurentides--Labelle/Laurentides--Labelle"," 214","Saint-Sauveur",12,79,4,52,60,1,208,388
24038,"Laurentides--Labelle/Laurentides--Labelle"," 215","Saint-Sauveur",19,72,3,42,37,0,173,393
24038,"Laurentides--Labelle/Laurentides--Labelle"," 216","Saint-Sauveur",31,82,4,29,37,5,188,402
24038,"Laurentides--Labelle/Laurentides--Labelle"," 217","Saint-Sauveur",32,66,4,37,46,1,186,378
24038,"Laurentides--Labelle/Laurentides--Labelle"," 218A","Saint-Sauveur",11,35,1,29,16,3,95,302
24038,"Laurentides--Labelle/Laurentides--Labelle"," 218B","Mobile poll/Bureau itinérant",4,43,0,7,6,3,63,48
24038,"Laurentides--Labelle/Laurentides--Labelle"," 219","Saint-Sauveur",34,107,1,26,39,0,207,394
24038,"Laurentides--Labelle/Laurentides--Labelle"," 220","Saint-Sauveur",13,52,1,35,46,1,148,351
24038,"Laurentides--Labelle/Laurentides--Labelle"," 221","Saint-Sauveur",15,70,1,28,47,1,162,409
24038,"Laurentides--Labelle/Laurentides--Labelle"," 222","Saint-Sauveur",21,68,3,66,47,2,207,464
24038,"Laurentides--Labelle/Laurentides--Labelle"," 223","Saint-Sauveur",21,57,7,39,43,3,170,352
24038,"Laurentides--Labelle/Laurentides--Labelle"," 224","Saint-Sauveur",11,72,5,31,38,3,160,403
24038,"Laurentides--Labelle/Laurentides--Labelle"," 225","Saint-Sauveur",29,116,4,52,39,1,241,516
24038,"Laurentides--Labelle/Laurentides--Labelle"," 226","Saint-Sauveur",11,77,2,42,52,3,187,406
24038,"Laurentides--Labelle/Laurentides--Labelle"," 227","Saint-Sauveur",13,91,6,65,53,3,231,491
24038,"Laurentides--Labelle/Laurentides--Labelle"," 228","Saint-Sauveur",12,101,6,68,62,2,251,549
24038,"Laurentides--Labelle/Laurentides--Labelle"," 229","Saint-Sauveur",17,55,4,80,72,1,229,525
24038,"Laurentides--Labelle/Laurentides--Labelle"," 230","Saint-Sauveur",14,88,3,51,79,2,237,535
24038,"Laurentides--Labelle/Laurentides--Labelle"," 231","Sainte-Anne-des-Lacs",21,33,1,33,26,0,114,276
24038,"Laurentides--Labelle/Laurentides--Labelle"," 232","Sainte-Anne-des-Lacs",17,40,2,43,23,2,127,268
24038,"Laurentides--Labelle/Laurentides--Labelle"," 233","Sainte-Anne-des-Lacs",23,59,6,60,60,3,211,385
24038,"Laurentides--Labelle/Laurentides--Labelle"," 234","Sainte-Anne-des-Lacs",21,47,8,61,33,2,172,333
24038,"Laurentides--Labelle/Laurentides--Labelle"," 235","Sainte-Anne-des-Lacs",12,41,3,61,31,3,151,302
24038,"Laurentides--Labelle/Laurentides--Labelle"," 236","Sainte-Anne-des-Lacs",23,44,3,49,49,4,172,331
