Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,JoAnne Fleming,Kellie Leitch,Mike MacEachern,David Matthews,Len Noordegraaf,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35099,"Simcoe--Grey/Simcoe--Grey"," 76","Wasaga Beach",11,75,69,29,3,0,187,443
35099,"Simcoe--Grey/Simcoe--Grey"," 77","Wasaga Beach",3,99,72,26,3,0,203,463
35099,"Simcoe--Grey/Simcoe--Grey"," 78","Wasaga Beach",4,62,72,19,2,1,160,487
35099,"Simcoe--Grey/Simcoe--Grey"," 79A","Wasaga Beach",1,49,48,12,0,0,110,295
35099,"Simcoe--Grey/Simcoe--Grey"," 79B","Wasaga Beach",2,50,57,11,0,0,120,304
35099,"Simcoe--Grey/Simcoe--Grey"," 80","Wasaga Beach",2,48,74,15,0,0,139,321
35099,"Simcoe--Grey/Simcoe--Grey"," 81","Wasaga Beach",4,64,54,14,0,1,137,330
35099,"Simcoe--Grey/Simcoe--Grey"," 82","Wasaga Beach",5,104,76,20,1,1,207,474
35099,"Simcoe--Grey/Simcoe--Grey"," 83","Wasaga Beach",9,55,70,25,0,0,159,441
35099,"Simcoe--Grey/Simcoe--Grey"," 84","Wasaga Beach",4,94,72,34,0,1,205,436
35099,"Simcoe--Grey/Simcoe--Grey"," 85","Wasaga Beach",11,90,67,16,3,0,187,495
35099,"Simcoe--Grey/Simcoe--Grey"," 86A","Wasaga Beach",2,80,72,17,1,0,172,348
35099,"Simcoe--Grey/Simcoe--Grey"," 86B","Wasaga Beach",7,80,60,16,4,0,167,326
35099,"Simcoe--Grey/Simcoe--Grey"," 87","Wasaga Beach",7,118,85,27,0,1,238,488
35099,"Simcoe--Grey/Simcoe--Grey"," 88","Wasaga Beach",0,41,33,13,0,0,87,149
35099,"Simcoe--Grey/Simcoe--Grey"," 89","Wasaga Beach",5,173,72,20,0,0,270,405
35099,"Simcoe--Grey/Simcoe--Grey"," 90","Wasaga Beach",4,154,102,34,1,0,295,462
35099,"Simcoe--Grey/Simcoe--Grey"," 91","Clearview",11,92,62,11,0,0,176,323
35099,"Simcoe--Grey/Simcoe--Grey"," 92","Clearview",9,114,74,18,4,0,219,385
35099,"Simcoe--Grey/Simcoe--Grey"," 93","Clearview",6,86,76,31,0,0,199,347
35099,"Simcoe--Grey/Simcoe--Grey"," 94","Clearview",11,84,92,15,3,0,205,314
35099,"Simcoe--Grey/Simcoe--Grey"," 95","Clearview",13,85,67,21,4,0,190,346
35099,"Simcoe--Grey/Simcoe--Grey"," 96","Clearview",7,90,66,22,1,1,187,333
35099,"Simcoe--Grey/Simcoe--Grey"," 97","Clearview",12,106,68,25,0,2,213,393
35099,"Simcoe--Grey/Simcoe--Grey"," 98","Clearview",10,74,51,9,3,0,147,268
35099,"Simcoe--Grey/Simcoe--Grey"," 99","Clearview",7,83,40,14,1,0,145,276
35099,"Simcoe--Grey/Simcoe--Grey"," 100","Clearview--Wasaga Beach",1,91,49,13,6,0,160,316
35099,"Simcoe--Grey/Simcoe--Grey"," 101","Clearview--Wasaga Beach",6,84,52,23,6,0,171,344
35099,"Simcoe--Grey/Simcoe--Grey"," 102","Clearview",7,68,50,9,5,1,140,323
35099,"Simcoe--Grey/Simcoe--Grey"," 103","Clearview",7,120,98,26,8,1,260,511
35099,"Simcoe--Grey/Simcoe--Grey"," 104","Clearview",7,82,56,19,1,0,165,363
35099,"Simcoe--Grey/Simcoe--Grey"," 105","Clearview",9,72,66,15,1,0,163,376
35099,"Simcoe--Grey/Simcoe--Grey"," 106","Clearview",4,84,49,17,4,0,158,387
35099,"Simcoe--Grey/Simcoe--Grey"," 107","Clearview",6,70,43,16,4,0,139,295
35099,"Simcoe--Grey/Simcoe--Grey"," 108","Clearview",16,114,57,22,2,1,212,477
35099,"Simcoe--Grey/Simcoe--Grey"," 109","Clearview",18,76,45,14,0,1,154,304
35099,"Simcoe--Grey/Simcoe--Grey"," 110","Clearview",34,118,82,29,3,0,266,493
35099,"Simcoe--Grey/Simcoe--Grey"," 111","Clearview",17,106,85,12,1,0,221,412
35099,"Simcoe--Grey/Simcoe--Grey"," 112","Clearview",28,83,75,20,6,2,214,405
35099,"Simcoe--Grey/Simcoe--Grey"," 113","Clearview",17,68,74,17,3,0,179,317
35099,"Simcoe--Grey/Simcoe--Grey"," 114","Clearview",10,76,65,18,8,0,177,309
35099,"Simcoe--Grey/Simcoe--Grey"," 115","Clearview",10,131,52,15,5,2,215,358
35099,"Simcoe--Grey/Simcoe--Grey"," 116","Clearview",12,91,70,22,2,1,198,340
35099,"Simcoe--Grey/Simcoe--Grey"," 117","Clearview",18,137,57,26,4,1,243,422
35099,"Simcoe--Grey/Simcoe--Grey"," 118","Clearview",8,102,51,16,4,0,181,365
35099,"Simcoe--Grey/Simcoe--Grey"," 119","Clearview",11,121,52,29,2,0,215,381
35099,"Simcoe--Grey/Simcoe--Grey"," 120","Adjala-Tosorontio",12,123,98,26,1,1,261,452
35099,"Simcoe--Grey/Simcoe--Grey"," 121","Adjala-Tosorontio",7,81,48,32,0,0,168,336
35099,"Simcoe--Grey/Simcoe--Grey"," 122","Adjala-Tosorontio",9,114,56,23,0,1,203,367
35099,"Simcoe--Grey/Simcoe--Grey"," 123","Adjala-Tosorontio",5,91,46,15,4,0,161,300
35099,"Simcoe--Grey/Simcoe--Grey"," 124","Adjala-Tosorontio",11,102,42,12,1,2,170,364
35099,"Simcoe--Grey/Simcoe--Grey"," 125","Adjala-Tosorontio",4,83,65,18,0,0,170,291
35099,"Simcoe--Grey/Simcoe--Grey"," 126","Adjala-Tosorontio",3,84,43,33,1,0,164,297
35099,"Simcoe--Grey/Simcoe--Grey"," 127","Adjala-Tosorontio",12,114,77,16,2,0,221,434
35099,"Simcoe--Grey/Simcoe--Grey"," 128","Adjala-Tosorontio",6,101,62,24,2,0,195,340
35099,"Simcoe--Grey/Simcoe--Grey"," 129","Adjala-Tosorontio",12,85,58,21,0,0,176,399
35099,"Simcoe--Grey/Simcoe--Grey"," 130","Adjala-Tosorontio",7,108,36,20,2,0,173,320
35099,"Simcoe--Grey/Simcoe--Grey"," 131","Adjala-Tosorontio",8,123,53,14,4,0,202,393
35099,"Simcoe--Grey/Simcoe--Grey"," 132","Adjala-Tosorontio",10,96,60,25,1,0,192,435
35099,"Simcoe--Grey/Simcoe--Grey"," 133","Adjala-Tosorontio",4,61,49,13,4,0,131,324
35099,"Simcoe--Grey/Simcoe--Grey"," 134","Adjala-Tosorontio",11,67,40,15,2,0,135,303
35099,"Simcoe--Grey/Simcoe--Grey"," 135","Adjala-Tosorontio",14,78,52,21,0,2,167,306
35099,"Simcoe--Grey/Simcoe--Grey"," 136","Adjala-Tosorontio",10,121,77,29,6,0,243,414
35099,"Simcoe--Grey/Simcoe--Grey"," 137","Adjala-Tosorontio",5,95,59,20,2,0,181,392
35099,"Simcoe--Grey/Simcoe--Grey"," 138","Adjala-Tosorontio",13,108,85,18,3,1,228,499
35099,"Simcoe--Grey/Simcoe--Grey"," 139","Adjala-Tosorontio",3,103,81,13,1,0,201,416
35099,"Simcoe--Grey/Simcoe--Grey"," 140","Adjala-Tosorontio",19,132,85,19,7,2,264,468
35099,"Simcoe--Grey/Simcoe--Grey"," 141","Adjala-Tosorontio",15,84,100,20,8,2,229,404
35099,"Simcoe--Grey/Simcoe--Grey"," 142","Essa",6,105,57,28,1,0,197,458
35099,"Simcoe--Grey/Simcoe--Grey"," 143","Essa",6,70,79,21,2,1,179,434
35099,"Simcoe--Grey/Simcoe--Grey"," 144","Essa",8,75,46,15,1,0,145,309
35099,"Simcoe--Grey/Simcoe--Grey"," 145","Essa",5,68,46,14,1,1,135,341
35099,"Simcoe--Grey/Simcoe--Grey"," 146","Essa",10,78,63,16,2,0,169,389
35099,"Simcoe--Grey/Simcoe--Grey"," 147","Essa",7,66,47,31,1,0,152,321
35099,"Simcoe--Grey/Simcoe--Grey"," 148","Essa",8,38,54,14,0,0,114,324
35099,"Simcoe--Grey/Simcoe--Grey"," 149","Essa",19,101,71,25,0,0,216,448
35099,"Simcoe--Grey/Simcoe--Grey"," 150","Essa",6,69,48,22,0,0,145,293
35099,"Simcoe--Grey/Simcoe--Grey"," 151","Essa",6,96,82,20,1,0,205,456
35099,"Simcoe--Grey/Simcoe--Grey"," 152","Essa",7,54,45,14,0,2,122,282
35099,"Simcoe--Grey/Simcoe--Grey"," 153","Essa",5,66,26,18,0,1,116,289
35099,"Simcoe--Grey/Simcoe--Grey"," 154","Essa",5,100,52,13,0,0,170,326
35099,"Simcoe--Grey/Simcoe--Grey"," 155","Essa",6,70,64,18,1,0,159,378
35099,"Simcoe--Grey/Simcoe--Grey"," 156","Essa",4,75,43,9,0,1,132,290
35099,"Simcoe--Grey/Simcoe--Grey"," 157","Essa",16,93,67,11,0,0,187,370
35099,"Simcoe--Grey/Simcoe--Grey"," 158","Essa",3,84,46,24,0,1,158,343
35099,"Simcoe--Grey/Simcoe--Grey"," 159","Essa",4,82,51,20,2,1,160,417
35099,"Simcoe--Grey/Simcoe--Grey"," 160","Essa",9,173,86,27,1,0,296,639
35099,"Simcoe--Grey/Simcoe--Grey"," 161","Essa",14,84,83,27,1,1,210,477
35099,"Simcoe--Grey/Simcoe--Grey"," 162","Essa",6,60,40,17,0,1,124,304
35099,"Simcoe--Grey/Simcoe--Grey"," 163","Essa",10,56,62,7,3,2,140,319
35099,"Simcoe--Grey/Simcoe--Grey"," 164","Essa",8,75,41,18,1,1,144,351
35099,"Simcoe--Grey/Simcoe--Grey"," 165","Essa",12,107,62,16,3,1,201,415
35099,"Simcoe--Grey/Simcoe--Grey"," 166","Essa",4,81,67,19,0,0,171,296
35099,"Simcoe--Grey/Simcoe--Grey"," 167","Essa",7,100,47,21,0,0,175,330
35099,"Simcoe--Grey/Simcoe--Grey"," 168","Essa",17,84,53,6,1,0,161,348
35099,"Simcoe--Grey/Simcoe--Grey"," 169","Essa",5,78,46,17,0,1,147,345
35099,"Simcoe--Grey/Simcoe--Grey"," 170","Essa",9,120,66,7,0,1,203,386
35099,"Simcoe--Grey/Simcoe--Grey"," 171","Essa",2,65,36,11,0,0,114,312
35099,"Simcoe--Grey/Simcoe--Grey"," 172","Essa",10,103,47,14,2,0,176,312
35099,"Simcoe--Grey/Simcoe--Grey"," 173","Essa",6,112,46,8,0,0,172,316
35099,"Simcoe--Grey/Simcoe--Grey"," 174","Essa",5,82,70,19,1,1,178,378
35099,"Simcoe--Grey/Simcoe--Grey"," 175","Essa",4,124,56,23,3,0,210,360
35099,"Simcoe--Grey/Simcoe--Grey"," 176","Essa",11,72,63,24,3,1,174,341
35099,"Simcoe--Grey/Simcoe--Grey"," 177","Essa",11,60,45,10,0,1,127,276
35099,"Simcoe--Grey/Simcoe--Grey"," 178","Essa",9,95,49,11,3,0,167,379
35099,"Simcoe--Grey/Simcoe--Grey"," 179","Essa",12,137,70,14,0,0,233,453
35099,"Simcoe--Grey/Simcoe--Grey"," 180","Essa",10,90,44,18,2,0,164,408
35099,"Simcoe--Grey/Simcoe--Grey"," 181","New Tecumseth",7,115,71,18,2,1,214,458
35099,"Simcoe--Grey/Simcoe--Grey"," 182A","New Tecumseth",3,76,61,17,3,1,161,352
35099,"Simcoe--Grey/Simcoe--Grey"," 182B","New Tecumseth",10,88,74,16,2,1,191,400
35099,"Simcoe--Grey/Simcoe--Grey"," 183","New Tecumseth",6,106,92,20,2,0,226,489
35099,"Simcoe--Grey/Simcoe--Grey"," 184","New Tecumseth",10,88,68,19,2,0,187,337
35099,"Simcoe--Grey/Simcoe--Grey"," 185","New Tecumseth",9,124,96,28,2,0,259,472
35099,"Simcoe--Grey/Simcoe--Grey"," 186","New Tecumseth",7,82,46,23,0,0,158,342
35099,"Simcoe--Grey/Simcoe--Grey"," 187","New Tecumseth",10,73,71,16,1,0,171,395
35099,"Simcoe--Grey/Simcoe--Grey"," 188","New Tecumseth",6,52,62,13,2,0,135,369
35099,"Simcoe--Grey/Simcoe--Grey"," 189","New Tecumseth",13,65,59,16,2,0,155,362
35099,"Simcoe--Grey/Simcoe--Grey"," 190","New Tecumseth",13,57,59,15,0,0,144,354
35099,"Simcoe--Grey/Simcoe--Grey"," 191","New Tecumseth",6,103,79,17,1,0,206,488
35099,"Simcoe--Grey/Simcoe--Grey"," 192","New Tecumseth",5,81,64,25,2,0,177,363
35099,"Simcoe--Grey/Simcoe--Grey"," 193","New Tecumseth",6,76,59,20,1,2,164,375
35099,"Simcoe--Grey/Simcoe--Grey"," 194","New Tecumseth",7,131,87,28,5,4,262,573
35099,"Simcoe--Grey/Simcoe--Grey"," 195","New Tecumseth",11,108,64,21,1,0,205,452
35099,"Simcoe--Grey/Simcoe--Grey"," 196","New Tecumseth",12,88,63,23,1,0,187,425
35099,"Simcoe--Grey/Simcoe--Grey"," 197","New Tecumseth",4,78,73,26,1,0,182,380
35099,"Simcoe--Grey/Simcoe--Grey"," 198","New Tecumseth",5,101,75,19,2,1,203,441
35099,"Simcoe--Grey/Simcoe--Grey"," 199","New Tecumseth",8,100,67,24,3,1,203,429
35099,"Simcoe--Grey/Simcoe--Grey"," 200","New Tecumseth",3,90,103,30,2,0,228,497
35099,"Simcoe--Grey/Simcoe--Grey"," 201","New Tecumseth",3,134,80,20,1,1,239,487
35099,"Simcoe--Grey/Simcoe--Grey"," 202","New Tecumseth",6,96,55,24,4,0,185,420
35099,"Simcoe--Grey/Simcoe--Grey"," 203","New Tecumseth",7,101,79,21,4,0,212,441
35099,"Simcoe--Grey/Simcoe--Grey"," 204","New Tecumseth",7,79,74,28,4,1,193,448
35099,"Simcoe--Grey/Simcoe--Grey"," 205","New Tecumseth",3,118,113,10,0,0,244,496
35099,"Simcoe--Grey/Simcoe--Grey"," 206","New Tecumseth",2,152,96,5,0,1,256,556
35099,"Simcoe--Grey/Simcoe--Grey"," 207","New Tecumseth",3,97,90,12,6,2,210,472
35099,"Simcoe--Grey/Simcoe--Grey"," 208","New Tecumseth",2,117,92,12,1,3,227,467
35099,"Simcoe--Grey/Simcoe--Grey"," 209","New Tecumseth",2,73,86,4,2,0,167,396
35099,"Simcoe--Grey/Simcoe--Grey"," 210","New Tecumseth",2,104,57,2,0,0,165,376
35099,"Simcoe--Grey/Simcoe--Grey"," 211","New Tecumseth",10,114,55,10,4,1,194,362
35099,"Simcoe--Grey/Simcoe--Grey"," 212","New Tecumseth",5,65,53,12,0,0,135,319
35099,"Simcoe--Grey/Simcoe--Grey"," 213","New Tecumseth",5,142,84,20,1,0,252,617
35099,"Simcoe--Grey/Simcoe--Grey"," 214","New Tecumseth",5,99,54,25,8,0,191,378
35099,"Simcoe--Grey/Simcoe--Grey"," 215","New Tecumseth",10,115,75,21,3,1,225,405
35099,"Simcoe--Grey/Simcoe--Grey"," 216","New Tecumseth",20,129,81,34,3,1,268,464
35099,"Simcoe--Grey/Simcoe--Grey"," 217","New Tecumseth",7,74,68,13,1,0,163,352
35099,"Simcoe--Grey/Simcoe--Grey"," 218","New Tecumseth",7,73,69,27,2,0,178,357
35099,"Simcoe--Grey/Simcoe--Grey"," 219","New Tecumseth",13,87,67,18,1,0,186,336
35099,"Simcoe--Grey/Simcoe--Grey"," 220","New Tecumseth",7,102,89,23,1,1,223,410
35099,"Simcoe--Grey/Simcoe--Grey"," 221","New Tecumseth",14,116,59,14,3,1,207,390
35099,"Simcoe--Grey/Simcoe--Grey"," 222","New Tecumseth",4,102,60,9,3,1,179,366
35099,"Simcoe--Grey/Simcoe--Grey"," 223","New Tecumseth",10,102,78,25,1,0,216,409
35099,"Simcoe--Grey/Simcoe--Grey"," 224","New Tecumseth",7,86,90,11,0,1,195,382
35099,"Simcoe--Grey/Simcoe--Grey"," 225","New Tecumseth",10,101,60,12,2,0,185,388
35099,"Simcoe--Grey/Simcoe--Grey"," 226","New Tecumseth",12,88,66,19,0,0,185,368
35099,"Simcoe--Grey/Simcoe--Grey"," 227","New Tecumseth",4,91,63,12,0,0,170,358
35099,"Simcoe--Grey/Simcoe--Grey"," 228","New Tecumseth",15,113,85,21,1,2,237,502
35099,"Simcoe--Grey/Simcoe--Grey"," 229","New Tecumseth",12,95,106,23,2,1,239,461
35099,"Simcoe--Grey/Simcoe--Grey"," 230","New Tecumseth",12,57,81,29,0,0,179,426
35099,"Simcoe--Grey/Simcoe--Grey"," 231","New Tecumseth",12,81,101,24,0,0,218,416
35099,"Simcoe--Grey/Simcoe--Grey"," 232","New Tecumseth",13,73,68,25,2,0,181,333
35099,"Simcoe--Grey/Simcoe--Grey"," 233","New Tecumseth",11,85,67,19,0,0,182,366
35099,"Simcoe--Grey/Simcoe--Grey"," 234","New Tecumseth",11,82,55,14,2,0,164,327
35099,"Simcoe--Grey/Simcoe--Grey"," 235","New Tecumseth",5,66,81,20,0,1,173,378
35099,"Simcoe--Grey/Simcoe--Grey"," 236","New Tecumseth",10,64,61,19,2,0,156,336
35099,"Simcoe--Grey/Simcoe--Grey"," 237","New Tecumseth",1,37,42,15,0,0,95,164
35099,"Simcoe--Grey/Simcoe--Grey"," 238","New Tecumseth",5,101,76,11,2,0,195,386
35099,"Simcoe--Grey/Simcoe--Grey"," 239","New Tecumseth",6,103,71,10,0,0,190,394
35099,"Simcoe--Grey/Simcoe--Grey"," 240","New Tecumseth",4,85,85,19,3,0,196,417
35099,"Simcoe--Grey/Simcoe--Grey"," 400","Collingwood",3,33,22,2,2,1,63,204
35099,"Simcoe--Grey/Simcoe--Grey"," 401","New Tecumseth",2,37,28,7,2,0,76,155
35099,"Simcoe--Grey/Simcoe--Grey"," 500","Mobile poll/Bureau itinérant",6,26,26,2,0,4,64,90
35099,"Simcoe--Grey/Simcoe--Grey"," 501","Mobile poll/Bureau itinérant",0,26,14,10,4,4,58,101
35099,"Simcoe--Grey/Simcoe--Grey"," 502","Mobile poll/Bureau itinérant",7,54,53,5,0,1,120,196
35099,"Simcoe--Grey/Simcoe--Grey"," 503","Mobile poll/Bureau itinérant",4,21,37,9,1,3,75,161
35099,"Simcoe--Grey/Simcoe--Grey"," 504","Mobile poll/Bureau itinérant",4,53,39,17,1,1,115,143
35099,"Simcoe--Grey/Simcoe--Grey"," 505","Mobile poll/Bureau itinérant",2,37,37,4,0,5,85,170
35099,"Simcoe--Grey/Simcoe--Grey"," 506","Mobile poll/Bureau itinérant",4,22,15,6,1,7,55,112
35099,"Simcoe--Grey/Simcoe--Grey"," 600","The Blue Mountains",54,514,522,93,1,2,1186,
35099,"Simcoe--Grey/Simcoe--Grey"," 601","Collingwood",42,401,453,56,0,0,952,
35099,"Simcoe--Grey/Simcoe--Grey"," 602","Collingwood",45,276,326,64,3,1,715,
35099,"Simcoe--Grey/Simcoe--Grey"," 603","Collingwood",42,420,500,81,2,1,1046,
35099,"Simcoe--Grey/Simcoe--Grey"," 604","Wasaga Beach",33,691,523,142,10,1,1400,
35099,"Simcoe--Grey/Simcoe--Grey"," 605","Wasaga Beach",31,597,502,119,7,4,1260,
35099,"Simcoe--Grey/Simcoe--Grey"," 606","Wasaga Beach",28,626,427,104,8,2,1195,
35099,"Simcoe--Grey/Simcoe--Grey"," 607","Clearview",10,209,112,21,8,2,362,
35099,"Simcoe--Grey/Simcoe--Grey"," 608","Clearview",31,351,152,65,7,0,606,
35099,"Simcoe--Grey/Simcoe--Grey"," 609","Clearview",32,251,185,60,5,1,534,
35099,"Simcoe--Grey/Simcoe--Grey"," 610","Adjala-Tosorontio",22,251,165,43,17,4,502,
35099,"Simcoe--Grey/Simcoe--Grey"," 611","Adjala-Tosorontio",35,323,208,60,3,2,631,
35099,"Simcoe--Grey/Simcoe--Grey"," 612","Essa",19,289,201,67,6,1,583,
