Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Catherine Lusson,Patrick Melchior,Cindy Moynan,Patrick Paine,Denis Paradis,Charles Poulin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24016,"Brome--Missisquoi/Brome--Missisquoi"," 25","Bromont",55,42,3,0,112,28,1,241,490
24016,"Brome--Missisquoi/Brome--Missisquoi"," 26A","Bromont",45,35,1,1,86,16,4,188,421
24016,"Brome--Missisquoi/Brome--Missisquoi"," 26B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,53
24016,"Brome--Missisquoi/Brome--Missisquoi"," 27","Bromont",51,47,5,0,113,25,7,248,425
24016,"Brome--Missisquoi/Brome--Missisquoi"," 28","Bromont",58,50,6,1,80,17,0,212,434
24016,"Brome--Missisquoi/Brome--Missisquoi"," 29","Bromont",48,36,4,0,85,15,0,188,367
24016,"Brome--Missisquoi/Brome--Missisquoi"," 30","Bromont",64,35,11,0,78,15,4,207,440
24016,"Brome--Missisquoi/Brome--Missisquoi"," 31","Bromont",64,39,4,0,114,25,2,248,454
24016,"Brome--Missisquoi/Brome--Missisquoi"," 32","Bromont",53,41,3,0,116,24,2,239,451
24016,"Brome--Missisquoi/Brome--Missisquoi"," 33","Bromont",83,44,10,0,120,26,5,288,519
24016,"Brome--Missisquoi/Brome--Missisquoi"," 34","Bromont",56,51,10,3,92,15,0,227,454
24016,"Brome--Missisquoi/Brome--Missisquoi"," 35","Bromont",83,43,6,0,116,27,4,279,478
24016,"Brome--Missisquoi/Brome--Missisquoi"," 36","Bromont",40,25,2,0,100,29,2,198,420
24016,"Brome--Missisquoi/Brome--Missisquoi"," 37","Bromont",48,42,5,0,94,16,0,205,396
24016,"Brome--Missisquoi/Brome--Missisquoi"," 38","Bromont",50,45,8,1,93,20,3,220,344
24016,"Brome--Missisquoi/Brome--Missisquoi"," 39","Bromont",57,51,5,0,96,20,6,235,373
24016,"Brome--Missisquoi/Brome--Missisquoi"," 40","Brigham",40,32,3,1,53,21,7,157,291
24016,"Brome--Missisquoi/Brome--Missisquoi"," 41","Brigham",64,37,3,4,63,18,4,193,310
24016,"Brome--Missisquoi/Brome--Missisquoi"," 42","Brigham",39,26,5,1,57,11,0,139,285
24016,"Brome--Missisquoi/Brome--Missisquoi"," 43","Brigham",26,28,5,0,82,16,4,161,314
24016,"Brome--Missisquoi/Brome--Missisquoi"," 44","Brigham",62,46,6,1,96,15,2,228,339
24016,"Brome--Missisquoi/Brome--Missisquoi"," 45","Brigham",59,44,7,2,80,20,3,215,300
24016,"Brome--Missisquoi/Brome--Missisquoi"," 46","Lac-Brome",26,18,5,0,78,23,2,152,349
24016,"Brome--Missisquoi/Brome--Missisquoi"," 47","Lac-Brome",33,23,8,0,81,25,1,171,379
24016,"Brome--Missisquoi/Brome--Missisquoi"," 48","Lac-Brome",42,12,3,0,130,21,1,209,472
24016,"Brome--Missisquoi/Brome--Missisquoi"," 49","Lac-Brome",31,15,7,2,128,12,0,195,426
24016,"Brome--Missisquoi/Brome--Missisquoi"," 50","Lac-Brome",19,5,5,1,89,19,0,138,371
24016,"Brome--Missisquoi/Brome--Missisquoi"," 51","Lac-Brome",11,10,5,2,99,12,0,139,376
24016,"Brome--Missisquoi/Brome--Missisquoi"," 52","Lac-Brome",15,6,2,0,83,15,0,121,320
24016,"Brome--Missisquoi/Brome--Missisquoi"," 53","Lac-Brome",29,7,5,0,95,32,0,168,395
24016,"Brome--Missisquoi/Brome--Missisquoi"," 54","Brome",40,11,4,0,135,23,0,213,419
24016,"Brome--Missisquoi/Brome--Missisquoi"," 55","Lac-Brome",42,33,13,0,129,26,1,244,430
24016,"Brome--Missisquoi/Brome--Missisquoi"," 56","Cowansville",63,60,6,0,122,28,1,280,569
24016,"Brome--Missisquoi/Brome--Missisquoi"," 57","Cowansville",45,14,5,0,104,26,3,197,385
24016,"Brome--Missisquoi/Brome--Missisquoi"," 58","Cowansville",59,53,9,0,112,22,2,257,535
24016,"Brome--Missisquoi/Brome--Missisquoi"," 59","Cowansville",66,42,6,1,93,33,7,248,484
24016,"Brome--Missisquoi/Brome--Missisquoi"," 60","Cowansville",41,36,6,0,78,20,3,184,432
24016,"Brome--Missisquoi/Brome--Missisquoi"," 61","Cowansville",42,34,4,0,72,13,2,167,411
24016,"Brome--Missisquoi/Brome--Missisquoi"," 62","East Farnham",43,31,5,2,64,30,2,177,250
24016,"Brome--Missisquoi/Brome--Missisquoi"," 63","East Farnham",32,26,9,2,80,14,3,166,232
24016,"Brome--Missisquoi/Brome--Missisquoi"," 64","Cowansville",48,29,6,1,86,17,1,188,419
24016,"Brome--Missisquoi/Brome--Missisquoi"," 65","Cowansville",61,41,5,0,89,18,1,215,385
24016,"Brome--Missisquoi/Brome--Missisquoi"," 66","Cowansville",46,22,6,0,71,23,0,168,416
24016,"Brome--Missisquoi/Brome--Missisquoi"," 67","Cowansville",32,23,2,1,54,7,3,122,352
24016,"Brome--Missisquoi/Brome--Missisquoi"," 68","Cowansville",41,25,5,2,72,25,1,171,409
24016,"Brome--Missisquoi/Brome--Missisquoi"," 69","Cowansville",42,48,6,0,85,21,4,206,444
24016,"Brome--Missisquoi/Brome--Missisquoi"," 70","Cowansville",30,46,4,1,70,27,2,180,384
24016,"Brome--Missisquoi/Brome--Missisquoi"," 71","Cowansville",29,28,6,0,59,15,4,141,385
24016,"Brome--Missisquoi/Brome--Missisquoi"," 72","Cowansville",45,27,7,0,57,18,2,156,391
24016,"Brome--Missisquoi/Brome--Missisquoi"," 73","Cowansville",49,43,0,1,94,20,3,210,419
24016,"Brome--Missisquoi/Brome--Missisquoi"," 74","Cowansville",55,30,3,0,67,9,1,165,381
24016,"Brome--Missisquoi/Brome--Missisquoi"," 75","Cowansville",17,17,0,0,27,6,0,67,270
24016,"Brome--Missisquoi/Brome--Missisquoi"," 76","Cowansville",54,36,6,0,82,17,5,200,445
24016,"Brome--Missisquoi/Brome--Missisquoi"," 77","Cowansville",53,21,3,0,72,13,2,164,387
24016,"Brome--Missisquoi/Brome--Missisquoi"," 78","Cowansville",36,38,2,1,68,16,7,168,439
24016,"Brome--Missisquoi/Brome--Missisquoi"," 79","Cowansville",45,34,1,1,72,18,2,173,424
24016,"Brome--Missisquoi/Brome--Missisquoi"," 80","Cowansville",27,24,7,0,71,19,5,153,428
24016,"Brome--Missisquoi/Brome--Missisquoi"," 81","Cowansville",36,30,4,1,71,19,3,164,396
24016,"Brome--Missisquoi/Brome--Missisquoi"," 82","Cowansville",36,33,6,0,82,19,2,178,359
24016,"Brome--Missisquoi/Brome--Missisquoi"," 83","Dunham",51,26,4,0,70,21,1,173,388
24016,"Brome--Missisquoi/Brome--Missisquoi"," 84","Dunham",59,32,2,3,64,22,0,182,356
24016,"Brome--Missisquoi/Brome--Missisquoi"," 85","Dunham",49,27,1,0,56,16,2,151,322
24016,"Brome--Missisquoi/Brome--Missisquoi"," 86","Dunham",37,33,8,1,85,14,5,183,340
24016,"Brome--Missisquoi/Brome--Missisquoi"," 87","Dunham",42,31,12,2,68,14,1,170,335
24016,"Brome--Missisquoi/Brome--Missisquoi"," 88","Dunham",40,44,10,1,64,10,1,170,367
24016,"Brome--Missisquoi/Brome--Missisquoi"," 89","Dunham",44,19,4,0,78,26,0,171,331
24016,"Brome--Missisquoi/Brome--Missisquoi"," 90","Dunham",40,39,2,2,52,27,3,165,349
24016,"Brome--Missisquoi/Brome--Missisquoi"," 91","Saint-Ignace-de-Stanbridge",48,37,8,0,68,12,2,175,271
24016,"Brome--Missisquoi/Brome--Missisquoi"," 92","Saint-Ignace-de-Stanbridge",53,20,2,1,52,17,3,148,241
24016,"Brome--Missisquoi/Brome--Missisquoi"," 93","Farnham",67,47,5,0,76,22,0,217,407
24016,"Brome--Missisquoi/Brome--Missisquoi"," 94","Farnham",37,32,1,0,65,11,6,152,413
24016,"Brome--Missisquoi/Brome--Missisquoi"," 95","Farnham",51,55,4,0,48,15,3,176,339
24016,"Brome--Missisquoi/Brome--Missisquoi"," 96","Farnham",50,40,7,0,66,21,5,189,414
24016,"Brome--Missisquoi/Brome--Missisquoi"," 97","Farnham",39,46,4,1,61,11,4,166,411
24016,"Brome--Missisquoi/Brome--Missisquoi"," 98","Farnham",58,43,3,0,73,26,5,208,423
24016,"Brome--Missisquoi/Brome--Missisquoi"," 99","Farnham",35,37,3,2,49,14,3,143,415
24016,"Brome--Missisquoi/Brome--Missisquoi"," 100","Farnham",36,49,4,2,51,8,6,156,413
24016,"Brome--Missisquoi/Brome--Missisquoi"," 101","Farnham",37,34,5,0,65,18,6,165,407
24016,"Brome--Missisquoi/Brome--Missisquoi"," 102","Farnham",36,54,3,0,54,18,0,165,394
24016,"Brome--Missisquoi/Brome--Missisquoi"," 103","Farnham",41,46,9,1,90,18,1,206,440
24016,"Brome--Missisquoi/Brome--Missisquoi"," 104","Farnham",55,38,8,0,85,18,2,206,386
24016,"Brome--Missisquoi/Brome--Missisquoi"," 105","Farnham",51,32,8,1,90,25,4,211,376
24016,"Brome--Missisquoi/Brome--Missisquoi"," 106","Farnham",30,56,3,1,64,13,7,174,441
24016,"Brome--Missisquoi/Brome--Missisquoi"," 107","Farnham",64,50,14,0,91,28,4,251,454
24016,"Brome--Missisquoi/Brome--Missisquoi"," 108","Farnham",47,42,10,1,64,22,7,193,397
24016,"Brome--Missisquoi/Brome--Missisquoi"," 109","Farnham",17,48,7,1,37,8,1,119,337
24016,"Brome--Missisquoi/Brome--Missisquoi"," 110","Sainte-Sabine",59,46,2,0,53,26,6,192,290
24016,"Brome--Missisquoi/Brome--Missisquoi"," 111","Sainte-Sabine",56,38,2,0,69,18,2,185,261
24016,"Brome--Missisquoi/Brome--Missisquoi"," 112","Sainte-Sabine",55,22,1,0,65,26,1,170,286
24016,"Brome--Missisquoi/Brome--Missisquoi"," 113","Notre-Dame-de-Stanbridge",50,26,4,0,69,10,2,161,243
24016,"Brome--Missisquoi/Brome--Missisquoi"," 114","Notre-Dame-de-Stanbridge",63,38,3,0,68,16,1,189,292
24016,"Brome--Missisquoi/Brome--Missisquoi"," 115","Saint-Sébastien",36,40,3,0,85,17,3,184,282
24016,"Brome--Missisquoi/Brome--Missisquoi"," 116","Saint-Sébastien",40,39,1,2,51,22,3,158,268
24016,"Brome--Missisquoi/Brome--Missisquoi"," 117","Saint-Pierre-de-Véronne-à-Pike-River",77,42,3,0,102,21,1,246,421
24016,"Brome--Missisquoi/Brome--Missisquoi"," 118","Stanbridge Station",50,29,2,0,60,14,4,159,234
24016,"Brome--Missisquoi/Brome--Missisquoi"," 119","Bedford",43,22,7,0,71,20,1,164,311
24016,"Brome--Missisquoi/Brome--Missisquoi"," 120","Bedford",41,22,1,1,74,16,4,159,331
24016,"Brome--Missisquoi/Brome--Missisquoi"," 121","Bedford",45,19,2,0,41,7,1,115,264
24016,"Brome--Missisquoi/Brome--Missisquoi"," 122","Bedford",43,19,7,1,56,10,0,136,342
24016,"Brome--Missisquoi/Brome--Missisquoi"," 123","Bedford",33,21,5,0,75,7,2,143,324
24016,"Brome--Missisquoi/Brome--Missisquoi"," 124","Bedford",43,19,1,0,47,9,2,121,307
24016,"Brome--Missisquoi/Brome--Missisquoi"," 125","Bedford",33,23,3,0,90,20,1,170,342
24016,"Brome--Missisquoi/Brome--Missisquoi"," 126","Bedford",54,32,3,2,63,21,0,175,384
24016,"Brome--Missisquoi/Brome--Missisquoi"," 127","Stanbridge East",67,22,5,1,121,12,5,233,367
24016,"Brome--Missisquoi/Brome--Missisquoi"," 128","Stanbridge East",68,25,1,0,124,17,1,236,359
24016,"Brome--Missisquoi/Brome--Missisquoi"," 129","Frelighsburg",64,25,9,0,74,15,5,192,301
24016,"Brome--Missisquoi/Brome--Missisquoi"," 130","Frelighsburg",68,19,11,0,80,8,2,188,302
24016,"Brome--Missisquoi/Brome--Missisquoi"," 131","Frelighsburg",63,40,6,0,79,8,0,196,329
24016,"Brome--Missisquoi/Brome--Missisquoi"," 132","Sutton",33,15,4,0,58,13,2,125,313
24016,"Brome--Missisquoi/Brome--Missisquoi"," 133","Sutton",36,20,8,2,76,10,1,153,377
24016,"Brome--Missisquoi/Brome--Missisquoi"," 134","Sutton",40,34,13,0,59,7,0,153,341
24016,"Brome--Missisquoi/Brome--Missisquoi"," 135","Sutton",38,13,4,0,94,5,0,154,241
24016,"Brome--Missisquoi/Brome--Missisquoi"," 136","Sutton",45,19,4,2,77,3,1,151,304
24016,"Brome--Missisquoi/Brome--Missisquoi"," 137","Sutton",56,14,4,0,72,18,1,165,344
24016,"Brome--Missisquoi/Brome--Missisquoi"," 138","Sutton",45,32,2,1,112,20,2,214,468
24016,"Brome--Missisquoi/Brome--Missisquoi"," 139","Sutton",40,17,9,0,75,13,0,154,374
24016,"Brome--Missisquoi/Brome--Missisquoi"," 140","Sutton",39,21,1,0,58,15,1,135,301
24016,"Brome--Missisquoi/Brome--Missisquoi"," 141","Sutton",42,18,4,2,54,3,2,125,317
24016,"Brome--Missisquoi/Brome--Missisquoi"," 142","Potton",35,24,2,0,107,17,0,185,304
24016,"Brome--Missisquoi/Brome--Missisquoi"," 143","Potton",19,26,6,1,86,36,1,175,330
24016,"Brome--Missisquoi/Brome--Missisquoi"," 144","Potton",17,13,3,0,107,18,1,159,247
24016,"Brome--Missisquoi/Brome--Missisquoi"," 145","Potton",23,9,6,0,119,22,1,180,301
24016,"Brome--Missisquoi/Brome--Missisquoi"," 146","Potton",37,24,5,1,101,31,0,199,368
24016,"Brome--Missisquoi/Brome--Missisquoi"," 147","Austin",45,30,3,1,57,20,2,158,292
24016,"Brome--Missisquoi/Brome--Missisquoi"," 148","Austin",54,35,6,0,80,17,1,193,372
24016,"Brome--Missisquoi/Brome--Missisquoi"," 149","Austin",49,28,5,0,51,24,1,158,267
24016,"Brome--Missisquoi/Brome--Missisquoi"," 150","Austin",49,17,9,0,133,38,1,247,375
24016,"Brome--Missisquoi/Brome--Missisquoi"," 151","Magog",35,23,3,0,56,25,0,142,264
24016,"Brome--Missisquoi/Brome--Missisquoi"," 152","Magog",31,31,4,0,67,8,1,142,423
24016,"Brome--Missisquoi/Brome--Missisquoi"," 153","Magog",68,48,11,2,115,31,5,280,543
24016,"Brome--Missisquoi/Brome--Missisquoi"," 154","Magog",36,24,1,0,40,21,6,128,293
24016,"Brome--Missisquoi/Brome--Missisquoi"," 155","Magog",27,21,3,0,75,18,1,145,392
24016,"Brome--Missisquoi/Brome--Missisquoi"," 156","Magog",74,36,2,2,69,20,0,203,380
24016,"Brome--Missisquoi/Brome--Missisquoi"," 157","Magog",33,28,3,1,70,24,5,164,371
24016,"Brome--Missisquoi/Brome--Missisquoi"," 158","Magog",30,30,3,0,55,8,0,126,408
24016,"Brome--Missisquoi/Brome--Missisquoi"," 159","Magog",46,33,3,0,64,15,2,163,394
24016,"Brome--Missisquoi/Brome--Missisquoi"," 160","Magog",53,39,6,1,63,10,1,173,301
24016,"Brome--Missisquoi/Brome--Missisquoi"," 161","Magog",38,33,1,0,75,36,2,185,337
24016,"Brome--Missisquoi/Brome--Missisquoi"," 162","Magog",34,36,2,4,104,31,4,215,392
24016,"Brome--Missisquoi/Brome--Missisquoi"," 163","Magog",41,36,8,2,104,35,3,229,429
24016,"Brome--Missisquoi/Brome--Missisquoi"," 164","Magog",51,38,2,2,82,28,3,206,404
24016,"Brome--Missisquoi/Brome--Missisquoi"," 165","Magog",52,53,1,0,72,18,5,201,383
24016,"Brome--Missisquoi/Brome--Missisquoi"," 166","Magog",46,64,8,1,71,20,11,221,409
24016,"Brome--Missisquoi/Brome--Missisquoi"," 167","Magog",65,42,9,1,62,33,2,214,402
24016,"Brome--Missisquoi/Brome--Missisquoi"," 168","Magog",43,48,1,1,106,29,0,228,397
24016,"Brome--Missisquoi/Brome--Missisquoi"," 169","Magog",100,60,2,3,120,37,2,324,531
24016,"Brome--Missisquoi/Brome--Missisquoi"," 170","Magog",17,25,6,2,42,8,1,101,281
24016,"Brome--Missisquoi/Brome--Missisquoi"," 171","Magog",20,31,7,2,82,20,4,166,384
24016,"Brome--Missisquoi/Brome--Missisquoi"," 172","Magog",67,49,5,1,95,29,0,246,445
24016,"Brome--Missisquoi/Brome--Missisquoi"," 173","Magog",67,43,5,1,97,23,2,238,506
24016,"Brome--Missisquoi/Brome--Missisquoi"," 174","Magog",63,41,4,1,77,18,4,208,481
24016,"Brome--Missisquoi/Brome--Missisquoi"," 175","Magog",50,45,6,1,92,20,3,217,420
24016,"Brome--Missisquoi/Brome--Missisquoi"," 176","Magog",37,32,3,0,77,15,5,169,405
24016,"Brome--Missisquoi/Brome--Missisquoi"," 177","Magog",26,28,4,0,43,10,0,111,266
24016,"Brome--Missisquoi/Brome--Missisquoi"," 178A","Magog",36,31,2,0,55,8,3,135,315
24016,"Brome--Missisquoi/Brome--Missisquoi"," 178B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,,,11
24016,"Brome--Missisquoi/Brome--Missisquoi"," 179A","Magog",20,26,1,0,58,24,5,134,290
24016,"Brome--Missisquoi/Brome--Missisquoi"," 179B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,,,71
24016,"Brome--Missisquoi/Brome--Missisquoi"," 180","Magog",29,31,3,0,67,9,0,139,276
24016,"Brome--Missisquoi/Brome--Missisquoi"," 181","Magog",40,39,2,0,79,18,8,186,330
24016,"Brome--Missisquoi/Brome--Missisquoi"," 182","Magog",40,36,5,0,73,16,4,174,371
24016,"Brome--Missisquoi/Brome--Missisquoi"," 183","Magog",33,50,6,0,71,19,4,183,422
24016,"Brome--Missisquoi/Brome--Missisquoi"," 184","Magog",27,23,2,1,51,11,0,115,312
24016,"Brome--Missisquoi/Brome--Missisquoi"," 185","Magog",22,17,3,1,48,16,3,110,354
24016,"Brome--Missisquoi/Brome--Missisquoi"," 186","Magog",14,33,2,0,31,5,1,86,303
24016,"Brome--Missisquoi/Brome--Missisquoi"," 187","Magog",48,45,3,1,75,20,3,195,396
24016,"Brome--Missisquoi/Brome--Missisquoi"," 188","Magog",66,42,4,2,85,17,4,220,394
24016,"Brome--Missisquoi/Brome--Missisquoi"," 189","Magog",89,50,6,0,123,27,4,299,505
24016,"Brome--Missisquoi/Brome--Missisquoi"," 190","Magog",50,36,2,0,79,37,0,204,377
24016,"Brome--Missisquoi/Brome--Missisquoi"," 191","Magog",45,32,5,1,90,18,4,195,388
24016,"Brome--Missisquoi/Brome--Missisquoi"," 192","Magog",34,43,2,0,119,37,0,235,419
24016,"Brome--Missisquoi/Brome--Missisquoi"," 193","Magog",66,41,4,0,106,26,3,246,467
24016,"Brome--Missisquoi/Brome--Missisquoi"," 194","Magog",70,50,7,0,112,21,1,261,451
24016,"Brome--Missisquoi/Brome--Missisquoi"," 195","Magog",56,40,8,1,90,39,0,234,461
24016,"Brome--Missisquoi/Brome--Missisquoi"," 196","Magog",46,24,3,0,85,26,0,184,383
24016,"Brome--Missisquoi/Brome--Missisquoi"," 197","Magog",58,39,8,2,99,20,1,227,480
24016,"Brome--Missisquoi/Brome--Missisquoi"," 198","Magog",59,35,1,0,96,22,2,215,424
24016,"Brome--Missisquoi/Brome--Missisquoi"," 199","Magog",35,32,4,0,62,21,1,155,351
24016,"Brome--Missisquoi/Brome--Missisquoi"," 200","Magog",63,49,4,0,95,25,3,239,433
24016,"Brome--Missisquoi/Brome--Missisquoi"," 201","Magog",45,33,2,0,90,9,2,181,390
24016,"Brome--Missisquoi/Brome--Missisquoi"," 202","Magog",38,31,5,1,96,15,1,187,349
24016,"Brome--Missisquoi/Brome--Missisquoi"," 203","Magog",27,35,5,0,113,18,0,198,399
24016,"Brome--Missisquoi/Brome--Missisquoi"," 204","Magog",33,39,1,0,69,14,6,162,345
24016,"Brome--Missisquoi/Brome--Missisquoi"," 205","Magog",38,42,6,1,96,28,2,213,455
24016,"Brome--Missisquoi/Brome--Missisquoi"," 206","Bolton-Est",65,50,9,1,99,21,1,246,400
24016,"Brome--Missisquoi/Brome--Missisquoi"," 207","Bolton-Est",36,25,11,0,124,39,2,237,406
24016,"Brome--Missisquoi/Brome--Missisquoi"," 208","Abercorn",47,15,1,0,78,12,2,155,264
24016,"Brome--Missisquoi/Brome--Missisquoi"," 209","Saint-Armand",68,15,3,4,97,18,0,205,313
24016,"Brome--Missisquoi/Brome--Missisquoi"," 210","Saint-Armand",63,25,8,2,104,32,0,234,355
24016,"Brome--Missisquoi/Brome--Missisquoi"," 211","Saint-Armand",42,20,9,1,115,24,3,214,357
24016,"Brome--Missisquoi/Brome--Missisquoi"," 212","Venise-en-Québec",41,47,5,1,55,14,6,169,370
24016,"Brome--Missisquoi/Brome--Missisquoi"," 213","Venise-en-Québec",47,47,5,0,95,20,3,217,417
24016,"Brome--Missisquoi/Brome--Missisquoi"," 214","Venise-en-Québec",16,50,1,0,34,11,3,115,272
24016,"Brome--Missisquoi/Brome--Missisquoi"," 215","Venise-en-Québec",41,23,5,0,65,29,0,163,396
24016,"Brome--Missisquoi/Brome--Missisquoi"," 216","Henryville",59,70,8,1,94,21,4,257,437
24016,"Brome--Missisquoi/Brome--Missisquoi"," 217","Henryville",47,47,5,0,90,15,8,212,353
24016,"Brome--Missisquoi/Brome--Missisquoi"," 218","Henryville",49,63,3,1,84,21,3,224,403
24016,"Brome--Missisquoi/Brome--Missisquoi"," 219","Saint-Georges-de-Clarenceville",16,30,1,0,76,10,4,137,280
24016,"Brome--Missisquoi/Brome--Missisquoi"," 220","Saint-Georges-de-Clarenceville",22,16,5,3,67,15,1,129,296
24016,"Brome--Missisquoi/Brome--Missisquoi"," 221","Saint-Georges-de-Clarenceville",36,47,4,0,80,18,3,188,320
24016,"Brome--Missisquoi/Brome--Missisquoi"," 222","Noyan",26,47,1,1,98,16,4,193,366
24016,"Brome--Missisquoi/Brome--Missisquoi"," 223","Noyan",32,43,3,0,66,23,3,170,335
24016,"Brome--Missisquoi/Brome--Missisquoi"," 224","Noyan",24,42,4,1,105,22,4,202,385
24016,"Brome--Missisquoi/Brome--Missisquoi"," 400","Mobile poll/Bureau itinérant",19,16,2,2,122,21,0,182,163
24016,"Brome--Missisquoi/Brome--Missisquoi"," 500","Mobile poll/Bureau itinérant",1,3,3,0,69,4,0,80,134
24016,"Brome--Missisquoi/Brome--Missisquoi"," 501","Mobile poll/Bureau itinérant",22,15,2,2,91,17,8,157,212
24016,"Brome--Missisquoi/Brome--Missisquoi"," 502","Mobile poll/Bureau itinérant",5,14,1,1,63,5,2,91,110
24016,"Brome--Missisquoi/Brome--Missisquoi"," 503","Mobile poll/Bureau itinérant",3,15,4,1,42,5,0,70,125
24016,"Brome--Missisquoi/Brome--Missisquoi"," 504","Mobile poll/Bureau itinérant",0,4,0,0,32,4,1,41,70
24016,"Brome--Missisquoi/Brome--Missisquoi"," 505","Mobile poll/Bureau itinérant",7,6,0,1,41,5,2,62,135
24016,"Brome--Missisquoi/Brome--Missisquoi"," 506","Mobile poll/Bureau itinérant",12,4,0,3,36,3,1,59,111
24016,"Brome--Missisquoi/Brome--Missisquoi"," 507","Mobile poll/Bureau itinérant",15,24,3,0,72,25,3,142,275
24016,"Brome--Missisquoi/Brome--Missisquoi"," 508","Mobile poll/Bureau itinérant",13,14,0,2,59,11,6,105,157
24016,"Brome--Missisquoi/Brome--Missisquoi"," 509","Mobile poll/Bureau itinérant",9,11,4,1,41,8,1,75,100
24016,"Brome--Missisquoi/Brome--Missisquoi"," 510","Mobile poll/Bureau itinérant",6,0,0,1,56,6,3,72,115
24016,"Brome--Missisquoi/Brome--Missisquoi"," 600","Venise-en-Québec",140,97,11,2,196,99,7,552,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 601","Venise-en-Québec",101,78,6,1,148,57,5,396,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 602","Bedford",216,97,13,1,346,94,13,780,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 603","Farnham",170,138,13,2,232,83,12,650,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 604","Farnham",162,122,18,1,195,57,10,565,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 605","Bromont",56,31,2,0,82,26,1,198,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 606","Bromont",348,173,30,2,620,199,10,1382,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 607","Lac-Brome",131,39,11,3,566,125,3,878,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 608","Cowansville",302,154,23,4,521,172,9,1185,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 609","Cowansville",224,153,20,1,385,135,12,930,
