Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Randy Boissonnault,James Cumming,Gil McGowan,David Parker,Steven Stauffer,Kat Yaki,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48014,"Edmonton Centre/Edmonton-Centre"," 59","Edmonton",58,78,85,5,0,3,2,231,463
48014,"Edmonton Centre/Edmonton-Centre"," 60","Edmonton",77,58,64,6,6,1,1,213,476
48014,"Edmonton Centre/Edmonton-Centre"," 61","Edmonton",75,51,46,7,2,0,1,182,484
48014,"Edmonton Centre/Edmonton-Centre"," 62","Edmonton",47,36,54,6,1,1,0,145,429
48014,"Edmonton Centre/Edmonton-Centre"," 63","Edmonton",89,54,56,4,1,0,1,205,428
48014,"Edmonton Centre/Edmonton-Centre"," 64","Edmonton",57,63,67,3,0,1,0,191,400
48014,"Edmonton Centre/Edmonton-Centre"," 65","Edmonton",49,46,47,7,1,0,2,152,392
48014,"Edmonton Centre/Edmonton-Centre"," 66","Edmonton",78,51,61,5,1,3,1,200,489
48014,"Edmonton Centre/Edmonton-Centre"," 67","Edmonton",80,30,64,3,2,1,5,185,462
48014,"Edmonton Centre/Edmonton-Centre"," 68A","Edmonton",34,17,35,3,2,1,0,92,407
48014,"Edmonton Centre/Edmonton-Centre"," 68B","Edmonton",48,22,33,4,0,2,1,110,164
48014,"Edmonton Centre/Edmonton-Centre"," 69","Edmonton",75,59,79,9,0,1,0,223,416
48014,"Edmonton Centre/Edmonton-Centre"," 70","Edmonton",70,53,65,8,4,0,3,203,483
48014,"Edmonton Centre/Edmonton-Centre"," 71","Edmonton",57,18,43,4,0,0,0,122,367
48014,"Edmonton Centre/Edmonton-Centre"," 72","Edmonton",66,50,45,1,1,1,0,164,387
48014,"Edmonton Centre/Edmonton-Centre"," 73","Edmonton",67,32,33,7,1,1,0,141,332
48014,"Edmonton Centre/Edmonton-Centre"," 74","Edmonton",60,26,47,5,4,0,0,142,347
48014,"Edmonton Centre/Edmonton-Centre"," 75","Edmonton",69,29,52,4,0,2,3,159,375
48014,"Edmonton Centre/Edmonton-Centre"," 76","Edmonton",39,23,44,2,1,0,0,109,334
48014,"Edmonton Centre/Edmonton-Centre"," 77","Edmonton",57,27,31,2,1,0,2,120,311
48014,"Edmonton Centre/Edmonton-Centre"," 78","Edmonton",93,68,36,2,0,1,2,202,460
48014,"Edmonton Centre/Edmonton-Centre"," 79","Edmonton",65,41,19,1,0,0,1,127,212
48014,"Edmonton Centre/Edmonton-Centre"," 80","Edmonton",108,79,69,2,1,1,1,261,598
48014,"Edmonton Centre/Edmonton-Centre"," 81","Edmonton",122,46,70,7,0,0,2,247,480
48014,"Edmonton Centre/Edmonton-Centre"," 82","Edmonton",80,49,56,11,1,0,0,197,443
48014,"Edmonton Centre/Edmonton-Centre"," 83","Edmonton",97,59,60,3,3,1,0,223,416
48014,"Edmonton Centre/Edmonton-Centre"," 84","Edmonton",112,79,80,9,2,0,0,282,496
48014,"Edmonton Centre/Edmonton-Centre"," 85","Edmonton",104,57,70,7,2,0,0,240,517
48014,"Edmonton Centre/Edmonton-Centre"," 86","Edmonton",103,53,53,2,0,1,0,212,468
48014,"Edmonton Centre/Edmonton-Centre"," 87","Edmonton",65,66,55,7,1,0,0,194,421
48014,"Edmonton Centre/Edmonton-Centre"," 88","Edmonton",96,48,58,9,0,0,0,211,475
48014,"Edmonton Centre/Edmonton-Centre"," 89","Edmonton",49,45,14,5,0,0,2,115,290
48014,"Edmonton Centre/Edmonton-Centre"," 90","Edmonton",205,100,129,7,3,2,1,447,445
48014,"Edmonton Centre/Edmonton-Centre"," 91","Edmonton","Combined with No./Combiné au n°90",,,,,,,,445
48014,"Edmonton Centre/Edmonton-Centre"," 92","Edmonton",98,50,76,9,2,0,0,235,444
48014,"Edmonton Centre/Edmonton-Centre"," 93","Edmonton",102,59,35,6,0,0,2,204,394
48014,"Edmonton Centre/Edmonton-Centre"," 94","Edmonton",61,62,28,2,0,1,1,155,358
48014,"Edmonton Centre/Edmonton-Centre"," 95","Edmonton",97,33,75,7,0,1,0,213,421
48014,"Edmonton Centre/Edmonton-Centre"," 96","Edmonton",116,123,22,3,1,0,1,266,470
48014,"Edmonton Centre/Edmonton-Centre"," 97","Edmonton",178,174,32,9,2,1,1,397,776
48014,"Edmonton Centre/Edmonton-Centre"," 98","Edmonton",81,110,44,8,1,0,0,244,407
48014,"Edmonton Centre/Edmonton-Centre"," 99","Edmonton",75,84,48,5,0,1,0,213,383
48014,"Edmonton Centre/Edmonton-Centre"," 100","Edmonton",88,74,29,11,0,0,3,205,381
48014,"Edmonton Centre/Edmonton-Centre"," 101","Edmonton",80,89,46,8,1,0,2,226,391
48014,"Edmonton Centre/Edmonton-Centre"," 102","Edmonton",73,93,29,6,2,0,0,203,401
48014,"Edmonton Centre/Edmonton-Centre"," 103","Edmonton",56,103,33,7,0,1,0,200,433
48014,"Edmonton Centre/Edmonton-Centre"," 104","Edmonton",68,88,36,1,2,1,0,196,387
48014,"Edmonton Centre/Edmonton-Centre"," 105","Edmonton",71,61,44,3,0,0,0,179,384
48014,"Edmonton Centre/Edmonton-Centre"," 106","Edmonton",47,84,41,5,0,0,0,177,397
48014,"Edmonton Centre/Edmonton-Centre"," 107","Edmonton",82,75,58,8,1,1,1,226,412
48014,"Edmonton Centre/Edmonton-Centre"," 108","Edmonton",45,51,52,1,3,0,2,154,447
48014,"Edmonton Centre/Edmonton-Centre"," 109","Edmonton",48,35,46,5,0,1,1,136,385
48014,"Edmonton Centre/Edmonton-Centre"," 110","Edmonton",65,62,40,9,1,1,4,182,387
48014,"Edmonton Centre/Edmonton-Centre"," 111","Edmonton",69,91,46,4,1,0,0,211,442
48014,"Edmonton Centre/Edmonton-Centre"," 112","Edmonton",67,76,56,6,2,0,3,210,400
48014,"Edmonton Centre/Edmonton-Centre"," 113","Edmonton",75,75,39,4,1,2,0,196,409
48014,"Edmonton Centre/Edmonton-Centre"," 114","Edmonton",74,139,31,5,0,0,2,251,384
48014,"Edmonton Centre/Edmonton-Centre"," 115","Edmonton",113,128,29,4,1,0,0,275,437
48014,"Edmonton Centre/Edmonton-Centre"," 116","Edmonton",93,102,25,9,0,0,0,229,422
48014,"Edmonton Centre/Edmonton-Centre"," 117","Edmonton",100,128,18,4,0,0,1,251,441
48014,"Edmonton Centre/Edmonton-Centre"," 118","Edmonton",57,70,45,6,1,0,2,181,384
48014,"Edmonton Centre/Edmonton-Centre"," 119","Edmonton",99,103,19,5,1,0,0,227,428
48014,"Edmonton Centre/Edmonton-Centre"," 120","Edmonton",91,99,28,6,1,3,0,228,416
48014,"Edmonton Centre/Edmonton-Centre"," 121","Edmonton",86,123,14,4,1,1,1,230,409
48014,"Edmonton Centre/Edmonton-Centre"," 122","Edmonton",63,70,45,4,1,1,2,186,369
48014,"Edmonton Centre/Edmonton-Centre"," 123","Edmonton",49,106,45,1,0,2,0,203,374
48014,"Edmonton Centre/Edmonton-Centre"," 124","Edmonton",46,98,37,6,1,1,1,190,396
48014,"Edmonton Centre/Edmonton-Centre"," 125","Edmonton",62,104,46,7,3,1,1,224,422
48014,"Edmonton Centre/Edmonton-Centre"," 126","Edmonton",62,136,23,4,1,1,0,227,441
48014,"Edmonton Centre/Edmonton-Centre"," 127","Edmonton",60,72,44,5,2,0,1,184,410
48014,"Edmonton Centre/Edmonton-Centre"," 128","Edmonton",66,47,45,3,0,0,3,164,407
48014,"Edmonton Centre/Edmonton-Centre"," 129","Edmonton",85,114,47,2,0,1,1,250,436
48014,"Edmonton Centre/Edmonton-Centre"," 130","Edmonton",120,171,60,10,4,2,1,368,467
48014,"Edmonton Centre/Edmonton-Centre"," 131","Edmonton",79,104,42,4,1,1,0,231,431
48014,"Edmonton Centre/Edmonton-Centre"," 132","Edmonton",87,96,29,6,2,0,0,220,387
48014,"Edmonton Centre/Edmonton-Centre"," 133","Edmonton",60,118,33,4,1,0,0,216,273
48014,"Edmonton Centre/Edmonton-Centre"," 134","Edmonton",65,105,29,10,0,0,4,213,418
48014,"Edmonton Centre/Edmonton-Centre"," 135","Edmonton",74,99,38,3,0,1,0,215,418
48014,"Edmonton Centre/Edmonton-Centre"," 136","Edmonton",101,98,22,1,1,0,0,223,450
48014,"Edmonton Centre/Edmonton-Centre"," 137","Edmonton",76,124,26,7,1,0,0,234,420
48014,"Edmonton Centre/Edmonton-Centre"," 138","Edmonton",97,96,47,4,1,0,0,245,452
48014,"Edmonton Centre/Edmonton-Centre"," 139","Edmonton",97,118,29,3,1,0,0,248,450
48014,"Edmonton Centre/Edmonton-Centre"," 140","Edmonton",100,161,24,1,0,0,0,286,428
48014,"Edmonton Centre/Edmonton-Centre"," 141","Edmonton",122,122,48,6,0,0,0,298,451
48014,"Edmonton Centre/Edmonton-Centre"," 142","Edmonton",85,109,47,11,4,2,1,259,470
48014,"Edmonton Centre/Edmonton-Centre"," 143","Edmonton",117,124,45,5,1,1,0,293,416
48014,"Edmonton Centre/Edmonton-Centre"," 144","Edmonton",92,76,42,6,2,0,0,218,391
48014,"Edmonton Centre/Edmonton-Centre"," 145","Edmonton",126,135,55,10,2,1,1,330,514
48014,"Edmonton Centre/Edmonton-Centre"," 146","Edmonton",70,155,22,2,4,1,0,254,377
48014,"Edmonton Centre/Edmonton-Centre"," 147","Edmonton",97,128,31,4,0,0,0,260,408
48014,"Edmonton Centre/Edmonton-Centre"," 148","Edmonton",97,76,26,3,0,1,2,205,420
48014,"Edmonton Centre/Edmonton-Centre"," 149","Edmonton",58,30,28,10,1,0,0,127,305
48014,"Edmonton Centre/Edmonton-Centre"," 150","Edmonton",116,76,51,6,2,0,0,251,399
48014,"Edmonton Centre/Edmonton-Centre"," 151","Edmonton",86,48,45,5,1,0,0,185,377
48014,"Edmonton Centre/Edmonton-Centre"," 152","Edmonton",59,102,34,4,1,1,0,201,439
48014,"Edmonton Centre/Edmonton-Centre"," 153","Edmonton",87,58,50,7,2,1,0,205,345
48014,"Edmonton Centre/Edmonton-Centre"," 154","Edmonton",88,47,60,6,0,1,0,202,328
48014,"Edmonton Centre/Edmonton-Centre"," 155","Edmonton",107,77,63,7,2,0,0,256,549
48014,"Edmonton Centre/Edmonton-Centre"," 156","Edmonton",143,88,73,4,1,0,2,311,474
48014,"Edmonton Centre/Edmonton-Centre"," 157","Edmonton",111,64,64,7,2,1,0,249,498
48014,"Edmonton Centre/Edmonton-Centre"," 158","Edmonton",94,97,72,5,1,0,0,269,508
48014,"Edmonton Centre/Edmonton-Centre"," 159","Edmonton",138,82,56,7,0,0,0,283,498
48014,"Edmonton Centre/Edmonton-Centre"," 160A","Edmonton",43,9,14,2,1,1,0,70,196
48014,"Edmonton Centre/Edmonton-Centre"," 160B","Edmonton",56,10,56,5,2,2,3,134,439
48014,"Edmonton Centre/Edmonton-Centre"," 161","Edmonton",95,32,46,1,0,0,0,174,393
48014,"Edmonton Centre/Edmonton-Centre"," 162","Edmonton",208,145,124,4,2,3,2,488,886
48014,"Edmonton Centre/Edmonton-Centre"," 163","Edmonton",79,47,71,8,2,1,0,208,387
48014,"Edmonton Centre/Edmonton-Centre"," 164","Edmonton",66,37,56,12,2,3,0,176,381
48014,"Edmonton Centre/Edmonton-Centre"," 165","Edmonton",109,66,26,2,0,0,0,203,382
48014,"Edmonton Centre/Edmonton-Centre"," 166","Edmonton",104,52,72,10,4,0,1,243,449
48014,"Edmonton Centre/Edmonton-Centre"," 167","Edmonton",138,105,39,2,1,2,2,289,523
48014,"Edmonton Centre/Edmonton-Centre"," 168","Edmonton",114,74,81,9,1,0,2,281,591
48014,"Edmonton Centre/Edmonton-Centre"," 169","Edmonton",110,55,79,15,2,1,0,262,513
48014,"Edmonton Centre/Edmonton-Centre"," 170","Edmonton",107,35,93,4,1,2,2,244,510
48014,"Edmonton Centre/Edmonton-Centre"," 171","Edmonton",164,72,80,9,2,0,1,328,749
48014,"Edmonton Centre/Edmonton-Centre"," 172","Edmonton",88,57,57,6,0,0,0,208,472
48014,"Edmonton Centre/Edmonton-Centre"," 173","Edmonton",151,117,53,7,1,0,0,329,536
48014,"Edmonton Centre/Edmonton-Centre"," 174","Edmonton",79,48,39,4,0,0,0,170,393
48014,"Edmonton Centre/Edmonton-Centre"," 175","Edmonton",89,43,59,8,0,1,0,200,380
48014,"Edmonton Centre/Edmonton-Centre"," 176","Edmonton",86,32,43,7,2,0,1,171,342
48014,"Edmonton Centre/Edmonton-Centre"," 400","Edmonton",74,147,51,3,3,2,1,281,428
48014,"Edmonton Centre/Edmonton-Centre"," 401","Edmonton",Void/Supprimé,,,,,,,,
48014,"Edmonton Centre/Edmonton-Centre"," 402","Edmonton",73,43,47,2,1,1,2,169,127
48014,"Edmonton Centre/Edmonton-Centre"," 403","Edmonton",Merged with No./Fusionné avec le n°402,,,,,,,,145
48014,"Edmonton Centre/Edmonton-Centre"," 404","Edmonton",52,28,32,3,0,1,1,117,228
48014,"Edmonton Centre/Edmonton-Centre"," 405","Edmonton",48,95,42,4,4,2,0,195,297
48014,"Edmonton Centre/Edmonton-Centre"," 406","Edmonton",Merged with No./Fusionné avec le n°404,,,,,,,,2
48014,"Edmonton Centre/Edmonton-Centre"," 407","Edmonton",44,38,18,3,2,1,1,107,147
48014,"Edmonton Centre/Edmonton-Centre"," 408","Edmonton",40,39,35,5,2,4,2,127,206
48014,"Edmonton Centre/Edmonton-Centre"," 409","Edmonton",43,23,9,1,0,0,0,76,155
48014,"Edmonton Centre/Edmonton-Centre"," 410","Edmonton",39,27,14,1,0,0,0,81,152
48014,"Edmonton Centre/Edmonton-Centre"," 411","Edmonton",26,9,12,4,0,0,0,51,141
48014,"Edmonton Centre/Edmonton-Centre"," 412","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,176
48014,"Edmonton Centre/Edmonton-Centre"," 500","Mobile poll/Bureau itinérant",25,81,24,11,0,0,0,141,220
48014,"Edmonton Centre/Edmonton-Centre"," 501","Mobile poll/Bureau itinérant",51,57,43,7,3,0,3,164,186
48014,"Edmonton Centre/Edmonton-Centre"," 502","Mobile poll/Bureau itinérant",58,71,25,12,1,0,1,168,180
48014,"Edmonton Centre/Edmonton-Centre"," 503","Mobile poll/Bureau itinérant",88,93,41,5,6,0,2,235,191
48014,"Edmonton Centre/Edmonton-Centre"," 600","Edmonton",161,293,230,25,5,2,0,716,
48014,"Edmonton Centre/Edmonton-Centre"," 601","Edmonton",282,265,304,20,2,0,5,878,
48014,"Edmonton Centre/Edmonton-Centre"," 602","Edmonton",214,201,276,25,2,3,2,723,
48014,"Edmonton Centre/Edmonton-Centre"," 603","Edmonton",142,242,146,9,3,1,0,543,
48014,"Edmonton Centre/Edmonton-Centre"," 604","Edmonton",396,231,276,31,4,1,2,941,
48014,"Edmonton Centre/Edmonton-Centre"," 605","Edmonton",218,105,155,13,5,2,4,502,
48014,"Edmonton Centre/Edmonton-Centre"," 606","Edmonton",371,406,189,11,1,2,0,980,
48014,"Edmonton Centre/Edmonton-Centre"," 607","Edmonton",436,389,265,22,4,2,2,1120,
48014,"Edmonton Centre/Edmonton-Centre"," 608","Edmonton",377,285,277,22,5,3,2,971,
48014,"Edmonton Centre/Edmonton-Centre"," 609","Edmonton",320,212,275,12,3,2,1,825,
48014,"Edmonton Centre/Edmonton-Centre"," 610","Edmonton",272,472,175,21,1,1,3,945,
48014,"Edmonton Centre/Edmonton-Centre"," 611","Edmonton",370,449,151,16,0,3,1,990,
48014,"Edmonton Centre/Edmonton-Centre",,"Group 1/Groupe 1",176,50,91,16,0,1,35,369,339
48014,"Edmonton Centre/Edmonton-Centre",,"Group 2/Groupe 2",759,735,771,76,6,9,36,2392,
