Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chris Albinati,Kimberley Love,David McLaren,Larry Miller,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 16","Oxenden",4,45,19,57,0,125,222
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 17","Oxenden",5,66,6,84,0,161,350
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 18","Oxenden",8,76,15,76,0,175,378
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 19","Zion",7,94,29,125,0,255,505
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 20","South Bruce Peninsula",4,63,8,115,0,190,443
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 21","Big Bay",7,129,9,117,2,264,424
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 22","Lindenwood",1,72,15,110,0,198,345
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 23","Meaford",3,57,10,68,0,138,303
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 24","Meaford",8,77,12,97,0,194,388
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 25","Meaford",4,49,16,79,0,148,299
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 26","Meaford",3,87,13,57,3,163,322
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 27","Meaford",8,122,19,115,0,264,428
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 28","Meaford",10,93,21,66,0,190,338
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 29","Meaford",10,69,9,63,1,152,285
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 30","Meaford",8,72,10,76,0,166,282
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 31","Meaford",12,84,12,101,0,209,382
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 32","Meaford",7,67,11,64,0,149,300
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 33","Meaford",2,90,13,80,1,186,379
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 34","Meaford",6,54,14,80,0,154,242
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 35","East Linton",5,98,17,114,1,235,448
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 36","East Linton",7,69,23,88,1,188,349
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 37","Sarawak",1,103,13,85,1,203,395
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 38","Keppel",3,53,9,94,2,161,320
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 39","Cruickshank",5,86,20,110,0,221,373
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 40","Cruickshank",1,56,21,121,0,199,331
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 41","Keppel",0,81,13,152,0,246,458
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 42","Keppel",4,58,17,93,0,172,301
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 43","Keppel",6,70,19,150,0,245,441
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 44","Sarawak",8,60,19,124,1,212,414
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 45","Owen Sound",6,51,31,34,1,123,371
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 46","Owen Sound",4,82,26,95,2,209,398
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 47","Owen Sound",6,114,20,59,2,201,344
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 48","Sarawak",3,74,14,72,0,163,299
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 49","Sarawak",4,71,24,78,0,177,336
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 50","Sarawak",0,65,15,96,0,176,328
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 51","Owen Sound",4,102,24,90,1,221,367
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 52","Owen Sound",5,84,15,66,0,170,361
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 53","Owen Sound",5,84,17,69,0,175,370
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 54","Owen Sound",10,99,29,78,1,217,382
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 55","Owen Sound",4,66,27,45,2,144,376
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 56","Owen Sound",4,59,14,47,0,124,305
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 57","Owen Sound",4,77,22,72,0,175,402
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 58","Owen Sound",7,71,19,67,0,164,372
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 59","Owen Sound",5,79,21,95,0,200,408
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 60","Owen Sound",7,93,31,63,0,194,416
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 61","Owen Sound",4,90,19,95,0,208,384
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 62","Owen Sound",3,85,18,67,0,173,389
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 63","Owen Sound",7,68,27,67,0,169,437
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 64","Owen Sound",11,90,29,52,0,182,431
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 65","Owen Sound",3,72,27,34,2,138,419
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 66","Owen Sound",12,116,21,44,0,193,421
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 67","Owen Sound",8,147,24,60,1,240,455
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 68","Owen Sound",7,112,30,75,2,226,448
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 69","Owen Sound",7,69,28,79,0,183,427
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 70","Owen Sound",6,99,17,47,0,169,415
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 71","Owen Sound",5,91,23,63,1,183,390
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 72","Owen Sound",4,63,28,53,0,148,373
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 73","Owen Sound",9,105,26,47,0,187,343
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 74","Owen Sound",9,110,21,61,1,202,476
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 75","Owen Sound",6,116,19,67,0,208,467
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 76","Owen Sound",7,105,28,108,1,249,456
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 77","Derby",8,83,21,89,0,201,380
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 78","Derby",4,53,12,91,0,160,287
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 79","Owen Sound",5,138,8,58,2,211,361
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 80","Owen Sound",6,122,17,107,1,253,430
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 81","Owen Sound",5,109,14,89,2,219,412
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 82","Owen Sound",6,115,20,37,0,178,336
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 83","Owen Sound",4,87,24,96,0,211,342
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 84","Owen Sound",9,120,32,41,1,203,366
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 85","Owen Sound",5,98,20,84,1,208,416
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 86","Owen Sound",8,113,22,104,0,247,385
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 87","Owen Sound",6,122,18,124,0,270,472
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 88","Meaford",5,69,12,85,1,172,319
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 89","Owen Sound",6,87,26,57,1,177,451
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 90","Meaford",6,77,25,114,1,223,460
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 91","Meaford",7,57,13,74,2,153,262
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 92","Meaford",3,55,11,87,0,156,280
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 93","Massie",7,65,12,78,0,162,369
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 94","Massie",6,50,10,75,0,141,300
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 95","Arnott",9,68,15,53,0,145,329
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 96","Chatsworth",3,46,18,64,2,133,286
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 97","Holland Centre",11,73,25,92,0,201,424
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 98","Rocklyn",3,69,15,136,0,223,355
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 99","Wodehouse",7,68,28,118,0,221,477
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 100","Kimberley",4,87,19,61,0,171,282
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 101","Kimberley",6,81,8,64,0,159,295
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 102","Eugenia",3,53,11,51,0,118,284
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 103","Rob Roy",17,76,21,126,0,240,476
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 104","Feversham",10,78,24,147,0,259,529
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 105","Maxwell",7,51,22,103,0,183,472
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 106","McIntyre",4,49,5,68,0,126,342
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 107","Flesherton",9,48,16,79,0,152,346
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 108","Grey Highlands",18,86,17,72,0,193,424
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 109","Flesherton",7,73,19,90,0,189,370
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 110","Flesherton",5,62,31,108,0,206,464
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 111","Flesherton",10,75,16,123,0,224,468
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 112","Grey Highlands",7,73,20,88,1,189,399
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 113","Berkeley",8,66,26,76,1,177,414
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 114","Flesherton",6,48,7,61,0,122,277
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 115","Markdale",9,65,13,87,0,174,386
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 116","Markdale",5,70,28,84,0,187,394
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 117","Markdale",4,57,16,61,0,138,302
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 118","Williamsford",10,55,19,93,1,178,385
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 119","Williamsford",6,75,12,77,0,170,335
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 120","Hemstock Mills",8,65,19,122,0,214,404
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 121","Desboro",0,54,23,80,0,157,332
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 122","Hemstock Mills",11,60,17,85,1,174,384
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 123","Kinghurst",14,63,11,102,2,192,347
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 124","Peabody",8,49,9,96,1,163,345
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 125","Derby",7,111,29,103,1,251,436
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 126","Derby",4,61,17,127,1,210,416
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 127","Kilsyth",8,68,17,156,0,249,477
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 128","Elsinore",11,58,14,118,2,203,431
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 129","Invermay",0,96,18,115,0,229,394
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 130","Invermay",5,63,23,104,3,198,389
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 131","Invermay",1,82,17,92,1,193,387
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 132","Arranvale",6,40,10,107,0,163,335
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 133","South Bruce Peninsula",2,93,26,98,3,222,378
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 134","South Bruce Peninsula",2,79,15,82,0,178,345
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 135","South Bruce Peninsula",3,99,10,94,0,206,394
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 136","South Bruce Peninsula",2,116,16,95,0,229,439
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 137","South Bruce Peninsula",1,58,17,67,1,144,334
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 138","South Bruce Peninsula",7,61,14,82,0,164,351
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 139","South Bruce Peninsula",12,68,25,131,0,236,439
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 140","South Bruce Peninsula",13,75,27,125,0,240,430
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 141","South Bruce Peninsula",8,63,13,91,0,175,374
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 142","South Bruce Peninsula",7,150,145,15,4,321,524
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 143","Scone",5,39,16,71,0,131,242
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 144","Scone",3,57,17,93,0,170,340
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 145","Scone",7,58,13,93,2,173,328
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 146","Scone",7,44,18,60,0,129,298
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 147","Dobbinton",3,80,20,85,0,188,299
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 148","Paisley",2,129,29,82,1,243,392
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 149","Dobbinton",12,117,26,119,1,275,425
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 150","Chesley",12,65,17,70,0,164,322
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 151","Chesley",8,79,30,85,0,202,388
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 152","Elmwood",7,72,15,99,0,193,426
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 153","Aberdeen",7,58,12,67,1,145,384
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 154","West Grey",5,43,12,81,0,141,353
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 155","Durham",15,53,16,55,0,139,291
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 156","Lauriston",5,82,17,90,0,194,526
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 157","Traverston",8,71,15,96,0,190,405
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 158","Traverston",12,84,14,95,1,206,444
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 159","Glenelg Centre",6,33,6,59,0,104,215
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 160","Glenelg",10,79,14,100,1,204,512
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 161","Durham",7,66,24,85,0,182,385
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 162","Durham",11,78,17,84,2,192,455
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 163","Durham",5,35,12,68,0,120,277
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 164","Durham",11,48,24,70,2,155,353
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 165","Durham",5,57,19,83,1,165,414
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 166","Durham",3,29,9,45,0,86,277
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 167","Tartan",14,85,12,116,1,228,439
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 168","Egremont",8,75,29,122,1,235,413
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 169","Holstein",10,57,45,111,0,223,373
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 170","Holstein",2,93,23,142,0,260,416
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 171","Landerkin",6,45,10,56,0,117,266
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 172","Nenagh",12,78,43,150,0,283,485
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 173","Hopeville",4,43,22,65,0,134,358
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 174","Ventry",4,72,25,87,1,189,433
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 175","Proton",8,43,20,58,1,130,305
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 176","Dundalk",3,49,17,72,0,141,373
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 177","Dundalk",0,32,12,56,2,102,261
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 178","Dundalk",7,37,15,50,0,109,256
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 179","Dundalk",1,36,19,74,0,130,285
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 180","Dundalk",6,23,13,64,0,106,325
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 181","Dundalk",6,56,18,80,0,160,436
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 182","Hampden",8,70,20,115,1,214,423
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 183","Alsfeldt",5,65,27,133,2,232,401
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 184","Ayton",5,52,22,108,0,187,326
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 185","Allan Park",12,70,26,137,3,248,494
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 186","Hanover",7,50,22,90,1,170,288
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 187","Hanover",3,48,12,76,0,139,314
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 188","Hanover",4,78,23,70,1,176,394
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 189","Hanover",10,64,36,91,0,201,441
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 190","Hanover",6,85,21,107,4,223,460
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 191","Hanover",7,90,27,105,1,230,443
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 192","Hanover",3,56,18,92,0,169,389
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 193","Hanover",5,85,27,88,1,206,437
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 194","Louise",11,87,27,135,1,261,509
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 195","Hanover",4,85,44,104,1,238,466
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 196","Hanover",10,85,20,101,2,218,418
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 197","Hanover",6,72,27,92,3,200,419
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 198","Hanover",6,84,21,64,1,176,381
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 199","Hanover",7,62,36,62,1,168,398
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 200","Hanover",4,72,22,64,1,163,400
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 201","Hanover",6,55,20,66,0,147,376
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 202","Moltke",12,74,30,124,1,241,425
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 203","Moltke",10,68,22,120,1,221,395
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 204","Meaford",3,65,7,80,1,156,358
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 205","Meaford",1,73,22,45,0,141,297
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 206","Meaford",4,42,16,74,0,136,308
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 207","Meaford",4,66,10,51,0,131,290
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 208","Meaford",6,47,21,69,0,143,299
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 209","Meaford",5,84,10,61,0,160,335
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 210","Meaford",4,78,17,52,2,153,341
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 211","Meaford",1,41,17,35,1,95,284
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 212","Meaford",12,77,13,44,1,147,304
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 213","Meaford",8,71,24,51,0,154,312
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 214","Meaford",4,71,14,89,0,178,339
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 215","South Bruce Peninsula",3,80,18,93,2,196,426
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 216","South Bruce Peninsula",3,60,25,89,1,178,422
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 217","South Bruce Peninsula",7,57,15,57,0,136,413
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 400","Owen Sound",3,45,11,51,5,115,161
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 401","Hanover",3,34,12,88,2,139,218
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 500","Mobile poll/Bureau itinérant",5,18,3,15,2,43,103
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 501","Mobile poll/Bureau itinérant",2,23,5,39,3,72,140
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 502","Mobile poll/Bureau itinérant",5,41,10,73,0,129,176
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 503","Mobile poll/Bureau itinérant",3,36,11,55,1,106,145
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 504","Mobile poll/Bureau itinérant",1,7,4,21,4,37,78
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 505","Mobile poll/Bureau itinérant",1,16,5,29,1,52,71
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 506","Mobile poll/Bureau itinérant",5,20,5,35,3,68,124
