Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Thomas Barré,Pierre Chénier,Philippe Cloutier,Sadia Groguhé,Mario Leclerc,Matthew Iakov Liberman,Sherry Romanado,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 25","Longueuil",12,0,74,41,7,1,50,4,189,488
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 26","Longueuil",18,1,52,29,0,1,53,4,158,400
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 27","Longueuil",13,0,73,48,4,1,39,8,186,418
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 28","Longueuil",13,0,51,34,1,2,42,3,146,452
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 29","Longueuil",14,0,50,43,6,1,72,2,188,456
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 30","Longueuil",14,0,79,78,14,2,69,5,261,459
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 31","Longueuil",14,0,60,47,9,1,56,4,191,397
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 32","Longueuil",5,0,67,36,5,1,39,1,154,385
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 33","Longueuil",19,2,39,48,7,0,38,2,155,395
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 34","Longueuil",9,1,73,63,12,1,55,4,218,446
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 35","Longueuil",23,0,44,41,3,0,60,3,174,419
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 36","Longueuil",11,0,60,68,3,1,50,3,196,394
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 37","Longueuil",5,0,45,49,4,1,56,1,161,382
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 38","Longueuil",7,0,60,57,8,3,43,1,179,385
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 39","Longueuil",12,2,40,72,10,2,54,5,197,405
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 40","Longueuil",28,0,48,58,9,5,109,3,260,524
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 41","Longueuil",45,1,52,50,6,1,83,6,244,488
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 42","Longueuil",18,1,27,44,2,1,95,2,190,238
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 43A","Longueuil",12,0,55,53,4,2,60,2,188,391
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 43B","Longueuil",16,0,25,33,2,0,45,3,124,35
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 44","Longueuil",12,0,54,43,9,2,44,1,165,446
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 45","Longueuil",14,2,65,68,4,2,59,6,220,435
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 46","Longueuil",11,0,57,42,7,2,40,4,163,384
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 47","Longueuil",24,0,49,48,6,1,51,3,182,440
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 48","Longueuil",10,0,68,51,9,0,42,0,180,419
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 49","Longueuil",13,0,61,52,9,2,54,4,195,444
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 50","Longueuil",11,1,42,55,4,3,58,6,180,432
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 51","Longueuil",9,1,74,39,4,0,57,7,191,407
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 52","Longueuil",3,1,60,52,6,3,39,1,165,477
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 53","Longueuil",10,1,48,37,4,2,35,0,137,419
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 54","Longueuil",11,0,66,49,10,2,51,4,193,436
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 55","Longueuil",12,1,65,34,6,0,46,0,164,443
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 56","Longueuil",14,2,65,55,10,2,60,2,210,450
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 57","Longueuil",14,0,48,47,13,2,44,3,171,474
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 58","Longueuil",7,1,61,50,2,1,42,2,166,403
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 59","Longueuil",20,0,79,64,2,1,60,8,234,403
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 60","Longueuil",11,0,38,46,3,0,56,3,157,443
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 61","Longueuil",17,0,60,52,2,4,58,1,194,396
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 62","Longueuil",18,0,36,34,3,1,54,2,148,426
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 63","Longueuil",10,1,51,16,5,0,42,4,129,365
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 64","Longueuil",15,1,43,41,5,0,44,1,150,380
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 65","Longueuil",12,0,41,38,5,4,50,3,153,438
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 66","Longueuil",10,0,45,48,4,0,48,3,158,417
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 67","Longueuil",8,0,72,40,3,1,49,2,175,421
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 68","Longueuil",15,0,58,45,0,2,60,4,184,452
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 69","Longueuil",15,0,36,33,5,1,43,2,135,396
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 70","Longueuil",15,0,66,33,10,1,43,6,174,394
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 71","Longueuil",11,0,35,26,2,1,47,2,124,345
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 72","Longueuil",17,0,29,33,6,2,36,3,126,416
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 73","Longueuil",21,0,58,36,6,0,60,4,185,388
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 74","Longueuil",11,1,56,44,6,2,53,4,177,448
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 75","Longueuil",15,1,40,42,3,4,63,1,169,339
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 76","Longueuil",12,0,39,44,6,0,62,5,168,367
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 77","Longueuil",32,3,61,54,2,0,79,3,234,427
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 78","Longueuil",27,0,67,57,4,1,65,3,224,425
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 79","Longueuil",21,1,81,80,9,1,64,8,265,505
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 80","Longueuil",7,0,97,84,8,0,81,1,278,438
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 81","Longueuil",11,1,67,57,4,1,61,10,212,383
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 82","Longueuil",19,1,66,55,4,0,54,4,203,386
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 83","Longueuil",17,0,73,71,12,2,71,0,246,474
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 84","Longueuil",8,1,36,22,4,1,49,3,124,325
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 85","Longueuil",23,0,41,47,7,1,46,9,174,476
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 86","Longueuil",21,1,44,46,4,1,53,1,171,340
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 87","Longueuil",10,0,35,34,8,0,22,2,111,353
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 88","Longueuil",7,0,75,49,2,3,43,0,179,382
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 89","Longueuil",14,0,86,45,5,1,76,4,231,459
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 90","Longueuil",27,2,78,49,8,1,78,2,245,453
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 91","Longueuil",7,0,63,22,6,0,46,8,152,353
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 92","Longueuil",19,0,95,41,5,2,78,5,245,498
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 93","Longueuil",13,1,47,28,3,2,48,12,154,368
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 94","Longueuil",17,0,73,39,7,4,71,9,220,408
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 95","Longueuil",8,2,67,38,8,1,45,7,176,413
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 96","Longueuil",11,0,66,47,8,2,76,8,218,473
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 97","Longueuil",12,0,55,40,7,3,67,5,189,435
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 98","Longueuil",10,0,54,34,7,1,50,1,157,335
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 99","Longueuil",20,0,57,44,6,0,78,3,208,402
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 100","Longueuil",7,0,45,25,3,0,52,5,137,351
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 101","Longueuil",11,0,69,36,4,1,58,4,183,413
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 102","Longueuil",19,0,42,21,7,2,44,2,137,363
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 103","Longueuil",17,0,46,35,5,1,46,7,157,314
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 104","Longueuil",12,1,74,62,6,0,53,5,213,446
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 105","Longueuil",17,0,81,36,4,2,64,3,207,433
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 106","Longueuil",18,0,62,33,5,3,59,6,186,410
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 107","Longueuil",19,2,64,36,6,2,82,2,213,461
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 108","Longueuil",15,0,86,42,10,1,69,7,230,466
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 109","Longueuil",13,0,40,18,5,0,49,2,127,368
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 110","Longueuil",14,0,43,28,6,2,51,5,149,380
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 111","Longueuil",5,0,42,33,3,0,62,4,149,418
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 112","Longueuil",16,0,53,24,7,4,58,2,164,381
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 113","Longueuil",11,0,33,29,9,1,55,4,142,379
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 114","Longueuil",13,0,57,34,5,0,45,2,156,374
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 115","Longueuil",12,3,65,38,9,2,58,4,191,408
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 116","Longueuil",6,2,61,41,4,2,48,3,167,367
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 117","Longueuil",19,1,58,49,5,1,58,8,199,400
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 118","Longueuil",11,0,70,72,7,2,85,3,250,499
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 119","Longueuil",15,0,55,56,3,0,64,1,194,371
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 120","Longueuil",11,1,58,41,7,3,61,2,184,393
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 121","Longueuil",10,0,76,36,8,3,52,8,193,378
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 122","Longueuil",16,1,56,42,7,0,62,4,188,403
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 123","Longueuil",14,1,64,55,25,2,66,5,232,488
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 124","Longueuil",14,0,34,78,11,0,80,4,221,430
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 125","Longueuil",20,0,23,44,12,2,81,1,183,411
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 126","Longueuil",14,0,27,62,5,0,112,1,221,420
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 127","Longueuil",14,1,28,76,7,1,96,3,226,434
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 128","Longueuil",12,1,27,53,3,1,43,0,140,388
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 129","Longueuil",17,1,33,65,8,3,115,2,244,461
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 130","Longueuil",20,0,47,72,8,0,116,2,265,509
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 131","Longueuil",15,0,42,81,11,2,95,2,248,459
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 132","Longueuil",32,0,32,58,8,3,132,3,268,492
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 133","Longueuil",8,0,32,49,5,0,52,2,148,459
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 134","Longueuil",20,0,24,49,3,1,87,0,184,391
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 135","Longueuil",10,1,9,22,4,2,34,1,83,283
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 136","Longueuil",11,0,15,26,3,1,41,3,100,294
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 137","Longueuil",10,0,9,32,3,5,97,1,157,406
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 138","Longueuil",20,0,26,64,6,1,147,3,267,407
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 139","Longueuil",18,0,16,43,4,2,129,3,215,327
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 140","Longueuil",27,0,20,43,7,5,108,0,210,396
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 141","Longueuil",27,2,31,48,3,0,150,3,264,411
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 142","Longueuil",15,1,29,27,3,0,113,3,191,376
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 143","Longueuil",20,0,12,34,6,2,126,1,201,397
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 144","Longueuil",33,0,64,48,7,1,96,0,249,405
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 145","Longueuil",16,1,70,43,7,0,55,3,195,365
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 146","Longueuil",21,1,60,50,13,3,98,7,253,439
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 147","Longueuil",26,1,56,59,2,1,81,1,227,406
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 148","Longueuil",20,0,58,58,2,1,77,4,220,370
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 149","Longueuil",29,1,62,54,4,1,80,1,232,428
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 150","Longueuil",20,0,59,41,5,0,62,6,193,380
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 151","Longueuil",25,4,69,23,9,1,98,9,238,463
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 152","Longueuil",13,0,56,36,12,1,101,5,224,426
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 153","Longueuil",31,0,76,44,10,1,105,2,269,480
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 154","Longueuil",18,0,62,37,6,3,57,12,195,433
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 155","Longueuil",17,1,66,26,7,1,72,7,197,382
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 156","Longueuil",24,0,23,41,5,0,129,3,225,404
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 157","Longueuil",22,1,50,49,5,0,128,1,256,372
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 158","Longueuil",41,0,27,31,8,0,82,2,191,380
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 159","Longueuil",21,0,26,36,4,2,106,1,196,393
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 160","Longueuil",21,0,37,43,7,0,72,1,181,346
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 161","Longueuil",23,0,30,36,6,3,141,0,239,444
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 162","Longueuil",39,1,29,46,4,0,143,2,264,479
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 163","Longueuil",19,3,29,61,6,0,142,3,263,459
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 164","Longueuil",12,0,35,19,6,2,53,0,127,290
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 165","Longueuil",20,0,30,35,2,1,71,2,161,339
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 166","Longueuil",29,0,38,45,5,0,126,3,246,428
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 167","Longueuil",22,2,14,48,3,2,110,1,202,396
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 168","Longueuil",38,0,19,39,2,0,132,0,230,395
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 169","Longueuil",24,2,89,57,8,1,99,6,286,442
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 170","Longueuil",22,1,83,43,4,0,87,4,244,458
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 171","Longueuil",19,0,63,60,7,1,81,1,232,403
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 172","Longueuil",15,2,71,42,8,2,70,2,212,379
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 173","Longueuil",26,1,66,39,11,0,73,2,218,385
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 174","Longueuil",16,1,55,31,4,0,82,1,190,378
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 175","Longueuil",22,0,54,49,7,1,99,3,235,470
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 176","Longueuil",22,0,64,39,5,2,87,3,222,437
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 177","Longueuil",20,1,48,37,12,0,60,7,185,415
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 178","Longueuil",23,1,47,46,6,4,80,5,212,386
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 179","Longueuil",10,0,56,34,6,3,86,1,196,380
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 180","Longueuil",16,1,52,51,5,3,62,4,194,396
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 181","Longueuil",20,0,67,32,4,0,73,0,196,373
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 182","Longueuil",15,2,68,40,6,0,73,2,206,403
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 183","Longueuil",26,2,46,60,7,0,78,3,222,366
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 184","Longueuil",14,0,40,32,5,5,90,3,189,383
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 185","Longueuil",19,0,51,26,6,1,93,4,200,351
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 186","Longueuil",14,0,48,42,2,0,78,3,187,345
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 187","Longueuil",30,1,30,34,3,2,55,2,157,368
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 188","Longueuil",30,0,89,55,9,2,111,3,299,530
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 189","Longueuil",19,1,42,54,5,0,84,2,207,322
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 190","Longueuil",19,0,52,60,5,2,101,0,239,420
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 191","Longueuil",29,0,46,43,15,2,89,2,226,449
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 192","Longueuil",11,0,24,32,5,1,79,4,156,284
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 193","Longueuil",15,2,57,36,2,1,24,5,142,271
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 194","Longueuil",15,1,32,24,3,0,69,3,147,328
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 195","Longueuil",15,0,31,33,3,0,53,0,135,302
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 196","Longueuil",17,0,50,51,2,1,87,0,208,400
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 197","Longueuil",18,0,42,53,6,2,91,2,214,420
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 198","Longueuil",28,0,45,43,2,2,83,2,205,404
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 199","Longueuil",25,0,65,42,1,1,71,5,210,398
