Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Geoffrey Capp,Rachael Harder,Solly Krygier-Paine,Kas MacMillan,Cheryl Meheden,Mike Pyne,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48026,"Lethbridge/Lethbridge"," 151","Lethbridge",3,112,1,7,51,43,2,219,406
48026,"Lethbridge/Lethbridge"," 152A","Lethbridge",0,167,0,2,43,58,0,270,455
48026,"Lethbridge/Lethbridge"," 152B","Lethbridge",2,118,0,5,30,40,0,195,343
48026,"Lethbridge/Lethbridge"," 153","Lethbridge",0,135,0,6,50,58,0,249,429
48026,"Lethbridge/Lethbridge"," 154A","Lethbridge",2,208,0,7,21,48,0,286,437
48026,"Lethbridge/Lethbridge"," 154B","Mobile poll/Bureau itinérant",3,40,0,3,9,17,0,72,56
48026,"Lethbridge/Lethbridge"," 155","Lethbridge",3,201,0,4,33,30,2,273,437
48026,"Lethbridge/Lethbridge"," 156","Lethbridge",0,187,0,5,33,56,0,281,452
48026,"Lethbridge/Lethbridge"," 157","Lethbridge",2,179,2,1,30,55,0,269,442
48026,"Lethbridge/Lethbridge"," 158","Lethbridge",1,209,0,7,32,50,0,299,472
48026,"Lethbridge/Lethbridge"," 159A","Lethbridge",1,162,0,4,23,40,1,231,397
48026,"Lethbridge/Lethbridge"," 159B","Lethbridge",2,125,1,3,35,31,0,197,346
48026,"Lethbridge/Lethbridge"," 160","Lethbridge",11,206,0,4,42,31,0,294,489
48026,"Lethbridge/Lethbridge"," 161","Lethbridge",2,122,1,10,54,69,0,258,424
48026,"Lethbridge/Lethbridge"," 162","Lethbridge",0,144,0,6,52,61,0,263,480
48026,"Lethbridge/Lethbridge"," 163","Lethbridge",2,136,1,5,43,59,0,246,459
48026,"Lethbridge/Lethbridge"," 164","Lethbridge",1,94,0,4,56,39,1,195,375
48026,"Lethbridge/Lethbridge"," 165","Lethbridge",1,133,0,8,39,44,0,225,365
48026,"Lethbridge/Lethbridge"," 166","Lethbridge",0,133,4,8,37,45,0,227,392
48026,"Lethbridge/Lethbridge"," 167","Lethbridge",2,81,2,6,42,45,0,178,366
48026,"Lethbridge/Lethbridge"," 168","Lethbridge",3,159,0,4,42,37,0,245,413
48026,"Lethbridge/Lethbridge"," 169","Lethbridge",3,75,2,3,33,32,0,148,305
48026,"Lethbridge/Lethbridge"," 170","Lethbridge",1,112,1,10,35,49,0,208,379
48026,"Lethbridge/Lethbridge"," 171","Lethbridge",1,109,1,8,57,38,1,215,374
48026,"Lethbridge/Lethbridge"," 172","Lethbridge",0,122,0,6,38,48,1,215,370
48026,"Lethbridge/Lethbridge"," 173","Lethbridge",3,129,0,3,64,53,2,254,433
48026,"Lethbridge/Lethbridge"," 174","Lethbridge",2,152,1,4,52,45,0,256,409
48026,"Lethbridge/Lethbridge"," 175","Lethbridge",1,167,1,5,38,53,0,265,398
48026,"Lethbridge/Lethbridge"," 176","Lethbridge",1,143,0,5,23,52,1,225,368
48026,"Lethbridge/Lethbridge"," 177","Lethbridge",3,241,0,10,49,66,0,369,570
48026,"Lethbridge/Lethbridge"," 178","Lethbridge",3,140,1,1,32,32,1,210,285
48026,"Lethbridge/Lethbridge"," 179","Lethbridge",2,123,2,4,21,31,3,186,271
48026,"Lethbridge/Lethbridge"," 180","Coaldale",8,216,0,3,20,22,0,269,487
48026,"Lethbridge/Lethbridge"," 181","Tempest",16,209,0,5,25,32,0,287,502
48026,"Lethbridge/Lethbridge"," 182","Coaldale",4,134,0,5,29,15,1,188,452
48026,"Lethbridge/Lethbridge"," 183","Coaldale",6,143,2,5,36,27,0,219,461
48026,"Lethbridge/Lethbridge"," 184","Wilson",5,221,2,5,30,19,2,284,503
48026,"Lethbridge/Lethbridge"," 185A","Coaldale",3,132,1,3,17,22,0,178,310
48026,"Lethbridge/Lethbridge"," 185B","Coaldale",3,157,0,1,21,22,0,204,312
48026,"Lethbridge/Lethbridge"," 186","Tempest",3,99,0,2,6,8,0,118,246
48026,"Lethbridge/Lethbridge"," 187","Coaldale",6,189,1,5,29,35,0,265,447
48026,"Lethbridge/Lethbridge"," 188","Coaldale",4,133,3,5,25,29,0,199,343
48026,"Lethbridge/Lethbridge"," 189","Coaldale",3,175,0,2,32,44,1,257,463
48026,"Lethbridge/Lethbridge"," 190","Judson",14,185,1,4,11,19,0,234,491
48026,"Lethbridge/Lethbridge"," 191A","Coaldale",3,90,1,6,21,22,0,143,306
48026,"Lethbridge/Lethbridge"," 191B","Mobile poll/Bureau itinérant",1,66,1,2,3,4,0,77,36
48026,"Lethbridge/Lethbridge"," 192","Coaldale",4,147,0,6,35,32,1,225,433
48026,"Lethbridge/Lethbridge"," 193","Coaldale",4,109,0,6,35,26,0,180,401
48026,"Lethbridge/Lethbridge"," 194","Coaldale",3,141,2,4,31,30,1,212,412
48026,"Lethbridge/Lethbridge"," 195","Coaldale",7,152,2,4,25,22,0,212,380
48026,"Lethbridge/Lethbridge"," 196","Coaldale",7,180,0,5,32,38,2,264,473
48026,"Lethbridge/Lethbridge"," 400","Lethbridge",3,120,0,1,16,21,0,161,231
48026,"Lethbridge/Lethbridge"," 401","Lethbridge",1,70,0,5,15,14,0,105,135
48026,"Lethbridge/Lethbridge"," 402","Lethbridge",6,90,0,5,10,10,0,121,189
48026,"Lethbridge/Lethbridge"," 403","Lethbridge",5,168,0,3,33,44,0,253,348
48026,"Lethbridge/Lethbridge"," 500","Mobile poll/Bureau itinérant",2,40,2,1,5,17,0,67,100
48026,"Lethbridge/Lethbridge"," 501","Mobile poll/Bureau itinérant",4,47,2,4,11,26,1,95,138
48026,"Lethbridge/Lethbridge"," 502","Mobile poll/Bureau itinérant",3,120,0,7,18,30,0,178,225
48026,"Lethbridge/Lethbridge"," 503","Mobile poll/Bureau itinérant",2,97,2,9,20,28,0,158,191
48026,"Lethbridge/Lethbridge"," 504A","Mobile poll/Bureau itinérant",1,38,0,2,12,13,1,67,96
48026,"Lethbridge/Lethbridge"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°191B,,,,,,,,5
48026,"Lethbridge/Lethbridge"," 505","Mobile poll/Bureau itinérant",2,82,0,3,26,25,3,141,202
48026,"Lethbridge/Lethbridge"," 506","Mobile poll/Bureau itinérant",4,65,0,4,11,20,2,106,152
48026,"Lethbridge/Lethbridge"," 600","Lethbridge County--Picture Butte",14,307,1,10,25,38,1,396,
48026,"Lethbridge/Lethbridge"," 601","Lethbridge County--Picture Butte",22,282,0,17,67,56,0,444,
48026,"Lethbridge/Lethbridge"," 602","Lethbridge",8,421,3,14,145,130,2,723,
48026,"Lethbridge/Lethbridge"," 603","Lethbridge",4,541,3,27,192,159,3,929,
48026,"Lethbridge/Lethbridge"," 604","Lethbridge",8,271,2,16,155,130,1,583,
48026,"Lethbridge/Lethbridge"," 605","Lethbridge",3,558,1,26,249,168,2,1007,
48026,"Lethbridge/Lethbridge"," 606","Lethbridge",4,358,2,7,180,127,0,678,
48026,"Lethbridge/Lethbridge"," 607","Lethbridge",6,364,3,15,265,133,2,788,
48026,"Lethbridge/Lethbridge"," 608","Lethbridge",5,372,1,13,322,159,2,874,
48026,"Lethbridge/Lethbridge"," 609","Lethbridge",1,254,3,14,261,97,1,631,
48026,"Lethbridge/Lethbridge"," 610","Lethbridge",3,366,1,11,147,111,2,641,
48026,"Lethbridge/Lethbridge"," 611","Lethbridge",4,455,5,11,239,143,1,858,
48026,"Lethbridge/Lethbridge"," 612","Lethbridge",1,479,4,1,97,90,1,673,
48026,"Lethbridge/Lethbridge"," 613","Lethbridge County--Coaldale",30,789,5,33,152,110,2,1121,
48026,"Lethbridge/Lethbridge",,"Group 1/Groupe 1",0,27,2,2,29,54,3,117,98
48026,"Lethbridge/Lethbridge",,"Group 2/Groupe 2",6,625,0,24,282,180,22,1139,
