Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Randall Garrison,Frances Litman,Shari Lukens,David Merner,Tyson Strandlund,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 600","Sooke",269,211,237,211,1,1,930,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 601","Saanich",295,163,145,175,1,1,780,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 602","Esquimalt",407,282,207,243,1,3,1143,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 603","Esquimalt",549,225,121,255,0,0,1150,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 604","Sooke",546,195,259,336,4,0,1340,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 605","View Royal",501,208,248,335,0,1,1293,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 606","Esquimalt",642,236,148,261,1,5,1293,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 607","Esquimalt",537,209,162,282,3,3,1196,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 608","Esquimalt",727,302,233,385,1,2,1650,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 609","Esquimalt",407,190,255,256,3,0,1111,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 610","Colwood",417,172,358,349,1,0,1297,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 611","Sooke",432,158,221,234,1,1,1047,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 612","Sooke",512,198,284,320,0,2,1316,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke"," 613","Metchosin",325,185,163,159,2,0,834,
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke",,"Group 1/Groupe 1",118,77,201,206,3,32,637,136
59026,"Esquimalt--Saanich--Sooke/Esquimalt--Saanich--Sooke",,"Group 2/Groupe 2",912,407,345,390,6,44,2104,
