Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gisèle Dallaire,Sabin Gaudreault,Denis Lebel,Laurence Requilé,Sabin Simard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 89A","Alma",85,50,61,1,43,7,247,430
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 89B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,43
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 90","Alma",90,45,57,4,41,5,242,441
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 91","Alma",61,42,38,3,52,1,197,402
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 92","Alma",70,27,46,2,34,1,180,358
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 93A","Alma",86,44,56,0,44,0,230,429
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 93B","Alma",Merged with No./Fusionné avec le n°87,,,,,,,39
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 94A","Alma",102,64,49,4,41,4,264,425
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 94B","Alma",Merged with No./Fusionné avec le n°87,,,,,,,6
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 95","Alma",91,52,68,5,45,3,264,434
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 96A","Alma",81,23,42,1,30,1,178,338
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 96B","Alma",68,26,41,1,22,9,167,319
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 97","Alma",79,41,59,2,39,3,223,404
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 98","Saint-Bruno",72,39,62,2,37,1,213,385
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 99","Saint-Bruno",55,47,62,0,48,0,212,347
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 100","Saint-Bruno",61,54,46,2,21,3,187,343
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 101","Saint-Bruno",53,29,47,2,24,5,160,309
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 102","Saint-Bruno",71,46,78,3,53,12,263,397
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 103","Saint-Bruno",62,39,53,2,28,3,187,321
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 104","Hébertville-Station",46,44,34,1,45,2,172,286
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 105","Hébertville-Station",81,40,29,5,46,5,206,357
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 106","Hébertville-Station",59,43,47,1,39,7,196,326
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 107","Hébertville",63,39,48,5,36,1,192,337
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 108","Hébertville",95,39,33,5,42,3,217,394
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 109A","Hébertville",44,31,30,2,27,2,136,248
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 109B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,10
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 110","Hébertville",63,24,57,1,28,2,175,289
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 111A","Hébertville",67,36,42,3,26,3,177,355
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 111B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,35
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 112","Hébertville",55,48,31,5,28,5,172,326
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 113","Métabetchouan--Lac-à-la-Croix",34,35,45,1,28,2,145,300
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 114","Métabetchouan--Lac-à-la-Croix",63,26,33,1,30,6,159,346
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 115","Métabetchouan--Lac-à-la-Croix",33,22,42,4,32,3,136,273
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 116","Métabetchouan--Lac-à-la-Croix",35,33,39,2,37,3,149,314
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 117","Métabetchouan--Lac-à-la-Croix",34,22,31,4,28,4,123,274
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 118","Métabetchouan--Lac-à-la-Croix",51,31,35,2,39,3,161,323
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 119","Métabetchouan--Lac-à-la-Croix",54,32,42,1,45,4,178,310
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 120","Métabetchouan--Lac-à-la-Croix",67,25,55,0,39,2,188,314
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 121","Desbiens",40,38,70,1,27,3,179,323
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 122","Desbiens",43,45,44,2,30,4,168,270
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 123","Desbiens",38,39,51,1,27,4,160,283
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 124A","Mashteuiatsh",37,13,42,0,24,0,116,294
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 124B","Roberval",Merged with No./Fusionné avec le n°129,,,,,,,83
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 125","Mashteuiatsh",41,5,36,1,49,2,134,439
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 126","Mashteuiatsh",37,12,23,1,32,1,106,429
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 127","Mashteuiatsh",58,20,30,1,49,2,160,477
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 128","Roberval",35,20,72,0,27,0,154,426
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 129","Roberval",21,16,37,3,22,5,104,304
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 130","Roberval",60,29,96,1,33,2,221,401
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 131","Roberval",50,33,118,4,30,2,237,431
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 132","Roberval",32,27,78,0,27,4,168,381
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 133","Roberval",31,22,93,3,17,1,167,378
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 134","Roberval",45,25,68,4,19,2,163,395
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 135","Dolbeau-Mistassini",35,30,56,2,21,2,146,307
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 136","Dolbeau-Mistassini",52,42,60,2,31,2,189,344
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 137","Dolbeau-Mistassini",23,30,36,2,24,1,116,345
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 138","Dolbeau-Mistassini",39,33,43,1,30,2,148,355
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 139","Dolbeau-Mistassini",33,19,52,1,27,3,135,420
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 140","Dolbeau-Mistassini",46,28,78,1,44,3,200,421
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 141","Dolbeau-Mistassini",19,43,57,2,34,1,156,344
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 142","Dolbeau-Mistassini",66,32,59,1,58,7,223,418
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 143","Dolbeau-Mistassini",46,31,46,2,34,7,166,441
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 144","Dolbeau-Mistassini",55,40,101,0,41,5,242,490
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 145","Dolbeau-Mistassini",38,17,51,2,25,0,133,305
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 146","Dolbeau-Mistassini",47,23,43,0,33,3,149,295
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 147","Dolbeau-Mistassini",35,23,85,0,48,1,192,416
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 148","Dolbeau-Mistassini",35,34,32,4,28,1,134,375
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 149","Dolbeau-Mistassini",44,28,26,4,25,3,130,340
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 150","Dolbeau-Mistassini",51,21,51,1,30,5,159,369
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 151","Dolbeau-Mistassini",36,44,56,1,40,2,179,399
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 152","Dolbeau-Mistassini",47,33,60,2,22,3,167,367
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 153","Albanel",33,27,30,2,26,3,121,293
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 154","Albanel",55,45,64,1,37,6,208,410
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 155","Albanel",71,44,48,7,31,3,204,361
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 156","Albanel",66,28,64,4,37,2,201,335
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 157","Albanel",55,40,63,3,43,2,206,330
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 158","Girardville",94,39,93,4,63,2,295,252
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 159","Girardville",53,27,97,2,56,2,237,368
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 160","Saint-Edmond",37,27,86,4,41,3,198,314
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 161","Normandin",67,20,73,3,55,7,225,392
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 162","Normandin",52,30,67,3,20,3,175,318
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 163","Normandin",32,19,61,1,34,2,149,291
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 164","Normandin",35,32,72,6,33,3,181,370
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 165","Normandin",32,22,54,3,34,0,145,312
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 166","Normandin",38,26,52,3,46,6,171,376
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 167","Normandin",62,38,42,3,25,4,174,333
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 168","Saint-Félicien",48,49,54,3,37,3,194,328
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 169","Saint-Méthode",55,23,55,4,38,4,179,333
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 170","Saint-Méthode",76,42,104,1,42,3,268,516
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 171","Saint-Félicien",46,23,77,3,54,2,205,417
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 172","Saint-Félicien",53,43,79,5,49,1,230,395
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 173","Saint-Félicien",56,35,80,3,42,2,218,419
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 174","Saint-Félicien",44,29,88,1,32,1,195,374
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 175","Saint-Félicien",55,14,83,0,35,0,187,433
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 176","Saint-Félicien",49,36,74,3,26,3,191,429
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 177","Saint-Félicien",52,26,76,4,35,5,198,452
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 178","Saint-Félicien",45,42,112,3,39,4,245,491
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 179","Saint-Félicien",68,31,90,3,54,2,248,464
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 180A","Saint-Félicien",32,28,64,1,36,4,165,349
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 180B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,37
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 181","Saint-Félicien",41,37,101,4,35,7,225,442
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 182","Saint-Félicien",56,27,77,5,42,9,216,442
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 183","Saint-Félicien",51,17,102,0,31,2,203,407
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 184","Saint-Félicien",69,41,92,3,40,8,253,442
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 185","Saint-Félicien",57,33,96,2,51,5,244,448
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 186","Saint-Félicien",52,28,74,1,60,2,217,477
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 187","La Doré",32,21,59,1,34,7,154,287
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 188","La Doré",41,19,56,2,28,4,150,273
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 189","La Doré",35,23,88,2,29,3,180,319
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 190","La Doré",41,23,76,4,22,4,170,261
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 191A","La Doré",Merged with No./Fusionné avec le n°188,,,,,,,33
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 191B","Sainte-Hedwidge",48,37,86,1,29,2,203,346
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 192","Sainte-Hedwidge",33,37,84,2,30,5,191,320
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 193","Saint-Prime",43,20,73,3,37,1,177,297
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 194","Saint-Prime",60,16,93,2,30,5,206,397
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 195","Saint-Prime",59,30,70,5,42,3,209,368
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 196","Saint-Prime",50,26,62,4,30,6,178,380
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 197","Saint-Prime",66,34,57,0,36,3,196,354
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 198","Saint-Prime",56,33,73,3,18,5,188,358
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 199","Roberval",25,27,72,1,23,2,150,368
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 200","Roberval",45,22,102,0,23,1,193,412
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 201","Roberval",54,21,76,4,30,2,187,350
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 202","Roberval",37,22,87,0,20,2,168,378
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 203","Roberval",36,21,71,4,26,4,162,366
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 204A","Roberval",38,12,52,2,23,0,127,323
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 204B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509A,,,,,,,12
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 205","Roberval",47,26,97,1,23,1,195,377
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 206","Roberval",48,28,95,4,20,3,198,397
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 207","Roberval",36,26,81,0,22,4,169,369
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 208","Roberval",22,28,65,4,30,1,150,388
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 209","Roberval",42,35,55,3,27,4,166,396
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 210","Roberval",31,14,50,1,25,2,123,404
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 211","Roberval",13,23,34,0,20,2,92,330
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 212","Roberval",34,33,50,3,16,0,136,375
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 213","Chambord",53,34,67,4,24,2,184,342
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 214","Chambord",45,19,72,3,30,4,173,335
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 215","Chambord",40,39,54,4,21,2,160,312
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 216","Chambord",51,47,71,3,35,3,210,403
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 217","Saint-André-du-Lac-Saint-Jean",66,26,67,3,64,2,228,387
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 218","Saint-François-de-Sales",57,23,48,6,46,5,185,329
24035,"Lac-Saint-Jean/Lac-Saint-Jean"," 219","Saint-François-de-Sales",30,30,31,3,18,3,115,199
