Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carolynn Ioannoni,Rob Nicholson,Ron Planche,Steven Soos,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35067,"Niagara Falls/Niagara Falls"," 41","Niagara Falls",63,139,96,1,0,299,539
35067,"Niagara Falls/Niagara Falls"," 42","Niagara Falls",36,87,63,2,1,189,371
35067,"Niagara Falls/Niagara Falls"," 43","Niagara Falls",31,81,83,4,0,199,343
35067,"Niagara Falls/Niagara Falls"," 44","Niagara Falls",26,84,59,2,0,171,315
35067,"Niagara Falls/Niagara Falls"," 45","Niagara Falls",40,119,77,2,1,239,400
35067,"Niagara Falls/Niagara Falls"," 46","Niagara Falls",62,96,73,9,0,240,490
35067,"Niagara Falls/Niagara Falls"," 47","Niagara Falls",31,56,47,3,2,139,371
35067,"Niagara Falls/Niagara Falls"," 48","Niagara Falls",51,88,54,4,0,197,403
35067,"Niagara Falls/Niagara Falls"," 49","Niagara Falls",47,133,79,4,2,265,464
35067,"Niagara Falls/Niagara Falls"," 50","Niagara Falls",32,72,72,5,2,183,393
35067,"Niagara Falls/Niagara Falls"," 51","Niagara Falls",56,90,80,15,0,241,435
35067,"Niagara Falls/Niagara Falls"," 52","Niagara Falls",40,75,85,8,1,209,391
35067,"Niagara Falls/Niagara Falls"," 53","Niagara Falls",55,95,61,3,0,214,492
35067,"Niagara Falls/Niagara Falls"," 54","Niagara Falls",40,51,49,1,0,141,354
35067,"Niagara Falls/Niagara Falls"," 55","Niagara Falls",40,81,55,1,2,179,410
35067,"Niagara Falls/Niagara Falls"," 56","Niagara Falls",66,126,77,5,0,274,444
35067,"Niagara Falls/Niagara Falls"," 57","Niagara Falls",60,82,81,10,1,234,487
35067,"Niagara Falls/Niagara Falls"," 58","Niagara Falls",53,88,69,6,0,216,444
35067,"Niagara Falls/Niagara Falls"," 59","Niagara Falls",56,63,56,5,0,180,423
35067,"Niagara Falls/Niagara Falls"," 60","Niagara Falls",39,107,65,8,0,219,374
35067,"Niagara Falls/Niagara Falls"," 61","Niagara Falls",33,85,93,3,2,216,368
35067,"Niagara Falls/Niagara Falls"," 62","Niagara Falls",29,111,65,2,2,209,397
35067,"Niagara Falls/Niagara Falls"," 63","Niagara Falls",62,77,95,7,0,241,518
35067,"Niagara Falls/Niagara Falls"," 64","Niagara Falls",35,69,78,6,1,189,383
35067,"Niagara Falls/Niagara Falls"," 65","Niagara Falls",56,100,77,11,0,244,466
35067,"Niagara Falls/Niagara Falls"," 66","Niagara Falls",44,86,101,10,3,244,416
35067,"Niagara Falls/Niagara Falls"," 67","Niagara Falls",69,71,97,1,1,239,465
35067,"Niagara Falls/Niagara Falls"," 68","Niagara Falls",45,132,107,4,1,289,547
35067,"Niagara Falls/Niagara Falls"," 69","Niagara Falls",52,109,130,3,0,294,516
35067,"Niagara Falls/Niagara Falls"," 70","Niagara Falls",28,76,58,6,1,169,329
35067,"Niagara Falls/Niagara Falls"," 71","Niagara Falls",40,68,75,4,0,187,376
35067,"Niagara Falls/Niagara Falls"," 72","Niagara Falls",30,120,91,1,1,243,482
35067,"Niagara Falls/Niagara Falls"," 73","Niagara Falls",39,79,77,4,0,199,348
35067,"Niagara Falls/Niagara Falls"," 74","Niagara Falls",48,113,93,2,2,258,441
35067,"Niagara Falls/Niagara Falls"," 75","Niagara Falls",38,81,80,5,5,209,459
35067,"Niagara Falls/Niagara Falls"," 76","Niagara Falls",58,80,73,3,1,215,457
35067,"Niagara Falls/Niagara Falls"," 77","Niagara Falls",48,94,87,5,2,236,464
35067,"Niagara Falls/Niagara Falls"," 78","Niagara Falls",38,52,74,2,3,169,364
35067,"Niagara Falls/Niagara Falls"," 79","Niagara Falls",48,73,73,6,0,200,465
35067,"Niagara Falls/Niagara Falls"," 80","Niagara Falls",45,62,80,7,1,195,405
35067,"Niagara Falls/Niagara Falls"," 81","Niagara Falls",40,100,76,2,2,220,434
35067,"Niagara Falls/Niagara Falls"," 82","Niagara Falls",43,84,72,1,0,200,437
35067,"Niagara Falls/Niagara Falls"," 83","Niagara Falls",34,74,84,3,1,196,422
35067,"Niagara Falls/Niagara Falls"," 84","Niagara Falls",45,100,47,4,0,196,372
35067,"Niagara Falls/Niagara Falls"," 85","Niagara Falls",37,57,69,3,1,167,387
35067,"Niagara Falls/Niagara Falls"," 86","Niagara Falls",33,65,64,3,1,166,401
35067,"Niagara Falls/Niagara Falls"," 87","Niagara Falls",38,49,61,2,1,151,299
35067,"Niagara Falls/Niagara Falls"," 88","Niagara Falls",47,99,90,3,1,240,474
35067,"Niagara Falls/Niagara Falls"," 89","Niagara Falls",74,85,104,3,0,266,517
35067,"Niagara Falls/Niagara Falls"," 90","Niagara Falls",69,87,89,7,1,253,471
35067,"Niagara Falls/Niagara Falls"," 91","Niagara Falls",62,74,64,8,1,209,406
35067,"Niagara Falls/Niagara Falls"," 92","Niagara Falls",58,54,64,7,1,184,384
35067,"Niagara Falls/Niagara Falls"," 93","Niagara Falls",39,77,76,5,1,198,373
35067,"Niagara Falls/Niagara Falls"," 94","Niagara Falls",67,86,72,7,2,234,485
35067,"Niagara Falls/Niagara Falls"," 95","Niagara Falls",52,72,83,4,3,214,430
35067,"Niagara Falls/Niagara Falls"," 96","Niagara Falls",55,102,116,5,1,279,532
35067,"Niagara Falls/Niagara Falls"," 97","Niagara Falls",43,61,83,4,2,193,364
35067,"Niagara Falls/Niagara Falls"," 98","Niagara Falls",28,50,55,4,2,139,315
35067,"Niagara Falls/Niagara Falls"," 99","Niagara Falls",63,44,60,8,5,180,401
35067,"Niagara Falls/Niagara Falls"," 100","Niagara Falls",48,62,79,7,2,198,403
35067,"Niagara Falls/Niagara Falls"," 101","Niagara Falls",36,51,58,5,1,151,394
35067,"Niagara Falls/Niagara Falls"," 102","Niagara Falls",53,73,75,6,2,209,384
35067,"Niagara Falls/Niagara Falls"," 103","Niagara Falls",51,58,75,7,2,193,504
35067,"Niagara Falls/Niagara Falls"," 104","Niagara Falls",60,45,66,7,0,178,362
35067,"Niagara Falls/Niagara Falls"," 105","Niagara Falls",61,43,82,9,1,196,437
35067,"Niagara Falls/Niagara Falls"," 106","Niagara Falls",62,44,80,9,0,195,450
35067,"Niagara Falls/Niagara Falls"," 107","Niagara Falls",32,47,45,11,1,136,307
35067,"Niagara Falls/Niagara Falls"," 108","Niagara Falls",33,38,69,5,1,146,420
35067,"Niagara Falls/Niagara Falls"," 109","Niagara Falls",28,35,55,8,0,126,351
35067,"Niagara Falls/Niagara Falls"," 110","Niagara Falls",41,37,38,7,0,123,347
35067,"Niagara Falls/Niagara Falls"," 111","Niagara Falls",27,27,49,13,0,116,358
35067,"Niagara Falls/Niagara Falls"," 112","Niagara Falls",46,56,46,11,1,160,369
35067,"Niagara Falls/Niagara Falls"," 113","Niagara Falls",39,45,45,9,1,139,376
35067,"Niagara Falls/Niagara Falls"," 114","Niagara Falls",39,45,59,5,3,151,310
35067,"Niagara Falls/Niagara Falls"," 115","Niagara Falls",50,60,54,10,1,175,331
35067,"Niagara Falls/Niagara Falls"," 116","Niagara Falls",68,118,121,4,2,313,594
35067,"Niagara Falls/Niagara Falls"," 117","Niagara Falls",47,56,82,11,0,196,447
35067,"Niagara Falls/Niagara Falls"," 118","Niagara Falls",57,80,77,6,4,224,482
35067,"Niagara Falls/Niagara Falls"," 119","Niagara Falls",33,29,57,5,0,124,340
35067,"Niagara Falls/Niagara Falls"," 120","Niagara Falls",49,20,52,1,2,124,311
35067,"Niagara Falls/Niagara Falls"," 121","Niagara Falls",33,59,51,4,2,149,350
35067,"Niagara Falls/Niagara Falls"," 122","Niagara Falls",42,30,64,4,1,141,350
35067,"Niagara Falls/Niagara Falls"," 123","Niagara Falls",30,29,45,5,2,111,295
35067,"Niagara Falls/Niagara Falls"," 124","Niagara Falls",29,45,44,8,2,128,354
35067,"Niagara Falls/Niagara Falls"," 125","Niagara Falls",66,47,59,13,0,185,352
35067,"Niagara Falls/Niagara Falls"," 126","Niagara Falls",42,26,47,9,1,125,385
35067,"Niagara Falls/Niagara Falls"," 127","Niagara Falls",72,65,61,3,1,202,432
35067,"Niagara Falls/Niagara Falls"," 128","Niagara Falls",47,58,93,3,1,202,433
35067,"Niagara Falls/Niagara Falls"," 129","Niagara Falls",50,98,73,13,0,234,410
35067,"Niagara Falls/Niagara Falls"," 130","Niagara Falls",47,35,52,3,3,140,293
35067,"Niagara Falls/Niagara Falls"," 131","Niagara Falls",44,56,53,6,2,161,349
35067,"Niagara Falls/Niagara Falls"," 132","Niagara Falls",41,68,63,4,0,176,403
35067,"Niagara Falls/Niagara Falls"," 133","Niagara Falls",37,56,74,9,2,178,381
35067,"Niagara Falls/Niagara Falls"," 134","Niagara Falls",51,58,63,13,2,187,396
35067,"Niagara Falls/Niagara Falls"," 135","Niagara Falls",42,69,67,6,3,187,449
35067,"Niagara Falls/Niagara Falls"," 136","Niagara Falls",60,54,65,6,1,186,421
35067,"Niagara Falls/Niagara Falls"," 137","Niagara Falls",37,60,55,6,3,161,428
35067,"Niagara Falls/Niagara Falls"," 138","Niagara Falls",53,41,51,4,0,149,363
35067,"Niagara Falls/Niagara Falls"," 139","Niagara Falls",29,43,58,2,1,133,338
35067,"Niagara Falls/Niagara Falls"," 140","Niagara Falls",52,69,77,9,2,209,495
35067,"Niagara Falls/Niagara Falls"," 141","Niagara Falls",57,57,55,9,2,180,436
35067,"Niagara Falls/Niagara Falls"," 142","Niagara Falls",88,71,96,5,0,260,529
35067,"Niagara Falls/Niagara Falls"," 143","Niagara Falls",55,92,74,3,1,225,515
35067,"Niagara Falls/Niagara Falls"," 144","Niagara Falls",52,69,73,2,2,198,471
35067,"Niagara Falls/Niagara Falls"," 145","Niagara Falls",65,73,77,3,0,218,489
35067,"Niagara Falls/Niagara Falls"," 146","Niagara Falls",48,81,65,4,0,198,360
35067,"Niagara Falls/Niagara Falls"," 147","Niagara Falls",51,61,52,3,1,168,368
35067,"Niagara Falls/Niagara Falls"," 148","Niagara Falls",34,104,75,2,3,218,426
35067,"Niagara Falls/Niagara Falls"," 149","Niagara Falls",64,33,79,9,2,187,467
35067,"Niagara Falls/Niagara Falls"," 150","Niagara Falls",36,39,52,9,4,140,308
35067,"Niagara Falls/Niagara Falls"," 151","Niagara Falls",49,43,86,6,1,185,450
35067,"Niagara Falls/Niagara Falls"," 152","Niagara Falls",26,41,58,4,0,129,321
35067,"Niagara Falls/Niagara Falls"," 153","Niagara Falls",56,69,63,7,1,196,441
35067,"Niagara Falls/Niagara Falls"," 154","Niagara Falls",42,48,44,2,1,137,331
35067,"Niagara Falls/Niagara Falls"," 155","Niagara Falls",40,64,48,3,0,155,300
35067,"Niagara Falls/Niagara Falls"," 156A","Niagara Falls",37,73,79,5,0,194,421
35067,"Niagara Falls/Niagara Falls"," 156B","Niagara Falls",43,63,74,3,2,185,419
35067,"Niagara Falls/Niagara Falls"," 157","Niagara Falls",63,69,86,13,1,232,458
35067,"Niagara Falls/Niagara Falls"," 158","Niagara Falls",68,87,90,3,0,248,489
35067,"Niagara Falls/Niagara Falls"," 159","Niagara Falls",38,99,119,5,0,261,616
35067,"Niagara Falls/Niagara Falls"," 160","Niagara Falls",53,127,110,5,1,296,595
35067,"Niagara Falls/Niagara Falls"," 161","Niagara Falls",34,96,80,2,0,212,453
35067,"Niagara Falls/Niagara Falls"," 162","Niagara Falls",39,122,100,0,0,261,510
35067,"Niagara Falls/Niagara Falls"," 163","Niagara Falls",29,83,96,0,2,210,463
35067,"Niagara Falls/Niagara Falls"," 164","Niagara Falls",43,87,87,2,0,219,443
35067,"Niagara Falls/Niagara Falls"," 165","Niagara Falls",39,87,85,3,1,215,446
35067,"Niagara Falls/Niagara Falls"," 166","Niagara Falls",33,69,79,5,1,187,378
35067,"Niagara Falls/Niagara Falls"," 167","Niagara Falls",28,78,69,3,2,180,407
35067,"Niagara Falls/Niagara Falls"," 168","Niagara Falls",38,39,56,8,0,141,368
35067,"Niagara Falls/Niagara Falls"," 169","Niagara Falls",34,34,55,2,0,125,287
35067,"Niagara Falls/Niagara Falls"," 170","Niagara Falls",71,115,106,4,0,296,616
35067,"Niagara Falls/Niagara Falls"," 171","Niagara Falls",40,142,64,8,1,255,504
35067,"Niagara Falls/Niagara Falls"," 172","Niagara Falls",42,95,53,9,0,199,367
35067,"Niagara Falls/Niagara Falls"," 173","Niagara Falls",31,137,52,10,0,230,410
35067,"Niagara Falls/Niagara Falls"," 174","Niagara Falls",44,96,86,4,0,230,427
35067,"Niagara Falls/Niagara Falls"," 175","Niagara Falls",64,112,70,6,0,252,464
35067,"Niagara Falls/Niagara Falls"," 176","Niagara Falls",62,73,76,9,2,222,460
35067,"Niagara Falls/Niagara Falls"," 177","Niagara Falls",51,70,78,5,0,204,408
35067,"Niagara Falls/Niagara Falls"," 178","Niagara Falls",65,104,82,5,0,256,495
35067,"Niagara Falls/Niagara Falls"," 179","Niagara Falls",62,77,69,5,1,214,487
35067,"Niagara Falls/Niagara Falls"," 180","Niagara Falls",47,81,61,10,2,201,433
35067,"Niagara Falls/Niagara Falls"," 181","Niagara Falls",82,112,89,6,4,293,506
35067,"Niagara Falls/Niagara Falls"," 182","Niagara Falls",41,87,60,1,0,189,326
35067,"Niagara Falls/Niagara Falls"," 183","Niagara Falls",52,103,66,5,0,226,386
35067,"Niagara Falls/Niagara Falls"," 184","Fort Erie",31,87,32,1,1,152,313
35067,"Niagara Falls/Niagara Falls"," 185","Fort Erie",29,65,42,1,0,137,284
35067,"Niagara Falls/Niagara Falls"," 186","Fort Erie",49,105,50,4,3,211,383
35067,"Niagara Falls/Niagara Falls"," 187","Fort Erie",67,194,68,7,0,336,580
35067,"Niagara Falls/Niagara Falls"," 188","Fort Erie",38,80,48,8,0,174,330
35067,"Niagara Falls/Niagara Falls"," 189","Fort Erie",18,64,49,3,1,135,327
35067,"Niagara Falls/Niagara Falls"," 190","Fort Erie",39,82,41,5,0,167,384
35067,"Niagara Falls/Niagara Falls"," 191","Fort Erie",53,128,99,10,0,290,493
35067,"Niagara Falls/Niagara Falls"," 192","Fort Erie",40,106,64,7,0,217,408
35067,"Niagara Falls/Niagara Falls"," 193","Fort Erie",60,86,81,14,1,242,480
35067,"Niagara Falls/Niagara Falls"," 194","Fort Erie",48,71,51,4,0,174,431
35067,"Niagara Falls/Niagara Falls"," 195","Fort Erie",57,67,62,6,0,192,446
35067,"Niagara Falls/Niagara Falls"," 196","Fort Erie",68,50,41,8,1,168,421
35067,"Niagara Falls/Niagara Falls"," 197","Fort Erie",41,66,62,5,0,174,438
35067,"Niagara Falls/Niagara Falls"," 198","Fort Erie",50,77,59,1,0,187,450
35067,"Niagara Falls/Niagara Falls"," 199","Fort Erie",50,55,58,4,1,168,369
35067,"Niagara Falls/Niagara Falls"," 200","Fort Erie",60,60,60,7,1,188,442
35067,"Niagara Falls/Niagara Falls"," 201","Fort Erie",52,56,61,9,0,178,437
35067,"Niagara Falls/Niagara Falls"," 202","Fort Erie",39,71,57,4,1,172,417
35067,"Niagara Falls/Niagara Falls"," 203","Fort Erie",42,49,37,5,1,134,315
35067,"Niagara Falls/Niagara Falls"," 204","Fort Erie",39,81,86,7,0,213,424
35067,"Niagara Falls/Niagara Falls"," 205","Fort Erie",56,76,64,3,1,200,454
35067,"Niagara Falls/Niagara Falls"," 206","Fort Erie",41,82,50,3,0,176,361
35067,"Niagara Falls/Niagara Falls"," 207","Fort Erie",48,59,39,3,0,149,329
35067,"Niagara Falls/Niagara Falls"," 208","Fort Erie",35,78,57,5,0,175,390
35067,"Niagara Falls/Niagara Falls"," 209","Fort Erie",38,73,61,3,1,176,394
35067,"Niagara Falls/Niagara Falls"," 210","Fort Erie",39,98,51,4,0,192,377
35067,"Niagara Falls/Niagara Falls"," 211","Fort Erie",55,89,52,4,1,201,400
35067,"Niagara Falls/Niagara Falls"," 212","Fort Erie",48,91,69,3,0,211,446
35067,"Niagara Falls/Niagara Falls"," 213","Fort Erie",37,60,56,4,0,157,359
35067,"Niagara Falls/Niagara Falls"," 214","Fort Erie",50,82,36,3,1,172,362
35067,"Niagara Falls/Niagara Falls"," 215","Fort Erie",44,95,55,5,1,200,416
35067,"Niagara Falls/Niagara Falls"," 216","Fort Erie",34,72,58,6,1,171,375
35067,"Niagara Falls/Niagara Falls"," 217","Fort Erie",77,127,51,2,2,259,455
35067,"Niagara Falls/Niagara Falls"," 218","Fort Erie",58,89,82,3,3,235,495
35067,"Niagara Falls/Niagara Falls"," 219","Fort Erie",44,131,58,9,3,245,550
35067,"Niagara Falls/Niagara Falls"," 220","Fort Erie",46,77,55,4,0,182,356
35067,"Niagara Falls/Niagara Falls"," 221","Fort Erie",20,60,38,1,2,121,300
35067,"Niagara Falls/Niagara Falls"," 222","Fort Erie",51,97,60,8,0,216,478
35067,"Niagara Falls/Niagara Falls"," 223","Fort Erie",50,61,78,9,0,198,417
35067,"Niagara Falls/Niagara Falls"," 224","Fort Erie",39,48,48,6,0,141,394
35067,"Niagara Falls/Niagara Falls"," 225","Fort Erie",30,45,61,10,0,146,411
35067,"Niagara Falls/Niagara Falls"," 226","Fort Erie",43,68,52,5,1,169,385
35067,"Niagara Falls/Niagara Falls"," 227","Fort Erie",28,126,101,0,2,257,480
35067,"Niagara Falls/Niagara Falls"," 228","Fort Erie",41,59,57,4,0,161,368
35067,"Niagara Falls/Niagara Falls"," 229","Fort Erie",33,60,62,4,0,159,389
35067,"Niagara Falls/Niagara Falls"," 230","Fort Erie",30,67,52,10,0,159,351
35067,"Niagara Falls/Niagara Falls"," 231","Fort Erie",71,109,95,12,1,288,579
35067,"Niagara Falls/Niagara Falls"," 232","Fort Erie",57,66,64,5,0,192,430
35067,"Niagara Falls/Niagara Falls"," 233","Fort Erie",62,82,85,14,0,243,542
35067,"Niagara Falls/Niagara Falls"," 234","Fort Erie",59,90,59,11,0,219,457
35067,"Niagara Falls/Niagara Falls"," 235","Fort Erie",25,49,52,3,0,129,298
35067,"Niagara Falls/Niagara Falls"," 236","Fort Erie",37,88,58,5,0,188,431
35067,"Niagara Falls/Niagara Falls"," 237","Fort Erie",46,100,68,6,1,221,530
35067,"Niagara Falls/Niagara Falls"," 400","Fort Erie",64,218,98,9,2,391,616
35067,"Niagara Falls/Niagara Falls"," 401","Fort Erie",20,41,35,0,0,96,131
35067,"Niagara Falls/Niagara Falls"," 500","Mobile poll/Bureau itinérant",9,19,20,3,1,52,128
35067,"Niagara Falls/Niagara Falls"," 501","Mobile poll/Bureau itinérant",11,95,34,3,2,145,101
35067,"Niagara Falls/Niagara Falls"," 502","Mobile poll/Bureau itinérant",9,67,27,3,2,108,195
35067,"Niagara Falls/Niagara Falls"," 503","Mobile poll/Bureau itinérant",16,42,31,0,4,93,139
35067,"Niagara Falls/Niagara Falls"," 504","Mobile poll/Bureau itinérant",13,29,21,1,1,65,109
35067,"Niagara Falls/Niagara Falls"," 505","Mobile poll/Bureau itinérant",19,48,21,0,5,93,150
35067,"Niagara Falls/Niagara Falls"," 506","Mobile poll/Bureau itinérant",15,20,34,1,4,74,115
35067,"Niagara Falls/Niagara Falls"," 507","Mobile poll/Bureau itinérant",21,28,38,1,1,89,236
35067,"Niagara Falls/Niagara Falls"," 508","Mobile poll/Bureau itinérant",8,34,22,2,2,68,169
35067,"Niagara Falls/Niagara Falls"," 509A","Mobile poll/Bureau itinérant",11,29,23,1,1,65,128
35067,"Niagara Falls/Niagara Falls"," 509B","Fort Erie",Merged with No./Fusionné avec le n°198,,,,,,11
35067,"Niagara Falls/Niagara Falls"," 510","Mobile poll/Bureau itinérant",15,21,15,3,1,55,122
35067,"Niagara Falls/Niagara Falls"," 600","Niagara-on-the-Lake",171,686,583,32,5,1477,
35067,"Niagara Falls/Niagara Falls"," 601","Niagara-on-the-Lake",109,655,407,21,4,1196,
35067,"Niagara Falls/Niagara Falls"," 602","Niagara Falls",146,438,355,27,7,973,
35067,"Niagara Falls/Niagara Falls"," 603","Niagara Falls",155,351,225,8,5,744,
35067,"Niagara Falls/Niagara Falls"," 604","Niagara Falls",125,379,264,14,4,786,
35067,"Niagara Falls/Niagara Falls"," 605","Niagara Falls",173,349,218,8,4,752,
35067,"Niagara Falls/Niagara Falls"," 606","Niagara Falls",127,285,299,11,3,725,
35067,"Niagara Falls/Niagara Falls"," 607","Niagara Falls",162,254,207,18,4,645,
35067,"Niagara Falls/Niagara Falls"," 608","Niagara Falls",171,276,182,15,2,646,
35067,"Niagara Falls/Niagara Falls"," 609","Niagara Falls",120,159,178,11,5,473,
35067,"Niagara Falls/Niagara Falls"," 610","Niagara Falls",80,167,135,13,2,397,
35067,"Niagara Falls/Niagara Falls"," 611","Niagara Falls",156,228,183,11,2,580,
35067,"Niagara Falls/Niagara Falls"," 612","Niagara Falls",164,371,187,22,2,746,
35067,"Niagara Falls/Niagara Falls"," 613","Niagara Falls",89,281,119,9,2,500,
35067,"Niagara Falls/Niagara Falls"," 614","Fort Erie",172,307,169,16,1,665,
35067,"Niagara Falls/Niagara Falls"," 615","Fort Erie",181,410,239,18,1,849,
35067,"Niagara Falls/Niagara Falls"," 616","Fort Erie",274,510,373,25,5,1187,
35067,"Niagara Falls/Niagara Falls",,"Group 1/Groupe 1",19,50,88,5,9,171,106
35067,"Niagara Falls/Niagara Falls",,"Group 2/Groupe 2",339,684,445,45,33,1546,
