Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joël Charest,Kédina Fleury-Samson,Jean-François Fortin,Rémi Massé,Éric Normand,André Savoie,Sherri Springle,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 12","Matane",30,27,15,89,0,8,1,3,173,399
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 13","Matane",22,34,21,104,2,9,2,0,194,453
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 14","Matane",10,30,18,74,0,1,3,2,138,376
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 15","Matane",13,41,24,87,1,7,1,2,176,410
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 16","Matane",24,29,24,65,1,6,1,3,153,390
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 17","Matane",4,7,3,8,1,1,1,1,26,38
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 18","Matane",12,30,17,65,0,4,0,1,129,334
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 19","Matane",11,33,11,59,0,9,1,2,126,331
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 20","Matane",9,28,12,57,1,5,2,0,114,299
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 21","Matane",18,43,36,115,0,7,0,0,219,484
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 22","Matane",21,24,19,57,1,5,2,1,130,325
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 23","Matane",18,27,13,53,0,4,1,0,116,317
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 24","Matane",15,35,21,92,0,15,2,0,180,390
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 25","Matane",14,15,12,74,0,4,0,2,121,338
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 26A","Escuminac",Merged with No./Fusionné avec le n°29,,,,,,,,,15
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 26B","Saint-René-de-Matane",4,24,11,35,0,4,2,1,81,131
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 27","Saint-René-de-Matane",19,56,11,68,1,10,0,2,167,394
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 28","Saint-René-de-Matane",12,40,21,64,1,6,2,2,148,310
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 29","Escuminac",32,6,0,70,0,5,0,2,115,209
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 30","Matane",26,47,14,73,0,6,2,1,169,354
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 31","Matane",14,39,17,62,0,8,3,2,145,301
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 32","Sainte-Paule",8,27,12,56,0,5,3,0,111,194
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 33","Saint-Léandre",23,34,30,88,0,5,1,1,182,333
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 34","Saint-Ulric",13,20,11,59,1,9,1,3,117,329
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 35","Saint-Ulric",14,32,16,83,0,7,1,0,153,396
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 36","Saint-Ulric",15,29,13,72,1,9,0,3,142,343
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 37","Saint-Ulric",11,24,25,61,0,6,1,1,129,272
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 38","Matane",14,36,15,79,1,7,0,2,154,355
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 39","Matane",19,36,14,98,0,7,0,2,176,380
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 40","Matane",16,33,17,98,1,5,1,1,172,380
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 41","Matane",18,37,18,75,0,7,2,2,159,381
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 42","Matane",17,13,25,110,1,12,2,0,180,407
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 43","Matane",13,29,22,50,1,4,0,0,119,325
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 44","Matane",11,31,16,47,2,3,1,2,113,357
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 45","Matane",17,25,11,79,0,3,1,3,139,373
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 46","Matane",12,12,14,83,1,5,0,1,128,203
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 47","Matane",11,25,16,55,0,4,4,2,117,360
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 48","Matane",12,28,15,56,1,4,2,0,118,349
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 49","Matane",13,30,21,68,0,4,0,1,137,453
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 50","Matane",15,42,10,69,1,3,0,2,142,359
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 51","Matane",11,31,16,87,0,7,2,2,156,387
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 52","Baie-des-Sables",22,35,27,60,1,4,2,0,151,233
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 53","Baie-des-Sables",21,41,33,45,0,5,4,1,150,248
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 54","Métis-sur-Mer",29,26,24,59,1,9,1,2,151,263
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 55","Saint-Damase",29,33,21,74,0,10,2,0,169,316
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 56","Sayabec",15,18,22,48,0,5,3,2,113,298
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 57","Sayabec",22,22,18,45,1,8,0,1,117,304
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 58","Sayabec",17,20,18,32,0,4,1,0,92,279
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 59","Sayabec",12,23,12,60,0,8,0,0,115,293
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 60","Sayabec",10,17,10,29,2,6,1,4,79,252
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 61","Val-Brillant",49,39,34,58,0,15,1,4,200,379
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 62","Val-Brillant",36,49,35,67,0,16,1,2,206,386
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 63","Saint-Vianney",24,81,15,83,1,6,3,1,214,368
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 64","Saint-Tharcisius",24,42,14,53,0,10,1,2,146,327
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 65","Saint-Alexandre-des-Lacs",10,41,6,54,1,6,0,1,119,224
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 66","Causapscal",20,30,15,52,0,10,3,1,131,339
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 67","Causapscal",10,23,14,35,1,6,2,3,94,301
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 68","Causapscal",22,30,5,23,0,9,0,0,89,288
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 69","Causapscal",23,25,15,48,0,8,1,5,125,329
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 70","Causapscal",19,18,6,29,0,7,2,2,83,305
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 71","Causapscal",16,20,13,26,0,3,0,2,80,265
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 72","Sainte-Marguerite-Marie",13,25,4,27,0,0,2,0,71,152
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 73","Rivière-Nouvelle",40,28,4,54,1,11,4,6,148,377
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 74","Rivière-Nouvelle",34,27,0,57,0,9,6,9,142,321
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 75","Nouvelle",34,16,3,89,2,13,3,2,162,396
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 76","Nouvelle",35,39,8,53,1,6,4,2,148,360
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 77","Saint-Omer",29,29,8,46,0,16,1,1,130,294
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 78","Carleton-sur-Mer",39,20,1,31,1,8,2,2,104,300
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 79","Saint-Omer",24,23,2,42,0,6,1,1,99,278
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 80","Saint-Omer",45,32,11,49,1,10,3,6,157,343
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 81","Carleton",37,47,10,81,1,6,2,1,185,411
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 82","Carleton",32,28,4,74,1,10,2,1,152,328
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 83","Carleton",38,23,4,55,3,2,2,3,130,283
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 84","Carleton",49,47,5,45,2,2,3,4,157,327
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 85","Carleton",41,22,4,47,0,6,1,0,121,263
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 86","Carleton",33,33,7,63,1,7,0,3,147,317
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 87","Carleton",38,39,5,48,0,7,3,0,140,295
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 88","Maria",74,36,9,55,2,12,1,3,192,360
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 89","Maria",63,37,6,69,2,11,2,1,191,382
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 90","Maria",32,29,4,53,1,4,2,0,125,213
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 91","Maria",48,27,5,41,4,8,2,0,135,303
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 92","Maria",60,37,7,62,4,10,4,5,189,373
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 93","Maria",55,48,17,42,3,7,5,1,178,383
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 94","Gesgapegiag 2",32,1,1,153,0,3,3,3,196,480
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 95","Pointe-à-la-Croix",32,20,5,81,1,12,5,4,160,369
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 96","Pointe-à-la-Croix",29,23,2,75,0,7,1,2,139,329
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 97","Pointe-à-la-Croix",23,11,0,70,2,2,2,3,113,300
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 98","Pointe-à-la-Croix",20,4,3,50,0,6,0,0,83,252
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 99","Pointe-à-la-Garde",21,21,4,78,0,11,2,1,138,292
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 100","Sainte-Florence",13,36,33,34,0,5,2,1,124,352
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 101","Albertville",22,33,10,41,2,3,0,0,111,211
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 102","Lac-au-Saumon",30,56,16,58,3,8,4,1,176,421
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 103","Lac-au-Saumon",23,28,11,38,0,9,2,2,113,247
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 104","Lac-au-Saumon",33,42,17,53,0,9,3,1,158,330
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 105","Amqui",14,41,29,36,1,8,0,0,129,368
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 106","Amqui",28,29,17,59,1,12,2,0,148,396
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 107","Amqui",26,31,13,51,0,8,0,2,131,350
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 108","Amqui",41,37,27,55,2,7,1,1,171,410
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 109","Amqui",20,38,15,60,0,5,0,4,142,381
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 110","Amqui",19,50,17,57,0,7,1,3,154,407
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 111A","Amqui",22,30,10,40,0,7,0,2,111,345
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 111B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,,20
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 112","Amqui",42,35,17,34,0,8,1,0,137,363
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 113","Amqui",18,32,26,32,0,13,0,1,122,369
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 114","Amqui",25,49,20,51,2,3,1,0,151,399
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 115","Amqui",13,35,11,43,0,7,1,3,113,347
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 116","Amqui",24,35,16,52,0,8,0,1,136,385
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 117","Amqui",24,34,17,56,1,13,0,2,147,373
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 118","Sainte-Irène",19,36,14,43,0,8,1,0,121,249
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 119","Saint-Cléophas",12,33,16,37,1,10,0,0,109,282
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 120","Saint-Moïse",19,32,16,35,2,6,3,0,113,231
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 121","Saint-Moïse",12,34,14,38,0,6,1,1,106,250
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 122","Saint-Noël",22,43,22,47,1,9,2,3,149,335
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 123","Padoue",21,13,34,30,1,6,2,4,111,230
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 124","Saint-Octave-de-Métis",43,60,45,51,2,4,2,2,209,398
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 125","Métis-sur-Mer",27,15,18,54,1,14,3,1,133,231
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 126","Grand-Métis",29,12,12,26,0,9,1,2,91,183
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 127","Sainte-Flavie",35,24,79,53,0,17,1,2,211,380
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 128","Sainte-Flavie",45,37,57,48,0,7,2,2,198,355
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 129","Price",68,21,28,39,1,9,1,0,167,354
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 130","Price",46,22,16,23,1,4,0,0,112,261
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 131","Price",46,34,33,41,0,4,1,4,163,349
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 132","Price",37,26,27,41,0,5,1,4,141,387
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 133","Mont-Joli",31,22,38,55,0,6,4,2,158,450
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 134","Mont-Joli",16,22,19,31,2,1,0,4,95,317
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 135","Mont-Joli",11,18,36,21,0,5,1,0,92,233
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 136","Mont-Joli",23,26,30,42,1,11,1,1,135,432
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 137","Mont-Joli",23,42,38,51,6,16,0,1,177,523
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 138","Mont-Joli",39,29,25,50,1,11,3,0,158,478
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 139","Mont-Joli",36,43,41,55,0,8,0,3,186,433
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 140","Mont-Joli",27,22,28,49,0,11,0,1,138,357
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 141","Mont-Joli",26,23,20,40,1,3,4,2,119,430
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 142","Mont-Joli",41,41,33,35,0,3,0,1,154,459
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 143","Mont-Joli",21,26,31,60,0,12,1,2,153,430
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 144","Mont-Joli",42,28,43,71,0,10,0,0,194,446
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 145","Saint-Joseph-de-Lepage",66,38,51,72,2,19,0,1,249,442
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 146","Sainte-Angèle-de-Mérici",41,32,24,31,1,4,1,0,134,261
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 147","Sainte-Angèle-de-Mérici",22,31,20,27,0,3,0,0,103,229
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 148","Sainte-Angèle-de-Mérici",28,43,35,26,1,13,3,1,150,274
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 149","Sainte-Jeanne-d'Arc",30,24,19,22,0,3,0,3,101,221
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 150","La Rédemption",32,44,18,47,2,11,5,3,162,384
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 151","Saint-Zénon-du-Lac-Humqui",27,35,10,59,4,7,4,0,146,312
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 152","Saint-Léon-le-Grand",35,41,23,61,0,12,0,2,174,379
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 153","Saint-Léon-le-Grand",14,42,17,83,1,10,1,3,171,390
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 154","Saint-Charles-Garnier",15,49,8,28,2,1,1,2,106,215
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 155","Les Hauteurs-de-Rimouski",35,64,23,38,2,11,1,1,175,419
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 156","Saint-Gabriel",27,33,24,40,0,6,2,0,132,308
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 157","Saint-Gabriel",30,25,12,23,0,7,0,0,97,299
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 158","Saint-Gabriel",32,46,26,24,0,6,1,2,137,302
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 159","Saint-Donat",33,36,32,81,2,17,0,7,208,390
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 160","Saint-Donat",45,36,31,66,0,13,4,1,196,331
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 161","Sainte-Luce",50,37,28,44,0,7,3,3,172,401
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 162","Sainte-Luce",27,34,12,28,0,11,0,0,112,277
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 163","Sainte-Luce",33,42,22,56,0,6,1,0,160,279
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 164","Sainte-Luce",38,42,31,45,0,4,0,1,161,328
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 165","Sainte-Luce",33,29,7,41,3,5,2,0,120,306
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 166","Sainte-Luce",35,46,15,59,3,6,4,1,169,338
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 167","Sainte-Luce",47,50,24,51,1,7,0,1,181,382
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 168","L'Ascension-de-Patapédia",17,7,1,45,0,10,0,1,81,152
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 169","Saint-François-d'Assise",35,38,3,141,1,15,1,2,236,376
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 170","Saint-François-d'Assise",21,22,2,56,2,7,2,1,113,194
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 171","Saint-André-de-Restigouche",23,17,3,26,0,1,0,1,71,135
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 172","Ristigouche-Partie-Sud-Est",22,8,0,48,0,13,1,2,94,166
