Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Thomas Cheney,Louis De Jaeger,Alexander Johnson,Seonaigh MacPherson,Dorothy-Jean O'Donnell,Mark Strahl,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59006,"Chilliwack--Hope/Chilliwack--Hope"," 49","Chilliwack",Merged with No./Fusionné avec le n°53B,,,,,,,,86
59006,"Chilliwack--Hope/Chilliwack--Hope"," 50","Chilliwack",12,88,5,50,0,63,0,218,486
59006,"Chilliwack--Hope/Chilliwack--Hope"," 51","Chilliwack",16,67,2,39,1,93,1,219,450
59006,"Chilliwack--Hope/Chilliwack--Hope"," 52","Chilliwack",11,128,2,43,0,88,1,273,475
59006,"Chilliwack--Hope/Chilliwack--Hope"," 53A","Chilliwack",16,62,2,51,0,32,0,163,376
59006,"Chilliwack--Hope/Chilliwack--Hope"," 53B","Chilliwack",11,61,0,35,0,27,2,136,286
59006,"Chilliwack--Hope/Chilliwack--Hope"," 54","Chilliwack",18,107,2,35,0,54,0,216,445
59006,"Chilliwack--Hope/Chilliwack--Hope"," 55","Chilliwack",13,81,3,40,1,98,0,236,493
59006,"Chilliwack--Hope/Chilliwack--Hope"," 56","Chilliwack",14,72,1,50,0,60,1,198,424
59006,"Chilliwack--Hope/Chilliwack--Hope"," 57","Chilliwack",10,87,3,45,0,61,0,206,499
59006,"Chilliwack--Hope/Chilliwack--Hope"," 58","Chilliwack",16,87,3,55,0,55,0,216,449
59006,"Chilliwack--Hope/Chilliwack--Hope"," 59","Chilliwack",16,82,1,39,1,70,0,209,483
59006,"Chilliwack--Hope/Chilliwack--Hope"," 60","Skwahla 2",7,90,1,47,0,87,0,232,398
59006,"Chilliwack--Hope/Chilliwack--Hope"," 61","Chilliwack",14,79,1,43,0,71,0,208,436
59006,"Chilliwack--Hope/Chilliwack--Hope"," 62","Chilliwack",9,72,1,27,0,101,0,210,397
59006,"Chilliwack--Hope/Chilliwack--Hope"," 63","Chilliwack",11,71,0,22,0,82,0,186,394
59006,"Chilliwack--Hope/Chilliwack--Hope"," 64","Chilliwack",17,79,2,47,0,128,0,273,474
59006,"Chilliwack--Hope/Chilliwack--Hope"," 65","Chilliwack",10,94,2,37,1,89,0,233,447
59006,"Chilliwack--Hope/Chilliwack--Hope"," 66","Chilliwack",12,57,1,24,0,197,0,291,473
59006,"Chilliwack--Hope/Chilliwack--Hope"," 67","Chilliwack",13,53,3,19,0,189,0,277,462
59006,"Chilliwack--Hope/Chilliwack--Hope"," 68","Chilliwack",4,55,2,28,0,191,4,284,446
59006,"Chilliwack--Hope/Chilliwack--Hope"," 69","Skowkale",5,107,1,69,0,100,2,284,521
59006,"Chilliwack--Hope/Chilliwack--Hope"," 70A","Chilliwack",10,57,0,14,0,122,0,203,331
59006,"Chilliwack--Hope/Chilliwack--Hope"," 70B","Chilliwack",7,64,2,13,0,137,0,223,345
59006,"Chilliwack--Hope/Chilliwack--Hope"," 71","Chilliwack",8,70,1,41,1,128,0,249,449
59006,"Chilliwack--Hope/Chilliwack--Hope"," 72","Chilliwack",14,88,5,29,1,55,0,192,435
59006,"Chilliwack--Hope/Chilliwack--Hope"," 73","Chilliwack",9,79,3,51,1,97,1,241,472
59006,"Chilliwack--Hope/Chilliwack--Hope"," 74","Chilliwack",11,72,2,41,1,91,1,219,447
59006,"Chilliwack--Hope/Chilliwack--Hope"," 75","Chilliwack",15,95,1,32,1,80,0,224,422
59006,"Chilliwack--Hope/Chilliwack--Hope"," 76A","Chilliwack",8,48,2,26,0,103,0,187,376
59006,"Chilliwack--Hope/Chilliwack--Hope"," 76B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°44B,,,,,,,,59
59006,"Chilliwack--Hope/Chilliwack--Hope"," 77A","Chilliwack",5,58,2,29,1,82,2,179,308
59006,"Chilliwack--Hope/Chilliwack--Hope"," 77B","Chilliwack",11,72,1,41,0,57,0,182,289
59006,"Chilliwack--Hope/Chilliwack--Hope"," 78A","Chilliwack",12,63,3,25,0,72,1,176,300
59006,"Chilliwack--Hope/Chilliwack--Hope"," 78B","Chilliwack",9,40,2,23,0,72,0,146,253
59006,"Chilliwack--Hope/Chilliwack--Hope"," 79","Chilliwack",13,121,3,42,0,130,0,309,536
59006,"Chilliwack--Hope/Chilliwack--Hope"," 80","Chilliwack",9,75,2,51,0,105,0,242,447
59006,"Chilliwack--Hope/Chilliwack--Hope"," 81","Chilliwack",14,62,1,36,0,68,0,181,393
59006,"Chilliwack--Hope/Chilliwack--Hope"," 82","Chilliwack",13,84,3,50,0,74,1,225,434
59006,"Chilliwack--Hope/Chilliwack--Hope"," 83","Chilliwack",5,80,3,40,1,100,0,229,423
59006,"Chilliwack--Hope/Chilliwack--Hope"," 84","Chilliwack",9,67,2,34,0,65,1,178,438
59006,"Chilliwack--Hope/Chilliwack--Hope"," 85","Chilliwack",9,67,1,37,0,57,0,171,406
59006,"Chilliwack--Hope/Chilliwack--Hope"," 86A","Chilliwack",6,60,3,36,0,45,0,150,336
59006,"Chilliwack--Hope/Chilliwack--Hope"," 86B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,22
59006,"Chilliwack--Hope/Chilliwack--Hope"," 87","Chilliwack",12,62,2,29,0,50,0,155,430
59006,"Chilliwack--Hope/Chilliwack--Hope"," 88","Chilliwack",7,64,2,28,1,19,0,121,314
59006,"Chilliwack--Hope/Chilliwack--Hope"," 89","Chilliwack",15,82,5,48,1,107,1,259,497
59006,"Chilliwack--Hope/Chilliwack--Hope"," 90","Chilliwack",12,85,1,23,0,84,0,205,437
59006,"Chilliwack--Hope/Chilliwack--Hope"," 91","Chilliwack",2,64,2,21,0,70,1,160,363
59006,"Chilliwack--Hope/Chilliwack--Hope"," 92","Chilliwack",15,77,2,52,0,112,0,258,517
59006,"Chilliwack--Hope/Chilliwack--Hope"," 93","Chilliwack",10,127,1,42,0,135,1,316,480
59006,"Chilliwack--Hope/Chilliwack--Hope"," 94","Chilliwack",9,68,1,45,0,99,2,224,422
59006,"Chilliwack--Hope/Chilliwack--Hope"," 95","Chilliwack",9,86,3,33,0,135,2,268,442
59006,"Chilliwack--Hope/Chilliwack--Hope"," 96","Chilliwack",11,113,2,51,0,113,0,290,470
59006,"Chilliwack--Hope/Chilliwack--Hope"," 97","Chilliwack",4,63,0,16,1,65,0,149,377
59006,"Chilliwack--Hope/Chilliwack--Hope"," 98","Chilliwack",13,105,4,48,1,141,0,312,531
59006,"Chilliwack--Hope/Chilliwack--Hope"," 99A","Chilliwack",4,64,2,38,0,51,0,159,367
59006,"Chilliwack--Hope/Chilliwack--Hope"," 99B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,14
59006,"Chilliwack--Hope/Chilliwack--Hope"," 100","Chilliwack",12,82,3,37,1,71,1,207,377
59006,"Chilliwack--Hope/Chilliwack--Hope"," 101","Chilliwack",15,65,1,37,1,87,0,206,371
59006,"Chilliwack--Hope/Chilliwack--Hope"," 102","Chilliwack",8,81,1,29,0,92,0,211,393
59006,"Chilliwack--Hope/Chilliwack--Hope"," 103","Chilliwack",13,95,3,39,0,111,0,261,439
59006,"Chilliwack--Hope/Chilliwack--Hope"," 104","Chilliwack",8,79,3,58,0,102,0,250,416
59006,"Chilliwack--Hope/Chilliwack--Hope"," 105","Chilliwack",6,92,2,36,0,98,1,235,388
59006,"Chilliwack--Hope/Chilliwack--Hope"," 106","Chilliwack",10,98,0,31,0,109,0,248,403
59006,"Chilliwack--Hope/Chilliwack--Hope"," 107","Chilliwack",15,84,4,33,0,97,1,234,398
59006,"Chilliwack--Hope/Chilliwack--Hope"," 108","Chilliwack",4,85,3,31,1,83,1,208,326
59006,"Chilliwack--Hope/Chilliwack--Hope"," 109","Chilliwack",4,75,1,50,0,79,1,210,344
59006,"Chilliwack--Hope/Chilliwack--Hope"," 110","Chilliwack",10,65,6,27,0,171,0,279,452
59006,"Chilliwack--Hope/Chilliwack--Hope"," 111","Chilliwack",5,69,2,29,0,174,0,279,481
59006,"Chilliwack--Hope/Chilliwack--Hope"," 112","Chilliwack",6,77,2,17,0,201,0,303,486
59006,"Chilliwack--Hope/Chilliwack--Hope"," 113","Chilliwack",5,75,1,22,0,137,2,242,432
59006,"Chilliwack--Hope/Chilliwack--Hope"," 114","Chilliwack",12,86,3,53,0,101,0,255,390
59006,"Chilliwack--Hope/Chilliwack--Hope"," 115","Chilliwack",8,87,1,41,1,100,1,239,407
59006,"Chilliwack--Hope/Chilliwack--Hope"," 116","Chilliwack",14,71,1,48,0,116,1,251,385
59006,"Chilliwack--Hope/Chilliwack--Hope"," 117","Chilliwack",13,73,2,37,1,124,0,250,376
59006,"Chilliwack--Hope/Chilliwack--Hope"," 118","Chilliwack",6,78,3,36,0,105,0,228,397
59006,"Chilliwack--Hope/Chilliwack--Hope"," 119","Chilliwack",17,74,0,34,0,105,1,231,363
59006,"Chilliwack--Hope/Chilliwack--Hope"," 120A","Chilliwack",6,64,0,35,0,61,0,166,284
59006,"Chilliwack--Hope/Chilliwack--Hope"," 120B","Chilliwack",9,61,1,30,0,93,0,194,309
59006,"Chilliwack--Hope/Chilliwack--Hope"," 121","Chilliwack",5,90,5,53,0,130,0,283,473
59006,"Chilliwack--Hope/Chilliwack--Hope"," 122","Chilliwack",7,87,1,43,1,106,3,248,417
59006,"Chilliwack--Hope/Chilliwack--Hope"," 123","Chilliwack",10,76,3,35,0,121,0,245,431
59006,"Chilliwack--Hope/Chilliwack--Hope"," 124","Chilliwack",12,81,0,30,0,108,0,231,445
59006,"Chilliwack--Hope/Chilliwack--Hope"," 125","Chilliwack",16,117,0,32,1,105,0,271,497
59006,"Chilliwack--Hope/Chilliwack--Hope"," 126","Chilliwack",12,126,2,51,1,97,0,289,540
59006,"Chilliwack--Hope/Chilliwack--Hope"," 127","Chilliwack",19,125,2,67,0,93,0,306,526
59006,"Chilliwack--Hope/Chilliwack--Hope"," 128","Chilliwack",7,96,3,45,1,68,0,220,435
59006,"Chilliwack--Hope/Chilliwack--Hope"," 129A","Chilliwack",6,82,0,34,0,71,0,193,286
59006,"Chilliwack--Hope/Chilliwack--Hope"," 129B","Chilliwack",8,60,1,25,0,62,0,156,281
59006,"Chilliwack--Hope/Chilliwack--Hope"," 130","Chilliwack",8,74,2,49,0,79,1,213,409
59006,"Chilliwack--Hope/Chilliwack--Hope"," 131","Chilliwack",5,89,2,52,0,67,1,216,443
59006,"Chilliwack--Hope/Chilliwack--Hope"," 132A","Tzeachten 13",13,69,0,34,0,65,1,182,307
59006,"Chilliwack--Hope/Chilliwack--Hope"," 132B","Tzeachten 13",8,58,2,48,0,67,0,183,312
59006,"Chilliwack--Hope/Chilliwack--Hope"," 133","Chilliwack",8,107,3,56,1,80,0,255,580
59006,"Chilliwack--Hope/Chilliwack--Hope"," 134","Chilliwack",7,95,1,46,0,63,0,212,366
59006,"Chilliwack--Hope/Chilliwack--Hope"," 135A","Chilliwack",5,56,3,38,1,44,0,147,293
59006,"Chilliwack--Hope/Chilliwack--Hope"," 135B","Chilliwack",5,56,0,21,0,50,1,133,300
59006,"Chilliwack--Hope/Chilliwack--Hope"," 136","Chilliwack",5,103,4,47,0,136,0,295,556
59006,"Chilliwack--Hope/Chilliwack--Hope"," 137A","Chilliwack",3,59,0,21,0,92,1,176,301
59006,"Chilliwack--Hope/Chilliwack--Hope"," 137B","Chilliwack",11,75,1,25,0,81,0,193,310
59006,"Chilliwack--Hope/Chilliwack--Hope"," 138","Tzeachten 13",14,68,0,29,0,105,2,218,389
59006,"Chilliwack--Hope/Chilliwack--Hope"," 139","Tzeachten 13",11,76,2,43,1,88,1,222,410
59006,"Chilliwack--Hope/Chilliwack--Hope"," 140","Chilliwack",5,84,1,35,0,110,3,238,423
59006,"Chilliwack--Hope/Chilliwack--Hope"," 141","Chilliwack",5,87,1,52,1,109,0,255,417
59006,"Chilliwack--Hope/Chilliwack--Hope"," 142","Chilliwack",7,90,0,36,1,108,3,245,408
59006,"Chilliwack--Hope/Chilliwack--Hope"," 143","Chilliwack",7,114,2,41,0,144,3,311,510
59006,"Chilliwack--Hope/Chilliwack--Hope"," 144","Chilliwack",11,121,0,48,0,122,0,302,538
59006,"Chilliwack--Hope/Chilliwack--Hope"," 145","Chilliwack",9,94,2,39,0,81,3,228,436
59006,"Chilliwack--Hope/Chilliwack--Hope"," 146A","Chilliwack",6,78,2,23,0,74,0,183,328
59006,"Chilliwack--Hope/Chilliwack--Hope"," 146B","Chilliwack",7,61,0,38,0,74,0,180,347
59006,"Chilliwack--Hope/Chilliwack--Hope"," 147A","Chilliwack",6,52,5,24,0,67,1,155,305
59006,"Chilliwack--Hope/Chilliwack--Hope"," 147B","Chilliwack",12,47,3,17,0,70,0,149,279
59006,"Chilliwack--Hope/Chilliwack--Hope"," 148","Chilliwack",7,108,1,38,2,136,1,293,519
59006,"Chilliwack--Hope/Chilliwack--Hope"," 149A","Chilliwack",6,63,1,27,0,75,0,172,307
59006,"Chilliwack--Hope/Chilliwack--Hope"," 149B","Chilliwack",6,69,0,17,0,45,0,137,243
59006,"Chilliwack--Hope/Chilliwack--Hope"," 150A","Chilliwack",1,61,1,26,0,61,0,150,255
59006,"Chilliwack--Hope/Chilliwack--Hope"," 150B","Chilliwack",11,63,3,29,1,46,0,153,275
59006,"Chilliwack--Hope/Chilliwack--Hope"," 151A","Chilliwack",4,54,0,33,1,68,0,160,311
59006,"Chilliwack--Hope/Chilliwack--Hope"," 151B","Chilliwack",3,70,0,17,0,75,1,166,291
59006,"Chilliwack--Hope/Chilliwack--Hope"," 152","Chilliwack",13,122,1,47,1,102,0,286,503
59006,"Chilliwack--Hope/Chilliwack--Hope"," 153","Chilliwack",9,79,2,44,0,90,0,224,463
59006,"Chilliwack--Hope/Chilliwack--Hope"," 154","Cultus Lake",9,75,0,39,1,67,0,191,412
59006,"Chilliwack--Hope/Chilliwack--Hope"," 155","Lindell Beach",7,54,0,17,0,64,0,142,302
59006,"Chilliwack--Hope/Chilliwack--Hope"," 156","Lindell Beach",16,58,2,28,0,90,1,195,315
59006,"Chilliwack--Hope/Chilliwack--Hope"," 157","Lindell Beach",10,63,1,48,0,50,1,173,306
59006,"Chilliwack--Hope/Chilliwack--Hope"," 158","Cultus Lake",9,76,2,54,0,42,1,184,388
59006,"Chilliwack--Hope/Chilliwack--Hope"," 159","Chilliwack",17,83,3,39,1,158,1,302,492
59006,"Chilliwack--Hope/Chilliwack--Hope"," 160","Chilliwack",18,68,3,30,0,143,0,262,417
59006,"Chilliwack--Hope/Chilliwack--Hope"," 161A","Chilliwack",6,70,0,21,0,85,1,183,269
59006,"Chilliwack--Hope/Chilliwack--Hope"," 161B","Chilliwack",4,48,3,17,0,97,3,172,294
59006,"Chilliwack--Hope/Chilliwack--Hope"," 162","Chilliwack",11,41,2,20,0,119,0,193,319
59006,"Chilliwack--Hope/Chilliwack--Hope"," 163","Slesse Park",12,56,1,42,0,77,0,188,315
59006,"Chilliwack--Hope/Chilliwack--Hope"," 164","Slesse Park",18,67,3,38,1,91,1,219,370
59006,"Chilliwack--Hope/Chilliwack--Hope"," 165","Chilliwack",25,96,1,58,0,91,1,272,432
59006,"Chilliwack--Hope/Chilliwack--Hope"," 500","Mobile poll/Bureau itinérant",0,17,1,13,0,24,1,56,92
59006,"Chilliwack--Hope/Chilliwack--Hope"," 501","Mobile poll/Bureau itinérant",9,42,6,19,2,82,4,164,243
59006,"Chilliwack--Hope/Chilliwack--Hope"," 502","Mobile poll/Bureau itinérant",6,33,4,21,3,76,4,147,180
59006,"Chilliwack--Hope/Chilliwack--Hope"," 503","Mobile poll/Bureau itinérant",3,13,2,8,1,22,2,51,73
59006,"Chilliwack--Hope/Chilliwack--Hope"," 504","Mobile poll/Bureau itinérant",6,19,2,10,0,49,1,87,105
59006,"Chilliwack--Hope/Chilliwack--Hope"," 505","Mobile poll/Bureau itinérant",5,21,4,19,3,28,0,80,125
59006,"Chilliwack--Hope/Chilliwack--Hope"," 600","Chilliwack",39,282,5,190,3,459,2,980,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 601","Chilliwack",27,241,6,147,0,469,1,891,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 602","Chilliwack",42,238,3,166,1,229,2,681,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 603","Chilliwack",44,320,9,208,2,351,3,937,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 604","Chilliwack",44,255,10,170,0,352,6,837,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 605","Chilliwack",39,255,0,165,1,469,5,934,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 606","Chilliwack",46,310,6,239,1,418,0,1020,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 607","Chilliwack",36,256,9,181,1,331,1,815,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 608","Chilliwack",46,363,9,225,0,539,5,1187,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 609","Chilliwack",26,144,7,90,0,190,0,457,
59006,"Chilliwack--Hope/Chilliwack--Hope"," 610","Hope",79,217,5,231,2,358,1,893,
59006,"Chilliwack--Hope/Chilliwack--Hope",,"Group 1/Groupe 1",8,61,2,24,1,38,0,134,91
59006,"Chilliwack--Hope/Chilliwack--Hope",,"Group 2/Groupe 2",70,437,9,374,1,675,16,1582,
