Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Max Boudreau,Diane Lebouthillier,Jim Morrison,Jean-Pierre Pigeon,Nicolas Roussy,Philip Toone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 28","Murdochville",1,38,0,8,38,27,2,114,288
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 29","Murdochville",1,45,0,9,35,36,4,130,258
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 30","York",0,44,0,7,17,25,1,94,337
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 31","Gaspé",0,43,0,7,16,51,0,117,405
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 32","York",4,67,5,16,13,44,1,150,378
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 33","Gaspé",1,23,6,10,19,40,4,103,417
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 34","Gaspé",4,65,5,8,46,59,1,188,490
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 35","Gaspé",1,34,4,11,51,53,2,156,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 36","Gaspé",2,34,3,4,29,44,0,116,333
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 37","Gaspé",2,47,1,2,21,45,2,120,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 38","Gaspé",1,54,1,7,29,42,3,137,382
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 39","Gaspé",1,49,2,6,26,43,1,128,397
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 40","Gaspé",2,63,2,9,21,95,3,195,422
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 41","Gaspé",0,50,0,7,29,73,1,160,382
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 42","Gaspé",0,70,2,17,22,79,1,191,318
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 43","Gaspé",1,65,5,11,32,110,1,225,446
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 44","Saint-Georges-de-Malbaie",4,140,4,25,22,51,1,247,432
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 45","Bougainville",1,107,2,9,5,37,1,162,311
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 46","Bridgeville",0,55,2,7,12,23,1,100,218
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 47","Percé",1,41,4,7,25,31,0,109,333
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 48","Percé",0,55,1,4,22,42,2,126,357
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 49","Val-d'Espoir",1,62,1,7,38,68,0,177,463
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 50","Grande-Rivière",0,48,2,2,20,35,1,108,296
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 51","Grande-Rivière",2,40,1,1,20,27,2,93,367
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 52","Grande-Rivière",0,36,0,6,29,25,1,97,334
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 53","Grande-Rivière",1,42,1,4,17,27,0,92,247
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 54","Grande-Rivière",1,61,0,2,34,25,1,124,410
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 55","Grande-Rivière",1,47,0,0,18,36,1,103,374
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 56","Grande-Rivière",1,61,0,3,40,34,0,139,375
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 57","Grande-Rivière",1,74,0,5,36,47,1,164,495
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 58","Sainte-Thérèse-de-Gaspé",1,69,4,1,32,29,1,137,294
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 59","Sainte-Thérèse-de-Gaspé",1,65,1,7,28,44,0,146,314
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 60","Sainte-Thérèse-de-Gaspé",2,82,0,3,31,38,0,156,322
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 61","Cap-d'Espoir",0,78,5,2,34,62,3,184,318
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 62","Cap-d'Espoir",2,63,3,2,27,44,2,143,334
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 63","Saint-François-de-Pabos",1,69,4,11,33,37,1,156,400
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 64","Saint-François-de-Pabos",2,61,2,4,44,39,4,156,412
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 65","Pabos",0,85,0,11,67,54,0,217,459
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 66","Grand-Pabos",0,70,0,11,40,30,3,154,371
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 67A","Newport",0,115,1,9,60,46,3,234,517
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 67B","Newport",0,124,0,9,45,40,0,218,528
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 68","Chandler",2,54,2,7,37,27,1,130,386
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 69","Chandler",1,39,0,3,20,20,0,83,320
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 70","Chandler",2,54,1,6,37,23,3,126,354
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 71","Chandler",3,43,0,8,41,29,3,127,361
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 72","Chandler",0,49,0,4,30,18,4,105,381
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 73","Chandler",1,57,0,4,24,24,1,111,386
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 74","Chandler",1,55,1,4,18,31,0,110,356
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 75","Grand-Pabos-Ouest",0,73,0,0,57,30,0,160,440
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 76","Pabos Mills",0,79,1,4,45,22,2,153,398
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 77","Pabos Mills",0,80,0,6,37,27,3,153,423
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 78","Saint-Elzéar",2,67,1,9,34,63,0,176,396
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 79","Sainte-Anne-des-Monts",1,60,1,15,36,15,0,128,417
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 80","Sainte-Anne-des-Monts",2,76,1,11,54,18,3,165,398
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 81","Sainte-Anne-des-Monts",0,61,1,9,44,16,0,131,389
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 82","Cap-au-Renard",2,22,5,5,19,31,1,85,207
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 83","Sainte-Anne-des-Monts",0,50,1,7,20,26,1,105,391
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 84","Sainte-Anne-des-Monts",2,36,3,8,14,21,0,84,371
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 85","Sainte-Anne-des-Monts",1,40,0,6,24,23,0,94,375
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 86","Sainte-Anne-des-Monts",2,42,1,4,18,18,0,85,325
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 87","Sainte-Anne-des-Monts",2,43,0,20,24,28,1,118,388
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 88","Sainte-Anne-des-Monts",2,55,2,9,35,25,1,129,403
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 89","Sainte-Anne-des-Monts",1,58,2,8,26,24,1,120,396
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 90","Sainte-Anne-des-Monts",1,55,2,10,35,35,0,138,476
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 91","Sainte-Anne-des-Monts",1,46,5,14,30,18,0,114,342
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 92","Sainte-Anne-des-Monts",0,44,0,7,28,31,2,112,424
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 93","Sainte-Anne-des-Monts",1,46,4,12,29,25,2,119,411
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 94","Cap-Seize",2,28,1,3,16,5,0,55,96
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 95","Cap-Chat",2,27,2,4,23,14,1,73,273
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 96","Cap-Chat",3,24,1,6,24,22,2,82,264
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 97","Cap-Chat",0,42,2,3,20,27,0,94,339
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 98","Cap-Chat",1,39,0,4,13,22,1,80,287
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 99","Cap-Chat",1,40,0,3,33,22,0,99,312
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 100","Cap-Chat",1,41,1,5,33,37,1,119,428
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 101","Cap-Chat",2,27,0,5,36,16,0,86,255
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 102","Saint-Edgar",0,37,3,6,13,59,2,120,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 103","Saint-Edgar",0,37,3,7,17,35,4,103,273
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 104","New Richmond",0,29,0,7,21,62,0,119,303
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 105","New Richmond",1,52,1,12,19,63,5,153,364
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 106","New Richmond",4,34,0,4,25,84,3,154,386
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 107","New Richmond Centre",1,61,2,11,23,64,0,162,381
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 108","New Richmond",1,61,3,7,15,49,2,138,407
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 109","New Richmond",4,50,7,16,30,76,1,184,391
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 110","New Richmond",1,63,1,13,15,65,1,159,358
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 111","Cascapédia--Saint-Jules",1,79,7,23,7,78,0,195,328
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 112","Cascapédia--Saint-Jules",2,57,4,18,10,72,2,165,295
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 113","Saint-Alphonse",2,72,1,4,21,69,2,171,301
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 114","Saint-Alphonse",1,59,4,2,24,79,7,176,281
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 115","Saint-Siméon-Ouest",0,61,4,7,27,86,1,186,388
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 116","Saint-Siméon",0,69,0,14,18,53,2,156,285
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 117","Saint-Siméon",4,78,2,11,24,71,5,195,323
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 118","Bonaventure",2,79,1,5,31,77,3,198,401
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 119","Bonaventure",1,49,4,3,31,80,1,169,340
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 120","Bonaventure",0,44,0,3,19,61,3,130,293
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 121","Bonaventure",0,43,1,7,25,38,0,114,298
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 122","Bonaventure",1,39,2,8,39,73,0,162,347
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 123","Bonaventure",1,46,2,9,16,69,2,145,303
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 124","Bonaventure-Est",3,67,1,5,19,59,3,157,313
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 125","New Carlisle",1,112,2,16,10,39,1,181,405
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 126","New Carlisle East",4,94,1,24,21,53,0,197,378
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 127","New Carlisle",0,106,0,15,13,37,1,172,377
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 128","Paspébiac",2,49,0,12,36,22,0,121,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 129","Paspébiac-Ouest",1,43,0,6,31,20,0,101,314
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 130","Paspébiac",1,29,0,3,45,12,0,90,354
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 131","Paspébiac",0,43,0,6,28,19,1,97,270
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 132","Saint-Jogues",0,10,0,3,6,6,0,25,78
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 133","Shigawake",2,83,1,23,14,22,1,146,336
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 134","Port-Daniel-Est",0,51,1,5,35,18,1,111,349
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 135","Port-Daniel",0,60,1,9,23,20,1,114,292
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 136","Port-Daniel-Est",0,52,0,2,30,20,0,104,312
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 137","Port-Daniel-Ouest",0,46,2,8,19,14,0,89,324
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 138","Gascons-Ouest",0,41,0,8,61,20,0,130,299
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 139","Gascons-Est",1,37,0,1,54,14,1,108,236
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 140","Gascons-Ouest",0,40,2,5,63,12,0,122,273
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 141","Saint-Godefroi",2,73,1,6,41,51,0,174,315
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 142","Hope Town",1,84,2,15,16,31,1,150,286
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 143","Hope",1,43,0,11,24,30,1,110,230
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 144","Hope",0,33,1,4,31,25,0,94,224
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 145","Paspébiac",1,50,2,4,34,23,1,115,318
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 146","Paspébiac",0,38,2,4,28,19,1,92,355
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 147","Paspébiac",2,75,1,4,49,18,2,151,455
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 148","Paspébiac",2,47,1,7,35,25,2,119,338
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 149","Caplan",0,58,3,12,29,93,3,198,345
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 150","Caplan",3,42,7,17,22,48,2,141,342
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 151","Caplan",4,68,4,2,34,65,2,179,332
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 152","Caplan",0,89,4,16,30,88,2,229,366
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 153","Caplan",4,73,3,10,24,104,3,221,395
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 154","Gaspé",1,80,3,2,19,49,1,155,339
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 155","York",1,59,1,3,18,44,1,127,289
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 156","Gaspé",0,58,2,6,29,51,0,146,333
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 157","Old-Harry",0,26,2,11,0,12,0,51,87
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 158","Grosse-Île",0,142,4,20,1,13,0,180,296
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 159","Grande-Entrée",0,45,0,2,14,27,1,89,160
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 160","Grande-Entrée",1,71,1,5,31,60,0,169,290
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 161A","Havre-aux-Maisons",1,99,3,8,57,103,2,273,480
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 161B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,36
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 162","Havre-aux-Maisons",0,98,4,2,55,87,1,247,376
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 163","Havre-aux-Maisons",0,73,1,6,47,56,0,183,314
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 164","Havre-aux-Maisons",2,72,0,5,49,84,2,214,411
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 165","Pointe-aux-Loups",0,42,2,3,8,30,1,86,125
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 166","Fatima",3,118,2,6,49,78,1,257,422
