Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rudy Brunell Solomonovici,Ethan Buchman,Matthew Chisholm,Marco Mendicino,Joe Oliver,Andrew Thomson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 82","Toronto",0,0,2,91,88,5,0,186,373
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 83","Toronto",3,0,3,133,59,8,3,209,458
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 84","Toronto",0,0,4,151,89,14,1,259,471
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 85","Toronto",0,0,2,73,28,9,1,113,281
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 86","Toronto",1,0,1,134,44,15,4,199,404
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 87","Toronto",0,4,4,181,62,13,3,267,544
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 88","Toronto",0,2,7,148,45,39,0,241,398
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 89","Toronto",3,2,4,197,45,27,1,279,434
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 90","Toronto",1,1,6,174,84,21,0,287,535
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 91","Toronto",1,0,4,131,101,12,0,249,476
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 92","Toronto",0,0,4,142,51,14,0,211,436
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 93","Toronto",0,4,0,106,67,15,0,192,338
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 94","Toronto",0,0,3,100,82,20,0,205,415
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 95","Toronto",1,1,3,96,63,11,0,175,413
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 96","Toronto",2,0,3,89,67,7,0,168,384
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 97","Toronto",0,1,1,125,82,13,0,222,428
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 98","Toronto",0,1,3,122,81,12,0,219,387
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 99","Toronto",0,0,1,100,145,8,0,254,520
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 100","Toronto",2,0,1,60,120,7,0,190,429
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 101","Toronto",2,1,6,132,81,21,0,243,446
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 102","Toronto",0,0,1,119,137,13,2,272,469
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 103A","Toronto","Combined with No./Combiné au n°105",,,,,,,,264
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 103B","Toronto",Merged with No./Fusionné avec le n°105,,,,,,,,122
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 104","Toronto",0,0,3,87,65,13,3,171,349
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 105","Toronto",1,4,6,225,121,45,3,405,456
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 106","Toronto",0,3,3,160,73,28,0,267,499
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 107","Toronto",1,1,1,126,102,23,2,256,488
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 108","Toronto",0,3,3,148,66,21,5,246,484
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 109","Toronto",1,2,1,112,95,20,2,233,426
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 110","Toronto",1,1,2,58,134,15,2,213,475
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 111","Toronto",1,0,0,59,114,11,1,186,454
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 112","Toronto",1,1,0,58,122,15,0,197,440
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 113","Toronto",0,1,0,55,117,4,1,178,431
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 114","Toronto",0,2,4,67,99,14,0,186,382
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 115","Toronto",0,0,0,63,154,6,0,223,430
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 116","North York",0,0,2,61,94,7,0,164,441
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 117","North York",0,0,1,16,128,6,1,152,456
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 118","North York",0,3,1,66,116,14,1,201,410
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 119","North York",1,1,0,88,92,19,4,205,442
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 120","North York",0,3,1,70,112,6,0,192,410
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 121","North York",1,0,3,65,111,11,1,192,402
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 122","North York",0,0,5,37,143,8,1,194,457
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 123","North York",0,1,2,91,79,11,2,186,465
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 124","North York",0,8,5,135,29,27,0,204,475
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 125","North York",0,0,0,109,41,18,1,169,353
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 126","North York",0,3,1,110,42,16,0,172,368
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 127","North York",0,3,4,132,23,28,3,193,430
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 128","North York",1,8,1,109,28,23,2,172,368
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 129","North York",1,1,2,94,54,13,4,169,365
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 130","North York",0,2,4,119,72,13,1,211,394
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 131","North York",0,0,5,137,80,20,2,244,646
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 132","North York",1,3,5,214,88,24,0,335,534
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 133","North York",0,3,0,52,30,11,2,98,282
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 134","North York",0,0,2,118,65,23,1,209,419
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 135","North York",0,2,1,120,86,6,1,216,434
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 136","North York",0,1,3,106,64,12,0,186,392
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 137","North York",0,1,2,98,65,11,0,177,362
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 138","North York",0,5,7,135,63,12,2,224,389
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 139","North York",0,1,3,138,70,17,4,233,447
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 140","North York",1,3,2,180,67,16,2,271,455
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 141","York",0,3,5,148,63,21,4,244,467
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 142","York",2,0,1,134,55,26,1,219,451
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 143","York",1,4,3,112,46,16,4,186,452
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 144","Toronto",0,0,2,81,53,18,2,156,343
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 145","York",3,2,3,144,75,33,0,260,474
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 146","Toronto",1,1,1,95,31,13,3,145,359
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 147","Toronto",0,2,5,185,81,51,1,325,542
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 148","York",0,1,8,123,62,14,2,210,461
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 149","York",0,0,4,122,80,16,4,226,454
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 150","York",1,3,4,131,54,26,1,220,402
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 151","York",0,0,0,121,64,17,4,206,453
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 152","York",0,2,6,87,40,18,4,157,378
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 153","York",2,0,2,73,45,10,6,138,452
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 154","York",0,5,3,112,51,10,8,189,454
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 155","York",2,3,3,101,44,19,4,176,447
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 156","York",3,1,2,107,60,15,1,189,406
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 157","York",1,1,1,99,51,16,5,174,414
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 158","York",1,4,1,129,58,11,2,206,450
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 159","North York",0,3,3,115,73,22,1,217,451
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 160","North York",2,0,1,106,59,8,3,179,426
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 161","North York",1,1,0,115,63,23,0,203,448
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 162","North York",1,3,7,177,98,25,1,312,542
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 163A","North York",0,4,2,113,50,13,1,183,272
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 163B","North York",2,0,1,79,31,7,0,120,274
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 164A","North York",0,2,4,100,45,15,7,173,302
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 164B","North York",1,5,2,101,58,10,0,177,280
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 165","North York",2,6,5,145,115,31,7,311,491
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 400","North York",0,0,0,52,71,3,1,127,185
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 401","North York",0,0,1,46,36,3,0,86,142
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 402","North York",3,0,4,182,74,23,1,287,412
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 403","North York",0,0,0,26,123,1,1,151,190
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 404","North York",0,0,0,53,104,4,2,163,223
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 405","North York",0,0,0,37,107,3,0,147,206
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 406","North York",0,0,0,32,64,4,0,100,111
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 407","North York",5,1,2,42,74,7,3,134,340
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 408","North York",3,3,0,39,61,10,1,117,188
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 409","North York",1,3,1,38,71,8,7,129,189
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 410","North York",Merged with No./Fusionné avec le n°65B,,,,,,,,208
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 411","North York",0,0,1,43,54,16,2,116,166
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 412","North York",1,4,1,43,40,8,6,103,154
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 413","North York",1,4,7,195,73,35,1,316,482
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 414","North York",1,4,3,120,32,8,2,170,255
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 415","North York",0,1,1,48,9,3,0,62,189
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 416","North York",0,2,4,98,37,11,11,163,213
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 417","North York",2,3,6,136,69,25,2,243,359
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 418","York",0,4,6,192,96,36,1,335,493
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 419","Toronto",0,3,3,179,78,26,2,291,545
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 420","Toronto",0,4,2,146,51,37,1,241,364
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 421","York",2,2,5,101,64,30,0,204,324
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 422","York",1,1,1,67,27,11,0,108,183
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 423","York",1,5,7,178,64,34,3,292,490
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 424","York",1,4,4,97,27,15,0,148,246
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 425","North York",0,4,4,105,35,9,1,158,275
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 426","North York",1,1,2,45,77,6,4,136,137
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 600","Toronto",0,5,14,630,743,66,0,1458,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 601","Toronto",2,2,9,810,886,58,0,1767,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 602","Toronto",3,5,14,660,958,100,7,1747,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 603","Toronto",0,7,8,433,232,72,0,752,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 604","Toronto",2,6,10,476,285,64,2,845,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 605","Toronto",2,2,7,286,1008,35,0,1340,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 606","Toronto",2,2,20,945,607,66,1,1643,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 607","Toronto",0,4,9,892,575,89,6,1575,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 608","Toronto",1,2,14,816,508,83,3,1427,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 609","Toronto",1,4,12,494,848,82,4,1445,
35024,"Eglinton--Lawrence/Eglinton--Lawrence"," 610","Toronto",0,9,9,623,297,78,5,1021,
35024,"Eglinton--Lawrence/Eglinton--Lawrence",,"Group 1/Groupe 1",0,2,3,83,26,26,4,144,168
35024,"Eglinton--Lawrence/Eglinton--Lawrence",,"Group 2/Groupe 2",3,9,17,863,1038,175,27,2132,
