Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Beals,Andy Brooke,Mark Gerretsen,Luke McAllister,Nathan Townend,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35044,"Kingston and the Islands/Kingston et les Îles"," 80","Kingston",23,82,128,1,7,0,241,441
35044,"Kingston and the Islands/Kingston et les Îles"," 81","Kingston",11,59,82,0,9,1,162,300
35044,"Kingston and the Islands/Kingston et les Îles"," 82","Kingston",16,89,116,1,13,1,236,491
35044,"Kingston and the Islands/Kingston et les Îles"," 83","Kingston",43,56,131,1,9,1,241,405
35044,"Kingston and the Islands/Kingston et les Îles"," 84","Kingston",34,87,124,0,8,1,254,474
35044,"Kingston and the Islands/Kingston et les Îles"," 85","Kingston",37,52,115,1,12,0,217,435
35044,"Kingston and the Islands/Kingston et les Îles"," 86","Kingston",22,56,86,1,7,0,172,366
35044,"Kingston and the Islands/Kingston et les Îles"," 87","Kingston",13,44,88,0,7,0,152,364
35044,"Kingston and the Islands/Kingston et les Îles"," 88","Kingston",23,33,86,0,6,0,148,352
35044,"Kingston and the Islands/Kingston et les Îles"," 89","Kingston",16,46,51,1,6,0,120,357
35044,"Kingston and the Islands/Kingston et les Îles"," 90A","Kingston",41,56,179,5,16,2,299,432
35044,"Kingston and the Islands/Kingston et les Îles"," 90B","Kingston",Merged with No./Fusionné avec le n°403A,,,,,,,26
35044,"Kingston and the Islands/Kingston et les Îles"," 91","Kingston",49,26,125,1,13,2,216,409
35044,"Kingston and the Islands/Kingston et les Îles"," 92A","Kingston",28,37,95,2,4,1,167,161
35044,"Kingston and the Islands/Kingston et les Îles"," 92B","Kingston",9,16,77,3,5,0,110,145
35044,"Kingston and the Islands/Kingston et les Îles"," 92C","Kingston",28,25,77,0,11,0,141,160
35044,"Kingston and the Islands/Kingston et les Îles"," 92D","Kingston",Merged with No./Fusionné avec le n°404,,,,,,,125
35044,"Kingston and the Islands/Kingston et les Îles"," 92E","Kingston",Merged with No./Fusionné avec le n°93C,,,,,,,33
35044,"Kingston and the Islands/Kingston et les Îles"," 92F","Kingston",Merged with No./Fusionné avec le n°93B,,,,,,,23
35044,"Kingston and the Islands/Kingston et les Îles"," 93A","Kingston",21,26,93,1,6,1,148,357
35044,"Kingston and the Islands/Kingston et les Îles"," 93B","Kingston",10,34,49,1,5,0,99,84
35044,"Kingston and the Islands/Kingston et les Îles"," 93C","Kingston",17,38,65,3,4,0,127,97
35044,"Kingston and the Islands/Kingston et les Îles"," 93D","Kingston",Merged with No./Fusionné avec le n°92A,,,,,,,6
35044,"Kingston and the Islands/Kingston et les Îles"," 94","Kingston",20,46,96,0,10,0,172,320
35044,"Kingston and the Islands/Kingston et les Îles"," 95","Kingston",32,33,65,1,8,1,140,428
35044,"Kingston and the Islands/Kingston et les Îles"," 96","Kingston",52,20,117,0,18,2,209,463
35044,"Kingston and the Islands/Kingston et les Îles"," 97","Kingston",81,18,107,0,15,0,221,451
35044,"Kingston and the Islands/Kingston et les Îles"," 98","Kingston",75,15,98,2,22,0,212,485
35044,"Kingston and the Islands/Kingston et les Îles"," 99","Kingston",49,22,90,0,20,0,181,359
35044,"Kingston and the Islands/Kingston et les Îles"," 100","Kingston",59,31,110,0,10,1,211,463
35044,"Kingston and the Islands/Kingston et les Îles"," 101","Kingston",47,24,90,1,14,0,176,390
35044,"Kingston and the Islands/Kingston et les Îles"," 102","Kingston",20,37,77,2,10,0,146,340
35044,"Kingston and the Islands/Kingston et les Îles"," 103","Kingston",86,16,89,1,19,2,213,400
35044,"Kingston and the Islands/Kingston et les Îles"," 104","Kingston",39,13,116,0,20,1,189,377
35044,"Kingston and the Islands/Kingston et les Îles"," 105","Kingston",55,29,104,2,18,0,208,401
35044,"Kingston and the Islands/Kingston et les Îles"," 106","Kingston",50,19,75,0,9,0,153,433
35044,"Kingston and the Islands/Kingston et les Îles"," 107","Kingston",59,14,92,0,4,0,169,430
35044,"Kingston and the Islands/Kingston et les Îles"," 108","Kingston",58,23,125,3,15,0,224,408
35044,"Kingston and the Islands/Kingston et les Îles"," 109","Kingston",53,23,121,1,12,1,211,422
35044,"Kingston and the Islands/Kingston et les Îles"," 110","Kingston",55,9,80,0,12,0,156,345
35044,"Kingston and the Islands/Kingston et les Îles"," 111","Kingston",80,18,148,6,26,0,278,469
35044,"Kingston and the Islands/Kingston et les Îles"," 112","Kingston",51,56,133,1,21,3,265,409
35044,"Kingston and the Islands/Kingston et les Îles"," 113","Kingston",52,32,139,1,12,1,237,459
35044,"Kingston and the Islands/Kingston et les Îles"," 114","Kingston",68,39,188,2,22,0,319,483
35044,"Kingston and the Islands/Kingston et les Îles"," 115","Kingston",69,88,266,4,18,2,447,633
35044,"Kingston and the Islands/Kingston et les Îles"," 116","Kingston",55,22,98,2,7,2,186,413
35044,"Kingston and the Islands/Kingston et les Îles"," 117","Kingston",47,31,129,1,17,0,225,408
35044,"Kingston and the Islands/Kingston et les Îles"," 118","Kingston",49,38,133,0,8,4,232,444
35044,"Kingston and the Islands/Kingston et les Îles"," 119","Kingston",44,63,127,2,9,3,248,447
35044,"Kingston and the Islands/Kingston et les Îles"," 120","Kingston",39,98,151,3,10,0,301,659
35044,"Kingston and the Islands/Kingston et les Îles"," 121","Kingston",47,21,113,1,10,0,192,445
35044,"Kingston and the Islands/Kingston et les Îles"," 122","Kingston",60,24,94,1,14,1,194,406
35044,"Kingston and the Islands/Kingston et les Îles"," 123","Kingston",21,28,74,1,8,1,133,402
35044,"Kingston and the Islands/Kingston et les Îles"," 124","Kingston",71,46,172,2,17,1,309,563
35044,"Kingston and the Islands/Kingston et les Îles"," 125","Kingston",37,24,70,1,2,0,134,301
35044,"Kingston and the Islands/Kingston et les Îles"," 126","Kingston",22,22,78,1,0,0,123,272
35044,"Kingston and the Islands/Kingston et les Îles"," 127","Kingston",33,24,117,2,8,1,185,482
35044,"Kingston and the Islands/Kingston et les Îles"," 128","Kingston",40,19,137,0,10,1,207,494
35044,"Kingston and the Islands/Kingston et les Îles"," 129","Kingston",34,29,82,1,9,0,155,360
35044,"Kingston and the Islands/Kingston et les Îles"," 130","Kingston",28,55,114,1,9,0,207,366
35044,"Kingston and the Islands/Kingston et les Îles"," 131A","Kingston",26,35,112,0,9,0,182,422
35044,"Kingston and the Islands/Kingston et les Îles"," 131B","Kingston",30,35,70,0,10,0,145,336
35044,"Kingston and the Islands/Kingston et les Îles"," 132","Kingston",36,43,149,0,8,2,238,408
35044,"Kingston and the Islands/Kingston et les Îles"," 133","Kingston",37,41,96,1,14,2,191,443
35044,"Kingston and the Islands/Kingston et les Îles"," 134","Kingston",51,38,121,2,17,0,229,430
35044,"Kingston and the Islands/Kingston et les Îles"," 135","Kingston",43,23,111,3,16,0,196,396
35044,"Kingston and the Islands/Kingston et les Îles"," 136A","Kingston",53,67,192,7,17,3,339,487
35044,"Kingston and the Islands/Kingston et les Îles"," 136B","Kingston",Merged with No./Fusionné avec le n°403A,,,,,,,34
35044,"Kingston and the Islands/Kingston et les Îles"," 137","Kingston",58,56,171,1,21,0,307,476
35044,"Kingston and the Islands/Kingston et les Îles"," 138","Kingston",44,41,115,2,13,1,216,383
35044,"Kingston and the Islands/Kingston et les Îles"," 139","Kingston",61,46,148,0,22,3,280,484
35044,"Kingston and the Islands/Kingston et les Îles"," 140","Kingston",46,37,112,2,13,1,211,415
35044,"Kingston and the Islands/Kingston et les Îles"," 141","Kingston",51,31,106,2,13,0,203,569
35044,"Kingston and the Islands/Kingston et les Îles"," 142","Kingston",53,33,126,0,21,0,233,453
35044,"Kingston and the Islands/Kingston et les Îles"," 143","Kingston",54,33,164,1,8,0,260,480
35044,"Kingston and the Islands/Kingston et les Îles"," 144","Kingston",38,34,135,0,11,1,219,523
35044,"Kingston and the Islands/Kingston et les Îles"," 145","Kingston",36,4,75,0,11,1,127,297
35044,"Kingston and the Islands/Kingston et les Îles"," 146","Kingston",35,21,84,2,5,2,149,331
35044,"Kingston and the Islands/Kingston et les Îles"," 147","Kingston",41,24,87,1,4,0,157,442
35044,"Kingston and the Islands/Kingston et les Îles"," 148","Kingston",26,32,92,0,8,0,158,353
35044,"Kingston and the Islands/Kingston et les Îles"," 149","Kingston",21,57,119,0,8,0,205,529
35044,"Kingston and the Islands/Kingston et les Îles"," 150","Kingston",19,33,97,0,5,1,155,280
35044,"Kingston and the Islands/Kingston et les Îles"," 151","Kingston",32,25,122,1,4,0,184,308
35044,"Kingston and the Islands/Kingston et les Îles"," 152","Kingston",29,40,148,4,12,3,236,442
35044,"Kingston and the Islands/Kingston et les Îles"," 153","Kingston",17,30,74,0,11,1,133,295
35044,"Kingston and the Islands/Kingston et les Îles"," 154","Kingston",18,22,71,0,10,0,121,286
35044,"Kingston and the Islands/Kingston et les Îles"," 155","Kingston",28,25,71,0,4,0,128,290
35044,"Kingston and the Islands/Kingston et les Îles"," 156","Kingston",28,27,108,0,12,0,175,417
35044,"Kingston and the Islands/Kingston et les Îles"," 157","Kingston",11,54,106,1,4,1,177,349
35044,"Kingston and the Islands/Kingston et les Îles"," 158","Kingston",16,56,109,3,5,0,189,449
35044,"Kingston and the Islands/Kingston et les Îles"," 159","Kingston",22,37,92,0,10,0,161,311
35044,"Kingston and the Islands/Kingston et les Îles"," 160","Kingston",35,36,89,0,7,1,168,386
35044,"Kingston and the Islands/Kingston et les Îles"," 161","Kingston",24,39,90,1,5,1,160,335
35044,"Kingston and the Islands/Kingston et les Îles"," 162","Kingston",18,49,103,0,1,0,171,297
35044,"Kingston and the Islands/Kingston et les Îles"," 163","Kingston",23,28,95,1,2,0,149,302
35044,"Kingston and the Islands/Kingston et les Îles"," 164","Kingston",38,60,134,1,9,3,245,452
35044,"Kingston and the Islands/Kingston et les Îles"," 165","Kingston",35,55,127,1,4,0,222,437
35044,"Kingston and the Islands/Kingston et les Îles"," 166","Kingston",28,52,126,0,5,1,212,439
35044,"Kingston and the Islands/Kingston et les Îles"," 167","Kingston",20,65,103,1,4,1,194,390
35044,"Kingston and the Islands/Kingston et les Îles"," 168","Kingston",42,51,102,1,13,3,212,418
35044,"Kingston and the Islands/Kingston et les Îles"," 169","Kingston",28,39,113,1,8,0,189,440
35044,"Kingston and the Islands/Kingston et les Îles"," 170","Kingston",35,45,143,1,14,0,238,543
35044,"Kingston and the Islands/Kingston et les Îles"," 171","Kingston",35,40,117,4,10,0,206,439
35044,"Kingston and the Islands/Kingston et les Îles"," 172","Kingston",36,41,119,1,9,0,206,434
35044,"Kingston and the Islands/Kingston et les Îles"," 173","Kingston",13,48,146,1,9,1,218,373
35044,"Kingston and the Islands/Kingston et les Îles"," 174","Kingston",21,65,135,2,2,2,227,432
35044,"Kingston and the Islands/Kingston et les Îles"," 175","Kingston",12,59,114,4,5,0,194,381
35044,"Kingston and the Islands/Kingston et les Îles"," 176","Kingston",33,65,121,1,8,0,228,438
35044,"Kingston and the Islands/Kingston et les Îles"," 177","Kingston",19,85,111,1,7,0,223,457
35044,"Kingston and the Islands/Kingston et les Îles"," 178","Kingston",28,74,145,0,7,0,254,504
35044,"Kingston and the Islands/Kingston et les Îles"," 179","Kingston",21,68,124,0,3,1,217,475
35044,"Kingston and the Islands/Kingston et les Îles"," 180","Kingston",16,64,116,1,7,1,205,428
35044,"Kingston and the Islands/Kingston et les Îles"," 181","Kingston",26,68,115,0,10,0,219,432
35044,"Kingston and the Islands/Kingston et les Îles"," 182","Kingston",28,58,127,0,10,0,223,442
35044,"Kingston and the Islands/Kingston et les Îles"," 183","Kingston",17,64,72,2,7,0,162,395
35044,"Kingston and the Islands/Kingston et les Îles"," 184","Kingston",24,43,84,1,5,0,157,314
35044,"Kingston and the Islands/Kingston et les Îles"," 185","Kingston",39,19,112,0,9,0,179,358
35044,"Kingston and the Islands/Kingston et les Îles"," 186","Kingston",41,70,140,2,12,4,269,461
35044,"Kingston and the Islands/Kingston et les Îles"," 187","Kingston",38,47,131,3,9,1,229,413
35044,"Kingston and the Islands/Kingston et les Îles"," 188","Kingston",32,56,130,0,9,0,227,432
35044,"Kingston and the Islands/Kingston et les Îles"," 189","Kingston",31,57,144,0,6,0,238,442
35044,"Kingston and the Islands/Kingston et les Îles"," 190","Kingston",37,65,128,0,11,1,242,454
35044,"Kingston and the Islands/Kingston et les Îles"," 191","Kingston",52,47,151,2,5,1,258,468
35044,"Kingston and the Islands/Kingston et les Îles"," 192","Kingston",66,42,110,0,4,1,223,429
35044,"Kingston and the Islands/Kingston et les Îles"," 193","Kingston",23,51,104,1,14,0,193,337
35044,"Kingston and the Islands/Kingston et les Îles"," 194","Kingston",26,64,91,0,12,0,193,352
35044,"Kingston and the Islands/Kingston et les Îles"," 195","Kingston",25,35,123,1,6,0,190,398
35044,"Kingston and the Islands/Kingston et les Îles"," 196","Kingston",11,36,86,0,4,0,137,297
35044,"Kingston and the Islands/Kingston et les Îles"," 197","Kingston",36,65,150,0,7,3,261,544
35044,"Kingston and the Islands/Kingston et les Îles"," 198","Kingston",29,110,154,0,5,0,298,518
35044,"Kingston and the Islands/Kingston et les Îles"," 199","Kingston",45,46,127,0,7,0,225,421
35044,"Kingston and the Islands/Kingston et les Îles"," 200","Kingston",31,37,107,1,10,1,187,392
35044,"Kingston and the Islands/Kingston et les Îles"," 201","Kingston",26,38,96,0,12,0,172,324
35044,"Kingston and the Islands/Kingston et les Îles"," 202","Kingston",38,30,117,1,11,0,197,395
35044,"Kingston and the Islands/Kingston et les Îles"," 203","Kingston",29,31,107,0,5,0,172,397
35044,"Kingston and the Islands/Kingston et les Îles"," 204","Kingston",28,63,106,0,11,0,208,410
35044,"Kingston and the Islands/Kingston et les Îles"," 205","Kingston",21,48,142,0,6,1,218,410
35044,"Kingston and the Islands/Kingston et les Îles"," 206","Kingston",29,78,148,0,8,0,263,483
35044,"Kingston and the Islands/Kingston et les Îles"," 207","Kingston",36,44,106,1,12,0,199,348
35044,"Kingston and the Islands/Kingston et les Îles"," 208","Kingston",35,39,116,0,17,1,208,370
35044,"Kingston and the Islands/Kingston et les Îles"," 209","Kingston",20,45,121,1,13,0,200,422
35044,"Kingston and the Islands/Kingston et les Îles"," 210","Wolfe Island",36,75,113,2,11,2,239,323
35044,"Kingston and the Islands/Kingston et les Îles"," 211","Wolfe Island",22,42,137,0,27,1,229,325
35044,"Kingston and the Islands/Kingston et les Îles"," 212","Wolfe Island",25,61,131,0,10,0,227,342
35044,"Kingston and the Islands/Kingston et les Îles"," 213","Kingston",75,38,175,4,18,0,310,536
35044,"Kingston and the Islands/Kingston et les Îles"," 214","Kingston",46,31,128,2,5,2,214,407
35044,"Kingston and the Islands/Kingston et les Îles"," 215","Kingston",59,74,218,1,20,2,374,662
35044,"Kingston and the Islands/Kingston et les Îles"," 216","Kingston",35,22,59,0,11,1,128,226
35044,"Kingston and the Islands/Kingston et les Îles"," 217","Kingston",48,21,100,0,13,1,183,322
35044,"Kingston and the Islands/Kingston et les Îles"," 400","Kingston",4,40,26,0,2,0,72,94
35044,"Kingston and the Islands/Kingston et les Îles"," 401","Kingston",8,28,47,0,0,2,85,95
35044,"Kingston and the Islands/Kingston et les Îles"," 402","Kingston",23,41,90,3,6,0,163,210
35044,"Kingston and the Islands/Kingston et les Îles"," 403A","Kingston",31,39,102,1,5,0,178,170
35044,"Kingston and the Islands/Kingston et les Îles"," 403B","Kingston",17,39,83,2,8,1,150,150
35044,"Kingston and the Islands/Kingston et les Îles"," 404","Kingston",44,44,101,2,12,1,204,102
35044,"Kingston and the Islands/Kingston et les Îles"," 405","Kingston",4,15,39,0,5,1,64,109
35044,"Kingston and the Islands/Kingston et les Îles"," 406","Kingston",11,20,79,1,4,11,126,187
35044,"Kingston and the Islands/Kingston et les Îles"," 407","Kingston",6,17,28,2,0,3,56,100
35044,"Kingston and the Islands/Kingston et les Îles"," 408","Kingston",17,26,85,3,14,0,145,83
35044,"Kingston and the Islands/Kingston et les Îles"," 409","Kingston",21,23,74,2,8,1,129,134
35044,"Kingston and the Islands/Kingston et les Îles"," 410","Kingston",7,18,27,0,3,1,56,91
35044,"Kingston and the Islands/Kingston et les Îles"," 411","Kingston",8,52,63,0,10,0,133,184
35044,"Kingston and the Islands/Kingston et les Îles"," 500","Mobile poll/Bureau itinérant",4,40,58,0,8,3,113,157
35044,"Kingston and the Islands/Kingston et les Îles"," 501","Mobile poll/Bureau itinérant",5,18,63,1,2,0,89,110
35044,"Kingston and the Islands/Kingston et les Îles"," 502","Mobile poll/Bureau itinérant",11,36,88,1,4,2,142,171
35044,"Kingston and the Islands/Kingston et les Îles"," 503","Mobile poll/Bureau itinérant",12,13,34,2,1,2,64,124
35044,"Kingston and the Islands/Kingston et les Îles"," 504","Mobile poll/Bureau itinérant",8,28,29,1,1,2,69,106
35044,"Kingston and the Islands/Kingston et les Îles"," 505","Mobile poll/Bureau itinérant",10,34,54,1,3,0,102,139
35044,"Kingston and the Islands/Kingston et les Îles"," 600","Kingston",132,342,748,1,34,1,1258,
35044,"Kingston and the Islands/Kingston et les Îles"," 601","Kingston",123,290,614,3,22,1,1053,
35044,"Kingston and the Islands/Kingston et les Îles"," 602","Kingston",170,199,463,3,30,2,867,
35044,"Kingston and the Islands/Kingston et les Îles"," 603","Kingston",Void/Supprimé,,,,,,,
35044,"Kingston and the Islands/Kingston et les Îles"," 604","Kingston",234,523,880,0,82,7,1726,
35044,"Kingston and the Islands/Kingston et les Îles"," 605","Kingston",147,309,580,0,42,3,1081,
35044,"Kingston and the Islands/Kingston et les Îles"," 606","Kingston",204,326,624,7,34,2,1197,
35044,"Kingston and the Islands/Kingston et les Îles"," 607","Kingston",132,295,552,6,38,7,1030,
35044,"Kingston and the Islands/Kingston et les Îles"," 608","Kingston",238,398,729,6,60,2,1433,
35044,"Kingston and the Islands/Kingston et les Îles"," 609","Kingston",162,76,324,3,32,1,598,
35044,"Kingston and the Islands/Kingston et les Îles"," 610","Kingston",315,101,456,4,45,2,923,
35044,"Kingston and the Islands/Kingston et les Îles"," 611","Kingston",156,347,750,3,58,1,1315,
35044,"Kingston and the Islands/Kingston et les Îles"," 612","Kingston",214,260,688,4,55,2,1223,
35044,"Kingston and the Islands/Kingston et les Îles"," 613","Kingston",160,128,473,1,39,1,802,
35044,"Kingston and the Islands/Kingston et les Îles"," 614","Kingston",201,154,582,2,47,3,989,
35044,"Kingston and the Islands/Kingston et les Îles",,"Group 1/Groupe 1",81,402,349,6,43,16,897,205
35044,"Kingston and the Islands/Kingston et les Îles",,"Group 2/Groupe 2",429,356,1084,6,86,21,1982,
