Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ryan Cleary,Marek Krol,Jackson McLean,Seamus O'Regan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 18","St. John's",37,4,3,44,0,88,179
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 19","St. John's",53,7,4,105,0,169,420
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 20","St. John's",57,17,1,67,2,144,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 21","St. John's",76,13,0,97,1,187,391
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 22","St. John's",128,7,3,124,0,262,502
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 23","St. John's",86,8,2,70,0,166,365
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 24","St. John's",68,7,1,90,0,166,450
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 25","St. John's",80,4,1,113,0,198,492
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 26A","St. John's",82,7,2,105,0,196,455
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 26B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,23
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 27","St. John's",97,11,5,114,0,227,452
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 28","St. John's",73,6,2,70,0,151,331
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 29","St. John's",72,4,4,90,0,170,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 30","St. John's",69,10,2,80,0,161,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 31","St. John's",87,6,0,153,0,246,463
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 32","St. John's",80,3,0,72,1,156,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 33","St. John's",73,7,1,112,1,194,421
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 34","St. John's",83,15,3,154,0,255,574
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 35","St. John's",103,3,3,140,0,249,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 36","St. John's",90,8,2,118,1,219,463
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 37","St. John's",82,15,6,173,1,277,442
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 38","St. John's",56,7,4,125,0,192,316
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 39","St. John's",85,13,4,143,0,245,440
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 40","St. John's",99,8,2,131,1,241,405
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 41","St. John's",67,10,0,94,0,171,334
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 42","St. John's",99,9,3,120,0,231,426
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 43","St. John's",81,4,4,97,0,186,329
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 44","St. John's",63,17,5,232,4,321,502
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 45","St. John's",71,9,2,146,2,230,388
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 46","St. John's",74,10,2,118,2,206,415
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 47","St. John's",50,4,1,97,0,152,311
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 48","St. John's",36,6,1,104,1,148,349
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 49","St. John's",69,8,3,126,0,206,308
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 50","St. John's",69,12,0,148,0,229,392
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 51A","St. John's",43,8,1,111,0,163,286
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 51B","St. John's",50,9,0,104,0,163,291
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 52","Mount Pearl",75,14,1,142,0,232,421
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 53","St. John's",69,17,1,159,0,246,399
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 54A","St. John's",73,19,1,130,2,225,364
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 54B","St. John's",Merged with No./Fusionné avec le n°58,,,,,,8
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 55","St. John's",49,8,0,112,0,169,306
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 56","St. John's",93,9,1,132,2,237,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 57","St. John's",92,5,0,134,0,231,445
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 58","St. John's",57,4,0,132,1,194,341
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 59","Petty Harbour-Maddox Cove",182,15,1,181,2,381,578
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 60","Petty Harbour-Maddox Cove",129,11,2,84,2,228,311
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 61","St. John's",90,8,2,168,0,268,486
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 62","St. John's",86,11,3,93,0,193,397
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 63","St. John's",86,5,0,133,1,225,409
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 64","St. John's",75,7,1,84,0,167,356
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 65","St. John's",71,12,0,121,0,204,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 66","St. John's",54,3,0,106,0,163,297
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 67","St. John's",83,7,2,133,0,225,442
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 68","St. John's",63,2,1,124,0,190,331
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 69","St. John's",71,11,1,94,0,177,319
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 70","St. John's",97,8,0,127,0,232,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 71","St. John's",101,9,4,109,0,223,379
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 72","St. John's",65,8,0,109,0,182,332
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 73","St. John's",101,6,2,120,0,229,406
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 74","St. John's",88,12,0,145,0,245,444
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 75A","St. John's",49,13,2,107,1,172,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 75B","St. John's",62,10,2,97,1,172,308
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 76","St. John's",103,11,3,146,1,264,460
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 77","St. John's",61,24,0,140,1,226,364
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 78","St. John's",47,6,2,144,0,199,380
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 79A","St. John's",40,13,1,111,0,165,298
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 79B","St. John's",37,4,1,127,2,171,281
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 80","St. John's",59,15,0,224,1,299,461
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 81A","St. John's",30,16,1,157,1,205,331
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 81B","St. John's",34,14,0,168,1,217,375
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 82","Mount Pearl",82,11,1,121,0,215,406
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 83","Mount Pearl",60,3,1,76,0,140,235
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 84A","St. John's",40,16,1,104,0,161,273
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 84B","St. John's",45,12,0,145,0,202,339
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 85","St. John's",88,5,5,115,0,213,427
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 86","St. John's",85,14,1,187,0,287,488
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 87","St. John's",108,16,0,163,0,287,485
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 88","St. John's",84,8,2,92,0,186,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 89","St. John's",112,4,0,154,1,271,494
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 90","St. John's",97,5,1,132,0,235,457
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 91","St. John's",111,8,0,157,0,276,563
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 92","Mount Pearl",79,8,3,139,0,229,434
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 93","Mount Pearl",72,6,1,111,1,191,349
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 94","Mount Pearl",89,3,0,110,0,202,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 95","Mount Pearl",72,10,2,136,0,220,361
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 96","Mount Pearl",64,8,1,127,0,200,329
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 97","Mount Pearl",64,6,0,123,0,193,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 98","Mount Pearl",90,5,1,82,0,178,309
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 99","Mount Pearl",91,2,0,132,0,225,403
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 100","Mount Pearl",87,8,0,196,0,291,466
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 101","Mount Pearl",137,6,1,158,1,303,521
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 102","Mount Pearl",104,8,4,177,0,293,454
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 103","Mount Pearl",84,16,4,166,1,271,469
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 104","Mount Pearl",68,19,2,198,0,287,449
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 105","Mount Pearl",59,21,2,177,1,260,447
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 106","Mount Pearl",83,23,0,180,1,287,509
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 107","Mount Pearl",76,3,1,163,0,243,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 108","Mount Pearl",102,13,2,139,1,257,433
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 109","Mount Pearl",87,14,0,119,0,220,370
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 110","Mount Pearl",79,6,2,139,0,226,421
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 111","Mount Pearl",85,5,0,126,1,217,413
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 112","Mount Pearl",72,6,2,128,0,208,404
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 113","Mount Pearl",99,10,3,137,0,249,489
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 114","Mount Pearl",64,9,0,166,0,239,409
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 115","Mount Pearl",96,8,0,161,0,265,458
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 116","Mount Pearl",80,8,2,131,0,221,379
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 117","Mount Pearl",97,15,0,228,1,341,524
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 118","St. John's",90,5,3,185,0,283,467
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 119","Mount Pearl",81,8,2,176,0,267,529
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120A","Mount Pearl",38,7,0,115,0,160,290
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120B","Mount Pearl",47,12,1,98,1,159,276
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,0
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 121","Mount Pearl",59,7,1,142,0,209,399
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 122","Mount Pearl",69,9,2,144,0,224,448
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 123","St. John's",68,25,5,106,0,204,387
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 124","St. John's",36,4,3,119,0,162,295
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 125","St. John's",65,10,5,155,2,237,406
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 126","St. John's",42,11,2,152,0,207,374
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 127","St. John's",53,6,4,99,0,162,320
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 128","St. John's",66,4,3,99,1,173,349
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 129","St. John's",64,18,0,145,1,228,384
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 130","St. John's",75,27,3,188,1,294,455
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 131","St. John's",90,9,2,175,1,277,455
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 132","St. John's",68,14,2,159,1,244,422
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 133","St. John's",58,11,0,164,1,234,415
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 134","St. John's",48,12,0,65,0,125,291
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 135","St. John's",46,8,2,76,0,132,312
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 136","St. John's",67,9,1,85,0,162,387
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 137","St. John's",71,4,1,160,1,237,443
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 138","St. John's",63,8,0,122,1,194,340
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 139","St. John's",104,18,1,155,0,278,435
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 140","St. John's",92,8,2,130,0,232,437
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 141","St. John's",95,5,0,108,0,208,376
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 142","St. John's",75,2,2,118,0,197,300
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 143","St. John's",62,12,1,110,0,185,316
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 144","St. John's",73,9,3,135,0,220,370
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 145","St. John's",126,10,2,162,0,300,535
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 146","Mount Pearl",83,9,3,161,1,257,491
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 147","Mount Pearl",105,11,3,170,1,290,563
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 148","Mount Pearl",74,6,2,115,0,197,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 149","Mount Pearl",88,12,2,110,0,212,409
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 150","Mount Pearl",75,12,0,157,0,244,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 151","Mount Pearl",103,8,0,82,2,195,345
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 152","Mount Pearl",76,16,3,102,2,199,355
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 153","Mount Pearl",75,2,0,105,0,182,325
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 154","Mount Pearl",68,5,0,71,1,145,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 155","Mount Pearl",124,9,1,125,0,259,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 156","Mount Pearl",77,15,2,138,1,233,431
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157","Mount Pearl",93,5,2,137,0,237,444
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158","Bay Bulls",81,14,1,151,2,249,440
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 159","Bay Bulls",80,16,2,129,1,228,372
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 160","Bay Bulls",59,7,0,118,1,185,297
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 161","Witless Bay",58,21,0,137,0,216,281
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 162","Witless Bay",63,13,0,117,0,193,320
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 163","Witless Bay",89,19,3,187,1,299,566
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 400","St. John's",51,9,0,62,0,122,169
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 500","Mobile poll/Bureau itinérant",21,6,1,35,0,63,71
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 501A","Mobile poll/Bureau itinérant",18,9,4,31,1,63,76
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,38
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 502","Mobile poll/Bureau itinérant",31,17,0,49,2,99,159
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 503","Mobile poll/Bureau itinérant",37,11,2,67,1,118,126
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 600","St. John's",230,24,6,183,1,444,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 601","St. John's",243,33,1,386,1,664,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 602","St. John's",263,20,6,372,4,665,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 603","St. John's",311,40,6,279,2,638,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 604","St. John's",189,32,4,330,0,555,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 605","St. John's",189,30,3,367,0,589,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 606","Mount Pearl",267,37,6,396,2,708,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 607","Mount Pearl",171,16,3,217,1,408,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 608","St. John's",227,33,0,340,2,602,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 609","St. John's",179,15,1,246,0,441,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 610","Bay Bulls",56,12,0,78,0,146,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,"Group 1/Groupe 1",30,44,5,95,7,181,80
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,"Group 2/Groupe 2",853,69,33,1021,28,2004,
