Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude Chalhoub,Karine Desjardins,Matthew Dubé,Yves Lessard,Michael Maher,Fodé Kerfalla Yansané,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Beloeil--Chambly/Beloeil--Chambly"," 42","Mont-Saint-Hilaire",20,53,49,45,2,6,2,177,330
24011,"Beloeil--Chambly/Beloeil--Chambly"," 43","Mont-Saint-Hilaire",15,75,68,46,1,7,0,212,410
24011,"Beloeil--Chambly/Beloeil--Chambly"," 44","Mont-Saint-Hilaire",20,71,85,68,0,11,4,259,456
24011,"Beloeil--Chambly/Beloeil--Chambly"," 45","Mont-Saint-Hilaire",26,77,95,62,1,5,2,268,432
24011,"Beloeil--Chambly/Beloeil--Chambly"," 46","Mont-Saint-Hilaire",18,83,100,48,0,8,4,261,434
24011,"Beloeil--Chambly/Beloeil--Chambly"," 47","Mont-Saint-Hilaire",12,80,85,54,1,7,9,248,396
24011,"Beloeil--Chambly/Beloeil--Chambly"," 48","Beloeil",15,35,42,52,1,3,3,151,313
24011,"Beloeil--Chambly/Beloeil--Chambly"," 49","Beloeil",35,73,87,71,0,2,3,271,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 50","Beloeil",12,77,70,53,1,3,5,221,381
24011,"Beloeil--Chambly/Beloeil--Chambly"," 51","Beloeil",9,58,57,39,1,8,4,176,399
24011,"Beloeil--Chambly/Beloeil--Chambly"," 52","Beloeil",15,40,61,67,0,5,0,188,376
24011,"Beloeil--Chambly/Beloeil--Chambly"," 53","Beloeil",13,40,59,64,0,4,4,184,361
24011,"Beloeil--Chambly/Beloeil--Chambly"," 54A","Beloeil",4,43,55,54,2,2,3,163,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 54B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,53
24011,"Beloeil--Chambly/Beloeil--Chambly"," 55","Beloeil",15,48,54,81,0,8,0,206,404
24011,"Beloeil--Chambly/Beloeil--Chambly"," 56A","Beloeil",10,53,37,43,1,4,2,150,304
24011,"Beloeil--Chambly/Beloeil--Chambly"," 56B","Beloeil",5,51,27,29,0,3,1,116,262
24011,"Beloeil--Chambly/Beloeil--Chambly"," 57","Beloeil",7,35,46,42,0,5,3,138,365
24011,"Beloeil--Chambly/Beloeil--Chambly"," 58","Beloeil",10,59,76,72,0,7,1,225,430
24011,"Beloeil--Chambly/Beloeil--Chambly"," 59","Beloeil",11,47,51,38,0,3,2,152,403
24011,"Beloeil--Chambly/Beloeil--Chambly"," 60","Beloeil",21,71,58,46,1,4,2,203,404
24011,"Beloeil--Chambly/Beloeil--Chambly"," 61A","Beloeil",20,78,59,53,1,3,5,219,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 61B","Beloeil",23,76,74,51,0,2,3,229,367
24011,"Beloeil--Chambly/Beloeil--Chambly"," 62","Beloeil",23,66,86,66,2,9,3,255,413
24011,"Beloeil--Chambly/Beloeil--Chambly"," 63","Beloeil",15,63,61,86,0,5,2,232,422
24011,"Beloeil--Chambly/Beloeil--Chambly"," 64","Beloeil",18,49,77,79,0,7,4,234,387
24011,"Beloeil--Chambly/Beloeil--Chambly"," 65","Beloeil",10,60,70,77,1,5,5,228,398
24011,"Beloeil--Chambly/Beloeil--Chambly"," 66","Beloeil",22,62,86,76,0,3,1,250,426
24011,"Beloeil--Chambly/Beloeil--Chambly"," 67","Beloeil",23,77,90,52,0,3,4,249,436
24011,"Beloeil--Chambly/Beloeil--Chambly"," 68","Beloeil",13,64,71,77,1,7,1,234,379
24011,"Beloeil--Chambly/Beloeil--Chambly"," 69","Beloeil",16,66,97,44,0,5,7,235,401
24011,"Beloeil--Chambly/Beloeil--Chambly"," 70","Beloeil",22,51,76,53,0,6,2,210,344
24011,"Beloeil--Chambly/Beloeil--Chambly"," 71","Beloeil",12,58,71,49,0,3,0,193,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 72","Beloeil",19,69,76,80,0,3,0,247,386
24011,"Beloeil--Chambly/Beloeil--Chambly"," 73","Beloeil",13,64,73,67,2,7,1,227,371
24011,"Beloeil--Chambly/Beloeil--Chambly"," 74","Beloeil",14,52,77,55,1,2,3,204,352
24011,"Beloeil--Chambly/Beloeil--Chambly"," 75","Beloeil",11,55,85,72,0,5,1,229,411
24011,"Beloeil--Chambly/Beloeil--Chambly"," 76","Beloeil",11,44,50,57,0,3,3,168,403
24011,"Beloeil--Chambly/Beloeil--Chambly"," 77","Beloeil",4,62,64,66,1,8,3,208,370
24011,"Beloeil--Chambly/Beloeil--Chambly"," 78","Beloeil",24,49,74,86,1,10,1,245,432
24011,"Beloeil--Chambly/Beloeil--Chambly"," 79","Beloeil",14,53,55,64,0,3,3,192,424
24011,"Beloeil--Chambly/Beloeil--Chambly"," 80","McMasterville",10,40,46,44,0,3,3,146,276
24011,"Beloeil--Chambly/Beloeil--Chambly"," 81","McMasterville",9,43,36,48,3,2,3,144,253
24011,"Beloeil--Chambly/Beloeil--Chambly"," 82","McMasterville",7,45,56,47,0,2,1,158,279
24011,"Beloeil--Chambly/Beloeil--Chambly"," 83","McMasterville",16,38,32,56,1,8,3,154,284
24011,"Beloeil--Chambly/Beloeil--Chambly"," 84","McMasterville",9,57,68,54,0,6,1,195,334
24011,"Beloeil--Chambly/Beloeil--Chambly"," 85","McMasterville",6,28,45,34,0,2,0,115,221
24011,"Beloeil--Chambly/Beloeil--Chambly"," 86","McMasterville",13,68,57,68,1,5,0,212,383
24011,"Beloeil--Chambly/Beloeil--Chambly"," 87","McMasterville",11,48,68,50,0,3,5,185,357
24011,"Beloeil--Chambly/Beloeil--Chambly"," 88","McMasterville",7,47,46,56,0,4,4,164,306
24011,"Beloeil--Chambly/Beloeil--Chambly"," 89","McMasterville",13,40,52,47,1,6,2,161,236
24011,"Beloeil--Chambly/Beloeil--Chambly"," 90","McMasterville",5,41,52,62,2,4,1,167,374
24011,"Beloeil--Chambly/Beloeil--Chambly"," 91","McMasterville",4,52,36,56,3,3,6,160,315
24011,"Beloeil--Chambly/Beloeil--Chambly"," 92","McMasterville",5,35,29,41,1,7,2,120,258
24011,"Beloeil--Chambly/Beloeil--Chambly"," 93","McMasterville",9,61,41,41,0,6,2,160,290
24011,"Beloeil--Chambly/Beloeil--Chambly"," 94","Otterburn Park",9,57,75,85,0,4,1,231,445
24011,"Beloeil--Chambly/Beloeil--Chambly"," 95","Otterburn Park",15,64,63,60,0,4,2,208,396
24011,"Beloeil--Chambly/Beloeil--Chambly"," 96","Otterburn Park",13,72,69,68,2,6,3,233,422
24011,"Beloeil--Chambly/Beloeil--Chambly"," 97","Otterburn Park",10,62,81,71,1,11,5,241,418
24011,"Beloeil--Chambly/Beloeil--Chambly"," 98","Otterburn Park",12,54,69,76,1,7,1,220,413
24011,"Beloeil--Chambly/Beloeil--Chambly"," 99","Otterburn Park",12,50,85,103,0,4,3,257,411
24011,"Beloeil--Chambly/Beloeil--Chambly"," 100","Otterburn Park",13,71,65,89,1,8,2,249,453
24011,"Beloeil--Chambly/Beloeil--Chambly"," 101","Otterburn Park",24,73,65,67,1,7,3,240,417
24011,"Beloeil--Chambly/Beloeil--Chambly"," 102","Otterburn Park",16,73,90,67,0,5,2,253,427
24011,"Beloeil--Chambly/Beloeil--Chambly"," 103","Otterburn Park",18,98,90,81,0,1,3,291,464
24011,"Beloeil--Chambly/Beloeil--Chambly"," 104","Otterburn Park",22,71,79,39,1,3,3,218,419
24011,"Beloeil--Chambly/Beloeil--Chambly"," 105","Otterburn Park",27,79,79,67,2,9,4,267,424
24011,"Beloeil--Chambly/Beloeil--Chambly"," 106","Otterburn Park",17,85,75,65,0,8,4,254,442
24011,"Beloeil--Chambly/Beloeil--Chambly"," 107","Otterburn Park",25,47,69,67,1,7,5,221,431
24011,"Beloeil--Chambly/Beloeil--Chambly"," 108","Otterburn Park",21,75,91,54,1,5,3,250,439
24011,"Beloeil--Chambly/Beloeil--Chambly"," 109","Saint-Mathias-sur-Richelieu",24,55,47,40,1,3,0,170,316
24011,"Beloeil--Chambly/Beloeil--Chambly"," 110","Saint-Mathias-sur-Richelieu",21,51,52,66,0,3,1,194,324
24011,"Beloeil--Chambly/Beloeil--Chambly"," 111","Saint-Mathias-sur-Richelieu",11,52,30,49,1,3,6,152,306
24011,"Beloeil--Chambly/Beloeil--Chambly"," 112","Saint-Mathias-sur-Richelieu",24,63,53,73,0,10,1,224,376
24011,"Beloeil--Chambly/Beloeil--Chambly"," 113","Saint-Mathias-sur-Richelieu",19,56,49,57,0,3,1,185,286
24011,"Beloeil--Chambly/Beloeil--Chambly"," 114","Saint-Mathias-sur-Richelieu",22,38,51,37,0,0,2,150,302
24011,"Beloeil--Chambly/Beloeil--Chambly"," 115","Saint-Mathias-sur-Richelieu",13,45,51,53,0,2,0,164,323
24011,"Beloeil--Chambly/Beloeil--Chambly"," 116","Saint-Mathias-sur-Richelieu",15,61,85,79,0,7,0,247,415
24011,"Beloeil--Chambly/Beloeil--Chambly"," 117","Saint-Mathias-sur-Richelieu",18,53,43,57,0,2,2,175,315
24011,"Beloeil--Chambly/Beloeil--Chambly"," 118","Saint-Mathias-sur-Richelieu",14,69,51,57,0,2,5,198,403
24011,"Beloeil--Chambly/Beloeil--Chambly"," 119","Saint-Mathias-sur-Richelieu",10,41,37,51,1,2,4,146,313
24011,"Beloeil--Chambly/Beloeil--Chambly"," 120","St. Jean Baptiste",14,52,50,45,0,4,1,166,318
24011,"Beloeil--Chambly/Beloeil--Chambly"," 121","St. Jean Baptiste",24,48,62,60,1,1,4,200,376
24011,"Beloeil--Chambly/Beloeil--Chambly"," 122","St. Jean Baptiste",24,53,69,75,2,6,1,230,390
24011,"Beloeil--Chambly/Beloeil--Chambly"," 123","St. Jean Baptiste",14,39,29,41,1,3,5,132,301
24011,"Beloeil--Chambly/Beloeil--Chambly"," 124","St. Jean Baptiste",12,51,38,62,0,2,4,169,273
24011,"Beloeil--Chambly/Beloeil--Chambly"," 125","St. Jean Baptiste",13,45,47,51,0,0,5,161,286
24011,"Beloeil--Chambly/Beloeil--Chambly"," 126","St. Jean Baptiste",9,41,46,48,1,5,5,155,320
24011,"Beloeil--Chambly/Beloeil--Chambly"," 127","St. Jean Baptiste",13,33,37,42,2,3,3,133,229
24011,"Beloeil--Chambly/Beloeil--Chambly"," 128","Marieville",30,52,56,49,1,7,5,200,412
24011,"Beloeil--Chambly/Beloeil--Chambly"," 129","Marieville",16,61,66,68,0,2,5,218,436
24011,"Beloeil--Chambly/Beloeil--Chambly"," 130","Marieville",34,50,73,69,2,5,1,234,499
24011,"Beloeil--Chambly/Beloeil--Chambly"," 131A","Marieville",6,42,24,30,0,3,1,106,293
24011,"Beloeil--Chambly/Beloeil--Chambly"," 131B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,139
24011,"Beloeil--Chambly/Beloeil--Chambly"," 132","Marieville",18,44,60,76,1,5,4,208,426
24011,"Beloeil--Chambly/Beloeil--Chambly"," 133","Marieville",20,66,49,64,0,7,5,211,482
24011,"Beloeil--Chambly/Beloeil--Chambly"," 134","Marieville",23,59,65,75,0,6,4,232,406
24011,"Beloeil--Chambly/Beloeil--Chambly"," 135","Marieville",17,27,49,60,0,4,3,160,367
24011,"Beloeil--Chambly/Beloeil--Chambly"," 136","Marieville",14,47,32,41,0,6,3,143,342
24011,"Beloeil--Chambly/Beloeil--Chambly"," 137","Marieville",10,36,23,53,1,6,2,131,299
24011,"Beloeil--Chambly/Beloeil--Chambly"," 138","Marieville",9,66,61,59,0,5,2,202,400
24011,"Beloeil--Chambly/Beloeil--Chambly"," 139A","Marieville",15,45,52,61,1,5,2,181,325
24011,"Beloeil--Chambly/Beloeil--Chambly"," 139B","Marieville",20,43,54,42,2,8,3,172,319
24011,"Beloeil--Chambly/Beloeil--Chambly"," 140","Marieville",12,41,45,44,1,3,9,155,346
24011,"Beloeil--Chambly/Beloeil--Chambly"," 141","Marieville",22,50,55,52,1,5,2,187,379
24011,"Beloeil--Chambly/Beloeil--Chambly"," 142A","Marieville",9,39,30,40,1,5,4,128,347
24011,"Beloeil--Chambly/Beloeil--Chambly"," 142B","Mobile poll/Bureau itinérant",5,21,22,6,2,3,0,59,16
24011,"Beloeil--Chambly/Beloeil--Chambly"," 143","Marieville",18,61,64,70,1,4,8,226,445
24011,"Beloeil--Chambly/Beloeil--Chambly"," 144","Marieville",23,46,56,57,1,5,2,190,326
24011,"Beloeil--Chambly/Beloeil--Chambly"," 145","Marieville",11,72,50,66,0,5,4,208,384
24011,"Beloeil--Chambly/Beloeil--Chambly"," 146","Marieville",32,64,55,99,1,6,7,264,487
24011,"Beloeil--Chambly/Beloeil--Chambly"," 147","Marieville",8,49,57,55,0,1,1,171,360
24011,"Beloeil--Chambly/Beloeil--Chambly"," 148","Richelieu",15,49,36,43,5,0,5,153,340
24011,"Beloeil--Chambly/Beloeil--Chambly"," 149","Richelieu",7,46,52,51,1,4,2,163,377
24011,"Beloeil--Chambly/Beloeil--Chambly"," 150","Richelieu",16,54,65,66,0,5,5,211,392
24011,"Beloeil--Chambly/Beloeil--Chambly"," 151","Richelieu",19,43,37,47,0,5,5,156,349
24011,"Beloeil--Chambly/Beloeil--Chambly"," 152","Richelieu",14,62,37,68,2,5,3,191,400
24011,"Beloeil--Chambly/Beloeil--Chambly"," 153","Richelieu",24,63,70,77,2,3,3,242,413
24011,"Beloeil--Chambly/Beloeil--Chambly"," 154","Richelieu",24,83,73,66,0,9,0,255,502
24011,"Beloeil--Chambly/Beloeil--Chambly"," 155A","Richelieu",19,38,41,47,0,1,3,149,328
24011,"Beloeil--Chambly/Beloeil--Chambly"," 155B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,111
24011,"Beloeil--Chambly/Beloeil--Chambly"," 155C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,52
24011,"Beloeil--Chambly/Beloeil--Chambly"," 156","Richelieu",28,60,47,53,2,8,3,201,472
24011,"Beloeil--Chambly/Beloeil--Chambly"," 157","Richelieu",16,75,64,53,1,4,4,217,436
24011,"Beloeil--Chambly/Beloeil--Chambly"," 158A","Chambly",18,66,43,40,1,10,2,180,321
24011,"Beloeil--Chambly/Beloeil--Chambly"," 158B","Chambly",24,50,32,39,0,1,0,146,295
24011,"Beloeil--Chambly/Beloeil--Chambly"," 159A","Chambly",21,59,46,47,1,7,3,184,380
24011,"Beloeil--Chambly/Beloeil--Chambly"," 159B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°142B,,,,,,,,60
24011,"Beloeil--Chambly/Beloeil--Chambly"," 159C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°142B,,,,,,,,28
24011,"Beloeil--Chambly/Beloeil--Chambly"," 160","Chambly",22,73,68,66,1,11,0,241,413
24011,"Beloeil--Chambly/Beloeil--Chambly"," 161","Chambly",11,84,76,54,0,6,3,234,394
24011,"Beloeil--Chambly/Beloeil--Chambly"," 162","Chambly",13,91,47,82,0,9,3,245,414
24011,"Beloeil--Chambly/Beloeil--Chambly"," 163","Chambly",14,73,63,71,1,12,4,238,418
24011,"Beloeil--Chambly/Beloeil--Chambly"," 164","Chambly",24,70,58,84,2,12,4,254,447
24011,"Beloeil--Chambly/Beloeil--Chambly"," 165","Chambly",16,67,67,83,0,8,2,243,474
24011,"Beloeil--Chambly/Beloeil--Chambly"," 166","Carignan",53,83,47,28,0,2,1,214,368
24011,"Beloeil--Chambly/Beloeil--Chambly"," 167","Carignan",27,81,67,60,0,14,1,250,435
24011,"Beloeil--Chambly/Beloeil--Chambly"," 168A","Carignan",17,45,31,40,2,1,0,136,256
24011,"Beloeil--Chambly/Beloeil--Chambly"," 168B","Carignan",16,36,37,51,0,1,5,146,292
24011,"Beloeil--Chambly/Beloeil--Chambly"," 169","Carignan",19,68,49,74,1,7,0,218,405
24011,"Beloeil--Chambly/Beloeil--Chambly"," 170","Carignan",27,47,70,75,1,6,2,228,431
24011,"Beloeil--Chambly/Beloeil--Chambly"," 171","Carignan",50,85,36,64,1,3,3,242,463
24011,"Beloeil--Chambly/Beloeil--Chambly"," 172A","Carignan",21,83,34,57,0,3,0,198,376
24011,"Beloeil--Chambly/Beloeil--Chambly"," 172B","Carignan",32,95,89,80,0,5,6,307,503
24011,"Beloeil--Chambly/Beloeil--Chambly"," 173","Carignan",13,48,48,46,1,3,3,162,331
24011,"Beloeil--Chambly/Beloeil--Chambly"," 174A","Carignan",4,33,31,28,1,1,0,98,201
24011,"Beloeil--Chambly/Beloeil--Chambly"," 174B","Carignan",13,58,51,68,0,9,1,200,364
24011,"Beloeil--Chambly/Beloeil--Chambly"," 175","Carignan",26,77,60,61,1,8,1,234,366
24011,"Beloeil--Chambly/Beloeil--Chambly"," 176","Carignan",25,82,80,35,0,5,7,234,426
24011,"Beloeil--Chambly/Beloeil--Chambly"," 177","Carignan",37,80,78,75,0,6,0,276,484
24011,"Beloeil--Chambly/Beloeil--Chambly"," 178","Carignan",34,74,39,77,1,3,2,230,456
24011,"Beloeil--Chambly/Beloeil--Chambly"," 179","Carignan",14,35,44,45,0,1,2,141,339
24011,"Beloeil--Chambly/Beloeil--Chambly"," 180A","Carignan",12,31,45,30,0,4,4,126,262
24011,"Beloeil--Chambly/Beloeil--Chambly"," 180B","Carignan",15,37,31,42,0,2,2,129,305
24011,"Beloeil--Chambly/Beloeil--Chambly"," 181","Chambly",19,67,51,75,2,4,6,224,408
24011,"Beloeil--Chambly/Beloeil--Chambly"," 182","Chambly",9,49,61,63,4,7,2,195,391
24011,"Beloeil--Chambly/Beloeil--Chambly"," 183","Chambly",14,59,62,66,1,11,4,217,410
24011,"Beloeil--Chambly/Beloeil--Chambly"," 184","Chambly",15,46,59,64,0,3,3,190,382
24011,"Beloeil--Chambly/Beloeil--Chambly"," 185","Chambly",19,56,74,71,3,9,5,237,410
24011,"Beloeil--Chambly/Beloeil--Chambly"," 186","Chambly",26,92,75,71,0,5,3,272,464
24011,"Beloeil--Chambly/Beloeil--Chambly"," 187","Chambly",20,78,79,76,0,5,8,266,440
24011,"Beloeil--Chambly/Beloeil--Chambly"," 188","Chambly",32,81,73,50,2,5,4,247,405
24011,"Beloeil--Chambly/Beloeil--Chambly"," 189","Chambly",14,79,77,70,1,3,2,246,398
24011,"Beloeil--Chambly/Beloeil--Chambly"," 190","Chambly",12,47,73,55,0,5,0,192,380
24011,"Beloeil--Chambly/Beloeil--Chambly"," 191","Chambly",23,99,67,71,1,6,7,274,486
24011,"Beloeil--Chambly/Beloeil--Chambly"," 192","Chambly",14,98,83,50,2,3,3,253,416
24011,"Beloeil--Chambly/Beloeil--Chambly"," 193","Chambly",23,80,85,71,0,6,0,265,479
24011,"Beloeil--Chambly/Beloeil--Chambly"," 194A","Chambly",20,67,46,56,3,2,2,196,356
24011,"Beloeil--Chambly/Beloeil--Chambly"," 194B","Chambly",22,58,55,35,1,2,1,174,308
24011,"Beloeil--Chambly/Beloeil--Chambly"," 195","Chambly",18,44,59,66,1,4,2,194,386
24011,"Beloeil--Chambly/Beloeil--Chambly"," 196","Chambly",17,54,61,58,0,3,3,196,369
24011,"Beloeil--Chambly/Beloeil--Chambly"," 197","Chambly",18,59,32,53,2,3,2,169,492
24011,"Beloeil--Chambly/Beloeil--Chambly"," 198","Chambly",11,72,46,53,1,6,3,192,348
24011,"Beloeil--Chambly/Beloeil--Chambly"," 199","Chambly",20,87,71,62,1,8,3,252,449
24011,"Beloeil--Chambly/Beloeil--Chambly"," 200","Chambly",13,62,50,58,1,8,3,195,409
24011,"Beloeil--Chambly/Beloeil--Chambly"," 201","Chambly",5,51,34,55,0,4,3,152,324
24011,"Beloeil--Chambly/Beloeil--Chambly"," 202","Chambly",21,67,50,54,1,5,1,199,354
24011,"Beloeil--Chambly/Beloeil--Chambly"," 203","Chambly",9,92,77,86,2,10,3,279,473
24011,"Beloeil--Chambly/Beloeil--Chambly"," 204","Chambly",21,80,65,52,1,8,2,229,438
24011,"Beloeil--Chambly/Beloeil--Chambly"," 205","Chambly",9,58,52,60,1,5,2,187,347
24011,"Beloeil--Chambly/Beloeil--Chambly"," 206","Chambly",22,75,72,69,1,5,4,248,524
24011,"Beloeil--Chambly/Beloeil--Chambly"," 207","Chambly",30,68,106,64,1,5,3,277,504
24011,"Beloeil--Chambly/Beloeil--Chambly"," 208","Chambly",22,48,65,57,0,6,7,205,418
24011,"Beloeil--Chambly/Beloeil--Chambly"," 209A","Chambly",21,59,67,56,1,3,2,209,345
24011,"Beloeil--Chambly/Beloeil--Chambly"," 209B","Chambly",19,54,39,33,0,3,3,151,266
24011,"Beloeil--Chambly/Beloeil--Chambly"," 210A","Chambly",11,71,57,56,0,5,3,203,348
24011,"Beloeil--Chambly/Beloeil--Chambly"," 210B","Chambly",15,39,34,31,0,3,1,123,267
24011,"Beloeil--Chambly/Beloeil--Chambly"," 211A","Chambly",23,72,58,53,1,6,2,215,344
24011,"Beloeil--Chambly/Beloeil--Chambly"," 211B","Chambly",22,59,65,41,0,2,3,192,382
24011,"Beloeil--Chambly/Beloeil--Chambly"," 212","Chambly",23,73,78,55,0,2,0,231,422
24011,"Beloeil--Chambly/Beloeil--Chambly"," 213","Chambly",14,56,55,68,1,2,3,199,419
24011,"Beloeil--Chambly/Beloeil--Chambly"," 214","Chambly",17,45,56,60,0,3,0,181,312
24011,"Beloeil--Chambly/Beloeil--Chambly"," 215","Chambly",13,55,45,41,1,9,2,166,291
24011,"Beloeil--Chambly/Beloeil--Chambly"," 216","Chambly",9,51,52,68,3,6,1,190,341
24011,"Beloeil--Chambly/Beloeil--Chambly"," 217","Chambly",25,82,81,70,2,8,8,276,469
24011,"Beloeil--Chambly/Beloeil--Chambly"," 218","Chambly",13,83,67,92,3,16,5,279,524
24011,"Beloeil--Chambly/Beloeil--Chambly"," 219","Chambly",11,56,82,46,0,3,4,202,395
24011,"Beloeil--Chambly/Beloeil--Chambly"," 220","Chambly",12,83,62,65,1,8,4,235,455
