Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Catellier,Erin Selby,Dan Vandal,Glenn Zaretski,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 28","Winnipeg",20,14,131,2,0,167,279
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 29","Winnipeg",37,28,167,7,2,241,446
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 30","Winnipeg",39,20,169,6,3,237,409
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 31","Winnipeg",55,30,177,8,4,274,440
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 32","Winnipeg",64,15,160,14,0,253,418
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 33","Winnipeg",29,20,144,9,0,202,409
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 34","Winnipeg",39,21,205,12,0,277,514
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 35","Winnipeg",42,32,171,4,1,250,468
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 36","Winnipeg",28,21,148,8,2,207,391
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 37","Winnipeg",40,16,108,6,0,170,352
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 38","Winnipeg",52,33,167,5,0,257,415
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 39","Winnipeg",57,29,144,12,1,243,395
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 40","Winnipeg",50,19,111,6,0,186,336
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 41","Winnipeg",47,48,157,18,0,270,561
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 42","Winnipeg",49,12,120,2,0,183,341
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 43","Winnipeg",67,26,144,8,1,246,401
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 44","Winnipeg",48,22,134,3,1,208,383
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 45","Winnipeg",55,19,173,8,2,257,385
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 46","Winnipeg",34,22,117,4,0,177,280
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 47","Winnipeg",51,22,107,4,1,185,298
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 48A","Winnipeg",56,10,76,2,0,144,266
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 48B","Winnipeg",30,9,82,7,2,130,244
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 49","Winnipeg",49,40,155,4,1,249,449
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 50","Winnipeg",95,18,157,4,1,275,454
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 51","Winnipeg",68,25,134,5,0,232,371
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 52","Winnipeg",80,36,124,5,1,246,445
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 53A","Winnipeg",Merged with No./Fusionné avec le n°12,,,,,,13
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 53B","Winnipeg",144,34,142,4,0,324,428
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 54","Winnipeg",49,31,134,1,0,215,411
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 55","Winnipeg",64,39,113,10,1,227,443
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 56","Winnipeg",59,38,151,1,1,250,437
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 57","Winnipeg",58,24,169,9,2,262,457
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 58","Winnipeg",60,13,115,3,1,192,332
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 59","Winnipeg",64,25,128,5,1,223,391
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 60","Winnipeg",64,39,157,4,1,265,466
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 61","Winnipeg",56,17,137,4,1,215,367
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 62","Winnipeg",52,25,129,3,0,209,354
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 63","Winnipeg",57,22,145,7,0,231,380
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 64","Winnipeg",42,34,107,5,0,188,360
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 65","Winnipeg",94,47,166,2,1,310,472
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 66A","Winnipeg",38,22,65,5,0,130,256
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 66B","Winnipeg",38,25,56,2,0,121,250
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 67A","Winnipeg",60,27,127,3,1,218,297
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 67B","Winnipeg",61,20,114,3,0,198,294
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 68","Winnipeg",82,25,125,4,0,236,364
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 69","Winnipeg",106,18,121,6,0,251,346
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 70","Winnipeg",101,17,134,8,1,261,423
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 71","Winnipeg",54,23,106,3,1,187,259
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 72A","Winnipeg",30,18,54,4,1,107,139
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 72B","Winnipeg",Merged with No./Fusionné avec le n°401,,,,,,267
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 73","Winnipeg",26,8,53,1,0,88,162
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 74","Winnipeg",49,21,105,4,0,179,349
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 75","Winnipeg",42,48,154,10,0,254,414
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 76","Winnipeg",61,30,168,5,0,264,434
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 77","Winnipeg",51,29,120,4,1,205,387
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 78","Winnipeg",53,27,117,4,1,202,379
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 79","Winnipeg",58,35,111,7,0,211,374
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 80","Winnipeg",51,22,117,5,0,195,387
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 81","Winnipeg",43,30,132,2,2,209,325
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 82","Winnipeg",52,22,145,11,0,230,396
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 83","Winnipeg",57,30,84,3,1,175,402
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 84","Winnipeg",52,22,117,7,0,198,395
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 85","Winnipeg",48,11,102,5,1,167,290
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 86A","Winnipeg",52,29,94,4,0,179,297
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 86B","Winnipeg",40,27,96,3,0,166,293
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 87","Winnipeg",10,15,77,4,1,107,330
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 88","Winnipeg",41,17,79,7,0,144,275
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 89","Winnipeg",69,30,92,5,0,196,417
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 90A","Winnipeg",18,6,45,4,0,73,132
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 90B","Winnipeg",11,9,38,3,1,62,162
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 90C","Winnipeg",29,11,61,1,0,102,124
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 91","Winnipeg",91,50,152,6,2,301,579
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 92","Winnipeg",21,14,44,3,1,83,210
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 93","Winnipeg",58,31,118,5,2,214,348
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 94","Winnipeg",58,19,129,3,0,209,405
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 95","Winnipeg",33,19,126,3,0,181,372
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 96","Winnipeg",89,37,122,16,2,266,508
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 97","Winnipeg",51,34,148,6,0,239,404
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 98","Winnipeg",95,11,133,3,0,242,420
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 99","Winnipeg",68,23,145,4,0,240,431
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 100","Winnipeg",45,15,144,11,1,216,396
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 101","Winnipeg",100,40,183,1,1,325,490
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 102","Winnipeg",81,30,135,2,2,250,454
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 103A","Winnipeg",60,23,83,6,0,172,259
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 103B","Winnipeg",66,13,75,5,0,159,264
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 104","Winnipeg",16,23,104,8,1,152,321
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 105","Winnipeg",47,22,129,6,2,206,359
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 106","Winnipeg",34,21,102,5,1,163,332
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 107","Winnipeg",51,32,146,11,1,241,404
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 108","Winnipeg",24,17,57,5,1,104,194
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 109","Winnipeg",58,22,115,4,0,199,299
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 110","Winnipeg",64,25,146,8,0,243,445
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 111","Winnipeg",70,28,148,6,2,254,384
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 112","Winnipeg",92,30,173,11,0,306,462
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 113","Winnipeg",51,29,105,3,0,188,268
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 114","Winnipeg",21,13,99,9,0,142,305
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 115","Winnipeg",38,19,87,1,0,145,223
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 116A","Winnipeg",57,7,99,2,1,166,256
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 116B","Winnipeg",47,7,106,0,0,160,255
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 117","Winnipeg",82,37,128,7,1,255,466
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 118","Winnipeg",41,16,71,4,0,132,273
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 119","Winnipeg",98,39,120,6,1,264,415
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 120","Winnipeg",70,22,159,6,1,258,453
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 121","Winnipeg",63,31,130,5,0,229,402
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 122","Winnipeg",55,21,93,4,0,173,360
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 123","Winnipeg",100,24,126,1,0,251,433
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 124","Winnipeg",61,27,127,8,0,223,430
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 125","Winnipeg",101,13,132,2,0,248,435
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 126","Winnipeg",105,24,122,3,0,254,417
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 127","Winnipeg",78,19,135,13,0,245,476
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 128A","Winnipeg",38,20,78,4,0,140,249
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 128B","Winnipeg",53,17,79,5,0,154,254
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 129","Winnipeg",76,24,174,7,1,282,463
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 130","Winnipeg",87,28,116,3,1,235,394
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 131A","Winnipeg",98,18,129,2,0,247,407
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 131B","Winnipeg",76,18,101,6,0,201,358
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 131C","Winnipeg",113,19,136,2,1,271,482
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 132A","Winnipeg",48,15,75,1,0,139,274
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 132B","Winnipeg",51,10,75,4,0,140,256
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 133","Winnipeg",76,21,123,4,0,224,434
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 134","Winnipeg",108,17,130,2,0,257,448
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 135","Winnipeg",103,23,117,6,1,250,456
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 136","Winnipeg",86,19,87,3,0,195,359
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 137","Winnipeg",95,14,110,2,2,223,341
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 138","Winnipeg",85,25,140,6,1,257,400
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 139","Winnipeg",104,28,119,8,0,259,433
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 140","Winnipeg",77,16,119,5,0,217,376
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 141","Winnipeg",48,13,83,0,1,145,260
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 142","Winnipeg",93,27,150,3,0,273,469
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 143","Winnipeg",23,6,30,1,0,60,101
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 144","Winnipeg",121,16,104,6,0,247,467
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 145","Winnipeg",81,12,90,0,0,183,355
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 146","Winnipeg",94,23,113,5,0,235,414
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 147","Winnipeg",85,17,118,5,0,225,422
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 148","Winnipeg",81,13,133,2,0,229,437
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 149A","Winnipeg",56,12,65,1,0,134,239
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 149B","Winnipeg",66,7,93,1,0,167,264
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 150","Winnipeg",71,31,127,2,3,234,524
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 151","Winnipeg",88,9,109,4,0,210,377
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 152A","Winnipeg",70,16,66,0,0,152,282
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 152B","Winnipeg",59,4,99,3,0,165,287
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 153","Winnipeg",103,44,159,7,1,314,524
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 154","Winnipeg",25,17,68,0,0,110,257
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 155A","Winnipeg",67,14,51,1,1,134,241
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 155B","Winnipeg",49,5,59,4,0,117,264
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 156","Winnipeg",97,15,104,2,0,218,449
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 157","Winnipeg",87,10,73,3,1,174,350
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 158","Winnipeg",43,13,57,3,1,117,231
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 159A","Winnipeg",66,17,80,3,0,166,297
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 159B","Winnipeg",70,17,101,6,1,195,355
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 159C","Winnipeg",66,20,57,3,2,148,185
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 160A","Winnipeg",49,12,89,1,0,151,329
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 160B","Winnipeg",34,3,58,3,0,98,234
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 400","Winnipeg",22,39,58,2,0,121,201
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 401","Winnipeg",125,52,195,7,5,384,262
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 402","Winnipeg",49,26,73,2,0,150,184
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 403","Winnipeg",59,18,97,4,0,178,242
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 500","Mobile poll/Bureau itinérant",38,6,130,0,1,175,254
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 501","Mobile poll/Bureau itinérant",31,7,97,2,0,137,198
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 600","Winnipeg",128,74,593,13,3,811,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 601","Winnipeg",153,71,635,19,4,882,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 602","Winnipeg",159,66,505,17,4,751,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 603","Winnipeg",262,96,538,13,0,909,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 604","Winnipeg",252,97,521,16,3,889,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 605","Winnipeg",327,82,533,16,2,960,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 606","Winnipeg",165,81,310,13,2,571,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 607","Winnipeg",462,136,572,5,1,1176,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 608","Winnipeg",548,107,645,17,1,1318,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 609","Winnipeg",627,99,600,12,2,1340,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital",,"Group 1/Groupe 1",31,17,96,2,3,149,114
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital",,"Group 2/Groupe 2",471,195,1009,47,11,1733,
