Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Green,Marc Miller,Steve Shanahan,William Sloan,Chantal St-Onge,Allison Turner,Daniel Wolfe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 133","Verdun",4,98,26,0,15,43,1,2,189,445
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 134","Verdun",8,63,23,0,12,23,0,2,131,325
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 135","Verdun",3,43,6,0,5,20,0,1,78,237
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 136","Verdun",3,86,27,1,6,24,0,0,147,284
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 137","Verdun",3,107,50,0,12,29,0,1,202,353
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 138A","Verdun",7,177,46,1,12,26,0,1,270,415
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 138B","Verdun",4,152,41,1,18,30,0,4,250,452
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 139","Verdun",0,66,25,0,14,30,0,3,138,277
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 140","Verdun",7,117,27,0,9,27,0,0,187,410
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 141","Verdun",9,113,27,0,21,42,0,0,212,448
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 142","Verdun",8,101,27,0,14,40,0,0,190,432
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 143","Verdun",13,91,21,0,22,36,0,3,186,557
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 144","Verdun",7,116,44,0,11,52,0,1,231,480
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 145","Verdun",7,104,34,1,15,35,1,0,197,384
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 146A","Verdun",8,124,30,0,17,29,0,2,210,358
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 146B","Verdun",4,115,43,0,13,42,0,2,219,400
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 147","Verdun",13,144,65,0,17,39,1,1,280,547
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 148","Montréal",5,94,32,0,2,9,1,3,146,214
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 149","Montréal",15,66,5,1,10,71,0,0,168,369
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 150","Montréal",12,120,11,0,12,69,1,3,228,441
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 151","Montréal",15,98,15,1,9,27,0,0,165,324
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 152","Montréal",25,72,18,0,23,83,1,4,226,433
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 153","Montréal",15,92,12,0,14,43,0,1,177,401
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 154","Montréal",16,105,16,0,17,68,0,2,224,435
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 155","Montréal",20,119,14,0,18,103,2,1,277,582
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 156","Montréal",13,85,10,0,46,61,0,2,217,469
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 157","Montréal",10,65,11,0,40,59,1,0,186,343
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 158","Montréal",8,75,10,0,8,40,0,0,141,343
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 159","Montréal",21,120,14,0,24,65,1,4,249,524
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 160","Montréal",23,61,4,0,34,68,1,1,192,363
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 161","Montréal",15,86,8,0,31,95,2,2,239,516
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 162","Montréal",6,75,9,0,14,55,0,2,161,374
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 163","Montréal",13,58,3,2,19,67,1,4,167,349
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 164","Montréal",11,76,7,2,19,62,0,5,182,419
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 165A","Montréal",11,73,8,1,20,53,2,0,168,397
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 165B","Montréal",13,62,11,0,11,53,1,2,153,394
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 166","Montréal",15,60,6,1,25,26,2,0,135,330
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 167","Montréal",24,76,11,1,37,56,1,4,210,398
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 168","Montréal",14,65,5,0,32,62,1,1,180,368
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 169","Montréal",15,75,12,0,38,59,1,2,202,436
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 170","Montréal",6,131,25,0,19,63,1,0,245,401
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 171","Montréal",21,100,14,1,24,108,2,1,271,568
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 172","Montréal",10,65,9,0,33,63,1,7,188,392
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 173","Montréal",13,59,6,0,29,63,1,2,173,382
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 174","Montréal",11,93,7,0,50,61,1,7,230,518
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 175","Montréal",9,96,13,0,26,59,3,6,212,441
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 176","Montréal",10,82,5,2,37,54,2,1,193,455
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 177","Montréal",3,77,10,0,30,17,0,7,144,299
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 178","Montréal",9,102,16,0,24,68,3,1,223,414
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 400","Montréal",9,87,23,0,27,11,1,0,158,233
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 401","Montréal",4,53,30,0,11,19,0,0,117,207
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 402","Montréal",1,37,11,0,10,10,0,1,70,98
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 403","Montréal",1,34,5,0,1,8,0,0,49,107
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 404","Montréal",3,14,9,0,0,3,0,0,29,113
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 405","Montréal",1,59,25,0,11,17,1,1,115,197
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 406","Verdun",6,65,11,0,6,30,0,1,119,188
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 407","Verdun",3,60,21,0,7,10,1,1,103,163
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 408","Verdun",1,42,11,0,6,12,0,0,72,183
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 409","Verdun",4,37,17,0,11,22,0,0,91,198
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 410","Verdun",5,96,22,0,24,41,0,1,189,283
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 411","Verdun",2,105,33,1,11,28,0,0,180,462
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 412","Verdun",1,48,9,0,4,11,0,1,74,151
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 413","Verdun",4,85,18,0,18,21,0,1,147,221
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 414","Verdun",4,31,5,0,0,16,0,1,57,213
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 415","Verdun",4,47,7,0,8,13,0,1,80,211
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 416","Verdun",4,41,8,0,8,24,0,0,85,234
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 417","Verdun",3,122,17,0,15,21,0,5,183,253
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 418","Verdun",6,119,25,0,16,24,0,0,190,344
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 419","Verdun",1,48,19,0,7,18,0,0,93,146
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 420","Verdun",1,53,12,0,16,13,0,1,96,145
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 421","Verdun",4,94,33,0,16,28,0,1,176,282
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 422","Verdun",3,59,21,0,13,18,0,0,114,164
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 423","Verdun",3,66,24,0,13,7,0,0,113,176
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 424","Verdun",3,72,31,0,8,25,0,0,139,233
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 425","Verdun",0,73,22,0,9,15,0,1,120,185
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 426","Verdun",3,74,33,0,15,14,0,0,139,252
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 427","Montréal",2,16,6,1,7,2,2,1,37,136
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 428","Montréal",2,52,9,0,27,11,0,4,105,141
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 500","Mobile poll/Bureau itinérant",0,13,6,0,0,3,2,1,25,52
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 501","Mobile poll/Bureau itinérant",1,28,3,2,11,16,0,3,64,195
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 600","Montréal",18,331,81,0,86,172,3,3,694,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 601","Montréal",29,505,143,1,57,241,2,7,985,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 602","Montréal",17,201,71,0,32,93,0,2,416,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 603","Montréal",17,520,299,0,14,122,1,4,977,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 604","Montréal",27,367,77,0,25,143,0,2,641,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 605","Montréal",18,261,100,1,22,97,1,2,502,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 606","Montréal",46,330,53,1,139,295,5,10,879,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 607","Montréal",44,332,43,2,102,283,4,15,825,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 608","Montréal",51,467,81,1,70,250,1,4,925,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 609","Montréal",52,376,61,3,123,313,2,12,942,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 610","Montréal",30,368,60,0,55,172,2,7,694,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 611","Montréal",38,692,240,1,100,256,1,11,1339,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs"," 612","Montréal",26,731,309,1,97,212,1,6,1383,
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",,"Group 1/Groupe 1",8,129,20,0,6,70,5,14,252,289
24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs/Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",,"Group 2/Groupe 2",91,1017,239,6,118,748,2,45,2266,
