Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Susan Cadell,Julian Ichim,Slavko Miladinovic,Raj Saini,Nicholas Wendler,Stephen Woodworth,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35045,"Kitchener Centre/Kitchener-Centre"," 61","Kitchener",31,0,2,110,10,82,1,236,398
35045,"Kitchener Centre/Kitchener-Centre"," 62","Kitchener",18,1,1,172,5,65,0,262,426
35045,"Kitchener Centre/Kitchener-Centre"," 63","Kitchener",40,0,2,139,13,39,2,235,418
35045,"Kitchener Centre/Kitchener-Centre"," 64","Kitchener",46,0,3,100,12,52,0,213,404
35045,"Kitchener Centre/Kitchener-Centre"," 65","Kitchener",68,3,6,115,11,102,1,306,459
35045,"Kitchener Centre/Kitchener-Centre"," 66","Kitchener",42,1,0,158,5,115,2,323,466
35045,"Kitchener Centre/Kitchener-Centre"," 67","Kitchener",51,0,1,101,11,99,1,264,419
35045,"Kitchener Centre/Kitchener-Centre"," 68","Kitchener",26,0,2,122,0,78,1,229,346
35045,"Kitchener Centre/Kitchener-Centre"," 69","Kitchener",21,1,5,116,3,99,0,245,378
35045,"Kitchener Centre/Kitchener-Centre"," 70","Kitchener",42,0,2,125,7,104,0,280,463
35045,"Kitchener Centre/Kitchener-Centre"," 71","Kitchener",33,1,2,127,11,98,1,273,446
35045,"Kitchener Centre/Kitchener-Centre"," 72","Kitchener",17,0,1,113,3,88,2,224,383
35045,"Kitchener Centre/Kitchener-Centre"," 73","Kitchener",38,0,0,96,5,95,1,235,437
35045,"Kitchener Centre/Kitchener-Centre"," 74","Kitchener",43,0,5,102,6,55,1,212,519
35045,"Kitchener Centre/Kitchener-Centre"," 75","Kitchener",32,0,5,74,3,31,1,146,390
35045,"Kitchener Centre/Kitchener-Centre"," 76","Kitchener",19,3,3,151,3,97,3,279,513
35045,"Kitchener Centre/Kitchener-Centre"," 77","Kitchener",26,0,4,74,5,84,2,195,371
35045,"Kitchener Centre/Kitchener-Centre"," 78","Kitchener",27,0,0,97,6,58,0,188,330
35045,"Kitchener Centre/Kitchener-Centre"," 79","Kitchener",12,1,2,93,4,105,0,217,380
35045,"Kitchener Centre/Kitchener-Centre"," 80","Kitchener",21,0,3,99,3,63,0,189,292
35045,"Kitchener Centre/Kitchener-Centre"," 81","Kitchener",27,0,2,177,2,126,1,335,604
35045,"Kitchener Centre/Kitchener-Centre"," 82","Kitchener",35,0,5,142,9,152,2,345,637
35045,"Kitchener Centre/Kitchener-Centre"," 83","Kitchener",35,0,3,150,6,151,3,348,620
35045,"Kitchener Centre/Kitchener-Centre"," 84","Kitchener",16,2,3,124,5,125,0,275,451
35045,"Kitchener Centre/Kitchener-Centre"," 85","Kitchener",26,2,1,81,4,75,0,189,362
35045,"Kitchener Centre/Kitchener-Centre"," 86","Kitchener",14,0,1,69,1,79,0,164,285
35045,"Kitchener Centre/Kitchener-Centre"," 87","Kitchener",16,0,0,90,3,78,0,187,290
35045,"Kitchener Centre/Kitchener-Centre"," 88","Kitchener",14,0,4,84,1,98,2,203,308
35045,"Kitchener Centre/Kitchener-Centre"," 89","Kitchener",22,0,2,86,6,62,0,178,325
35045,"Kitchener Centre/Kitchener-Centre"," 90","Kitchener",40,1,4,94,13,116,0,268,488
35045,"Kitchener Centre/Kitchener-Centre"," 91","Kitchener",35,0,3,109,7,107,0,261,444
35045,"Kitchener Centre/Kitchener-Centre"," 92","Kitchener",29,0,2,84,1,46,0,162,349
35045,"Kitchener Centre/Kitchener-Centre"," 93","Kitchener",45,0,4,133,9,99,3,293,445
35045,"Kitchener Centre/Kitchener-Centre"," 94","Kitchener",21,0,2,91,7,82,0,203,340
35045,"Kitchener Centre/Kitchener-Centre"," 95","Kitchener",40,1,0,97,8,68,0,214,418
35045,"Kitchener Centre/Kitchener-Centre"," 96A","Kitchener",25,0,1,57,7,63,1,154,330
35045,"Kitchener Centre/Kitchener-Centre"," 96B","Kitchener",Merged with No./Fusionné avec le n°501B,,,,,,,,33
35045,"Kitchener Centre/Kitchener-Centre"," 97","Kitchener",36,0,2,75,5,65,0,183,359
35045,"Kitchener Centre/Kitchener-Centre"," 98","Kitchener",28,0,0,51,2,61,0,142,266
35045,"Kitchener Centre/Kitchener-Centre"," 99","Kitchener",36,0,2,93,10,56,0,197,394
35045,"Kitchener Centre/Kitchener-Centre"," 100","Kitchener",43,0,1,126,7,39,1,217,404
35045,"Kitchener Centre/Kitchener-Centre"," 101","Kitchener",36,2,1,108,16,65,2,230,475
35045,"Kitchener Centre/Kitchener-Centre"," 102","Kitchener",31,1,1,107,10,56,1,207,348
35045,"Kitchener Centre/Kitchener-Centre"," 103","Kitchener",27,1,3,70,9,52,0,162,370
35045,"Kitchener Centre/Kitchener-Centre"," 104","Kitchener",21,1,6,114,10,63,0,215,390
35045,"Kitchener Centre/Kitchener-Centre"," 105","Kitchener",33,1,1,121,8,80,1,245,425
35045,"Kitchener Centre/Kitchener-Centre"," 106","Kitchener",43,0,3,89,5,35,2,177,408
35045,"Kitchener Centre/Kitchener-Centre"," 107","Kitchener",37,1,2,106,2,48,4,200,435
35045,"Kitchener Centre/Kitchener-Centre"," 108","Kitchener",39,1,4,106,10,43,2,205,451
35045,"Kitchener Centre/Kitchener-Centre"," 109","Kitchener",50,2,3,118,11,77,2,263,479
35045,"Kitchener Centre/Kitchener-Centre"," 110","Kitchener",25,0,1,79,5,25,1,136,393
35045,"Kitchener Centre/Kitchener-Centre"," 111","Kitchener",41,2,1,96,6,66,4,216,430
35045,"Kitchener Centre/Kitchener-Centre"," 112","Kitchener",44,1,3,77,2,39,1,167,371
35045,"Kitchener Centre/Kitchener-Centre"," 113","Kitchener",52,1,4,155,9,34,1,256,539
35045,"Kitchener Centre/Kitchener-Centre"," 114","Kitchener",24,0,1,124,10,47,0,206,279
35045,"Kitchener Centre/Kitchener-Centre"," 115","Kitchener",54,0,4,142,5,54,3,262,450
35045,"Kitchener Centre/Kitchener-Centre"," 116","Kitchener",48,3,5,93,8,33,0,190,459
35045,"Kitchener Centre/Kitchener-Centre"," 117","Kitchener",27,0,0,109,5,37,2,180,320
35045,"Kitchener Centre/Kitchener-Centre"," 118","Kitchener",53,0,2,142,8,43,2,250,444
35045,"Kitchener Centre/Kitchener-Centre"," 119","Kitchener",16,0,0,67,1,27,0,111,178
35045,"Kitchener Centre/Kitchener-Centre"," 120","Kitchener",50,0,3,107,6,54,3,223,322
35045,"Kitchener Centre/Kitchener-Centre"," 121","Kitchener",44,0,2,87,7,47,5,192,417
35045,"Kitchener Centre/Kitchener-Centre"," 122","Kitchener",53,0,2,84,9,44,0,192,359
35045,"Kitchener Centre/Kitchener-Centre"," 123","Kitchener",34,0,4,85,6,22,0,151,450
35045,"Kitchener Centre/Kitchener-Centre"," 124","Kitchener",37,0,1,109,11,34,0,192,356
35045,"Kitchener Centre/Kitchener-Centre"," 125","Kitchener",52,1,1,130,14,49,1,248,439
35045,"Kitchener Centre/Kitchener-Centre"," 126","Kitchener",57,0,1,138,7,47,1,251,426
35045,"Kitchener Centre/Kitchener-Centre"," 127","Kitchener",53,1,1,134,11,38,1,239,413
35045,"Kitchener Centre/Kitchener-Centre"," 128A","Kitchener",58,0,0,153,9,54,2,276,486
35045,"Kitchener Centre/Kitchener-Centre"," 128B","Kitchener",45,0,2,133,10,52,1,243,417
35045,"Kitchener Centre/Kitchener-Centre"," 129","Kitchener",48,0,2,143,7,88,0,288,435
35045,"Kitchener Centre/Kitchener-Centre"," 130","Kitchener",34,1,0,163,6,49,0,253,427
35045,"Kitchener Centre/Kitchener-Centre"," 131","Kitchener",32,0,2,127,6,52,0,219,398
35045,"Kitchener Centre/Kitchener-Centre"," 132","Kitchener",13,0,0,100,4,123,1,241,413
35045,"Kitchener Centre/Kitchener-Centre"," 133","Kitchener",51,0,2,148,8,94,1,304,508
35045,"Kitchener Centre/Kitchener-Centre"," 134","Kitchener",26,0,0,102,8,55,0,191,482
35045,"Kitchener Centre/Kitchener-Centre"," 135","Kitchener",47,0,4,115,9,53,7,235,446
35045,"Kitchener Centre/Kitchener-Centre"," 136","Kitchener",55,1,3,157,9,93,4,322,576
35045,"Kitchener Centre/Kitchener-Centre"," 137","Kitchener",37,1,0,82,4,41,1,166,353
35045,"Kitchener Centre/Kitchener-Centre"," 138","Kitchener",14,1,2,73,3,31,1,125,256
35045,"Kitchener Centre/Kitchener-Centre"," 139","Kitchener",31,0,2,76,5,50,1,165,278
35045,"Kitchener Centre/Kitchener-Centre"," 140","Kitchener",34,0,0,104,4,41,0,183,390
35045,"Kitchener Centre/Kitchener-Centre"," 141","Kitchener",47,0,1,85,7,54,1,195,408
35045,"Kitchener Centre/Kitchener-Centre"," 142","Kitchener",38,2,4,99,5,55,0,203,344
35045,"Kitchener Centre/Kitchener-Centre"," 143","Kitchener",29,0,4,89,14,42,0,178,362
35045,"Kitchener Centre/Kitchener-Centre"," 144","Kitchener",31,0,1,118,5,40,1,196,326
35045,"Kitchener Centre/Kitchener-Centre"," 145","Kitchener",25,0,5,128,9,36,2,205,359
35045,"Kitchener Centre/Kitchener-Centre"," 146","Kitchener",37,2,1,95,15,55,0,205,380
35045,"Kitchener Centre/Kitchener-Centre"," 147","Kitchener",50,0,2,118,11,66,1,248,416
35045,"Kitchener Centre/Kitchener-Centre"," 148","Kitchener",43,0,3,109,8,54,4,221,453
35045,"Kitchener Centre/Kitchener-Centre"," 149","Kitchener",36,2,1,83,11,44,1,178,371
35045,"Kitchener Centre/Kitchener-Centre"," 150","Kitchener",33,0,3,91,4,47,2,180,431
35045,"Kitchener Centre/Kitchener-Centre"," 151","Kitchener",35,1,2,115,8,56,1,218,384
35045,"Kitchener Centre/Kitchener-Centre"," 152","Kitchener",53,0,2,120,8,60,1,244,460
35045,"Kitchener Centre/Kitchener-Centre"," 153","Kitchener",59,1,4,116,5,51,1,237,501
35045,"Kitchener Centre/Kitchener-Centre"," 154","Kitchener",53,2,3,90,9,70,3,230,469
35045,"Kitchener Centre/Kitchener-Centre"," 155","Kitchener",32,1,1,58,4,77,0,173,352
35045,"Kitchener Centre/Kitchener-Centre"," 156","Kitchener",33,1,4,86,7,37,2,170,384
35045,"Kitchener Centre/Kitchener-Centre"," 157","Kitchener",27,0,4,77,5,28,0,141,318
35045,"Kitchener Centre/Kitchener-Centre"," 158","Kitchener",28,0,2,56,2,43,1,132,264
35045,"Kitchener Centre/Kitchener-Centre"," 159","Kitchener",28,0,4,74,3,52,2,163,345
35045,"Kitchener Centre/Kitchener-Centre"," 160","Kitchener",42,0,4,86,7,66,0,205,445
35045,"Kitchener Centre/Kitchener-Centre"," 161","Kitchener",22,0,1,81,6,61,0,171,455
35045,"Kitchener Centre/Kitchener-Centre"," 162","Kitchener",23,0,0,90,9,67,2,191,419
35045,"Kitchener Centre/Kitchener-Centre"," 163","Kitchener",35,2,1,95,5,45,2,185,388
35045,"Kitchener Centre/Kitchener-Centre"," 164","Kitchener",39,0,5,109,1,57,1,212,401
35045,"Kitchener Centre/Kitchener-Centre"," 165","Kitchener",40,2,2,146,6,87,2,285,485
35045,"Kitchener Centre/Kitchener-Centre"," 166","Kitchener",34,0,0,79,2,41,1,157,366
35045,"Kitchener Centre/Kitchener-Centre"," 167","Kitchener",27,0,4,84,4,65,4,188,487
35045,"Kitchener Centre/Kitchener-Centre"," 168","Kitchener",28,0,7,98,5,49,1,188,407
35045,"Kitchener Centre/Kitchener-Centre"," 169","Kitchener",25,0,2,106,1,54,0,188,465
35045,"Kitchener Centre/Kitchener-Centre"," 170","Kitchener",41,0,3,90,3,39,0,176,393
35045,"Kitchener Centre/Kitchener-Centre"," 171","Kitchener",49,0,5,114,7,33,1,209,438
35045,"Kitchener Centre/Kitchener-Centre"," 172","Kitchener",38,1,1,74,7,39,4,164,353
35045,"Kitchener Centre/Kitchener-Centre"," 173","Kitchener",35,1,1,128,9,46,3,223,465
35045,"Kitchener Centre/Kitchener-Centre"," 174","Kitchener",44,1,3,143,11,70,2,274,521
35045,"Kitchener Centre/Kitchener-Centre"," 175","Kitchener",20,0,0,103,7,63,1,194,407
35045,"Kitchener Centre/Kitchener-Centre"," 176","Kitchener",32,0,1,93,6,74,2,208,402
35045,"Kitchener Centre/Kitchener-Centre"," 177","Kitchener",24,0,2,103,5,71,1,206,405
35045,"Kitchener Centre/Kitchener-Centre"," 178","Kitchener",19,0,0,57,1,38,1,116,330
35045,"Kitchener Centre/Kitchener-Centre"," 179","Kitchener",24,0,0,121,3,73,1,222,362
35045,"Kitchener Centre/Kitchener-Centre"," 180","Kitchener",25,1,4,107,7,90,4,238,388
35045,"Kitchener Centre/Kitchener-Centre"," 181","Kitchener",20,0,1,141,4,81,0,247,362
35045,"Kitchener Centre/Kitchener-Centre"," 182","Kitchener",32,0,1,71,4,62,1,171,348
35045,"Kitchener Centre/Kitchener-Centre"," 183","Kitchener",39,0,3,69,6,34,4,155,370
35045,"Kitchener Centre/Kitchener-Centre"," 184","Kitchener",38,0,2,68,4,48,1,161,332
35045,"Kitchener Centre/Kitchener-Centre"," 185","Kitchener",39,0,4,78,1,43,2,167,370
35045,"Kitchener Centre/Kitchener-Centre"," 186","Kitchener",45,0,3,98,6,53,1,206,463
35045,"Kitchener Centre/Kitchener-Centre"," 187","Kitchener",38,0,1,88,10,46,0,183,393
35045,"Kitchener Centre/Kitchener-Centre"," 400","Kitchener",27,0,1,100,5,71,1,205,274
35045,"Kitchener Centre/Kitchener-Centre"," 401","Kitchener",26,0,4,94,1,81,1,207,305
35045,"Kitchener Centre/Kitchener-Centre"," 402","Kitchener",25,0,4,88,8,39,1,165,260
35045,"Kitchener Centre/Kitchener-Centre"," 403","Kitchener",35,0,3,72,1,17,2,130,234
35045,"Kitchener Centre/Kitchener-Centre"," 404","Kitchener",12,0,1,57,3,6,1,80,115
35045,"Kitchener Centre/Kitchener-Centre"," 405","Kitchener",28,0,2,107,1,46,1,185,274
35045,"Kitchener Centre/Kitchener-Centre"," 406","Kitchener",14,0,0,85,3,35,1,138,198
35045,"Kitchener Centre/Kitchener-Centre"," 407","Kitchener",24,2,2,84,3,47,1,163,219
35045,"Kitchener Centre/Kitchener-Centre"," 408","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,120
35045,"Kitchener Centre/Kitchener-Centre"," 500","Mobile poll/Bureau itinérant",10,1,2,42,2,64,3,124,186
35045,"Kitchener Centre/Kitchener-Centre"," 501A","Mobile poll/Bureau itinérant",21,2,7,44,0,51,1,126,69
35045,"Kitchener Centre/Kitchener-Centre"," 501B","Kitchener",13,1,1,35,4,31,5,90,120
35045,"Kitchener Centre/Kitchener-Centre"," 502","Mobile poll/Bureau itinérant",11,1,1,20,0,43,1,77,136
35045,"Kitchener Centre/Kitchener-Centre"," 503","Mobile poll/Bureau itinérant",6,0,1,13,0,28,4,52,134
35045,"Kitchener Centre/Kitchener-Centre"," 600","Kitchener",164,0,3,319,30,256,0,772,
35045,"Kitchener Centre/Kitchener-Centre"," 601","Kitchener",134,2,2,402,24,236,4,804,
35045,"Kitchener Centre/Kitchener-Centre"," 602","Kitchener",103,0,7,257,23,158,3,551,
35045,"Kitchener Centre/Kitchener-Centre"," 603","Kitchener",135,1,6,288,17,149,3,599,
35045,"Kitchener Centre/Kitchener-Centre"," 604","Kitchener",108,1,0,314,18,168,1,610,
35045,"Kitchener Centre/Kitchener-Centre"," 605","Kitchener",98,1,3,357,29,361,6,855,
35045,"Kitchener Centre/Kitchener-Centre"," 606","Kitchener",100,1,13,347,20,324,1,806,
35045,"Kitchener Centre/Kitchener-Centre"," 607","Kitchener",68,0,2,332,13,399,3,817,
35045,"Kitchener Centre/Kitchener-Centre"," 608","Kitchener",96,2,4,298,18,270,3,691,
35045,"Kitchener Centre/Kitchener-Centre"," 609","Kitchener",109,2,4,380,13,253,4,765,
35045,"Kitchener Centre/Kitchener-Centre"," 610","Kitchener",111,0,4,269,17,151,0,552,
35045,"Kitchener Centre/Kitchener-Centre"," 611","Kitchener",128,0,1,351,18,232,3,733,
35045,"Kitchener Centre/Kitchener-Centre"," 612","Kitchener",129,1,7,423,17,320,5,902,
35045,"Kitchener Centre/Kitchener-Centre",,"Group 1/Groupe 1",43,2,4,100,8,32,10,199,186
35045,"Kitchener Centre/Kitchener-Centre",,"Group 2/Groupe 2",234,2,2,501,61,262,15,1077,
