Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Russ Christianson,Adam Moulton,Kim Rudd,Patricia Sinnott,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 67","Brighton",24,57,63,2,0,146,387
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 68","Brighton",27,85,90,9,0,211,470
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 69","Brighton",27,54,79,4,1,165,349
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 70","Brighton",17,36,68,3,2,126,319
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 71","Brighton",21,53,85,6,0,165,345
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 72","Brighton",12,28,62,4,0,106,304
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 73","Brighton",28,79,94,4,0,205,439
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 74","Brighton",14,73,76,2,0,165,412
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 75","Brighton",27,51,61,8,0,147,345
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 76","Brighton",24,116,112,5,1,258,553
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 77","Brighton",18,107,96,6,0,227,475
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 78","Brighton",20,41,59,1,1,122,335
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 79","Brighton",22,44,81,3,0,150,281
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 80","Brighton",27,35,57,6,0,125,246
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 81","Brighton",11,59,59,7,1,137,308
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 82","Brighton",23,74,93,6,0,196,445
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 83","Brighton",8,36,58,4,0,106,254
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 84","Cramahe",35,102,85,12,2,236,395
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 85","Cramahe",40,96,96,4,1,237,410
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 86","Alnwick/Haldimand",32,110,77,5,1,225,500
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 87","Alnwick/Haldimand",23,80,73,5,1,182,398
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 88","Alnwick/Haldimand",29,84,75,7,1,196,392
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 89","Hamilton ",25,95,60,4,0,184,364
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 90","Hamilton ",28,85,97,11,0,221,425
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 91","Hamilton ",27,73,74,2,3,179,346
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 92","Hamilton ",30,64,64,7,1,166,292
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 93","Hamilton ",37,46,63,4,0,150,281
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 94","Hamilton ",24,72,67,10,1,174,313
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 95","Hiawatha First Nation",55,59,140,6,0,260,418
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 96","Otonabee-South Monaghan",21,60,57,3,0,141,291
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 97","Otonabee-South Monaghan",35,52,40,4,1,132,275
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 98","Otonabee-South Monaghan",34,43,60,7,0,144,303
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 99","Otonabee-South Monaghan",24,77,56,8,0,165,269
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 100","Otonabee-South Monaghan",62,127,85,12,2,288,484
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 101","Otonabee-South Monaghan",47,153,93,9,2,304,443
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 102","Hamilton ",27,73,81,10,0,191,407
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 103","Bewdley",27,81,86,8,0,202,344
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 104","Bewdley",48,67,69,8,0,192,345
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 105","Hamilton ",50,48,64,8,2,172,292
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 106","Port Hope",41,101,80,14,0,236,408
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 107","Port Hope",52,105,106,5,0,268,423
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 108","Port Hope",29,79,77,10,1,196,326
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 109","Port Hope",27,78,70,13,0,188,298
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 110","Port Hope",30,99,77,4,1,211,326
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 111","Port Hope",31,83,72,6,0,192,306
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 112","Port Hope",16,52,49,5,0,122,295
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 113","Port Hope",23,55,63,4,0,145,269
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 114","Port Hope",32,50,28,6,1,117,290
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 115","Hamilton ",27,111,87,6,5,236,400
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 116","Hamilton ",26,116,78,4,0,224,382
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 117","Hamilton ",30,101,90,4,2,227,401
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 118","Hamilton ",22,102,80,5,1,210,371
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 119","Hamilton ",41,99,98,16,0,254,448
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 120","Hamilton ",25,91,73,2,0,191,405
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 121","Hamilton ",29,81,77,8,0,195,360
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 122","Hamilton ",16,67,63,1,2,149,305
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 123","Hamilton ",21,132,99,6,0,258,475
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 124","Hamilton ",38,126,111,9,0,284,530
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 125","Hamilton ",31,113,76,10,2,232,458
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 126","Alnwick/Haldimand",35,118,106,13,2,274,458
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 127","Alnwick/Haldimand",20,103,94,6,3,226,408
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 128","Alnwick/Haldimand",29,71,101,3,1,205,324
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 129","Alnwick/Haldimand",9,86,64,5,0,164,336
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 130","Alnwick/Haldimand",15,90,89,4,0,198,316
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 131","Colborne",24,64,70,6,0,164,350
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 132","Colborne",41,72,72,8,0,193,404
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 133","Colborne",27,46,78,7,2,160,360
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 134","Colborne",25,44,69,3,2,143,366
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 135","Colborne",23,33,52,7,1,116,433
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 136","Cramahe",37,103,71,5,0,216,427
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 137","Cramahe",38,86,94,6,1,225,405
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 138","Cramahe",27,93,83,5,1,209,400
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 139","Cobourg",24,56,76,4,0,160,310
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 140","Cobourg",24,82,92,1,0,199,342
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 141","Hamilton ",25,88,70,6,1,190,352
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 142","Cobourg",31,95,134,9,0,269,515
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 143","Cobourg",43,76,78,6,1,204,410
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 144","Cobourg",49,42,55,7,2,155,400
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 145","Cobourg",32,76,102,8,1,219,458
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 146","Cobourg",34,103,105,3,2,247,472
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 147","Cobourg",23,97,89,4,1,214,477
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 148","Cobourg",20,64,68,6,0,158,349
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 149","Cobourg",20,77,89,5,1,192,371
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 150","Cobourg",40,121,122,1,2,286,486
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 151","Cobourg",38,76,120,9,3,246,472
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 152","Cobourg",29,83,84,7,3,206,412
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 153","Cobourg",22,69,84,3,0,178,351
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 154","Cobourg",25,72,75,16,1,189,387
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 155","Cobourg",23,148,153,6,2,332,664
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 156","Cobourg",21,75,85,5,0,186,380
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 157","Cobourg",28,62,93,12,0,195,365
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 158","Cobourg",36,99,114,12,3,264,455
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 159","Cobourg",34,62,55,6,1,158,352
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 160","Cobourg",26,34,80,4,3,147,323
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 161","Cobourg",29,35,93,4,0,161,312
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 162","Cobourg",10,62,77,3,0,152,319
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 163","Cobourg",25,95,100,7,3,230,360
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 164","Cobourg",15,41,65,10,0,131,271
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 165","Cobourg",20,103,90,6,0,219,469
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 166","Cobourg",33,49,91,6,2,181,384
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 167","Cobourg",39,64,117,11,1,232,463
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 168","Cobourg",37,64,110,5,3,219,442
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 169","Cobourg",18,78,106,10,0,212,482
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 170","Cobourg",29,39,118,7,1,194,462
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 171","Cobourg",32,37,81,9,1,160,353
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 172","Cobourg",26,40,76,5,1,148,331
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 173","Cobourg",14,30,65,7,1,117,329
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 174","Cobourg",19,78,98,15,0,210,398
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 175","Cobourg",28,51,122,10,0,211,365
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 176","Cobourg",25,41,85,6,0,157,369
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 177","Cobourg",31,50,84,4,2,171,368
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 178","Cobourg",21,55,70,3,3,152,341
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 179","Cobourg",21,65,103,2,2,193,397
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 180","Port Hope",12,59,58,5,0,134,249
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 181","Port Hope",28,58,59,8,0,153,276
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 182","Port Hope",37,55,74,4,0,170,335
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 183","Hamilton ",44,105,76,6,2,233,523
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 184","Port Hope",36,48,85,7,3,179,407
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 185","Port Hope",39,43,70,5,1,158,336
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 186","Port Hope",55,61,112,3,3,234,469
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 187","Port Hope",20,47,62,5,1,135,280
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 188","Port Hope",34,50,90,6,1,181,433
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 189","Port Hope",39,42,61,6,0,148,257
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 190","Port Hope",25,53,41,3,1,123,260
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 191","Port Hope",15,78,71,4,1,169,337
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 192","Port Hope",24,89,92,4,0,209,389
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 193","Port Hope",30,65,106,7,1,209,396
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 194","Port Hope",31,41,96,7,0,175,351
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 195","Port Hope",27,37,68,5,0,137,295
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 196","Port Hope",23,46,89,3,1,162,311
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 197","Port Hope",15,37,95,4,1,152,292
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 198","Port Hope",29,117,107,2,0,255,502
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 199","Port Hope",20,53,98,2,0,173,310
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 200","Port Hope",37,53,57,6,1,154,267
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 201","Port Hope",10,63,53,4,0,130,280
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 202","Port Hope",37,102,88,7,0,234,450
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 203","Port Hope",20,36,85,10,1,152,329
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 204","Port Hope",42,48,96,5,0,191,357
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 205","Port Hope",20,49,80,7,0,156,317
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 206","Port Hope",17,43,89,6,0,155,305
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 207","Port Hope",16,40,44,6,1,107,262
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 208","Port Hope",44,144,188,6,0,382,681
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 209","Port Hope",26,66,97,5,2,196,401
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 210","Clarington",48,82,103,11,1,245,397
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 211","Clarington",35,92,78,5,2,212,388
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 212","Clarington",17,81,82,7,0,187,401
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 213","Clarington",38,86,81,10,0,215,478
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 214","Clarington",51,109,77,7,0,244,459
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 215","Clarington",20,117,72,8,0,217,362
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 216","Clarington",19,84,47,4,0,154,292
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 217","Clarington",36,79,65,7,2,189,313
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 218","Clarington",34,68,56,5,1,164,279
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 219","Clarington",42,62,54,11,0,169,293
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 220","Clarington",19,78,54,5,0,156,280
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 221","Clarington",37,66,68,18,0,189,296
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 222","Clarington",28,65,84,14,0,191,301
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 223","Clarington",21,81,64,6,0,172,309
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 224","Clarington",26,97,56,3,1,183,339
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 225","Clarington",27,95,84,7,1,214,383
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 226","Clarington",19,61,68,6,0,154,309
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 227","Clarington",28,101,78,5,3,215,394
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 228","Clarington",24,90,137,3,0,254,505
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 229","Clarington",24,94,77,4,0,199,389
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 230","Clarington",39,87,57,4,0,187,321
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 231","Clarington",24,92,89,7,0,212,416
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 232","Clarington",19,87,47,0,1,154,294
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 233","Clarington",62,163,151,19,0,395,787
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 234","Clarington",42,91,75,8,1,217,402
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 235","Clarington",36,99,81,6,0,222,437
