Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Beverly Bernardo,Maxime Claveau,Tommy Gaudet,Anne Lagacé Dowson,Chris Lloyd,Peter Macrisopoulos,Danny Polifroni,Justin Trudeau,Yvon Vadnais,Kim Waldron,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24055,"Papineau/Papineau"," 49","Montréal",1,21,0,27,2,2,5,76,5,0,2,141,330
24055,"Papineau/Papineau"," 50","Montréal",2,11,1,33,3,0,6,103,9,1,0,169,442
24055,"Papineau/Papineau"," 51","Montréal",0,42,1,25,1,0,9,159,11,0,4,252,436
24055,"Papineau/Papineau"," 52","Montréal",1,26,3,35,2,3,5,106,11,0,2,194,428
24055,"Papineau/Papineau"," 53","Montréal",0,18,1,32,1,0,5,118,4,0,3,182,404
24055,"Papineau/Papineau"," 54","Montréal",0,20,0,31,3,0,6,122,9,0,4,195,372
24055,"Papineau/Papineau"," 55","Montréal",0,38,1,82,2,0,4,127,11,0,2,267,449
24055,"Papineau/Papineau"," 56","Montréal",0,18,1,33,4,0,2,112,11,0,0,181,439
24055,"Papineau/Papineau"," 57","Montréal",0,31,2,68,2,2,6,92,17,1,3,224,384
24055,"Papineau/Papineau"," 58","Montréal",0,25,0,21,2,1,2,102,19,0,1,173,400
24055,"Papineau/Papineau"," 59","Montréal",0,14,1,37,1,1,5,102,4,0,4,169,411
24055,"Papineau/Papineau"," 60","Montréal",0,22,2,45,1,1,2,134,10,3,0,220,431
24055,"Papineau/Papineau"," 61","Montréal",0,13,5,36,2,0,2,98,6,0,0,162,353
24055,"Papineau/Papineau"," 62","Montréal",0,19,0,43,0,2,1,83,6,3,1,158,344
24055,"Papineau/Papineau"," 63","Montréal",0,30,2,73,3,0,11,102,7,0,8,236,414
24055,"Papineau/Papineau"," 64","Montréal",0,27,0,45,2,0,11,139,13,1,1,239,483
24055,"Papineau/Papineau"," 65","Montréal",0,34,5,67,0,0,13,110,9,0,3,241,436
24055,"Papineau/Papineau"," 66","Montréal",0,34,0,64,4,0,6,89,5,0,0,202,332
24055,"Papineau/Papineau"," 67","Montréal",2,49,3,79,1,0,8,79,7,0,2,230,473
24055,"Papineau/Papineau"," 68","Montréal",1,45,2,84,2,0,14,83,5,0,4,240,455
24055,"Papineau/Papineau"," 69","Montréal",0,32,3,66,1,0,9,105,4,0,1,221,386
24055,"Papineau/Papineau"," 70","Montréal",0,31,2,51,3,0,11,97,9,3,2,209,433
24055,"Papineau/Papineau"," 71","Montréal",0,29,1,63,1,0,3,91,12,0,1,201,489
24055,"Papineau/Papineau"," 72","Montréal",2,22,1,31,1,0,3,90,5,1,0,156,394
24055,"Papineau/Papineau"," 73","Montréal",1,20,1,23,1,0,4,126,11,2,2,191,428
24055,"Papineau/Papineau"," 74","Montréal",0,31,3,67,3,2,9,98,11,0,2,226,439
24055,"Papineau/Papineau"," 75","Montréal",1,57,4,56,4,0,13,93,13,0,4,245,462
24055,"Papineau/Papineau"," 76A","Montréal",1,27,0,40,2,0,9,38,3,0,0,120,256
24055,"Papineau/Papineau"," 76B","Montréal",0,18,0,47,2,0,4,46,3,1,1,122,240
24055,"Papineau/Papineau"," 77","Montréal",1,35,0,47,1,1,9,120,16,0,1,231,382
24055,"Papineau/Papineau"," 78A","Montréal",0,21,0,25,3,0,4,60,9,1,1,124,241
24055,"Papineau/Papineau"," 78B","Montréal",1,23,1,33,4,1,6,64,8,2,2,145,286
24055,"Papineau/Papineau"," 79","Montréal",0,59,3,73,6,2,5,76,8,0,1,233,353
24055,"Papineau/Papineau"," 80","Montréal",0,39,2,75,3,0,9,108,10,1,3,250,440
24055,"Papineau/Papineau"," 81","Montréal",0,65,1,100,5,1,10,87,11,3,5,288,425
24055,"Papineau/Papineau"," 82","Montréal",0,39,1,82,3,0,6,94,4,2,4,235,392
24055,"Papineau/Papineau"," 83","Montréal",0,30,1,69,4,0,8,72,5,2,3,194,358
24055,"Papineau/Papineau"," 84A","Montréal",1,28,2,35,0,1,4,83,4,1,1,160,268
24055,"Papineau/Papineau"," 84B","Montréal",0,21,0,37,2,0,8,41,4,0,1,114,237
24055,"Papineau/Papineau"," 85","Montréal",0,37,0,120,3,0,11,88,10,0,1,270,404
24055,"Papineau/Papineau"," 86","Montréal",0,43,0,77,1,2,7,73,6,0,6,215,384
24055,"Papineau/Papineau"," 87","Montréal",0,40,1,128,9,0,8,75,3,0,1,265,438
24055,"Papineau/Papineau"," 88","Montréal",0,37,0,79,1,0,8,35,7,0,2,169,320
24055,"Papineau/Papineau"," 89","Montréal",0,35,2,58,2,1,3,47,2,0,2,152,313
24055,"Papineau/Papineau"," 90","Montréal",1,34,3,81,3,1,11,65,3,1,2,205,345
24055,"Papineau/Papineau"," 91","Montréal",0,34,3,71,3,3,13,101,3,0,3,234,453
24055,"Papineau/Papineau"," 92","Montréal",2,32,3,71,0,0,8,81,7,2,0,206,366
24055,"Papineau/Papineau"," 93","Montréal",1,29,0,71,0,0,10,54,10,2,3,180,383
24055,"Papineau/Papineau"," 94","Montréal",0,36,0,83,4,0,17,106,7,0,2,255,458
24055,"Papineau/Papineau"," 95","Montréal",0,41,2,85,5,1,9,48,3,0,4,198,342
24055,"Papineau/Papineau"," 96","Montréal",0,27,1,49,5,0,9,55,3,0,1,150,302
24055,"Papineau/Papineau"," 97","Montréal",0,48,1,71,3,1,12,47,4,5,1,193,376
24055,"Papineau/Papineau"," 98","Montréal",1,32,0,81,4,1,12,74,6,0,4,215,362
24055,"Papineau/Papineau"," 99","Montréal",0,41,2,69,4,1,12,59,5,1,5,199,449
24055,"Papineau/Papineau"," 100","Montréal",0,37,0,63,8,1,7,52,7,1,1,177,347
24055,"Papineau/Papineau"," 101","Montréal",0,34,5,97,5,1,11,67,5,2,3,230,462
24055,"Papineau/Papineau"," 102","Montréal",1,36,1,79,7,0,10,81,6,1,1,223,408
24055,"Papineau/Papineau"," 103","Montréal",0,36,1,81,4,0,12,60,4,3,3,204,356
24055,"Papineau/Papineau"," 104","Montréal",0,68,2,97,4,0,10,62,7,1,1,252,397
24055,"Papineau/Papineau"," 105","Montréal",0,54,1,115,5,0,7,101,7,0,3,293,465
24055,"Papineau/Papineau"," 106","Montréal",0,40,1,98,1,0,10,103,7,0,3,263,458
24055,"Papineau/Papineau"," 107","Montréal",0,52,1,116,5,1,7,88,4,1,1,276,481
24055,"Papineau/Papineau"," 108","Montréal",3,38,1,49,5,0,8,79,3,1,5,192,328
24055,"Papineau/Papineau"," 109","Montréal",0,40,1,78,4,0,8,37,8,1,1,178,348
24055,"Papineau/Papineau"," 110","Montréal",0,42,0,95,5,1,13,95,6,0,3,260,496
24055,"Papineau/Papineau"," 111","Montréal",0,39,0,101,2,2,12,83,6,0,3,248,450
24055,"Papineau/Papineau"," 112","Montréal",0,41,1,81,3,1,14,67,7,2,2,219,383
24055,"Papineau/Papineau"," 113","Montréal",1,42,2,67,3,0,6,128,14,0,4,267,464
24055,"Papineau/Papineau"," 114","Montréal",0,42,1,101,8,1,5,118,3,0,3,282,478
24055,"Papineau/Papineau"," 115","Montréal",0,44,1,93,2,0,12,75,4,1,1,233,393
24055,"Papineau/Papineau"," 116","Montréal",0,35,2,116,3,0,7,83,6,0,1,253,436
24055,"Papineau/Papineau"," 117","Montréal",1,52,1,104,6,2,9,108,8,2,3,296,465
24055,"Papineau/Papineau"," 118","Montréal",0,40,0,72,8,0,12,82,7,0,0,221,367
24055,"Papineau/Papineau"," 119","Montréal",1,24,3,63,0,2,8,103,8,0,5,217,399
24055,"Papineau/Papineau"," 120","Montréal",0,26,1,65,3,0,9,103,5,3,6,221,401
24055,"Papineau/Papineau"," 121","Montréal",0,26,3,64,4,0,8,66,8,1,4,184,380
24055,"Papineau/Papineau"," 122","Montréal",0,58,3,106,9,2,9,70,5,1,3,266,423
24055,"Papineau/Papineau"," 123","Montréal",0,41,2,102,6,1,17,81,8,2,6,266,459
24055,"Papineau/Papineau"," 124","Montréal",2,20,0,69,2,0,6,81,7,2,1,190,409
24055,"Papineau/Papineau"," 125A","Montréal",0,16,1,37,0,0,6,42,4,2,1,109,246
24055,"Papineau/Papineau"," 125B","Montréal",0,7,0,37,0,0,5,45,4,0,3,101,293
24055,"Papineau/Papineau"," 126","Montréal",0,42,1,102,7,0,11,76,4,0,5,248,421
24055,"Papineau/Papineau"," 127","Montréal",0,50,1,118,3,0,6,80,5,0,4,267,482
24055,"Papineau/Papineau"," 128","Montréal",0,41,0,118,11,0,11,112,8,2,5,308,460
24055,"Papineau/Papineau"," 129","Montréal",1,40,2,105,3,1,16,91,12,1,1,273,438
24055,"Papineau/Papineau"," 130","Montréal",0,23,0,96,2,1,10,81,9,0,2,224,418
24055,"Papineau/Papineau"," 131","Montréal",0,32,2,92,3,0,7,93,7,1,1,238,402
24055,"Papineau/Papineau"," 132","Montréal",0,25,2,75,2,0,7,89,4,1,2,207,401
24055,"Papineau/Papineau"," 133","Montréal",1,35,0,89,7,0,5,85,3,1,3,229,423
24055,"Papineau/Papineau"," 134A","Montréal",0,23,1,47,4,0,4,93,2,0,1,175,376
24055,"Papineau/Papineau"," 134B","Montréal",0,21,0,48,1,0,6,63,9,0,1,149,298
24055,"Papineau/Papineau"," 135","Montréal",0,21,1,57,3,0,1,72,7,1,1,164,333
24055,"Papineau/Papineau"," 136","Montréal",0,14,1,68,2,0,4,112,8,1,0,210,372
24055,"Papineau/Papineau"," 137","Montréal",0,48,1,93,1,0,12,94,8,1,2,260,448
24055,"Papineau/Papineau"," 138","Montréal",0,48,3,89,6,0,13,92,4,0,1,256,440
24055,"Papineau/Papineau"," 139","Montréal",1,27,1,48,1,0,4,118,20,1,6,227,428
24055,"Papineau/Papineau"," 140","Montréal",0,32,1,38,0,0,8,142,11,0,5,237,410
24055,"Papineau/Papineau"," 141","Montréal",0,20,5,75,0,0,7,134,5,1,3,250,442
24055,"Papineau/Papineau"," 142","Montréal",0,7,1,46,1,0,1,172,2,0,5,235,409
24055,"Papineau/Papineau"," 143","Montréal",0,1,0,15,0,0,2,111,6,0,0,135,378
24055,"Papineau/Papineau"," 144","Montréal",0,0,3,14,0,2,1,209,5,1,2,237,519
24055,"Papineau/Papineau"," 145","Montréal",0,4,3,26,1,3,7,178,7,0,3,232,465
24055,"Papineau/Papineau"," 146","Montréal",1,8,2,17,2,1,0,149,6,0,5,191,407
24055,"Papineau/Papineau"," 147","Montréal",0,3,1,39,1,1,7,143,19,2,2,218,450
24055,"Papineau/Papineau"," 148","Montréal",4,6,2,35,1,1,3,126,8,0,4,190,360
24055,"Papineau/Papineau"," 149","Montréal",0,9,0,76,5,1,7,114,7,0,4,223,481
24055,"Papineau/Papineau"," 150","Montréal",0,7,0,59,1,0,2,114,7,0,1,191,406
24055,"Papineau/Papineau"," 151","Montréal",0,6,0,51,0,0,9,125,10,0,3,204,421
24055,"Papineau/Papineau"," 152","Montréal",1,6,1,32,4,0,6,138,6,0,3,197,405
24055,"Papineau/Papineau"," 153","Montréal",0,11,1,32,1,0,1,148,8,0,2,204,437
24055,"Papineau/Papineau"," 154","Montréal",0,4,1,23,4,3,2,153,12,2,2,206,449
24055,"Papineau/Papineau"," 155","Montréal",0,7,2,12,1,1,2,115,2,0,1,143,400
24055,"Papineau/Papineau"," 156","Montréal",2,3,0,10,1,1,0,185,11,0,2,215,485
24055,"Papineau/Papineau"," 157","Montréal",0,3,3,11,0,0,1,114,9,0,1,142,339
24055,"Papineau/Papineau"," 158","Montréal",0,4,2,13,0,3,3,196,4,0,4,229,473
24055,"Papineau/Papineau"," 159","Montréal",0,5,0,15,1,3,2,178,10,0,3,217,497
24055,"Papineau/Papineau"," 160","Montréal",0,5,0,21,2,0,5,132,10,0,9,184,443
24055,"Papineau/Papineau"," 161","Montréal",0,4,3,34,4,1,2,129,18,0,2,197,382
24055,"Papineau/Papineau"," 162","Montréal",0,3,1,13,0,1,5,162,15,0,0,200,469
24055,"Papineau/Papineau"," 163","Montréal",0,3,1,6,0,2,0,183,14,0,1,210,410
24055,"Papineau/Papineau"," 164","Montréal",0,0,0,10,1,0,1,160,10,1,2,185,389
24055,"Papineau/Papineau"," 165","Montréal",0,1,3,17,1,3,7,121,9,0,3,165,393
24055,"Papineau/Papineau"," 166A","Montréal",1,0,0,6,0,0,0,102,5,0,1,115,231
24055,"Papineau/Papineau"," 166B","Montréal",0,3,0,10,0,0,0,98,3,1,1,116,251
24055,"Papineau/Papineau"," 167","Montréal",0,2,1,13,1,0,1,140,6,0,3,167,328
24055,"Papineau/Papineau"," 168","Montréal",0,1,1,11,2,0,3,174,8,1,4,205,397
24055,"Papineau/Papineau"," 169","Montréal",0,2,1,13,1,0,0,177,9,0,1,204,441
24055,"Papineau/Papineau"," 170","Montréal",0,3,3,19,4,0,3,166,10,1,0,209,395
24055,"Papineau/Papineau"," 171","Montréal",1,1,2,34,2,0,5,160,4,0,1,210,488
24055,"Papineau/Papineau"," 172","Montréal",1,5,2,23,1,2,6,191,9,0,1,241,452
24055,"Papineau/Papineau"," 173","Montréal",1,1,3,18,1,1,4,171,14,1,1,216,450
24055,"Papineau/Papineau"," 174","Montréal",0,1,0,34,2,1,3,111,10,1,1,164,412
24055,"Papineau/Papineau"," 175","Montréal",0,1,1,9,1,0,3,124,11,2,2,154,396
24055,"Papineau/Papineau"," 176","Montréal",0,2,0,15,1,2,1,124,1,0,4,150,385
24055,"Papineau/Papineau"," 177A","Montréal",1,3,0,11,0,0,5,120,4,0,2,146,293
24055,"Papineau/Papineau"," 177B","Montréal",0,4,1,9,1,0,0,76,8,1,1,101,247
24055,"Papineau/Papineau"," 178","Montréal",1,6,1,43,0,2,4,123,14,0,0,194,417
24055,"Papineau/Papineau"," 179","Montréal",1,6,0,43,3,0,2,108,4,0,0,167,412
24055,"Papineau/Papineau"," 180","Montréal",1,5,2,24,1,1,0,121,12,0,4,171,428
24055,"Papineau/Papineau"," 181","Montréal",0,2,2,17,1,1,6,136,9,1,2,177,459
24055,"Papineau/Papineau"," 182A","Montréal",0,9,0,40,3,1,1,71,5,0,1,131,295
24055,"Papineau/Papineau"," 182B","Montréal",0,15,1,36,1,2,4,82,6,1,3,151,310
24055,"Papineau/Papineau"," 183","Montréal",2,0,2,25,0,1,3,74,6,0,3,116,263
24055,"Papineau/Papineau"," 184","Montréal",0,9,1,24,1,0,1,125,8,0,1,170,381
24055,"Papineau/Papineau"," 185","Montréal",0,10,2,36,2,5,4,138,10,1,2,210,494
24055,"Papineau/Papineau"," 500","Mobile poll/Bureau itinérant",0,6,2,7,1,0,1,28,3,0,5,53,180
24055,"Papineau/Papineau"," 501","Mobile poll/Bureau itinérant",0,1,0,4,1,0,1,16,2,0,1,26,105
24055,"Papineau/Papineau"," 502","Mobile poll/Bureau itinérant",1,19,0,10,0,0,3,99,5,3,8,148,213
24055,"Papineau/Papineau"," 600","Montréal",2,95,5,145,0,4,17,349,69,3,15,704,
24055,"Papineau/Papineau"," 601","Montréal",0,57,2,100,0,1,9,304,34,1,10,518,
24055,"Papineau/Papineau"," 602","Montréal",0,94,5,128,3,1,15,420,55,0,13,734,
24055,"Papineau/Papineau"," 603","Montréal",0,105,6,190,2,2,16,239,23,0,2,585,
24055,"Papineau/Papineau"," 604","Montréal",1,62,9,129,3,1,11,355,39,0,8,618,
24055,"Papineau/Papineau"," 605","Montréal",0,111,4,303,8,2,28,239,39,2,7,743,
24055,"Papineau/Papineau"," 606","Montréal",1,102,4,166,2,1,13,234,32,2,7,564,
24055,"Papineau/Papineau"," 607","Montréal",2,158,4,324,10,2,24,285,25,3,9,846,
24055,"Papineau/Papineau"," 608","Montréal",3,104,6,286,10,1,24,323,41,0,13,811,
24055,"Papineau/Papineau"," 609","Montréal",0,108,3,307,8,1,25,292,21,1,6,772,
24055,"Papineau/Papineau"," 610","Montréal",1,158,2,355,9,4,19,328,45,1,15,937,
24055,"Papineau/Papineau"," 611","Montréal",1,17,4,48,1,2,6,611,32,0,16,738,
24055,"Papineau/Papineau"," 612","Montréal",6,16,3,87,1,3,11,565,29,0,5,726,
24055,"Papineau/Papineau"," 613","Montréal",7,16,9,161,8,3,13,715,47,4,14,997,
24055,"Papineau/Papineau",,"Group 1/Groupe 1",1,8,0,38,1,1,3,66,11,0,10,139,138
24055,"Papineau/Papineau",,"Group 2/Groupe 2",4,153,6,564,8,3,50,579,56,3,40,1466,
