Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James David Friesen,Reagan Johnston,Saba Mossagizi,Dylan Thompson,Chris Warkentin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 69","Sexsmith","Combined with No./Combiné au n°67",,,,,,,433
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 70","Teepee Creek",9,9,8,3,167,0,196,342
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 71","Teepee Creek",4,13,7,2,169,0,195,321
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 72","Puskwaskau River",3,12,2,3,76,1,97,195
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 73","Kleskun Hill",Merged with No./Fusionné avec le n°74,,,,,,,446
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 74","Bezanson",16,37,21,3,566,0,643,538
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 75","Clairmont",11,51,14,3,281,0,360,692
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 76","Clairmont",8,21,3,1,103,0,136,392
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 77","Clairmont",7,19,6,2,59,0,93,216
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 78","Clairmont",2,15,19,3,135,1,175,435
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 79","Clairmont",13,70,27,4,732,0,846,1571
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 80","Grande Prairie",12,82,13,7,360,1,475,861
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 81","Grande Prairie",3,45,14,0,193,1,256,451
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 82","Hermit Lake",7,84,27,3,280,1,402,456
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 83","Grande Prairie",14,54,23,2,133,0,226,426
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 84","Grande Prairie",4,40,16,1,165,4,230,413
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 85","Grande Prairie",8,30,11,1,56,0,106,343
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 86","Grande Prairie",Merged with No./Fusionné avec le n°82,,,,,,,424
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 87","Grande Prairie",10,58,24,2,90,0,184,403
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 88","Hermit Lake",1,24,15,4,30,1,75,274
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 89","Grande Prairie",Merged with No./Fusionné avec le n°116,,,,,,,420
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 90","Grande Prairie",Merged with No./Fusionné avec le n°116,,,,,,,480
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 91","Grande Prairie",28,100,61,7,365,0,561,468
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 92","Grande Prairie",9,42,18,8,163,2,242,496
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 93","Grande Prairie",10,40,14,4,179,1,248,420
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 94","Grande Prairie",7,55,25,4,170,0,261,456
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 95","Grande Prairie",14,45,18,2,155,0,234,473
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 96","Grande Prairie",13,44,15,3,185,0,260,469
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 97","Grande Prairie",4,26,8,1,115,0,154,252
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 98","Grande Prairie",7,22,15,3,121,1,169,302
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 99","Grande Prairie",4,49,16,5,186,0,260,446
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 100","Grande Prairie",Merged with No./Fusionné avec le n°102,,,,,,,479
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 101","Grande Prairie",9,42,21,2,198,0,272,464
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 102","Grande Prairie",15,71,28,5,317,0,436,430
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 103","Grande Prairie",6,40,17,5,194,1,263,431
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 104","Grande Prairie",5,29,13,3,216,1,267,476
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 105","Grande Prairie",7,41,15,3,222,1,289,522
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 106","Grande Prairie",11,43,21,7,159,1,242,430
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 107","Grande Prairie",12,33,15,1,185,0,246,441
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 108","Grande Prairie",5,28,14,2,157,1,207,362
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 109","Grande Prairie",3,28,11,1,167,0,210,346
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 110","Grande Prairie",12,36,30,4,175,2,259,443
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 111","Grande Prairie",10,48,16,8,119,0,201,376
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 112","Grande Prairie",15,29,20,5,95,2,166,383
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 113","Grande Prairie",13,43,17,6,85,1,165,412
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 114","Grande Prairie",Merged with No./Fusionné avec le n°91,,,,,,,402
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 115","Grande Prairie",Merged with No./Fusionné avec le n°91,,,,,,,378
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 116","Grande Prairie",35,139,69,10,336,1,590,370
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 117","Grande Prairie",9,45,18,3,156,2,233,431
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 118","Grande Prairie",7,39,14,4,160,4,228,395
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 119","Grande Prairie",3,31,34,6,171,0,245,400
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 120","Grande Prairie",13,55,41,4,162,0,275,576
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 121","Grande Prairie",9,32,28,2,140,1,212,489
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 122","Grande Prairie",7,45,18,4,192,0,266,584
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 123","Grande Prairie",16,63,22,4,242,1,348,678
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 124","Grande Prairie",4,35,20,0,183,2,244,575
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 125","Grande Prairie",4,25,16,1,113,0,159,416
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 126","Grande Prairie",17,47,27,6,137,1,235,461
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 127","Grande Prairie",11,63,28,3,153,2,260,437
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 128","Grande Prairie",7,58,35,2,171,1,274,400
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 129","Grande Prairie",Merged with No./Fusionné avec le n°128,,,,,,,278
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 130","Grande Prairie",8,36,11,5,60,2,122,336
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 131","Grande Prairie",6,57,25,4,139,2,233,416
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 132","Grande Prairie",12,39,27,4,136,2,220,540
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 133","Grande Prairie",13,39,25,3,172,0,252,508
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 134","Grande Prairie",13,35,16,1,153,0,218,401
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 135","Grande Prairie",4,53,15,4,92,0,168,391
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 136","Grande Prairie",6,29,17,5,49,0,106,308
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 137","Grande Prairie",7,66,15,2,189,0,279,473
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 138","Grande Prairie",3,36,18,2,146,0,205,383
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 139","Grande Prairie",13,67,13,2,148,1,244,448
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 140","Grande Prairie",13,59,24,5,109,1,211,471
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 141","Grande Prairie",13,38,21,1,151,0,224,420
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 142","Grande Prairie",9,58,11,5,182,0,265,460
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 143","Grande Prairie",9,46,25,3,99,2,184,434
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 144","Grande Prairie",7,59,26,2,160,1,255,469
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 145","Grande Prairie",10,55,13,4,205,0,287,491
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 146","Grande Prairie",14,52,19,5,197,0,287,541
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 147","Grande Prairie",7,47,17,1,111,0,183,399
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 148","Grande Prairie",1,47,16,0,186,2,252,522
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 149","Grande Prairie",8,54,11,2,174,1,250,437
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 150","Grande Prairie",6,25,13,3,132,0,179,356
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 151","Grande Prairie",6,40,15,0,192,0,253,425
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 152","Grande Prairie",13,43,20,1,183,0,260,448
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 153","Grande Prairie",6,40,27,3,182,1,259,501
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 154","Grande Prairie",7,45,26,2,171,1,252,418
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 155","Grande Prairie",10,42,21,2,228,2,305,486
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 156","Grande Prairie County No. 1",2,30,2,0,180,0,214,326
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 157","Grande Prairie County No. 1",2,20,10,2,119,0,153,248
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 158","Grande Prairie",4,9,1,1,96,0,111,208
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 159","Grande Prairie",9,46,16,6,260,2,339,484
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 160","Grande Prairie",9,56,16,1,225,0,307,553
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 161","Grande Prairie",8,41,6,2,208,0,265,528
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 162","Grande Prairie",7,45,14,1,162,0,229,464
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 163","Grande Prairie",15,48,21,5,186,2,277,669
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 164","Grande Prairie",6,45,7,2,151,1,212,441
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 165","Grande Prairie",8,33,11,1,135,2,190,402
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 166","Grande Prairie",9,24,17,3,160,0,213,406
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 167","Grande Prairie",6,60,17,4,282,0,369,691
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 168","Grande Prairie",3,37,8,5,256,1,310,524
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 169","Grande Prairie",5,33,12,2,225,2,279,492
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 170","Grande Prairie",19,82,25,10,358,2,496,476
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 171","Grande Prairie",5,48,14,4,171,1,243,409
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 172","Grande Prairie",Merged with No./Fusionné avec le n°170,,,,,,,459
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 173","Grande Prairie",11,60,29,6,271,1,378,536
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 174","Grande Prairie",9,54,19,2,201,0,285,477
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 175","Flyingshot Lake Settlement",8,71,23,7,538,1,648,1253
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 176","Dimsdale",10,48,12,11,380,0,461,635
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 177","Huallen",10,22,15,4,206,0,257,416
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 178","Wembley",7,42,34,3,327,0,413,847
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 179","Huallen",9,33,25,2,223,0,292,417
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 180","Wapiti",5,25,13,1,245,0,289,487
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 181","Grovedale",11,24,16,11,302,0,364,501
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 182","Grande Prairie",9,53,10,1,143,0,216,509
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 183","Grande Prairie",9,38,18,2,174,2,243,496
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 184","Grande Prairie",11,54,14,2,288,1,370,575
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 185","Grande Prairie",10,37,18,2,346,0,413,795
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 186","Grande Prairie County No. 1",3,26,5,0,325,0,359,477
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 187","Grande Prairie",10,41,9,0,322,0,382,620
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 188","Little Smoky",2,7,5,0,89,0,103,166
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 189","DeBolt",7,15,18,1,148,1,190,286
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 190","Crooked Creek",1,3,8,0,122,0,134,419
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 191","Sturgeon Heights",6,6,9,3,84,1,109,197
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 192","Sturgeon Lake 154",12,70,293,10,90,0,475,819
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 193","Warrensville",7,22,25,3,195,1,253,377
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 194","Weberville",9,25,21,3,169,0,227,316
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 195","Weberville",8,23,15,1,176,0,223,255
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 500","Mobile poll/Bureau itinérant",0,5,1,0,21,0,27,27
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 501","Mobile poll/Bureau itinérant",0,3,8,2,37,0,50,54
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 502","Mobile poll/Bureau itinérant",1,4,6,3,74,1,89,115
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 503","Mobile poll/Bureau itinérant",6,12,14,2,133,0,167,217
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 504","Mobile poll/Bureau itinérant",0,8,7,1,53,0,69,88
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 505","Mobile poll/Bureau itinérant",6,12,11,3,156,1,189,245
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 600","Rainbow Lake",2,9,3,3,60,0,77,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 601","MacKenzie County--High Level",5,86,44,5,178,7,325,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 602","Worsley",1,5,5,0,75,0,86,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 603","Manning",4,17,13,0,195,0,229,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 604","Hines Creek",3,9,7,1,118,0,138,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 605","Spirit River",9,25,24,1,247,1,307,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 606","Beaverlodge",30,91,56,5,808,2,992,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 607","Sexsmith",18,60,34,11,559,0,682,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 608","Grande Prairie--Dimsdale",5,13,9,1,218,0,246,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 609","Clairmont",16,65,20,6,458,0,565,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 610","Grande Prairie",23,112,50,2,354,3,544,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 611","Grande Prairie",10,67,31,1,297,0,406,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 612","Grande Prairie",18,104,52,5,525,2,706,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 613","Grande Prairie",15,100,57,7,269,3,451,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 614","Grande Prairie",17,121,56,6,687,1,888,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 615","Grande Prairie",17,93,44,3,435,0,592,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 616","Grande Prairie",6,31,17,4,311,1,370,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 617","Grande Prairie--Wapiti",1,2,3,0,38,0,44,
48024,"Grande Prairie--Mackenzie/Grande Prairie--Mackenzie"," 618","Greenview--DeBolt",3,8,4,0,100,0,115,
