Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lise Durand,Michel Filion,Réjean Léveillé,Ugo Ménard,Brigitte Sansoucy,René Vincelette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 17","Sainte-Christine",5,36,27,0,44,46,5,163,299
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 18","Sainte-Christine",2,54,43,0,50,45,7,201,312
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 19","Acton Vale",1,52,27,1,60,75,5,221,424
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 20","Acton Vale",4,40,34,1,40,63,2,184,344
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 21","Acton Vale",7,47,35,2,56,55,4,206,354
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 22","Acton Vale",5,52,26,0,40,49,6,178,339
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 23","Acton Vale",2,53,29,0,62,60,11,217,466
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 24","Acton Vale",4,54,34,2,45,54,9,202,430
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 25","Acton Vale",5,34,24,0,52,52,5,172,404
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 26","Acton Vale",4,49,35,2,37,49,10,186,419
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 27","Acton Vale",3,56,41,0,54,69,5,228,448
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 28","Acton Vale",4,42,25,1,52,50,4,178,380
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 29","Acton Vale",5,39,21,0,42,66,1,174,421
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 30","Acton Vale",4,33,42,0,37,58,1,175,326
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 31","Acton Vale",7,35,37,0,48,30,8,165,374
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 32","Acton Vale",1,46,35,3,49,36,6,176,371
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 33","Acton Vale",2,52,18,0,50,55,5,182,365
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 34","Upton",3,34,24,0,48,53,2,164,290
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 35","Upton",6,33,16,1,40,45,5,146,257
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 36","Upton",5,55,30,1,61,71,6,229,403
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 37","Upton",10,55,34,1,56,45,8,209,408
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 38","Upton",4,41,25,1,60,30,1,162,282
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 39","Saint-Liboire",0,51,25,0,44,42,2,164,267
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 40","Saint-Liboire",4,44,23,0,54,41,8,174,295
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 41","Saint-Liboire",5,59,33,1,56,66,4,224,364
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 42","Saint-Liboire",4,49,32,2,40,41,8,176,265
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 43","Saint-Liboire",5,67,13,1,45,43,4,178,263
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 44","Saint-Liboire",2,60,41,2,70,54,8,237,340
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 45","Saint-Liboire",6,58,36,2,70,52,4,228,389
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 46","Saint-Simon",2,71,33,1,61,61,7,236,332
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 47","Saint-Simon",2,56,35,2,50,54,7,206,343
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 48","Saint-Simon",6,71,33,1,58,70,7,246,358
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 49","Saint-Barnabé-Sud",3,37,43,0,55,51,3,192,295
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 50","Saint-Barnabé-Sud",3,58,56,1,53,54,7,232,357
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 51","Saint-Jude",5,37,29,3,53,32,5,164,288
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 52","Saint-Jude",6,61,17,1,49,36,4,174,312
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 53","Saint-Jude",5,80,24,1,33,28,2,173,291
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 54","Saint-Bernard-de-Michaudville",7,47,25,1,16,36,1,133,236
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 55","Saint-Bernard-de-Michaudville",4,58,20,0,32,28,1,143,220
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 56","La Présentation",12,35,37,2,55,53,5,199,313
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 57","La Présentation",9,68,28,2,55,43,3,208,333
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 58","La Présentation",7,50,27,2,48,52,5,191,311
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 59","La Présentation",8,82,70,3,83,68,4,318,525
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 60","La Présentation",4,46,53,0,76,64,8,251,405
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 61","Saint-Hyacinthe",3,53,26,2,72,62,2,220,365
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 62","Saint-Hyacinthe",3,56,40,1,102,72,6,280,507
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 63","Saint-Hyacinthe",5,51,52,0,68,92,5,273,461
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 64","Saint-Hyacinthe",7,49,31,0,57,71,4,219,371
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 65","Saint-Hyacinthe",5,63,50,0,97,64,8,287,437
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 66","Saint-Hyacinthe",7,35,35,0,70,64,6,217,354
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 67","Saint-Hyacinthe",2,40,35,4,71,56,6,214,406
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 68","Saint-Hyacinthe",3,32,28,1,28,32,0,124,271
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 69","Saint-Hyacinthe",4,65,44,1,73,46,1,234,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 70","Saint-Hyacinthe",5,26,25,1,36,25,0,118,233
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 71","Saint-Hyacinthe",2,32,37,2,64,80,3,220,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 72","Saint-Hyacinthe",2,20,14,0,22,29,3,90,225
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 73","Saint-Hyacinthe",5,38,14,0,32,20,3,112,335
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 74","Saint-Hyacinthe",4,41,31,0,53,80,1,210,362
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 75","Saint-Hyacinthe",3,55,25,0,89,67,4,243,443
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 76","Saint-Hyacinthe",3,36,25,1,36,48,5,154,439
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 77","Saint-Hyacinthe",1,51,27,0,47,37,5,168,434
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 78","Saint-Hyacinthe",5,47,33,1,43,64,7,200,486
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 79","Saint-Hyacinthe",5,34,24,0,54,52,3,172,384
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 80","Saint-Hyacinthe",2,43,29,0,33,102,1,210,390
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 81","Saint-Hyacinthe",5,53,37,1,78,68,3,245,441
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 82","Saint-Hyacinthe",2,36,36,0,68,48,8,198,346
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 83","Saint-Hyacinthe",4,51,25,0,48,30,5,163,390
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 84A","Saint-Hyacinthe",5,36,21,0,45,52,5,164,453
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 84B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507,,,,,,,,18
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 85","Saint-Hyacinthe",4,49,21,0,61,46,5,186,404
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 86","Saint-Hyacinthe",2,65,23,2,45,43,4,184,354
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 87","Saint-Hyacinthe",2,58,35,5,47,44,2,193,383
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 88","Saint-Hyacinthe",7,57,31,2,51,46,4,198,376
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 89","Saint-Hyacinthe",5,47,40,1,59,54,3,209,396
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 90","Saint-Hyacinthe",2,63,38,0,69,78,5,255,410
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 91","Saint-Hyacinthe",8,48,30,0,67,50,11,214,426
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 92","Saint-Hyacinthe",7,46,33,0,67,56,8,217,397
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 93","Saint-Hyacinthe",6,53,31,1,50,49,3,193,394
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 94","Saint-Hyacinthe",0,56,17,2,46,62,4,187,345
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 95","Saint-Hyacinthe",8,46,31,1,81,56,4,227,402
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 96","Saint-Hyacinthe",3,53,39,3,69,57,6,230,417
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 97","Saint-Hyacinthe",5,59,57,1,59,49,5,235,418
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 98","Saint-Hyacinthe",2,87,42,2,83,47,4,267,391
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 99","Saint-Hyacinthe",2,50,28,2,62,72,2,218,348
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 100","Saint-Hyacinthe",6,65,55,1,151,86,3,367,483
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 101","Saint-Hyacinthe",5,74,37,3,85,69,5,278,431
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 102","Saint-Hyacinthe",8,53,26,0,84,78,14,263,410
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 103","Saint-Hyacinthe",3,40,7,2,31,34,8,125,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 104","Saint-Hyacinthe",2,42,19,0,38,45,4,150,433
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 105","Saint-Hyacinthe",5,31,5,1,31,31,2,106,342
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 106","Saint-Hyacinthe",6,47,4,0,30,24,2,113,394
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 107","Saint-Hyacinthe",4,43,10,4,36,35,0,132,394
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 108","Saint-Hyacinthe",5,35,17,0,30,53,2,142,409
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 109","Saint-Hyacinthe",1,31,2,1,34,34,2,105,279
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 110","Saint-Hyacinthe",9,42,15,4,54,36,7,167,456
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 111","Saint-Hyacinthe",9,80,34,0,61,53,8,245,504
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 112","Saint-Hyacinthe",7,46,18,1,33,46,2,153,428
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 113","Saint-Hyacinthe",6,69,27,1,61,56,7,227,448
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 114","Saint-Hyacinthe",3,51,37,0,59,65,1,216,407
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 115","Saint-Hyacinthe",5,43,34,2,57,66,8,215,470
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 116","Saint-Hyacinthe",6,39,28,2,42,57,3,177,430
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 117","Saint-Hyacinthe",2,58,24,0,52,68,11,215,393
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 118","Saint-Hyacinthe",7,46,28,2,58,52,4,197,400
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 119","Saint-Hyacinthe",4,66,41,1,84,55,6,257,414
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 120","Saint-Hyacinthe",5,46,22,1,53,53,10,190,405
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 121","Saint-Hyacinthe",10,46,23,5,55,32,11,182,436
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 122","Saint-Hyacinthe",7,51,22,2,53,57,5,197,380
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 123","Saint-Hyacinthe",2,37,22,2,62,62,3,190,377
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 124","Saint-Hyacinthe",7,48,42,0,49,59,8,213,349
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 125","Saint-Hyacinthe",3,32,9,0,53,45,4,146,352
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 126","Saint-Hyacinthe",2,36,29,2,52,64,2,187,352
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 127","Saint-Hyacinthe",11,44,38,0,67,47,3,210,380
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 128","Saint-Hyacinthe",6,57,42,0,48,84,3,240,397
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 129","Saint-Hyacinthe",4,62,46,0,82,90,4,288,512
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 130","Saint-Hyacinthe",3,46,27,1,50,58,2,187,377
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 131","Saint-Hyacinthe",3,44,27,1,48,28,1,152,289
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 132","Saint-Hyacinthe",5,49,31,0,63,59,7,214,351
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 133","Saint-Hyacinthe",10,62,33,1,62,50,6,224,394
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 134","Saint-Hyacinthe",4,53,34,0,82,59,4,236,370
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 135","Saint-Hyacinthe",8,54,28,1,72,90,6,259,378
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 136","Saint-Hyacinthe",7,53,41,2,70,55,4,232,447
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 137","Saint-Hyacinthe",7,47,28,0,50,59,5,196,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 138","Saint-Hyacinthe",6,62,39,1,83,60,4,255,465
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 139","Saint-Hyacinthe",3,70,30,2,80,42,2,229,385
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 140","Saint-Hyacinthe",7,78,48,1,77,93,6,310,495
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 141","Saint-Hyacinthe",3,58,20,1,47,57,2,188,420
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 142","Saint-Hyacinthe",3,47,25,0,52,66,5,198,398
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 143","Saint-Hyacinthe",7,57,26,3,56,52,3,204,408
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 144","Saint-Hyacinthe",6,39,19,2,67,70,4,207,424
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 145","Saint-Hyacinthe",1,25,16,1,34,24,6,107,207
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 146","Saint-Hyacinthe",4,43,24,0,75,56,6,208,445
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 147","Saint-Hyacinthe",0,4,3,0,9,6,0,22,29
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 147-1","Saint-Hyacinthe",3,32,34,0,41,79,7,196,112
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 148","Saint-Hyacinthe",5,54,46,0,84,57,4,250,382
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 149","Saint-Hyacinthe",3,80,55,1,116,108,9,372,592
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 150A","Saint-Hyacinthe",4,37,30,1,43,43,2,160,247
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 150B","Saint-Hyacinthe",Merged with No./Fusionné avec le n°147-1,,,,,,,,114
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 151","Saint-Hyacinthe",0,50,58,2,84,78,9,281,503
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 152","Notre-Dame-de-Saint-Hyacinthe",5,62,32,2,74,48,4,227,402
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 153","Saint-Hyacinthe",3,52,22,1,56,74,2,210,377
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 154","Saint-Hyacinthe",6,51,23,1,41,49,3,174,349
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 155","Saint-Hyacinthe",7,68,17,2,49,67,4,214,393
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 156","Saint-Hyacinthe",6,64,40,0,89,68,0,267,462
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 157","Saint-Hyacinthe",5,53,47,1,82,79,6,273,438
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 158","Saint-Hyacinthe",4,37,28,0,53,38,4,164,395
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 159","Saint-Hyacinthe",5,72,29,2,58,67,1,234,442
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 160","Saint-Hyacinthe",7,44,27,1,61,64,6,210,433
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 161","Saint-Hyacinthe",4,47,35,1,58,71,4,220,398
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 162A","Saint-Hyacinthe",4,56,20,1,30,38,3,152,320
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 162B","Saint-Hyacinthe",5,44,13,0,53,42,4,161,330
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 163","Saint-Hyacinthe",4,68,32,0,63,113,10,290,551
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 164","Saint-Hyacinthe",7,54,26,0,55,58,3,203,395
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 165","Saint-Hyacinthe",12,56,44,1,63,71,6,253,453
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 166","Saint-Hyacinthe",10,52,44,1,61,60,7,235,437
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 167","Saint-Dominique",2,48,31,0,28,35,1,145,236
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 168","Saint-Dominique",8,62,39,0,47,76,4,236,427
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 169","Saint-Dominique",2,58,27,0,47,52,6,192,302
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 170","Saint-Dominique",4,30,18,0,35,32,5,124,270
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 171","Saint-Dominique",0,57,42,0,48,73,7,227,397
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 172","Saint-Dominique",8,35,31,1,47,43,7,172,326
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 173","Saint-Valérien-de-Milton",8,44,44,0,42,53,8,199,327
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 174","Saint-Valérien-de-Milton",7,41,30,0,53,49,7,187,322
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 175","Saint-Valérien-de-Milton",9,42,33,1,44,51,5,185,290
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 176","Saint-Valérien-de-Milton",9,55,46,1,61,73,1,246,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 177","Roxton Falls",3,32,36,0,46,41,1,159,264
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 178","Roxton Falls",4,40,31,1,52,71,1,200,430
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 179","Roxton Falls",5,33,22,0,31,57,7,155,308
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 180","Roxton Falls",6,27,23,2,30,43,9,140,273
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 181","Roxton",7,34,33,1,34,63,6,178,341
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 182","Roxton",5,41,38,0,37,46,1,168,316
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 183","Béthanie",7,35,25,1,50,39,2,159,265
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 184","Saint-Pie",6,79,33,1,53,68,7,247,444
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 185","Saint-Pie",10,62,43,2,71,77,3,268,419
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 186","Saint-Pie",6,45,28,2,56,53,3,193,415
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 187","Saint-Pie",4,73,37,2,90,64,2,272,452
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 188","Saint-Pie",6,52,34,1,78,55,4,230,395
