Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Cooper,Beatrice Ghettuba,Darlene Malayko,Andrea Oldham,Brent Rathgeber,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 103","St-Albert",102,53,27,3,40,0,225,491
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 104","St-Albert",149,39,31,9,74,0,302,487
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 105","St-Albert",42,41,30,3,33,1,150,288
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 106","St-Albert",101,50,26,3,68,1,249,449
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 107","St-Albert",71,39,27,11,52,0,200,366
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 108","St-Albert",102,25,11,2,53,0,193,412
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 109","St-Albert",57,24,11,2,31,0,125,330
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 110","St-Albert",75,34,24,5,45,0,183,376
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 111","St-Albert",73,27,12,5,44,0,161,286
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 112","St-Albert",102,42,10,2,74,0,230,358
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 113","St-Albert",94,34,22,7,62,0,219,361
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 114","St-Albert",95,38,28,3,63,0,227,407
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 115","St-Albert",117,47,11,5,43,0,223,410
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 116","St-Albert",144,66,24,5,43,1,283,491
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 117","St-Albert",96,36,17,2,52,0,203,357
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 118","Edmonton",98,26,22,0,33,0,179,368
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 119A","Edmonton",144,76,23,3,29,0,275,463
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 119B","Edmonton",166,60,14,2,39,0,281,479
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 119C","Edmonton",139,66,25,3,44,0,277,461
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 120A","Edmonton",109,70,26,3,23,1,232,468
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 120B","Edmonton",74,76,14,6,10,0,180,429
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 120C","Edmonton",85,51,29,2,18,0,185,419
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 121","Edmonton",122,111,35,2,15,4,289,522
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 122","Edmonton",109,85,36,5,20,2,257,559
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 123","Edmonton",82,74,40,1,16,2,215,409
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 124","Edmonton",100,62,29,1,19,0,211,427
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 125","Edmonton",63,47,11,2,13,0,136,298
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 126","Edmonton",85,46,28,4,35,2,200,472
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 127","Edmonton",87,62,27,2,20,1,199,447
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 128","Edmonton",101,61,37,1,37,0,237,507
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 129","Edmonton",92,58,15,2,21,0,188,387
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 130","Edmonton",88,72,42,1,34,0,237,486
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 131","Edmonton",93,91,39,4,13,0,240,561
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 132A","Edmonton",95,82,33,5,11,0,226,468
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 132B","Edmonton",90,59,30,0,10,0,189,415
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 132C","Edmonton",91,73,34,4,13,1,216,442
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 133A","Edmonton",64,54,24,2,11,1,156,303
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 133B","Edmonton",86,41,15,2,14,0,158,306
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 134","Edmonton",76,58,38,5,19,0,196,432
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 135","Edmonton",79,54,24,5,14,1,177,448
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 136","Edmonton",105,62,27,1,23,0,218,521
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 137","Edmonton",103,66,31,0,21,0,221,468
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 138","Edmonton",142,86,33,3,27,1,292,579
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 139","Edmonton",110,83,25,1,20,0,239,477
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 140","Edmonton",165,64,36,4,44,0,313,520
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 141","Edmonton",116,54,27,3,15,0,215,416
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 142","Edmonton",79,41,13,4,23,1,161,288
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 143","Edmonton",191,96,38,2,27,0,354,581
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 144","Edmonton",156,104,35,3,28,1,327,574
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 145","Edmonton",78,49,16,0,14,1,158,308
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 146","Edmonton",90,61,30,3,20,0,204,434
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 147","Edmonton",62,54,41,1,20,0,178,329
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 148","Edmonton",110,80,45,8,41,0,284,478
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 149","Edmonton",58,76,30,1,27,0,192,332
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 150","Edmonton",87,74,39,1,25,0,226,481
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 151","Edmonton",121,83,37,10,19,0,270,557
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 152","Edmonton",92,42,36,2,23,1,196,399
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 153","Edmonton",100,52,32,2,25,1,212,431
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 154","Edmonton",86,74,34,7,15,1,217,384
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 155","Edmonton",112,49,34,3,19,0,217,443
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 156","Edmonton",113,84,37,7,29,1,271,533
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 157","Edmonton",87,73,30,2,23,1,216,499
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 158","Edmonton",65,88,53,9,4,1,220,516
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 159","Edmonton",100,55,46,5,25,0,231,418
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 160","Edmonton",75,80,21,1,29,1,207,414
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 161","Edmonton",81,70,30,3,19,0,203,416
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 162","Edmonton",59,30,15,1,14,1,120,292
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 163","Edmonton",70,65,25,3,19,0,182,392
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 164","Edmonton",88,53,22,1,22,0,186,464
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 165","Edmonton",92,52,21,4,20,0,189,393
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 166","Edmonton",131,79,35,4,39,0,288,527
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 167","Edmonton",50,44,32,2,13,1,142,312
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 168","Edmonton",66,47,29,4,35,0,181,354
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 169","Edmonton",50,59,29,2,5,0,145,379
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 170","Edmonton",50,47,28,3,10,0,138,339
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 171","Edmonton",109,55,30,2,31,1,228,551
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 172","Edmonton",114,57,39,2,30,1,243,479
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 173","Edmonton",73,68,28,0,17,1,187,500
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 174","Edmonton",83,44,26,0,7,0,160,360
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 175","Edmonton",107,60,26,3,23,1,220,394
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 176","Edmonton",42,60,29,2,15,1,149,317
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 177","Edmonton",101,75,33,2,30,0,241,543
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 178","Edmonton",81,78,12,4,24,0,199,443
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 179","Edmonton",86,67,25,4,15,0,197,484
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 180","Edmonton",63,60,20,4,9,0,156,419
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 181","Edmonton",59,39,24,3,10,0,135,360
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 182A","Edmonton",40,33,18,0,5,0,96,277
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 182B","Edmonton",43,25,6,1,3,3,81,60
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 183","Edmonton",45,36,17,1,6,0,105,261
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 184","Edmonton",69,84,54,3,21,2,233,454
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 185","Edmonton",97,85,46,1,27,0,256,481
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 186","Edmonton",103,57,29,3,35,1,228,437
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 187","Edmonton",55,61,50,3,11,0,180,408
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 188","Edmonton",71,69,28,5,16,0,189,332
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 189","Edmonton",70,69,24,4,9,1,177,358
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 190","Edmonton",68,28,25,2,9,2,134,307
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 191","Edmonton",91,64,34,6,14,0,209,389
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 192","Edmonton",63,69,46,6,15,0,199,446
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 193","Edmonton",81,68,21,5,18,0,193,323
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 194","Edmonton",99,87,48,2,16,0,252,477
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 500","Mobile poll/Bureau itinérant",57,14,10,1,20,0,102,158
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 501","Mobile poll/Bureau itinérant",87,36,14,1,22,3,163,172
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 502","Mobile poll/Bureau itinérant",23,14,13,2,7,2,61,106
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 503","Mobile poll/Bureau itinérant",74,23,16,4,33,0,150,106
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 600","Villeneuve",426,153,61,7,206,2,855,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 601","St-Albert",679,211,98,8,297,2,1295,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 602","St-Albert",510,163,83,9,313,1,1079,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 603","St-Albert",452,150,64,9,248,1,924,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 604","St-Albert",401,124,62,14,227,0,828,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 605","St-Albert",278,150,81,8,202,0,719,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 606","Edmonton",525,180,121,13,248,1,1088,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 607","St-Albert",282,121,89,6,186,2,686,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 608","Edmonton",443,284,170,18,120,4,1039,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 609","Edmonton",224,135,115,8,61,0,543,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 610","Edmonton",579,266,163,8,141,2,1159,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 611","Edmonton",434,212,107,12,65,2,832,
48031,"St. Albert--Edmonton/St. Albert--Edmonton"," 612","Edmonton",328,181,131,9,90,2,741,
48031,"St. Albert--Edmonton/St. Albert--Edmonton",,"Group 1/Groupe 1",113,60,35,5,20,12,245,97
48031,"St. Albert--Edmonton/St. Albert--Edmonton",,"Group 2/Groupe 2",962,326,296,38,489,27,2138,
