Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laurent Aglat,Claude André,Alexandre Boulerice,Stéphane Chénier,Peter d'Entremont,Jeremy Dohan,Nadine Medawar,Sameer Muldeen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 100","Montréal",4,56,121,0,0,6,36,10,5,238,388
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 101","Montréal",3,85,166,0,0,9,46,10,0,319,496
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 102A","Montréal",1,40,82,0,0,5,16,10,3,157,258
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 102B","Montréal",3,37,94,0,0,2,20,7,1,164,264
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 103","Montréal",2,46,99,1,1,3,30,6,6,194,337
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 104","Montréal",4,57,131,0,3,5,35,5,2,242,427
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 105","Montréal",2,51,117,1,2,14,63,10,0,260,495
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 106","Montréal",2,49,100,2,3,10,62,6,0,234,412
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 107","Montréal",1,46,125,0,1,3,61,8,6,251,424
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 108","Montréal",3,40,119,0,1,14,34,7,2,220,422
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 109","Montréal",3,45,89,1,5,13,37,4,0,197,372
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 110A","Montréal",2,29,74,0,3,13,60,6,2,189,351
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 110B","Montréal",2,27,73,0,3,14,55,5,2,181,335
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 111","Montréal",4,42,93,0,4,27,72,7,4,253,487
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 112A","Montréal",4,21,80,0,0,8,37,7,0,157,280
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 112B","Montréal",0,24,84,1,0,10,39,4,4,166,286
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 113","Montréal",2,39,144,1,2,4,28,9,5,234,414
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 114","Montréal",0,55,63,0,1,7,45,7,1,179,401
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 115","Montréal",2,35,88,2,1,7,36,1,2,174,367
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 116","Montréal",2,59,106,0,1,10,54,14,1,247,517
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 117","Montréal",1,39,79,0,1,7,30,8,1,166,375
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 118","Montréal",1,27,65,0,1,1,40,1,2,138,327
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 119","Montréal",1,34,96,0,0,3,27,2,2,165,303
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 120","Montréal",1,35,77,0,1,6,22,8,4,154,272
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 121","Montréal",2,48,71,1,0,2,34,3,3,164,284
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 122","Montréal",3,43,82,1,0,12,32,9,3,185,292
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 123","Montréal",2,41,63,0,0,6,63,6,2,183,446
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 124","Montréal",7,31,81,0,2,8,67,4,2,202,443
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 125","Montréal",1,34,69,1,1,7,43,8,2,166,267
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 126","Montréal",4,29,68,0,0,6,24,5,2,138,275
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 127","Montréal",1,47,138,0,1,3,37,3,1,231,413
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 128","Montréal",5,47,115,0,1,2,25,8,2,205,396
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 129","Montréal",2,67,134,0,1,3,47,12,2,268,489
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 130","Montréal",2,34,74,0,0,7,34,7,1,159,348
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 131","Montréal",3,59,135,1,0,7,42,15,4,266,469
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 132","Montréal",3,36,78,2,2,13,51,10,0,195,359
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 133","Montréal",0,41,101,1,1,6,50,4,0,204,385
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 134","Montréal",0,43,128,1,1,6,41,8,1,229,414
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 135","Montréal",3,31,80,0,1,12,32,5,3,167,321
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 136","Montréal",2,23,81,0,1,6,25,8,2,148,365
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 137","Montréal",2,45,106,1,2,2,26,7,3,194,323
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 138","Montréal",0,37,72,0,0,3,15,6,6,139,328
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 139","Montréal",1,29,101,1,0,6,33,18,0,189,326
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 140","Montréal",0,26,94,0,0,2,32,8,3,165,294
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 141","Montréal",0,33,83,0,1,0,28,11,1,157,308
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 142","Montréal",1,29,116,0,1,3,25,9,3,187,321
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 143","Montréal",5,24,102,1,1,6,17,8,2,166,301
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 144","Montréal",2,47,114,0,0,5,34,11,7,220,358
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 145","Montréal",1,44,101,1,1,4,33,11,1,197,350
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 146","Montréal",1,35,105,0,3,4,21,8,3,180,302
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 147","Montréal",1,37,98,0,2,6,28,4,2,178,290
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 148","Montréal",2,30,99,2,0,7,33,15,4,192,336
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 149","Montréal",2,41,139,0,2,2,51,10,3,250,454
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 150","Montréal",1,33,85,0,0,9,23,1,2,154,312
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 151","Montréal",0,42,135,0,0,1,30,11,4,223,429
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 152","Montréal",8,52,132,1,2,7,24,5,5,236,389
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 153","Montréal",3,38,100,1,0,12,53,5,5,217,400
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 154","Montréal",3,23,105,0,1,9,40,7,8,196,369
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 155","Montréal",3,35,106,0,0,1,25,10,2,182,330
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 156","Montréal",1,34,95,0,1,10,23,8,3,175,372
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 157","Montréal",0,34,91,0,0,2,26,2,2,157,328
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 158","Montréal",3,29,137,0,1,15,70,4,6,265,407
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 159","Montréal",0,30,118,1,0,7,44,4,2,206,338
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 160","Montréal",1,37,105,3,0,5,30,9,0,190,366
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 161A","Montréal",0,34,117,0,2,4,47,4,2,210,372
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 161B","Montréal",0,36,79,1,1,6,48,7,2,180,363
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 162","Montréal",5,33,78,2,10,20,74,4,3,229,412
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 163","Montréal",2,51,116,2,6,9,40,14,1,241,396
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 164","Montréal",1,46,117,0,1,6,49,6,3,229,426
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 165","Montréal",2,43,109,2,2,6,34,6,3,207,326
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 166","Montréal",2,48,128,0,0,9,45,7,1,240,455
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 167","Montréal",0,36,127,1,0,9,43,9,5,230,388
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 168","Montréal",2,33,114,0,0,9,49,9,3,219,436
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 169","Montréal",2,22,88,1,2,6,46,3,1,171,280
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 170","Montréal",3,52,119,1,3,14,62,7,5,266,494
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 171","Montréal",2,47,101,0,0,4,29,9,0,192,338
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 172","Montréal",3,41,126,1,1,14,65,12,5,268,531
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 173","Montréal",4,58,182,3,0,10,49,9,4,319,509
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 174","Montréal",1,49,117,0,1,6,40,7,3,224,450
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 175","Montréal",0,50,152,1,1,12,56,17,2,291,523
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 176","Montréal",3,36,111,2,2,4,24,8,2,192,306
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 177","Montréal",3,37,83,0,2,6,45,6,5,187,420
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 178","Montréal",3,33,150,1,0,5,48,12,4,256,452
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 179","Montréal",2,26,142,2,1,3,43,7,2,228,433
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 180","Montréal",7,35,111,0,3,11,52,11,1,231,385
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 181","Montréal",2,22,94,0,2,7,52,4,4,187,349
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 182","Montréal",2,26,117,0,2,8,57,8,5,225,364
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 183","Montréal",4,40,110,1,3,5,51,12,1,227,402
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 184","Montréal",4,30,118,0,1,10,52,8,1,224,391
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 185","Montréal",1,35,125,1,1,3,26,10,2,204,366
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 186","Montréal",0,19,77,0,5,9,70,5,3,188,359
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 187","Montréal",4,35,135,3,2,7,36,13,5,240,428
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 188","Montréal",2,28,121,0,2,5,22,5,4,189,341
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 189","Montréal",0,19,93,1,1,8,43,12,0,177,365
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 190","Montréal",3,34,101,0,0,12,56,5,0,211,354
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 191","Montréal",3,14,99,1,0,7,72,7,2,205,376
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 192","Montréal",4,21,106,1,0,12,56,8,3,211,455
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 193","Montréal",2,18,93,0,0,5,68,8,2,196,389
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 194","Montréal",1,14,97,1,0,6,75,2,0,196,407
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 195","Montréal",0,19,121,0,1,4,64,5,3,217,381
