Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Chisholm,Jason Cole,Darren Fisher,Brynn Nheiley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 57","Halifax",41,40,152,4,1,238,439
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 58","Halifax",33,33,141,3,0,210,435
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 59","Halifax",41,58,158,6,1,264,481
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 60","Halifax",43,47,156,3,3,252,397
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 61","Halifax",38,33,131,4,0,206,327
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 62","Halifax",45,50,125,5,1,226,381
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 63","Halifax",43,24,142,19,1,229,380
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 64","Halifax",59,32,101,7,1,200,382
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 65","Halifax",58,28,129,8,1,224,356
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 66","Halifax",31,32,121,3,0,187,345
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 67","Halifax",29,36,142,8,10,225,391
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 68","Halifax",45,69,175,4,1,294,491
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69","Halifax",38,39,152,3,0,232,465
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 70","Halifax",34,31,145,6,0,216,459
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 71","Halifax",52,49,142,7,0,250,426
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 72","Halifax",44,24,105,2,0,175,291
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 73","Halifax",34,38,105,9,0,186,398
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 74","Halifax",23,23,94,1,0,141,292
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 75","Halifax",14,30,103,1,1,149,289
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 76","Halifax",34,27,116,8,1,186,303
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 77A","Halifax",35,26,102,1,0,164,269
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 77B","Halifax",32,34,101,6,0,173,300
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 78","Halifax",24,16,84,2,1,127,230
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 79","Halifax",59,38,112,7,1,217,392
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 80A","Halifax",16,25,106,5,0,152,333
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 80B","Halifax",18,32,95,2,0,147,301
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 81","Halifax",25,68,119,4,1,217,397
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 82","Halifax",42,27,142,10,0,221,381
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 83","Halifax",39,34,99,4,1,177,327
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 84","Halifax",48,17,135,5,0,205,360
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 85","Halifax",53,23,138,15,0,229,431
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 86","Halifax",43,29,123,8,1,204,329
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 87","Halifax",62,41,158,4,1,266,406
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 88","Halifax",58,26,149,5,0,238,366
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 89","Halifax",59,27,140,9,0,235,427
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 90","Halifax",50,36,113,4,0,203,385
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 91","Halifax",56,32,114,12,1,215,381
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 92","Halifax",55,21,121,10,2,209,385
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 93","Halifax",47,19,98,6,0,170,356
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 94","Halifax",33,31,133,2,0,199,394
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 95","Halifax",37,8,77,3,0,125,417
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 96","Halifax",20,21,96,7,1,145,344
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 97","Halifax",47,19,116,6,1,189,392
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 98","Halifax",27,27,148,4,0,206,398
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 99","Halifax",33,19,117,6,0,175,464
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 100","Halifax",28,37,113,3,3,184,392
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 101A","Halifax",38,33,101,6,1,179,318
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 101B","Halifax",34,31,94,5,0,164,338
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 102","Halifax",51,29,104,3,1,188,473
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 103","Halifax",39,35,207,1,2,284,513
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 104","Halifax",46,31,147,7,0,231,446
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 105","Halifax",71,21,135,10,0,237,441
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 106","Halifax",45,21,107,6,0,179,410
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 107","Halifax",24,11,45,5,0,85,355
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 108","Halifax",43,10,95,6,0,154,406
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 109","Halifax",45,13,96,8,1,163,471
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 110","Halifax",59,16,64,4,1,144,380
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 111","Halifax",53,18,124,7,1,203,448
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 112","Halifax",32,12,71,7,0,122,492
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 113","Halifax",44,10,120,8,1,183,394
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 114","Halifax",46,7,101,4,2,160,400
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 115","Halifax",51,15,82,10,0,158,419
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 116","Halifax",41,11,52,10,2,116,392
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 117","Halifax",29,17,66,7,0,119,400
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 118","Halifax",41,12,78,9,2,142,419
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 119","Halifax",76,12,134,10,1,233,564
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 120A","Halifax",19,3,93,2,0,117,300
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 120B","Halifax",33,17,82,5,0,137,322
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 121","Halifax",33,40,128,10,0,211,439
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 122","Halifax",28,20,152,4,0,204,400
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 123","Halifax",52,23,123,12,0,210,442
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 124","Halifax",52,23,140,9,0,224,461
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 125","Halifax",48,14,106,7,0,175,349
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 126","Halifax",30,16,75,4,1,126,257
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 127","Halifax",63,18,148,8,2,239,497
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 128","Halifax",65,13,101,8,0,187,521
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 129","Halifax",63,24,88,16,2,193,463
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 130","Halifax",56,22,128,12,0,218,463
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 131","Halifax",46,41,104,9,0,200,427
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 132","Halifax",42,28,109,1,0,180,387
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 133","Halifax",39,8,65,7,0,119,276
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 134","Halifax",51,9,67,10,0,137,302
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 135","Halifax",43,34,89,5,0,171,318
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 136","Halifax",74,19,135,14,0,242,443
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 137","Halifax",70,32,134,18,0,254,447
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 138","Halifax",81,14,91,15,0,201,458
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 139","Halifax",47,24,119,12,0,202,346
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 140","Halifax",32,18,92,10,0,152,314
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 141","Halifax",50,24,123,7,1,205,402
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 142","Halifax",56,22,97,7,2,184,393
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 143A","Halifax",49,13,95,13,3,173,459
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 143B","Halifax",47,21,91,12,0,171,442
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 144","Halifax",77,25,139,13,0,254,535
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145","Halifax",19,25,90,6,1,141,280
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 146","Halifax",27,35,146,4,3,215,447
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 147","Halifax",23,44,127,4,1,199,466
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 148A","Halifax",18,28,106,6,0,158,319
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 148B","Halifax",15,34,53,1,1,104,266
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 149","Halifax",29,45,126,4,0,204,460
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 150","Halifax",33,36,129,6,0,204,427
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 151A","Halifax",13,29,79,1,0,122,315
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 151B","Halifax",21,34,72,2,0,129,293
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 152","Halifax",34,47,131,1,1,214,471
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 153","Halifax",42,28,86,2,0,158,425
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 154","Halifax",23,31,84,7,2,147,400
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 155A","Halifax",36,35,93,3,1,168,428
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 155B","Halifax",35,34,112,5,0,186,426
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 156","Halifax",46,13,93,9,0,161,439
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 157","Halifax",67,21,107,11,0,206,462
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 158","Halifax",59,18,104,11,1,193,481
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 159","Halifax",78,24,121,7,1,231,472
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 160","Halifax",46,11,102,6,1,166,380
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 161","Halifax",65,19,114,12,1,211,481
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 162","Halifax",80,21,117,6,0,224,489
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 163","Halifax",75,25,106,9,3,218,448
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 164","Halifax",30,26,92,7,0,155,327
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 165","Halifax",78,28,112,7,2,227,392
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 166","Halifax",91,24,141,13,1,270,433
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 167","Halifax",70,12,121,12,0,215,485
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 168","Halifax",53,6,88,5,1,153,379
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 169","Halifax",62,15,94,12,1,184,447
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 170","Halifax",34,16,81,7,0,138,366
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 171","Halifax",50,20,120,10,0,200,427
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 172A","Halifax",41,16,87,9,1,154,324
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 172B","Halifax",42,19,88,7,0,156,343
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 173","Halifax",52,11,99,7,0,169,415
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 174","Halifax",61,22,104,16,1,204,421
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 500","Mobile poll/Bureau itinérant",44,12,70,3,1,130,190
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 501A","Mobile poll/Bureau itinérant",19,19,46,3,2,89,81
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,65
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 502","Mobile poll/Bureau itinérant",36,40,109,3,0,188,159
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 503","Mobile poll/Bureau itinérant",24,18,41,1,0,84,225
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 504","Mobile poll/Bureau itinérant",47,17,55,4,3,126,200
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 505","Mobile poll/Bureau itinérant",18,16,31,2,2,69,100
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 600","Halifax",213,90,467,28,1,799,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 601","Halifax",252,188,911,37,3,1391,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 602","Halifax",280,130,546,27,1,984,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 603","Halifax",258,155,504,30,0,947,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 604","Halifax",340,137,671,45,0,1193,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 605","Halifax",313,221,686,38,4,1262,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 606","Halifax",292,262,752,34,3,1343,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 607","Halifax",300,105,504,51,1,961,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 608","Halifax",481,128,797,60,4,1470,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 609","Halifax",305,86,490,36,1,918,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 610","Halifax",303,348,887,39,10,1587,
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,"Group 1/Groupe 1",98,177,377,20,27,699,183
12004,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,"Group 2/Groupe 2",960,353,1405,120,25,2863,
