Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Maloney,Janice Murray,Angela Salewsky,Phil Trotter,Bernard Trottier,Liz White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 35","Etobicoke",105,0,4,15,80,1,2,207,422
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 36","Etobicoke",168,2,4,25,96,1,1,297,408
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 37","Etobicoke",180,1,12,19,90,2,2,306,546
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 38","Etobicoke",98,0,4,13,73,0,0,188,392
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 39","Etobicoke",113,0,4,19,81,2,1,220,396
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 40","Etobicoke",91,0,4,24,67,1,2,189,412
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 41","Etobicoke",153,0,7,28,128,0,2,318,380
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 42","Etobicoke",117,0,4,8,82,0,1,212,382
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 43","Etobicoke",115,0,6,9,84,0,0,214,384
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 44","Etobicoke",98,0,4,11,84,1,0,198,385
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 45","Etobicoke",133,0,4,13,90,0,0,240,457
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 46","Etobicoke",132,0,8,12,93,2,1,248,464
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 47","Etobicoke",96,0,8,20,86,0,1,211,374
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 48","Etobicoke",101,0,7,34,75,2,1,220,530
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 49","Etobicoke",78,2,6,25,74,1,2,188,481
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 50","Etobicoke",84,1,12,30,59,1,3,190,492
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 51","Etobicoke",79,1,6,43,61,0,0,190,433
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 52","Etobicoke",70,0,5,15,56,3,0,149,324
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 53","Etobicoke",88,0,4,24,61,0,0,177,423
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 54","Etobicoke",86,2,8,25,50,0,2,173,405
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 55","Etobicoke",72,2,8,20,97,0,0,199,421
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 56","Etobicoke",94,0,7,21,96,1,0,219,466
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 57","Etobicoke",103,1,2,23,87,0,2,218,415
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 58","Etobicoke",101,0,2,18,73,3,4,201,365
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 59","Etobicoke",81,0,6,24,54,0,1,166,371
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 60","Etobicoke",125,2,3,19,62,0,0,211,431
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 61","Etobicoke",104,0,7,31,92,5,0,239,426
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 62","Etobicoke",116,2,6,24,65,2,3,218,411
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 63","Etobicoke",150,0,9,30,74,0,1,264,466
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 64","Etobicoke",110,0,12,33,94,0,0,249,483
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 65","Etobicoke",131,1,5,27,68,1,1,234,437
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 66","Etobicoke",94,0,4,19,56,0,0,173,391
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 67","Etobicoke",110,0,2,13,82,0,2,209,410
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 68","Etobicoke",95,1,6,18,95,0,0,215,409
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 69","Etobicoke",131,0,3,23,91,0,1,249,408
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 70","Etobicoke",99,1,3,24,87,0,2,216,418
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 71","Etobicoke",144,1,2,15,76,3,2,243,423
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 72","Etobicoke",100,0,0,20,79,3,1,203,343
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 73","Etobicoke",104,1,5,26,51,2,2,191,380
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 74","Etobicoke",105,2,1,23,69,2,4,206,407
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 75","Etobicoke",135,1,3,20,82,1,3,245,491
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 76","Etobicoke",98,0,6,26,60,1,2,193,388
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 77A","Etobicoke",35,2,2,11,20,2,1,73,163
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 77B","Etobicoke",Merged with No./Fusionné avec le n°431,,,,,,,,195
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 78","Etobicoke",90,1,4,16,64,0,0,175,405
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 79A","Etobicoke",64,0,10,23,43,0,0,140,419
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 79B","Etobicoke",102,1,2,14,35,1,1,156,257
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 79C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°92F,,,,,,,,69
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 80","Etobicoke",110,1,4,26,82,1,0,224,458
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 81","Etobicoke",132,0,3,14,89,1,0,239,460
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 82","Etobicoke",97,2,5,21,64,0,2,191,429
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 83","Etobicoke",96,0,7,30,82,0,3,218,451
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 84","Etobicoke",148,0,7,37,88,2,0,282,417
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 85","Etobicoke",195,0,6,25,63,1,0,290,449
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 86","Etobicoke",90,1,9,22,77,0,2,201,462
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 87","Etobicoke",123,0,4,20,97,2,1,247,522
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 88","Etobicoke",133,1,4,35,43,0,0,216,493
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89A","Etobicoke",Merged with No./Fusionné avec le n°97,,,,,,,,6
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89B","Etobicoke",114,0,5,18,43,0,0,180,259
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89C","Etobicoke",142,1,4,26,76,0,0,249,396
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89D","Etobicoke",105,0,4,13,54,0,0,176,263
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 90A","Etobicoke",Merged with No./Fusionné avec le n°97,,,,,,,,1
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 90B","Etobicoke",73,1,3,19,33,0,2,131,247
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 90C","Etobicoke",112,0,6,23,36,1,1,179,327
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 91A","Etobicoke",Merged with No./Fusionné avec le n°97,,,,,,,,30
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 91B","Etobicoke",88,0,4,29,57,1,1,180,327
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 91C","Etobicoke",137,1,2,16,65,0,0,221,326
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92A","Etobicoke",Merged with No./Fusionné avec le n°94,,,,,,,,35
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92B","Etobicoke",144,0,4,19,69,2,0,238,235
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92C","Etobicoke",48,1,2,12,13,0,0,76,83
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92D","Etobicoke",116,1,1,10,34,1,0,163,275
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92E","Etobicoke",57,0,1,20,15,1,2,96,149
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92F","Mobile poll/Bureau itinérant",89,0,5,27,80,1,3,205,120
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 93A","Etobicoke",Merged with No./Fusionné avec le n°97,,,,,,,,53
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 93B","Etobicoke",202,1,1,30,55,1,1,291,495
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 93C","Etobicoke",123,2,7,18,49,0,0,199,345
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 94","Etobicoke",154,0,5,19,92,1,0,271,423
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 95A","Etobicoke",Merged with No./Fusionné avec le n°94,,,,,,,,29
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 95B","Etobicoke",Merged with No./Fusionné avec le n°449,,,,,,,,229
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 96","Etobicoke",127,2,9,24,69,3,1,235,540
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 97","Etobicoke",140,0,2,38,74,1,0,255,411
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 98","Etobicoke",98,1,8,46,71,1,2,227,494
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 99","Etobicoke",109,0,15,27,44,1,0,196,380
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 100","Etobicoke",106,0,3,32,48,2,2,193,385
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 101","Etobicoke",149,0,12,38,73,1,0,273,502
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 102","Etobicoke",162,1,5,27,57,1,0,253,460
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 103","Etobicoke",135,1,12,34,81,0,5,268,445
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 104","Etobicoke",134,1,5,33,67,2,0,242,450
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 105","Etobicoke",157,0,3,43,84,2,0,289,505
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 106A","Etobicoke",Merged with No./Fusionné avec le n°100,,,,,,,,0
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 106B","Etobicoke",111,3,9,37,82,3,3,248,380
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 107","Etobicoke",95,1,8,42,50,0,1,197,476
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 108","Etobicoke",68,3,8,23,27,0,0,129,278
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 109","Etobicoke",85,1,4,53,33,0,0,176,397
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 110","Etobicoke",142,0,9,38,50,2,1,242,571
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 111","Etobicoke",136,1,11,28,54,2,1,233,481
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 112","Etobicoke",129,0,8,16,63,1,0,217,421
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 113","Etobicoke",116,0,4,20,52,1,3,196,363
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 114","Etobicoke",111,0,9,36,57,0,8,221,391
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 115","Etobicoke",122,0,5,26,87,0,1,241,385
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 116","Etobicoke",122,1,8,39,55,0,0,225,432
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 117","Etobicoke",141,0,8,50,50,3,2,254,447
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 118A","Etobicoke",99,1,7,16,46,0,0,169,280
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 118B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,139
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 119","Etobicoke",145,2,6,39,45,0,0,237,372
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 120","Etobicoke",100,3,4,25,35,0,3,170,368
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 121","Etobicoke",112,1,3,45,46,0,0,207,463
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 122","Etobicoke",131,1,3,35,43,2,0,215,477
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 123A","Etobicoke",121,0,11,33,47,3,2,217,290
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 123B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,172
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 124","Etobicoke",106,0,6,37,46,2,0,197,416
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 125","Etobicoke",133,0,3,36,57,4,1,234,482
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 126","Etobicoke",131,2,2,27,66,1,0,229,428
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 127","Etobicoke",104,1,6,26,63,0,0,200,410
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 128","Etobicoke",134,0,8,31,62,0,0,235,434
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 129","Etobicoke",100,0,6,19,50,1,2,178,403
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 130","Etobicoke",133,0,4,26,59,1,0,223,446
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 131","Etobicoke",147,0,6,28,46,1,2,230,362
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 132","Etobicoke",166,0,10,25,74,0,2,277,574
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 133","Etobicoke",126,3,10,33,76,1,0,249,457
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 134","Etobicoke",136,0,11,26,89,0,3,265,441
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 135","Etobicoke",119,0,6,30,65,6,0,226,465
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 136","Etobicoke",131,0,7,39,59,0,1,237,485
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 137","Etobicoke",137,1,7,26,66,0,0,237,471
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 138A","Etobicoke",159,1,6,48,68,2,2,286,414
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 138B","Etobicoke",107,1,11,39,15,1,0,174,183
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 139","Etobicoke",Merged with No./Fusionné avec le n°163,,,,,,,,97
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 140","Etobicoke",82,0,4,17,50,0,1,154,401
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 141","Etobicoke",117,0,6,32,87,0,0,242,427
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 142","Etobicoke",124,0,4,35,71,2,2,238,433
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 143","Etobicoke",131,0,8,23,99,0,0,261,443
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 144","Etobicoke",143,1,7,18,80,0,1,250,452
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 145","Etobicoke",104,1,1,24,70,0,1,201,390
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 146","Etobicoke",93,1,3,18,81,0,2,198,391
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 147","Etobicoke",106,0,5,14,93,0,5,223,438
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 148","Etobicoke",106,1,5,20,84,2,0,218,406
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 149","Etobicoke",100,1,7,39,79,1,3,230,448
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 150","Etobicoke",91,2,8,26,84,1,1,213,378
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 151","Etobicoke",123,1,6,33,87,0,0,250,442
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 152A","Etobicoke",104,0,4,29,86,1,4,228,465
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 152B","Etobicoke",95,1,3,14,49,1,1,164,281
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 152C","Etobicoke",103,0,0,7,45,0,1,156,280
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 153A","Etobicoke",103,0,6,22,77,2,9,219,409
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 153B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,72
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 154","Etobicoke",155,1,6,35,116,0,0,313,513
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 155","Etobicoke",130,0,3,19,76,2,1,231,423
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 156","Etobicoke",108,0,3,28,66,1,0,206,428
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 157","Etobicoke",105,0,4,25,84,1,2,221,425
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 158","Etobicoke",109,1,4,18,81,0,0,213,446
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 159","Etobicoke",166,0,5,39,86,0,0,296,528
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 160","Etobicoke",124,1,9,29,79,0,3,245,431
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 161","Etobicoke",96,0,7,32,68,0,0,203,392
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 162","Etobicoke",99,0,6,21,71,1,1,199,382
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 163","Etobicoke",135,2,9,32,82,2,2,264,427
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 164","Etobicoke",115,0,7,18,64,0,0,204,452
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 165","Etobicoke",88,1,6,23,79,2,1,200,429
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 166","Etobicoke",110,0,5,18,61,0,0,194,450
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 167","Etobicoke",110,1,3,29,59,1,0,203,554
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 168","Etobicoke",129,0,11,33,59,1,0,233,436
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 169","Etobicoke",135,1,6,33,58,0,0,233,468
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 170","Etobicoke",119,1,3,23,52,0,0,198,435
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 171","Etobicoke",104,1,8,35,70,3,0,221,499
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 172A","Etobicoke",Merged with No./Fusionné avec le n°84,,,,,,,,151
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 172B","Etobicoke",62,2,8,27,56,2,0,157,251
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 400","Etobicoke",Merged with No./Fusionné avec le n°1A,,,,,,,,161
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 401","Etobicoke",Merged with No./Fusionné avec le n°20A,,,,,,,,0
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 402","Etobicoke",Merged with No./Fusionné avec le n°41,,,,,,,,252
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 403","Etobicoke",Merged with No./Fusionné avec le n°9,,,,,,,,168
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 404","Etobicoke",Merged with No./Fusionné avec le n°10,,,,,,,,194
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 405","Etobicoke",Merged with No./Fusionné avec le n°19,,,,,,,,245
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 406","Etobicoke",88,3,6,28,52,1,0,178,298
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 407","Etobicoke",120,2,6,37,35,0,1,201,403
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 408","Etobicoke",209,3,13,57,83,1,4,370,709
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 409","Etobicoke",182,3,10,53,69,2,2,321,581
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 410","Etobicoke",164,2,4,33,47,2,1,253,436
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 411","Etobicoke",185,3,3,27,47,3,1,269,284
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 412","Etobicoke",Merged with No./Fusionné avec le n°20A,,,,,,,,282
