Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Raheem Aman,Shaun Burt,Andrew James Caton,Scott Duvall,Jim Enos,Al Miles,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35037,"Hamilton Mountain/Hamilton Mountain"," 61","Hamilton ",2,41,1,51,0,36,1,132,344
35037,"Hamilton Mountain/Hamilton Mountain"," 62","Hamilton ",2,75,5,57,2,72,1,214,392
35037,"Hamilton Mountain/Hamilton Mountain"," 63","Hamilton ",6,74,5,119,3,55,3,265,411
35037,"Hamilton Mountain/Hamilton Mountain"," 64","Hamilton ",5,43,2,82,2,29,1,164,382
35037,"Hamilton Mountain/Hamilton Mountain"," 65","Hamilton ",2,78,2,62,0,79,2,225,378
35037,"Hamilton Mountain/Hamilton Mountain"," 66","Hamilton ",1,99,3,59,4,79,1,246,458
35037,"Hamilton Mountain/Hamilton Mountain"," 67","Hamilton ",2,60,9,60,2,29,5,167,279
35037,"Hamilton Mountain/Hamilton Mountain"," 68","Hamilton ",0,87,2,61,1,51,1,203,377
35037,"Hamilton Mountain/Hamilton Mountain"," 69","Hamilton ",3,83,2,42,1,51,1,183,341
35037,"Hamilton Mountain/Hamilton Mountain"," 70","Hamilton ",9,83,2,73,2,54,0,223,449
35037,"Hamilton Mountain/Hamilton Mountain"," 71","Hamilton ",0,52,6,104,2,59,3,226,423
35037,"Hamilton Mountain/Hamilton Mountain"," 72","Hamilton ",5,70,9,89,2,71,0,246,543
35037,"Hamilton Mountain/Hamilton Mountain"," 73","Hamilton ",4,81,4,84,4,61,0,238,448
35037,"Hamilton Mountain/Hamilton Mountain"," 74","Hamilton ",5,76,5,68,2,76,0,232,416
35037,"Hamilton Mountain/Hamilton Mountain"," 75","Hamilton ",4,92,4,83,5,57,1,246,431
35037,"Hamilton Mountain/Hamilton Mountain"," 76","Hamilton ",7,60,2,78,2,34,1,184,434
35037,"Hamilton Mountain/Hamilton Mountain"," 77","Hamilton ",10,77,8,85,4,53,1,238,398
35037,"Hamilton Mountain/Hamilton Mountain"," 78","Hamilton ",7,64,4,90,3,51,2,221,424
35037,"Hamilton Mountain/Hamilton Mountain"," 79","Hamilton ",9,69,7,69,2,67,1,224,405
35037,"Hamilton Mountain/Hamilton Mountain"," 80","Hamilton ",5,81,4,81,2,76,3,252,556
35037,"Hamilton Mountain/Hamilton Mountain"," 81","Hamilton ",5,118,3,69,2,85,2,284,482
35037,"Hamilton Mountain/Hamilton Mountain"," 82","Hamilton ",5,91,12,65,1,55,0,229,354
35037,"Hamilton Mountain/Hamilton Mountain"," 83","Hamilton ",5,110,4,89,2,97,2,309,542
35037,"Hamilton Mountain/Hamilton Mountain"," 84","Hamilton ",7,121,5,71,1,94,3,302,514
35037,"Hamilton Mountain/Hamilton Mountain"," 85","Hamilton ",6,64,4,54,1,48,2,179,328
35037,"Hamilton Mountain/Hamilton Mountain"," 86","Hamilton ",1,84,4,48,0,57,3,197,390
35037,"Hamilton Mountain/Hamilton Mountain"," 87","Hamilton ",4,139,7,67,2,65,6,290,508
35037,"Hamilton Mountain/Hamilton Mountain"," 88","Hamilton ",4,147,3,83,0,63,8,308,525
35037,"Hamilton Mountain/Hamilton Mountain"," 89","Hamilton ",3,80,5,33,25,128,0,274,402
35037,"Hamilton Mountain/Hamilton Mountain"," 90","Hamilton ",1,103,8,68,0,70,2,252,425
35037,"Hamilton Mountain/Hamilton Mountain"," 91","Hamilton ",4,109,3,90,1,66,1,274,529
35037,"Hamilton Mountain/Hamilton Mountain"," 92","Hamilton ",4,74,2,63,3,57,0,203,417
35037,"Hamilton Mountain/Hamilton Mountain"," 93","Hamilton ",8,164,3,32,0,69,2,278,461
35037,"Hamilton Mountain/Hamilton Mountain"," 94","Hamilton ",5,67,3,87,3,42,3,210,365
35037,"Hamilton Mountain/Hamilton Mountain"," 95","Hamilton ",3,93,4,53,6,77,3,239,479
35037,"Hamilton Mountain/Hamilton Mountain"," 96","Hamilton ",5,88,4,48,1,84,1,231,468
35037,"Hamilton Mountain/Hamilton Mountain"," 97","Hamilton ",5,95,2,89,2,61,0,254,400
35037,"Hamilton Mountain/Hamilton Mountain"," 98","Hamilton ",6,66,0,82,6,63,0,223,372
35037,"Hamilton Mountain/Hamilton Mountain"," 99","Hamilton ",6,106,3,72,3,82,1,273,454
35037,"Hamilton Mountain/Hamilton Mountain"," 100","Hamilton ",7,66,8,61,2,62,0,206,333
35037,"Hamilton Mountain/Hamilton Mountain"," 101","Hamilton ",2,78,3,50,1,43,0,177,325
35037,"Hamilton Mountain/Hamilton Mountain"," 102","Hamilton ",6,60,10,79,0,57,0,212,450
35037,"Hamilton Mountain/Hamilton Mountain"," 103","Hamilton ",5,95,2,66,1,84,0,253,441
35037,"Hamilton Mountain/Hamilton Mountain"," 104","Hamilton ",8,107,6,63,2,73,0,259,377
35037,"Hamilton Mountain/Hamilton Mountain"," 105","Hamilton ",4,93,4,72,2,63,2,240,401
35037,"Hamilton Mountain/Hamilton Mountain"," 106","Hamilton ",2,95,5,45,2,44,0,193,361
35037,"Hamilton Mountain/Hamilton Mountain"," 107","Hamilton ",4,76,3,54,1,39,0,177,351
35037,"Hamilton Mountain/Hamilton Mountain"," 108","Hamilton ",0,94,3,48,4,60,0,209,425
35037,"Hamilton Mountain/Hamilton Mountain"," 109","Hamilton ",7,101,6,70,3,91,3,281,479
35037,"Hamilton Mountain/Hamilton Mountain"," 110","Hamilton ",3,113,3,80,4,77,2,282,477
35037,"Hamilton Mountain/Hamilton Mountain"," 111","Hamilton ",1,97,7,100,6,77,0,288,558
35037,"Hamilton Mountain/Hamilton Mountain"," 112","Hamilton ",4,83,5,46,0,59,0,197,396
35037,"Hamilton Mountain/Hamilton Mountain"," 113","Hamilton ",4,30,0,40,0,24,0,98,252
35037,"Hamilton Mountain/Hamilton Mountain"," 114","Hamilton ",5,107,6,80,0,92,4,294,475
35037,"Hamilton Mountain/Hamilton Mountain"," 115","Hamilton ",5,62,1,91,2,65,1,227,406
35037,"Hamilton Mountain/Hamilton Mountain"," 116","Hamilton ",8,75,1,53,1,69,0,207,378
35037,"Hamilton Mountain/Hamilton Mountain"," 117","Hamilton ",2,67,4,91,4,58,1,227,434
35037,"Hamilton Mountain/Hamilton Mountain"," 118","Hamilton ",9,99,4,71,5,50,1,239,395
35037,"Hamilton Mountain/Hamilton Mountain"," 119","Hamilton ",3,82,3,65,0,45,7,205,376
35037,"Hamilton Mountain/Hamilton Mountain"," 120","Hamilton ",5,81,4,69,1,71,2,233,404
35037,"Hamilton Mountain/Hamilton Mountain"," 121","Hamilton ",8,101,6,92,3,58,1,269,515
35037,"Hamilton Mountain/Hamilton Mountain"," 122","Hamilton ",8,83,6,82,4,55,0,238,542
35037,"Hamilton Mountain/Hamilton Mountain"," 123","Hamilton ",2,117,2,69,1,60,0,251,413
35037,"Hamilton Mountain/Hamilton Mountain"," 124","Hamilton ",6,73,6,73,3,55,3,219,350
35037,"Hamilton Mountain/Hamilton Mountain"," 125","Hamilton ",4,120,1,76,2,71,0,274,461
35037,"Hamilton Mountain/Hamilton Mountain"," 126","Hamilton ",4,92,6,83,3,58,2,248,478
35037,"Hamilton Mountain/Hamilton Mountain"," 127","Hamilton ",1,42,1,80,1,29,1,155,377
35037,"Hamilton Mountain/Hamilton Mountain"," 128","Hamilton ",4,60,5,97,3,39,0,208,389
35037,"Hamilton Mountain/Hamilton Mountain"," 129","Hamilton ",4,51,4,111,1,46,1,218,367
35037,"Hamilton Mountain/Hamilton Mountain"," 130","Hamilton ",4,61,3,89,1,61,1,220,378
35037,"Hamilton Mountain/Hamilton Mountain"," 131","Hamilton ",7,56,1,96,3,52,1,216,383
35037,"Hamilton Mountain/Hamilton Mountain"," 132","Hamilton ",9,68,0,84,0,44,1,206,421
35037,"Hamilton Mountain/Hamilton Mountain"," 133","Hamilton ",7,89,4,104,3,41,0,248,487
35037,"Hamilton Mountain/Hamilton Mountain"," 134","Hamilton ",7,62,2,99,0,57,2,229,478
35037,"Hamilton Mountain/Hamilton Mountain"," 135","Hamilton ",4,71,6,96,1,59,0,237,452
35037,"Hamilton Mountain/Hamilton Mountain"," 136","Hamilton ",5,72,6,113,1,72,0,269,477
35037,"Hamilton Mountain/Hamilton Mountain"," 137","Hamilton ",8,92,3,96,1,74,1,275,462
35037,"Hamilton Mountain/Hamilton Mountain"," 138","Hamilton ",13,69,1,105,2,53,0,243,472
35037,"Hamilton Mountain/Hamilton Mountain"," 139","Hamilton ",4,46,5,68,1,38,1,163,367
35037,"Hamilton Mountain/Hamilton Mountain"," 140","Hamilton ",6,73,3,94,0,52,0,228,406
35037,"Hamilton Mountain/Hamilton Mountain"," 141","Hamilton ",9,61,2,70,1,68,2,213,353
35037,"Hamilton Mountain/Hamilton Mountain"," 142","Hamilton ",4,58,4,74,1,60,3,204,386
35037,"Hamilton Mountain/Hamilton Mountain"," 143","Hamilton ",12,55,4,77,1,48,2,199,389
35037,"Hamilton Mountain/Hamilton Mountain"," 144","Hamilton ",3,84,0,63,0,78,2,230,408
35037,"Hamilton Mountain/Hamilton Mountain"," 145","Hamilton ",9,106,4,50,1,110,2,282,452
35037,"Hamilton Mountain/Hamilton Mountain"," 146","Hamilton ",8,69,2,65,2,47,1,194,402
35037,"Hamilton Mountain/Hamilton Mountain"," 147","Hamilton ",2,42,3,92,2,39,3,183,373
35037,"Hamilton Mountain/Hamilton Mountain"," 148","Hamilton ",4,57,6,75,2,38,1,183,434
35037,"Hamilton Mountain/Hamilton Mountain"," 149","Hamilton ",7,83,3,93,1,45,2,234,428
35037,"Hamilton Mountain/Hamilton Mountain"," 150","Hamilton ",16,40,1,74,1,62,1,195,369
35037,"Hamilton Mountain/Hamilton Mountain"," 151","Hamilton ",6,73,3,64,1,57,2,206,393
35037,"Hamilton Mountain/Hamilton Mountain"," 152","Hamilton ",6,77,1,88,0,53,2,227,417
35037,"Hamilton Mountain/Hamilton Mountain"," 153","Hamilton ",6,69,4,68,4,76,1,228,412
35037,"Hamilton Mountain/Hamilton Mountain"," 154","Hamilton ",4,50,3,99,0,70,2,228,410
35037,"Hamilton Mountain/Hamilton Mountain"," 155","Hamilton ",8,48,0,49,3,47,2,157,348
35037,"Hamilton Mountain/Hamilton Mountain"," 156","Hamilton ",8,66,6,88,0,48,3,219,418
35037,"Hamilton Mountain/Hamilton Mountain"," 157","Hamilton ",5,68,4,78,3,65,2,225,408
35037,"Hamilton Mountain/Hamilton Mountain"," 158","Hamilton ",4,70,4,50,1,48,1,178,295
35037,"Hamilton Mountain/Hamilton Mountain"," 159","Hamilton ",7,99,16,57,2,40,1,222,354
35037,"Hamilton Mountain/Hamilton Mountain"," 160","Hamilton ",6,77,7,81,0,59,2,232,399
35037,"Hamilton Mountain/Hamilton Mountain"," 161","Hamilton ",4,95,5,79,0,103,0,286,395
35037,"Hamilton Mountain/Hamilton Mountain"," 162","Hamilton ",5,90,4,67,1,88,3,258,397
35037,"Hamilton Mountain/Hamilton Mountain"," 163","Hamilton ",11,56,3,110,1,48,0,229,450
35037,"Hamilton Mountain/Hamilton Mountain"," 164","Hamilton ",6,72,3,48,0,71,0,200,407
35037,"Hamilton Mountain/Hamilton Mountain"," 165","Hamilton ",8,90,4,52,1,94,2,251,391
35037,"Hamilton Mountain/Hamilton Mountain"," 166","Hamilton ",3,94,6,70,2,67,0,242,484
35037,"Hamilton Mountain/Hamilton Mountain"," 167","Hamilton ",2,56,1,68,1,39,1,168,374
35037,"Hamilton Mountain/Hamilton Mountain"," 168","Hamilton ",11,100,4,50,1,64,1,231,417
35037,"Hamilton Mountain/Hamilton Mountain"," 169","Hamilton ",4,81,3,55,1,23,0,167,292
35037,"Hamilton Mountain/Hamilton Mountain"," 170","Hamilton ",4,85,6,57,2,45,1,200,377
35037,"Hamilton Mountain/Hamilton Mountain"," 171","Hamilton ",1,61,2,51,0,50,1,166,313
35037,"Hamilton Mountain/Hamilton Mountain"," 172","Hamilton ",7,100,6,88,4,79,3,287,465
35037,"Hamilton Mountain/Hamilton Mountain"," 173","Hamilton ",5,81,6,69,0,67,2,230,442
35037,"Hamilton Mountain/Hamilton Mountain"," 174","Hamilton ",6,109,4,81,1,77,3,281,462
35037,"Hamilton Mountain/Hamilton Mountain"," 175","Hamilton ",0,80,5,63,3,67,5,223,385
35037,"Hamilton Mountain/Hamilton Mountain"," 176","Hamilton ",4,82,5,40,1,68,1,201,402
35037,"Hamilton Mountain/Hamilton Mountain"," 177","Hamilton ",3,79,3,66,1,50,1,203,454
35037,"Hamilton Mountain/Hamilton Mountain"," 178","Hamilton ",3,46,1,70,1,46,1,168,388
35037,"Hamilton Mountain/Hamilton Mountain"," 179","Hamilton ",5,61,4,71,2,30,0,173,367
35037,"Hamilton Mountain/Hamilton Mountain"," 180","Hamilton ",4,65,2,98,5,65,6,245,425
35037,"Hamilton Mountain/Hamilton Mountain"," 181","Hamilton ",0,84,4,91,0,54,2,235,393
35037,"Hamilton Mountain/Hamilton Mountain"," 182","Hamilton ",6,55,3,83,1,34,1,183,383
35037,"Hamilton Mountain/Hamilton Mountain"," 183","Hamilton ",5,47,3,140,3,52,6,256,389
35037,"Hamilton Mountain/Hamilton Mountain"," 184","Hamilton ",7,69,4,54,1,61,1,197,395
35037,"Hamilton Mountain/Hamilton Mountain"," 185","Hamilton ",2,101,3,61,0,75,1,243,422
35037,"Hamilton Mountain/Hamilton Mountain"," 186","Hamilton ",8,25,2,33,0,32,0,100,232
35037,"Hamilton Mountain/Hamilton Mountain"," 400","Hamilton ",6,58,3,78,6,59,0,210,269
35037,"Hamilton Mountain/Hamilton Mountain"," 401","Hamilton ",2,48,4,75,0,36,1,166,233
35037,"Hamilton Mountain/Hamilton Mountain"," 402","Hamilton ",2,39,1,56,1,71,1,171,214
35037,"Hamilton Mountain/Hamilton Mountain"," 403","Hamilton ",2,40,0,39,0,26,1,108,169
35037,"Hamilton Mountain/Hamilton Mountain"," 404","Hamilton ",0,21,2,12,1,7,1,44,122
35037,"Hamilton Mountain/Hamilton Mountain"," 500A","Mobile poll/Bureau itinérant",6,34,3,35,3,29,0,110,180
35037,"Hamilton Mountain/Hamilton Mountain"," 500B","Mobile poll/Bureau itinérant",1,42,4,29,2,29,4,111,265
35037,"Hamilton Mountain/Hamilton Mountain"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,171
35037,"Hamilton Mountain/Hamilton Mountain"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,30
35037,"Hamilton Mountain/Hamilton Mountain"," 600","Hamilton ",19,229,2,304,5,191,3,753,
35037,"Hamilton Mountain/Hamilton Mountain"," 601","Hamilton ",27,189,11,400,8,176,3,814,
35037,"Hamilton Mountain/Hamilton Mountain"," 602","Hamilton ",13,142,7,255,5,136,3,561,
35037,"Hamilton Mountain/Hamilton Mountain"," 603","Hamilton ",19,141,5,232,7,123,4,531,
35037,"Hamilton Mountain/Hamilton Mountain"," 604","Hamilton ",21,273,7,336,9,274,4,924,
35037,"Hamilton Mountain/Hamilton Mountain"," 605","Hamilton ",14,190,5,184,6,142,3,544,
35037,"Hamilton Mountain/Hamilton Mountain"," 606","Hamilton ",20,219,7,281,6,178,2,713,
35037,"Hamilton Mountain/Hamilton Mountain"," 607","Hamilton ",21,170,3,257,6,164,2,623,
35037,"Hamilton Mountain/Hamilton Mountain"," 608","Hamilton ",12,195,6,165,8,151,2,539,
35037,"Hamilton Mountain/Hamilton Mountain"," 609","Hamilton ",15,233,9,232,9,195,2,695,
35037,"Hamilton Mountain/Hamilton Mountain"," 610","Hamilton ",13,276,12,275,10,234,3,823,
35037,"Hamilton Mountain/Hamilton Mountain"," 611","Hamilton ",8,113,3,130,1,93,3,351,
35037,"Hamilton Mountain/Hamilton Mountain",,"Group 1/Groupe 1",1,37,0,22,1,29,7,97,51
35037,"Hamilton Mountain/Hamilton Mountain",,"Group 2/Groupe 2",24,221,8,346,13,168,11,791,
