Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Aline Bégin,Benoit Fortin,Pascal Le Fou Gélinas,Christine Moore,Yvon Moreau,Claude Thibault,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 32","Macamic",2,2,0,42,17,42,0,105,242
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 33","Macamic",2,5,0,34,21,24,3,89,302
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 34","Macamic",3,2,2,56,40,42,3,148,364
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 35","Palmarolle",6,11,2,96,53,43,0,211,382
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 36","Palmarolle",8,12,3,116,36,48,2,225,374
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 37","Palmarolle",9,9,2,90,31,47,3,191,313
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 38","Sainte-Germaine-Boulé",2,5,1,95,37,52,2,194,353
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 39","Sainte-Germaine-Boulé",3,11,1,100,34,46,3,198,350
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 40","Poularies",2,10,0,46,38,34,3,133,263
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 41","Poularies",3,4,2,54,24,34,1,122,277
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 42","Val-Saint-Gilles",0,7,1,58,18,27,0,111,258
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 43","Chazel",2,10,0,54,17,25,3,111,235
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 44","Authier-Nord",6,7,3,45,44,19,2,126,250
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 45","Authier",2,7,3,40,31,35,1,119,217
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 46","Taschereau",3,23,2,67,47,31,3,176,345
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 47","Laferté",6,11,0,75,32,26,1,151,381
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 48","Guyenne",0,1,0,21,16,16,1,55,127
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 49","Saint-Nazaire-de-Berry",0,1,0,17,7,15,1,41,122
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 50","Saint-Nazaire-de-Berry",0,5,0,50,28,20,2,105,234
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 51","Launay",1,5,1,40,17,28,5,97,181
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 52","Villemontel",2,5,0,39,19,23,4,92,240
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 53","La Ferme",6,25,3,65,47,47,4,197,407
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 54","Villemontel",2,14,2,46,30,30,1,125,256
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 55","La Ferme",0,5,0,20,14,20,1,60,148
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 56","Manneville",2,16,0,69,34,34,3,158,284
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 57","Sainte-Gertrude-Manneville",1,19,1,57,43,41,1,163,298
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 58","Preissac",2,26,1,84,38,31,4,186,374
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 59","Preissac",3,27,1,63,44,52,6,196,309
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 60","La Motte",9,9,2,71,54,48,0,193,372
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 61","La Corne",2,16,0,63,40,47,2,170,309
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 62","La Corne",3,22,3,54,64,20,1,167,285
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 63","Landrienne",7,25,0,73,67,50,6,228,453
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 64","Landrienne",4,12,1,74,51,43,2,187,325
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 65","Saint-Marc-de-Figuery",1,15,0,53,34,50,5,158,314
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 66","Saint-Marc-de-Figuery",1,17,0,59,22,72,0,171,333
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 67","Saint-Mathieu",3,10,4,77,37,55,2,188,332
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 68","Saint-Mathieu",2,11,2,31,39,35,1,121,244
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 69","Amos",3,17,2,64,34,62,2,184,372
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 70","Amos",1,18,0,58,33,39,7,156,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 71","Amos",1,18,2,56,30,67,3,177,433
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 72","Amos",4,11,0,70,42,45,5,177,418
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 73","Amos",3,17,1,63,29,46,8,167,377
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 74","Amos",2,11,2,59,50,47,3,174,382
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 75","Amos",0,13,0,51,28,45,3,140,352
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 76","Amos",0,17,0,59,28,52,5,161,422
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 77","Amos",3,6,1,41,41,44,2,138,417
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 78","Amos",6,7,3,44,32,47,4,143,401
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 79","Amos",4,16,0,60,35,46,2,163,363
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 80","Amos",3,6,2,55,36,46,4,152,390
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 81","Amos",5,13,1,43,28,51,4,145,381
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 82","Amos",1,8,0,48,41,55,3,156,462
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 83","Amos",4,7,1,48,36,34,2,132,401
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 84","Amos",3,7,2,57,25,27,2,123,340
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 85","Amos",3,17,1,63,42,64,4,194,411
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 86","Amos",1,20,0,59,45,61,2,188,422
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 87","Amos",2,11,0,50,55,64,6,188,426
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 88","Amos",1,13,1,73,38,61,5,192,427
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 89","Amos",2,23,2,56,33,65,8,189,544
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 90","Amos",3,19,2,54,34,49,3,164,393
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 91","Amos",2,16,4,73,34,90,4,223,501
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 92","Pikogan",3,3,1,133,8,52,1,201,390
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 93","Amos",6,11,1,77,37,57,2,191,421
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 94","Saint-Félix-de-Dalquier",7,15,1,75,68,53,2,221,430
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 95","Saint-Félix-de-Dalquier",2,18,3,55,17,44,1,140,298
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 96","Saint-Dominique-du-Rosaire",2,18,0,51,32,59,3,165,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 97A","Rochebaucourt","Results combined with No./Résultats combinés au n°97B",,,,,,,,17
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 97B","La Morandière",2,12,0,27,18,24,2,85,181
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 97C","Rochebaucourt",1,5,0,17,22,10,0,55,133
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 98","Champneuf",1,5,1,21,11,13,2,54,102
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 99","Barville",1,12,0,61,40,25,6,145,340
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 100A","Barraute",1,26,0,66,34,50,3,180,379
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 100B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,33
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 101","Barraute",1,18,0,51,28,39,2,139,289
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 102","Barraute",1,11,2,55,26,23,5,123,300
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 103","Barraute",0,14,1,55,20,22,2,114,251
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 104","Duparquet",4,9,2,38,25,32,1,111,274
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 105","Duparquet",3,2,2,45,26,42,3,123,287
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 106","D'Alembert",5,12,1,61,46,34,2,161,316
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 107","D'Alembert",0,15,3,85,49,62,4,218,397
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 108","Destor",3,8,2,47,40,31,5,136,281
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 109","Cléricy",3,13,3,88,51,57,5,220,386
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 110","Mont-Brun",2,16,6,77,33,86,2,222,401
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 111","Cadillac",3,28,2,40,44,52,3,172,322
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 112","Cadillac",2,19,1,43,41,43,3,152,321
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 113","McWatters",2,11,2,84,51,57,3,210,419
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 114","Rouyn-Noranda",5,6,4,61,55,58,4,193,429
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 115","Lac-Dufault",0,7,2,69,42,59,2,181,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 116","Lac-Dufault",0,14,1,69,32,55,4,175,323
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 117","Lac-Dufault",3,18,2,80,60,60,1,224,496
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 118","Rouyn-Noranda",4,13,3,91,47,64,0,222,426
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 119","Rouyn-Noranda",7,17,2,124,63,82,4,299,514
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 120","Rouyn-Noranda",4,12,2,99,50,53,3,223,452
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 121","Rouyn-Noranda",3,15,0,71,45,56,0,190,397
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 122","Évain",0,11,6,87,39,63,0,206,417
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 123","Arntfield",3,12,4,110,57,77,2,265,494
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 124","Montbeillard",0,11,1,73,43,62,2,192,378
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 125","Rouyn-Noranda",4,5,3,66,42,46,1,167,317
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 126","Cloutier",3,5,1,59,30,49,4,151,283
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 127","Beaudry",3,9,1,51,39,47,1,151,292
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 128A","Beaudry",6,17,2,74,49,73,0,221,423
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 128B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507,,,,,,,,16
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 129","Beaudry",3,8,5,76,46,47,1,186,289
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 130","Évain",3,12,2,54,30,58,1,160,353
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 131","Évain",2,7,4,74,41,60,5,193,353
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 132","Évain",4,9,2,62,37,56,6,176,352
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 133","Évain",6,19,2,104,49,83,2,265,458
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 134","Évain",1,5,3,89,53,76,3,230,404
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 135","Évain",2,19,0,79,51,69,8,228,401
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 136","Évain",3,9,5,86,34,61,3,201,374
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 137","Rouyn-Noranda",1,14,0,84,52,91,7,249,435
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 138","Rouyn-Noranda",7,9,1,79,47,84,5,232,411
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 139","Rouyn-Noranda",5,3,4,59,34,47,5,157,260
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 140","Rouyn-Noranda",3,3,1,59,36,89,0,191,286
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 141","Rouyn-Noranda",5,3,7,73,39,75,2,204,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 142","Rouyn-Noranda",8,8,0,79,45,90,3,233,424
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 143","Rouyn-Noranda",3,11,2,74,25,65,3,183,429
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 144","Rouyn-Noranda",2,21,2,60,29,65,2,181,422
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 145A","Rouyn-Noranda",5,8,3,63,27,45,2,153,412
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 145B","Rouyn-Noranda",1,12,0,50,12,77,0,152,198
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 146","Rouyn-Noranda",1,10,2,56,24,47,2,142,376
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 147","Rouyn-Noranda",3,4,2,62,41,43,4,159,377
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 148","Rouyn-Noranda",4,5,4,80,44,71,3,211,429
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 149","Rouyn-Noranda",4,11,11,52,29,37,3,147,420
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 150","Rouyn-Noranda",8,7,12,77,40,54,1,199,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 151","Rouyn-Noranda",4,3,3,30,22,38,1,101,328
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 152","Rouyn-Noranda",8,7,3,57,58,50,2,185,458
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 153","Rouyn-Noranda",3,12,6,77,37,66,1,202,437
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 154","Rouyn-Noranda",1,9,1,54,30,63,1,159,394
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 155","Rouyn-Noranda",2,6,1,71,37,50,0,167,370
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 156","Rouyn-Noranda",4,4,5,58,39,28,1,139,317
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 157","Rouyn-Noranda",9,11,1,62,26,35,6,150,345
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 158","Rouyn-Noranda",5,10,1,75,35,55,2,183,447
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 159","Rouyn-Noranda",5,9,1,59,25,60,2,161,393
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 160","Rouyn-Noranda",4,6,0,65,22,58,2,157,289
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 161","Rouyn-Noranda",3,13,3,93,37,81,4,234,455
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 162","Granada",4,14,4,47,35,55,4,163,369
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 163","Rouyn-Noranda",4,10,0,105,43,70,1,233,446
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 164","Rouyn-Noranda",2,13,2,53,37,55,2,164,340
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 165","Rouyn-Noranda",7,2,4,52,29,40,4,138,354
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 166","Rouyn-Noranda",3,2,3,43,42,51,1,145,341
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 167","Rouyn-Noranda",2,5,1,57,24,43,2,134,256
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 168","Rouyn-Noranda",3,9,1,69,46,80,5,213,407
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 169","Rouyn-Noranda",1,10,1,87,29,52,1,181,326
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 170","Rouyn-Noranda",7,9,3,86,38,67,3,213,470
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 171","Rouyn-Noranda",8,5,2,49,41,43,10,158,329
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 172","Rouyn-Noranda",1,7,2,57,28,39,2,136,326
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 173","Rouyn-Noranda",7,9,1,51,27,29,4,128,346
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 174","Rouyn-Noranda",5,7,3,62,35,36,4,152,395
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 175","Rouyn-Noranda",7,9,3,76,38,62,3,198,442
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 176","Rouyn-Noranda",7,8,1,59,44,49,4,172,400
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 177","Rouyn-Noranda",2,1,1,68,30,43,1,146,314
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 178","Rouyn-Noranda",1,15,2,22,15,44,1,100,205
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 179","Rouyn-Noranda",3,10,2,88,53,93,1,250,500
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 180","Rouyn-Noranda",3,14,0,79,42,59,0,197,417
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 181","Rouyn-Noranda",0,19,1,87,28,65,7,207,462
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 182","Rouyn-Noranda",2,10,3,98,62,70,2,247,452
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 183","McWatters",1,12,0,74,48,53,2,190,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 184","Rouyn-Noranda",1,7,0,62,40,36,0,146,384
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 185","Rouyn-Noranda",6,28,0,115,56,66,5,276,497
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 186","Granada",3,9,1,122,59,71,4,269,496
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 187","Rouyn-Noranda",3,12,3,74,48,48,2,190,370
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 188","Bellecombe",2,10,1,80,32,40,1,166,290
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 189","Bellecombe",2,13,2,86,37,39,1,180,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 190","Rollet",2,20,1,53,40,40,4,160,327
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 191","Nédelec",2,11,1,82,25,45,1,167,297
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 192","Notre-Dame-du-Nord",2,1,0,127,3,97,0,230,431
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 193","Notre-Dame-du-Nord",1,9,1,49,28,61,4,153,323
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 194","Notre-Dame-du-Nord",0,10,1,57,8,39,0,115,225
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 195","Notre-Dame-du-Nord",5,6,0,47,16,37,2,113,307
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 196","Guérin",1,12,0,60,23,28,1,125,231
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 197","Rémigny",5,14,4,57,15,39,2,136,258
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 198","Angliers",1,5,0,51,8,47,0,112,257
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 199","Moffet",2,3,1,28,8,24,0,66,144
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 200","Laforce",3,6,0,26,13,15,0,63,111
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 201","Winneway",0,2,2,64,1,61,0,130,265
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 202","Belleterre",4,7,1,41,21,32,0,106,236
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 203","Latulipe",0,6,1,82,16,20,4,129,243
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 204","Fugèreville",1,3,0,72,20,20,0,116,254
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 205","Laverlochère",2,2,2,100,31,39,6,182,293
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 206","Laverlochère",0,4,0,88,19,34,2,147,249
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 207","Saint-Eugène-de-Guigues",1,8,1,108,37,50,2,207,344
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 208","Saint-Bruno-de-Guigues",6,2,1,88,32,34,1,164,283
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 209","Saint-Bruno-de-Guigues",2,8,1,85,31,47,7,181,280
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 210","Saint-Bruno-de-Guigues",0,3,0,114,12,31,2,162,269
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 211","Duhamel-Ouest",1,6,1,62,28,46,0,144,344
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 212","Duhamel-Ouest",0,6,0,57,25,53,2,143,310
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 213","Duhamel-Ouest",4,10,1,63,34,57,4,173,381
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 214","Ville-Marie",3,2,2,84,36,45,2,174,383
