Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude DeBellefeuille,Albert De Martin,Patricia Domingos,Sylvain Larocque,Anne Minh-Thu Quach,Robert Sauvé,Nicola-Silverado Socrates,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24071,"Salaberry--Suroît/Salaberry--Suroît"," 17","Coteau-du-Lac",55,27,1,0,47,51,5,1,187,348
24071,"Salaberry--Suroît/Salaberry--Suroît"," 18","Coteau-du-Lac",64,26,0,0,91,77,1,7,266,431
24071,"Salaberry--Suroît/Salaberry--Suroît"," 19","Coteau-du-Lac",70,24,0,0,82,56,4,6,242,401
24071,"Salaberry--Suroît/Salaberry--Suroît"," 20","Coteau-du-Lac",53,24,1,0,70,56,4,2,210,404
24071,"Salaberry--Suroît/Salaberry--Suroît"," 21","Coteau-du-Lac",61,6,1,0,47,48,4,5,172,415
24071,"Salaberry--Suroît/Salaberry--Suroît"," 22","Coteau-du-Lac",73,14,2,1,55,43,3,5,196,426
24071,"Salaberry--Suroît/Salaberry--Suroît"," 23","Coteau-du-Lac",43,16,1,1,73,63,1,1,199,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 24","Coteau-du-Lac",60,15,7,3,84,59,3,3,234,362
24071,"Salaberry--Suroît/Salaberry--Suroît"," 25","Coteau-du-Lac",54,19,1,0,82,64,3,3,226,402
24071,"Salaberry--Suroît/Salaberry--Suroît"," 26","Coteau-du-Lac",52,54,1,0,64,73,6,3,253,436
24071,"Salaberry--Suroît/Salaberry--Suroît"," 27","Coteau-du-Lac",51,20,0,2,67,66,2,4,212,494
24071,"Salaberry--Suroît/Salaberry--Suroît"," 28","Salaberry-de-Valleyfield",67,23,0,0,68,52,0,3,213,424
24071,"Salaberry--Suroît/Salaberry--Suroît"," 29","Salaberry-de-Valleyfield",98,15,0,0,48,49,4,8,222,430
24071,"Salaberry--Suroît/Salaberry--Suroît"," 30","Salaberry-de-Valleyfield",67,8,1,1,78,41,1,7,204,381
24071,"Salaberry--Suroît/Salaberry--Suroît"," 31","Salaberry-de-Valleyfield",75,29,1,0,68,48,1,2,224,379
24071,"Salaberry--Suroît/Salaberry--Suroît"," 32","Salaberry-de-Valleyfield",41,5,1,0,70,25,1,0,143,282
24071,"Salaberry--Suroît/Salaberry--Suroît"," 33","Salaberry-de-Valleyfield",61,12,0,0,66,44,4,0,187,409
24071,"Salaberry--Suroît/Salaberry--Suroît"," 34","Salaberry-de-Valleyfield",65,19,0,1,55,32,2,1,175,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 35","Salaberry-de-Valleyfield",84,24,1,2,96,51,3,0,261,496
24071,"Salaberry--Suroît/Salaberry--Suroît"," 36","Salaberry-de-Valleyfield",48,7,0,0,49,30,0,1,135,338
24071,"Salaberry--Suroît/Salaberry--Suroît"," 37","Salaberry-de-Valleyfield",62,5,0,0,46,37,7,2,159,386
24071,"Salaberry--Suroît/Salaberry--Suroît"," 38","Beauharnois",70,26,0,0,61,63,4,2,226,472
24071,"Salaberry--Suroît/Salaberry--Suroît"," 39","Beauharnois",77,20,0,1,74,59,5,2,238,457
24071,"Salaberry--Suroît/Salaberry--Suroît"," 40","Beauharnois",79,13,1,1,92,60,2,3,251,507
24071,"Salaberry--Suroît/Salaberry--Suroît"," 41","Beauharnois",124,19,0,1,82,70,6,7,309,505
24071,"Salaberry--Suroît/Salaberry--Suroît"," 42","Beauharnois",107,19,1,0,71,39,3,6,246,454
24071,"Salaberry--Suroît/Salaberry--Suroît"," 43","Beauharnois",56,19,0,1,42,71,0,3,192,446
24071,"Salaberry--Suroît/Salaberry--Suroît"," 44","Beauharnois",81,14,0,1,63,42,4,5,210,414
24071,"Salaberry--Suroît/Salaberry--Suroît"," 45","Beauharnois",62,15,0,0,37,51,4,6,175,427
24071,"Salaberry--Suroît/Salaberry--Suroît"," 46","Beauharnois",65,9,1,1,55,38,2,1,172,392
24071,"Salaberry--Suroît/Salaberry--Suroît"," 47","Beauharnois",70,7,0,1,36,31,4,6,155,373
24071,"Salaberry--Suroît/Salaberry--Suroît"," 48","Beauharnois",66,19,1,1,41,46,5,5,184,364
24071,"Salaberry--Suroît/Salaberry--Suroît"," 49","Beauharnois",78,15,0,0,73,40,4,5,215,404
24071,"Salaberry--Suroît/Salaberry--Suroît"," 50","Beauharnois",91,18,0,1,78,37,3,2,230,428
24071,"Salaberry--Suroît/Salaberry--Suroît"," 51","Beauharnois",61,19,0,0,64,31,3,4,182,330
24071,"Salaberry--Suroît/Salaberry--Suroît"," 52","Beauharnois",79,12,0,1,75,74,5,6,252,463
24071,"Salaberry--Suroît/Salaberry--Suroît"," 53","Beauharnois",77,12,0,4,54,57,3,1,208,427
24071,"Salaberry--Suroît/Salaberry--Suroît"," 54","Beauharnois",62,15,0,2,62,54,2,6,203,363
24071,"Salaberry--Suroît/Salaberry--Suroît"," 55","Beauharnois",61,14,1,0,65,58,13,1,213,488
24071,"Salaberry--Suroît/Salaberry--Suroît"," 56A","Beauharnois",52,12,1,0,62,50,4,2,183,320
24071,"Salaberry--Suroît/Salaberry--Suroît"," 56B","Beauharnois",63,10,0,0,44,37,1,2,157,332
24071,"Salaberry--Suroît/Salaberry--Suroît"," 57A","Beauharnois",77,27,1,2,61,62,5,2,237,442
24071,"Salaberry--Suroît/Salaberry--Suroît"," 57B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,,15
24071,"Salaberry--Suroît/Salaberry--Suroît"," 58","Beauharnois",81,11,1,0,50,45,5,2,195,428
24071,"Salaberry--Suroît/Salaberry--Suroît"," 59","Beauharnois",77,16,0,1,36,34,4,3,171,413
24071,"Salaberry--Suroît/Salaberry--Suroît"," 60","Beauharnois",88,17,1,3,67,46,2,3,227,441
24071,"Salaberry--Suroît/Salaberry--Suroît"," 61","Beauharnois",58,21,1,1,67,47,3,10,208,404
24071,"Salaberry--Suroît/Salaberry--Suroît"," 62","Salaberry-de-Valleyfield",63,10,2,1,46,28,3,1,154,382
24071,"Salaberry--Suroît/Salaberry--Suroît"," 63","Salaberry-de-Valleyfield",70,7,1,1,88,46,0,0,213,433
24071,"Salaberry--Suroît/Salaberry--Suroît"," 64","Salaberry-de-Valleyfield",69,17,0,0,75,35,2,4,202,445
24071,"Salaberry--Suroît/Salaberry--Suroît"," 65","Salaberry-de-Valleyfield",65,11,0,0,63,33,2,4,178,386
24071,"Salaberry--Suroît/Salaberry--Suroît"," 66","Salaberry-de-Valleyfield",50,12,0,0,91,54,3,2,212,457
24071,"Salaberry--Suroît/Salaberry--Suroît"," 67","Salaberry-de-Valleyfield",57,13,1,2,77,42,2,3,197,404
24071,"Salaberry--Suroît/Salaberry--Suroît"," 68","Salaberry-de-Valleyfield",69,6,0,0,50,43,4,1,173,392
24071,"Salaberry--Suroît/Salaberry--Suroît"," 69","Salaberry-de-Valleyfield",59,3,0,1,43,60,4,7,177,444
24071,"Salaberry--Suroît/Salaberry--Suroît"," 70A","Salaberry-de-Valleyfield",50,9,0,2,46,43,1,6,157,414
24071,"Salaberry--Suroît/Salaberry--Suroît"," 70B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,,49
24071,"Salaberry--Suroît/Salaberry--Suroît"," 71","Salaberry-de-Valleyfield",77,9,1,0,65,45,3,5,205,447
24071,"Salaberry--Suroît/Salaberry--Suroît"," 72","Salaberry-de-Valleyfield",45,9,1,0,51,34,0,1,141,397
24071,"Salaberry--Suroît/Salaberry--Suroît"," 73","Salaberry-de-Valleyfield",74,12,0,1,63,51,5,5,211,438
24071,"Salaberry--Suroît/Salaberry--Suroît"," 74","Salaberry-de-Valleyfield",63,9,1,0,85,45,2,6,211,379
24071,"Salaberry--Suroît/Salaberry--Suroît"," 75","Salaberry-de-Valleyfield",67,19,0,0,68,38,1,0,193,366
24071,"Salaberry--Suroît/Salaberry--Suroît"," 76","Salaberry-de-Valleyfield",62,10,0,0,40,50,2,1,165,366
24071,"Salaberry--Suroît/Salaberry--Suroît"," 77","Salaberry-de-Valleyfield",69,48,0,1,46,43,4,2,213,393
24071,"Salaberry--Suroît/Salaberry--Suroît"," 78","Salaberry-de-Valleyfield",43,9,0,0,46,40,2,3,143,336
24071,"Salaberry--Suroît/Salaberry--Suroît"," 79","Salaberry-de-Valleyfield",63,2,0,0,41,17,3,2,128,357
24071,"Salaberry--Suroît/Salaberry--Suroît"," 80","Salaberry-de-Valleyfield",58,2,2,0,42,39,1,4,148,346
24071,"Salaberry--Suroît/Salaberry--Suroît"," 81","Salaberry-de-Valleyfield",39,9,0,0,59,38,5,5,155,364
24071,"Salaberry--Suroît/Salaberry--Suroît"," 82","Salaberry-de-Valleyfield",61,9,0,0,56,37,1,5,169,399
24071,"Salaberry--Suroît/Salaberry--Suroît"," 83","Salaberry-de-Valleyfield",66,13,0,0,50,32,1,1,163,406
24071,"Salaberry--Suroît/Salaberry--Suroît"," 84","Salaberry-de-Valleyfield",66,4,0,0,73,39,3,0,185,383
24071,"Salaberry--Suroît/Salaberry--Suroît"," 85","Salaberry-de-Valleyfield",63,3,0,0,44,41,2,3,156,363
24071,"Salaberry--Suroît/Salaberry--Suroît"," 86","Salaberry-de-Valleyfield",34,8,0,0,42,28,1,0,113,363
24071,"Salaberry--Suroît/Salaberry--Suroît"," 87","Salaberry-de-Valleyfield",59,10,1,0,73,50,1,2,196,373
24071,"Salaberry--Suroît/Salaberry--Suroît"," 88","Salaberry-de-Valleyfield",72,15,1,1,77,42,2,1,211,421
24071,"Salaberry--Suroît/Salaberry--Suroît"," 89","Salaberry-de-Valleyfield",66,13,0,0,50,32,1,1,163,377
24071,"Salaberry--Suroît/Salaberry--Suroît"," 90","Salaberry-de-Valleyfield",65,10,0,0,40,45,2,3,165,390
24071,"Salaberry--Suroît/Salaberry--Suroît"," 91","Salaberry-de-Valleyfield",53,20,1,1,70,39,2,1,187,423
24071,"Salaberry--Suroît/Salaberry--Suroît"," 92","Salaberry-de-Valleyfield",58,4,0,0,40,43,2,1,148,335
24071,"Salaberry--Suroît/Salaberry--Suroît"," 93","Salaberry-de-Valleyfield",59,18,0,1,59,49,0,4,190,395
24071,"Salaberry--Suroît/Salaberry--Suroît"," 94","Salaberry-de-Valleyfield",59,9,0,0,29,53,0,3,153,373
24071,"Salaberry--Suroît/Salaberry--Suroît"," 95","Salaberry-de-Valleyfield",51,16,0,3,59,50,2,8,189,408
24071,"Salaberry--Suroît/Salaberry--Suroît"," 96","Salaberry-de-Valleyfield",44,14,2,1,44,63,0,5,173,368
24071,"Salaberry--Suroît/Salaberry--Suroît"," 97","Salaberry-de-Valleyfield",46,8,1,1,37,42,5,2,142,397
24071,"Salaberry--Suroît/Salaberry--Suroît"," 98","Salaberry-de-Valleyfield",22,9,0,0,32,37,2,6,108,324
24071,"Salaberry--Suroît/Salaberry--Suroît"," 99","Salaberry-de-Valleyfield",55,18,0,0,90,60,5,0,228,427
24071,"Salaberry--Suroît/Salaberry--Suroît"," 100","Salaberry-de-Valleyfield",34,13,1,2,49,31,3,0,133,274
24071,"Salaberry--Suroît/Salaberry--Suroît"," 101","Salaberry-de-Valleyfield",92,11,1,1,112,39,2,0,258,502
24071,"Salaberry--Suroît/Salaberry--Suroît"," 102","Salaberry-de-Valleyfield",86,9,0,0,97,47,1,0,240,434
24071,"Salaberry--Suroît/Salaberry--Suroît"," 103","Salaberry-de-Valleyfield",71,12,0,0,87,62,2,1,235,454
24071,"Salaberry--Suroît/Salaberry--Suroît"," 104","Salaberry-de-Valleyfield",61,11,0,2,60,40,1,0,175,429
24071,"Salaberry--Suroît/Salaberry--Suroît"," 105","Salaberry-de-Valleyfield",65,8,0,1,63,38,1,0,176,388
24071,"Salaberry--Suroît/Salaberry--Suroît"," 106","Salaberry-de-Valleyfield",77,26,0,7,73,66,4,1,254,485
24071,"Salaberry--Suroît/Salaberry--Suroît"," 107","Salaberry-de-Valleyfield",66,14,0,1,78,58,1,0,218,453
24071,"Salaberry--Suroît/Salaberry--Suroît"," 108","Salaberry-de-Valleyfield",49,6,0,1,73,45,2,0,176,417
24071,"Salaberry--Suroît/Salaberry--Suroît"," 109","Salaberry-de-Valleyfield",23,14,0,0,18,50,4,0,109,355
24071,"Salaberry--Suroît/Salaberry--Suroît"," 110","Salaberry-de-Valleyfield",47,12,1,1,36,20,3,3,123,382
24071,"Salaberry--Suroît/Salaberry--Suroît"," 111","Salaberry-de-Valleyfield",65,11,1,0,50,51,2,7,187,413
24071,"Salaberry--Suroît/Salaberry--Suroît"," 112","Salaberry-de-Valleyfield",61,7,1,0,63,44,2,4,182,392
24071,"Salaberry--Suroît/Salaberry--Suroît"," 113","Salaberry-de-Valleyfield",52,5,0,0,41,33,1,0,132,339
24071,"Salaberry--Suroît/Salaberry--Suroît"," 114","Salaberry-de-Valleyfield",58,11,0,0,83,64,4,3,223,423
24071,"Salaberry--Suroît/Salaberry--Suroît"," 115","Salaberry-de-Valleyfield",65,7,0,0,66,46,2,1,187,417
24071,"Salaberry--Suroît/Salaberry--Suroît"," 116","Salaberry-de-Valleyfield",62,11,0,2,33,30,2,2,142,372
24071,"Salaberry--Suroît/Salaberry--Suroît"," 117","Salaberry-de-Valleyfield",58,16,1,0,40,39,1,1,156,392
24071,"Salaberry--Suroît/Salaberry--Suroît"," 118","Salaberry-de-Valleyfield",42,7,1,0,35,51,1,3,140,354
24071,"Salaberry--Suroît/Salaberry--Suroît"," 119","Salaberry-de-Valleyfield",30,11,0,0,62,36,1,1,141,362
24071,"Salaberry--Suroît/Salaberry--Suroît"," 120","Salaberry-de-Valleyfield",46,9,0,0,57,33,0,2,147,364
24071,"Salaberry--Suroît/Salaberry--Suroît"," 121","Salaberry-de-Valleyfield",46,15,1,0,88,38,1,0,189,429
24071,"Salaberry--Suroît/Salaberry--Suroît"," 122","Salaberry-de-Valleyfield",48,13,0,1,70,51,2,4,189,388
24071,"Salaberry--Suroît/Salaberry--Suroît"," 123","Salaberry-de-Valleyfield",58,22,0,0,98,52,0,4,234,412
24071,"Salaberry--Suroît/Salaberry--Suroît"," 124","Salaberry-de-Valleyfield",52,24,0,0,87,44,1,1,209,388
24071,"Salaberry--Suroît/Salaberry--Suroît"," 125","Les Coteaux",82,20,3,0,63,53,7,4,232,455
24071,"Salaberry--Suroît/Salaberry--Suroît"," 126","Les Coteaux",64,17,0,2,22,31,2,5,143,298
24071,"Salaberry--Suroît/Salaberry--Suroît"," 127","Les Coteaux",60,9,1,0,50,63,7,2,192,342
24071,"Salaberry--Suroît/Salaberry--Suroît"," 128","Les Coteaux",73,17,1,1,47,75,7,6,227,439
24071,"Salaberry--Suroît/Salaberry--Suroît"," 129","Les Coteaux",58,23,1,0,43,58,0,3,186,380
24071,"Salaberry--Suroît/Salaberry--Suroît"," 130","Les Coteaux",87,26,0,0,75,45,8,5,246,421
24071,"Salaberry--Suroît/Salaberry--Suroît"," 131","Les Coteaux",68,16,1,1,52,86,8,1,233,384
24071,"Salaberry--Suroît/Salaberry--Suroît"," 132","Les Coteaux",55,25,0,1,66,65,2,0,214,358
24071,"Salaberry--Suroît/Salaberry--Suroît"," 133","Les Coteaux",76,4,1,2,27,44,3,3,160,342
24071,"Salaberry--Suroît/Salaberry--Suroît"," 134","Les Coteaux",35,12,1,0,34,31,1,6,120,260
24071,"Salaberry--Suroît/Salaberry--Suroît"," 135","Les Coteaux",47,14,0,0,30,52,1,3,147,304
24071,"Salaberry--Suroît/Salaberry--Suroît"," 136","Saint-Zotique",34,11,0,1,43,52,5,3,149,307
24071,"Salaberry--Suroît/Salaberry--Suroît"," 137","Saint-Zotique",65,25,1,0,68,69,7,5,240,425
24071,"Salaberry--Suroît/Salaberry--Suroît"," 138","Saint-Zotique",116,26,0,0,77,60,4,3,286,506
24071,"Salaberry--Suroît/Salaberry--Suroît"," 139","Saint-Zotique",49,24,0,0,37,32,2,2,146,302
24071,"Salaberry--Suroît/Salaberry--Suroît"," 140","Saint-Zotique",52,25,1,2,31,57,4,2,174,327
24071,"Salaberry--Suroît/Salaberry--Suroît"," 141","Saint-Zotique",58,29,0,1,44,67,2,3,204,383
24071,"Salaberry--Suroît/Salaberry--Suroît"," 142","Saint-Zotique",56,16,0,2,38,53,1,3,169,319
24071,"Salaberry--Suroît/Salaberry--Suroît"," 143","Saint-Zotique",47,8,1,0,50,40,5,3,154,271
24071,"Salaberry--Suroît/Salaberry--Suroît"," 144","Saint-Zotique",54,13,0,0,39,64,3,5,178,335
24071,"Salaberry--Suroît/Salaberry--Suroît"," 145","Saint-Zotique",52,11,1,0,53,72,1,1,191,358
24071,"Salaberry--Suroît/Salaberry--Suroît"," 146","Saint-Zotique",60,26,0,2,64,69,6,2,229,396
24071,"Salaberry--Suroît/Salaberry--Suroît"," 147","Saint-Zotique",49,9,1,1,37,59,1,1,158,300
24071,"Salaberry--Suroît/Salaberry--Suroît"," 148","Saint-Zotique",43,14,0,0,47,56,2,4,166,330
24071,"Salaberry--Suroît/Salaberry--Suroît"," 149","Saint-Zotique",53,16,0,1,30,39,2,4,145,295
24071,"Salaberry--Suroît/Salaberry--Suroît"," 150","Saint-Zotique",66,15,1,0,40,56,4,4,186,416
24071,"Salaberry--Suroît/Salaberry--Suroît"," 151","Saint-Zotique",49,18,0,1,28,45,1,0,142,328
24071,"Salaberry--Suroît/Salaberry--Suroît"," 152","Saint-Zotique",41,21,1,0,43,63,1,2,172,361
24071,"Salaberry--Suroît/Salaberry--Suroît"," 153","Rivière-Beaudette",84,39,0,0,72,72,4,9,280,449
24071,"Salaberry--Suroît/Salaberry--Suroît"," 154","Rivière-Beaudette",75,19,2,1,40,65,4,5,211,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 155","Rivière-Beaudette",51,19,2,0,30,63,6,0,171,290
24071,"Salaberry--Suroît/Salaberry--Suroît"," 156","Rivière-Beaudette",25,25,1,1,32,50,8,1,143,276
24071,"Salaberry--Suroît/Salaberry--Suroît"," 157","Rivière-Beaudette",30,12,2,0,47,37,3,6,137,270
24071,"Salaberry--Suroît/Salaberry--Suroît"," 158","Saint-Télesphore",54,20,0,0,41,78,1,4,198,270
24071,"Salaberry--Suroît/Salaberry--Suroît"," 159","Saint-Télesphore",41,22,0,0,40,86,4,3,196,230
24071,"Salaberry--Suroît/Salaberry--Suroît"," 160","Saint-Stanislas-de-Kostka",29,9,0,1,45,50,2,1,137,289
24071,"Salaberry--Suroît/Salaberry--Suroît"," 161","Saint-Stanislas-de-Kostka",70,13,0,2,52,53,4,3,197,406
24071,"Salaberry--Suroît/Salaberry--Suroît"," 162","Sainte-Barbe",59,27,0,0,71,47,1,3,208,313
24071,"Salaberry--Suroît/Salaberry--Suroît"," 163","Sainte-Barbe",55,12,0,0,40,43,1,2,153,283
24071,"Salaberry--Suroît/Salaberry--Suroît"," 164","Saint-Stanislas-de-Kostka",49,13,0,0,51,38,4,3,158,324
24071,"Salaberry--Suroît/Salaberry--Suroît"," 165","Saint-Stanislas-de-Kostka",36,15,1,0,45,28,1,1,127,250
24071,"Salaberry--Suroît/Salaberry--Suroît"," 166","Sainte-Barbe",62,21,0,0,86,61,1,8,239,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 167","Sainte-Barbe",60,15,0,0,52,39,3,2,171,301
24071,"Salaberry--Suroît/Salaberry--Suroît"," 168","Saint-Louis-de-Gonzague",80,25,0,0,83,41,3,4,236,384
24071,"Salaberry--Suroît/Salaberry--Suroît"," 169","Saint-Étienne-de-Beauharnois",60,17,0,1,81,41,3,1,204,327
24071,"Salaberry--Suroît/Salaberry--Suroît"," 170","Saint-Louis-de-Gonzague",46,23,1,1,77,39,4,3,194,338
24071,"Salaberry--Suroît/Salaberry--Suroît"," 171","Saint-Louis-de-Gonzague",94,21,2,0,79,53,2,4,255,450
24071,"Salaberry--Suroît/Salaberry--Suroît"," 172","Saint-Louis-de-Gonzague",71,14,1,0,63,45,2,4,200,369
24071,"Salaberry--Suroît/Salaberry--Suroît"," 173","Salaberry-de-Valleyfield",61,11,1,1,56,50,2,6,188,440
24071,"Salaberry--Suroît/Salaberry--Suroît"," 174","Salaberry-de-Valleyfield",81,22,0,0,83,44,2,3,235,442
24071,"Salaberry--Suroît/Salaberry--Suroît"," 175","Salaberry-de-Valleyfield",48,7,1,2,50,26,3,6,143,360
24071,"Salaberry--Suroît/Salaberry--Suroît"," 176","Salaberry-de-Valleyfield",54,10,0,2,46,42,2,5,161,442
24071,"Salaberry--Suroît/Salaberry--Suroît"," 177","Salaberry-de-Valleyfield",72,19,1,0,78,66,4,4,244,463
24071,"Salaberry--Suroît/Salaberry--Suroît"," 178","Salaberry-de-Valleyfield",50,10,1,0,37,50,3,8,159,406
24071,"Salaberry--Suroît/Salaberry--Suroît"," 179","Salaberry-de-Valleyfield",36,3,0,0,47,28,1,3,118,307
24071,"Salaberry--Suroît/Salaberry--Suroît"," 180","Salaberry-de-Valleyfield",43,5,0,0,43,30,2,3,126,332
24071,"Salaberry--Suroît/Salaberry--Suroît"," 181","Salaberry-de-Valleyfield",39,14,0,0,58,48,3,3,165,380
24071,"Salaberry--Suroît/Salaberry--Suroît"," 182","Salaberry-de-Valleyfield",49,22,2,0,58,52,3,4,190,405
24071,"Salaberry--Suroît/Salaberry--Suroît"," 183","Salaberry-de-Valleyfield",34,4,0,1,69,38,2,2,150,315
24071,"Salaberry--Suroît/Salaberry--Suroît"," 184","Très-Saint-Sacrement",43,24,0,0,62,103,4,4,240,385
24071,"Salaberry--Suroît/Salaberry--Suroît"," 185","Très-Saint-Sacrement",48,49,0,0,55,122,1,6,281,443
24071,"Salaberry--Suroît/Salaberry--Suroît"," 186","Très-Saint-Sacrement",43,20,0,0,61,96,3,1,224,351
24071,"Salaberry--Suroît/Salaberry--Suroît"," 187","Très-Saint-Sacrement",27,30,0,1,47,124,5,1,235,369
24071,"Salaberry--Suroît/Salaberry--Suroît"," 188","Saint-Chrysostome",41,16,1,1,61,55,1,13,189,394
24071,"Salaberry--Suroît/Salaberry--Suroît"," 189","Saint-Chrysostome",50,10,0,3,51,41,0,1,156,298
24071,"Salaberry--Suroît/Salaberry--Suroît"," 190","Saint-Chrysostome",51,24,2,0,47,62,2,5,193,374
24071,"Salaberry--Suroît/Salaberry--Suroît"," 191","Saint-Chrysostome",45,17,0,1,36,38,1,4,142,306
24071,"Salaberry--Suroît/Salaberry--Suroît"," 192","Saint-Chrysostome",53,18,0,0,35,52,2,5,165,367
24071,"Salaberry--Suroît/Salaberry--Suroît"," 193","Saint-Chrysostome",52,16,1,1,42,75,5,4,196,371
24071,"Salaberry--Suroît/Salaberry--Suroît"," 194","Hemmingford",55,38,1,3,47,106,6,1,257,482
24071,"Salaberry--Suroît/Salaberry--Suroît"," 195","Hemmingford",28,33,1,1,45,83,0,4,195,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 196","Hemmingford",13,18,0,1,26,75,2,1,136,355
24071,"Salaberry--Suroît/Salaberry--Suroît"," 197","Hemmingford",16,24,2,3,41,90,4,4,184,452
24071,"Salaberry--Suroît/Salaberry--Suroît"," 198","Hemmingford",23,9,1,0,59,100,3,2,197,419
24071,"Salaberry--Suroît/Salaberry--Suroît"," 199","Havelock",32,23,1,1,54,68,6,1,186,292
24071,"Salaberry--Suroît/Salaberry--Suroît"," 200","Havelock",29,22,2,0,41,87,6,4,191,362
24071,"Salaberry--Suroît/Salaberry--Suroît"," 201","Saint-Antoine-Abbé",65,26,0,0,62,73,2,3,231,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 202","Saint-Antoine-Abbé",49,28,0,1,66,78,1,5,228,388
24071,"Salaberry--Suroît/Salaberry--Suroît"," 203","Franklin",25,24,0,0,52,62,4,2,169,297
24071,"Salaberry--Suroît/Salaberry--Suroît"," 204","Franklin",41,26,0,0,58,77,2,3,207,358
24071,"Salaberry--Suroît/Salaberry--Suroît"," 205","Ormstown",28,22,0,0,59,45,4,1,159,338
24071,"Salaberry--Suroît/Salaberry--Suroît"," 206","Ormstown",23,10,0,0,29,64,2,3,131,292
24071,"Salaberry--Suroît/Salaberry--Suroît"," 207","Ormstown",19,7,0,0,24,53,2,5,110,297
24071,"Salaberry--Suroît/Salaberry--Suroît"," 208","Ormstown",17,13,0,0,52,69,3,0,154,346
24071,"Salaberry--Suroît/Salaberry--Suroît"," 209","Ormstown",23,14,0,0,18,50,1,0,106,247
24071,"Salaberry--Suroît/Salaberry--Suroît"," 210","Ormstown",28,14,0,0,52,64,4,5,167,318
24071,"Salaberry--Suroît/Salaberry--Suroît"," 211","Ormstown",36,14,0,0,39,44,3,0,136,334
24071,"Salaberry--Suroît/Salaberry--Suroît"," 212","Ormstown",59,22,0,0,35,62,1,2,181,358
24071,"Salaberry--Suroît/Salaberry--Suroît"," 213","Ormstown",39,17,0,0,59,35,3,1,154,321
24071,"Salaberry--Suroît/Salaberry--Suroît"," 214","Godmanchester",34,32,0,0,65,111,1,1,244,389
24071,"Salaberry--Suroît/Salaberry--Suroît"," 215","Godmanchester",38,40,0,2,69,89,2,0,240,382
24071,"Salaberry--Suroît/Salaberry--Suroît"," 216","Godmanchester",11,45,0,1,42,108,6,1,214,371
24071,"Salaberry--Suroît/Salaberry--Suroît"," 217","Saint-Anicet",40,12,1,0,54,63,0,1,171,340
