Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kenny Chiu,Joe Peschisolido,Laura-Leah Shaw,Scott Stewart,Matthew Swanston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 41","Richmond",37,22,3,11,0,4,77,330
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 42","Richmond",38,38,5,14,2,0,97,308
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 43","Richmond",42,31,0,4,0,1,78,355
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 44","Richmond",58,51,5,19,2,1,136,473
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 45","Richmond",44,54,3,25,1,0,127,407
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 46","Richmond",45,79,11,28,0,1,164,348
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 47","Richmond",75,84,3,10,0,2,174,536
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 48","Richmond",55,84,7,31,3,3,183,428
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 49","Richmond",75,71,6,31,0,1,184,474
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 50","Richmond",59,54,2,9,2,0,126,388
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 51","Richmond",59,60,6,14,0,0,139,304
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 52","Richmond",77,94,3,29,2,1,206,538
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 53","Richmond",59,54,5,11,0,1,130,397
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 54","Richmond",81,68,7,30,4,2,192,480
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 55","Richmond",52,37,1,7,3,3,103,243
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 56","Richmond",69,74,4,11,1,1,160,353
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 57A","Richmond",73,57,3,8,4,2,147,345
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 57B","Richmond",47,50,1,5,2,0,105,285
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 58","Richmond",58,55,5,11,0,1,130,357
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 59","Richmond",70,60,3,15,1,1,150,419
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 60","Richmond",47,73,6,18,1,2,147,339
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 61","Richmond",60,48,1,10,1,2,122,344
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 62","Richmond",57,26,7,14,0,0,104,301
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 63","Richmond",65,60,0,12,2,0,139,373
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 64","Richmond",41,61,0,10,0,0,112,365
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 65","Richmond",47,63,0,11,1,0,122,313
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 66A","Richmond",53,34,3,1,3,3,97,392
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 66B","Richmond",53,37,2,17,1,0,110,289
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 67","Richmond",65,77,7,19,0,0,168,429
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 68","Richmond",106,93,16,19,0,5,239,435
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 69","Richmond",77,93,4,33,0,1,208,461
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 70","Richmond",93,102,7,32,2,1,237,558
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 71","Richmond",76,80,9,24,2,1,192,410
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 72","Richmond",94,92,8,20,5,2,221,441
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 73","Richmond",121,100,10,42,0,1,274,537
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 74","Richmond",97,91,7,21,2,3,221,512
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 75","Richmond",84,54,6,8,1,1,154,445
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 76","Richmond",61,87,7,24,2,4,185,435
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 77","Richmond",105,75,2,16,3,1,202,477
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 78","Richmond",84,59,3,9,0,1,156,398
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 79","Richmond",94,54,3,12,0,0,163,430
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 80","Richmond",76,87,6,12,2,1,184,436
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 81","Richmond",89,70,3,7,0,2,171,427
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 82","Richmond",76,49,1,14,0,1,141,438
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 83","Richmond",91,66,2,16,0,0,175,486
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 84","Richmond",101,60,7,18,1,1,188,475
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 85","Richmond",110,98,6,21,1,6,242,588
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 86","Richmond",98,56,2,20,0,2,178,429
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 87","Richmond",70,52,1,14,5,2,144,411
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 88","Richmond",63,82,4,8,0,0,157,414
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 89","Richmond",91,71,3,13,1,1,180,372
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 90","Richmond",116,103,6,24,0,1,250,443
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 91","Richmond",79,58,4,21,7,2,171,372
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 92","Richmond",67,98,8,27,0,0,200,510
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 93","Richmond",77,111,7,32,1,1,229,487
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 94","Richmond",70,91,8,17,3,0,189,363
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 95","Richmond",73,91,6,24,1,1,196,331
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 96","Richmond",54,145,11,35,2,0,247,469
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 97","Richmond",20,56,1,9,0,0,86,173
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 98","Richmond",58,134,11,28,3,2,236,478
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 99","Richmond",72,123,13,33,1,2,244,457
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 100","Richmond",71,122,3,25,1,2,224,458
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 101","Richmond",50,89,6,29,0,0,174,297
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 102","Richmond",72,98,10,22,1,1,204,330
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 103","Richmond",52,133,7,28,1,2,223,380
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 104","Richmond",82,100,6,28,2,1,219,430
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 105","Richmond",56,46,6,42,0,0,150,370
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 106","Richmond",53,106,9,30,1,0,199,420
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 107","Richmond",47,106,13,19,1,1,187,413
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 108","Richmond",126,72,24,2,2,1,227,504
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 109","Richmond",93,96,4,14,2,0,209,463
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 110","Richmond",102,97,4,27,1,1,232,523
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 111","Richmond",88,95,2,25,0,6,216,502
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 112","Richmond",97,74,5,4,1,3,184,389
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 113","Richmond",64,62,5,7,2,3,143,307
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 114","Richmond",74,76,5,28,0,1,184,396
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 115","Richmond",70,96,8,21,3,2,200,423
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 116","Richmond",79,115,12,19,1,3,229,458
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 117","Richmond",84,120,16,17,7,4,248,429
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 118","Richmond",65,96,2,20,0,1,184,333
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 119","Richmond",64,124,7,41,3,2,241,399
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 120","Richmond",59,123,8,30,2,1,223,446
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 121","Richmond",120,154,1,19,1,2,297,464
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 122","Richmond",123,123,3,22,2,2,275,495
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 123","Richmond",104,125,6,22,1,1,259,468
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 124","Richmond",103,143,13,37,2,3,301,536
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 125","Richmond",104,122,13,43,0,2,284,495
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 126","Richmond",59,73,11,28,1,1,173,536
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 127","Richmond",49,81,8,23,5,1,167,479
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 128","Richmond",80,110,7,27,2,1,227,504
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 129","Richmond",45,76,9,23,0,1,154,403
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 130","Richmond",82,82,16,24,1,0,205,505
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 131","Richmond",83,79,7,40,1,2,212,439
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 132","Richmond",88,108,16,27,1,0,240,448
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 133","Richmond",126,121,10,28,0,1,286,452
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 134","Richmond",129,113,13,36,2,1,294,456
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 135","Richmond",64,76,8,15,0,0,163,276
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 136","Richmond",109,123,10,35,1,0,278,449
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 137","Richmond",115,130,16,34,1,1,297,442
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 138","Richmond",80,119,11,40,1,0,251,486
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 139","Richmond",69,144,9,42,4,1,269,535
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 140","Richmond",63,78,8,26,0,1,176,359
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 141","Richmond",54,100,11,31,2,1,199,403
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 142","Richmond",64,80,10,41,1,0,196,380
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 143A","Richmond",34,69,7,16,4,2,132,268
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 143B","Mobile poll/Bureau itinérant",54,23,8,22,1,2,110,148
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 144","Richmond",123,115,20,32,1,0,291,554
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 145","Richmond",70,96,11,30,0,1,208,400
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 146","Richmond",61,98,6,13,1,0,179,356
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 147","Richmond",47,107,7,49,0,0,210,357
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 148","Richmond",84,109,4,36,0,0,233,393
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 149","Richmond",65,93,11,42,1,3,215,372
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 150","Richmond",87,113,9,37,0,1,247,427
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 151","Richmond",51,120,10,32,1,1,215,360
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 152","Richmond",38,100,16,42,2,0,198,395
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 153","Richmond",25,55,3,23,2,0,108,195
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 154","Richmond",88,110,15,34,0,0,247,393
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 155","Richmond",113,78,2,12,0,0,205,345
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 156","Richmond",84,115,14,37,0,0,250,449
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 157","Richmond",52,113,16,35,2,1,219,380
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 158","Richmond",105,155,9,43,3,0,315,579
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 159","Richmond",68,105,11,37,2,0,223,392
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 160","Richmond",73,139,19,43,3,0,277,489
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 161","Richmond",96,156,19,26,1,0,298,536
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 162","Richmond",69,87,11,32,3,3,205,461
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 163","Richmond",59,89,11,34,2,1,196,434
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 164","Richmond",55,107,11,32,1,2,208,421
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 165","Richmond",91,71,8,39,1,1,211,478
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 166","Richmond",80,102,8,13,3,3,209,445
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 167","Richmond",71,118,4,30,0,3,226,500
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 168","Richmond",62,109,20,51,4,1,247,558
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 500A","Mobile poll/Bureau itinérant",21,13,1,9,1,0,45,74
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°143B,,,,,,,8
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 501","Mobile poll/Bureau itinérant",44,11,4,3,1,2,65,86
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 600","Richmond",364,461,48,180,5,0,1058,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 601","Richmond",344,376,36,126,4,0,886,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 602","Richmond",371,425,33,145,4,7,985,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 603","Richmond",411,363,17,109,3,3,906,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 604","Richmond",480,309,11,103,4,3,910,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 605","Richmond",345,202,10,85,2,7,651,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 606","Richmond",411,365,24,115,3,7,925,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 607","Richmond",448,321,10,58,3,2,842,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 608","Richmond",327,505,19,107,6,7,971,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 609","Richmond",329,269,16,61,4,5,684,
59031,"Steveston--Richmond East/Steveston--Richmond-Est"," 610","Richmond",250,332,104,20,3,2,711,
59031,"Steveston--Richmond East/Steveston--Richmond-Est",,"Group 1/Groupe 1",16,35,2,17,1,2,73,66
59031,"Steveston--Richmond East/Steveston--Richmond-Est",,"Group 2/Groupe 2",318,460,41,179,2,25,1025,
