Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvain Chicoine,Jency Mercier,Brenda Shanahan,Sophie Stanké,Philippe St-Pierre,Linda Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 75","Mercier",34,3,61,54,16,1,5,174,375
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 76","Mercier",39,10,64,39,13,0,5,170,300
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 77","Mercier",46,5,40,53,23,0,0,167,309
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 78","Mercier",63,8,84,85,19,0,6,265,455
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 79","Mercier",67,7,74,83,30,0,5,266,463
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 80","Mercier",65,6,69,78,25,0,4,247,423
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 81","Mercier",61,2,64,68,18,0,5,218,427
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 82","Mercier",44,6,58,72,21,2,2,205,388
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 83","Mercier",71,3,71,64,10,0,4,223,399
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 84","Mercier",49,4,60,75,35,0,2,225,396
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 85","Mercier",64,3,89,88,28,0,1,273,473
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 86","Mercier",70,6,57,62,16,1,6,218,432
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 87","Mercier",56,7,53,64,15,0,5,200,397
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 88","Mercier",64,8,57,82,25,0,10,246,446
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 89","Mercier",61,5,71,63,28,0,3,231,454
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 90A","Mercier",33,7,33,61,15,0,4,153,357
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 90B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°146B,,,,,,,,41
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 91","Mercier",64,6,65,69,27,1,2,234,405
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 92","Mercier",75,7,69,73,20,2,4,250,508
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 93","Mercier",51,5,84,81,13,0,4,238,414
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 94","Mercier",80,7,108,69,38,0,4,306,552
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 95","Châteauguay",61,0,89,48,20,1,2,221,435
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 96","Châteauguay",72,4,85,62,25,0,1,249,466
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 97","Châteauguay",79,6,118,106,40,1,7,357,687
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 98","Châteauguay",42,2,106,48,15,0,4,217,422
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 99","Châteauguay",40,3,82,37,17,1,2,182,378
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 100","Châteauguay",63,6,97,86,17,1,1,271,467
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 101","Châteauguay",62,1,107,55,19,2,6,252,446
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 102","Châteauguay",54,5,95,50,28,2,5,239,405
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 103","Châteauguay",55,3,93,43,10,0,2,206,355
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 104","Châteauguay",92,6,150,88,54,1,7,398,707
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 105","Châteauguay",51,4,94,52,25,0,3,229,413
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 106","Châteauguay",49,5,71,88,11,1,6,231,424
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 107","Châteauguay",63,7,71,85,20,0,4,250,421
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 108","Châteauguay",50,8,73,87,16,0,5,239,444
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 109","Châteauguay",34,6,85,70,24,1,3,223,404
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 110","Châteauguay",46,2,89,65,23,1,2,228,416
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 111","Châteauguay",52,7,86,68,22,0,4,239,417
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 112","Châteauguay",49,3,121,61,22,0,3,259,430
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 113","Châteauguay",66,7,96,37,15,1,4,226,380
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 114","Châteauguay",54,3,107,43,19,0,1,227,419
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 115","Châteauguay",57,2,75,57,20,0,1,212,444
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 116","Châteauguay",33,4,69,40,17,0,4,167,389
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 117","Léry",42,3,69,44,24,3,5,190,372
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 118","Léry",33,3,83,39,26,1,0,185,348
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 119","Léry",58,12,78,75,19,0,6,248,418
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 120","Léry",61,5,72,82,27,1,4,252,397
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 121","Léry",54,4,77,60,15,1,2,213,371
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 122","Sainte-Martine",49,3,56,55,27,0,2,192,324
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 123","Sainte-Martine",53,6,61,81,23,0,29,253,416
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 124","Sainte-Martine",57,6,64,57,20,0,1,205,357
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 125","Sainte-Martine",46,4,44,38,14,0,5,151,259
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 126","Sainte-Martine",27,6,44,67,16,1,4,165,320
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 127","Sainte-Martine",50,8,70,65,16,0,2,211,397
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 128","Sainte-Martine",41,3,34,24,11,0,1,114,261
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 129","Sainte-Martine",36,2,44,66,25,0,5,178,344
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 130","Sainte-Martine",42,2,39,40,17,0,4,144,290
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 131","Sainte-Martine",40,2,48,51,7,1,4,153,287
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 132","Sainte-Martine",26,3,42,39,18,2,3,133,279
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 133","Sainte-Martine",46,4,43,48,17,0,8,166,341
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 134","Sainte-Martine",42,4,62,48,17,0,2,175,323
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 135","Saint-Urbain-Premier",61,5,58,63,31,1,8,227,331
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 136","Saint-Urbain-Premier",51,3,87,61,32,0,6,240,361
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 137","Saint-Urbain-Premier",54,1,63,61,24,0,3,206,304
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 138","Saint-Rémi",55,3,98,113,34,0,4,307,579
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 139","Saint-Rémi",108,7,118,113,42,2,9,399,660
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 140","Saint-Rémi",30,0,57,45,15,0,7,154,387
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 141","Saint-Rémi",61,4,83,99,30,0,5,282,486
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 142","Saint-Rémi",38,1,71,55,23,0,2,190,344
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 143","Saint-Rémi",54,2,75,63,34,1,4,233,378
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 144","Saint-Rémi",38,1,50,54,23,1,4,171,352
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 145","Saint-Rémi",28,2,65,57,9,0,1,162,388
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 146A","Saint-Rémi",28,3,41,25,9,1,0,107,244
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 146B","Mobile poll/Bureau itinérant",20,2,60,9,15,1,1,108,91
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 147","Saint-Rémi",60,3,98,102,38,3,5,309,543
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 148","Saint-Rémi",21,8,61,58,16,0,1,165,434
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 149","Saint-Rémi",32,3,35,37,12,1,13,133,359
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 150","Saint-Rémi",52,8,73,74,37,0,7,251,458
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 151","Saint-Rémi",53,7,69,57,35,2,5,228,457
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 152","Saint-Michel",26,1,44,56,11,2,1,141,247
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 153","Saint-Michel",53,3,91,74,24,0,2,247,369
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 154","Saint-Michel",37,6,54,55,35,0,2,189,301
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 155","Saint-Michel",58,5,77,67,18,0,9,234,370
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 156","Saint-Michel",52,2,82,71,27,1,5,240,415
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 157","Saint-Michel",39,5,77,44,14,1,4,184,334
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 158","Saint-Michel",41,1,67,39,10,1,4,163,294
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 159","St. Edouard",51,5,75,60,23,0,2,216,393
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 160","St. Edouard",28,5,62,64,19,1,3,182,273
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 161","St. Edouard",42,3,80,57,30,0,4,216,386
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 162","Saint-Jacques-le-Mineur",43,5,58,78,18,2,5,209,349
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 163","Saint-Jacques-le-Mineur",36,4,59,47,25,0,1,172,273
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 164","Saint-Jacques-le-Mineur",47,8,81,69,28,0,2,235,349
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 165","Saint-Jacques-le-Mineur",23,2,52,57,23,0,4,161,262
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 166","Saint-Cyprien-de-Napierville",57,5,77,66,24,1,5,235,452
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 167","Saint-Cyprien-de-Napierville",35,5,54,33,21,0,6,154,355
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 168","Napierville",29,5,82,41,23,0,9,189,385
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 169","Napierville",36,3,70,43,21,0,8,181,362
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 170","Napierville",42,4,86,62,24,1,7,226,454
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 171","Napierville",29,2,53,41,18,1,9,153,349
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 172","Napierville",50,10,75,62,27,0,4,228,457
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 173","Napierville",58,6,75,66,27,0,3,235,468
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 174","Saint-Cyprien-de-Napierville",61,7,95,55,32,1,6,257,502
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 175","Saint-Cyprien-de-Napierville",23,3,43,33,26,0,5,133,276
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 176","Saint-Cyprien-de-Napierville",55,4,56,42,27,2,7,193,385
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 177","Sherrington",26,2,87,52,22,0,3,192,311
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 178","Sherrington",29,1,64,42,18,0,6,160,269
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 179","Sherrington",48,0,44,51,17,1,1,162,280
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 180","Sherrington",43,6,70,70,35,0,2,226,346
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 181","Sherrington",41,5,73,52,36,1,8,216,332
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 182","Sainte-Clotilde-de-Châteauguay",29,4,68,51,25,1,5,183,360
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 183","Sainte-Clotilde-de-Châteauguay",45,1,53,38,25,0,1,163,315
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 184","Sainte-Clotilde-de-Châteauguay",20,4,42,42,14,1,3,126,281
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 185","Sainte-Clotilde-de-Châteauguay",27,4,34,64,16,0,4,149,319
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 186","Saint-Bernard-de-Lacolle",44,3,44,52,27,1,3,174,321
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 187","Saint-Bernard-de-Lacolle",28,2,82,34,11,2,3,162,324
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 188","Saint-Bernard-de-Lacolle",19,4,65,28,12,0,2,130,286
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 189A","Saint-Bernard-de-Lacolle",44,10,53,38,9,0,3,157,290
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 189B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,20
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 500","Mobile poll/Bureau itinérant",28,5,72,26,16,1,0,148,190
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 501","Mobile poll/Bureau itinérant",12,2,24,7,4,0,1,50,88
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 502","Mobile poll/Bureau itinérant",25,1,74,21,12,2,1,136,168
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 503","Mobile poll/Bureau itinérant",27,3,72,24,21,1,2,150,193
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 504","Mobile poll/Bureau itinérant",12,2,22,13,4,1,3,57,157
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 505A","Mobile poll/Bureau itinérant",5,3,30,3,1,0,1,43,81
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 505B","Saint-Rémi",Merged with No./Fusionné avec le n°150,,,,,,,,18
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 506","Mobile poll/Bureau itinérant",4,1,38,2,10,1,3,59,39
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 600","Châteauguay",202,8,273,163,102,4,17,769,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 601","Léry",87,5,107,86,50,0,7,342,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 602","Châteauguay",188,13,435,109,139,1,3,888,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 603","Châteauguay",245,6,305,193,104,1,13,867,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 604","Châteauguay",237,9,508,130,129,4,7,1024,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 605","Châteauguay",197,12,404,136,91,1,8,849,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 606","Châteauguay",190,6,347,132,95,1,9,780,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 607","Mercier",291,13,283,221,116,3,16,943,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 608","Mercier",201,9,163,170,98,2,13,656,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 609","St. Isidore",101,9,85,86,40,1,7,329,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 610","Saint-Rémi",190,6,253,221,120,1,15,806,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 611","Saint-Michel",113,4,134,109,72,1,8,441,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 612","Sainte-Martine",219,9,183,190,84,1,9,695,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 613","Sainte-Clotilde-de-Châteauguay",52,5,84,45,26,1,4,217,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 614","Saint-Bernard-de-Lacolle",55,5,83,53,41,0,6,243,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle"," 615","Napierville",189,12,250,175,152,3,21,802,
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle",,"Group 1/Groupe 1",16,6,49,4,21,0,2,98,66
24021,"Châteauguay--Lacolle/Châteauguay--Lacolle",,"Group 2/Groupe 2",185,11,251,99,70,5,20,641,
