Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Elaine Allan,Constance Barnes,Lisa Barrett,John Clarke,Hedy Fry,Michael Hill,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59034,"Vancouver Centre/Vancouver-Centre"," 29","Vancouver",10,53,16,1,110,0,0,190,357
59034,"Vancouver Centre/Vancouver-Centre"," 30","Vancouver",18,54,14,2,120,0,2,210,502
59034,"Vancouver Centre/Vancouver-Centre"," 31","Vancouver",32,37,12,2,103,0,0,186,399
59034,"Vancouver Centre/Vancouver-Centre"," 32","Vancouver",9,36,9,0,54,1,1,110,298
59034,"Vancouver Centre/Vancouver-Centre"," 33","Vancouver",30,59,13,4,130,0,0,236,540
59034,"Vancouver Centre/Vancouver-Centre"," 34","Vancouver",51,37,4,2,112,1,0,207,463
59034,"Vancouver Centre/Vancouver-Centre"," 35","Vancouver",57,9,3,1,79,1,0,150,342
59034,"Vancouver Centre/Vancouver-Centre"," 36","Vancouver",53,31,9,5,94,1,0,193,387
59034,"Vancouver Centre/Vancouver-Centre"," 37","Vancouver",78,27,7,3,131,0,1,247,528
59034,"Vancouver Centre/Vancouver-Centre"," 38","Vancouver",45,30,4,7,102,0,0,188,495
59034,"Vancouver Centre/Vancouver-Centre"," 39","Vancouver",43,20,11,3,84,0,3,164,466
59034,"Vancouver Centre/Vancouver-Centre"," 40","Vancouver",19,27,4,0,92,0,2,144,360
59034,"Vancouver Centre/Vancouver-Centre"," 41","Vancouver",42,11,8,2,101,0,0,164,394
59034,"Vancouver Centre/Vancouver-Centre"," 42","Vancouver",52,16,7,2,87,0,2,166,371
59034,"Vancouver Centre/Vancouver-Centre"," 43","Vancouver",71,7,6,2,73,0,0,159,473
59034,"Vancouver Centre/Vancouver-Centre"," 44","Vancouver",76,55,19,2,154,0,0,306,514
59034,"Vancouver Centre/Vancouver-Centre"," 45","Vancouver",60,19,2,4,94,0,0,179,409
59034,"Vancouver Centre/Vancouver-Centre"," 46","Vancouver",32,26,9,4,120,0,0,191,393
59034,"Vancouver Centre/Vancouver-Centre"," 47","Vancouver",31,20,2,1,100,0,0,154,338
59034,"Vancouver Centre/Vancouver-Centre"," 48","Vancouver",38,39,8,3,110,0,1,199,462
59034,"Vancouver Centre/Vancouver-Centre"," 49","Vancouver",40,11,10,2,72,0,0,135,373
59034,"Vancouver Centre/Vancouver-Centre"," 50","Vancouver",19,22,2,0,79,1,1,124,338
59034,"Vancouver Centre/Vancouver-Centre"," 51","Vancouver",28,21,9,2,87,1,0,148,412
59034,"Vancouver Centre/Vancouver-Centre"," 52","Vancouver",18,75,14,2,129,2,2,242,460
59034,"Vancouver Centre/Vancouver-Centre"," 53","Vancouver",20,50,15,0,143,0,0,228,436
59034,"Vancouver Centre/Vancouver-Centre"," 54","Vancouver",25,50,16,0,122,0,0,213,445
59034,"Vancouver Centre/Vancouver-Centre"," 55","Vancouver",19,48,14,2,94,0,1,178,393
59034,"Vancouver Centre/Vancouver-Centre"," 56","Vancouver",25,78,23,3,205,1,0,335,658
59034,"Vancouver Centre/Vancouver-Centre"," 57","Vancouver",26,57,21,2,214,0,0,320,361
59034,"Vancouver Centre/Vancouver-Centre"," 58","Vancouver",19,47,12,2,124,0,4,208,484
59034,"Vancouver Centre/Vancouver-Centre"," 59","Vancouver",22,49,22,2,139,0,2,236,529
59034,"Vancouver Centre/Vancouver-Centre"," 60","Vancouver",38,59,13,4,137,0,0,251,508
59034,"Vancouver Centre/Vancouver-Centre"," 61","Vancouver",Merged with No./Fusionné avec le n°57,,,,,,,,296
59034,"Vancouver Centre/Vancouver-Centre"," 62","Vancouver",20,63,12,4,139,0,0,238,558
59034,"Vancouver Centre/Vancouver-Centre"," 63","Vancouver",30,95,22,6,170,0,1,324,672
59034,"Vancouver Centre/Vancouver-Centre"," 64","Vancouver",19,41,21,2,126,0,1,210,430
59034,"Vancouver Centre/Vancouver-Centre"," 65","Vancouver",23,58,13,1,107,1,1,204,497
59034,"Vancouver Centre/Vancouver-Centre"," 66","Vancouver",11,31,14,3,83,0,0,142,286
59034,"Vancouver Centre/Vancouver-Centre"," 67","Vancouver",16,66,26,4,153,0,1,266,475
59034,"Vancouver Centre/Vancouver-Centre"," 68","Vancouver",13,64,20,1,124,0,1,223,466
59034,"Vancouver Centre/Vancouver-Centre"," 69","Vancouver",18,39,14,2,108,1,0,182,391
59034,"Vancouver Centre/Vancouver-Centre"," 70","Vancouver",25,32,16,0,83,0,0,156,380
59034,"Vancouver Centre/Vancouver-Centre"," 71","Vancouver",26,40,19,3,121,0,0,209,479
59034,"Vancouver Centre/Vancouver-Centre"," 72","Vancouver",15,80,10,1,136,0,0,242,519
59034,"Vancouver Centre/Vancouver-Centre"," 73","Vancouver",15,52,8,0,115,0,0,190,392
59034,"Vancouver Centre/Vancouver-Centre"," 74A","Vancouver",10,15,9,0,44,1,0,79,197
59034,"Vancouver Centre/Vancouver-Centre"," 74B","Mobile poll/Bureau itinérant",12,18,10,2,44,0,1,87,55
59034,"Vancouver Centre/Vancouver-Centre"," 74C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°74B,,,,,,,,68
59034,"Vancouver Centre/Vancouver-Centre"," 75","Vancouver",33,63,15,3,109,0,0,223,508
59034,"Vancouver Centre/Vancouver-Centre"," 76","Vancouver",20,45,15,1,106,0,2,189,403
59034,"Vancouver Centre/Vancouver-Centre"," 77","Vancouver",10,37,10,0,64,2,1,124,292
59034,"Vancouver Centre/Vancouver-Centre"," 78","Vancouver",28,40,7,2,85,2,0,164,358
59034,"Vancouver Centre/Vancouver-Centre"," 79","Vancouver",23,44,14,3,124,0,4,212,539
59034,"Vancouver Centre/Vancouver-Centre"," 80","Vancouver",45,18,12,3,93,0,0,171,474
59034,"Vancouver Centre/Vancouver-Centre"," 81","Vancouver",42,9,6,0,82,0,1,140,445
59034,"Vancouver Centre/Vancouver-Centre"," 82","Vancouver",75,7,4,4,66,1,2,159,517
59034,"Vancouver Centre/Vancouver-Centre"," 83","Vancouver",14,26,6,1,61,0,0,108,310
59034,"Vancouver Centre/Vancouver-Centre"," 84","Vancouver",42,50,13,4,133,0,0,242,540
59034,"Vancouver Centre/Vancouver-Centre"," 85A","Vancouver",10,53,9,0,67,0,0,139,348
59034,"Vancouver Centre/Vancouver-Centre"," 85B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°74B,,,,,,,,24
59034,"Vancouver Centre/Vancouver-Centre"," 86","Vancouver",14,71,22,2,105,0,1,215,433
59034,"Vancouver Centre/Vancouver-Centre"," 87","Vancouver",17,68,21,3,159,0,1,269,581
59034,"Vancouver Centre/Vancouver-Centre"," 88","Vancouver",25,28,7,4,117,0,0,181,438
59034,"Vancouver Centre/Vancouver-Centre"," 89","Vancouver",35,49,13,2,145,1,1,246,362
59034,"Vancouver Centre/Vancouver-Centre"," 90","Vancouver",9,34,7,1,93,0,0,144,322
59034,"Vancouver Centre/Vancouver-Centre"," 91","Vancouver",10,31,6,1,99,1,0,148,344
59034,"Vancouver Centre/Vancouver-Centre"," 92","Vancouver",9,39,9,2,93,0,1,153,326
59034,"Vancouver Centre/Vancouver-Centre"," 93","Vancouver",12,44,13,1,102,0,2,174,364
59034,"Vancouver Centre/Vancouver-Centre"," 94","Vancouver",32,66,16,3,146,0,2,265,621
59034,"Vancouver Centre/Vancouver-Centre"," 95","Vancouver",32,41,8,4,97,0,0,182,447
59034,"Vancouver Centre/Vancouver-Centre"," 96","Vancouver",18,26,6,1,83,0,0,134,343
59034,"Vancouver Centre/Vancouver-Centre"," 97","Vancouver",Merged with No./Fusionné avec le n°99,,,,,,,,150
59034,"Vancouver Centre/Vancouver-Centre"," 98","Vancouver",42,71,22,2,209,0,1,347,607
59034,"Vancouver Centre/Vancouver-Centre"," 99","Vancouver",13,71,16,4,135,1,0,240,311
59034,"Vancouver Centre/Vancouver-Centre"," 100","Vancouver",33,57,20,4,160,0,0,274,483
59034,"Vancouver Centre/Vancouver-Centre"," 101","Vancouver",29,80,11,2,140,0,1,263,481
59034,"Vancouver Centre/Vancouver-Centre"," 102","Vancouver",25,13,3,2,65,0,0,108,272
59034,"Vancouver Centre/Vancouver-Centre"," 103","Vancouver",26,45,21,2,128,1,1,224,578
59034,"Vancouver Centre/Vancouver-Centre"," 104","Vancouver",Merged with No./Fusionné avec le n°123,,,,,,,,345
59034,"Vancouver Centre/Vancouver-Centre"," 105","Vancouver",13,30,7,5,84,0,0,139,404
59034,"Vancouver Centre/Vancouver-Centre"," 106","Vancouver",30,36,18,4,95,0,3,186,484
59034,"Vancouver Centre/Vancouver-Centre"," 107","Vancouver",19,27,9,3,130,0,2,190,409
59034,"Vancouver Centre/Vancouver-Centre"," 108","Vancouver",12,40,15,1,124,0,0,192,479
59034,"Vancouver Centre/Vancouver-Centre"," 109","Vancouver",56,34,11,2,161,0,0,264,555
59034,"Vancouver Centre/Vancouver-Centre"," 110","Vancouver",52,12,14,2,121,1,0,202,454
59034,"Vancouver Centre/Vancouver-Centre"," 111","Vancouver",75,11,4,0,95,0,0,185,438
59034,"Vancouver Centre/Vancouver-Centre"," 112","Vancouver",44,31,7,4,108,1,0,195,387
59034,"Vancouver Centre/Vancouver-Centre"," 113","Vancouver",47,45,10,4,150,0,2,258,514
59034,"Vancouver Centre/Vancouver-Centre"," 114","Vancouver",14,30,11,2,61,2,1,121,300
59034,"Vancouver Centre/Vancouver-Centre"," 115","Vancouver",32,44,13,2,143,1,2,237,483
59034,"Vancouver Centre/Vancouver-Centre"," 116","Vancouver",31,15,13,2,81,0,0,142,400
59034,"Vancouver Centre/Vancouver-Centre"," 117","Vancouver",21,16,7,1,46,0,0,91,317
59034,"Vancouver Centre/Vancouver-Centre"," 118","Vancouver",Merged with No./Fusionné avec le n°89,,,,,,,,218
59034,"Vancouver Centre/Vancouver-Centre"," 119","Vancouver",26,13,6,4,80,0,0,129,322
59034,"Vancouver Centre/Vancouver-Centre"," 120","Vancouver",28,22,4,7,98,0,1,160,381
59034,"Vancouver Centre/Vancouver-Centre"," 121","Vancouver",28,18,8,2,83,0,0,139,314
59034,"Vancouver Centre/Vancouver-Centre"," 122","Vancouver",37,28,5,3,131,0,0,204,420
59034,"Vancouver Centre/Vancouver-Centre"," 123","Vancouver",60,50,14,3,208,1,1,337,375
59034,"Vancouver Centre/Vancouver-Centre"," 124","Vancouver",19,21,7,1,93,2,1,144,258
59034,"Vancouver Centre/Vancouver-Centre"," 125","Vancouver",36,18,10,2,95,0,1,162,373
59034,"Vancouver Centre/Vancouver-Centre"," 126","Vancouver",22,31,9,2,89,1,0,154,341
59034,"Vancouver Centre/Vancouver-Centre"," 127","Vancouver",33,15,6,2,126,0,1,183,396
59034,"Vancouver Centre/Vancouver-Centre"," 128","Vancouver",32,17,2,3,58,0,0,112,333
59034,"Vancouver Centre/Vancouver-Centre"," 129","Vancouver",26,31,13,4,114,0,0,188,426
59034,"Vancouver Centre/Vancouver-Centre"," 130","Vancouver",31,25,5,1,122,0,0,184,447
59034,"Vancouver Centre/Vancouver-Centre"," 131","Vancouver",49,37,4,5,163,0,1,259,539
59034,"Vancouver Centre/Vancouver-Centre"," 132","Vancouver",33,28,9,5,75,0,0,150,353
59034,"Vancouver Centre/Vancouver-Centre"," 133","Vancouver",26,15,9,1,100,0,0,151,316
59034,"Vancouver Centre/Vancouver-Centre"," 134","Vancouver",37,18,7,3,71,0,3,139,279
59034,"Vancouver Centre/Vancouver-Centre"," 135","Vancouver",42,11,3,2,92,0,0,150,322
59034,"Vancouver Centre/Vancouver-Centre"," 136","Vancouver",24,12,4,2,75,0,0,117,294
59034,"Vancouver Centre/Vancouver-Centre"," 137","Vancouver",37,29,8,4,100,0,0,178,483
59034,"Vancouver Centre/Vancouver-Centre"," 138","Vancouver",30,22,4,1,101,0,1,159,341
59034,"Vancouver Centre/Vancouver-Centre"," 139","Vancouver",26,17,2,1,89,0,2,137,315
59034,"Vancouver Centre/Vancouver-Centre"," 140","Vancouver",Merged with No./Fusionné avec le n°138,,,,,,,,226
59034,"Vancouver Centre/Vancouver-Centre"," 141","Vancouver",55,16,5,4,194,0,0,274,574
59034,"Vancouver Centre/Vancouver-Centre"," 142","Vancouver",52,48,14,7,237,0,1,359,652
59034,"Vancouver Centre/Vancouver-Centre"," 143","Vancouver",50,20,5,0,106,0,1,182,409
59034,"Vancouver Centre/Vancouver-Centre"," 144","Vancouver",41,36,16,3,177,0,1,274,559
59034,"Vancouver Centre/Vancouver-Centre"," 145","Vancouver",31,32,8,2,97,0,0,170,356
59034,"Vancouver Centre/Vancouver-Centre"," 146","Vancouver",63,30,15,2,126,0,0,236,539
59034,"Vancouver Centre/Vancouver-Centre"," 147","Vancouver",31,8,7,3,107,0,1,157,368
59034,"Vancouver Centre/Vancouver-Centre"," 148","Vancouver",35,15,6,2,120,1,1,180,402
59034,"Vancouver Centre/Vancouver-Centre"," 149","Vancouver",52,23,9,2,98,0,0,184,456
59034,"Vancouver Centre/Vancouver-Centre"," 150","Vancouver",36,42,8,7,91,1,3,188,486
59034,"Vancouver Centre/Vancouver-Centre"," 151","Vancouver",37,21,8,2,88,1,0,157,361
59034,"Vancouver Centre/Vancouver-Centre"," 152","Vancouver",35,19,8,1,91,0,0,154,374
59034,"Vancouver Centre/Vancouver-Centre"," 153","Vancouver",77,24,6,1,100,0,2,210,514
59034,"Vancouver Centre/Vancouver-Centre"," 154","Vancouver",51,31,4,9,95,1,0,191,405
59034,"Vancouver Centre/Vancouver-Centre"," 155","Vancouver",64,29,11,5,116,0,2,227,493
59034,"Vancouver Centre/Vancouver-Centre"," 156","Vancouver",53,8,11,4,78,0,1,155,395
59034,"Vancouver Centre/Vancouver-Centre"," 157","Vancouver",29,49,19,3,103,0,1,204,476
59034,"Vancouver Centre/Vancouver-Centre"," 158","Vancouver",36,20,10,6,71,0,1,144,344
59034,"Vancouver Centre/Vancouver-Centre"," 159","Vancouver",27,29,5,3,107,0,0,171,352
59034,"Vancouver Centre/Vancouver-Centre"," 160","Vancouver",12,19,6,4,78,0,0,119,261
59034,"Vancouver Centre/Vancouver-Centre"," 161","Vancouver",72,26,11,10,187,0,2,308,681
59034,"Vancouver Centre/Vancouver-Centre"," 162","Vancouver",45,40,12,6,185,0,0,288,606
59034,"Vancouver Centre/Vancouver-Centre"," 163","Vancouver",30,33,14,4,130,0,1,212,405
59034,"Vancouver Centre/Vancouver-Centre"," 164","Vancouver",19,41,7,5,92,1,1,166,330
59034,"Vancouver Centre/Vancouver-Centre"," 165","Vancouver",61,18,17,3,149,0,0,248,580
59034,"Vancouver Centre/Vancouver-Centre"," 166","Vancouver",56,26,5,8,116,0,0,211,453
59034,"Vancouver Centre/Vancouver-Centre"," 167","Vancouver",48,21,5,4,129,0,0,207,468
59034,"Vancouver Centre/Vancouver-Centre"," 168","Vancouver",76,11,5,4,89,0,1,186,482
59034,"Vancouver Centre/Vancouver-Centre"," 169","Vancouver",57,23,10,2,86,0,3,181,473
59034,"Vancouver Centre/Vancouver-Centre"," 170","Vancouver",71,10,5,0,77,0,1,164,389
59034,"Vancouver Centre/Vancouver-Centre"," 171","Vancouver",48,16,15,3,91,1,1,175,377
59034,"Vancouver Centre/Vancouver-Centre"," 172","Vancouver",53,11,9,0,67,0,1,141,328
59034,"Vancouver Centre/Vancouver-Centre"," 173","Vancouver",68,32,13,1,100,1,0,215,437
59034,"Vancouver Centre/Vancouver-Centre"," 174","Vancouver",49,18,17,1,126,0,0,211,415
59034,"Vancouver Centre/Vancouver-Centre"," 175","Vancouver",33,53,10,2,128,0,0,226,398
59034,"Vancouver Centre/Vancouver-Centre"," 176","Vancouver",28,61,18,4,165,0,0,276,443
59034,"Vancouver Centre/Vancouver-Centre"," 177","Vancouver",31,50,17,3,119,1,2,223,418
59034,"Vancouver Centre/Vancouver-Centre"," 178","Vancouver",55,34,12,0,100,0,0,201,391
59034,"Vancouver Centre/Vancouver-Centre"," 179","Vancouver",44,49,20,3,114,0,0,230,439
59034,"Vancouver Centre/Vancouver-Centre"," 180","Vancouver",39,31,7,3,118,0,0,198,421
59034,"Vancouver Centre/Vancouver-Centre"," 181","Vancouver",38,41,14,2,117,0,0,212,427
59034,"Vancouver Centre/Vancouver-Centre"," 182","Vancouver",26,55,20,5,168,0,1,275,509
59034,"Vancouver Centre/Vancouver-Centre"," 183","Vancouver",23,39,20,0,153,0,0,235,459
59034,"Vancouver Centre/Vancouver-Centre"," 184","Vancouver",42,41,27,2,118,0,0,230,432
59034,"Vancouver Centre/Vancouver-Centre"," 185","Vancouver",21,23,14,0,97,0,0,155,421
59034,"Vancouver Centre/Vancouver-Centre"," 186","Vancouver",26,31,17,2,152,0,0,228,428
59034,"Vancouver Centre/Vancouver-Centre"," 187","Vancouver",32,84,24,1,124,0,3,268,384
59034,"Vancouver Centre/Vancouver-Centre"," 188","Vancouver",39,74,23,1,131,0,1,269,466
59034,"Vancouver Centre/Vancouver-Centre"," 189","Vancouver",57,98,27,3,177,1,2,365,311
59034,"Vancouver Centre/Vancouver-Centre"," 190","Vancouver",31,73,29,3,134,1,0,271,459
59034,"Vancouver Centre/Vancouver-Centre"," 191","Vancouver",38,50,4,2,112,0,3,209,415
59034,"Vancouver Centre/Vancouver-Centre"," 192","Vancouver",45,51,13,5,117,0,0,231,479
59034,"Vancouver Centre/Vancouver-Centre"," 193","Vancouver",Merged with No./Fusionné avec le n°189,,,,,,,,336
59034,"Vancouver Centre/Vancouver-Centre"," 194","Vancouver",61,24,13,2,88,0,0,188,396
59034,"Vancouver Centre/Vancouver-Centre"," 195","Vancouver",23,11,4,0,90,0,0,128,299
59034,"Vancouver Centre/Vancouver-Centre"," 196","Vancouver",27,59,7,1,99,1,2,196,412
59034,"Vancouver Centre/Vancouver-Centre"," 197","Vancouver",39,21,6,2,120,0,4,192,350
59034,"Vancouver Centre/Vancouver-Centre"," 198","Vancouver",60,45,4,3,126,0,3,241,511
59034,"Vancouver Centre/Vancouver-Centre"," 199","Vancouver",38,50,8,5,80,1,1,183,352
59034,"Vancouver Centre/Vancouver-Centre"," 200","Vancouver",83,32,6,1,129,0,0,251,418
59034,"Vancouver Centre/Vancouver-Centre"," 201","Vancouver",56,84,23,4,196,1,3,367,629
59034,"Vancouver Centre/Vancouver-Centre"," 202","Vancouver",49,39,10,1,124,0,0,223,414
59034,"Vancouver Centre/Vancouver-Centre"," 203","Vancouver",Merged with No./Fusionné avec le n°210,,,,,,,,156
59034,"Vancouver Centre/Vancouver-Centre"," 204","Vancouver",72,51,7,11,256,0,0,397,713
59034,"Vancouver Centre/Vancouver-Centre"," 205","Vancouver",69,48,20,5,219,0,3,364,667
59034,"Vancouver Centre/Vancouver-Centre"," 206","Vancouver",58,34,8,2,152,0,0,254,283
59034,"Vancouver Centre/Vancouver-Centre"," 207","Vancouver",Merged with No./Fusionné avec le n°206,,,,,,,,194
59034,"Vancouver Centre/Vancouver-Centre"," 208","Vancouver",60,23,6,5,181,0,3,278,506
59034,"Vancouver Centre/Vancouver-Centre"," 209","Vancouver",Void/Supprimé,,,,,,,,
59034,"Vancouver Centre/Vancouver-Centre"," 210","Vancouver",38,25,9,3,147,0,0,222,251
59034,"Vancouver Centre/Vancouver-Centre"," 500","Mobile poll/Bureau itinérant",17,21,9,3,44,3,3,100,168
59034,"Vancouver Centre/Vancouver-Centre"," 501","Mobile poll/Bureau itinérant",15,15,5,2,23,0,1,61,114
59034,"Vancouver Centre/Vancouver-Centre"," 600","Vancouver",175,291,96,8,652,2,4,1228,
59034,"Vancouver Centre/Vancouver-Centre"," 601","Vancouver",126,421,98,6,644,0,4,1299,
59034,"Vancouver Centre/Vancouver-Centre"," 602","Vancouver",180,91,31,2,400,0,3,707,
59034,"Vancouver Centre/Vancouver-Centre"," 603","Vancouver",116,344,71,7,633,0,2,1173,
59034,"Vancouver Centre/Vancouver-Centre"," 604","Vancouver",112,327,67,4,600,1,1,1112,
59034,"Vancouver Centre/Vancouver-Centre"," 605","Vancouver",126,313,56,7,560,3,4,1069,
59034,"Vancouver Centre/Vancouver-Centre"," 606","Vancouver",173,227,35,6,535,0,3,979,
59034,"Vancouver Centre/Vancouver-Centre"," 607","Vancouver",138,122,29,4,485,1,0,779,
59034,"Vancouver Centre/Vancouver-Centre"," 608","Vancouver",131,150,41,7,524,2,2,857,
59034,"Vancouver Centre/Vancouver-Centre"," 609","Vancouver",227,176,48,11,675,0,3,1140,
59034,"Vancouver Centre/Vancouver-Centre"," 610","Vancouver",306,155,37,7,600,0,2,1107,
59034,"Vancouver Centre/Vancouver-Centre"," 611","Vancouver",201,240,71,3,597,2,3,1117,
59034,"Vancouver Centre/Vancouver-Centre"," 612","Vancouver",127,179,51,3,402,0,4,766,
59034,"Vancouver Centre/Vancouver-Centre"," 613","Vancouver",189,171,35,8,530,3,3,939,
59034,"Vancouver Centre/Vancouver-Centre",,"Group 1/Groupe 1",8,65,18,6,153,0,15,265,319
59034,"Vancouver Centre/Vancouver-Centre",,"Group 2/Groupe 2",437,749,161,14,1342,4,47,2754,
