Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ram Faerber,Marty Lancaster,Alex Nuttall,Darren Roskam,Brian Tamblyn,Ellen White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 26","Oro-Medonte",3,16,93,1,78,15,0,206,371
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 27","Oro-Medonte",0,5,96,2,99,14,0,216,397
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 28","Oro-Medonte",0,10,79,3,61,14,0,167,363
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 29","Springwater",0,6,61,0,30,7,0,104,300
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 30","Springwater",0,11,92,0,39,7,0,149,342
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 31","Springwater",1,2,94,1,43,5,0,146,303
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 32","Springwater",2,13,100,4,68,20,1,208,426
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 33","Springwater",0,6,103,0,89,22,0,220,390
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 34","Springwater",0,6,78,1,84,24,0,193,370
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 35","Springwater",1,5,85,0,68,18,0,177,330
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 36","Springwater",0,4,113,0,55,22,0,194,445
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 37","Springwater",1,8,124,0,43,20,3,199,411
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 38","Springwater",0,3,95,1,52,13,0,164,341
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 39","Springwater",0,7,60,3,58,12,1,141,334
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 40","Springwater",1,14,96,3,44,24,0,182,342
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 41","Springwater",1,12,98,1,66,23,1,202,382
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 42","Springwater",0,8,88,3,64,15,0,178,316
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 43","Springwater",1,12,92,1,52,22,0,180,356
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 44","Springwater",0,3,91,0,50,6,0,150,283
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 45","Springwater",2,10,67,3,42,11,0,135,291
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 46","Springwater",1,9,126,2,62,8,0,208,423
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 47","Springwater",0,10,135,1,107,13,1,267,474
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 48","Springwater",0,10,108,2,58,16,2,196,349
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 49","Springwater",2,14,114,1,69,23,0,223,428
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 50","Springwater",0,8,105,0,66,9,1,189,342
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 51","Springwater",0,4,53,1,29,3,0,90,238
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 52","Springwater",0,7,112,1,58,15,0,193,424
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 53","Springwater",0,7,83,2,88,14,0,194,413
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 54","Springwater",1,5,80,0,61,10,0,157,364
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 55","Springwater",0,10,86,3,74,20,0,193,386
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 56","Springwater",1,9,76,1,61,13,0,161,348
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 57","Barrie",1,11,120,1,91,15,3,242,458
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 58","Barrie",4,18,86,0,112,13,2,235,495
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 59","Barrie",0,5,92,1,88,16,0,202,463
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 60","Barrie",5,7,79,0,94,28,1,214,460
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 61","Barrie",0,15,64,1,106,13,2,201,456
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 62","Barrie",0,6,76,2,75,15,0,174,380
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 63","Barrie",0,4,63,1,76,8,0,152,341
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 64","Barrie",1,14,79,2,90,21,1,208,423
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 65","Barrie",0,8,72,1,74,14,1,170,360
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 66","Barrie",2,11,100,3,71,18,0,205,424
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 67","Barrie",1,7,45,1,96,22,0,172,356
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 68","Barrie",0,8,56,3,67,19,1,154,349
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 69","Barrie",0,11,64,2,104,30,0,211,463
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 70","Barrie",1,12,69,0,99,41,0,222,482
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 71","Barrie",1,10,72,1,65,12,1,162,360
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 72","Oro-Medonte",0,27,84,0,66,18,2,197,373
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 73","Oro-Medonte",0,16,82,0,77,10,0,185,405
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 74","Oro-Medonte",1,9,82,0,97,13,0,202,337
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 75","Oro-Medonte",1,8,86,0,69,15,0,179,404
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 76","Barrie",0,8,54,0,78,34,0,174,379
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 77","Barrie",1,8,61,1,61,18,0,150,357
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 78","Barrie",1,13,76,4,102,22,0,218,418
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 79","Barrie",0,13,76,0,74,23,1,187,382
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 80","Barrie",0,7,58,1,93,25,0,184,410
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 81","Barrie",1,10,65,1,62,17,0,156,336
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 82","Barrie",1,7,43,2,53,28,0,134,336
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 83","Barrie",0,12,81,2,76,16,0,187,458
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 84","Barrie",0,12,45,0,113,28,0,198,418
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 85","Barrie",0,6,40,1,85,21,1,154,393
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 86","Barrie",2,13,76,3,111,35,1,241,461
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 87","Barrie",0,11,84,1,118,31,0,245,410
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 88","Barrie",0,10,46,1,62,24,0,143,268
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 89","Barrie",0,9,39,2,57,22,0,129,309
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 90","Barrie",0,6,45,0,77,26,0,154,303
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 91","Barrie",0,17,69,1,85,30,1,203,418
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 92","Barrie",2,11,72,2,73,23,1,184,436
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 93","Barrie",0,7,57,0,89,7,0,160,369
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 94","Barrie",1,14,74,3,105,41,1,239,460
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 95","Barrie",0,25,88,1,99,17,4,234,438
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 96","Barrie",0,9,70,0,96,22,0,197,382
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 97","Barrie",2,2,65,0,65,13,1,148,315
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 98","Barrie",0,11,31,1,83,24,2,152,321
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 99","Barrie",1,6,28,1,57,14,0,107,302
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 100","Barrie",1,10,40,1,93,26,0,171,331
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 101","Barrie",0,7,55,2,57,14,0,135,335
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 102","Barrie",3,16,94,2,118,30,0,263,549
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 103","Barrie",1,9,59,2,78,17,0,166,412
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 104","Barrie",1,7,71,2,67,28,2,178,376
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 105","Barrie",1,6,55,1,63,36,3,165,359
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 106","Barrie",0,6,44,3,70,20,0,143,362
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 107","Barrie",1,8,57,0,59,19,0,144,371
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 108","Barrie",2,4,81,2,89,31,0,209,465
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 109","Barrie",1,10,107,5,86,24,2,235,496
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 110","Barrie",0,11,83,3,85,27,2,211,477
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 111","Barrie",3,9,80,0,84,18,0,194,442
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 112","Barrie",1,16,83,0,88,28,0,216,422
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 113","Barrie",1,9,75,1,107,20,1,214,486
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 114","Barrie",1,23,86,4,132,39,0,285,609
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 115","Barrie",1,15,129,4,127,24,2,302,510
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 116","Barrie",0,8,82,3,84,25,0,202,390
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 117","Barrie",1,8,69,1,74,23,0,176,350
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 118","Barrie",1,2,54,1,48,11,3,120,303
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 119","Barrie",3,12,89,2,77,20,0,203,342
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 120","Barrie",1,9,79,4,92,16,1,202,452
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 121","Barrie",1,9,89,1,109,25,0,234,498
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 122","Barrie",1,13,47,1,50,28,2,142,362
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 123","Barrie",1,5,27,0,44,13,1,91,297
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 124","Barrie",0,4,116,1,101,19,2,243,470
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 125","Barrie",1,7,93,1,79,29,1,211,433
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 126","Barrie",0,7,98,0,90,25,1,221,416
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 127","Barrie",0,12,93,3,100,15,0,223,402
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 128","Barrie",0,14,82,0,107,32,4,239,448
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 129","Barrie",0,14,96,0,128,11,0,249,499
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 130","Barrie",0,12,76,2,96,32,1,219,508
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 131","Barrie",0,8,61,1,63,23,2,158,442
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 132","Barrie",0,12,76,0,86,27,0,201,425
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 133","Barrie",1,9,78,0,79,19,0,186,451
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 134","Barrie",1,4,49,4,74,25,0,157,376
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 135","Barrie",0,19,57,2,65,31,0,174,366
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 136","Barrie",0,17,60,4,73,23,0,177,372
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 137","Barrie",0,8,68,0,107,12,0,195,341
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 138","Barrie",1,18,74,1,90,19,0,203,375
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 139","Barrie",0,17,33,2,72,16,0,140,291
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 140","Barrie",1,5,66,2,73,27,0,174,431
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 141","Barrie",0,13,85,0,90,29,1,218,513
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 142","Barrie",1,14,43,2,70,23,0,153,363
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 143","Barrie",3,8,35,1,68,36,1,152,359
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 144","Barrie",0,9,54,1,85,31,0,180,412
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 145","Barrie",1,17,39,1,98,34,0,190,439
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 146","Barrie",0,17,45,3,74,32,0,171,400
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 147","Barrie",0,13,30,0,79,18,0,140,434
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 148","Barrie",2,22,52,2,102,27,3,210,448
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 149","Barrie",3,20,45,4,87,25,0,184,414
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 150","Barrie",0,12,66,3,79,15,0,175,325
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 151","Barrie",1,10,59,2,111,25,0,208,464
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 152","Barrie",0,7,36,2,86,12,0,143,406
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 153","Barrie",1,9,59,3,64,18,0,154,376
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 154","Barrie",1,10,63,1,83,26,0,184,436
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 155","Barrie",1,22,52,2,96,24,0,197,393
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 156","Barrie",0,9,44,0,97,16,0,166,381
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 157","Barrie",0,9,86,3,111,24,0,233,592
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 158","Barrie",0,5,15,1,39,9,0,69,207
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 159","Barrie",0,16,87,3,121,13,1,241,320
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 160","Barrie",1,8,103,4,94,12,0,222,369
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 161","Barrie",0,3,143,0,143,12,1,302,427
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 162","Barrie",2,13,59,0,64,30,0,168,384
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 163","Barrie",0,16,49,2,77,27,1,172,391
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 164","Barrie",1,11,45,5,79,18,0,159,391
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 165","Barrie",2,5,106,5,76,40,1,235,481
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 166","Springwater",3,6,61,1,40,6,0,117,241
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 167","Springwater",0,4,131,1,60,12,1,209,388
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 168","Springwater",0,6,79,2,42,6,1,136,338
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 169","Springwater",0,2,99,1,46,10,0,158,330
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 170","Springwater",0,1,88,2,62,9,0,162,305
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 171","Springwater",0,5,102,1,65,12,0,185,371
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 172","Springwater",1,10,81,2,54,14,0,162,371
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 173","Springwater",0,8,88,2,31,13,0,142,336
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 174","Springwater",2,5,55,0,24,14,0,100,230
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 175","Barrie",0,14,79,1,100,27,1,222,457
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 176","Barrie",0,5,88,2,82,24,0,201,458
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 177","Barrie",0,2,94,2,86,18,0,202,448
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 178","Barrie",0,15,58,4,62,21,0,160,435
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 179","Barrie",1,12,100,3,87,25,1,229,505
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 180","Barrie",2,7,105,1,90,37,1,243,508
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 181","Barrie",0,6,83,1,72,17,0,179,383
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 182","Barrie",0,11,108,0,65,14,1,199,400
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 183","Barrie",0,7,86,1,66,20,0,180,354
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 184","Barrie",2,4,60,0,62,26,1,155,349
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 185","Barrie",3,13,77,1,86,23,1,204,406
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 186","Barrie",0,11,88,4,66,23,2,194,384
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 187","Barrie",0,15,78,2,100,20,0,215,456
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 188","Barrie",1,13,58,2,71,21,1,167,408
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 189","Barrie",1,15,61,1,86,18,0,182,418
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 190","Barrie",0,11,67,6,81,20,1,186,426
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 191","Barrie",0,25,100,3,116,21,1,266,385
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 400","Barrie",Merged with No./Fusionné avec le n°88,,,,,,,,30
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 401","Barrie",3,1,24,2,21,8,5,64,149
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 402","Barrie",5,10,38,1,55,22,1,132,263
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 403","Barrie",0,8,57,1,65,7,0,138,165
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 404","Barrie",Void/Supprimé,,,,,,,,
