Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ryan Barry,Richard Biggar,Trevor Bruhm,Richard Clark,Alex Godbold,Bernadette Jordan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 30","Whites Lake",1,7,1,43,36,128,1,217,348
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 31","Whites Lake",0,8,1,56,34,159,0,258,351
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 32","Shad Bay",0,8,1,41,41,212,0,303,437
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 33","Shad Bay",0,14,3,48,40,159,0,264,398
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 34","Terence Bay",2,6,3,46,52,117,1,227,402
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 35","Lower Prospect",1,4,2,39,31,125,3,205,380
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 36","Prospect",0,10,0,29,41,155,2,237,381
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 37","Prospect",0,2,1,22,31,78,1,135,210
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 38","Bayside",0,6,0,16,25,112,0,159,267
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 39","West Dover--Middle Village",0,4,1,19,27,77,1,129,230
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 40","East Dover--McGraths Cove",0,6,0,26,33,102,0,167,230
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 41","Glen Margaret",0,7,0,40,34,119,0,200,369
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 42","Hacketts Cove",0,8,1,23,21,87,0,140,277
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 43","Indian Harbour--Peggy's Cove",1,8,0,24,18,61,2,114,250
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 44","Seabright/French Village",1,6,0,27,29,100,0,163,315
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 45","Seabright/French Village",0,11,0,24,35,90,1,161,285
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 46","Hubbards",0,9,1,32,43,120,0,205,429
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 47","Simms Settlement",0,5,0,28,24,92,0,149,261
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 48","Simms Settlement",1,11,3,26,36,75,0,152,333
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 49","Fox Point",1,8,0,31,26,121,0,187,349
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 50","Windsor Road",4,7,1,49,30,128,2,221,416
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 51","Mill Road",1,9,1,41,23,119,3,197,395
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 52","Mill Road",0,6,1,56,12,75,0,150,280
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 53","Seffernsville",0,4,1,42,19,82,0,148,302
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 54","Lake Ramsay",2,7,2,59,16,67,1,154,287
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 55","Maplewood",2,8,1,63,14,107,1,196,363
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 56","Barss Corner",1,5,0,52,35,123,2,218,402
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 57","Newburne",0,8,0,35,24,108,0,175,269
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 58","Gold River",0,3,2,35,29,110,2,181,368
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 59","Chester Grant",1,6,1,34,20,79,0,141,250
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 60","Chester Grant",1,10,1,38,22,89,1,162,305
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 61","Chester Basin--Borgels Point",0,11,0,58,38,129,0,236,405
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 62","Lower Grant Road--Shaw Island",2,6,2,76,35,129,0,250,462
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 63","Robinsons Corner",0,7,1,37,29,128,1,203,467
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 64","East Chester",2,9,0,44,36,147,2,240,414
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 65","Chester",1,4,1,42,29,92,2,171,343
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 66","East River",0,9,1,49,22,89,0,170,261
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 67","Mill Cove",0,10,1,37,25,89,0,162,348
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 68","Northwest Cove--Aspotogen",0,5,4,33,37,95,3,177,285
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 69","Blandford--Bayswater",0,11,0,29,37,136,2,215,330
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 70","Chester",0,7,2,26,28,89,0,152,342
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 71","Chester",2,6,0,24,18,57,0,107,269
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 72","Chester",0,4,1,22,4,75,0,106,286
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 73","Western Shore",2,11,1,46,39,98,2,199,366
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 74","Western Shore",2,9,2,56,25,107,1,202,329
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 75","Martins Point--Martins River",0,4,2,35,20,92,0,153,268
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 76","Martins River",1,7,1,49,45,115,1,219,374
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 77","Clearland",0,5,2,38,18,69,0,132,254
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 78","Mahone Bay",0,2,2,35,43,125,3,210,447
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 79","Indian Point",1,6,0,43,36,106,1,193,320
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 80","Tancook Island",0,3,0,9,2,51,1,66,120
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 81","Garden Lots--Heckmans Island",1,7,0,36,40,108,1,193,364
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 82","Blue Rock",0,8,1,32,42,74,1,158,280
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 83","Lillydale--Northwest",1,9,1,62,38,111,0,222,402
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 84","Mahone Bay",0,2,1,48,50,124,5,230,441
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 85","Maders Cove",0,9,0,34,19,129,7,198,367
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 86","Blockhouse--Farmville",1,13,6,50,44,121,0,235,428
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 87","Fauxburg",0,12,2,70,35,115,1,235,409
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 88","New Cornwall",3,6,3,93,65,114,0,284,456
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 89","Upper Northfield",0,4,0,63,49,107,0,223,390
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 90","Stanley Section--Watford",1,1,0,46,27,72,2,149,307
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 91","New Germany",1,3,1,49,23,82,0,159,341
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 92","Simpsons Corner",0,2,0,39,22,92,1,156,354
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 93","North River",2,5,0,33,13,67,0,120,243
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 94","Hemford--Nineveh",0,4,1,20,12,51,0,88,193
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 95","Hemford--Nineveh",0,3,1,40,24,59,0,127,232
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 96","Branch LaHave--New Canada",0,12,3,53,28,124,1,221,407
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 97","Lower Branch",2,5,0,54,25,119,0,205,370
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 98","Lower Northfield",0,4,0,51,27,125,0,207,336
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 99","West Northfield--Cookville",0,4,1,33,18,76,3,135,250
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 100","Maitland",0,7,0,68,39,133,0,247,433
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 101","Pine Grove",0,8,1,36,15,105,0,165,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 102","Pine Grove",2,4,0,23,15,101,1,146,299
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 103","Oak Hill",1,4,2,39,13,73,0,132,242
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 104","Oak Hill",1,6,0,42,9,92,1,151,247
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 105","Rhodes Corner",1,6,3,62,50,155,1,278,444
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 106","Dayspring",0,7,1,59,46,126,1,240,421
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 107","Upper LaHave--Crouses Settlement",1,7,1,29,37,101,1,177,319
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 108","Centre",1,8,0,37,46,134,0,226,398
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 109","Masons Beach",0,7,0,45,31,159,0,242,421
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 110","Lunenburg",0,6,2,7,35,88,0,138,293
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 111","Lunenburg",1,8,3,47,36,153,0,248,443
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 112","Lunenburg",0,7,3,17,34,106,0,167,321
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 113","Garden Lots--Heckmans Island",1,3,1,34,57,123,1,220,421
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 114","Lunenburg",0,10,2,41,35,153,2,243,429
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 115","Indian Path--Rosebay",0,4,3,35,29,115,0,186,298
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 116","Middle/East LaHave",0,2,0,32,32,85,0,151,280
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 117","Riverport",1,5,0,38,39,91,1,175,278
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 118","Upper Kingsburg",0,5,0,25,40,106,1,177,305
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 119","Pleasantville",0,5,6,35,27,90,2,165,298
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 120","Pleasantville--West LaHave",0,6,0,22,30,100,0,158,349
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 121","Conquerall Bank",1,3,1,31,16,71,0,123,243
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 122","Conquerall Bank",0,3,1,26,12,98,0,140,235
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 123","Bridgewater",0,4,1,32,32,116,0,185,329
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 124","Bridgewater",0,6,2,28,38,149,2,225,375
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 125","Bridgewater",0,0,2,24,39,109,0,174,371
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 126","Bridgewater",2,2,0,47,22,100,0,173,341
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 127","Bridgewater",0,4,0,25,8,55,0,92,169
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 128","Bridgewater",0,3,1,28,19,105,2,158,345
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 129","Bridgewater",4,9,1,44,30,104,0,192,393
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 130","Bridgewater",1,4,1,29,34,110,0,179,430
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 131","Bridgewater",1,3,0,41,43,116,0,204,419
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 132","Bridgewater",1,6,0,93,40,174,2,316,539
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 133","Bridgewater",1,2,0,27,23,81,0,134,299
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 134","Auburndale--Upper Branch",2,3,0,42,28,75,0,150,266
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 135","Auburndale--Upper Branch",0,3,0,26,14,110,0,153,290
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 136","Bakers Settlement",0,8,2,56,20,100,0,186,418
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 137","Newcombville",0,6,1,47,18,93,2,167,279
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 138","Wileville",1,3,0,34,22,89,0,149,296
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 139","Wileville",2,4,3,39,31,113,0,192,406
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 140","Bridgewater",1,4,2,26,45,121,2,201,426
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 141","Bridgewater",3,0,1,14,37,87,0,142,322
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 142","Bridgewater",1,5,1,28,21,91,1,148,302
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 143","Bridgewater",0,6,0,22,26,81,2,137,264
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 144","Bridgewater",0,4,0,24,21,104,0,153,315
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 145A","Bridgewater",0,9,3,46,26,114,1,199,384
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 145B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,22
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 146","Bridgewater",0,5,0,40,33,146,1,225,375
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 147","Bridgewater",0,7,0,38,26,133,0,204,382
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 148","Fancy Lake",0,2,0,24,28,85,0,139,272
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 149","Hebbville",1,6,0,43,26,128,0,204,390
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 150","Hebbs Cross",3,6,0,73,51,123,1,257,475
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 151","Conquerall Mills",0,4,2,35,20,92,0,153,255
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 152","Conquerall Mills",3,3,0,20,29,85,1,141,242
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 153","Lake Centre--New Cumberland",0,3,0,21,19,63,0,106,233
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 154","West Dublin--LaHave Island",0,4,0,26,31,105,0,166,340
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 155","LaHave--Dublin Shore--Pentz",0,7,0,31,27,84,0,149,244
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 156","Petite Rivière--Crousetown",0,9,1,33,74,107,0,224,328
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 157","Italy Cross",0,4,0,41,41,93,0,179,359
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 158","Camperdown",0,1,0,19,12,61,0,93,194
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 159","Waterloo",0,2,0,36,11,64,0,113,204
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 160","Chelsea",2,6,1,83,27,105,0,224,396
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 161","North Brookfield",0,5,0,27,29,64,0,125,283
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 162","Westfield--South Brookfield",0,3,0,70,21,70,1,165,300
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 163","Kempt",0,4,1,26,25,76,0,132,219
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 164","Caledonia",2,2,1,51,35,100,2,193,373
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 165","Greenfield--Middlefield",1,6,0,34,20,112,0,173,280
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 166","Greenfield--Middlefield",1,5,0,22,22,88,0,138,247
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 167","Charleston",0,2,1,34,45,97,0,179,279
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 168","Middlewood",1,6,0,24,35,89,1,156,306
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 169","Voglers Cove--Broad Cove--Cherry Hill",1,6,1,52,46,110,0,216,350
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 170","Port Medway",0,4,0,31,38,57,0,130,216
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 171","Mill Village--Danesville",2,3,0,41,40,99,0,185,301
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 172","West Berlin",0,5,1,14,22,61,0,103,182
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 173","Beach Meadows",0,5,0,16,33,75,0,129,208
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 174","Sandy Cove",0,5,1,37,47,79,0,169,360
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 175","Brooklyn",1,6,2,47,64,130,1,251,435
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 176","Western Head",1,6,0,38,48,97,0,190,307
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 177","Western Head",1,3,0,37,34,92,0,167,272
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 178","Liverpool",0,4,2,25,27,105,0,163,312
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 179","Liverpool",0,4,1,52,36,123,0,216,432
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 180","Liverpool",0,8,3,34,42,116,0,203,384
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 181","Liverpool Harbour",2,3,1,39,32,105,3,185,401
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 182","Liverpool",1,1,2,49,59,102,0,214,448
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 183","Liverpool",0,3,0,55,52,101,0,211,463
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 184","Milton",0,5,2,38,27,63,0,135,305
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 185","Milton",0,0,0,32,38,63,1,134,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 186","Milton",1,5,1,59,51,100,1,218,384
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 187","Hunts Point--Summerville Centre",0,10,0,58,39,126,1,234,448
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 188","South West Port Mouton",1,6,3,20,20,102,0,152,230
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 189","Port Joli--Port Mouton",0,4,2,56,25,127,0,214,321
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 190","Sable River",2,5,3,39,18,83,2,152,247
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 191","Jordan Falls",0,3,0,39,19,78,0,139,278
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 192","Jordan Falls",0,4,2,26,12,54,0,98,181
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 193","Middle Ohio",0,1,1,45,22,128,2,199,367
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 194","Shelburne",1,3,0,19,17,75,1,116,267
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 195","Shelburne",0,2,0,23,21,62,0,108,258
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 196","Shelburne",0,3,1,28,9,101,1,143,276
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 197","Shelburne",0,1,1,28,23,98,0,151,379
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 198","Shelburne",0,6,3,22,26,88,1,146,344
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 199","Jordan Bay",0,1,0,15,10,65,1,92,157
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 200","West Green Harbour",0,4,0,27,11,66,0,108,250
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 201","Little Harbour",0,0,0,19,10,52,0,81,161
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 202","East Green Harbour",1,0,1,31,14,89,1,137,312
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 203","Lockeport",0,2,1,30,18,65,4,120,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 204","Lockeport",1,6,0,24,18,84,0,133,291
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 205","North West Harbour--Ingomar",0,2,0,35,22,87,0,146,273
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 206","Birchtown--Gunning Cove",0,2,1,83,23,146,1,256,491
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 207","Sandy Point",0,5,3,48,13,154,2,225,445
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 208","Thomasville",0,7,0,38,16,71,4,136,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 209","Clyde River--Port Saxon",1,2,0,32,9,68,0,112,242
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 210","Barrington",1,5,0,61,18,108,0,193,387
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 211","Barrington",0,3,1,65,15,82,1,167,334
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 212","Port La Tour--Baccaro",0,7,0,41,13,86,0,147,431
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 213","Lower Clarks Harbour",1,3,0,45,11,46,0,106,211
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 214","Lower Shag Harbour",0,2,1,82,13,49,0,147,370
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 215","Crowell",1,5,0,78,14,88,0,186,312
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 216","Barrington Passage",1,4,0,72,17,86,0,180,380
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 217","Barrington",0,2,0,54,12,64,0,132,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 218","North East Point",1,0,1,51,4,82,0,139,349
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 219","Stoney Island",0,3,0,87,10,114,0,214,451
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 220","Barrington",0,5,0,65,10,109,0,189,465
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 221","Newellton",0,1,1,71,15,72,0,160,361
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 222","West Head",0,5,2,61,8,82,0,158,360
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 223","Clark's Harbour",0,1,1,52,8,64,0,126,270
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 224","Charlesville--Upper/Central Woods Harbour",0,4,2,87,4,82,0,179,340
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 225","Central Woods Harbour",0,3,1,74,3,60,0,141,269
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 226","Charlesville--Upper/Central Woods Harbour",0,3,1,66,13,54,0,137,254
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 500","Mobile poll/Bureau itinérant",2,1,2,33,6,42,1,87,169
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 501","Mobile poll/Bureau itinérant",2,1,8,35,9,36,2,93,152
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 502","Mobile poll/Bureau itinérant",2,1,1,20,9,18,2,53,210
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 503","Mobile poll/Bureau itinérant",4,2,2,17,10,27,0,62,137
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 504","Mobile poll/Bureau itinérant",1,1,0,14,1,21,0,38,71
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 505","Mobile poll/Bureau itinérant",2,1,1,26,5,22,0,57,111
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 600","Upper Tantallon",0,25,0,153,131,435,2,746,
