Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jade Bossé Bélanger,Anthony Housefather,Diane Johnston,Timothy Landry,Robert Libman,Mario Jacinto Rimbao,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24052,"Mount Royal/Mont-Royal"," 33","Mont-Royal",5,130,0,3,69,13,2,222,454
24052,"Mount Royal/Mont-Royal"," 34","Mont-Royal",6,103,0,7,72,5,2,195,414
24052,"Mount Royal/Mont-Royal"," 35","Mont-Royal",9,99,0,6,50,15,0,179,411
24052,"Mount Royal/Mont-Royal"," 36","Mont-Royal",7,123,0,5,58,18,0,211,442
24052,"Mount Royal/Mont-Royal"," 37","Mont-Royal",3,125,0,3,53,5,2,191,430
24052,"Mount Royal/Mont-Royal"," 38","Mont-Royal",3,105,0,9,62,16,2,197,431
24052,"Mount Royal/Mont-Royal"," 39","Mont-Royal",10,111,0,3,49,15,0,188,487
24052,"Mount Royal/Mont-Royal"," 40","Mont-Royal",5,134,1,4,37,33,2,216,542
24052,"Mount Royal/Mont-Royal"," 41","Montréal",5,105,0,9,19,25,2,165,445
24052,"Mount Royal/Mont-Royal"," 42","Montréal",7,148,1,1,68,24,0,249,477
24052,"Mount Royal/Mont-Royal"," 43","Montréal",2,180,2,5,36,30,3,258,469
24052,"Mount Royal/Mont-Royal"," 44","Montréal",1,28,0,2,16,12,0,59,157
24052,"Mount Royal/Mont-Royal"," 45","Mont-Royal",3,91,0,0,28,15,0,137,339
24052,"Mount Royal/Mont-Royal"," 46","Montréal",3,135,0,1,48,20,0,207,447
24052,"Mount Royal/Mont-Royal"," 47","Montréal",4,117,0,4,50,17,6,198,426
24052,"Mount Royal/Mont-Royal"," 48","Montréal",4,108,2,2,24,15,2,157,380
24052,"Mount Royal/Mont-Royal"," 49","Hampstead",0,121,0,2,78,14,0,215,470
24052,"Mount Royal/Mont-Royal"," 50","Montréal",0,62,0,1,80,3,0,146,372
24052,"Mount Royal/Mont-Royal"," 51","Montréal",5,133,0,3,25,30,7,203,446
24052,"Mount Royal/Mont-Royal"," 52","Montréal",4,116,1,1,21,26,0,169,341
24052,"Mount Royal/Mont-Royal"," 53","Montréal",2,131,2,2,30,26,3,196,407
24052,"Mount Royal/Mont-Royal"," 54","Montréal",2,117,0,5,21,12,2,159,329
24052,"Mount Royal/Mont-Royal"," 55","Montréal",1,182,0,2,39,43,5,272,491
24052,"Mount Royal/Mont-Royal"," 56","Montréal",2,179,3,3,41,17,5,250,436
24052,"Mount Royal/Mont-Royal"," 57","Montréal",5,147,1,2,10,15,0,180,326
24052,"Mount Royal/Mont-Royal"," 58","Montréal",1,157,3,3,54,27,2,247,494
24052,"Mount Royal/Mont-Royal"," 59","Montréal",3,90,2,2,45,13,0,155,420
24052,"Mount Royal/Mont-Royal"," 60","Montréal",2,105,0,2,29,16,0,154,386
24052,"Mount Royal/Mont-Royal"," 61","Montréal",5,117,1,6,28,15,5,177,430
24052,"Mount Royal/Mont-Royal"," 62","Montréal",3,116,0,7,44,22,4,196,419
24052,"Mount Royal/Mont-Royal"," 63","Montréal",3,110,0,3,43,20,3,182,463
24052,"Mount Royal/Mont-Royal"," 64","Montréal",7,117,0,3,39,11,2,179,443
24052,"Mount Royal/Mont-Royal"," 65","Montréal",1,42,0,0,80,8,3,134,406
24052,"Mount Royal/Mont-Royal"," 66","Montréal",4,74,1,2,19,6,0,106,329
24052,"Mount Royal/Mont-Royal"," 67","Montréal",0,129,0,4,51,22,0,206,574
24052,"Mount Royal/Mont-Royal"," 68","Montréal",3,92,0,2,16,31,0,144,365
24052,"Mount Royal/Mont-Royal"," 69","Montréal",5,98,0,4,11,27,6,151,368
24052,"Mount Royal/Mont-Royal"," 70","Montréal",6,88,0,1,12,26,1,134,340
24052,"Mount Royal/Mont-Royal"," 71","Montréal",6,98,1,5,37,27,0,174,444
24052,"Mount Royal/Mont-Royal"," 72","Montréal",5,83,1,5,28,35,3,160,373
24052,"Mount Royal/Mont-Royal"," 73","Montréal",1,51,1,0,37,4,1,95,398
24052,"Mount Royal/Mont-Royal"," 74","Montréal",4,133,0,7,41,24,5,214,541
24052,"Mount Royal/Mont-Royal"," 75","Montréal",2,100,1,0,29,27,2,161,432
24052,"Mount Royal/Mont-Royal"," 76","Montréal",1,96,0,1,31,26,5,160,370
24052,"Mount Royal/Mont-Royal"," 77","Montréal",0,114,2,2,40,36,7,201,479
24052,"Mount Royal/Mont-Royal"," 78","Montréal",2,91,1,4,28,38,4,168,405
24052,"Mount Royal/Mont-Royal"," 79","Montréal",3,155,1,2,57,15,8,241,549
24052,"Mount Royal/Mont-Royal"," 80","Montréal",2,81,1,5,45,15,1,150,340
24052,"Mount Royal/Mont-Royal"," 81","Montréal",5,131,0,3,39,32,2,212,431
24052,"Mount Royal/Mont-Royal"," 82","Montréal",9,93,0,6,33,37,3,181,415
24052,"Mount Royal/Mont-Royal"," 83","Montréal",8,99,2,5,26,37,1,178,388
24052,"Mount Royal/Mont-Royal"," 84","Montréal",7,75,0,5,31,43,1,162,423
24052,"Mount Royal/Mont-Royal"," 85","Montréal",6,84,1,4,25,38,0,158,384
24052,"Mount Royal/Mont-Royal"," 86","Montréal",13,102,1,4,47,39,2,208,423
24052,"Mount Royal/Mont-Royal"," 87","Montréal",11,128,0,5,64,31,1,240,481
24052,"Mount Royal/Mont-Royal"," 88","Montréal",5,109,1,7,42,34,1,199,471
24052,"Mount Royal/Mont-Royal"," 89","Montréal",2,82,1,5,54,22,4,170,410
24052,"Mount Royal/Mont-Royal"," 90","Montréal",2,100,2,5,68,20,3,200,493
24052,"Mount Royal/Mont-Royal"," 91","Montréal",8,88,0,4,31,24,5,160,360
24052,"Mount Royal/Mont-Royal"," 92","Montréal",1,133,0,3,20,24,4,185,432
24052,"Mount Royal/Mont-Royal"," 93","Montréal",4,75,1,3,33,16,2,134,429
24052,"Mount Royal/Mont-Royal"," 94","Montréal",10,121,2,4,30,24,3,194,393
24052,"Mount Royal/Mont-Royal"," 95","Montréal",2,103,0,2,45,31,0,183,343
24052,"Mount Royal/Mont-Royal"," 96","Montréal",9,101,1,2,29,39,1,182,370
24052,"Mount Royal/Mont-Royal"," 97","Montréal",9,89,1,7,19,37,0,162,324
24052,"Mount Royal/Mont-Royal"," 98","Montréal",14,134,0,10,50,35,1,244,537
24052,"Mount Royal/Mont-Royal"," 99","Montréal",12,145,1,8,47,32,0,245,477
24052,"Mount Royal/Mont-Royal"," 100","Montréal",15,126,0,6,47,17,1,212,398
24052,"Mount Royal/Mont-Royal"," 101","Hampstead",0,58,0,3,65,9,1,136,358
24052,"Mount Royal/Mont-Royal"," 102","Hampstead",1,58,0,1,95,5,1,161,365
24052,"Mount Royal/Mont-Royal"," 103","Hampstead",0,32,0,1,113,2,0,148,420
24052,"Mount Royal/Mont-Royal"," 104","Hampstead",0,45,0,3,107,2,0,157,390
24052,"Mount Royal/Mont-Royal"," 105","Hampstead",0,44,0,0,137,4,1,186,449
24052,"Mount Royal/Mont-Royal"," 106","Hampstead",0,51,0,3,107,4,0,165,448
24052,"Mount Royal/Mont-Royal"," 107","Hampstead",0,25,0,0,113,0,0,138,344
24052,"Mount Royal/Mont-Royal"," 108","Montréal",1,104,0,3,84,12,5,209,472
24052,"Mount Royal/Mont-Royal"," 109","Côte-Saint-Luc",5,56,0,4,46,8,0,119,411
24052,"Mount Royal/Mont-Royal"," 110","Hampstead",5,94,0,3,40,22,0,164,440
24052,"Mount Royal/Mont-Royal"," 111","Hampstead",6,76,1,1,93,12,1,190,424
24052,"Mount Royal/Mont-Royal"," 112","Hampstead",3,65,0,2,138,8,1,217,450
24052,"Mount Royal/Mont-Royal"," 113","Hampstead",2,106,0,3,60,15,2,188,401
24052,"Mount Royal/Mont-Royal"," 114","Hampstead",0,90,0,5,40,19,0,154,422
24052,"Mount Royal/Mont-Royal"," 115","Hampstead",1,55,0,1,95,10,3,165,400
24052,"Mount Royal/Mont-Royal"," 116","Hampstead",0,40,0,0,130,2,0,172,442
24052,"Mount Royal/Mont-Royal"," 117","Côte-Saint-Luc",0,68,0,3,145,3,12,231,460
24052,"Mount Royal/Mont-Royal"," 118","Côte-Saint-Luc",0,83,0,1,92,7,0,183,453
24052,"Mount Royal/Mont-Royal"," 119","Côte-Saint-Luc",0,70,0,1,48,14,4,137,337
24052,"Mount Royal/Mont-Royal"," 120","Côte-Saint-Luc",0,52,0,2,126,2,1,183,407
24052,"Mount Royal/Mont-Royal"," 121","Côte-Saint-Luc",1,181,1,0,74,12,1,270,477
24052,"Mount Royal/Mont-Royal"," 122","Côte-Saint-Luc",0,35,1,1,71,2,0,110,222
24052,"Mount Royal/Mont-Royal"," 123","Côte-Saint-Luc",0,73,0,0,174,1,2,250,570
24052,"Mount Royal/Mont-Royal"," 124","Côte-Saint-Luc",0,31,0,0,115,1,0,147,358
24052,"Mount Royal/Mont-Royal"," 125","Côte-Saint-Luc",0,38,0,1,85,2,0,126,336
24052,"Mount Royal/Mont-Royal"," 126","Côte-Saint-Luc",0,100,0,1,136,10,2,249,539
24052,"Mount Royal/Mont-Royal"," 127","Côte-Saint-Luc",1,60,0,4,74,15,1,155,361
24052,"Mount Royal/Mont-Royal"," 128","Côte-Saint-Luc",2,92,0,1,104,13,2,214,529
24052,"Mount Royal/Mont-Royal"," 129","Côte-Saint-Luc",2,66,0,1,93,6,1,169,515
24052,"Mount Royal/Mont-Royal"," 130","Côte-Saint-Luc",0,38,0,0,112,1,0,151,446
24052,"Mount Royal/Mont-Royal"," 131","Côte-Saint-Luc",0,54,0,0,113,2,0,169,496
24052,"Mount Royal/Mont-Royal"," 132","Côte-Saint-Luc",0,67,0,1,90,1,0,159,486
24052,"Mount Royal/Mont-Royal"," 133","Côte-Saint-Luc",0,43,0,2,87,10,1,143,413
24052,"Mount Royal/Mont-Royal"," 134","Côte-Saint-Luc",0,32,1,0,83,2,0,118,398
24052,"Mount Royal/Mont-Royal"," 135","Côte-Saint-Luc",0,40,0,1,74,2,0,117,430
24052,"Mount Royal/Mont-Royal"," 136","Côte-Saint-Luc",1,70,0,2,132,3,1,209,516
24052,"Mount Royal/Mont-Royal"," 137","Côte-Saint-Luc",0,39,0,1,78,0,0,118,324
24052,"Mount Royal/Mont-Royal"," 138","Côte-Saint-Luc",0,51,0,0,82,2,2,137,423
24052,"Mount Royal/Mont-Royal"," 139","Côte-Saint-Luc",0,19,0,0,45,0,0,64,154
24052,"Mount Royal/Mont-Royal"," 140","Côte-Saint-Luc",0,34,1,0,138,1,1,175,419
24052,"Mount Royal/Mont-Royal"," 141","Côte-Saint-Luc",0,17,0,0,101,1,0,119,279
24052,"Mount Royal/Mont-Royal"," 142","Côte-Saint-Luc",0,49,0,1,132,0,0,182,438
24052,"Mount Royal/Mont-Royal"," 143","Côte-Saint-Luc",0,29,1,0,78,1,0,109,369
24052,"Mount Royal/Mont-Royal"," 144","Côte-Saint-Luc",0,37,0,0,79,3,1,120,334
24052,"Mount Royal/Mont-Royal"," 145","Côte-Saint-Luc",0,52,0,0,106,7,3,168,440
24052,"Mount Royal/Mont-Royal"," 146","Côte-Saint-Luc",0,43,0,1,167,2,0,213,494
24052,"Mount Royal/Mont-Royal"," 147","Côte-Saint-Luc",0,48,2,1,119,2,0,172,399
24052,"Mount Royal/Mont-Royal"," 148","Côte-Saint-Luc",1,52,0,2,85,6,0,146,324
24052,"Mount Royal/Mont-Royal"," 149","Côte-Saint-Luc",0,53,0,2,118,7,0,180,426
24052,"Mount Royal/Mont-Royal"," 150","Côte-Saint-Luc",0,74,1,3,118,3,1,200,396
24052,"Mount Royal/Mont-Royal"," 151","Côte-Saint-Luc",0,63,0,1,78,7,1,150,399
24052,"Mount Royal/Mont-Royal"," 152","Côte-Saint-Luc",0,74,0,2,83,6,0,165,399
24052,"Mount Royal/Mont-Royal"," 153","Côte-Saint-Luc",0,80,0,1,57,5,0,143,377
24052,"Mount Royal/Mont-Royal"," 154","Côte-Saint-Luc",0,76,0,1,99,7,1,184,419
24052,"Mount Royal/Mont-Royal"," 155","Côte-Saint-Luc",1,99,0,2,87,7,1,197,454
24052,"Mount Royal/Mont-Royal"," 156","Côte-Saint-Luc",1,68,0,2,85,3,3,162,442
24052,"Mount Royal/Mont-Royal"," 157","Côte-Saint-Luc",0,134,0,1,52,17,0,204,408
24052,"Mount Royal/Mont-Royal"," 158","Côte-Saint-Luc",0,84,0,2,62,10,0,158,355
24052,"Mount Royal/Mont-Royal"," 159","Côte-Saint-Luc",2,109,5,3,101,18,1,239,569
24052,"Mount Royal/Mont-Royal"," 160","Côte-Saint-Luc",1,113,0,2,38,12,2,168,345
24052,"Mount Royal/Mont-Royal"," 161","Côte-Saint-Luc",0,123,2,3,36,15,1,180,410
24052,"Mount Royal/Mont-Royal"," 162","Côte-Saint-Luc",0,120,0,6,32,12,2,172,334
24052,"Mount Royal/Mont-Royal"," 163","Côte-Saint-Luc",6,106,3,2,50,24,1,192,493
24052,"Mount Royal/Mont-Royal"," 164","Côte-Saint-Luc",1,91,1,3,43,18,1,158,331
24052,"Mount Royal/Mont-Royal"," 165","Côte-Saint-Luc",1,78,0,2,40,12,3,136,317
24052,"Mount Royal/Mont-Royal"," 166","Côte-Saint-Luc",0,122,0,3,32,9,1,167,316
24052,"Mount Royal/Mont-Royal"," 400","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,195
24052,"Mount Royal/Mont-Royal"," 401","Montréal",5,69,0,1,15,7,0,97,192
24052,"Mount Royal/Mont-Royal"," 402","Montréal",1,25,0,1,4,12,1,44,84
24052,"Mount Royal/Mont-Royal"," 403","Montréal",1,35,0,0,5,3,0,44,77
24052,"Mount Royal/Mont-Royal"," 404","Montréal",10,61,1,2,21,36,0,131,239
24052,"Mount Royal/Mont-Royal"," 405","Montréal",3,55,1,2,15,21,3,100,183
24052,"Mount Royal/Mont-Royal"," 406","Montréal",0,67,0,4,20,21,0,112,208
24052,"Mount Royal/Mont-Royal"," 407","Montréal",0,49,1,2,26,17,1,96,161
24052,"Mount Royal/Mont-Royal"," 408","Montréal",1,36,0,0,9,12,1,59,120
24052,"Mount Royal/Mont-Royal"," 409","Montréal",2,28,0,0,8,10,0,48,97
24052,"Mount Royal/Mont-Royal"," 410","Montréal",1,21,0,1,43,4,0,70,298
24052,"Mount Royal/Mont-Royal"," 411","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°412,,,,,,,,10
24052,"Mount Royal/Mont-Royal"," 412","Mobile poll/Bureau itinérant",1,43,2,1,23,3,7,80,160
24052,"Mount Royal/Mont-Royal"," 413","Montréal",1,42,1,0,97,4,6,151,225
24052,"Mount Royal/Mont-Royal"," 414","Montréal",1,29,1,3,69,4,1,108,173
24052,"Mount Royal/Mont-Royal"," 415","Montréal",0,17,0,1,43,4,1,66,136
24052,"Mount Royal/Mont-Royal"," 416","Montréal",1,50,0,0,38,3,0,92,272
24052,"Mount Royal/Mont-Royal"," 417","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°425,,,,,,,,136
24052,"Mount Royal/Mont-Royal"," 418","Côte-Saint-Luc",1,34,0,0,40,2,1,78,251
24052,"Mount Royal/Mont-Royal"," 419","Côte-Saint-Luc",0,38,0,0,29,4,1,72,244
24052,"Mount Royal/Mont-Royal"," 420","Côte-Saint-Luc",0,27,0,1,50,2,0,80,234
24052,"Mount Royal/Mont-Royal"," 421","Côte-Saint-Luc",0,54,2,4,29,4,2,95,226
24052,"Mount Royal/Mont-Royal"," 422","Mobile poll/Bureau itinérant",2,93,2,4,68,6,3,178,177
24052,"Mount Royal/Mont-Royal"," 423","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°422,,,,,,,,119
24052,"Mount Royal/Mont-Royal"," 424","Côte-Saint-Luc",0,71,3,0,44,7,1,126,304
24052,"Mount Royal/Mont-Royal"," 425","Mobile poll/Bureau itinérant",3,121,0,0,115,7,0,246,184
24052,"Mount Royal/Mont-Royal"," 426","Côte-Saint-Luc",4,47,1,3,22,17,0,94,225
24052,"Mount Royal/Mont-Royal"," 427","Côte-Saint-Luc",2,167,0,3,35,9,1,217,271
24052,"Mount Royal/Mont-Royal"," 500A","Mobile poll/Bureau itinérant",7,113,0,2,29,6,1,158,131
24052,"Mount Royal/Mont-Royal"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°412,,,,,,,,49
24052,"Mount Royal/Mont-Royal"," 501","Mobile poll/Bureau itinérant",0,30,0,0,22,2,5,59,111
24052,"Mount Royal/Mont-Royal"," 502","Mobile poll/Bureau itinérant",1,71,0,1,70,3,3,149,173
24052,"Mount Royal/Mont-Royal"," 600","Mont-Royal",39,817,1,23,160,105,1,1146,
24052,"Mount Royal/Mont-Royal"," 601","Mont-Royal",57,779,1,30,334,104,6,1311,
24052,"Mount Royal/Mont-Royal"," 602","Mont-Royal",18,628,1,11,355,61,6,1080,
24052,"Mount Royal/Mont-Royal"," 603","Montréal",11,439,2,10,139,105,10,716,
24052,"Mount Royal/Mont-Royal"," 604","Montréal",7,445,2,9,243,142,17,865,
24052,"Mount Royal/Mont-Royal"," 605","Montréal",15,266,3,12,186,63,8,553,
24052,"Mount Royal/Mont-Royal"," 606","Côte-Saint-Luc",4,315,3,5,600,33,4,964,
24052,"Mount Royal/Mont-Royal"," 607","Hampstead",21,515,3,11,436,81,5,1072,
24052,"Mount Royal/Mont-Royal"," 608","Hampstead",1,419,2,9,776,29,5,1241,
24052,"Mount Royal/Mont-Royal"," 609","Côte-Saint-Luc",2,483,0,5,1112,10,7,1619,
24052,"Mount Royal/Mont-Royal"," 610","Côte-Saint-Luc",1,454,1,5,894,20,5,1380,
24052,"Mount Royal/Mont-Royal"," 611","Côte-Saint-Luc",3,416,2,2,426,48,5,902,
24052,"Mount Royal/Mont-Royal",,"Group 1/Groupe 1",2,77,1,1,8,18,13,120,119
24052,"Mount Royal/Mont-Royal",,"Group 2/Groupe 2",19,875,8,37,1714,171,44,2868,
