Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre Chicoine,Normand Chouinard,Yves Perras,Christian Picard,Jean-Claude Poissant,Joanne Tomas,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24034,"La Prairie/La Prairie"," 50","Saint-Philippe",38,1,22,60,53,3,6,183,336
24034,"La Prairie/La Prairie"," 51","Saint-Philippe",37,1,23,67,71,6,7,212,404
24034,"La Prairie/La Prairie"," 52","Saint-Philippe",54,2,18,59,50,3,0,186,334
24034,"La Prairie/La Prairie"," 53","Saint-Philippe",70,0,25,68,87,4,5,259,469
24034,"La Prairie/La Prairie"," 54","Saint-Philippe",62,1,22,61,83,9,7,245,391
24034,"La Prairie/La Prairie"," 55","Saint-Philippe",42,2,23,66,75,6,2,216,381
24034,"La Prairie/La Prairie"," 56","Saint-Philippe",21,0,16,35,72,4,5,153,289
24034,"La Prairie/La Prairie"," 57","Saint-Philippe",34,0,21,45,51,5,0,156,250
24034,"La Prairie/La Prairie"," 58","Candiac",51,0,25,68,93,8,4,249,525
24034,"La Prairie/La Prairie"," 59","Candiac",54,1,40,40,140,3,0,278,453
24034,"La Prairie/La Prairie"," 60","Candiac",30,0,55,32,129,4,2,252,434
24034,"La Prairie/La Prairie"," 61","Candiac",57,0,82,52,139,8,8,346,553
24034,"La Prairie/La Prairie"," 62","Candiac",57,1,67,27,141,3,1,297,473
24034,"La Prairie/La Prairie"," 63","Candiac",32,0,84,17,124,2,3,262,467
24034,"La Prairie/La Prairie"," 64","Candiac",36,0,36,27,94,5,3,201,315
24034,"La Prairie/La Prairie"," 65","Candiac",47,0,42,50,135,3,2,279,431
24034,"La Prairie/La Prairie"," 66","Candiac",54,1,31,32,140,1,0,259,436
24034,"La Prairie/La Prairie"," 67","Candiac",51,0,32,31,154,4,1,273,441
24034,"La Prairie/La Prairie"," 68","Candiac",54,1,36,35,143,4,2,275,424
24034,"La Prairie/La Prairie"," 69","Candiac",52,1,32,25,98,5,2,215,365
24034,"La Prairie/La Prairie"," 70","Candiac",42,1,75,33,107,3,0,261,409
24034,"La Prairie/La Prairie"," 71","Candiac",47,1,23,43,99,9,3,225,423
24034,"La Prairie/La Prairie"," 72","Candiac",44,0,15,48,97,8,1,213,396
24034,"La Prairie/La Prairie"," 73","Candiac",44,0,25,31,113,1,2,216,372
24034,"La Prairie/La Prairie"," 74","Candiac",46,0,51,35,117,6,2,257,432
24034,"La Prairie/La Prairie"," 75","Candiac",30,0,25,30,97,0,0,182,337
24034,"La Prairie/La Prairie"," 76","Candiac",53,1,38,46,124,3,1,266,555
24034,"La Prairie/La Prairie"," 77","Candiac",44,0,40,42,120,4,0,250,447
24034,"La Prairie/La Prairie"," 78","Candiac",38,0,25,36,130,4,3,236,390
24034,"La Prairie/La Prairie"," 79","Candiac",44,1,15,45,88,4,6,203,335
24034,"La Prairie/La Prairie"," 80","Candiac",32,0,17,42,63,4,3,161,382
24034,"La Prairie/La Prairie"," 81","Candiac",72,1,17,61,113,4,6,274,521
24034,"La Prairie/La Prairie"," 82","Candiac",41,0,33,51,93,2,0,220,519
24034,"La Prairie/La Prairie"," 83","Candiac",43,0,20,50,79,6,4,202,462
24034,"La Prairie/La Prairie"," 84","Candiac",65,1,22,32,120,5,0,245,507
24034,"La Prairie/La Prairie"," 85","Candiac",55,1,31,73,100,4,2,266,453
24034,"La Prairie/La Prairie"," 86","Candiac",59,1,18,63,112,14,3,270,442
24034,"La Prairie/La Prairie"," 87","Candiac",54,1,23,30,82,8,3,201,382
24034,"La Prairie/La Prairie"," 88","Candiac",62,0,29,41,128,2,1,263,443
24034,"La Prairie/La Prairie"," 89","Candiac",61,1,21,50,105,8,3,249,415
24034,"La Prairie/La Prairie"," 90","Candiac",42,2,23,38,105,4,5,219,466
24034,"La Prairie/La Prairie"," 91","Candiac",48,0,34,27,87,4,1,201,405
24034,"La Prairie/La Prairie"," 92","Candiac",27,0,27,21,85,2,0,162,284
24034,"La Prairie/La Prairie"," 93","Candiac",36,0,29,17,95,8,1,186,368
24034,"La Prairie/La Prairie"," 94","Sainte-Catherine",58,2,27,107,86,6,12,298,509
24034,"La Prairie/La Prairie"," 95","Sainte-Catherine",49,2,20,79,84,6,3,243,424
24034,"La Prairie/La Prairie"," 96","Sainte-Catherine",49,2,19,61,68,10,9,218,401
24034,"La Prairie/La Prairie"," 97","Sainte-Catherine",33,3,24,56,57,7,8,188,397
24034,"La Prairie/La Prairie"," 98A","Sainte-Catherine",26,1,15,63,56,6,5,172,325
24034,"La Prairie/La Prairie"," 98B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°98C,,,,,,,,45
24034,"La Prairie/La Prairie"," 98C","Mobile poll/Bureau itinérant",5,1,5,14,38,1,1,65,57
24034,"La Prairie/La Prairie"," 99","Sainte-Catherine",60,0,34,89,74,3,3,263,423
24034,"La Prairie/La Prairie"," 100","Sainte-Catherine",41,2,18,67,74,3,5,210,403
24034,"La Prairie/La Prairie"," 101","Sainte-Catherine",43,0,14,62,55,2,7,183,386
24034,"La Prairie/La Prairie"," 102","Sainte-Catherine",48,1,17,76,73,9,7,231,483
24034,"La Prairie/La Prairie"," 103","Sainte-Catherine",42,0,20,89,49,5,3,208,412
24034,"La Prairie/La Prairie"," 104","Sainte-Catherine",35,0,30,88,62,5,6,226,451
24034,"La Prairie/La Prairie"," 105","Sainte-Catherine",38,1,14,77,61,7,5,203,405
24034,"La Prairie/La Prairie"," 106","Sainte-Catherine",50,0,23,85,63,2,5,228,421
24034,"La Prairie/La Prairie"," 107","Sainte-Catherine",46,0,18,114,59,10,11,258,442
24034,"La Prairie/La Prairie"," 108","Sainte-Catherine",57,1,22,101,91,2,3,277,452
24034,"La Prairie/La Prairie"," 109","Sainte-Catherine",44,1,22,95,49,5,6,222,459
24034,"La Prairie/La Prairie"," 110","Sainte-Catherine",37,2,34,51,72,5,2,203,327
24034,"La Prairie/La Prairie"," 111","Sainte-Catherine",65,1,21,83,93,5,6,274,484
24034,"La Prairie/La Prairie"," 112","Sainte-Catherine",67,0,19,93,75,3,3,260,442
24034,"La Prairie/La Prairie"," 113","Sainte-Catherine",70,1,14,71,77,7,1,241,443
24034,"La Prairie/La Prairie"," 114","Sainte-Catherine",50,2,17,67,76,5,4,221,411
24034,"La Prairie/La Prairie"," 115","Sainte-Catherine",61,0,17,92,70,4,7,251,439
24034,"La Prairie/La Prairie"," 116","Sainte-Catherine",73,1,27,80,63,7,12,263,498
24034,"La Prairie/La Prairie"," 117","Sainte-Catherine",71,0,25,105,96,5,1,303,452
24034,"La Prairie/La Prairie"," 118","Sainte-Catherine",61,0,14,76,78,5,3,237,437
24034,"La Prairie/La Prairie"," 119A","Sainte-Catherine",45,1,25,69,78,4,2,224,465
24034,"La Prairie/La Prairie"," 119B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,133
24034,"La Prairie/La Prairie"," 120","Sainte-Catherine",57,1,13,82,66,7,7,233,428
24034,"La Prairie/La Prairie"," 121","Sainte-Catherine",43,0,20,83,68,6,11,231,415
24034,"La Prairie/La Prairie"," 122","Sainte-Catherine",47,0,27,57,65,0,7,203,391
24034,"La Prairie/La Prairie"," 123","Sainte-Catherine",70,1,29,99,95,5,2,301,528
24034,"La Prairie/La Prairie"," 124A","Kahnawake 14",4,0,2,0,6,1,0,13,645
24034,"La Prairie/La Prairie"," 124B","Kahnawake 14",10,0,0,0,8,0,0,18,489
24034,"La Prairie/La Prairie"," 124C","Kahnawake 14",1,0,0,0,13,2,1,17,481
24034,"La Prairie/La Prairie"," 124D","Kahnawake 14",2,0,0,0,5,1,0,8,381
24034,"La Prairie/La Prairie"," 125","Kahnawake 14",Void/Supprimé,,,,,,,,
24034,"La Prairie/La Prairie"," 126","Delson",32,1,20,46,53,3,1,156,300
24034,"La Prairie/La Prairie"," 127","Delson",44,0,20,51,48,7,7,177,300
24034,"La Prairie/La Prairie"," 128","Delson",64,2,21,84,87,6,5,269,446
24034,"La Prairie/La Prairie"," 129","Delson",42,0,25,86,47,5,1,206,378
24034,"La Prairie/La Prairie"," 130","Candiac",59,0,20,64,64,10,10,227,482
24034,"La Prairie/La Prairie"," 131","Delson",46,1,24,64,85,5,4,229,378
24034,"La Prairie/La Prairie"," 132","Delson",57,2,17,62,86,2,6,232,417
24034,"La Prairie/La Prairie"," 133","Delson",46,1,21,68,86,7,13,242,421
24034,"La Prairie/La Prairie"," 134","Delson",49,0,13,73,66,11,4,216,426
24034,"La Prairie/La Prairie"," 135","Delson",43,2,29,95,80,7,3,259,423
24034,"La Prairie/La Prairie"," 136","Delson",56,0,23,70,93,5,8,255,456
24034,"La Prairie/La Prairie"," 137","Delson",68,2,36,61,82,8,7,264,473
24034,"La Prairie/La Prairie"," 138","Delson",70,0,30,71,99,9,6,285,511
24034,"La Prairie/La Prairie"," 139","Delson",74,0,22,76,74,6,3,255,452
24034,"La Prairie/La Prairie"," 140","Saint-Constant",45,3,35,71,88,4,8,254,567
24034,"La Prairie/La Prairie"," 141","Saint-Constant",60,0,13,82,85,3,5,248,448
24034,"La Prairie/La Prairie"," 142","Saint-Constant",38,0,12,72,64,5,2,193,400
24034,"La Prairie/La Prairie"," 143A","Saint-Constant",40,2,18,67,57,4,1,189,356
24034,"La Prairie/La Prairie"," 143B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°98C,,,,,,,,9
24034,"La Prairie/La Prairie"," 144","Saint-Constant",60,1,26,75,52,5,3,222,378
24034,"La Prairie/La Prairie"," 145","Saint-Constant",45,1,21,65,41,8,3,184,356
24034,"La Prairie/La Prairie"," 146","Saint-Constant",36,0,18,102,49,4,3,212,369
24034,"La Prairie/La Prairie"," 147","Saint-Constant",49,0,20,90,61,3,4,227,404
24034,"La Prairie/La Prairie"," 148","Saint-Constant",44,0,25,77,95,3,2,246,438
24034,"La Prairie/La Prairie"," 149","Saint-Constant",58,0,33,81,70,3,6,251,444
24034,"La Prairie/La Prairie"," 150","Saint-Constant",50,1,21,73,71,6,7,229,458
24034,"La Prairie/La Prairie"," 151","Saint-Constant",55,1,31,67,85,2,8,249,466
24034,"La Prairie/La Prairie"," 152","Saint-Constant",63,1,18,70,78,6,2,238,461
24034,"La Prairie/La Prairie"," 153","Saint-Constant",66,1,10,69,92,11,7,256,464
24034,"La Prairie/La Prairie"," 154","Saint-Constant",50,1,32,71,75,5,4,238,433
24034,"La Prairie/La Prairie"," 155","Saint-Constant",53,1,23,69,85,5,5,241,456
24034,"La Prairie/La Prairie"," 156","Saint-Constant",53,1,21,58,83,8,4,228,433
24034,"La Prairie/La Prairie"," 157","Saint-Constant",52,0,26,87,68,4,5,242,426
24034,"La Prairie/La Prairie"," 158","Saint-Constant",61,1,26,72,69,8,8,245,430
24034,"La Prairie/La Prairie"," 159","Saint-Constant",44,1,37,64,90,11,2,249,429
24034,"La Prairie/La Prairie"," 160","Saint-Constant",40,3,26,56,100,1,3,229,383
24034,"La Prairie/La Prairie"," 161","Saint-Constant",52,0,22,81,95,4,4,258,442
24034,"La Prairie/La Prairie"," 162","Saint-Constant",46,1,22,72,73,5,0,219,385
24034,"La Prairie/La Prairie"," 163","Saint-Constant",60,1,29,125,112,5,9,341,605
24034,"La Prairie/La Prairie"," 164","Saint-Constant",49,0,23,51,86,4,7,220,405
24034,"La Prairie/La Prairie"," 165","Saint-Constant",46,2,25,62,97,4,3,239,409
24034,"La Prairie/La Prairie"," 166","Saint-Constant",49,0,32,66,107,8,0,262,442
24034,"La Prairie/La Prairie"," 167","Saint-Constant",41,0,19,61,83,4,12,220,435
24034,"La Prairie/La Prairie"," 168","Saint-Constant",49,1,17,83,49,0,12,211,500
24034,"La Prairie/La Prairie"," 169","Saint-Constant",31,0,5,37,41,1,2,117,267
24034,"La Prairie/La Prairie"," 170","Saint-Constant",36,1,15,61,77,2,5,197,337
24034,"La Prairie/La Prairie"," 171","Saint-Constant",51,0,20,45,81,5,1,203,368
24034,"La Prairie/La Prairie"," 172","Saint-Constant",36,1,21,54,72,8,6,198,391
24034,"La Prairie/La Prairie"," 173","Saint-Constant",43,0,31,58,57,2,2,193,349
24034,"La Prairie/La Prairie"," 174","Saint-Constant",48,1,20,44,62,7,2,184,362
24034,"La Prairie/La Prairie"," 175","Saint-Constant",47,0,22,59,77,8,2,215,369
24034,"La Prairie/La Prairie"," 176","Saint-Constant",46,0,25,68,62,5,5,211,399
24034,"La Prairie/La Prairie"," 177","Saint-Constant",52,1,24,68,80,4,1,230,465
24034,"La Prairie/La Prairie"," 178","Saint-Constant",63,0,23,62,49,12,5,214,428
24034,"La Prairie/La Prairie"," 179","Saint-Constant",56,1,27,67,39,2,5,197,376
24034,"La Prairie/La Prairie"," 180","Saint-Constant",69,0,17,84,78,3,4,255,483
24034,"La Prairie/La Prairie"," 181","Saint-Constant",64,0,38,89,112,7,4,314,481
24034,"La Prairie/La Prairie"," 182","Saint-Constant",98,1,52,84,179,2,6,422,814
24034,"La Prairie/La Prairie"," 183","Saint-Constant",47,2,20,68,76,5,4,222,396
24034,"La Prairie/La Prairie"," 184","Saint-Constant",47,1,13,81,59,4,2,207,360
24034,"La Prairie/La Prairie"," 185","Saint-Constant",40,0,24,70,52,5,6,197,428
24034,"La Prairie/La Prairie"," 186","Saint-Constant",40,1,21,92,67,7,4,232,447
24034,"La Prairie/La Prairie"," 187","Saint-Constant",42,0,18,47,61,2,4,174,378
24034,"La Prairie/La Prairie"," 188","Saint-Constant",43,1,16,65,74,2,5,206,398
24034,"La Prairie/La Prairie"," 189","Saint-Mathieu",38,1,15,56,39,2,11,162,307
24034,"La Prairie/La Prairie"," 190","Saint-Mathieu",23,0,17,42,51,1,8,142,322
24034,"La Prairie/La Prairie"," 191","Saint-Mathieu",40,0,28,54,56,3,3,184,328
24034,"La Prairie/La Prairie"," 192","Saint-Mathieu",42,0,26,83,92,4,7,254,411
24034,"La Prairie/La Prairie"," 400","Sainte-Catherine",12,1,13,37,94,1,7,165,208
24034,"La Prairie/La Prairie"," 500","Mobile poll/Bureau itinérant",19,5,22,41,96,0,5,188,244
24034,"La Prairie/La Prairie"," 501","Mobile poll/Bureau itinérant",6,0,8,13,22,0,2,51,204
24034,"La Prairie/La Prairie"," 600","La Prairie",234,6,179,267,426,22,18,1152,
24034,"La Prairie/La Prairie"," 601","La Prairie",320,7,186,226,354,21,14,1128,
24034,"La Prairie/La Prairie"," 602","La Prairie",381,1,120,262,399,27,10,1200,
24034,"La Prairie/La Prairie"," 603","Saint-Philippe",125,2,60,129,156,9,10,491,
24034,"La Prairie/La Prairie"," 604","Candiac",202,1,227,156,425,3,8,1022,
24034,"La Prairie/La Prairie"," 605","Candiac",253,0,190,135,481,13,10,1082,
24034,"La Prairie/La Prairie"," 606","Candiac",296,6,157,281,448,23,14,1225,
24034,"La Prairie/La Prairie"," 607","Sainte-Catherine",282,4,123,315,277,25,13,1039,
24034,"La Prairie/La Prairie"," 608","Kahnawake--Sainte-Catherine",254,11,125,285,272,21,17,985,
24034,"La Prairie/La Prairie"," 609","Saint-Constant",281,9,136,320,310,12,17,1085,
24034,"La Prairie/La Prairie"," 610","Saint-Constant",303,5,136,315,246,16,18,1039,
24034,"La Prairie/La Prairie"," 611","Delson",238,3,118,205,257,15,17,853,
24034,"La Prairie/La Prairie"," 612","Saint-Constant",324,4,164,334,347,20,18,1211,
24034,"La Prairie/La Prairie"," 613","Saint-Philippe",77,2,39,103,146,3,11,381,
24034,"La Prairie/La Prairie",,"Group 1/Groupe 1",142,2,67,124,197,11,9,552,55
24034,"La Prairie/La Prairie",,"Group 2/Groupe 2",82,1,49,53,103,18,15,321,
