Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,AJ Griffin,Wayne Long,Sharon Murphy,Rodney Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13009,"Saint John--Rothesay/Saint John--Rothesay"," 20","Saint John",28,96,8,83,0,215,408
13009,"Saint John--Rothesay/Saint John--Rothesay"," 21","Saint John",42,91,7,57,0,197,386
13009,"Saint John--Rothesay/Saint John--Rothesay"," 22","Saint John",27,100,10,74,2,213,412
13009,"Saint John--Rothesay/Saint John--Rothesay"," 23","Saint John",32,95,5,83,0,215,409
13009,"Saint John--Rothesay/Saint John--Rothesay"," 24","Saint John",25,92,4,49,0,170,402
13009,"Saint John--Rothesay/Saint John--Rothesay"," 25","Saint John",56,101,8,80,0,245,508
13009,"Saint John--Rothesay/Saint John--Rothesay"," 26","Saint John",40,96,6,58,2,202,481
13009,"Saint John--Rothesay/Saint John--Rothesay"," 27","Saint John",33,115,7,128,3,286,557
13009,"Saint John--Rothesay/Saint John--Rothesay"," 28","Saint John",33,94,8,54,0,189,370
13009,"Saint John--Rothesay/Saint John--Rothesay"," 29","Saint John",36,74,6,54,0,170,364
13009,"Saint John--Rothesay/Saint John--Rothesay"," 30","Saint John",45,75,5,51,1,177,349
13009,"Saint John--Rothesay/Saint John--Rothesay"," 31","Saint John",41,76,3,47,1,168,387
13009,"Saint John--Rothesay/Saint John--Rothesay"," 32","Saint John",39,80,11,46,0,176,402
13009,"Saint John--Rothesay/Saint John--Rothesay"," 33","Rothesay",15,134,5,88,0,242,439
13009,"Saint John--Rothesay/Saint John--Rothesay"," 34","Rothesay",24,93,6,59,1,183,348
13009,"Saint John--Rothesay/Saint John--Rothesay"," 35","Rothesay",46,178,14,75,0,313,488
13009,"Saint John--Rothesay/Saint John--Rothesay"," 36","Rothesay",11,84,1,69,0,165,298
13009,"Saint John--Rothesay/Saint John--Rothesay"," 37","Rothesay",22,108,4,124,1,259,416
13009,"Saint John--Rothesay/Saint John--Rothesay"," 38","Saint John",31,88,5,81,1,206,369
13009,"Saint John--Rothesay/Saint John--Rothesay"," 39","Saint John",37,102,5,61,0,205,360
13009,"Saint John--Rothesay/Saint John--Rothesay"," 40","Saint John",29,91,4,81,1,206,367
13009,"Saint John--Rothesay/Saint John--Rothesay"," 41","Saint John",29,120,4,65,0,218,429
13009,"Saint John--Rothesay/Saint John--Rothesay"," 42","Saint John",13,112,3,41,0,169,345
13009,"Saint John--Rothesay/Saint John--Rothesay"," 43","Saint John",18,60,3,48,1,130,375
13009,"Saint John--Rothesay/Saint John--Rothesay"," 44","Saint John",23,68,7,36,0,134,317
13009,"Saint John--Rothesay/Saint John--Rothesay"," 45","Saint John",24,66,2,40,1,133,275
13009,"Saint John--Rothesay/Saint John--Rothesay"," 46","Saint John",38,143,3,73,1,258,476
13009,"Saint John--Rothesay/Saint John--Rothesay"," 47","Saint John",23,72,4,39,0,138,323
13009,"Saint John--Rothesay/Saint John--Rothesay"," 48","Saint John",31,85,8,43,1,168,404
13009,"Saint John--Rothesay/Saint John--Rothesay"," 49","Saint John",28,49,8,36,1,122,278
13009,"Saint John--Rothesay/Saint John--Rothesay"," 50","Saint John",36,97,1,51,0,185,372
13009,"Saint John--Rothesay/Saint John--Rothesay"," 51","Saint John",22,81,3,42,0,148,295
13009,"Saint John--Rothesay/Saint John--Rothesay"," 52","Saint John",30,96,5,60,0,191,398
13009,"Saint John--Rothesay/Saint John--Rothesay"," 53","Saint John",35,118,7,68,0,228,501
13009,"Saint John--Rothesay/Saint John--Rothesay"," 54","Saint John",43,110,8,92,1,254,449
13009,"Saint John--Rothesay/Saint John--Rothesay"," 55","Saint John",66,131,3,54,0,254,470
13009,"Saint John--Rothesay/Saint John--Rothesay"," 56","Saint John",50,126,12,76,0,264,443
13009,"Saint John--Rothesay/Saint John--Rothesay"," 57","Saint John",24,60,4,22,0,110,259
13009,"Saint John--Rothesay/Saint John--Rothesay"," 58","Saint John",29,74,3,11,1,118,396
13009,"Saint John--Rothesay/Saint John--Rothesay"," 59","Saint John",45,117,5,46,1,214,503
13009,"Saint John--Rothesay/Saint John--Rothesay"," 60","Saint John",29,96,6,48,0,179,398
13009,"Saint John--Rothesay/Saint John--Rothesay"," 61","Saint John",22,109,5,83,1,220,430
13009,"Saint John--Rothesay/Saint John--Rothesay"," 62","Saint John",40,92,11,101,2,246,374
13009,"Saint John--Rothesay/Saint John--Rothesay"," 63","Saint John",38,89,7,63,1,198,402
13009,"Saint John--Rothesay/Saint John--Rothesay"," 64","Saint John",41,96,3,48,0,188,376
13009,"Saint John--Rothesay/Saint John--Rothesay"," 65","Saint John",42,86,7,43,2,180,346
13009,"Saint John--Rothesay/Saint John--Rothesay"," 66","Saint John",39,86,13,34,1,173,359
13009,"Saint John--Rothesay/Saint John--Rothesay"," 67","Saint John",48,71,5,50,2,176,376
13009,"Saint John--Rothesay/Saint John--Rothesay"," 68","Saint John",40,109,5,78,2,234,484
13009,"Saint John--Rothesay/Saint John--Rothesay"," 69","Saint John",50,67,8,38,0,163,330
13009,"Saint John--Rothesay/Saint John--Rothesay"," 70","Saint John",49,82,7,51,0,189,357
13009,"Saint John--Rothesay/Saint John--Rothesay"," 71","Saint John",30,82,9,51,0,172,309
13009,"Saint John--Rothesay/Saint John--Rothesay"," 72","Saint John",44,95,6,33,0,178,394
13009,"Saint John--Rothesay/Saint John--Rothesay"," 73","Saint John",45,131,18,31,2,227,407
13009,"Saint John--Rothesay/Saint John--Rothesay"," 74","Saint John",67,110,10,47,1,235,424
13009,"Saint John--Rothesay/Saint John--Rothesay"," 75","Saint John",52,66,3,17,1,139,398
13009,"Saint John--Rothesay/Saint John--Rothesay"," 76","Saint John",30,70,9,23,0,132,372
13009,"Saint John--Rothesay/Saint John--Rothesay"," 77","Saint John",22,87,5,22,1,137,362
13009,"Saint John--Rothesay/Saint John--Rothesay"," 78","Saint John",25,60,4,19,0,108,322
13009,"Saint John--Rothesay/Saint John--Rothesay"," 79","Saint John",17,58,4,8,0,87,290
13009,"Saint John--Rothesay/Saint John--Rothesay"," 80A","Saint John",15,35,0,5,0,55,126
13009,"Saint John--Rothesay/Saint John--Rothesay"," 80B","Saint John",11,33,2,30,0,76,118
13009,"Saint John--Rothesay/Saint John--Rothesay"," 81","Saint John",37,97,4,38,1,177,416
13009,"Saint John--Rothesay/Saint John--Rothesay"," 82","Saint John",45,85,7,39,0,176,430
13009,"Saint John--Rothesay/Saint John--Rothesay"," 83","Saint John",34,91,3,38,0,166,413
13009,"Saint John--Rothesay/Saint John--Rothesay"," 84","Saint John",30,113,9,37,1,190,460
13009,"Saint John--Rothesay/Saint John--Rothesay"," 85","Saint John",26,81,2,41,0,150,353
13009,"Saint John--Rothesay/Saint John--Rothesay"," 86","Saint John",17,46,0,23,0,86,325
13009,"Saint John--Rothesay/Saint John--Rothesay"," 87","Saint John",37,96,11,53,0,197,434
13009,"Saint John--Rothesay/Saint John--Rothesay"," 88","Saint John",44,98,9,46,1,198,383
13009,"Saint John--Rothesay/Saint John--Rothesay"," 89","Saint John",59,126,10,55,2,252,505
13009,"Saint John--Rothesay/Saint John--Rothesay"," 90","Saint John",41,86,6,43,0,176,353
13009,"Saint John--Rothesay/Saint John--Rothesay"," 91","Saint John",39,122,10,58,0,229,509
13009,"Saint John--Rothesay/Saint John--Rothesay"," 92","Saint John",19,101,6,84,0,210,417
13009,"Saint John--Rothesay/Saint John--Rothesay"," 93","Saint John",43,144,8,84,2,281,508
13009,"Saint John--Rothesay/Saint John--Rothesay"," 94","Saint John",26,128,5,66,2,227,441
13009,"Saint John--Rothesay/Saint John--Rothesay"," 95","Saint John",50,82,9,46,0,187,363
13009,"Saint John--Rothesay/Saint John--Rothesay"," 96","Saint John",26,96,4,85,1,212,407
13009,"Saint John--Rothesay/Saint John--Rothesay"," 97","Saint John",97,97,16,6,0,216,333
13009,"Saint John--Rothesay/Saint John--Rothesay"," 98","Saint John",27,102,10,60,2,201,375
13009,"Saint John--Rothesay/Saint John--Rothesay"," 99","Saint John",22,125,4,80,0,231,487
13009,"Saint John--Rothesay/Saint John--Rothesay"," 100","Saint John",28,132,8,101,0,269,507
13009,"Saint John--Rothesay/Saint John--Rothesay"," 101","Saint John",39,81,3,40,1,164,325
13009,"Saint John--Rothesay/Saint John--Rothesay"," 102","Saint John",36,121,6,65,2,230,444
13009,"Saint John--Rothesay/Saint John--Rothesay"," 103","Saint John",30,62,6,24,0,122,400
13009,"Saint John--Rothesay/Saint John--Rothesay"," 104","Saint John",27,58,10,24,2,121,366
13009,"Saint John--Rothesay/Saint John--Rothesay"," 105","Saint John",26,84,6,28,0,144,335
13009,"Saint John--Rothesay/Saint John--Rothesay"," 106A","Saint John",15,33,4,11,0,63,128
13009,"Saint John--Rothesay/Saint John--Rothesay"," 106B","Saint John",15,19,0,35,0,69,89
13009,"Saint John--Rothesay/Saint John--Rothesay"," 106C","Saint John",15,19,0,35,0,69,65
13009,"Saint John--Rothesay/Saint John--Rothesay"," 107","Saint John",22,78,7,47,1,155,335
13009,"Saint John--Rothesay/Saint John--Rothesay"," 108","Saint John",43,109,4,31,0,187,349
13009,"Saint John--Rothesay/Saint John--Rothesay"," 109","Saint John",40,116,7,43,3,209,416
13009,"Saint John--Rothesay/Saint John--Rothesay"," 110","Saint John",24,91,6,40,1,162,335
13009,"Saint John--Rothesay/Saint John--Rothesay"," 111A","Saint John",27,79,4,45,1,156,400
13009,"Saint John--Rothesay/Saint John--Rothesay"," 111B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,49
13009,"Saint John--Rothesay/Saint John--Rothesay"," 112","Saint John",47,123,6,41,1,218,411
13009,"Saint John--Rothesay/Saint John--Rothesay"," 113","Saint John",46,89,3,35,2,175,422
13009,"Saint John--Rothesay/Saint John--Rothesay"," 114","Saint John",45,104,4,27,0,180,436
13009,"Saint John--Rothesay/Saint John--Rothesay"," 115","Saint John",38,120,7,23,1,189,434
13009,"Saint John--Rothesay/Saint John--Rothesay"," 116","Saint John",30,83,3,29,1,146,352
13009,"Saint John--Rothesay/Saint John--Rothesay"," 117","Saint John",36,98,9,27,0,170,429
13009,"Saint John--Rothesay/Saint John--Rothesay"," 118","Saint John",41,122,5,24,0,192,371
13009,"Saint John--Rothesay/Saint John--Rothesay"," 119","Saint John",42,75,6,25,0,148,375
13009,"Saint John--Rothesay/Saint John--Rothesay"," 120","Saint John",33,94,4,33,0,164,295
13009,"Saint John--Rothesay/Saint John--Rothesay"," 121","Saint John",22,89,7,50,1,169,298
13009,"Saint John--Rothesay/Saint John--Rothesay"," 122","Saint John",34,81,8,42,0,165,349
13009,"Saint John--Rothesay/Saint John--Rothesay"," 123","Saint John",43,93,9,49,0,194,375
13009,"Saint John--Rothesay/Saint John--Rothesay"," 124","Saint John",23,91,4,33,0,151,365
13009,"Saint John--Rothesay/Saint John--Rothesay"," 125","Saint John",24,99,7,48,4,182,418
13009,"Saint John--Rothesay/Saint John--Rothesay"," 126","Saint John",32,127,6,62,0,227,418
13009,"Saint John--Rothesay/Saint John--Rothesay"," 127","Saint John",17,70,3,50,0,140,296
13009,"Saint John--Rothesay/Saint John--Rothesay"," 128","Saint John",30,102,3,57,2,194,392
13009,"Saint John--Rothesay/Saint John--Rothesay"," 129","Saint John",26,85,2,84,1,198,392
13009,"Saint John--Rothesay/Saint John--Rothesay"," 130","Saint John",34,105,9,78,0,226,434
13009,"Saint John--Rothesay/Saint John--Rothesay"," 131","Saint John",38,124,14,60,0,236,424
13009,"Saint John--Rothesay/Saint John--Rothesay"," 132","Saint John",26,107,8,77,3,221,412
13009,"Saint John--Rothesay/Saint John--Rothesay"," 133","Saint John",36,127,5,75,1,244,437
13009,"Saint John--Rothesay/Saint John--Rothesay"," 134","Saint John",23,110,5,58,0,196,430
13009,"Saint John--Rothesay/Saint John--Rothesay"," 135","Saint John",25,117,1,56,0,199,390
13009,"Saint John--Rothesay/Saint John--Rothesay"," 136","Saint John",32,106,6,70,2,216,373
13009,"Saint John--Rothesay/Saint John--Rothesay"," 137","Saint John",48,74,5,35,2,164,333
13009,"Saint John--Rothesay/Saint John--Rothesay"," 138","Saint John",45,63,7,34,1,150,306
13009,"Saint John--Rothesay/Saint John--Rothesay"," 139","Saint John",37,98,8,42,1,186,417
13009,"Saint John--Rothesay/Saint John--Rothesay"," 140","Saint John",37,85,5,40,0,167,341
13009,"Saint John--Rothesay/Saint John--Rothesay"," 141","Saint John",46,109,7,47,0,209,424
13009,"Saint John--Rothesay/Saint John--Rothesay"," 142","Saint John",39,97,10,47,0,193,379
13009,"Saint John--Rothesay/Saint John--Rothesay"," 143","Saint John",45,103,3,50,1,202,397
13009,"Saint John--Rothesay/Saint John--Rothesay"," 144","Saint John",42,127,9,54,0,232,413
13009,"Saint John--Rothesay/Saint John--Rothesay"," 145","Saint John",30,89,5,61,2,187,415
13009,"Saint John--Rothesay/Saint John--Rothesay"," 146","Saint John",50,136,1,86,2,275,510
13009,"Saint John--Rothesay/Saint John--Rothesay"," 147","Saint John",29,127,6,60,1,223,449
13009,"Saint John--Rothesay/Saint John--Rothesay"," 148A","Saint John",31,102,7,50,0,190,376
13009,"Saint John--Rothesay/Saint John--Rothesay"," 148B","Saint John",Merged with No./Fusionné avec le n°149,,,,,,74
13009,"Saint John--Rothesay/Saint John--Rothesay"," 149","Saint John",59,133,9,106,1,308,431
13009,"Saint John--Rothesay/Saint John--Rothesay"," 150","Saint John",52,140,11,82,1,286,494
13009,"Saint John--Rothesay/Saint John--Rothesay"," 151","Saint John",53,124,13,85,3,278,447
13009,"Saint John--Rothesay/Saint John--Rothesay"," 152","Saint John",27,86,6,56,1,176,378
13009,"Saint John--Rothesay/Saint John--Rothesay"," 153","Saint John",53,102,10,85,2,252,378
13009,"Saint John--Rothesay/Saint John--Rothesay"," 400","Saint John",19,34,2,56,0,111,131
13009,"Saint John--Rothesay/Saint John--Rothesay"," 401","Saint John",10,27,1,18,0,56,79
13009,"Saint John--Rothesay/Saint John--Rothesay"," 402","Saint John",8,30,1,26,0,65,81
13009,"Saint John--Rothesay/Saint John--Rothesay"," 500","Mobile poll/Bureau itinérant",14,27,3,13,3,60,86
13009,"Saint John--Rothesay/Saint John--Rothesay"," 501","Mobile poll/Bureau itinérant",9,43,8,40,2,102,182
13009,"Saint John--Rothesay/Saint John--Rothesay"," 502","Mobile poll/Bureau itinérant",24,46,11,76,4,161,539
13009,"Saint John--Rothesay/Saint John--Rothesay"," 503","Mobile poll/Bureau itinérant",13,49,7,18,0,87,174
13009,"Saint John--Rothesay/Saint John--Rothesay"," 504","Mobile poll/Bureau itinérant",5,16,4,18,1,44,81
13009,"Saint John--Rothesay/Saint John--Rothesay"," 505","Mobile poll/Bureau itinérant",7,19,5,31,1,63,69
13009,"Saint John--Rothesay/Saint John--Rothesay"," 600","Rothesay",159,675,30,626,9,1499,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 601","Saint John",149,330,18,290,3,790,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 602","Saint John",81,213,14,191,1,500,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 603","Saint John",276,742,42,621,10,1691,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 604","Saint John",69,160,14,149,7,399,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 605","Saint John",99,224,16,98,0,437,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 606","Saint John",319,660,46,542,3,1570,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 607","Saint John",115,313,27,128,3,586,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 608","Saint John",37,105,5,79,0,226,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 609","Saint John",198,697,32,506,7,1440,
13009,"Saint John--Rothesay/Saint John--Rothesay"," 610","Saint John",229,464,38,336,1,1068,
13009,"Saint John--Rothesay/Saint John--Rothesay",,"Group 1/Groupe 1",17,141,13,45,20,236,147
13009,"Saint John--Rothesay/Saint John--Rothesay",,"Group 2/Groupe 2",282,691,40,483,21,1517,
