Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Doel,Che Marville,John Oliver,Terence Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35072,"Oakville/Oakville"," 57","Oakville",5,4,82,116,0,207,430
35072,"Oakville/Oakville"," 58","Oakville",5,0,73,95,0,173,354
35072,"Oakville/Oakville"," 59","Oakville",5,11,105,144,0,265,431
35072,"Oakville/Oakville"," 60","Oakville",6,6,79,142,0,233,441
35072,"Oakville/Oakville"," 61","Oakville",2,3,75,130,0,210,409
35072,"Oakville/Oakville"," 62","Oakville",2,0,74,151,0,227,461
35072,"Oakville/Oakville"," 63","Oakville",3,17,110,94,0,224,393
35072,"Oakville/Oakville"," 64","Oakville",3,2,101,147,0,253,439
35072,"Oakville/Oakville"," 65","Oakville",7,6,135,134,0,282,452
35072,"Oakville/Oakville"," 66","Oakville",6,28,143,94,0,271,494
35072,"Oakville/Oakville"," 67","Oakville",3,9,138,106,0,256,428
35072,"Oakville/Oakville"," 68","Oakville",8,17,104,100,0,229,383
35072,"Oakville/Oakville"," 69","Oakville",2,5,111,78,0,196,389
35072,"Oakville/Oakville"," 70","Oakville",3,13,84,95,1,196,318
35072,"Oakville/Oakville"," 71","Oakville",6,15,80,110,0,211,407
35072,"Oakville/Oakville"," 72","Oakville",4,8,156,108,1,277,438
35072,"Oakville/Oakville"," 73","Oakville",10,27,123,91,2,253,463
35072,"Oakville/Oakville"," 74","Oakville",7,19,104,74,2,206,385
35072,"Oakville/Oakville"," 75","Oakville",3,19,84,40,1,147,305
35072,"Oakville/Oakville"," 76","Oakville",11,32,152,42,0,237,386
35072,"Oakville/Oakville"," 77","Oakville",4,13,94,59,0,170,328
35072,"Oakville/Oakville"," 78","Oakville",5,24,161,96,0,286,494
35072,"Oakville/Oakville"," 79","Oakville",5,15,101,53,0,174,336
35072,"Oakville/Oakville"," 80","Oakville",8,20,93,57,1,179,392
35072,"Oakville/Oakville"," 81","Oakville",8,20,109,75,1,213,396
35072,"Oakville/Oakville"," 82","Oakville",7,9,83,70,1,170,368
35072,"Oakville/Oakville"," 83A","Oakville",6,23,69,50,0,148,285
35072,"Oakville/Oakville"," 83B","Oakville",6,15,60,47,1,129,249
35072,"Oakville/Oakville"," 84","Oakville",3,15,84,58,0,160,303
35072,"Oakville/Oakville"," 85","Oakville",4,16,69,34,0,123,280
35072,"Oakville/Oakville"," 86","Oakville",2,18,88,51,2,161,311
35072,"Oakville/Oakville"," 87","Oakville",6,28,104,71,0,209,432
35072,"Oakville/Oakville"," 88","Oakville",7,21,94,97,0,219,393
35072,"Oakville/Oakville"," 89","Oakville",9,16,91,89,1,206,415
35072,"Oakville/Oakville"," 90","Oakville",11,30,148,115,2,306,514
35072,"Oakville/Oakville"," 91","Oakville",8,33,121,97,1,260,437
35072,"Oakville/Oakville"," 92","Oakville",9,19,107,103,0,238,389
35072,"Oakville/Oakville"," 93","Oakville",13,16,112,114,0,255,407
35072,"Oakville/Oakville"," 94","Oakville",10,22,137,132,1,302,459
35072,"Oakville/Oakville"," 95","Oakville",8,21,136,123,0,288,431
35072,"Oakville/Oakville"," 96","Oakville",2,5,64,77,0,148,279
35072,"Oakville/Oakville"," 97","Oakville",6,3,61,82,0,152,336
35072,"Oakville/Oakville"," 98","Oakville",5,2,95,110,0,212,415
35072,"Oakville/Oakville"," 99","Oakville",5,16,92,51,0,164,333
35072,"Oakville/Oakville"," 100","Oakville",5,22,164,41,0,232,472
35072,"Oakville/Oakville"," 101A","Oakville",1,12,79,68,0,160,284
35072,"Oakville/Oakville"," 101B","Oakville",3,14,50,47,0,114,241
35072,"Oakville/Oakville"," 102","Oakville",2,10,77,57,0,146,278
35072,"Oakville/Oakville"," 103","Oakville",5,12,91,80,1,189,297
35072,"Oakville/Oakville"," 104","Oakville",5,22,103,70,1,201,364
35072,"Oakville/Oakville"," 105","Oakville",7,20,128,50,1,206,395
35072,"Oakville/Oakville"," 106","Oakville",7,21,125,72,2,227,392
35072,"Oakville/Oakville"," 107","Oakville",6,12,116,75,0,209,383
35072,"Oakville/Oakville"," 108","Oakville",2,17,123,76,0,218,369
35072,"Oakville/Oakville"," 109","Oakville",5,19,129,70,3,226,364
35072,"Oakville/Oakville"," 110","Oakville",3,27,129,70,1,230,458
35072,"Oakville/Oakville"," 111","Oakville",1,18,114,67,0,200,367
35072,"Oakville/Oakville"," 112","Oakville",7,31,123,62,1,224,360
35072,"Oakville/Oakville"," 113","Oakville",8,47,108,59,1,223,463
35072,"Oakville/Oakville"," 114","Oakville",7,16,83,43,0,149,329
35072,"Oakville/Oakville"," 115","Oakville",2,12,97,93,1,205,362
35072,"Oakville/Oakville"," 116","Oakville",3,10,126,70,3,212,391
35072,"Oakville/Oakville"," 117","Oakville",2,9,160,118,1,290,451
35072,"Oakville/Oakville"," 118","Oakville",4,7,73,67,1,152,277
35072,"Oakville/Oakville"," 119","Oakville",5,10,110,80,0,205,418
35072,"Oakville/Oakville"," 120","Oakville",4,6,80,103,1,194,424
35072,"Oakville/Oakville"," 121","Oakville",4,15,112,82,1,214,387
35072,"Oakville/Oakville"," 122","Oakville",5,4,87,105,1,202,378
35072,"Oakville/Oakville"," 123","Oakville",5,11,151,129,3,299,480
35072,"Oakville/Oakville"," 124","Oakville",11,7,115,133,2,268,476
35072,"Oakville/Oakville"," 125A","Oakville",5,9,80,66,1,161,319
35072,"Oakville/Oakville"," 125B","Oakville",0,5,60,70,0,135,304
35072,"Oakville/Oakville"," 126","Oakville",7,11,96,68,1,183,320
35072,"Oakville/Oakville"," 127","Oakville",7,16,75,34,2,134,303
35072,"Oakville/Oakville"," 128","Oakville",7,10,130,78,2,227,412
35072,"Oakville/Oakville"," 129","Oakville",3,23,120,88,2,236,421
35072,"Oakville/Oakville"," 130","Oakville",13,11,122,78,2,226,437
35072,"Oakville/Oakville"," 131","Oakville",5,12,85,78,0,180,374
35072,"Oakville/Oakville"," 132","Oakville",9,12,85,109,0,215,379
35072,"Oakville/Oakville"," 133","Oakville",6,16,111,89,0,222,377
35072,"Oakville/Oakville"," 134","Oakville",7,9,81,113,0,210,387
35072,"Oakville/Oakville"," 135","Oakville",10,14,89,92,1,206,338
35072,"Oakville/Oakville"," 136","Oakville",7,20,112,79,0,218,344
35072,"Oakville/Oakville"," 137","Oakville",4,13,80,107,0,204,342
35072,"Oakville/Oakville"," 138","Oakville",7,26,122,92,2,249,428
35072,"Oakville/Oakville"," 139","Oakville",13,15,73,84,0,185,363
35072,"Oakville/Oakville"," 140","Oakville",5,5,88,101,0,199,347
35072,"Oakville/Oakville"," 141","Oakville",6,12,134,138,1,291,459
35072,"Oakville/Oakville"," 142","Oakville",2,12,107,106,3,230,433
35072,"Oakville/Oakville"," 143","Oakville",11,15,161,106,1,294,511
35072,"Oakville/Oakville"," 144","Oakville",5,8,85,77,0,175,288
35072,"Oakville/Oakville"," 145","Oakville",5,4,96,80,0,185,347
35072,"Oakville/Oakville"," 146","Oakville",2,10,82,74,0,168,336
35072,"Oakville/Oakville"," 147","Oakville",2,7,75,82,1,167,303
35072,"Oakville/Oakville"," 148","Oakville",6,14,132,85,1,238,392
35072,"Oakville/Oakville"," 149","Oakville",4,6,124,99,2,235,446
35072,"Oakville/Oakville"," 150","Oakville",4,7,61,93,1,166,389
35072,"Oakville/Oakville"," 151","Oakville",4,9,127,80,0,220,404
35072,"Oakville/Oakville"," 152","Oakville",6,6,67,89,0,168,294
35072,"Oakville/Oakville"," 153A","Oakville",9,12,59,59,1,140,297
35072,"Oakville/Oakville"," 153B","Oakville",2,8,48,50,0,108,234
35072,"Oakville/Oakville"," 154","Oakville",4,12,103,140,0,259,479
35072,"Oakville/Oakville"," 155","Oakville",1,7,122,87,1,218,479
35072,"Oakville/Oakville"," 156A","Oakville",2,12,81,55,1,151,302
35072,"Oakville/Oakville"," 156B","Oakville",1,12,73,29,1,116,241
35072,"Oakville/Oakville"," 157","Oakville",1,11,128,117,2,259,476
35072,"Oakville/Oakville"," 158A","Oakville",2,7,70,40,0,119,290
35072,"Oakville/Oakville"," 158B","Oakville",2,4,72,40,0,118,243
35072,"Oakville/Oakville"," 159","Oakville",0,9,122,126,0,257,464
35072,"Oakville/Oakville"," 160","Oakville",5,10,94,91,0,200,384
35072,"Oakville/Oakville"," 161","Oakville",3,10,127,79,0,219,403
35072,"Oakville/Oakville"," 162","Oakville",9,12,94,106,1,222,421
35072,"Oakville/Oakville"," 163","Oakville",4,13,95,119,0,231,438
35072,"Oakville/Oakville"," 164","Oakville",7,18,106,75,1,207,437
35072,"Oakville/Oakville"," 165","Oakville",8,9,118,115,0,250,491
35072,"Oakville/Oakville"," 166","Oakville",3,20,126,110,0,259,470
35072,"Oakville/Oakville"," 167","Oakville",5,9,95,82,0,191,356
35072,"Oakville/Oakville"," 168A","Oakville",3,8,69,87,1,168,321
35072,"Oakville/Oakville"," 168B","Oakville",6,7,81,51,0,145,276
35072,"Oakville/Oakville"," 169","Oakville",8,17,129,83,0,237,411
35072,"Oakville/Oakville"," 170","Oakville",7,15,87,85,1,195,349
35072,"Oakville/Oakville"," 171","Oakville",2,18,122,101,2,245,432
35072,"Oakville/Oakville"," 172","Oakville",6,9,104,83,0,202,413
35072,"Oakville/Oakville"," 173","Oakville",7,22,103,72,0,204,365
35072,"Oakville/Oakville"," 174","Oakville",7,23,90,75,0,195,375
35072,"Oakville/Oakville"," 175","Oakville",4,13,103,99,1,220,395
35072,"Oakville/Oakville"," 176","Oakville",8,11,88,105,0,212,424
35072,"Oakville/Oakville"," 177","Oakville",7,9,70,96,1,183,350
35072,"Oakville/Oakville"," 178","Oakville",2,13,93,84,4,196,358
35072,"Oakville/Oakville"," 179","Oakville",3,18,98,99,1,219,384
35072,"Oakville/Oakville"," 180","Oakville",11,10,112,98,1,232,412
35072,"Oakville/Oakville"," 181","Oakville",5,10,84,79,0,178,366
35072,"Oakville/Oakville"," 182","Oakville",6,10,86,78,0,180,391
35072,"Oakville/Oakville"," 183","Oakville",6,11,85,88,1,191,373
35072,"Oakville/Oakville"," 184","Oakville",5,6,91,92,3,197,387
35072,"Oakville/Oakville"," 185","Oakville",4,10,71,108,1,194,385
35072,"Oakville/Oakville"," 186","Oakville",3,7,100,125,1,236,386
35072,"Oakville/Oakville"," 187","Oakville",7,11,106,132,0,256,469
35072,"Oakville/Oakville"," 188","Oakville",7,14,135,63,0,219,427
35072,"Oakville/Oakville"," 189","Oakville",2,10,35,30,0,77,171
35072,"Oakville/Oakville"," 190","Oakville",6,6,134,99,4,249,486
35072,"Oakville/Oakville"," 191","Oakville",4,5,39,22,1,71,153
35072,"Oakville/Oakville"," 191-1","Oakville",3,14,111,89,4,221,311
35072,"Oakville/Oakville"," 192","Oakville",5,17,99,100,0,221,451
35072,"Oakville/Oakville"," 193","Oakville",0,14,104,88,0,206,354
35072,"Oakville/Oakville"," 194","Oakville",8,13,147,101,0,269,442
35072,"Oakville/Oakville"," 195","Oakville",8,13,138,108,1,268,441
35072,"Oakville/Oakville"," 196","Oakville",15,25,117,102,0,259,484
35072,"Oakville/Oakville"," 197","Oakville",2,19,110,98,0,229,409
35072,"Oakville/Oakville"," 198","Oakville",9,17,83,62,0,171,310
35072,"Oakville/Oakville"," 199","Oakville",2,9,109,133,0,253,467
35072,"Oakville/Oakville"," 200A","Oakville",6,7,80,94,0,187,373
35072,"Oakville/Oakville"," 200B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,35
35072,"Oakville/Oakville"," 201","Oakville",10,7,124,99,0,240,428
35072,"Oakville/Oakville"," 202","Oakville",3,18,123,93,0,237,423
35072,"Oakville/Oakville"," 203","Oakville",2,11,106,96,0,215,399
35072,"Oakville/Oakville"," 204","Oakville",12,15,139,108,0,274,440
35072,"Oakville/Oakville"," 205A","Oakville",6,3,58,76,0,143,291
35072,"Oakville/Oakville"," 205B","Oakville",3,9,58,52,2,124,257
35072,"Oakville/Oakville"," 206","Oakville",2,13,106,102,0,223,412
35072,"Oakville/Oakville"," 207","Oakville",2,13,85,99,2,201,415
35072,"Oakville/Oakville"," 208","Oakville",7,7,109,112,0,235,455
35072,"Oakville/Oakville"," 209","Oakville",6,12,107,136,1,262,473
35072,"Oakville/Oakville"," 210","Oakville",3,7,78,78,0,166,317
35072,"Oakville/Oakville"," 211","Oakville",2,20,109,90,1,222,446
35072,"Oakville/Oakville"," 212A","Oakville",2,3,54,70,15,144,275
35072,"Oakville/Oakville"," 212B","Oakville",2,7,48,91,2,150,286
35072,"Oakville/Oakville"," 213","Oakville",5,10,121,114,0,250,468
35072,"Oakville/Oakville"," 214","Oakville",3,10,93,86,1,193,350
35072,"Oakville/Oakville"," 400","Oakville",1,14,96,98,1,210,294
35072,"Oakville/Oakville"," 401","Oakville",9,26,97,34,0,166,255
35072,"Oakville/Oakville"," 402","Oakville",9,16,75,57,2,159,216
35072,"Oakville/Oakville"," 403","Oakville",3,4,78,95,0,180,247
35072,"Oakville/Oakville"," 404","Oakville",3,2,86,106,0,197,259
35072,"Oakville/Oakville"," 405","Oakville",2,6,104,84,1,197,280
35072,"Oakville/Oakville"," 500","Mobile poll/Bureau itinérant",7,1,67,53,3,131,196
35072,"Oakville/Oakville"," 501","Mobile poll/Bureau itinérant",3,8,72,36,2,121,174
35072,"Oakville/Oakville"," 502","Mobile poll/Bureau itinérant",4,10,95,71,2,182,181
35072,"Oakville/Oakville"," 600","Oakville",19,56,612,440,1,1128,
35072,"Oakville/Oakville"," 601","Oakville",20,50,773,693,3,1539,
35072,"Oakville/Oakville"," 602","Oakville",21,34,487,381,0,923,
35072,"Oakville/Oakville"," 603","Oakville",9,46,546,541,4,1146,
35072,"Oakville/Oakville"," 604","Oakville",37,63,626,429,1,1156,
35072,"Oakville/Oakville"," 605","Oakville",16,82,519,336,3,956,
35072,"Oakville/Oakville"," 606","Oakville",20,51,492,345,2,910,
35072,"Oakville/Oakville"," 607","Oakville",15,54,390,317,6,782,
35072,"Oakville/Oakville"," 608","Oakville",12,41,418,384,3,858,
35072,"Oakville/Oakville"," 609","Oakville",20,63,660,495,3,1241,
35072,"Oakville/Oakville"," 610","Oakville",13,37,442,372,0,864,
35072,"Oakville/Oakville"," 611","Oakville",24,48,535,425,4,1036,
35072,"Oakville/Oakville"," 612","Oakville",15,58,564,388,0,1025,
35072,"Oakville/Oakville"," 613","Oakville",15,54,572,416,2,1059,
35072,"Oakville/Oakville",,"Group 1/Groupe 1",2,14,69,45,2,132,123
35072,"Oakville/Oakville",,"Group 2/Groupe 2",32,187,1306,883,35,2443,
