Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simmi Saminder Kaur Dhillon,Leon Jensen,Margot Sangster,Lauren Southern,Mark Warawa,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59016,"Langley--Aldergrove/Langley--Aldergrove"," 101","Langley",23,104,29,2,101,2,261,419
59016,"Langley--Aldergrove/Langley--Aldergrove"," 102","Langley",8,79,25,2,111,2,227,403
59016,"Langley--Aldergrove/Langley--Aldergrove"," 103","Langley",11,120,51,4,112,0,298,450
59016,"Langley--Aldergrove/Langley--Aldergrove"," 104","Brookswood",14,87,43,2,106,1,253,447
59016,"Langley--Aldergrove/Langley--Aldergrove"," 105","Langley",8,112,37,0,120,0,277,454
59016,"Langley--Aldergrove/Langley--Aldergrove"," 106","Langley",8,84,39,5,102,2,240,446
59016,"Langley--Aldergrove/Langley--Aldergrove"," 107","Langley",17,110,21,2,140,1,291,486
59016,"Langley--Aldergrove/Langley--Aldergrove"," 108","Langley",19,103,32,1,102,0,257,441
59016,"Langley--Aldergrove/Langley--Aldergrove"," 109","Langley",12,94,22,4,124,0,256,448
59016,"Langley--Aldergrove/Langley--Aldergrove"," 110","Langley",24,74,26,2,132,1,259,473
59016,"Langley--Aldergrove/Langley--Aldergrove"," 111","Langley",6,81,22,2,165,0,276,495
59016,"Langley--Aldergrove/Langley--Aldergrove"," 112","Hopington",12,59,18,3,173,0,265,434
59016,"Langley--Aldergrove/Langley--Aldergrove"," 113","Hopington",14,75,28,1,111,1,230,407
59016,"Langley--Aldergrove/Langley--Aldergrove"," 114","Hopington",10,81,35,3,119,1,249,411
59016,"Langley--Aldergrove/Langley--Aldergrove"," 115","Hopington",13,76,26,0,166,0,281,440
59016,"Langley--Aldergrove/Langley--Aldergrove"," 116","Hopington",12,118,34,3,127,2,296,431
59016,"Langley--Aldergrove/Langley--Aldergrove"," 117","Hopington",13,85,37,0,111,1,247,385
59016,"Langley--Aldergrove/Langley--Aldergrove"," 118","Hopington",16,80,32,1,130,2,261,416
59016,"Langley--Aldergrove/Langley--Aldergrove"," 119","Hopington",7,86,40,3,154,2,292,422
59016,"Langley--Aldergrove/Langley--Aldergrove"," 120","Hopington",23,85,30,1,163,1,303,401
59016,"Langley--Aldergrove/Langley--Aldergrove"," 121","Hopington",18,83,45,2,156,0,304,469
59016,"Langley--Aldergrove/Langley--Aldergrove"," 122","Hopington",18,104,41,0,161,3,327,521
59016,"Langley--Aldergrove/Langley--Aldergrove"," 123","Hopington",21,94,37,1,158,0,311,507
59016,"Langley--Aldergrove/Langley--Aldergrove"," 124","Glen Valley",12,109,28,4,121,0,274,444
59016,"Langley--Aldergrove/Langley--Aldergrove"," 125","Glen Valley",17,99,31,2,123,2,274,449
59016,"Langley--Aldergrove/Langley--Aldergrove"," 126","Aldergrove, Canadian Forces Station",8,65,35,4,107,0,219,374
59016,"Langley--Aldergrove/Langley--Aldergrove"," 127","Aldergrove, Canadian Forces Station",8,83,39,1,93,2,226,382
59016,"Langley--Aldergrove/Langley--Aldergrove"," 128","Aldergrove",8,67,23,5,90,0,193,356
59016,"Langley--Aldergrove/Langley--Aldergrove"," 129","Aldergrove",8,54,19,1,131,0,213,378
59016,"Langley--Aldergrove/Langley--Aldergrove"," 130","Abbotsford",12,86,29,2,152,0,281,490
59016,"Langley--Aldergrove/Langley--Aldergrove"," 131","Abbotsford",9,65,20,3,146,2,245,390
59016,"Langley--Aldergrove/Langley--Aldergrove"," 132","Abbotsford",3,135,44,6,91,5,284,522
59016,"Langley--Aldergrove/Langley--Aldergrove"," 133","Abbotsford",8,74,25,3,122,1,233,419
59016,"Langley--Aldergrove/Langley--Aldergrove"," 134","Abbotsford",7,86,26,1,139,0,259,494
59016,"Langley--Aldergrove/Langley--Aldergrove"," 135","Abbotsford",2,110,31,2,87,3,235,467
59016,"Langley--Aldergrove/Langley--Aldergrove"," 136","Abbotsford",7,130,28,7,62,2,236,440
59016,"Langley--Aldergrove/Langley--Aldergrove"," 137","Abbotsford",6,99,7,7,97,4,220,428
59016,"Langley--Aldergrove/Langley--Aldergrove"," 138","Langley",13,89,36,4,120,0,262,506
59016,"Langley--Aldergrove/Langley--Aldergrove"," 139","Langley",7,96,20,2,96,0,221,389
59016,"Langley--Aldergrove/Langley--Aldergrove"," 140","Langley",17,89,37,4,98,0,245,474
59016,"Langley--Aldergrove/Langley--Aldergrove"," 141","Langley",5,83,18,1,58,0,165,357
59016,"Langley--Aldergrove/Langley--Aldergrove"," 142","Langley",18,99,46,0,72,1,236,476
59016,"Langley--Aldergrove/Langley--Aldergrove"," 143","Langley",14,57,36,2,51,0,160,367
59016,"Langley--Aldergrove/Langley--Aldergrove"," 144","Langley",6,106,29,4,118,0,263,512
59016,"Langley--Aldergrove/Langley--Aldergrove"," 145","Langley",10,61,34,2,50,1,158,363
59016,"Langley--Aldergrove/Langley--Aldergrove"," 146","Langley",24,102,43,3,118,3,293,520
59016,"Langley--Aldergrove/Langley--Aldergrove"," 147","Langley",9,97,26,5,119,0,256,423
59016,"Langley--Aldergrove/Langley--Aldergrove"," 148","Langley",11,91,36,4,79,3,224,405
59016,"Langley--Aldergrove/Langley--Aldergrove"," 149","Langley",14,95,33,1,95,2,240,410
59016,"Langley--Aldergrove/Langley--Aldergrove"," 150","Langley",7,82,31,5,109,2,236,418
59016,"Langley--Aldergrove/Langley--Aldergrove"," 151","Langley",12,120,33,4,101,1,271,477
59016,"Langley--Aldergrove/Langley--Aldergrove"," 152","Langley",14,106,40,5,110,2,277,474
59016,"Langley--Aldergrove/Langley--Aldergrove"," 153","Langley",7,64,25,1,116,3,216,381
59016,"Langley--Aldergrove/Langley--Aldergrove"," 154","Aldergrove",13,50,31,1,87,0,182,331
59016,"Langley--Aldergrove/Langley--Aldergrove"," 155","Langley",8,101,37,4,134,0,284,441
59016,"Langley--Aldergrove/Langley--Aldergrove"," 156","Hopington",12,74,44,4,92,0,226,471
59016,"Langley--Aldergrove/Langley--Aldergrove"," 157","Langley",25,99,26,4,126,0,280,438
59016,"Langley--Aldergrove/Langley--Aldergrove"," 158","Langley",8,62,22,8,132,0,232,371
59016,"Langley--Aldergrove/Langley--Aldergrove"," 159","Langley",8,104,22,1,104,0,239,390
59016,"Langley--Aldergrove/Langley--Aldergrove"," 160","Langley",19,101,27,0,95,0,242,373
59016,"Langley--Aldergrove/Langley--Aldergrove"," 161","Aldergrove",14,112,23,1,135,0,285,428
59016,"Langley--Aldergrove/Langley--Aldergrove"," 162","Aldergrove",13,88,19,4,107,2,233,402
59016,"Langley--Aldergrove/Langley--Aldergrove"," 163","Langley",10,60,37,1,80,1,189,314
59016,"Langley--Aldergrove/Langley--Aldergrove"," 164","Langley",8,54,26,2,104,0,194,385
59016,"Langley--Aldergrove/Langley--Aldergrove"," 165","Langley",14,100,42,5,120,0,281,466
59016,"Langley--Aldergrove/Langley--Aldergrove"," 166","Langley",18,57,29,3,94,1,202,375
59016,"Langley--Aldergrove/Langley--Aldergrove"," 167","Langley",15,87,28,1,137,2,270,418
59016,"Langley--Aldergrove/Langley--Aldergrove"," 168","Fern Ridge",14,81,15,4,141,0,255,412
59016,"Langley--Aldergrove/Langley--Aldergrove"," 169","Fern Ridge",16,79,26,3,87,1,212,341
59016,"Langley--Aldergrove/Langley--Aldergrove"," 170","Langley",8,116,15,0,168,5,312,547
59016,"Langley--Aldergrove/Langley--Aldergrove"," 171","Aldergrove",19,103,58,1,79,0,260,480
59016,"Langley--Aldergrove/Langley--Aldergrove"," 172","Aldergrove",15,121,49,5,81,0,271,449
59016,"Langley--Aldergrove/Langley--Aldergrove"," 173","Aldergrove",15,96,36,1,118,0,266,428
59016,"Langley--Aldergrove/Langley--Aldergrove"," 174","Aldergrove",8,79,15,0,82,0,184,355
59016,"Langley--Aldergrove/Langley--Aldergrove"," 175","Matsqui 4",9,69,61,1,147,0,287,382
59016,"Langley--Aldergrove/Langley--Aldergrove"," 176","Abbotsford",11,68,11,1,110,1,202,394
59016,"Langley--Aldergrove/Langley--Aldergrove"," 177","Abbotsford",11,83,21,6,146,2,269,413
59016,"Langley--Aldergrove/Langley--Aldergrove"," 178A","Abbotsford",1,83,13,5,82,1,185,313
59016,"Langley--Aldergrove/Langley--Aldergrove"," 178B","Abbotsford",6,63,13,4,94,1,181,289
59016,"Langley--Aldergrove/Langley--Aldergrove"," 179","Abbotsford",4,96,14,6,83,3,206,378
59016,"Langley--Aldergrove/Langley--Aldergrove"," 400","Walnut Grove",0,27,3,0,22,0,52,68
59016,"Langley--Aldergrove/Langley--Aldergrove"," 401","Walnut Grove",7,69,35,0,101,0,212,300
59016,"Langley--Aldergrove/Langley--Aldergrove"," 402","Langley",4,39,10,5,70,4,132,166
59016,"Langley--Aldergrove/Langley--Aldergrove"," 403","Langley",3,29,9,3,30,1,75,143
59016,"Langley--Aldergrove/Langley--Aldergrove"," 404","Milner",5,72,15,0,42,0,134,234
59016,"Langley--Aldergrove/Langley--Aldergrove"," 405","Langley",5,65,17,0,28,0,115,252
59016,"Langley--Aldergrove/Langley--Aldergrove"," 406","Mobile poll/Bureau itinérant",5,42,19,3,78,3,150,122
59016,"Langley--Aldergrove/Langley--Aldergrove"," 407","Langley",2,23,9,1,45,2,82,110
59016,"Langley--Aldergrove/Langley--Aldergrove"," 500A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°406,,,,,,,127
59016,"Langley--Aldergrove/Langley--Aldergrove"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°76B,,,,,,,35
59016,"Langley--Aldergrove/Langley--Aldergrove"," 500C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°90B,,,,,,,28
59016,"Langley--Aldergrove/Langley--Aldergrove"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°90B,,,,,,,38
59016,"Langley--Aldergrove/Langley--Aldergrove"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°76B,,,,,,,13
59016,"Langley--Aldergrove/Langley--Aldergrove"," 600","Walnut Grove",45,321,110,9,435,0,920,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 601","Langley",39,472,153,6,548,5,1223,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 602","Langley",23,280,89,4,286,0,682,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 603","Langley",31,317,146,7,467,2,970,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 604","Forest Knolls",46,275,118,4,371,1,815,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 605","Langley",47,272,158,8,435,1,921,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 606","Langley",39,278,91,5,468,0,881,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 607","Hopington",34,232,99,4,446,4,819,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 608","Aldergrove, Canadian Forces Station",26,183,67,6,261,2,545,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 609","Langley",27,295,129,3,267,4,725,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 610","Aldergrove",26,224,85,7,314,1,657,
59016,"Langley--Aldergrove/Langley--Aldergrove"," 611","Abbotsford",30,240,74,8,258,0,610,
59016,"Langley--Aldergrove/Langley--Aldergrove",,"Group 1/Groupe 1",5,49,19,3,24,7,107,85
59016,"Langley--Aldergrove/Langley--Aldergrove",,"Group 2/Groupe 2",54,492,246,11,741,20,1564,
