Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dennis Adamson,Arthur Alexander Green,Wyatt Scott,Jati Sidhu,Brad Vis,Elaine Wismer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 16A","Ashcroft",43,11,2,48,74,1,0,179,263
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 16B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,,24
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 17","Ashcroft",55,11,3,62,96,0,0,227,400
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 18","Ashcroft",50,15,10,85,121,0,0,281,459
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 19","Ashcroft",77,20,3,90,83,1,0,274,473
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 20","Spences Bridge",44,14,0,43,24,1,0,126,237
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 21","Lytton",123,12,0,52,13,0,0,200,345
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 22","Lytton",159,27,2,74,36,0,0,298,399
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 23","North Bend",34,6,4,15,18,1,0,78,147
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 24A","Boston Bar",50,10,1,42,23,0,0,126,308
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 24B","Lytton",Merged with No./Fusionné avec le n°22,,,,,,,,122
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 25A","Pemberton",25,4,2,27,27,0,0,85,500
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 25B","Pemberton",38,3,4,14,3,0,1,63,64
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 26","Chehalis 5",57,6,4,79,69,0,0,215,434
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 27","Chehalis 5",54,5,3,89,21,0,1,173,274
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 28","Dewdney",62,17,10,67,88,1,0,245,356
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 29","Dewdney",55,16,9,71,96,0,0,247,351
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 30","Dewdney",30,14,7,64,69,0,1,185,283
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 31A","Mission",37,7,4,30,40,0,0,118,326
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 31B","Mission",29,5,1,24,26,0,0,85,234
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 32A","Mission",43,6,4,54,45,0,0,152,257
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 32B","Mission",46,12,2,47,67,0,0,174,273
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 33","Mission",68,16,2,84,51,0,0,221,390
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 34","Mission",61,12,0,81,125,1,2,282,443
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 35","Mission",57,17,5,88,84,1,1,253,464
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 36","Mission",50,17,4,74,111,0,1,257,444
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 37","Mission",42,26,6,75,122,0,1,272,456
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 38A","Mission",18,8,6,47,66,0,0,145,252
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 38B","Mission",40,6,2,53,62,0,0,163,303
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 39","Mission",57,20,9,77,94,0,0,257,456
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 40","Mission",56,17,12,80,93,1,0,259,409
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 41","Mission",43,12,10,47,44,0,0,156,279
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 42","Mission",50,23,5,94,74,0,1,247,416
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 43","Mission",68,17,7,95,90,0,0,277,456
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 44","Mission",35,6,4,100,93,0,0,238,425
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 45","Mission",43,10,7,104,81,1,0,246,459
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 46","Mission",53,11,5,68,78,1,0,216,386
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 47","Mission",53,18,15,73,65,0,0,224,399
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 48","Mission",66,9,8,103,76,0,0,262,407
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 49","Mission",37,17,8,71,95,0,0,228,404
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 50","Mission",48,8,2,103,94,0,1,256,444
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 51","Mission",43,8,3,101,85,0,0,240,430
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 52","Mission",46,3,14,132,83,0,1,279,476
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 53A","Mission",24,6,7,68,27,0,1,133,271
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 53B","Mission",33,9,2,62,46,0,0,152,242
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 54","Mission",66,11,12,78,61,0,0,228,398
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 55","Mission",37,12,6,63,67,0,2,187,336
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 56","Mission",53,15,11,87,64,0,0,230,394
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 57","Mission",50,16,10,85,65,0,0,226,436
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 58","Mission",47,13,4,59,40,0,1,164,328
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 59","Mission",56,16,3,108,54,0,0,237,468
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 60","Mission",48,6,4,121,73,0,1,253,452
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 61","Mission",42,15,5,84,87,0,0,233,461
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 62","Mission",28,7,4,64,43,0,0,146,281
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 63","Mission",62,6,10,125,67,1,1,272,467
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 64","Mission",55,13,5,93,89,1,0,256,441
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 65","Mission",41,9,4,76,66,1,0,197,397
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 66","Mission",60,13,2,99,75,0,0,249,445
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 67","Mission",50,16,5,66,50,1,1,189,399
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 68","Mission",44,15,8,70,49,0,1,187,355
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 69","Mission",39,15,9,58,61,0,0,182,372
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 70","Mission",55,18,6,79,51,0,1,210,417
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 71","Mission",72,14,8,119,67,0,0,280,470
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 72A","Abbotsford",15,0,1,40,103,0,0,159,249
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 72B","Abbotsford",20,7,2,30,132,0,0,191,259
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 73","Mission",36,3,14,51,31,0,0,135,322
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 74","Mission",62,15,5,93,58,0,0,233,424
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 75","Mission",41,11,8,93,67,0,0,220,401
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 76","Mission",59,9,5,70,46,0,2,191,402
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 77A","Mission",70,15,10,104,77,0,0,276,486
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 77B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,29
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 78A","Mission",41,18,8,52,36,0,0,155,262
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 78B","Mission",30,2,2,52,47,0,1,134,259
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 79A","Mission",59,10,12,73,37,0,0,191,385
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 79B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,42
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 80","Mission",51,7,4,47,44,0,1,154,421
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 81A","Mission",35,9,8,44,15,0,1,112,260
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 81B","Mission",33,8,9,43,24,0,2,119,285
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 82","Mission",58,19,6,62,47,0,3,195,427
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 83","Mission",68,19,18,98,60,0,1,264,425
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 84","Mission",63,16,3,62,73,1,0,218,431
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 85","Mission",59,30,12,83,63,0,1,248,438
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 86","Mission",52,15,13,107,51,0,2,240,444
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 87","Mission",44,7,6,69,84,0,0,210,430
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 88","Mission",36,15,8,75,105,0,0,239,406
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 89","Mission",58,14,10,85,80,0,0,247,393
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 90","Mission",53,13,6,77,138,0,1,288,500
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 91","Mission",51,12,7,97,88,0,0,255,428
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 92","Mission",65,16,5,82,82,0,0,250,438
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 93","Mission",31,17,13,96,76,0,0,233,383
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 94","Dewdney",55,20,10,82,89,0,0,256,427
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 95","Dewdney",37,9,2,102,125,0,0,275,421
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 96","Deroche",57,19,8,78,66,0,0,228,359
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 97","Lake Errock",61,33,9,96,68,2,2,271,453
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 98","Nicomen",38,6,8,57,71,1,0,181,292
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 99","Nicomen",50,15,5,53,92,0,0,215,343
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 100","Harrison Mills",33,10,4,26,88,0,1,162,517
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 101","Harrison Mills",26,10,2,53,103,0,0,194,434
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 102A","Agassiz",25,7,2,35,38,0,0,107,272
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 102B","Agassiz",21,7,1,29,55,0,0,113,251
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 103A","Agassiz",57,18,1,54,73,0,0,203,416
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 103B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,72
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 104A","Agassiz",26,6,2,42,50,0,0,126,277
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 104B","Agassiz",23,9,0,32,52,1,1,118,258
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 105","Agassiz",59,13,3,69,117,1,0,262,449
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 106","Agassiz",23,17,3,69,98,0,0,210,430
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 107","Agassiz",38,18,1,71,111,0,0,239,488
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 108","Harrison Hot Springs",52,36,6,102,109,0,0,305,490
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 109","Harrison Hot Springs",42,30,5,94,76,0,0,247,442
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 110","Harrison Hot Springs",37,14,4,93,113,0,0,261,405
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 111","Seabird Island ",86,7,2,90,20,0,0,205,430
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 112","Fraser Valley H ",53,14,1,80,152,1,1,302,469
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 113","Abbotsford",46,15,3,110,141,0,2,317,418
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 114","Abbotsford",38,9,1,92,203,0,1,344,483
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 115","Abbotsford",27,12,1,57,139,1,0,237,374
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 116","Abbotsford",28,7,5,95,170,0,0,305,442
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 117","Abbotsford",24,4,3,94,129,1,2,257,466
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 118","Abbotsford",18,5,4,87,142,0,1,257,454
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 119","Abbotsford",23,12,1,54,132,0,2,224,459
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 120","Abbotsford",26,17,1,71,73,0,0,188,424
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 121A","Abbotsford",10,6,0,47,129,0,2,194,295
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 121B","Abbotsford",16,14,5,45,84,0,1,165,280
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 122A","Abbotsford",11,6,1,37,96,0,0,151,244
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 122B","Abbotsford",23,8,3,51,111,0,0,196,295
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 123","Abbotsford",24,17,1,63,174,0,1,280,448
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 124","Abbotsford",18,12,2,41,159,2,2,236,379
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 125","Abbotsford",27,5,0,121,33,1,3,190,403
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 126","Abbotsford",22,10,2,102,126,0,4,266,451
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 127A","Abbotsford",15,1,0,89,7,0,3,115,298
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 127B","Abbotsford",5,2,0,83,19,0,4,113,287
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 128A","Abbotsford",23,7,1,76,62,0,1,170,306
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 128B","Abbotsford",23,5,2,75,67,0,0,172,352
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 129","Abbotsford",22,9,0,143,84,0,0,258,443
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 130","Abbotsford",11,0,0,137,17,0,2,167,354
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 131","Abbotsford",31,6,2,125,86,0,0,250,496
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 132","Abbotsford",36,8,0,127,61,0,3,235,465
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 133","Abbotsford",24,5,0,167,37,1,2,236,468
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 134A","Abbotsford",12,2,0,92,36,0,2,144,282
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 134B","Abbotsford",12,3,1,77,21,0,4,118,227
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 135","Abbotsford",6,2,0,145,12,0,3,168,369
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 136A","Abbotsford",10,0,1,94,22,0,3,130,296
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 136B","Abbotsford",5,4,0,88,31,0,1,129,266
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 137A","Abbotsford",17,4,0,57,62,0,1,141,286
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 137B","Abbotsford",11,2,5,49,58,0,1,126,248
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 138","Abbotsford",14,4,0,87,98,0,3,206,397
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 139","Abbotsford",14,2,1,161,18,1,2,199,369
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 140","Abbotsford",17,2,3,121,29,0,1,173,353
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 141","Abbotsford",11,5,1,81,47,0,1,146,355
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 142","Abbotsford",28,11,3,85,68,0,1,196,391
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 143","Abbotsford",14,3,0,127,54,1,1,200,474
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 144","Abbotsford",12,5,2,103,81,0,2,205,443
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 145","Abbotsford",19,5,1,58,139,0,1,223,430
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 146","Abbotsford",24,6,4,93,109,0,0,236,428
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 147","Abbotsford",31,16,0,94,92,0,0,233,457
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 148","Abbotsford",22,14,0,103,65,0,1,205,458
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 149","Abbotsford",28,10,0,109,59,0,3,209,456
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 150","Abbotsford",14,4,0,94,62,0,0,174,397
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 151A","Abbotsford",23,3,7,43,81,0,1,158,274
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 151B","Abbotsford",13,10,1,28,75,0,0,127,251
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 500A","Mobile poll/Bureau itinérant",27,5,4,30,53,1,0,120,126
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,49
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 501A","Mobile poll/Bureau itinérant",30,11,4,28,55,2,1,131,78
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 501B","Mobile poll/Bureau itinérant",21,3,2,21,29,2,3,81,50
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 501C","Mission",7,2,1,9,7,0,0,26,59
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 502","Mobile poll/Bureau itinérant",7,5,3,19,42,0,2,78,45
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 600","Squamish-Lillooet",175,36,3,119,166,0,0,499,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 601","Squamish-Lillooet",129,26,7,120,205,1,1,489,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 602","Fraser Valley",29,8,1,24,37,0,0,99,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 603","Pemberton",22,5,0,8,13,0,0,48,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 604","Fraser Valley",223,91,16,325,565,0,0,1220,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 605","Fraser Valley",18,5,1,22,40,0,0,86,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 606","Mission",193,37,24,316,286,0,2,858,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 607","Mission",224,27,27,343,243,1,1,866,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 608","Mission",196,43,31,255,324,1,5,855,
59017,"Mission--Matsqui--Fraser Canyon/Mission--Matsqui--Fraser Canyon"," 609","Mission",234,32,39,244,174,2,0,725,
