Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laura Casselman,Kevin Clarke,Paul Coulbeck,Kathleen Holding,Chuck Konkel,John McKay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 407","Scarborough",6,0,0,1,17,58,0,82,210
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 408","Scarborough",12,0,0,1,29,63,1,106,282
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 409","Scarborough",6,0,0,2,5,18,0,31,34
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 410","Scarborough",Merged with No./Fusionné avec le n°411,,,,,,,,136
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 411","Scarborough",16,0,1,2,34,67,2,122,219
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 412","Scarborough",21,1,3,4,27,119,3,178,316
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 413","Scarborough",14,1,0,0,15,84,1,115,323
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 414","Scarborough",8,1,0,0,22,69,0,100,278
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 415","Scarborough",11,4,0,1,16,85,1,118,285
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 416","Scarborough",11,0,0,2,28,89,0,130,262
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 417","Scarborough",20,2,1,6,73,122,3,227,434
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 418","Scarborough",26,0,1,2,73,100,1,203,429
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 419","Scarborough",20,0,1,4,62,109,0,196,344
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 420","Scarborough",20,1,4,4,77,98,0,204,365
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 421","Scarborough",14,0,1,0,67,113,0,195,397
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 422","Scarborough",4,1,0,4,47,107,0,163,327
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 423A","Scarborough",24,1,0,3,67,144,0,239,453
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 423B","Scarborough",9,1,0,5,67,134,3,219,380
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 424A","Scarborough",26,0,1,3,79,101,3,213,410
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 424B","Scarborough",13,1,0,5,62,126,0,207,393
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 425","Scarborough",28,1,0,2,20,101,0,152,183
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 426","Scarborough",Merged with No./Fusionné avec le n°425,,,,,,,,183
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 427","Scarborough",Merged with No./Fusionné avec le n°432,,,,,,,,74
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 428","Scarborough",10,0,0,1,6,76,1,94,211
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 429","Scarborough",11,0,0,0,10,83,1,105,247
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 430","Scarborough",Merged with No./Fusionné avec le n°429,,,,,,,,34
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 431","Scarborough",7,0,0,0,10,76,1,94,213
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 432","Scarborough",19,4,0,1,25,69,0,118,188
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 433","Scarborough",21,1,1,0,19,63,0,105,127
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 434","Scarborough",28,1,0,6,20,147,2,204,458
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 435","Scarborough",16,5,1,2,20,67,3,114,276
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 436","Scarborough",8,3,0,0,18,97,0,126,270
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 437","Scarborough",Merged with No./Fusionné avec le n°433,,,,,,,,120
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 438","Scarborough",19,3,1,3,10,90,1,127,284
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 439","Scarborough",15,2,0,1,44,63,1,126,204
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 440","Scarborough",15,0,1,1,15,62,0,94,223
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 441","Scarborough",14,1,1,1,6,69,0,92,244
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 442","Scarborough",26,0,0,2,41,140,2,211,373
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 443","Scarborough",18,1,0,0,16,102,1,138,305
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 444","Scarborough",Merged with No./Fusionné avec le n°445,,,,,,,,184
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 445","Scarborough",34,1,3,2,80,223,0,343,328
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 446","Scarborough",8,0,0,4,84,129,0,225,296
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 447","Scarborough",12,0,2,2,95,111,0,222,284
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 448","Scarborough",13,0,0,2,23,75,0,113,169
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 449","Scarborough",18,0,1,3,29,72,0,123,209
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 450","Scarborough",15,0,0,0,56,118,0,189,291
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 500","Mobile poll/Bureau itinérant",16,2,1,1,53,63,2,138,251
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 501","Mobile poll/Bureau itinérant",8,6,1,9,18,62,0,104,254
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 502","Mobile poll/Bureau itinérant",9,1,1,2,14,37,1,65,196
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 600","Scarborough",90,2,2,4,230,604,4,936,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 601","Scarborough",65,2,1,6,213,398,4,689,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 602","Scarborough",39,2,0,7,106,273,2,429,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 603","Scarborough",76,3,4,17,341,409,1,851,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 604","Scarborough",88,1,4,7,215,458,7,780,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 605","Scarborough",110,5,3,14,293,540,3,968,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 606","Scarborough",82,1,2,6,223,552,7,873,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 607","Scarborough",93,4,1,4,183,470,6,761,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 608","Scarborough",72,2,0,9,146,481,3,713,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 609","Scarborough",77,1,1,14,192,413,2,700,
35095,"Scarborough--Guildwood/Scarborough--Guildwood"," 610","Scarborough",81,1,2,25,287,512,1,909,
35095,"Scarborough--Guildwood/Scarborough--Guildwood",,"Group 1/Groupe 1",5,1,2,3,20,58,7,96,84
35095,"Scarborough--Guildwood/Scarborough--Guildwood",,"Group 2/Groupe 2",86,2,1,9,158,348,10,614,
