Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ed Crewson,David Allan Tilson,Nancy Urekar,Rehya Yazbek,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35022,"Dufferin--Caledon/Dufferin--Caledon"," 23","Amaranth",93,119,14,11,0,237,478
35022,"Dufferin--Caledon/Dufferin--Caledon"," 24","Amaranth",73,90,10,5,2,180,385
35022,"Dufferin--Caledon/Dufferin--Caledon"," 25","Mono",100,145,38,16,0,299,511
35022,"Dufferin--Caledon/Dufferin--Caledon"," 26A","Mono",73,42,26,9,0,150,256
35022,"Dufferin--Caledon/Dufferin--Caledon"," 26B","Mono",61,53,32,8,3,157,285
35022,"Dufferin--Caledon/Dufferin--Caledon"," 27","Mono",89,103,26,15,3,236,483
35022,"Dufferin--Caledon/Dufferin--Caledon"," 28","Mono",64,124,16,21,0,225,484
35022,"Dufferin--Caledon/Dufferin--Caledon"," 29","Mono",69,72,30,11,2,184,383
35022,"Dufferin--Caledon/Dufferin--Caledon"," 30A","Mono",43,71,32,3,0,149,263
35022,"Dufferin--Caledon/Dufferin--Caledon"," 30B","Mono",51,53,14,4,0,122,242
35022,"Dufferin--Caledon/Dufferin--Caledon"," 31A","Mono",41,73,13,12,2,141,279
35022,"Dufferin--Caledon/Dufferin--Caledon"," 31B","Mono",51,84,12,11,1,159,284
35022,"Dufferin--Caledon/Dufferin--Caledon"," 32","Mono",57,108,9,4,1,179,347
35022,"Dufferin--Caledon/Dufferin--Caledon"," 33","Mono",49,107,5,17,0,178,328
35022,"Dufferin--Caledon/Dufferin--Caledon"," 34A","Mono",75,75,20,5,0,175,306
35022,"Dufferin--Caledon/Dufferin--Caledon"," 34B","Mono",57,67,16,11,0,151,254
35022,"Dufferin--Caledon/Dufferin--Caledon"," 35A","Mono",45,81,7,3,0,136,318
35022,"Dufferin--Caledon/Dufferin--Caledon"," 35B","Mono",48,80,8,14,0,150,300
35022,"Dufferin--Caledon/Dufferin--Caledon"," 36A","Mono",40,59,13,9,0,121,251
35022,"Dufferin--Caledon/Dufferin--Caledon"," 36B","Mono",42,46,5,7,0,100,255
35022,"Dufferin--Caledon/Dufferin--Caledon"," 37A","Mono",52,43,12,3,0,110,259
35022,"Dufferin--Caledon/Dufferin--Caledon"," 37B","Mono",43,83,18,3,0,147,248
35022,"Dufferin--Caledon/Dufferin--Caledon"," 38","Caledon",75,84,22,11,1,193,387
35022,"Dufferin--Caledon/Dufferin--Caledon"," 39","Caledon",77,110,27,17,0,231,369
35022,"Dufferin--Caledon/Dufferin--Caledon"," 40","Caledon",85,90,22,18,0,215,409
35022,"Dufferin--Caledon/Dufferin--Caledon"," 41","Caledon",70,116,17,20,1,224,424
35022,"Dufferin--Caledon/Dufferin--Caledon"," 42","Caledon",55,105,23,10,0,193,408
35022,"Dufferin--Caledon/Dufferin--Caledon"," 43A","Caledon",36,79,7,8,0,130,275
35022,"Dufferin--Caledon/Dufferin--Caledon"," 43B","Caledon",42,78,5,7,0,132,267
35022,"Dufferin--Caledon/Dufferin--Caledon"," 44","Caledon",53,108,15,13,1,190,364
35022,"Dufferin--Caledon/Dufferin--Caledon"," 45","Caledon",79,136,11,11,2,239,484
35022,"Dufferin--Caledon/Dufferin--Caledon"," 46","Caledon",86,100,11,7,0,204,427
35022,"Dufferin--Caledon/Dufferin--Caledon"," 47","Caledon",82,80,11,8,0,181,388
35022,"Dufferin--Caledon/Dufferin--Caledon"," 48","Caledon",76,66,19,10,0,171,369
35022,"Dufferin--Caledon/Dufferin--Caledon"," 49","Caledon",70,109,12,8,0,199,422
35022,"Dufferin--Caledon/Dufferin--Caledon"," 50","Caledon",77,103,16,11,2,209,363
35022,"Dufferin--Caledon/Dufferin--Caledon"," 51","Caledon",70,70,12,8,1,161,349
35022,"Dufferin--Caledon/Dufferin--Caledon"," 52","Caledon",86,96,7,10,0,199,427
35022,"Dufferin--Caledon/Dufferin--Caledon"," 53","Caledon",84,81,12,20,3,200,394
35022,"Dufferin--Caledon/Dufferin--Caledon"," 54","Caledon",77,112,14,14,1,218,420
35022,"Dufferin--Caledon/Dufferin--Caledon"," 55","Caledon",81,93,7,13,3,197,401
35022,"Dufferin--Caledon/Dufferin--Caledon"," 56","Caledon",90,80,4,10,0,184,352
35022,"Dufferin--Caledon/Dufferin--Caledon"," 57","Caledon",107,111,8,17,0,243,492
35022,"Dufferin--Caledon/Dufferin--Caledon"," 58","Caledon",86,101,18,23,0,228,474
35022,"Dufferin--Caledon/Dufferin--Caledon"," 59","Caledon",89,130,13,17,2,251,484
35022,"Dufferin--Caledon/Dufferin--Caledon"," 60","Caledon",90,119,7,11,1,228,467
35022,"Dufferin--Caledon/Dufferin--Caledon"," 61","Caledon",67,105,15,18,0,205,397
35022,"Dufferin--Caledon/Dufferin--Caledon"," 62","Caledon",59,91,6,12,0,168,349
35022,"Dufferin--Caledon/Dufferin--Caledon"," 63","Caledon",100,95,22,13,2,232,440
35022,"Dufferin--Caledon/Dufferin--Caledon"," 64","Caledon",77,97,7,22,0,203,426
35022,"Dufferin--Caledon/Dufferin--Caledon"," 65","Caledon",61,88,8,6,0,163,298
35022,"Dufferin--Caledon/Dufferin--Caledon"," 66","Caledon",58,82,12,5,0,157,265
35022,"Dufferin--Caledon/Dufferin--Caledon"," 67","Caledon",75,127,8,16,1,227,473
35022,"Dufferin--Caledon/Dufferin--Caledon"," 68","Caledon",103,80,7,16,0,206,454
35022,"Dufferin--Caledon/Dufferin--Caledon"," 69","Caledon",89,81,14,17,1,202,412
35022,"Dufferin--Caledon/Dufferin--Caledon"," 70","Caledon",79,75,10,7,1,172,298
35022,"Dufferin--Caledon/Dufferin--Caledon"," 71","Caledon",101,124,10,7,1,243,476
35022,"Dufferin--Caledon/Dufferin--Caledon"," 72","Caledon",89,107,9,4,0,209,441
35022,"Dufferin--Caledon/Dufferin--Caledon"," 73","Caledon",98,125,9,14,0,246,405
35022,"Dufferin--Caledon/Dufferin--Caledon"," 74","Caledon",94,70,8,5,0,177,340
35022,"Dufferin--Caledon/Dufferin--Caledon"," 75","Caledon",89,119,10,13,1,232,418
35022,"Dufferin--Caledon/Dufferin--Caledon"," 76","Caledon",75,102,9,9,1,196,407
35022,"Dufferin--Caledon/Dufferin--Caledon"," 77","Caledon",108,100,11,13,0,232,423
35022,"Dufferin--Caledon/Dufferin--Caledon"," 78","Caledon",47,91,1,4,0,143,307
35022,"Dufferin--Caledon/Dufferin--Caledon"," 79","Caledon",76,83,4,13,0,176,325
35022,"Dufferin--Caledon/Dufferin--Caledon"," 80","Caledon",69,79,9,18,0,175,391
35022,"Dufferin--Caledon/Dufferin--Caledon"," 81","Caledon",75,62,12,5,0,154,373
35022,"Dufferin--Caledon/Dufferin--Caledon"," 82","Caledon",66,66,11,12,0,155,385
35022,"Dufferin--Caledon/Dufferin--Caledon"," 83","Caledon",86,58,5,9,0,158,308
35022,"Dufferin--Caledon/Dufferin--Caledon"," 84","Caledon",103,120,6,15,0,244,479
35022,"Dufferin--Caledon/Dufferin--Caledon"," 85A","Caledon",61,63,2,9,0,135,270
35022,"Dufferin--Caledon/Dufferin--Caledon"," 85B","Caledon",49,69,5,4,1,128,238
35022,"Dufferin--Caledon/Dufferin--Caledon"," 86A","Caledon",58,68,2,4,0,132,269
35022,"Dufferin--Caledon/Dufferin--Caledon"," 86B","Caledon",48,64,5,17,0,134,252
35022,"Dufferin--Caledon/Dufferin--Caledon"," 87","Caledon",100,91,4,16,0,211,410
35022,"Dufferin--Caledon/Dufferin--Caledon"," 88","Caledon",105,111,3,19,1,239,422
35022,"Dufferin--Caledon/Dufferin--Caledon"," 89","Caledon",91,97,18,12,1,219,409
35022,"Dufferin--Caledon/Dufferin--Caledon"," 90","Caledon",94,109,8,30,2,243,468
35022,"Dufferin--Caledon/Dufferin--Caledon"," 91","Caledon",108,89,5,26,3,231,418
35022,"Dufferin--Caledon/Dufferin--Caledon"," 92","Caledon",74,93,9,17,0,193,360
35022,"Dufferin--Caledon/Dufferin--Caledon"," 93","Caledon",105,46,7,10,2,170,402
35022,"Dufferin--Caledon/Dufferin--Caledon"," 94","Caledon",98,60,7,7,0,172,326
35022,"Dufferin--Caledon/Dufferin--Caledon"," 95A","Caledon",44,74,11,8,0,137,271
35022,"Dufferin--Caledon/Dufferin--Caledon"," 95B","Caledon",31,61,8,11,0,111,234
35022,"Dufferin--Caledon/Dufferin--Caledon"," 96","Caledon",71,111,19,6,0,207,412
35022,"Dufferin--Caledon/Dufferin--Caledon"," 97A","Caledon",72,84,3,5,1,165,317
35022,"Dufferin--Caledon/Dufferin--Caledon"," 97B","Caledon",74,100,7,10,1,192,346
35022,"Dufferin--Caledon/Dufferin--Caledon"," 97C","Caledon",55,89,2,14,0,160,364
35022,"Dufferin--Caledon/Dufferin--Caledon"," 98A","Caledon",61,68,8,8,0,145,272
35022,"Dufferin--Caledon/Dufferin--Caledon"," 98B","Caledon",41,80,5,7,0,133,241
35022,"Dufferin--Caledon/Dufferin--Caledon"," 99A","Caledon",45,56,5,2,0,108,278
35022,"Dufferin--Caledon/Dufferin--Caledon"," 99B","Caledon",55,57,6,5,1,124,255
35022,"Dufferin--Caledon/Dufferin--Caledon"," 100","Caledon",88,145,11,15,1,260,484
35022,"Dufferin--Caledon/Dufferin--Caledon"," 101","Caledon",90,102,18,6,0,216,413
35022,"Dufferin--Caledon/Dufferin--Caledon"," 102","Caledon",66,129,15,18,2,230,441
35022,"Dufferin--Caledon/Dufferin--Caledon"," 103","Caledon",67,97,21,19,0,204,393
35022,"Dufferin--Caledon/Dufferin--Caledon"," 104","Caledon",63,114,12,4,1,194,386
35022,"Dufferin--Caledon/Dufferin--Caledon"," 105","Caledon",66,86,14,15,0,181,405
35022,"Dufferin--Caledon/Dufferin--Caledon"," 106","Caledon",81,112,9,16,1,219,435
35022,"Dufferin--Caledon/Dufferin--Caledon"," 107","Caledon",77,112,15,14,0,218,448
35022,"Dufferin--Caledon/Dufferin--Caledon"," 108","Caledon",76,124,17,13,0,230,454
35022,"Dufferin--Caledon/Dufferin--Caledon"," 109","Caledon",93,94,19,23,1,230,438
35022,"Dufferin--Caledon/Dufferin--Caledon"," 110","Orangeville",65,115,16,14,0,210,390
35022,"Dufferin--Caledon/Dufferin--Caledon"," 111A","Orangeville",54,72,4,17,0,147,284
35022,"Dufferin--Caledon/Dufferin--Caledon"," 111B","Orangeville",57,82,6,8,1,154,289
35022,"Dufferin--Caledon/Dufferin--Caledon"," 112","Orangeville",59,56,11,21,0,147,340
35022,"Dufferin--Caledon/Dufferin--Caledon"," 113","Caledon",71,71,12,20,0,174,427
35022,"Dufferin--Caledon/Dufferin--Caledon"," 114","Orangeville",71,70,23,16,1,181,431
35022,"Dufferin--Caledon/Dufferin--Caledon"," 115","Orangeville",60,81,16,21,1,179,447
35022,"Dufferin--Caledon/Dufferin--Caledon"," 116","Orangeville",57,68,22,15,1,163,371
35022,"Dufferin--Caledon/Dufferin--Caledon"," 117","Orangeville",100,68,25,24,1,218,448
35022,"Dufferin--Caledon/Dufferin--Caledon"," 118A","Orangeville",Merged with No./Fusionné avec le n°120,,,,,,126
35022,"Dufferin--Caledon/Dufferin--Caledon"," 118B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152B,,,,,,74
35022,"Dufferin--Caledon/Dufferin--Caledon"," 118C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152B,,,,,,46
35022,"Dufferin--Caledon/Dufferin--Caledon"," 119","Orangeville",117,67,24,30,0,238,427
35022,"Dufferin--Caledon/Dufferin--Caledon"," 120","Orangeville",88,124,22,32,1,267,431
35022,"Dufferin--Caledon/Dufferin--Caledon"," 121","Orangeville",71,99,11,14,0,195,366
35022,"Dufferin--Caledon/Dufferin--Caledon"," 122","Orangeville",74,80,10,13,0,177,364
35022,"Dufferin--Caledon/Dufferin--Caledon"," 123","Orangeville",76,99,14,18,2,209,367
35022,"Dufferin--Caledon/Dufferin--Caledon"," 124A","Orangeville",77,109,17,21,1,225,395
35022,"Dufferin--Caledon/Dufferin--Caledon"," 124B","Orangeville",81,90,6,16,0,193,400
35022,"Dufferin--Caledon/Dufferin--Caledon"," 125","Amaranth",79,89,8,12,0,188,334
35022,"Dufferin--Caledon/Dufferin--Caledon"," 126","Amaranth",61,115,13,7,1,197,328
35022,"Dufferin--Caledon/Dufferin--Caledon"," 127","Amaranth",70,82,17,11,0,180,403
35022,"Dufferin--Caledon/Dufferin--Caledon"," 128","Amaranth",44,99,11,11,1,166,313
35022,"Dufferin--Caledon/Dufferin--Caledon"," 129","Amaranth",62,96,28,16,2,204,375
35022,"Dufferin--Caledon/Dufferin--Caledon"," 130","East Luther Grand Valley",75,118,17,18,0,228,452
35022,"Dufferin--Caledon/Dufferin--Caledon"," 131","East Luther Grand Valley",70,95,18,8,0,191,378
35022,"Dufferin--Caledon/Dufferin--Caledon"," 132","East Luther Grand Valley",64,112,29,15,1,221,418
35022,"Dufferin--Caledon/Dufferin--Caledon"," 133","East Luther Grand Valley",81,92,25,12,0,210,405
35022,"Dufferin--Caledon/Dufferin--Caledon"," 134","East Luther Grand Valley",64,123,28,30,1,246,532
35022,"Dufferin--Caledon/Dufferin--Caledon"," 135","Amaranth--Waldemar",61,109,15,19,0,204,417
35022,"Dufferin--Caledon/Dufferin--Caledon"," 136","East Garafraxa",56,133,14,13,0,216,426
35022,"Dufferin--Caledon/Dufferin--Caledon"," 137","East Garafraxa",78,107,16,15,0,216,398
35022,"Dufferin--Caledon/Dufferin--Caledon"," 138","East Garafraxa",66,97,8,9,1,181,321
35022,"Dufferin--Caledon/Dufferin--Caledon"," 139","East Garafraxa",47,93,17,16,2,175,314
35022,"Dufferin--Caledon/Dufferin--Caledon"," 140","Orangeville",48,73,25,24,2,172,363
35022,"Dufferin--Caledon/Dufferin--Caledon"," 141","Orangeville",59,80,10,23,0,172,300
35022,"Dufferin--Caledon/Dufferin--Caledon"," 142","Orangeville",65,66,8,22,0,161,377
35022,"Dufferin--Caledon/Dufferin--Caledon"," 143","Orangeville",70,86,20,14,1,191,340
35022,"Dufferin--Caledon/Dufferin--Caledon"," 144","East Garafraxa--Garafraxa Woods",97,126,15,24,0,262,493
35022,"Dufferin--Caledon/Dufferin--Caledon"," 145","East Garafraxa--Garafraxa Woods",79,120,13,16,0,228,455
35022,"Dufferin--Caledon/Dufferin--Caledon"," 146","East Garafraxa--Garafraxa Woods",50,69,12,4,0,135,267
35022,"Dufferin--Caledon/Dufferin--Caledon"," 147","East Garafraxa--Garafraxa Woods",39,72,14,7,0,132,253
35022,"Dufferin--Caledon/Dufferin--Caledon"," 148","Orangeville",136,176,27,41,2,382,736
35022,"Dufferin--Caledon/Dufferin--Caledon"," 149","Orangeville",82,77,28,13,1,201,373
35022,"Dufferin--Caledon/Dufferin--Caledon"," 150","Orangeville",52,93,25,14,0,184,353
35022,"Dufferin--Caledon/Dufferin--Caledon"," 151","Orangeville",69,83,13,18,2,185,378
35022,"Dufferin--Caledon/Dufferin--Caledon"," 152A","Orangeville",37,46,11,7,0,101,212
35022,"Dufferin--Caledon/Dufferin--Caledon"," 152B","Mobile poll/Bureau itinérant",64,97,9,14,1,185,153
35022,"Dufferin--Caledon/Dufferin--Caledon"," 153","Orangeville",61,74,42,12,1,190,400
35022,"Dufferin--Caledon/Dufferin--Caledon"," 154A","Orangeville",39,57,25,11,2,134,272
35022,"Dufferin--Caledon/Dufferin--Caledon"," 154B","Orangeville",38,42,17,9,0,106,259
35022,"Dufferin--Caledon/Dufferin--Caledon"," 155","Orangeville",90,84,41,12,1,228,448
35022,"Dufferin--Caledon/Dufferin--Caledon"," 156","Orangeville",62,99,20,16,2,199,409
35022,"Dufferin--Caledon/Dufferin--Caledon"," 157","Orangeville",63,81,30,18,0,192,434
35022,"Dufferin--Caledon/Dufferin--Caledon"," 158","Orangeville",81,85,24,25,0,215,468
35022,"Dufferin--Caledon/Dufferin--Caledon"," 159","Orangeville",64,79,22,17,0,182,410
35022,"Dufferin--Caledon/Dufferin--Caledon"," 160","Orangeville",89,94,24,23,5,235,499
35022,"Dufferin--Caledon/Dufferin--Caledon"," 161","Orangeville",84,106,27,16,2,235,474
35022,"Dufferin--Caledon/Dufferin--Caledon"," 162","Orangeville",92,93,15,19,2,221,383
35022,"Dufferin--Caledon/Dufferin--Caledon"," 163","Orangeville",67,67,22,19,0,175,379
35022,"Dufferin--Caledon/Dufferin--Caledon"," 164","Orangeville",73,81,9,23,1,187,357
35022,"Dufferin--Caledon/Dufferin--Caledon"," 165A","Orangeville",55,66,12,18,0,151,293
35022,"Dufferin--Caledon/Dufferin--Caledon"," 165B","Orangeville",59,59,10,15,0,143,262
35022,"Dufferin--Caledon/Dufferin--Caledon"," 166","Orangeville",109,136,12,27,1,285,495
35022,"Dufferin--Caledon/Dufferin--Caledon"," 167","Caledon",67,101,54,15,0,237,473
35022,"Dufferin--Caledon/Dufferin--Caledon"," 168","Caledon",83,115,19,22,1,240,382
35022,"Dufferin--Caledon/Dufferin--Caledon"," 169","Caledon",61,99,22,25,0,207,352
35022,"Dufferin--Caledon/Dufferin--Caledon"," 170","Caledon",75,88,30,18,0,211,366
35022,"Dufferin--Caledon/Dufferin--Caledon"," 171","Caledon",83,114,24,16,0,237,405
35022,"Dufferin--Caledon/Dufferin--Caledon"," 172","Caledon",107,157,18,22,1,305,466
35022,"Dufferin--Caledon/Dufferin--Caledon"," 173","Caledon",69,87,12,12,1,181,385
35022,"Dufferin--Caledon/Dufferin--Caledon"," 174","Caledon",80,143,16,20,4,263,481
35022,"Dufferin--Caledon/Dufferin--Caledon"," 175","Caledon",42,68,8,6,0,124,224
35022,"Dufferin--Caledon/Dufferin--Caledon"," 176","Caledon",92,69,10,11,1,183,372
35022,"Dufferin--Caledon/Dufferin--Caledon"," 177A","Caledon",60,57,21,9,0,147,272
35022,"Dufferin--Caledon/Dufferin--Caledon"," 177B","Caledon",56,75,12,9,0,152,297
35022,"Dufferin--Caledon/Dufferin--Caledon"," 178","Caledon",51,67,11,7,0,136,300
35022,"Dufferin--Caledon/Dufferin--Caledon"," 179","Caledon",62,106,11,9,0,188,376
35022,"Dufferin--Caledon/Dufferin--Caledon"," 180","Caledon",87,79,4,16,1,187,378
35022,"Dufferin--Caledon/Dufferin--Caledon"," 181A","Caledon",50,77,3,12,1,143,248
35022,"Dufferin--Caledon/Dufferin--Caledon"," 181B","Caledon",53,72,8,19,0,152,257
35022,"Dufferin--Caledon/Dufferin--Caledon"," 182A","Caledon",88,38,4,20,1,151,337
35022,"Dufferin--Caledon/Dufferin--Caledon"," 182B","Caledon",83,69,5,12,0,169,343
35022,"Dufferin--Caledon/Dufferin--Caledon"," 182C","Caledon",64,50,1,15,0,130,275
35022,"Dufferin--Caledon/Dufferin--Caledon"," 182D","Caledon",65,44,7,16,2,134,312
35022,"Dufferin--Caledon/Dufferin--Caledon"," 183A","Caledon",100,87,5,22,2,216,417
35022,"Dufferin--Caledon/Dufferin--Caledon"," 183B","Caledon",116,73,5,26,0,220,428
35022,"Dufferin--Caledon/Dufferin--Caledon"," 184","Caledon",92,102,4,23,0,221,452
35022,"Dufferin--Caledon/Dufferin--Caledon"," 185A","Caledon",86,58,3,18,0,165,362
35022,"Dufferin--Caledon/Dufferin--Caledon"," 185B","Caledon",72,55,3,20,1,151,303
35022,"Dufferin--Caledon/Dufferin--Caledon"," 186A","Caledon",85,60,0,13,3,161,386
35022,"Dufferin--Caledon/Dufferin--Caledon"," 186B","Caledon",63,55,2,14,0,134,348
35022,"Dufferin--Caledon/Dufferin--Caledon"," 187","Caledon",132,121,3,23,1,280,388
35022,"Dufferin--Caledon/Dufferin--Caledon"," 188","Caledon",104,115,10,18,0,247,438
35022,"Dufferin--Caledon/Dufferin--Caledon"," 189","Caledon",107,100,10,15,1,233,414
35022,"Dufferin--Caledon/Dufferin--Caledon"," 190","Caledon",83,87,8,17,0,195,357
35022,"Dufferin--Caledon/Dufferin--Caledon"," 191","Caledon",76,103,7,14,0,200,306
35022,"Dufferin--Caledon/Dufferin--Caledon"," 192","Caledon",113,119,14,21,1,268,477
35022,"Dufferin--Caledon/Dufferin--Caledon"," 193","Caledon",84,98,11,10,1,204,393
35022,"Dufferin--Caledon/Dufferin--Caledon"," 194","Caledon",59,122,12,13,1,207,374
35022,"Dufferin--Caledon/Dufferin--Caledon"," 195","Caledon",61,100,7,13,0,181,348
35022,"Dufferin--Caledon/Dufferin--Caledon"," 196","Caledon",110,120,19,15,1,265,439
35022,"Dufferin--Caledon/Dufferin--Caledon"," 197","Orangeville",50,92,13,14,0,169,313
35022,"Dufferin--Caledon/Dufferin--Caledon"," 198","Orangeville",49,83,20,13,0,165,359
35022,"Dufferin--Caledon/Dufferin--Caledon"," 199A","Orangeville",53,77,23,9,0,162,270
35022,"Dufferin--Caledon/Dufferin--Caledon"," 199B","Orangeville",55,72,18,11,0,156,271
35022,"Dufferin--Caledon/Dufferin--Caledon"," 200","Orangeville",92,86,17,22,0,217,401
35022,"Dufferin--Caledon/Dufferin--Caledon"," 201","Orangeville",60,82,23,26,0,191,369
35022,"Dufferin--Caledon/Dufferin--Caledon"," 202","Orangeville",54,85,24,28,1,192,384
35022,"Dufferin--Caledon/Dufferin--Caledon"," 203","Orangeville",82,105,16,14,0,217,421
35022,"Dufferin--Caledon/Dufferin--Caledon"," 204","Orangeville",68,79,21,22,0,190,369
35022,"Dufferin--Caledon/Dufferin--Caledon"," 205","Orangeville",94,92,12,15,0,213,379
35022,"Dufferin--Caledon/Dufferin--Caledon"," 206","Caledon",115,109,6,16,2,248,428
35022,"Dufferin--Caledon/Dufferin--Caledon"," 207","Caledon",118,127,6,13,2,266,454
35022,"Dufferin--Caledon/Dufferin--Caledon"," 208","Caledon",87,95,9,19,1,211,398
35022,"Dufferin--Caledon/Dufferin--Caledon"," 209","Caledon",79,91,6,23,1,200,376
35022,"Dufferin--Caledon/Dufferin--Caledon"," 210","Caledon",91,90,4,20,4,209,463
35022,"Dufferin--Caledon/Dufferin--Caledon"," 211","Caledon",103,102,0,21,3,229,387
35022,"Dufferin--Caledon/Dufferin--Caledon"," 212","Caledon",65,82,1,11,1,160,322
35022,"Dufferin--Caledon/Dufferin--Caledon"," 213","Caledon",56,76,5,12,2,151,335
35022,"Dufferin--Caledon/Dufferin--Caledon"," 500","Mobile poll/Bureau itinérant",53,41,3,10,4,111,216
35022,"Dufferin--Caledon/Dufferin--Caledon"," 501","Mobile poll/Bureau itinérant",36,41,1,4,1,83,228
35022,"Dufferin--Caledon/Dufferin--Caledon"," 502","Mobile poll/Bureau itinérant",82,83,8,17,5,195,274
35022,"Dufferin--Caledon/Dufferin--Caledon"," 503","Mobile poll/Bureau itinérant",48,42,5,4,3,102,179
35022,"Dufferin--Caledon/Dufferin--Caledon"," 504","Mobile poll/Bureau itinérant",36,44,7,8,3,98,149
35022,"Dufferin--Caledon/Dufferin--Caledon"," 600","Mulmur",159,135,53,20,1,368,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 601","Shelburne",438,423,65,66,1,993,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 602","Amaranth--East Luther Grand Valley",149,283,40,22,4,498,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 603","Amaranth",97,204,30,20,0,351,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 604","Mono",281,379,75,40,1,776,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 605","Orangeville",482,554,118,57,6,1217,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 606","Orangeville",349,396,57,65,4,871,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 607","Orangeville",291,336,77,64,3,771,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 608","Caledon",276,383,98,41,0,798,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 609","Caledon",402,490,86,59,5,1042,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 610","Caledon",351,470,61,37,3,922,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 611","Caledon",336,340,43,49,2,770,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 612","Caledon",217,203,23,28,1,472,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 613","Caledon",277,293,32,50,2,654,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 614","Caledon",473,304,17,66,1,861,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 615","Caledon",252,338,38,51,1,680,
35022,"Dufferin--Caledon/Dufferin--Caledon",,"Group 1/Groupe 1",50,32,6,8,2,98,59
35022,"Dufferin--Caledon/Dufferin--Caledon",,"Group 2/Groupe 2",532,425,135,116,17,1225,
