Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Myriam Beaulieu,Laurier Busque,Marc Desmarais,Antoine Dubois,Olivier Nolin,Alain Rayes,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 18A","Victoriaville",24,3,22,0,29,62,5,145,295
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 18B","Victoriaville",15,2,30,1,25,53,0,126,277
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 19","Victoriaville",55,2,46,2,43,91,3,242,399
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 20","Victoriaville",25,4,37,0,35,48,4,153,284
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 21","Victoriaville",34,1,37,0,26,85,1,184,345
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 22","Victoriaville",35,2,46,0,35,101,2,221,395
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 23","Victoriaville",42,3,56,0,47,91,2,241,458
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 24A","Victoriaville",23,2,23,0,18,71,2,139,258
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 24B","Victoriaville",24,2,27,1,20,86,2,162,276
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 25","Victoriaville",44,2,30,0,35,88,7,206,417
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 26A","Victoriaville",24,4,29,1,12,80,3,153,285
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 26B","Victoriaville",31,3,35,0,17,59,2,147,294
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 27","Victoriaville",50,3,42,0,42,109,10,256,454
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 28","Victoriaville",47,3,39,2,37,92,1,221,421
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 29","Victoriaville",43,4,48,1,29,83,4,212,387
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 30","Victoriaville",36,1,43,0,14,40,1,135,293
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 31","Victoriaville",36,3,39,1,47,75,5,206,404
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 32","Victoriaville",36,0,43,0,31,61,6,177,341
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 33","Victoriaville",37,2,39,0,20,61,0,159,323
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 34","Victoriaville",42,3,44,0,29,79,3,200,347
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 35","Victoriaville",20,5,18,1,14,51,4,113,324
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 36","Victoriaville",49,1,38,1,33,74,2,198,396
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 37","Victoriaville",41,1,55,2,28,66,0,193,390
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 38","Saint-Norbert-d'Arthabaska",51,7,56,1,39,76,0,230,332
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 39","Saint-Norbert-d'Arthabaska",53,2,35,1,38,59,4,192,289
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 40","Saint-Norbert-d'Arthabaska",40,1,24,1,22,78,5,171,320
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 41","Chester-Est",59,4,38,2,33,37,1,174,286
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 42","Chesterville",45,3,40,1,41,74,4,208,311
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 43","Chesterville",54,8,62,0,58,66,5,253,378
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 44","Saint-Christophe-d'Arthabaska",42,4,33,1,31,63,0,174,288
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 45","Saint-Christophe-d'Arthabaska",31,3,43,0,27,56,1,161,329
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 46","Saint-Christophe-d'Arthabaska",41,2,23,2,37,65,7,177,310
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 47","Saint-Christophe-d'Arthabaska",41,3,30,0,31,94,8,207,351
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 48A","Saint-Christophe-d'Arthabaska",30,1,34,0,24,63,1,153,276
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 48B","Saint-Christophe-d'Arthabaska",23,2,39,0,23,64,2,153,258
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 49","Saint-Christophe-d'Arthabaska",48,4,53,2,35,137,3,282,476
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 50","Victoriaville",66,5,44,0,43,106,5,269,470
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 51","Victoriaville",63,3,43,1,37,113,4,264,456
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 52","Victoriaville",60,5,43,1,26,88,3,226,463
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 53","Victoriaville",57,0,58,1,30,71,1,218,363
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 54","Victoriaville",43,7,56,2,35,89,0,232,427
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 55","Victoriaville",27,3,52,1,42,89,7,221,385
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 56","Victoriaville",38,4,58,0,32,80,1,213,434
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 57","Victoriaville",33,2,48,1,43,68,1,196,430
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 58","Victoriaville",52,4,52,0,36,77,3,224,411
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 59","Victoriaville",46,2,45,2,49,74,1,219,432
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 60","Victoriaville",42,2,41,2,34,57,2,180,375
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 61","Victoriaville",22,1,40,4,30,59,0,156,401
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 62","Victoriaville",24,0,44,0,25,35,3,131,339
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 63","Victoriaville",34,6,44,2,28,49,8,171,408
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 64","Victoriaville",39,5,50,2,22,41,2,161,387
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 65","Victoriaville",30,1,42,1,33,52,3,162,391
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 66","Victoriaville",53,6,39,0,38,66,3,205,440
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 67","Victoriaville",49,1,39,2,20,53,2,166,419
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 68","Victoriaville",49,1,56,4,28,93,2,233,425
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 69","Victoriaville",55,3,51,2,27,58,2,198,374
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 70","Victoriaville",38,2,60,2,33,61,3,199,439
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 71","Victoriaville",35,3,69,1,29,95,4,236,441
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 72","Victoriaville",30,5,62,2,15,62,6,182,346
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 73A","Victoriaville",17,4,35,1,20,34,5,116,230
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 73B","Victoriaville",Merged with No./Fusionné avec le n°402,,,,,,,,51
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 74A","Victoriaville",24,6,60,5,42,65,6,208,355
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 74B","Victoriaville",Merged with No./Fusionné avec le n°73A,,,,,,,,37
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 75","Victoriaville",41,5,43,0,21,44,1,155,380
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 76","Victoriaville",27,6,101,0,19,76,6,235,171
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 77","Victoriaville",33,4,44,1,19,53,2,156,330
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 78","Victoriaville",28,3,28,0,32,44,7,142,340
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 79","Victoriaville",26,2,35,3,31,46,6,149,355
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 80","Victoriaville",37,0,31,1,33,36,6,144,318
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 81A","Victoriaville",31,0,36,0,24,58,4,153,282
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 81B","Victoriaville",Merged with No./Fusionné avec le n°76,,,,,,,,181
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 82","Victoriaville",27,1,41,1,27,35,2,134,291
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 83","Victoriaville",37,4,44,0,25,57,6,173,349
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 84","Victoriaville",44,9,36,3,35,69,3,199,426
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 85","Victoriaville",45,1,37,3,23,64,0,173,351
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 86","Victoriaville",52,1,37,1,30,72,1,194,372
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 87","Victoriaville",13,1,31,2,4,34,2,87,448
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 88","Victoriaville",23,2,63,0,18,97,1,204,373
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 89","Victoriaville",27,5,57,1,18,69,7,184,384
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 90","Victoriaville",46,3,59,0,18,86,2,214,379
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 91","Victoriaville",57,5,53,0,37,57,2,211,387
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 92","Victoriaville",44,5,54,0,32,47,2,184,456
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 93","Victoriaville",65,4,61,1,34,50,7,222,447
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 94","Victoriaville",72,5,60,1,39,81,2,260,522
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 95","Victoriaville",34,4,29,1,39,63,3,173,317
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 96","Victoriaville",49,5,34,2,39,68,2,199,374
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 97","Victoriaville",64,3,42,1,41,109,3,263,446
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 98","Victoriaville",47,6,52,2,34,109,4,254,440
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 99","Victoriaville",59,5,51,1,39,128,7,290,431
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 100","Victoriaville",50,3,36,1,26,69,5,190,349
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 101","Victoriaville",26,1,48,0,12,73,0,160,279
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 102","Victoriaville",45,0,34,0,32,115,2,228,369
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 103","Victoriaville",37,4,47,0,29,86,4,207,428
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 104","Victoriaville",46,3,42,2,32,122,7,254,455
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 105","Victoriaville",58,2,38,1,37,125,5,266,458
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 106","Victoriaville",32,7,52,0,37,81,0,209,397
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 107","Victoriaville",50,4,44,0,25,85,4,212,429
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 108","Saint-Valère",62,2,32,3,32,83,7,221,335
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 109","Saint-Valère",47,2,40,2,30,73,7,201,351
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 110","Saint-Valère",49,3,38,2,25,75,8,200,319
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 111","Saint-Samuel",51,5,32,1,31,66,8,194,319
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 112","Saint-Samuel",35,4,32,1,29,45,1,147,250
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 113","Sainte-Clotilde-de-Horton",56,6,72,2,55,52,3,246,414
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 114","Sainte-Clothilde-de-Horton",71,6,54,2,44,60,5,242,394
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 115","Sainte-Clothilde-de-Horton",63,3,54,1,58,56,5,240,412
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 116","St-Albert",64,3,49,1,29,72,11,229,442
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 117","Sainte-Élisabeth-de-Warwick",48,3,33,3,23,75,3,188,332
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 118","St-Albert",37,2,26,1,34,56,6,162,298
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 119","Warwick",32,4,36,3,26,46,0,147,266
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 120","Warwick",79,3,58,2,39,65,4,250,406
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 121","Warwick",36,4,67,2,39,66,0,214,387
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 122","Warwick",38,3,46,2,34,93,7,223,414
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 123","Warwick",26,1,43,0,29,48,2,149,317
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 124","Warwick",25,3,40,0,27,63,5,163,349
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 125","Warwick",26,0,30,0,32,61,2,151,290
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 126","Warwick",32,2,27,1,21,52,5,140,281
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 127","Warwick",30,1,32,3,20,43,2,131,271
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 128","Warwick",48,8,72,1,30,79,2,240,375
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 129","Warwick",54,5,45,0,23,62,0,189,313
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 130","Sainte-Élisabeth-de-Warwick",99,6,60,2,41,51,7,266,429
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 131","Sainte-Séraphine",50,5,42,1,28,43,3,172,287
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 132","Kingsey Falls",45,6,54,3,30,78,1,217,344
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 133A","Kingsey Falls",49,1,46,1,31,49,1,178,288
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 133B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,12
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 134","Kingsey Falls",41,5,37,1,39,57,1,181,301
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 135","Kingsey Falls",41,7,62,2,27,58,1,198,346
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 136","Kingsey Falls",39,1,47,1,27,42,1,158,262
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 137","Tingwick",100,5,48,1,39,57,3,253,414
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 138","Tingwick",52,4,50,3,41,68,7,225,362
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 139","Tingwick",58,5,54,0,40,41,1,199,374
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 140","Saint-Rémi-de-Tingwick",86,3,54,1,38,52,4,238,375
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 141","Notre-Dame-de-Ham",58,7,39,0,51,49,7,211,329
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 142","Ham-Nord",44,3,44,2,39,41,1,174,316
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 143","Ham-Nord",80,4,42,0,28,38,5,197,365
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 144","Saints-Martyrs-Canadiens",33,4,27,1,14,29,3,111,214
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 145","Ham-Sud",33,4,16,2,37,22,1,115,217
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 146","Saint-Adrien",102,8,56,3,44,41,4,258,405
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 147","Wotton",78,1,68,4,57,61,3,272,467
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 148","Wotton",80,2,52,2,40,29,3,208,353
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 149","Wotton",53,3,53,3,39,22,4,177,329
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 150A","Asbestos",38,4,42,0,37,29,2,152,294
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 150B","Asbestos",31,1,41,1,34,43,1,152,297
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 151","Asbestos",36,5,56,0,41,54,2,194,408
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 152","Asbestos",34,2,46,1,43,61,6,193,419
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 153","Asbestos",49,4,62,1,34,33,0,183,453
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 154","Asbestos",33,1,35,2,35,20,1,127,374
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 155","Asbestos",25,1,43,1,15,28,7,120,423
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 156","Asbestos",61,3,30,0,37,54,0,185,440
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 157","Asbestos",42,4,28,1,32,25,2,134,333
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 158","Asbestos",36,2,33,0,48,14,0,133,346
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 159","Asbestos",22,5,39,0,27,28,2,123,360
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 160","Asbestos",32,4,37,0,24,32,0,129,365
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 161","Asbestos",38,2,42,1,48,48,2,181,425
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 162","Asbestos",18,0,34,1,31,28,0,112,343
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 163","Asbestos",23,0,66,3,37,23,7,159,379
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 164","Danville",53,1,50,1,47,25,6,183,432
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 165","Danville",39,0,57,0,33,38,1,168,347
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 166","Danville",46,0,55,0,44,29,0,174,319
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 167","Danville",25,1,41,0,31,31,3,132,260
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 168","Danville",32,5,59,0,32,41,0,169,305
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 169","Danville",48,4,54,1,47,35,5,194,348
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 170","Danville",37,1,38,1,31,47,6,161,282
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 171","Danville",42,1,60,1,29,28,4,165,289
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 172","Shipton",24,2,46,0,22,24,4,122,255
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 173","Cleveland",51,9,80,1,30,32,2,205,388
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 174","Cleveland",54,2,57,2,22,36,0,173,321
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 175","Cleveland",43,4,55,0,24,24,2,152,277
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 176","Cleveland",24,0,96,0,15,36,1,172,323
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 177","Ulverton",67,7,54,3,51,22,2,206,354
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 178","Richmond",31,3,67,2,20,23,2,148,310
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 179","Richmond",18,1,43,0,19,17,4,102,267
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 180","Richmond",19,0,48,1,18,16,4,106,295
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 181","Richmond",55,6,28,3,28,15,1,136,314
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 182","Richmond",18,3,27,0,9,8,4,69,284
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 183","Richmond",38,1,53,2,18,5,2,119,295
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 184","Richmond",55,2,79,0,14,20,1,171,371
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 185","Melbourne",52,3,65,0,21,26,1,168,336
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 186","Richmond",31,1,83,0,13,19,0,147,277
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 187","Melbourne",52,3,84,0,27,25,0,191,386
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 188","Melbourne",47,3,45,1,11,22,1,130,232
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 189","Melbourne",39,2,35,0,27,7,1,111,233
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 190","Val-Joli",31,1,23,2,26,9,2,94,210
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 191","Windsor",43,6,46,5,55,20,1,176,401
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 192","Windsor",27,3,48,5,37,19,5,144,415
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 193A","Windsor",28,0,35,1,24,24,1,113,256
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 193B","Windsor",35,0,33,1,29,22,0,120,267
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 194","Val-Joli",76,9,66,2,38,34,1,226,453
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 195","Windsor",57,3,50,6,59,33,6,214,440
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 196","Val-Joli",71,2,56,1,42,39,2,213,442
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 197","Windsor",47,5,50,2,52,24,5,185,416
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 198","Windsor",82,2,69,7,38,42,5,245,433
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 199","Windsor",50,6,69,0,49,33,3,210,403
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 200","Windsor",46,4,50,3,53,15,1,172,428
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 201","Windsor",61,4,61,5,64,37,6,238,482
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 202","Val-Joli",69,4,70,5,56,33,2,239,442
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 203","St. Claude",69,8,28,1,43,26,3,178,337
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 204","St. Claude",48,2,50,3,48,22,5,178,287
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 205","St. Claude",44,2,32,3,56,23,2,162,280
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 206","Saint-Georges-de-Windsor",59,4,64,4,31,52,3,217,392
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 207","Saint-Georges-de-Windsor",67,6,41,1,62,29,4,210,349
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 208","Saint-Camille",122,11,52,2,60,40,3,290,406
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 209","Saint-François-Xavier-de-Brompton",56,6,33,2,39,43,2,181,368
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 210","Saint-François-Xavier-de-Brompton",69,13,31,1,50,24,1,189,363
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 211","Saint-François-Xavier-de-Brompton",52,3,35,3,29,31,3,156,322
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 212","Saint-François-Xavier-de-Brompton",58,1,61,1,44,38,4,207,409
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 213","Saint-François-Xavier-de-Brompton",59,5,62,2,61,29,8,226,371
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 214","Saint-Denis-de-Brompton",79,8,75,0,56,33,3,254,451
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 215","Saint-Denis-de-Brompton",57,6,77,0,67,28,5,240,416
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 216","Saint-Denis-de-Brompton",44,4,68,2,40,30,5,193,277
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 217","Saint-Denis-de-Brompton",75,13,106,2,77,40,5,318,494
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 218","Saint-Denis-de-Brompton",74,6,68,1,56,30,1,236,377
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 219","Saint-Denis-de-Brompton",70,6,69,2,39,31,2,219,364
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 220","Saint-Denis-de-Brompton",68,8,59,0,51,30,2,218,376
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 221","Saint-Denis-de-Brompton",37,1,85,1,50,20,4,198,313
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 222","Victoriaville",31,1,45,1,23,64,2,167,350
24061,"Richmond--Arthabaska/Richmond--Arthabaska"," 223","Victoriaville",36,5,59,2,21,49,1,173,333
