Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Corneliu Chisu,Pamela Downward,Anthony Jordan Navarro,Jennifer O'Connell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 29","Uxbridge",68,25,7,98,1,199,383
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 30","Uxbridge",110,15,8,83,1,217,402
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 31","Uxbridge",87,13,9,96,0,205,377
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 32","Uxbridge",76,4,6,68,0,154,277
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 33","Uxbridge",102,9,5,86,2,204,377
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 34","Uxbridge",99,18,8,103,2,230,422
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 35","Uxbridge",108,18,4,73,0,203,322
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 36","Uxbridge",85,16,10,69,0,180,303
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 37","Uxbridge",67,9,4,55,0,135,265
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 38","Uxbridge",64,19,5,50,0,138,240
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 39","Uxbridge",80,13,4,63,1,161,249
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 40","Uxbridge",104,20,8,103,0,235,462
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 41","Uxbridge",138,10,3,59,0,210,400
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 42","Uxbridge",101,13,10,74,2,200,423
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 43","Uxbridge",74,9,2,76,0,161,347
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 44","Uxbridge",85,9,9,55,0,158,280
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 45","Uxbridge",110,16,2,55,0,183,364
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 46","Pickering",140,17,12,105,0,274,415
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 47","Pickering",128,26,14,89,0,257,371
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 48","Pickering",110,25,6,92,0,233,425
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 49","Pickering",111,17,15,108,0,251,385
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 50","Pickering",117,15,7,77,0,216,400
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 51","Pickering",106,24,11,116,1,258,435
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 52","Pickering",59,18,10,123,0,210,347
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 53","Pickering",85,15,5,84,0,189,374
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 54","Pickering",49,22,5,125,0,201,457
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 55A","Pickering",39,15,3,106,4,167,374
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 55B","Pickering",29,16,4,92,0,141,299
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 55C","Pickering",43,17,4,102,0,166,405
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 55D","Pickering",33,15,4,86,0,138,346
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 56","Pickering",115,19,3,124,1,262,483
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 57","Pickering",65,8,4,147,2,226,473
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 58","Pickering",107,10,2,132,0,251,414
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 59","Pickering",86,17,2,133,2,240,450
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 60","Pickering",81,16,4,99,0,200,422
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 61","Pickering",118,31,7,119,1,276,457
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 62","Pickering",68,19,3,106,0,196,399
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 63A","Pickering",67,17,1,82,0,167,289
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 63B","Pickering",73,13,3,66,1,156,249
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 64","Pickering",62,21,3,166,1,253,476
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 65","Pickering",50,16,4,127,1,198,474
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 66","Pickering",55,21,3,135,3,217,457
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 67A","Pickering",43,14,2,68,0,127,272
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 67B","Pickering",40,9,4,80,0,133,248
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 68","Pickering",46,15,3,162,2,228,413
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 69","Pickering",62,17,8,117,0,204,435
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 70","Pickering",37,5,3,118,0,163,338
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 71","Pickering",54,23,3,115,2,197,481
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 72","Pickering",54,11,3,99,2,169,436
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 73","Pickering",61,20,3,141,4,229,459
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 74","Pickering",63,12,6,129,0,210,437
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 75","Pickering",51,18,4,147,3,223,423
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 76","Pickering",45,28,1,99,1,174,437
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 77","Pickering",42,17,3,121,0,183,478
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 78","Pickering",51,14,3,125,0,193,424
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 79","Pickering",34,29,5,141,0,209,441
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 80A","Pickering",52,11,1,78,0,142,300
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 80B","Pickering",36,14,0,82,0,132,301
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 81","Pickering",42,20,1,74,0,137,385
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 82","Pickering",66,25,3,123,3,220,447
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 83","Pickering",65,27,3,105,0,200,363
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 84","Pickering",100,27,2,118,1,248,413
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 85","Pickering",45,19,0,102,4,170,293
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 86","Pickering",65,32,2,105,2,206,419
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 87","Pickering",65,28,7,131,1,232,450
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 88","Pickering",51,19,4,74,0,148,331
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 89","Pickering",55,17,5,105,0,182,367
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 90","Pickering",97,27,4,153,1,282,452
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 91","Pickering",56,33,3,108,2,202,528
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 92","Pickering",65,22,4,114,0,205,458
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 93A","Pickering",54,15,2,63,0,134,269
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 93B","Pickering",40,23,3,67,0,133,286
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 94","Pickering",80,13,4,131,1,229,426
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 95","Pickering",37,18,5,77,1,138,378
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 96","Pickering",56,16,5,79,0,156,315
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 97","Pickering",79,32,6,87,0,204,403
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 98","Pickering",86,24,3,135,1,249,449
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 99","Pickering",58,23,8,81,1,171,280
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 100","Pickering",108,45,3,125,0,281,462
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 101","Pickering",94,19,4,106,0,223,397
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 102","Pickering",95,32,8,119,1,255,432
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 103","Pickering",131,26,2,160,1,320,503
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 104","Pickering",103,31,7,93,1,235,404
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 105","Pickering",99,17,10,114,0,240,489
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 106","Pickering",103,21,2,116,2,244,482
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 107","Pickering",48,23,3,78,0,152,277
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 108","Pickering",107,15,4,97,0,223,419
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 109","Pickering",96,20,2,114,2,234,441
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 110","Pickering",103,18,3,153,0,277,496
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 111","Pickering",93,8,2,83,0,186,380
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 112","Pickering",62,24,4,104,1,195,408
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 113","Pickering",49,18,3,131,0,201,400
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 114","Pickering",62,13,4,105,0,184,370
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 115","Pickering",109,31,7,152,1,300,530
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 116","Pickering",71,16,6,120,0,213,383
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 117","Pickering",81,16,4,107,0,208,380
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 118","Pickering",73,10,3,94,2,182,326
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 119","Pickering",64,14,2,97,0,177,304
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 120","Pickering",67,33,2,141,1,244,517
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 121","Pickering",42,11,1,96,2,152,300
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 122","Pickering",73,10,8,127,1,219,387
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 123","Pickering",58,12,1,116,0,187,372
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 124","Pickering",49,21,0,93,0,163,320
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 125","Pickering",44,20,6,91,0,161,307
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 126","Pickering",87,21,3,150,1,262,490
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 127","Pickering",60,15,6,157,1,239,516
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 128","Pickering",94,17,5,151,0,267,469
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 129","Pickering",77,20,2,142,0,241,425
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 130","Pickering",51,11,3,85,0,150,310
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 131","Pickering",68,14,10,112,1,205,369
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 132","Pickering",62,20,5,133,0,220,436
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 133","Pickering",76,12,5,111,1,205,390
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 134","Pickering",88,13,5,115,0,221,394
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 135","Pickering",114,27,4,130,0,275,496
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 136","Pickering",87,13,5,97,0,202,408
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 137","Pickering",77,15,2,113,0,207,388
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 138A","Pickering",49,6,5,77,0,137,306
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 138B","Pickering",64,10,2,80,3,159,322
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 139","Pickering",80,27,5,147,0,259,443
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 140","Pickering",63,17,4,139,0,223,415
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 141","Pickering",85,36,7,115,0,243,418
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 142","Pickering",67,22,8,88,0,185,338
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 143","Pickering",73,15,5,90,0,183,356
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 144","Pickering",45,12,2,86,0,145,290
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 145","Pickering",93,23,4,92,2,214,394
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 146","Pickering",104,8,5,103,0,220,385
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 147","Pickering",64,11,3,90,2,170,328
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 148","Pickering",94,15,2,93,0,204,410
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 149","Pickering",129,21,3,98,2,253,484
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 150","Pickering",44,18,5,103,2,172,314
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 151","Pickering",50,21,8,82,0,161,320
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 152","Pickering",55,14,6,106,0,181,378
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 153","Pickering",74,22,5,100,0,201,367
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 154","Pickering",66,19,5,97,1,188,388
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 155","Pickering",72,31,5,84,3,195,392
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 156","Pickering",62,15,3,88,1,169,326
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 157","Pickering",55,20,3,64,0,142,305
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 158","Pickering",115,22,4,99,0,240,452
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 159","Pickering",73,24,6,71,1,175,367
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 160","Pickering",86,43,6,129,1,265,483
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 161","Pickering",72,11,5,75,0,163,323
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 162","Pickering",55,32,2,101,2,192,372
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 163","Pickering",95,27,3,95,1,221,372
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 164","Pickering",86,29,6,89,1,211,432
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 165","Pickering",100,22,7,94,1,224,392
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 166","Pickering",66,30,7,88,2,193,375
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 167","Pickering",99,38,8,105,2,252,415
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 168","Pickering",91,22,7,141,3,264,398
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 169","Pickering",90,39,4,134,4,271,403
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 170","Pickering",71,40,5,124,1,241,410
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 171","Pickering",78,26,0,95,0,199,357
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 172","Pickering",109,35,4,127,0,275,446
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 173","Pickering",89,19,4,97,0,209,370
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 174","Pickering",95,28,2,160,0,285,482
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 175","Pickering",107,40,4,100,4,255,463
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 176","Pickering",117,24,9,129,0,279,473
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 177","Pickering",68,16,4,92,1,181,352
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 178","Pickering",90,13,4,86,1,194,314
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 179","Pickering",62,20,11,144,2,239,363
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 180","Pickering",138,17,4,136,0,295,438
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 181","Pickering",96,21,6,152,1,276,481
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 182","Pickering",93,11,5,84,2,195,335
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 183","Pickering",59,24,0,114,1,198,401
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 184","Pickering",51,10,4,123,1,189,419
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 185","Pickering",46,21,9,92,0,168,365
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 186","Pickering",48,10,3,79,0,140,355
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 187","Pickering",87,13,4,93,1,198,385
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 188","Pickering",70,12,3,71,1,157,328
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 189","Pickering",95,23,0,141,2,261,506
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 190","Pickering",94,13,4,121,1,233,451
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 191","Pickering",90,8,4,104,0,206,399
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 192","Pickering",60,19,6,113,1,199,447
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 193","Pickering",107,23,6,131,0,267,541
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 194","Pickering",125,23,2,96,0,246,423
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 195","Pickering",69,11,2,93,1,176,391
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 196","Pickering",107,13,5,120,1,246,464
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 197","Pickering",49,11,2,108,1,171,335
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 198","Pickering",59,7,3,111,0,180,325
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 199","Pickering",77,23,7,126,3,236,449
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 200","Pickering",68,11,2,86,0,167,304
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 201","Pickering",47,16,2,129,0,194,365
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 202","Pickering",51,9,4,105,0,169,338
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 203","Pickering",87,10,4,102,2,205,350
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 204","Pickering",110,20,11,120,3,264,418
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 205A","Pickering",Merged with No./Fusionné avec le n°206,,,,,,233
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 205B","Pickering",73,32,2,142,4,253,284
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 206","Pickering",40,23,5,91,1,160,340
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 207","Pickering",40,14,0,92,1,147,288
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 208","Pickering",67,20,4,83,0,174,329
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 400","Pickering",25,7,1,50,2,85,274
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 401","Pickering",66,21,9,113,0,209,314
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 402","Pickering",117,14,5,118,0,254,333
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 403","Pickering",142,19,6,101,2,270,370
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 404","Pickering",62,17,1,127,5,212,279
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 405","Pickering",94,20,6,116,3,239,339
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 500","Mobile poll/Bureau itinérant",22,9,2,35,2,70,238
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 600","Uxbridge",216,42,11,135,1,405,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 601","Uxbridge",309,64,22,298,1,694,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 602","Uxbridge",429,86,26,491,0,1032,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 603","Uxbridge",400,50,14,305,2,771,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 604","Pickering",356,113,21,523,0,1013,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 605","Pickering",272,71,11,580,1,935,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 606","Pickering",351,71,13,535,0,970,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 607","Pickering",354,86,17,586,0,1043,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 608","Pickering",334,71,22,485,2,914,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 609","Pickering",353,59,19,513,1,945,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 610","Pickering",387,104,21,531,5,1048,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 611","Pickering",220,82,12,469,5,788,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 612","Pickering",220,57,18,339,4,638,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 613","Pickering",264,45,15,350,1,675,
35085,"Pickering--Uxbridge/Pickering--Uxbridge"," 614","Pickering",262,101,17,329,1,710,
35085,"Pickering--Uxbridge/Pickering--Uxbridge",,"Group 1/Groupe 1",33,10,0,63,3,109,78
35085,"Pickering--Uxbridge/Pickering--Uxbridge",,"Group 2/Groupe 2",336,119,16,662,19,1152,
