Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Duncan Bell,Tony Clement,Trisha Cowie,Glen Hodgson,Matt McCarthy,Gordie Merton,Albert Gray Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 47B","MacTier",1,45,34,5,8,0,0,1,94,323
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 48","MacTier",2,87,64,12,8,0,0,0,173,446
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 49","Port Severn(Baxter)",2,133,66,7,20,0,0,0,228,422
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 50","Baxter",1,89,92,6,14,0,1,1,204,356
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 51","Baxter",1,118,61,7,15,1,0,0,203,343
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 52","Baxter",0,98,67,11,12,0,0,0,188,367
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 53","Machar",2,77,52,12,14,0,0,0,157,329
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 54","Machar",1,81,64,12,24,0,0,0,182,416
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 55","South River",1,53,48,7,22,1,0,0,132,249
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 56","South River",2,42,38,9,25,2,0,1,119,325
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 57","South River",0,76,43,6,21,2,0,2,150,361
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 58","South River",0,47,47,11,31,0,1,0,137,315
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 59","Sundridge",0,74,63,10,19,0,0,0,166,329
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 60","Sundridge",0,103,78,18,30,0,0,1,230,481
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 61","Sundridge",0,60,37,6,29,0,0,0,132,265
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 62","Sundridge",0,50,37,3,19,0,0,1,110,221
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 63","Sundridge",2,121,67,13,33,1,0,1,238,502
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 64","Sundridge",0,94,47,11,27,0,0,0,179,334
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 65","Burk's Falls",1,35,58,5,19,2,0,1,121,337
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 66","Burk's Falls",0,80,56,15,17,0,0,0,168,375
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 67","Burk's Falls",1,60,77,10,21,0,1,1,171,462
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 68","Burk's Falls",0,57,51,7,28,1,0,1,145,340
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 69","Magnetawan",0,84,52,9,8,0,1,0,154,277
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 70","Magnetawan",1,117,74,24,33,0,2,3,254,502
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 71","Magnetawan",1,100,67,12,23,0,0,1,204,348
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 72","Ryerson",1,108,76,18,24,0,0,0,227,483
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 73","Katrine",0,113,85,20,31,0,0,1,250,459
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 74","Sprucedale",0,71,56,14,34,0,0,0,175,340
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 75","Sprucedale",1,83,53,11,31,1,0,0,180,366
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 76","Emsdale",0,99,71,14,34,0,1,0,219,419
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 77","Emsdale",2,134,81,19,30,0,0,0,266,519
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 78","Kearney",2,125,107,19,42,2,0,0,297,540
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 79","Kearney",1,98,62,10,27,0,0,0,198,363
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 80","Novar",0,103,79,13,17,1,0,0,213,388
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 81","Novar",1,80,45,8,21,0,0,2,157,296
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 82","Novar",0,86,61,12,11,0,1,1,172,313
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 83","Huntsville",0,75,117,27,21,0,0,1,241,515
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 84","Huntsville",0,94,126,18,25,0,0,0,263,560
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 85","Huntsville",0,99,86,14,20,1,0,0,220,476
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 86","Huntsville",0,80,60,12,16,0,0,0,168,294
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 87","Huntsville",0,41,61,15,10,0,0,1,128,313
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 88","Huntsville",2,78,55,11,34,0,0,0,180,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 89","Huntsville",0,75,52,16,21,0,0,0,164,329
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 90","Huntsville",0,90,55,25,16,0,0,0,186,401
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 91","Huntsville",0,71,75,10,17,1,0,0,174,374
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 92","Huntsville",0,65,47,4,10,0,0,0,126,296
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 93","Huntsville",1,70,70,17,24,0,0,0,182,419
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 94","Huntsville",0,125,100,11,21,0,0,0,257,512
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 95","Huntsville",0,70,42,11,15,0,0,0,138,296
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 96","Huntsville",1,106,70,12,18,0,0,0,207,435
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 97","Huntsville",1,86,69,14,27,1,0,1,199,458
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 98","Huntsville",0,79,92,14,23,0,0,0,208,413
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 99","Huntsville",0,80,80,12,14,0,0,0,186,397
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 100","Huntsville",1,64,60,9,11,1,0,0,146,342
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 101","Huntsville",1,65,74,10,25,0,0,1,176,358
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 102","Huntsville",2,55,64,9,17,0,0,0,147,370
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 103","Huntsville",1,68,76,15,10,0,0,1,171,367
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 104","Huntsville",1,55,73,13,18,1,0,0,161,386
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 105","Huntsville",0,82,75,19,27,0,0,0,203,429
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 106","Huntsville",1,71,69,23,18,0,0,1,183,395
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 107","Huntsville",0,77,87,15,20,0,0,0,199,387
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 108","Huntsville",0,64,92,18,26,2,0,0,202,424
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 109","Huntsville",0,92,85,23,11,1,0,1,213,459
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 110","Huntsville",0,92,78,12,10,0,0,2,194,437
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 111","Huntsville",0,75,66,16,25,0,0,0,182,406
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 112A","Hillside",1,72,61,14,10,0,0,0,158,267
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 112B","Hillside",0,57,83,15,14,0,0,1,170,275
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 113","Huntsville",0,60,66,14,11,0,0,0,151,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 114","Huntsville",2,67,79,11,17,0,0,1,177,404
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 115","Dwight",0,122,106,24,5,0,0,0,257,486
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 116","Dwight",0,57,47,6,5,0,0,0,115,199
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 117","Dwight",1,76,67,12,11,0,0,1,168,264
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 118","Dorset",0,92,82,12,20,1,0,0,207,345
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 119","Lake of Bays",0,74,72,27,12,1,0,0,186,290
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 120","Lake of Bays",0,65,82,8,27,0,0,1,183,279
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 121","Lake of Bays",1,65,86,18,16,3,0,0,189,342
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 122","Port Sydney",0,113,104,17,28,0,0,0,262,396
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 123","Port Sydney",0,127,99,34,17,0,1,1,279,417
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 124","Port Sydney",0,107,107,20,19,0,0,0,253,426
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 125","Port Sydney",0,112,91,21,22,0,0,0,246,441
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 126","Utterson",0,78,67,14,17,0,0,0,176,371
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 127","Utterson",0,96,99,20,32,1,1,1,250,408
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 128","Raymond",0,114,86,15,23,0,0,0,238,437
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 129","Raymond",0,115,97,10,16,0,0,0,238,397
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 130","Raymond",0,79,72,17,17,0,1,0,186,320
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 131","Milford Bay",1,113,138,19,21,0,0,0,292,467
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 132A","Bracebridge",0,63,59,13,12,0,0,0,147,293
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 132B","Bracebridge",0,77,59,9,6,0,0,0,151,306
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 133","Bracebridge",3,91,72,13,18,0,1,0,198,426
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 134","Bracebridge",0,45,76,17,25,0,0,0,163,336
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 135","Bracebridge",0,72,77,11,24,0,0,0,184,443
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 136","Bracebridge",0,94,115,18,22,1,0,2,252,422
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 137","Bracebridge",2,94,131,19,15,0,0,1,262,521
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 138","Bracebridge",1,72,98,13,12,0,0,0,196,375
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 139","Bracebridge",0,78,124,7,13,0,1,0,223,444
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 140","Bracebridge",0,111,118,10,16,0,1,0,256,444
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 141","Bracebridge",0,82,72,4,6,0,0,0,164,410
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 142","Bracebridge",0,76,107,9,15,0,0,2,209,429
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 143","Bracebridge",0,80,73,13,16,0,0,0,182,405
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 144","Bracebridge",0,51,72,20,18,0,0,0,161,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 145","Bracebridge",0,72,124,26,36,0,0,0,258,453
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 146","Bracebridge",0,99,102,10,11,0,0,0,222,529
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 147","Bracebridge",1,51,105,17,28,0,0,0,202,466
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 148","Muskoka Falls",0,95,97,16,30,0,0,3,241,463
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 149","Muskoka Falls",2,105,86,12,25,3,0,0,233,515
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 150","Muskoka Falls",1,58,84,21,32,0,0,0,196,390
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 151","Vankoughnet",0,82,127,15,24,0,0,0,248,417
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 152","Bracebridge",0,112,94,14,11,0,0,0,231,432
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 153","Bracebridge",0,57,97,15,26,1,0,1,197,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 154","Bracebridge",0,51,110,16,20,0,0,2,199,447
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 155","Bracebridge",1,73,77,15,17,2,0,0,185,457
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 156","Bracebridge",0,67,115,14,15,0,0,1,212,401
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 157","Bracebridge",1,62,92,16,24,0,0,0,195,447
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 158","Bracebridge",0,68,89,16,24,1,0,0,198,423
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 159","Bracebridge",0,56,84,11,28,0,1,0,180,442
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 160","Bracebridge",1,67,91,13,18,0,0,0,190,381
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 161","Bracebridge",0,97,111,16,14,1,0,0,239,510
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 162","Bala",0,79,60,6,8,0,0,0,153,267
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 163","Bala",1,118,147,12,14,1,0,0,293,487
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 164","Bala",1,91,114,14,19,1,1,1,242,391
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 165","Walkers Point",0,107,42,11,18,0,0,0,178,274
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 166","Gravenhurst",0,84,105,7,26,0,0,0,222,508
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 167","Gravenhurst",0,68,86,7,18,0,0,0,179,403
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 168","Gravenhurst",1,87,82,8,21,1,0,1,201,440
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169","Gravenhurst",0,72,96,8,10,1,0,0,187,358
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 170","Gravenhurst",0,71,68,16,29,2,2,0,188,452
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 171","Gravenhurst",0,81,83,11,28,1,0,1,205,453
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 172","Gravenhurst",2,65,90,21,16,4,0,0,198,451
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 173","Gravenhurst",0,77,80,14,23,2,0,0,196,418
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174","Gravenhurst",0,84,81,16,30,2,0,0,213,373
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 175","Gravenhurst",0,53,61,10,23,6,0,0,153,371
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 176","Gravenhurst",1,115,100,5,3,0,0,0,224,404
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 177","Gravenhurst",0,65,92,7,28,0,0,0,192,418
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 178","Gravenhurst",0,94,102,24,30,2,0,0,252,555
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 179","Gravenhurst",0,101,107,14,35,0,0,0,257,510
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 180","Gravenhurst",0,37,48,8,18,1,0,0,112,268
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 181","Gravenhurst",0,70,90,21,28,1,0,1,211,487
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 182","Gravenhurst",1,85,56,17,23,0,1,0,183,425
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 183","Ryde",3,102,81,17,20,0,0,0,223,396
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 184","Severn Bridge",1,92,77,13,29,1,0,0,213,478
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 185","Severn Bridge",1,58,54,9,22,0,0,0,144,332
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 186","Severn Bridge",1,97,68,17,28,0,0,1,212,355
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 187","Dokis First Nation",0,9,83,1,30,0,0,0,123,162
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 188","Henvey Inlet First Nation",0,0,43,2,14,0,0,0,59,101
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 189","Magnetawan First Nation",0,2,34,2,8,0,0,0,46,62
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 190","Shawanaga First Nation",0,1,69,10,16,0,0,0,96,145
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 191","Wasauksing First Nation",0,5,101,18,39,0,0,0,163,262
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 192","Moose Deer Point First Nation",0,11,39,1,6,0,0,0,57,102
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 193","Wahta First Nation",1,3,27,4,8,0,0,1,44,87
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500","Mobile poll/Bureau itinérant",1,33,26,2,6,0,0,5,73,149
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 501","Mobile poll/Bureau itinérant",2,43,27,3,7,1,2,3,88,171
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 502","Mobile poll/Bureau itinérant",0,43,26,5,2,1,1,1,79,157
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 503","Mobile poll/Bureau itinérant",0,35,16,3,7,0,1,0,62,130
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 504","Mobile poll/Bureau itinérant",2,49,38,4,9,1,1,3,107,211
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 505","Mobile poll/Bureau itinérant",1,34,26,3,9,0,0,2,75,109
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 506","Mobile poll/Bureau itinérant",0,62,38,3,10,0,2,5,120,313
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 600","Port Loring",0,116,67,3,21,0,0,1,208,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 601","Britt",1,51,51,3,21,0,0,1,128,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 602","Parry Sound",0,325,213,60,43,0,0,1,642,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 603","South River",0,463,200,35,137,1,1,2,839,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 604","Burk's Falls",0,457,257,83,107,2,1,3,910,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 605","Huntsville",2,317,252,55,58,0,0,0,684,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 606","Huntsville",2,400,340,72,76,0,0,0,890,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 607","Huntsville",2,538,335,87,86,0,0,1,1049,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 608","Parry Sound",1,236,174,41,41,0,0,0,493,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 609","Parry Sound",1,302,320,72,72,2,0,1,770,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 610","MacTier",0,268,143,22,38,0,0,0,471,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 611","Bracebridge",0,376,384,58,75,0,0,0,893,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 612","Bracebridge",0,425,431,76,101,2,1,2,1038,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 613","Bracebridge",0,421,397,48,91,1,0,3,961,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 614","Gravenhurst",0,505,357,70,77,1,0,3,1013,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 615","Gravenhurst",0,327,213,26,51,2,1,3,623,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka",,"Group 1/Groupe 1",0,37,63,9,13,0,1,3,126,84
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka",,"Group 2/Groupe 2",3,871,663,173,228,4,0,13,1955,
