Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charles Boylan,Raj Gupta,Elain Ng,Amandeep Nijjar,Harjit S. Sajjan,Wai Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59040,"Vancouver South/Vancouver-Sud"," 30","Vancouver",2,0,1,13,71,80,4,171,424
59040,"Vancouver South/Vancouver-Sud"," 31","Vancouver",0,0,8,28,71,83,1,191,446
59040,"Vancouver South/Vancouver-Sud"," 32","Vancouver",2,0,6,15,105,77,1,206,534
59040,"Vancouver South/Vancouver-Sud"," 33","Vancouver",1,1,6,25,109,41,0,183,482
59040,"Vancouver South/Vancouver-Sud"," 34","Vancouver",1,0,5,17,117,55,0,195,424
59040,"Vancouver South/Vancouver-Sud"," 35","Vancouver",0,0,7,28,98,57,0,190,416
59040,"Vancouver South/Vancouver-Sud"," 36","Vancouver",2,0,3,30,109,75,0,219,434
59040,"Vancouver South/Vancouver-Sud"," 37","Vancouver",1,1,5,22,123,41,1,194,398
59040,"Vancouver South/Vancouver-Sud"," 38","Vancouver",0,1,5,25,116,50,0,197,452
59040,"Vancouver South/Vancouver-Sud"," 39","Vancouver",3,0,3,20,145,42,1,214,455
59040,"Vancouver South/Vancouver-Sud"," 40","Vancouver",0,3,5,10,79,97,0,194,414
59040,"Vancouver South/Vancouver-Sud"," 41","Vancouver",1,0,6,21,68,74,1,171,416
59040,"Vancouver South/Vancouver-Sud"," 42","Vancouver",0,2,6,17,60,46,0,131,338
59040,"Vancouver South/Vancouver-Sud"," 43","Vancouver",0,0,8,9,92,39,0,148,353
59040,"Vancouver South/Vancouver-Sud"," 44","Vancouver",1,0,3,11,76,69,0,160,374
59040,"Vancouver South/Vancouver-Sud"," 45","Vancouver",0,0,6,15,84,47,0,152,450
59040,"Vancouver South/Vancouver-Sud"," 46A","Vancouver",0,0,1,13,52,33,0,99,230
59040,"Vancouver South/Vancouver-Sud"," 46B","Vancouver",1,0,3,8,54,43,2,111,304
59040,"Vancouver South/Vancouver-Sud"," 47","Vancouver",0,0,5,34,96,46,2,183,379
59040,"Vancouver South/Vancouver-Sud"," 48","Vancouver",2,0,6,24,126,38,2,198,378
59040,"Vancouver South/Vancouver-Sud"," 49","Vancouver",0,0,1,26,108,31,1,167,400
59040,"Vancouver South/Vancouver-Sud"," 50","Vancouver",0,1,1,29,95,42,1,169,367
59040,"Vancouver South/Vancouver-Sud"," 51","Vancouver",0,1,7,45,115,44,0,212,485
59040,"Vancouver South/Vancouver-Sud"," 52","Vancouver",0,1,5,38,97,42,1,184,425
59040,"Vancouver South/Vancouver-Sud"," 53","Vancouver",1,1,3,27,62,43,3,140,382
59040,"Vancouver South/Vancouver-Sud"," 54","Vancouver",0,1,4,35,152,42,1,235,436
59040,"Vancouver South/Vancouver-Sud"," 55","Vancouver",0,1,3,27,114,57,2,204,371
59040,"Vancouver South/Vancouver-Sud"," 56","Vancouver",1,0,1,28,111,36,1,178,406
59040,"Vancouver South/Vancouver-Sud"," 57","Vancouver",2,0,6,22,106,48,1,185,410
59040,"Vancouver South/Vancouver-Sud"," 58","Vancouver",1,0,3,25,139,58,2,228,414
59040,"Vancouver South/Vancouver-Sud"," 59","Vancouver",2,0,3,45,166,60,0,276,488
59040,"Vancouver South/Vancouver-Sud"," 60","Vancouver",0,0,3,28,116,45,0,192,368
59040,"Vancouver South/Vancouver-Sud"," 61","Vancouver",1,1,2,24,123,62,1,214,426
59040,"Vancouver South/Vancouver-Sud"," 62","Vancouver",0,0,0,24,81,34,1,140,367
59040,"Vancouver South/Vancouver-Sud"," 63","Vancouver",0,0,1,33,78,58,2,172,437
59040,"Vancouver South/Vancouver-Sud"," 64","Vancouver",0,0,4,12,94,76,0,186,461
59040,"Vancouver South/Vancouver-Sud"," 65","Vancouver",1,1,3,24,57,43,1,130,405
59040,"Vancouver South/Vancouver-Sud"," 66","Vancouver",2,1,2,13,66,63,0,147,392
59040,"Vancouver South/Vancouver-Sud"," 67","Vancouver",0,0,4,17,113,58,1,193,445
59040,"Vancouver South/Vancouver-Sud"," 68","Vancouver",1,1,5,19,104,58,1,189,483
59040,"Vancouver South/Vancouver-Sud"," 69","Vancouver",0,3,3,13,118,57,1,195,490
59040,"Vancouver South/Vancouver-Sud"," 70","Vancouver",0,0,1,18,105,71,2,197,458
59040,"Vancouver South/Vancouver-Sud"," 71","Vancouver",2,1,5,21,92,70,1,192,409
59040,"Vancouver South/Vancouver-Sud"," 72","Vancouver",0,0,4,22,79,67,0,172,403
59040,"Vancouver South/Vancouver-Sud"," 73","Vancouver",2,0,12,10,82,74,0,180,424
59040,"Vancouver South/Vancouver-Sud"," 74","Vancouver",1,1,6,19,58,58,2,145,423
59040,"Vancouver South/Vancouver-Sud"," 75","Vancouver",1,0,4,22,85,67,5,184,407
59040,"Vancouver South/Vancouver-Sud"," 76","Vancouver",2,1,4,20,73,76,2,178,435
59040,"Vancouver South/Vancouver-Sud"," 77","Vancouver",1,2,0,22,74,71,0,170,420
59040,"Vancouver South/Vancouver-Sud"," 78","Vancouver",2,0,1,15,44,77,3,142,321
59040,"Vancouver South/Vancouver-Sud"," 79","Vancouver",0,0,4,20,84,59,4,171,407
59040,"Vancouver South/Vancouver-Sud"," 80","Vancouver",1,1,6,24,79,85,2,198,438
59040,"Vancouver South/Vancouver-Sud"," 81","Vancouver",0,1,2,26,86,68,1,184,403
59040,"Vancouver South/Vancouver-Sud"," 82","Vancouver",0,0,4,36,72,71,0,183,404
59040,"Vancouver South/Vancouver-Sud"," 83","Vancouver",1,0,0,30,48,42,0,121,347
59040,"Vancouver South/Vancouver-Sud"," 84","Vancouver",0,1,2,23,75,65,4,170,435
59040,"Vancouver South/Vancouver-Sud"," 85","Vancouver",1,0,5,23,99,86,3,217,471
59040,"Vancouver South/Vancouver-Sud"," 86","Vancouver",1,1,3,22,80,82,1,190,437
59040,"Vancouver South/Vancouver-Sud"," 87","Vancouver",2,2,2,21,73,71,0,171,326
59040,"Vancouver South/Vancouver-Sud"," 88","Vancouver",1,0,4,23,44,54,2,128,371
59040,"Vancouver South/Vancouver-Sud"," 89","Vancouver",2,0,3,34,97,115,2,253,512
59040,"Vancouver South/Vancouver-Sud"," 90","Vancouver",2,4,3,38,97,102,1,247,490
59040,"Vancouver South/Vancouver-Sud"," 91","Vancouver",1,0,1,36,66,78,2,184,457
59040,"Vancouver South/Vancouver-Sud"," 92","Vancouver",0,0,6,28,73,61,3,171,435
59040,"Vancouver South/Vancouver-Sud"," 93","Vancouver",1,0,3,34,64,28,4,134,413
59040,"Vancouver South/Vancouver-Sud"," 94","Vancouver",0,0,7,27,62,84,1,181,417
59040,"Vancouver South/Vancouver-Sud"," 95","Vancouver",1,1,2,17,62,71,1,155,426
59040,"Vancouver South/Vancouver-Sud"," 96","Vancouver",0,2,7,38,97,84,3,231,490
59040,"Vancouver South/Vancouver-Sud"," 97","Vancouver",1,1,5,19,75,72,0,173,427
59040,"Vancouver South/Vancouver-Sud"," 98","Vancouver",2,0,3,21,65,73,0,164,448
59040,"Vancouver South/Vancouver-Sud"," 99","Vancouver",0,0,6,21,75,76,1,179,463
59040,"Vancouver South/Vancouver-Sud"," 100","Vancouver",2,0,4,10,84,88,2,190,478
59040,"Vancouver South/Vancouver-Sud"," 101","Vancouver",0,0,3,14,84,72,1,174,457
59040,"Vancouver South/Vancouver-Sud"," 102","Vancouver",0,0,9,22,71,69,1,172,478
59040,"Vancouver South/Vancouver-Sud"," 103","Vancouver",0,1,10,27,62,66,0,166,442
59040,"Vancouver South/Vancouver-Sud"," 104","Vancouver",2,0,2,8,68,71,2,153,379
59040,"Vancouver South/Vancouver-Sud"," 105","Vancouver",0,1,7,14,53,84,2,161,439
59040,"Vancouver South/Vancouver-Sud"," 106","Vancouver",0,0,5,17,76,93,0,191,413
59040,"Vancouver South/Vancouver-Sud"," 107","Vancouver",0,2,5,20,79,83,0,189,398
59040,"Vancouver South/Vancouver-Sud"," 108","Vancouver",0,0,6,17,78,74,1,176,407
59040,"Vancouver South/Vancouver-Sud"," 109","Vancouver",1,2,1,20,69,95,2,190,413
59040,"Vancouver South/Vancouver-Sud"," 110","Vancouver",0,1,7,18,88,86,0,200,382
59040,"Vancouver South/Vancouver-Sud"," 111","Vancouver",1,0,7,41,90,85,0,224,456
59040,"Vancouver South/Vancouver-Sud"," 112","Vancouver",0,0,5,24,71,76,0,176,422
59040,"Vancouver South/Vancouver-Sud"," 113","Vancouver",2,1,4,18,69,85,1,180,383
59040,"Vancouver South/Vancouver-Sud"," 114","Vancouver",1,1,5,10,117,137,0,271,460
59040,"Vancouver South/Vancouver-Sud"," 115","Vancouver",0,0,2,26,98,95,1,222,448
59040,"Vancouver South/Vancouver-Sud"," 116","Vancouver",0,0,5,25,76,104,0,210,382
59040,"Vancouver South/Vancouver-Sud"," 117","Vancouver",0,2,8,23,87,85,3,208,368
59040,"Vancouver South/Vancouver-Sud"," 118","Vancouver",2,1,3,26,110,104,1,247,468
59040,"Vancouver South/Vancouver-Sud"," 119","Vancouver",3,1,4,17,93,85,0,203,474
59040,"Vancouver South/Vancouver-Sud"," 120","Vancouver",0,2,2,26,109,96,0,235,451
59040,"Vancouver South/Vancouver-Sud"," 121","Vancouver",0,0,3,34,144,55,3,239,485
59040,"Vancouver South/Vancouver-Sud"," 122","Vancouver",2,1,4,40,148,27,0,222,485
59040,"Vancouver South/Vancouver-Sud"," 123","Vancouver",1,0,3,28,113,40,1,186,466
59040,"Vancouver South/Vancouver-Sud"," 124","Vancouver",0,0,4,24,91,81,2,202,476
59040,"Vancouver South/Vancouver-Sud"," 125","Vancouver",0,0,7,23,89,64,0,183,397
59040,"Vancouver South/Vancouver-Sud"," 126","Vancouver",1,0,3,32,100,50,1,187,403
59040,"Vancouver South/Vancouver-Sud"," 127","Vancouver",1,1,11,35,165,43,1,257,497
59040,"Vancouver South/Vancouver-Sud"," 128A","Vancouver",1,1,6,40,109,42,0,199,418
59040,"Vancouver South/Vancouver-Sud"," 128B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,27
59040,"Vancouver South/Vancouver-Sud"," 128C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,25
59040,"Vancouver South/Vancouver-Sud"," 129","Vancouver",1,0,8,20,140,46,0,215,397
59040,"Vancouver South/Vancouver-Sud"," 130","Vancouver",0,1,1,22,95,42,0,161,393
59040,"Vancouver South/Vancouver-Sud"," 131","Vancouver",0,0,5,24,87,44,0,160,319
59040,"Vancouver South/Vancouver-Sud"," 132","Vancouver",0,2,5,38,137,59,1,242,507
59040,"Vancouver South/Vancouver-Sud"," 133A","Vancouver",1,0,5,25,116,56,0,203,275
59040,"Vancouver South/Vancouver-Sud"," 133B","Vancouver",0,2,7,25,110,60,1,205,345
59040,"Vancouver South/Vancouver-Sud"," 134","Vancouver",3,2,11,12,95,100,0,223,473
59040,"Vancouver South/Vancouver-Sud"," 135","Vancouver",0,0,7,23,59,57,0,146,325
59040,"Vancouver South/Vancouver-Sud"," 136","Vancouver",0,0,1,33,59,48,1,142,314
59040,"Vancouver South/Vancouver-Sud"," 137","Vancouver",2,2,10,51,129,60,3,257,486
59040,"Vancouver South/Vancouver-Sud"," 138","Vancouver",0,2,4,16,81,99,1,203,402
59040,"Vancouver South/Vancouver-Sud"," 139","Vancouver",0,0,6,37,84,88,1,216,481
59040,"Vancouver South/Vancouver-Sud"," 140","Vancouver",1,1,7,26,59,59,1,154,333
59040,"Vancouver South/Vancouver-Sud"," 141","Vancouver",1,0,8,20,85,73,3,190,426
59040,"Vancouver South/Vancouver-Sud"," 142","Vancouver",0,0,0,15,59,85,0,159,324
59040,"Vancouver South/Vancouver-Sud"," 143A","Vancouver",1,0,4,18,67,30,0,120,249
59040,"Vancouver South/Vancouver-Sud"," 143B","Vancouver",0,0,1,23,68,65,0,157,314
59040,"Vancouver South/Vancouver-Sud"," 144","Vancouver",1,2,3,17,38,78,2,141,301
59040,"Vancouver South/Vancouver-Sud"," 145","Vancouver",1,1,10,44,100,60,0,216,430
59040,"Vancouver South/Vancouver-Sud"," 146","Vancouver",1,1,10,27,83,103,1,226,404
59040,"Vancouver South/Vancouver-Sud"," 147","Vancouver",0,1,7,44,102,21,0,175,309
59040,"Vancouver South/Vancouver-Sud"," 148","Vancouver",1,1,5,36,109,55,2,209,410
59040,"Vancouver South/Vancouver-Sud"," 149","Vancouver",0,2,3,36,97,73,0,211,402
59040,"Vancouver South/Vancouver-Sud"," 150","Vancouver",1,1,9,61,101,39,0,212,413
59040,"Vancouver South/Vancouver-Sud"," 151","Vancouver",0,0,10,34,107,48,1,200,394
59040,"Vancouver South/Vancouver-Sud"," 152","Vancouver",1,2,4,76,107,42,1,233,447
59040,"Vancouver South/Vancouver-Sud"," 153","Vancouver",2,2,7,42,82,53,1,189,456
59040,"Vancouver South/Vancouver-Sud"," 154","Vancouver",1,0,2,45,102,78,0,228,451
59040,"Vancouver South/Vancouver-Sud"," 155","Vancouver",0,2,5,38,81,83,3,212,417
59040,"Vancouver South/Vancouver-Sud"," 156","Vancouver",0,1,8,62,115,53,2,241,495
59040,"Vancouver South/Vancouver-Sud"," 157","Vancouver",0,2,3,34,69,67,2,177,360
59040,"Vancouver South/Vancouver-Sud"," 158","Vancouver",1,1,6,45,89,43,0,185,381
59040,"Vancouver South/Vancouver-Sud"," 159","Vancouver",1,1,10,21,129,56,0,218,385
59040,"Vancouver South/Vancouver-Sud"," 160","Vancouver",1,1,17,39,124,49,1,232,427
59040,"Vancouver South/Vancouver-Sud"," 161","Vancouver",0,0,11,46,128,20,1,206,384
59040,"Vancouver South/Vancouver-Sud"," 162","Vancouver",1,1,7,42,93,33,1,178,440
59040,"Vancouver South/Vancouver-Sud"," 163","Vancouver",2,1,10,43,90,37,0,183,411
59040,"Vancouver South/Vancouver-Sud"," 164","Vancouver",1,2,9,27,137,103,1,280,527
59040,"Vancouver South/Vancouver-Sud"," 500","Mobile poll/Bureau itinérant",2,5,4,9,24,27,2,73,105
59040,"Vancouver South/Vancouver-Sud"," 501","Mobile poll/Bureau itinérant",2,2,7,16,23,44,1,95,100
59040,"Vancouver South/Vancouver-Sud"," 502","Mobile poll/Bureau itinérant",4,2,13,17,39,67,1,143,187
59040,"Vancouver South/Vancouver-Sud"," 503","Mobile poll/Bureau itinérant",4,2,6,12,22,37,1,84,82
59040,"Vancouver South/Vancouver-Sud"," 504A","Mobile poll/Bureau itinérant",0,3,6,9,21,11,1,51,101
59040,"Vancouver South/Vancouver-Sud"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,29
59040,"Vancouver South/Vancouver-Sud"," 505","Mobile poll/Bureau itinérant",7,0,8,20,25,48,1,109,158
59040,"Vancouver South/Vancouver-Sud"," 600","Vancouver",1,2,20,86,362,356,3,830,
59040,"Vancouver South/Vancouver-Sud"," 601","Vancouver",2,5,37,174,679,353,6,1256,
59040,"Vancouver South/Vancouver-Sud"," 602","Vancouver",4,3,22,178,820,429,11,1467,
59040,"Vancouver South/Vancouver-Sud"," 603","Vancouver",1,0,8,101,602,192,6,910,
59040,"Vancouver South/Vancouver-Sud"," 604","Vancouver",3,1,19,121,537,421,3,1105,
59040,"Vancouver South/Vancouver-Sud"," 605","Vancouver",7,4,21,73,312,410,7,834,
59040,"Vancouver South/Vancouver-Sud"," 606","Vancouver",0,2,21,77,414,298,0,812,
59040,"Vancouver South/Vancouver-Sud"," 607","Vancouver",4,1,14,112,385,477,0,993,
59040,"Vancouver South/Vancouver-Sud"," 608","Vancouver",5,4,23,138,354,375,2,901,
59040,"Vancouver South/Vancouver-Sud"," 609","Vancouver",3,3,26,182,397,305,2,918,
59040,"Vancouver South/Vancouver-Sud"," 610","Vancouver",0,5,27,187,477,326,0,1022,
59040,"Vancouver South/Vancouver-Sud",,"Group 1/Groupe 1",0,0,2,11,44,8,4,69,71
59040,"Vancouver South/Vancouver-Sud",,"Group 2/Groupe 2",7,3,41,284,721,344,18,1418,
