Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kerry Diotte,Brian Gold,Maryna Goncharenko,Janis Irwin,Mary Joyce,Linda Northcott,Bun Bun Thompson,Heather Workman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48015,"Edmonton Griesbach/Edmonton Griesbach"," 165","Edmonton",104,44,0,62,0,2,2,2,1,217,415
48015,"Edmonton Griesbach/Edmonton Griesbach"," 166","Edmonton",99,36,0,55,0,1,0,3,0,194,412
48015,"Edmonton Griesbach/Edmonton Griesbach"," 167","Edmonton",121,53,3,58,0,3,0,4,0,242,411
48015,"Edmonton Griesbach/Edmonton Griesbach"," 168","Edmonton",75,33,2,52,0,0,0,3,0,165,385
48015,"Edmonton Griesbach/Edmonton Griesbach"," 169","Edmonton",116,31,0,58,0,0,1,4,0,210,346
48015,"Edmonton Griesbach/Edmonton Griesbach"," 170A","Edmonton",42,39,0,45,2,0,1,3,0,132,388
48015,"Edmonton Griesbach/Edmonton Griesbach"," 170B","Edmonton",48,25,0,55,0,1,3,1,0,133,325
48015,"Edmonton Griesbach/Edmonton Griesbach"," 171","Edmonton",57,59,2,67,1,0,2,4,1,193,425
48015,"Edmonton Griesbach/Edmonton Griesbach"," 172","Edmonton",39,27,3,35,1,3,2,2,0,112,353
48015,"Edmonton Griesbach/Edmonton Griesbach"," 173","Edmonton",21,49,0,59,0,0,0,3,0,132,377
48015,"Edmonton Griesbach/Edmonton Griesbach"," 174","Edmonton",76,40,5,64,2,0,2,4,0,193,489
48015,"Edmonton Griesbach/Edmonton Griesbach"," 175","Edmonton",99,40,0,70,2,0,1,11,0,223,430
48015,"Edmonton Griesbach/Edmonton Griesbach"," 176","Edmonton",106,32,0,74,1,0,1,4,1,219,436
48015,"Edmonton Griesbach/Edmonton Griesbach"," 177","Edmonton",101,30,2,107,0,0,0,8,1,249,432
48015,"Edmonton Griesbach/Edmonton Griesbach"," 178","Edmonton",68,27,0,64,1,4,1,6,1,172,417
48015,"Edmonton Griesbach/Edmonton Griesbach"," 179","Edmonton",91,24,0,70,0,1,0,4,0,190,396
48015,"Edmonton Griesbach/Edmonton Griesbach"," 180","Edmonton",98,35,2,67,0,0,0,4,0,206,372
48015,"Edmonton Griesbach/Edmonton Griesbach"," 181","Edmonton",85,33,0,76,0,0,0,5,2,201,388
48015,"Edmonton Griesbach/Edmonton Griesbach"," 182","Edmonton",20,43,2,42,0,2,0,0,0,109,332
48015,"Edmonton Griesbach/Edmonton Griesbach"," 183","Edmonton",119,48,2,60,0,0,1,8,0,238,410
48015,"Edmonton Griesbach/Edmonton Griesbach"," 184","Edmonton",100,42,2,71,0,2,0,8,1,226,398
48015,"Edmonton Griesbach/Edmonton Griesbach"," 185","Edmonton",81,17,1,80,0,2,2,6,0,189,373
48015,"Edmonton Griesbach/Edmonton Griesbach"," 186","Edmonton",114,38,0,58,0,0,0,6,1,217,370
48015,"Edmonton Griesbach/Edmonton Griesbach"," 187A","Edmonton",40,44,2,51,1,0,0,0,1,139,322
48015,"Edmonton Griesbach/Edmonton Griesbach"," 187B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506A,,,,,,,,,,168
48015,"Edmonton Griesbach/Edmonton Griesbach"," 188","Edmonton",40,61,3,65,0,2,2,1,0,174,498
48015,"Edmonton Griesbach/Edmonton Griesbach"," 189","Edmonton",34,30,4,79,0,0,0,4,0,151,442
48015,"Edmonton Griesbach/Edmonton Griesbach"," 400","Edmonton",110,31,1,35,0,0,0,2,1,180,46
48015,"Edmonton Griesbach/Edmonton Griesbach"," 401","Edmonton",81,38,2,29,2,1,1,3,3,160,215
48015,"Edmonton Griesbach/Edmonton Griesbach"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 501","Mobile poll/Bureau itinérant",78,31,0,32,1,1,1,3,2,149,166
48015,"Edmonton Griesbach/Edmonton Griesbach"," 502","Mobile poll/Bureau itinérant",80,29,0,22,0,1,1,3,3,139,208
48015,"Edmonton Griesbach/Edmonton Griesbach"," 503A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°512,,,,,,,,,,60
48015,"Edmonton Griesbach/Edmonton Griesbach"," 503B","Edmonton",Merged with No./Fusionné avec le n°73,,,,,,,,,,40
48015,"Edmonton Griesbach/Edmonton Griesbach"," 504","Mobile poll/Bureau itinérant",50,32,2,44,5,0,0,3,3,139,168
48015,"Edmonton Griesbach/Edmonton Griesbach"," 505A","Mobile poll/Bureau itinérant",60,21,2,24,1,0,0,3,0,111,76
48015,"Edmonton Griesbach/Edmonton Griesbach"," 505B","Edmonton",Merged with No./Fusionné avec le n°123,,,,,,,,,,17
48015,"Edmonton Griesbach/Edmonton Griesbach"," 506A","Mobile poll/Bureau itinérant",32,25,3,31,1,1,1,5,2,101,81
48015,"Edmonton Griesbach/Edmonton Griesbach"," 506B","Edmonton",Merged with No./Fusionné avec le n°130,,,,,,,,,,48
48015,"Edmonton Griesbach/Edmonton Griesbach"," 507","Mobile poll/Bureau itinérant",44,28,2,24,1,1,0,4,1,105,139
48015,"Edmonton Griesbach/Edmonton Griesbach"," 508A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507,,,,,,,,,,28
48015,"Edmonton Griesbach/Edmonton Griesbach"," 508B","Edmonton",Merged with No./Fusionné avec le n°148,,,,,,,,,,33
48015,"Edmonton Griesbach/Edmonton Griesbach"," 508C","Edmonton",Merged with No./Fusionné avec le n°152,,,,,,,,,,65
48015,"Edmonton Griesbach/Edmonton Griesbach"," 509A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505A,,,,,,,,,,41
48015,"Edmonton Griesbach/Edmonton Griesbach"," 509B","Edmonton",Merged with No./Fusionné avec le n°187A,,,,,,,,,,11
48015,"Edmonton Griesbach/Edmonton Griesbach"," 510","Mobile poll/Bureau itinérant",134,51,2,19,1,1,0,5,2,215,216
48015,"Edmonton Griesbach/Edmonton Griesbach"," 511A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505A,,,,,,,,,,28
48015,"Edmonton Griesbach/Edmonton Griesbach"," 511B","Edmonton",Merged with No./Fusionné avec le n°43,,,,,,,,,,18
48015,"Edmonton Griesbach/Edmonton Griesbach"," 511C","Edmonton",Merged with No./Fusionné avec le n°50,,,,,,,,,,50
48015,"Edmonton Griesbach/Edmonton Griesbach"," 512","Mobile poll/Bureau itinérant",87,27,1,29,0,0,0,3,1,148,170
48015,"Edmonton Griesbach/Edmonton Griesbach"," 600","Edmonton",393,116,7,207,2,3,2,7,2,739,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 601","Edmonton",397,178,4,259,1,2,0,5,3,849,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 602","Edmonton",348,145,7,287,1,2,0,21,3,814,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 603","Edmonton",276,94,5,209,0,4,0,13,2,603,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 604","Edmonton",370,122,2,287,1,6,3,14,0,805,
48015,"Edmonton Griesbach/Edmonton Griesbach"," 605","Edmonton",203,116,13,328,2,6,1,17,3,689,
