Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Akhtar Ayub,Toyin Dada,Anna Di Carlo,Kirsty Duncan,Faisal Hassan,George Szebik,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35029,"Etobicoke North/Etobicoke-Nord"," 35","Etobicoke",0,40,3,155,22,1,2,223,368
35029,"Etobicoke North/Etobicoke-Nord"," 36","Etobicoke",6,70,2,173,17,0,1,269,477
35029,"Etobicoke North/Etobicoke-Nord"," 37","Etobicoke",1,24,0,116,15,1,1,158,324
35029,"Etobicoke North/Etobicoke-Nord"," 38","Etobicoke",3,70,4,110,27,0,1,215,412
35029,"Etobicoke North/Etobicoke-Nord"," 39","Etobicoke",3,38,0,79,12,0,0,132,308
35029,"Etobicoke North/Etobicoke-Nord"," 40","Etobicoke",4,75,0,106,26,0,0,211,378
35029,"Etobicoke North/Etobicoke-Nord"," 41","Etobicoke",8,62,0,130,13,2,0,215,375
35029,"Etobicoke North/Etobicoke-Nord"," 42","Etobicoke",8,63,2,143,30,2,0,248,417
35029,"Etobicoke North/Etobicoke-Nord"," 43","Etobicoke",0,46,3,137,20,4,1,211,376
35029,"Etobicoke North/Etobicoke-Nord"," 44","Etobicoke",2,55,2,156,40,0,0,255,538
35029,"Etobicoke North/Etobicoke-Nord"," 45","Etobicoke",6,71,0,179,30,4,1,291,537
35029,"Etobicoke North/Etobicoke-Nord"," 46","Etobicoke",3,36,4,137,18,1,4,203,397
35029,"Etobicoke North/Etobicoke-Nord"," 47","Etobicoke",1,46,1,130,26,1,7,212,487
35029,"Etobicoke North/Etobicoke-Nord"," 48","Etobicoke",0,33,1,127,17,1,2,181,351
35029,"Etobicoke North/Etobicoke-Nord"," 49","Etobicoke",0,33,2,146,16,1,0,198,472
35029,"Etobicoke North/Etobicoke-Nord"," 50","Etobicoke",4,41,0,114,38,1,0,198,492
35029,"Etobicoke North/Etobicoke-Nord"," 51","Etobicoke",1,58,0,170,25,0,3,257,564
35029,"Etobicoke North/Etobicoke-Nord"," 52","Etobicoke",0,43,0,213,46,4,3,309,917
35029,"Etobicoke North/Etobicoke-Nord"," 53","Etobicoke",1,57,1,202,27,1,4,293,488
35029,"Etobicoke North/Etobicoke-Nord"," 54","Etobicoke",1,71,1,150,11,0,3,237,529
35029,"Etobicoke North/Etobicoke-Nord"," 55","Etobicoke",2,35,0,125,43,2,0,207,518
35029,"Etobicoke North/Etobicoke-Nord"," 56","Etobicoke",1,12,1,110,21,0,0,145,385
35029,"Etobicoke North/Etobicoke-Nord"," 57","Etobicoke",0,20,1,87,11,0,1,120,282
35029,"Etobicoke North/Etobicoke-Nord"," 58","Etobicoke",1,29,1,127,23,0,0,181,359
35029,"Etobicoke North/Etobicoke-Nord"," 59","Etobicoke",1,34,2,168,35,0,3,243,500
35029,"Etobicoke North/Etobicoke-Nord"," 60","Etobicoke",1,51,1,149,27,0,1,230,462
35029,"Etobicoke North/Etobicoke-Nord"," 61","Etobicoke",3,69,1,157,20,1,2,253,458
35029,"Etobicoke North/Etobicoke-Nord"," 62","Etobicoke",6,35,0,114,21,0,4,180,423
35029,"Etobicoke North/Etobicoke-Nord"," 63","Etobicoke",3,27,0,194,17,1,0,242,517
35029,"Etobicoke North/Etobicoke-Nord"," 64","Etobicoke",1,28,2,122,10,0,1,164,429
35029,"Etobicoke North/Etobicoke-Nord"," 65","Etobicoke",6,16,0,102,15,2,0,141,416
35029,"Etobicoke North/Etobicoke-Nord"," 66","Etobicoke",1,25,1,121,17,0,1,166,397
35029,"Etobicoke North/Etobicoke-Nord"," 67","Etobicoke",1,66,1,104,14,0,1,187,500
35029,"Etobicoke North/Etobicoke-Nord"," 68","Etobicoke",2,38,0,120,17,1,1,179,454
35029,"Etobicoke North/Etobicoke-Nord"," 69","Etobicoke",1,25,1,184,16,1,3,231,571
35029,"Etobicoke North/Etobicoke-Nord"," 70","Etobicoke",4,11,2,114,9,0,0,140,387
35029,"Etobicoke North/Etobicoke-Nord"," 71","Etobicoke",0,10,0,91,15,1,0,117,299
35029,"Etobicoke North/Etobicoke-Nord"," 72","Etobicoke",0,27,1,136,16,0,1,181,454
35029,"Etobicoke North/Etobicoke-Nord"," 73","Etobicoke",2,36,3,143,16,0,2,202,475
35029,"Etobicoke North/Etobicoke-Nord"," 74","Etobicoke",2,19,2,134,21,0,0,178,444
35029,"Etobicoke North/Etobicoke-Nord"," 75","Etobicoke",2,38,3,138,16,0,0,197,428
35029,"Etobicoke North/Etobicoke-Nord"," 76","Etobicoke",1,26,2,157,61,2,2,251,492
35029,"Etobicoke North/Etobicoke-Nord"," 77","Etobicoke",0,17,0,93,7,0,1,118,325
35029,"Etobicoke North/Etobicoke-Nord"," 78","Etobicoke",7,85,1,130,23,1,0,247,465
35029,"Etobicoke North/Etobicoke-Nord"," 79","Etobicoke",6,78,3,140,18,0,3,248,438
35029,"Etobicoke North/Etobicoke-Nord"," 80","Etobicoke",0,56,3,163,21,3,1,247,483
35029,"Etobicoke North/Etobicoke-Nord"," 81","Etobicoke",4,66,3,112,15,2,1,203,396
35029,"Etobicoke North/Etobicoke-Nord"," 82","Etobicoke",1,75,0,129,16,0,3,224,371
35029,"Etobicoke North/Etobicoke-Nord"," 83","Etobicoke",8,100,0,135,36,3,1,283,469
35029,"Etobicoke North/Etobicoke-Nord"," 84","Etobicoke",4,83,0,131,16,0,2,236,371
35029,"Etobicoke North/Etobicoke-Nord"," 85","Etobicoke",2,74,0,104,22,0,0,202,372
35029,"Etobicoke North/Etobicoke-Nord"," 86","Etobicoke",2,92,0,140,34,2,1,271,454
35029,"Etobicoke North/Etobicoke-Nord"," 87","Etobicoke",7,62,4,107,22,1,1,204,467
35029,"Etobicoke North/Etobicoke-Nord"," 88","Etobicoke",7,57,1,101,12,2,1,181,406
35029,"Etobicoke North/Etobicoke-Nord"," 89","Etobicoke",2,65,1,143,20,1,3,235,428
35029,"Etobicoke North/Etobicoke-Nord"," 90","Etobicoke",0,71,3,117,24,2,3,220,461
35029,"Etobicoke North/Etobicoke-Nord"," 91","Etobicoke",5,67,3,113,17,0,1,206,482
35029,"Etobicoke North/Etobicoke-Nord"," 92","Etobicoke",5,49,1,155,67,2,3,282,541
35029,"Etobicoke North/Etobicoke-Nord"," 93","Etobicoke",1,32,2,120,33,0,2,190,382
35029,"Etobicoke North/Etobicoke-Nord"," 94","Etobicoke",0,25,1,66,40,1,0,133,313
35029,"Etobicoke North/Etobicoke-Nord"," 95","Etobicoke",1,26,0,93,26,1,0,147,360
35029,"Etobicoke North/Etobicoke-Nord"," 96","Etobicoke",2,20,3,108,28,0,0,161,468
35029,"Etobicoke North/Etobicoke-Nord"," 97","Etobicoke",3,23,0,91,62,1,1,181,471
35029,"Etobicoke North/Etobicoke-Nord"," 98","Etobicoke",2,92,0,110,22,0,1,227,401
35029,"Etobicoke North/Etobicoke-Nord"," 99","Etobicoke",2,95,1,125,15,3,0,241,442
35029,"Etobicoke North/Etobicoke-Nord"," 100","Etobicoke",2,59,1,96,23,0,0,181,393
35029,"Etobicoke North/Etobicoke-Nord"," 101","Etobicoke",6,46,1,102,20,0,1,176,354
35029,"Etobicoke North/Etobicoke-Nord"," 102","Etobicoke",5,50,3,128,34,2,0,222,483
35029,"Etobicoke North/Etobicoke-Nord"," 103","Etobicoke",6,47,4,138,23,0,0,218,490
35029,"Etobicoke North/Etobicoke-Nord"," 104","Etobicoke",0,36,4,128,23,0,0,191,453
35029,"Etobicoke North/Etobicoke-Nord"," 105","Etobicoke",5,118,1,165,27,0,0,316,532
35029,"Etobicoke North/Etobicoke-Nord"," 106","Etobicoke",4,60,0,142,28,0,1,235,374
35029,"Etobicoke North/Etobicoke-Nord"," 107","Etobicoke",2,78,1,99,18,0,2,200,348
35029,"Etobicoke North/Etobicoke-Nord"," 108","Etobicoke",1,54,2,99,24,0,0,180,352
35029,"Etobicoke North/Etobicoke-Nord"," 109","Etobicoke",1,65,0,130,21,2,3,222,464
35029,"Etobicoke North/Etobicoke-Nord"," 110","Etobicoke",2,67,2,135,18,0,1,225,418
35029,"Etobicoke North/Etobicoke-Nord"," 111","Etobicoke",2,59,1,158,13,1,2,236,434
35029,"Etobicoke North/Etobicoke-Nord"," 112","Etobicoke",2,51,0,110,24,0,0,187,427
35029,"Etobicoke North/Etobicoke-Nord"," 113","Etobicoke",2,39,0,124,29,0,0,194,496
35029,"Etobicoke North/Etobicoke-Nord"," 114","Etobicoke",4,35,0,159,25,0,0,223,483
35029,"Etobicoke North/Etobicoke-Nord"," 115","Etobicoke",1,108,2,103,15,2,0,231,367
35029,"Etobicoke North/Etobicoke-Nord"," 116","Etobicoke",3,78,0,104,27,0,1,213,429
35029,"Etobicoke North/Etobicoke-Nord"," 117","Etobicoke",1,62,0,161,32,1,3,260,532
35029,"Etobicoke North/Etobicoke-Nord"," 118","Etobicoke",1,33,2,76,18,2,1,133,302
35029,"Etobicoke North/Etobicoke-Nord"," 119","Etobicoke",3,89,1,137,33,0,1,264,518
35029,"Etobicoke North/Etobicoke-Nord"," 120","Etobicoke",0,57,1,140,17,0,3,218,411
35029,"Etobicoke North/Etobicoke-Nord"," 121","Etobicoke",4,107,1,162,34,2,3,313,526
35029,"Etobicoke North/Etobicoke-Nord"," 122","Etobicoke",4,93,2,125,30,1,1,256,445
35029,"Etobicoke North/Etobicoke-Nord"," 123","Etobicoke",3,60,2,205,10,0,0,280,440
35029,"Etobicoke North/Etobicoke-Nord"," 124","Etobicoke",0,56,1,148,31,2,1,239,433
35029,"Etobicoke North/Etobicoke-Nord"," 125","Etobicoke",2,54,1,158,21,0,0,236,361
35029,"Etobicoke North/Etobicoke-Nord"," 126","Etobicoke",2,74,0,116,14,2,1,209,396
35029,"Etobicoke North/Etobicoke-Nord"," 127","Etobicoke",3,87,3,135,21,2,0,251,404
35029,"Etobicoke North/Etobicoke-Nord"," 128","Etobicoke",5,85,1,179,48,4,1,323,532
35029,"Etobicoke North/Etobicoke-Nord"," 129","Etobicoke",3,59,4,177,21,1,2,267,398
35029,"Etobicoke North/Etobicoke-Nord"," 130","Etobicoke",2,79,3,140,25,2,1,252,421
35029,"Etobicoke North/Etobicoke-Nord"," 131","Etobicoke",1,79,4,169,39,7,2,301,543
35029,"Etobicoke North/Etobicoke-Nord"," 132","Etobicoke",2,74,4,166,28,5,2,281,461
35029,"Etobicoke North/Etobicoke-Nord"," 133","Etobicoke",6,70,3,148,34,5,0,266,390
35029,"Etobicoke North/Etobicoke-Nord"," 134","Etobicoke",2,21,1,91,17,0,0,132,262
35029,"Etobicoke North/Etobicoke-Nord"," 135","Etobicoke",3,46,2,109,26,5,1,192,390
35029,"Etobicoke North/Etobicoke-Nord"," 400","Etobicoke",4,34,1,87,7,0,2,135,320
35029,"Etobicoke North/Etobicoke-Nord"," 401","Etobicoke",3,28,0,167,10,1,0,209,497
35029,"Etobicoke North/Etobicoke-Nord"," 402","Etobicoke",1,36,0,143,17,0,0,197,489
35029,"Etobicoke North/Etobicoke-Nord"," 403","Etobicoke",1,30,0,136,9,0,1,177,428
35029,"Etobicoke North/Etobicoke-Nord"," 404","Etobicoke",1,37,1,118,13,0,0,170,373
35029,"Etobicoke North/Etobicoke-Nord"," 405","Etobicoke",1,61,0,55,7,1,1,126,308
35029,"Etobicoke North/Etobicoke-Nord"," 406","Etobicoke",2,48,2,57,9,0,2,120,315
35029,"Etobicoke North/Etobicoke-Nord"," 407","Etobicoke",0,38,1,109,12,0,0,160,349
35029,"Etobicoke North/Etobicoke-Nord"," 408","Etobicoke",0,18,0,99,16,0,0,133,307
35029,"Etobicoke North/Etobicoke-Nord"," 409","Etobicoke",3,8,1,56,14,0,1,83,164
35029,"Etobicoke North/Etobicoke-Nord"," 410","Etobicoke",10,17,1,51,9,1,1,90,205
35029,"Etobicoke North/Etobicoke-Nord"," 411","Etobicoke",5,65,0,190,32,1,2,295,561
35029,"Etobicoke North/Etobicoke-Nord"," 412","Etobicoke",16,35,2,197,69,0,1,320,335
35029,"Etobicoke North/Etobicoke-Nord"," 413","Etobicoke",4,50,0,194,30,0,1,279,492
35029,"Etobicoke North/Etobicoke-Nord"," 414","Etobicoke",4,34,1,62,21,1,3,126,186
35029,"Etobicoke North/Etobicoke-Nord"," 415","Etobicoke",2,54,0,110,27,0,0,193,382
35029,"Etobicoke North/Etobicoke-Nord"," 416","Etobicoke",3,23,1,98,22,1,2,150,366
35029,"Etobicoke North/Etobicoke-Nord"," 417","Etobicoke",0,10,0,41,24,0,0,75,191
35029,"Etobicoke North/Etobicoke-Nord"," 418","Etobicoke",4,64,0,68,10,0,0,146,246
35029,"Etobicoke North/Etobicoke-Nord"," 419","Etobicoke",1,63,1,67,4,0,0,136,243
35029,"Etobicoke North/Etobicoke-Nord"," 420","Etobicoke",3,14,0,141,69,0,3,230,561
35029,"Etobicoke North/Etobicoke-Nord"," 421","Etobicoke",0,16,1,62,16,0,0,95,292
35029,"Etobicoke North/Etobicoke-Nord"," 422","Etobicoke",2,8,1,115,91,2,2,221,670
35029,"Etobicoke North/Etobicoke-Nord"," 423","Etobicoke",3,34,2,175,95,1,2,312,769
35029,"Etobicoke North/Etobicoke-Nord"," 424","Etobicoke",3,31,0,83,21,0,2,140,322
35029,"Etobicoke North/Etobicoke-Nord"," 425","Etobicoke",4,28,0,177,48,1,7,265,652
35029,"Etobicoke North/Etobicoke-Nord"," 426","Etobicoke",1,35,1,142,24,2,6,211,368
35029,"Etobicoke North/Etobicoke-Nord"," 427","Etobicoke",2,7,0,101,89,1,2,202,345
35029,"Etobicoke North/Etobicoke-Nord"," 500","Mobile poll/Bureau itinérant",3,16,1,58,4,2,2,86,246
35029,"Etobicoke North/Etobicoke-Nord"," 501","Mobile poll/Bureau itinérant",2,19,0,36,12,2,0,71,177
35029,"Etobicoke North/Etobicoke-Nord"," 600","Etobicoke",21,224,4,1096,163,3,16,1527,
35029,"Etobicoke North/Etobicoke-Nord"," 601","Etobicoke",1,122,3,618,68,1,4,817,
35029,"Etobicoke North/Etobicoke-Nord"," 602","Etobicoke",10,163,5,519,110,2,6,815,
35029,"Etobicoke North/Etobicoke-Nord"," 603","Etobicoke",5,112,0,316,65,0,1,499,
35029,"Etobicoke North/Etobicoke-Nord"," 604","Etobicoke",5,154,2,430,158,4,3,756,
35029,"Etobicoke North/Etobicoke-Nord"," 605","Etobicoke",13,169,2,259,56,2,1,502,
35029,"Etobicoke North/Etobicoke-Nord"," 606","Etobicoke",8,137,1,306,72,1,0,525,
35029,"Etobicoke North/Etobicoke-Nord"," 607","Etobicoke",8,115,3,293,136,3,2,560,
35029,"Etobicoke North/Etobicoke-Nord"," 608","Etobicoke",12,134,4,233,57,1,0,441,
35029,"Etobicoke North/Etobicoke-Nord"," 609","Etobicoke",17,217,2,586,342,2,6,1172,
35029,"Etobicoke North/Etobicoke-Nord"," 610","Etobicoke",5,100,1,181,35,2,2,326,
35029,"Etobicoke North/Etobicoke-Nord",,"Group 1/Groupe 1",2,16,1,90,15,0,14,138,124
35029,"Etobicoke North/Etobicoke-Nord",,"Group 2/Groupe 2",10,90,2,257,123,2,9,493,
