Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mauril Bélanger,Coreen Corcoran,Nira Dookeran,Christian Legeais,David Piccini,Emilie Taman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35078,"Ottawa--Vanier/Ottawa--Vanier"," 26","Gloucester",163,1,3,0,65,45,2,279,470
35078,"Ottawa--Vanier/Ottawa--Vanier"," 27","Gloucester",95,1,5,0,60,30,1,192,387
35078,"Ottawa--Vanier/Ottawa--Vanier"," 28","Gloucester",103,1,6,0,72,43,0,225,377
35078,"Ottawa--Vanier/Ottawa--Vanier"," 29","Gloucester",116,2,4,0,62,43,0,227,367
35078,"Ottawa--Vanier/Ottawa--Vanier"," 30","Gloucester",127,0,8,1,56,29,0,221,432
35078,"Ottawa--Vanier/Ottawa--Vanier"," 31","Gloucester",125,0,8,0,66,32,2,233,460
35078,"Ottawa--Vanier/Ottawa--Vanier"," 32","Ottawa",126,1,8,1,48,39,2,225,503
35078,"Ottawa--Vanier/Ottawa--Vanier"," 33","Ottawa",140,5,3,1,48,33,3,233,435
35078,"Ottawa--Vanier/Ottawa--Vanier"," 34","Ottawa",132,3,0,0,47,41,5,228,440
35078,"Ottawa--Vanier/Ottawa--Vanier"," 35","Ottawa",209,4,8,1,46,43,0,311,572
35078,"Ottawa--Vanier/Ottawa--Vanier"," 36","Ottawa",179,1,6,1,49,19,0,255,518
35078,"Ottawa--Vanier/Ottawa--Vanier"," 37","Ottawa",185,0,9,0,72,40,1,307,487
35078,"Ottawa--Vanier/Ottawa--Vanier"," 38","Ottawa",146,2,6,1,25,37,1,218,211
35078,"Ottawa--Vanier/Ottawa--Vanier"," 39","Ottawa",Merged with No./Fusionné avec le n°38,,,,,,,,179
35078,"Ottawa--Vanier/Ottawa--Vanier"," 40","Ottawa",126,1,13,0,38,43,4,225,498
35078,"Ottawa--Vanier/Ottawa--Vanier"," 41","Ottawa",145,2,14,0,45,50,1,257,474
35078,"Ottawa--Vanier/Ottawa--Vanier"," 42","Ottawa",149,1,17,0,23,34,2,226,430
35078,"Ottawa--Vanier/Ottawa--Vanier"," 43","Ottawa",121,1,9,0,28,48,0,207,417
35078,"Ottawa--Vanier/Ottawa--Vanier"," 44","Ottawa",150,1,7,0,36,53,1,248,454
35078,"Ottawa--Vanier/Ottawa--Vanier"," 45","Ottawa",127,0,8,0,26,49,1,211,405
35078,"Ottawa--Vanier/Ottawa--Vanier"," 46","Ottawa",134,4,12,0,44,45,2,241,444
35078,"Ottawa--Vanier/Ottawa--Vanier"," 47","Ottawa",82,1,6,0,55,10,0,154,375
35078,"Ottawa--Vanier/Ottawa--Vanier"," 48","Ottawa",132,4,5,0,29,57,4,231,547
35078,"Ottawa--Vanier/Ottawa--Vanier"," 49","Ottawa",74,1,0,1,15,33,0,124,239
35078,"Ottawa--Vanier/Ottawa--Vanier"," 50","Ottawa",100,1,5,0,32,25,0,163,357
35078,"Ottawa--Vanier/Ottawa--Vanier"," 51","Ottawa",64,4,4,0,25,33,3,133,299
35078,"Ottawa--Vanier/Ottawa--Vanier"," 52","Ottawa",Merged with No./Fusionné avec le n°51,,,,,,,,20
35078,"Ottawa--Vanier/Ottawa--Vanier"," 53","Vanier",113,1,10,0,36,45,2,207,348
35078,"Ottawa--Vanier/Ottawa--Vanier"," 54","Vanier",114,3,9,2,45,36,2,211,331
35078,"Ottawa--Vanier/Ottawa--Vanier"," 55","Vanier",80,1,9,0,17,32,4,143,332
35078,"Ottawa--Vanier/Ottawa--Vanier"," 56","Vanier",102,2,4,1,30,28,0,167,382
35078,"Ottawa--Vanier/Ottawa--Vanier"," 57","Ottawa",119,2,5,1,44,24,0,195,386
35078,"Ottawa--Vanier/Ottawa--Vanier"," 58","Ottawa",98,4,4,0,34,37,3,180,339
35078,"Ottawa--Vanier/Ottawa--Vanier"," 59","Ottawa",92,2,3,0,25,31,3,156,381
35078,"Ottawa--Vanier/Ottawa--Vanier"," 60","Vanier",Merged with No./Fusionné avec le n°54,,,,,,,,107
35078,"Ottawa--Vanier/Ottawa--Vanier"," 61","Ottawa",92,0,2,0,36,17,3,150,344
35078,"Ottawa--Vanier/Ottawa--Vanier"," 62","Ottawa",127,5,5,1,54,49,1,242,488
35078,"Ottawa--Vanier/Ottawa--Vanier"," 63","Ottawa",125,2,5,0,43,22,0,197,423
35078,"Ottawa--Vanier/Ottawa--Vanier"," 64","Ottawa",123,0,3,1,46,34,1,208,425
35078,"Ottawa--Vanier/Ottawa--Vanier"," 65","Ottawa",116,2,6,1,50,24,0,199,402
35078,"Ottawa--Vanier/Ottawa--Vanier"," 66","Ottawa",107,5,5,0,36,34,1,188,361
35078,"Ottawa--Vanier/Ottawa--Vanier"," 67","Ottawa",128,2,11,0,60,39,4,244,401
35078,"Ottawa--Vanier/Ottawa--Vanier"," 68","Ottawa",137,3,11,1,56,39,2,249,470
35078,"Ottawa--Vanier/Ottawa--Vanier"," 69","Ottawa",90,3,2,1,43,30,0,169,331
35078,"Ottawa--Vanier/Ottawa--Vanier"," 70","Gloucester",175,1,3,0,40,44,0,263,514
35078,"Ottawa--Vanier/Ottawa--Vanier"," 71","Gloucester",98,3,4,1,53,38,0,197,423
35078,"Ottawa--Vanier/Ottawa--Vanier"," 72","Gloucester",151,1,4,1,33,22,6,218,465
35078,"Ottawa--Vanier/Ottawa--Vanier"," 73","Gloucester",137,2,2,1,28,50,1,221,656
35078,"Ottawa--Vanier/Ottawa--Vanier"," 74","Gloucester",83,0,7,0,33,12,0,135,252
35078,"Ottawa--Vanier/Ottawa--Vanier"," 75","Gloucester",114,1,9,0,50,22,2,198,455
35078,"Ottawa--Vanier/Ottawa--Vanier"," 76","Gloucester",156,0,6,0,48,37,2,249,403
35078,"Ottawa--Vanier/Ottawa--Vanier"," 77","Gloucester",188,1,3,2,79,22,0,295,450
35078,"Ottawa--Vanier/Ottawa--Vanier"," 78","Gloucester",116,3,8,0,55,33,2,217,365
35078,"Ottawa--Vanier/Ottawa--Vanier"," 79","Gloucester",151,2,2,0,61,23,1,240,368
35078,"Ottawa--Vanier/Ottawa--Vanier"," 80","Gloucester",130,3,8,1,38,25,0,205,364
35078,"Ottawa--Vanier/Ottawa--Vanier"," 81","Gloucester",135,2,2,0,61,20,0,220,407
35078,"Ottawa--Vanier/Ottawa--Vanier"," 82","Gloucester",66,1,2,0,15,11,0,95,224
35078,"Ottawa--Vanier/Ottawa--Vanier"," 83","Gloucester",149,1,8,2,57,30,0,247,430
35078,"Ottawa--Vanier/Ottawa--Vanier"," 84","Gloucester",154,2,5,1,53,20,0,235,431
35078,"Ottawa--Vanier/Ottawa--Vanier"," 85","Gloucester",165,3,3,0,47,25,2,245,447
35078,"Ottawa--Vanier/Ottawa--Vanier"," 86","Gloucester",116,3,5,1,45,48,3,221,455
35078,"Ottawa--Vanier/Ottawa--Vanier"," 87","Gloucester",120,2,6,0,65,38,4,235,405
35078,"Ottawa--Vanier/Ottawa--Vanier"," 88","Gloucester",108,4,4,0,53,22,1,192,367
35078,"Ottawa--Vanier/Ottawa--Vanier"," 89","Gloucester",150,2,10,1,80,33,1,277,503
35078,"Ottawa--Vanier/Ottawa--Vanier"," 90","Gloucester",145,3,7,0,65,54,0,274,503
35078,"Ottawa--Vanier/Ottawa--Vanier"," 91","Gloucester",111,1,4,0,41,26,1,184,366
35078,"Ottawa--Vanier/Ottawa--Vanier"," 92","Gloucester",88,2,6,0,38,24,0,158,308
35078,"Ottawa--Vanier/Ottawa--Vanier"," 93","Gloucester",96,1,5,1,31,27,3,164,308
35078,"Ottawa--Vanier/Ottawa--Vanier"," 94","Ottawa",132,5,4,0,41,39,6,227,389
35078,"Ottawa--Vanier/Ottawa--Vanier"," 95","Ottawa",100,3,0,0,29,23,3,158,379
35078,"Ottawa--Vanier/Ottawa--Vanier"," 96","Ottawa",135,1,3,1,18,29,2,189,410
35078,"Ottawa--Vanier/Ottawa--Vanier"," 97","Ottawa",143,2,4,1,38,44,1,233,434
35078,"Ottawa--Vanier/Ottawa--Vanier"," 98","Ottawa",122,2,3,0,30,30,2,189,347
35078,"Ottawa--Vanier/Ottawa--Vanier"," 99","Ottawa",145,3,6,0,42,50,4,250,516
35078,"Ottawa--Vanier/Ottawa--Vanier"," 100","Ottawa",121,0,6,0,38,57,3,225,470
35078,"Ottawa--Vanier/Ottawa--Vanier"," 101","Ottawa",129,1,2,2,34,40,0,208,489
35078,"Ottawa--Vanier/Ottawa--Vanier"," 102","Ottawa",149,3,7,0,36,43,1,239,478
35078,"Ottawa--Vanier/Ottawa--Vanier"," 103","Vanier",130,1,10,0,34,32,1,208,385
35078,"Ottawa--Vanier/Ottawa--Vanier"," 104","Vanier",119,2,11,0,23,35,4,194,489
35078,"Ottawa--Vanier/Ottawa--Vanier"," 105","Vanier",103,5,5,0,38,37,0,188,448
35078,"Ottawa--Vanier/Ottawa--Vanier"," 106","Vanier",119,3,7,0,41,38,1,209,480
35078,"Ottawa--Vanier/Ottawa--Vanier"," 107","Vanier",Merged with No./Fusionné avec le n°103,,,,,,,,76
35078,"Ottawa--Vanier/Ottawa--Vanier"," 108","Vanier",107,1,1,1,36,61,3,210,428
35078,"Ottawa--Vanier/Ottawa--Vanier"," 109","Vanier",92,2,10,0,35,54,0,193,407
35078,"Ottawa--Vanier/Ottawa--Vanier"," 110","Vanier",117,0,6,1,34,51,1,210,422
35078,"Ottawa--Vanier/Ottawa--Vanier"," 111","Vanier",106,2,7,1,30,45,4,195,409
35078,"Ottawa--Vanier/Ottawa--Vanier"," 112","Vanier",84,1,5,0,29,34,0,153,330
35078,"Ottawa--Vanier/Ottawa--Vanier"," 113","Vanier",83,0,4,0,29,37,0,153,305
35078,"Ottawa--Vanier/Ottawa--Vanier"," 114","Vanier",81,2,5,0,40,42,0,170,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 115","Vanier",107,1,11,0,23,42,1,185,445
35078,"Ottawa--Vanier/Ottawa--Vanier"," 116","Vanier",114,2,11,0,34,47,0,208,480
35078,"Ottawa--Vanier/Ottawa--Vanier"," 117","Vanier",105,0,11,1,15,39,1,172,383
35078,"Ottawa--Vanier/Ottawa--Vanier"," 118","Vanier",123,0,14,0,22,63,1,223,444
35078,"Ottawa--Vanier/Ottawa--Vanier"," 119","Vanier",78,2,3,2,28,42,2,157,419
35078,"Ottawa--Vanier/Ottawa--Vanier"," 120","Vanier",93,2,8,0,26,36,2,167,405
35078,"Ottawa--Vanier/Ottawa--Vanier"," 121","Vanier",117,1,9,0,24,50,1,202,400
35078,"Ottawa--Vanier/Ottawa--Vanier"," 122","Rockcliffe Park",111,0,2,0,54,29,4,200,461
35078,"Ottawa--Vanier/Ottawa--Vanier"," 123","Rockcliffe Park",83,2,11,0,72,22,0,190,454
35078,"Ottawa--Vanier/Ottawa--Vanier"," 124","Ottawa",116,1,6,0,38,25,0,186,452
35078,"Ottawa--Vanier/Ottawa--Vanier"," 125","Rockcliffe Park",138,0,10,1,35,44,0,228,455
35078,"Ottawa--Vanier/Ottawa--Vanier"," 126","Ottawa",91,1,3,0,39,37,0,171,369
35078,"Ottawa--Vanier/Ottawa--Vanier"," 127","Ottawa",92,1,7,0,40,41,0,181,405
35078,"Ottawa--Vanier/Ottawa--Vanier"," 128","Ottawa",122,5,12,0,41,51,0,231,479
35078,"Ottawa--Vanier/Ottawa--Vanier"," 129","Ottawa",114,0,9,0,12,58,4,197,387
35078,"Ottawa--Vanier/Ottawa--Vanier"," 130","Ottawa",119,1,7,1,19,52,1,200,331
35078,"Ottawa--Vanier/Ottawa--Vanier"," 131","Ottawa",94,2,10,2,28,53,0,189,331
35078,"Ottawa--Vanier/Ottawa--Vanier"," 132","Ottawa",110,1,5,0,38,54,0,208,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 133","Ottawa",105,2,11,1,30,62,0,211,367
35078,"Ottawa--Vanier/Ottawa--Vanier"," 134","Vanier",117,2,10,0,20,55,1,205,402
35078,"Ottawa--Vanier/Ottawa--Vanier"," 135","Vanier",90,4,5,0,21,47,4,171,338
35078,"Ottawa--Vanier/Ottawa--Vanier"," 136","Vanier",140,2,4,0,24,33,0,203,285
35078,"Ottawa--Vanier/Ottawa--Vanier"," 137","Vanier",Merged with No./Fusionné avec le n°136,,,,,,,,144
35078,"Ottawa--Vanier/Ottawa--Vanier"," 138","Vanier",112,0,7,1,17,44,1,182,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 139","Ottawa",115,0,7,0,31,46,0,199,307
35078,"Ottawa--Vanier/Ottawa--Vanier"," 140","Ottawa",117,6,14,0,29,60,1,227,493
35078,"Ottawa--Vanier/Ottawa--Vanier"," 141","Ottawa",133,1,6,1,28,32,10,211,441
35078,"Ottawa--Vanier/Ottawa--Vanier"," 142","Ottawa",100,2,3,0,23,64,2,194,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 143","Ottawa",69,2,2,2,20,29,0,124,324
35078,"Ottawa--Vanier/Ottawa--Vanier"," 144","Ottawa",128,3,3,0,24,48,2,208,449
35078,"Ottawa--Vanier/Ottawa--Vanier"," 145","Ottawa",120,0,5,0,20,58,0,203,391
35078,"Ottawa--Vanier/Ottawa--Vanier"," 146","Ottawa",104,1,5,0,8,46,0,164,402
35078,"Ottawa--Vanier/Ottawa--Vanier"," 147","Ottawa",147,4,7,1,22,73,2,256,483
35078,"Ottawa--Vanier/Ottawa--Vanier"," 148","Ottawa",86,1,4,0,29,36,0,156,311
35078,"Ottawa--Vanier/Ottawa--Vanier"," 149","Ottawa",233,1,15,2,34,130,1,416,518
35078,"Ottawa--Vanier/Ottawa--Vanier"," 150","Ottawa",135,1,13,1,40,20,1,211,419
35078,"Ottawa--Vanier/Ottawa--Vanier"," 151","Ottawa",133,4,12,3,29,61,2,244,432
35078,"Ottawa--Vanier/Ottawa--Vanier"," 152","Ottawa",118,1,3,1,23,63,1,210,382
35078,"Ottawa--Vanier/Ottawa--Vanier"," 153","Ottawa",183,4,13,0,31,65,0,296,480
35078,"Ottawa--Vanier/Ottawa--Vanier"," 154","Ottawa",96,1,5,1,18,36,2,159,400
35078,"Ottawa--Vanier/Ottawa--Vanier"," 155","Ottawa",Merged with No./Fusionné avec le n°154,,,,,,,,10
35078,"Ottawa--Vanier/Ottawa--Vanier"," 156","Ottawa",115,2,9,1,32,27,1,187,418
35078,"Ottawa--Vanier/Ottawa--Vanier"," 157","Ottawa",Merged with No./Fusionné avec le n°156,,,,,,,,36
35078,"Ottawa--Vanier/Ottawa--Vanier"," 158","Ottawa",143,1,10,0,27,48,1,230,427
35078,"Ottawa--Vanier/Ottawa--Vanier"," 159A","Ottawa",152,3,8,0,35,62,0,260,500
35078,"Ottawa--Vanier/Ottawa--Vanier"," 159B","Ottawa",53,0,1,0,15,17,0,86,155
35078,"Ottawa--Vanier/Ottawa--Vanier"," 160","Ottawa",116,2,14,1,18,59,1,211,372
35078,"Ottawa--Vanier/Ottawa--Vanier"," 161","Ottawa",175,3,11,0,43,69,0,301,632
35078,"Ottawa--Vanier/Ottawa--Vanier"," 162","Ottawa",120,1,6,3,27,69,1,227,448
35078,"Ottawa--Vanier/Ottawa--Vanier"," 163","Ottawa",130,3,8,1,23,79,0,244,479
35078,"Ottawa--Vanier/Ottawa--Vanier"," 164","Ottawa",151,4,11,0,38,55,0,259,536
35078,"Ottawa--Vanier/Ottawa--Vanier"," 165","Ottawa",111,6,12,0,28,62,1,220,445
35078,"Ottawa--Vanier/Ottawa--Vanier"," 166","Ottawa",130,5,7,2,31,51,3,229,422
35078,"Ottawa--Vanier/Ottawa--Vanier"," 167","Ottawa",133,16,0,0,25,70,0,244,471
35078,"Ottawa--Vanier/Ottawa--Vanier"," 168","Ottawa",144,2,14,1,19,61,1,242,468
35078,"Ottawa--Vanier/Ottawa--Vanier"," 169","Ottawa",126,2,9,0,37,67,2,243,428
35078,"Ottawa--Vanier/Ottawa--Vanier"," 170","Ottawa",115,1,8,0,49,38,0,211,399
35078,"Ottawa--Vanier/Ottawa--Vanier"," 171","Ottawa",109,0,10,0,36,67,0,222,400
35078,"Ottawa--Vanier/Ottawa--Vanier"," 172","Ottawa",102,2,8,0,40,48,0,200,382
35078,"Ottawa--Vanier/Ottawa--Vanier"," 173","Ottawa",133,1,9,0,23,49,1,216,432
35078,"Ottawa--Vanier/Ottawa--Vanier"," 174","Ottawa",111,4,8,0,30,53,0,206,401
35078,"Ottawa--Vanier/Ottawa--Vanier"," 175","Ottawa",146,4,12,3,24,60,2,251,438
35078,"Ottawa--Vanier/Ottawa--Vanier"," 176","Ottawa",122,2,0,1,7,26,2,160,307
35078,"Ottawa--Vanier/Ottawa--Vanier"," 177","Ottawa",118,4,8,0,36,50,0,216,381
35078,"Ottawa--Vanier/Ottawa--Vanier"," 178","Ottawa",157,2,14,0,34,72,1,280,510
35078,"Ottawa--Vanier/Ottawa--Vanier"," 179","Ottawa",148,3,12,0,17,68,3,251,468
35078,"Ottawa--Vanier/Ottawa--Vanier"," 180","Ottawa",154,8,12,0,29,78,0,281,407
35078,"Ottawa--Vanier/Ottawa--Vanier"," 181","Ottawa",Merged with No./Fusionné avec le n°180,,,,,,,,191
35078,"Ottawa--Vanier/Ottawa--Vanier"," 182","Ottawa",93,0,9,1,38,20,2,163,178
35078,"Ottawa--Vanier/Ottawa--Vanier"," 400","Gloucester",49,0,1,1,37,4,4,96,158
35078,"Ottawa--Vanier/Ottawa--Vanier"," 401","Gloucester",81,1,2,3,47,17,3,154,218
35078,"Ottawa--Vanier/Ottawa--Vanier"," 402","Ottawa",81,1,3,0,34,12,2,133,176
35078,"Ottawa--Vanier/Ottawa--Vanier"," 403","Ottawa",44,2,2,0,16,27,0,91,127
35078,"Ottawa--Vanier/Ottawa--Vanier"," 404","Ottawa",79,0,7,0,22,18,0,126,192
35078,"Ottawa--Vanier/Ottawa--Vanier"," 405","Ottawa",63,0,0,0,21,40,1,125,149
35078,"Ottawa--Vanier/Ottawa--Vanier"," 406","Ottawa",159,0,0,0,51,15,1,226,293
35078,"Ottawa--Vanier/Ottawa--Vanier"," 407","Vanier",121,1,1,1,31,18,1,174,231
35078,"Ottawa--Vanier/Ottawa--Vanier"," 408","Ottawa",87,3,2,4,38,12,7,153,219
35078,"Ottawa--Vanier/Ottawa--Vanier"," 409","Ottawa",107,0,1,0,7,3,1,119,140
35078,"Ottawa--Vanier/Ottawa--Vanier"," 410","Gloucester",79,1,6,0,30,21,3,140,187
35078,"Ottawa--Vanier/Ottawa--Vanier"," 411","Gloucester",Void/Supprimé,,,,,,,,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 412","Gloucester",80,1,4,1,27,19,3,135,177
35078,"Ottawa--Vanier/Ottawa--Vanier"," 413","Ottawa",31,1,1,0,7,16,3,59,119
35078,"Ottawa--Vanier/Ottawa--Vanier"," 414","Ottawa",65,1,4,1,10,25,2,108,220
35078,"Ottawa--Vanier/Ottawa--Vanier"," 415","Vanier",157,2,5,0,33,24,0,221,279
35078,"Ottawa--Vanier/Ottawa--Vanier"," 416","Vanier",119,0,4,0,27,9,2,161,211
35078,"Ottawa--Vanier/Ottawa--Vanier"," 417","Ottawa",115,0,14,1,35,32,0,197,260
35078,"Ottawa--Vanier/Ottawa--Vanier"," 418","Vanier",95,0,1,0,23,16,0,135,188
35078,"Ottawa--Vanier/Ottawa--Vanier"," 419","Vanier",122,1,5,0,31,39,0,198,267
35078,"Ottawa--Vanier/Ottawa--Vanier"," 420","Ottawa",109,0,6,0,22,35,0,172,224
35078,"Ottawa--Vanier/Ottawa--Vanier"," 421","Ottawa",26,0,0,0,5,9,1,41,88
35078,"Ottawa--Vanier/Ottawa--Vanier"," 422","Ottawa",158,2,7,0,47,52,3,269,354
35078,"Ottawa--Vanier/Ottawa--Vanier"," 423","Ottawa",106,6,3,1,24,16,2,158,230
35078,"Ottawa--Vanier/Ottawa--Vanier"," 424","Ottawa",25,0,2,0,9,10,2,48,98
35078,"Ottawa--Vanier/Ottawa--Vanier"," 425","Ottawa",83,2,5,0,12,24,1,127,242
35078,"Ottawa--Vanier/Ottawa--Vanier"," 426","Ottawa",94,1,7,1,45,30,1,179,236
35078,"Ottawa--Vanier/Ottawa--Vanier"," 427","Ottawa",58,0,1,0,18,20,1,98,139
35078,"Ottawa--Vanier/Ottawa--Vanier"," 428","Ottawa",52,1,3,0,16,22,2,96,120
35078,"Ottawa--Vanier/Ottawa--Vanier"," 429","Ottawa",61,2,2,0,15,23,0,103,182
35078,"Ottawa--Vanier/Ottawa--Vanier"," 430","Ottawa",107,1,3,1,24,17,1,154,201
35078,"Ottawa--Vanier/Ottawa--Vanier"," 431","Ottawa",80,0,3,0,29,11,1,124,160
35078,"Ottawa--Vanier/Ottawa--Vanier"," 432","Ottawa",83,2,4,0,30,26,0,145,229
35078,"Ottawa--Vanier/Ottawa--Vanier"," 433","Ottawa",90,1,6,0,41,32,0,170,204
35078,"Ottawa--Vanier/Ottawa--Vanier"," 434","Ottawa",124,0,11,0,35,20,0,190,244
35078,"Ottawa--Vanier/Ottawa--Vanier"," 435A","Ottawa",54,3,1,0,10,10,0,78,126
35078,"Ottawa--Vanier/Ottawa--Vanier"," 435B","Ottawa",32,1,2,0,8,11,0,54,89
35078,"Ottawa--Vanier/Ottawa--Vanier"," 435C","Ottawa",34,3,3,0,16,11,1,68,102
35078,"Ottawa--Vanier/Ottawa--Vanier"," 435D","Ottawa",33,1,0,0,7,11,0,52,75
35078,"Ottawa--Vanier/Ottawa--Vanier"," 436","Vanier",91,1,2,0,25,12,1,132,190
35078,"Ottawa--Vanier/Ottawa--Vanier"," 437A","Vanier",127,1,4,0,61,31,3,227,293
35078,"Ottawa--Vanier/Ottawa--Vanier"," 437B","Vanier",171,1,7,0,55,33,1,268,345
35078,"Ottawa--Vanier/Ottawa--Vanier"," 438","Ottawa",128,1,4,0,53,21,0,207,265
35078,"Ottawa--Vanier/Ottawa--Vanier"," 439","Ottawa",126,1,3,0,27,20,3,180,248
35078,"Ottawa--Vanier/Ottawa--Vanier"," 440","Ottawa",189,2,7,0,145,28,1,372,489
35078,"Ottawa--Vanier/Ottawa--Vanier"," 441","Ottawa",167,0,4,1,81,29,0,282,365
35078,"Ottawa--Vanier/Ottawa--Vanier"," 442","Ottawa",97,0,7,0,27,25,1,157,200
35078,"Ottawa--Vanier/Ottawa--Vanier"," 443","Gloucester",117,3,4,0,39,41,3,207,325
35078,"Ottawa--Vanier/Ottawa--Vanier"," 444","Gloucester",156,2,7,1,40,31,2,239,342
35078,"Ottawa--Vanier/Ottawa--Vanier"," 445","Ottawa",29,0,1,0,28,6,0,64,94
35078,"Ottawa--Vanier/Ottawa--Vanier"," 446","Gloucester",105,1,3,0,93,15,2,219,288
35078,"Ottawa--Vanier/Ottawa--Vanier"," 447","Vanier",87,1,3,0,28,16,0,135,179
35078,"Ottawa--Vanier/Ottawa--Vanier"," 448","Gloucester",44,5,4,0,17,7,1,78,231
35078,"Ottawa--Vanier/Ottawa--Vanier"," 449","Ottawa",105,0,4,0,37,30,0,176,236
35078,"Ottawa--Vanier/Ottawa--Vanier"," 450","Ottawa",13,0,1,0,12,8,0,34,53
35078,"Ottawa--Vanier/Ottawa--Vanier"," 451","Gloucester",48,0,1,0,10,17,0,76,125
35078,"Ottawa--Vanier/Ottawa--Vanier"," 500","Mobile poll/Bureau itinérant",70,1,2,0,29,19,3,124,262
35078,"Ottawa--Vanier/Ottawa--Vanier"," 501","Mobile poll/Bureau itinérant",86,1,0,2,27,9,1,126,169
35078,"Ottawa--Vanier/Ottawa--Vanier"," 502","Mobile poll/Bureau itinérant",173,4,2,0,12,11,2,204,333
35078,"Ottawa--Vanier/Ottawa--Vanier"," 503","Mobile poll/Bureau itinérant",106,4,9,3,46,23,2,193,284
35078,"Ottawa--Vanier/Ottawa--Vanier"," 504","Mobile poll/Bureau itinérant",75,1,0,0,5,4,2,87,199
35078,"Ottawa--Vanier/Ottawa--Vanier"," 505","Mobile poll/Bureau itinérant",161,3,7,0,29,6,2,208,289
35078,"Ottawa--Vanier/Ottawa--Vanier"," 506","Mobile poll/Bureau itinérant",93,1,13,0,33,10,1,151,225
35078,"Ottawa--Vanier/Ottawa--Vanier"," 507","Mobile poll/Bureau itinérant",116,1,7,1,61,17,1,204,326
35078,"Ottawa--Vanier/Ottawa--Vanier"," 600","Ottawa",832,3,57,2,246,295,2,1437,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 601","Ottawa",509,5,28,1,183,197,3,926,
35078,"Ottawa--Vanier/Ottawa--Vanier"," 602","Gloucester",779,6,26,4,487,255,6,1563,
