Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joyce Bateman,Jim Carr,Matt Henderson,Andrew Park,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 62A","Winnipeg",51,61,3,1,0,116,232
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 62B","Winnipeg",63,89,10,4,1,167,211
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 63","Winnipeg",80,137,24,11,1,253,412
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 64","Winnipeg",57,127,12,5,3,204,370
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 65","Winnipeg",31,76,11,3,1,122,240
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 66","Winnipeg",64,121,20,8,0,213,374
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 67","Winnipeg",45,139,24,10,2,220,412
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 68","Winnipeg",72,172,21,5,0,270,496
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 69","Winnipeg",61,121,27,11,0,220,422
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 70","Winnipeg",77,156,17,5,0,255,444
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 71","Winnipeg",82,136,8,5,1,232,398
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 72","Winnipeg",69,212,33,12,1,327,475
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 73","Winnipeg",95,172,21,6,0,294,424
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 74","Winnipeg",89,169,15,12,2,287,482
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 75","Winnipeg",67,106,5,3,0,181,287
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 76","Winnipeg",25,158,23,17,1,224,365
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 77","Winnipeg",41,159,28,10,1,239,399
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 78","Winnipeg",34,169,22,6,1,232,386
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 79","Winnipeg",51,166,16,8,0,241,413
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 80","Winnipeg",79,176,22,5,0,282,450
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 81","Winnipeg",40,168,22,6,0,236,402
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 82","Winnipeg",56,157,18,9,1,241,401
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 83","Winnipeg",31,126,18,3,0,178,307
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 84","Winnipeg",28,131,27,6,0,192,413
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 85","Winnipeg",21,108,19,6,0,154,302
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 86","Winnipeg",16,85,14,4,0,119,236
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 87","Winnipeg",25,144,20,14,1,204,382
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 88","Winnipeg",27,178,37,8,1,251,435
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 89","Winnipeg",20,98,29,7,1,155,269
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 90","Winnipeg",36,149,53,3,1,242,423
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 91","Winnipeg",42,139,33,10,0,224,405
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 92","Winnipeg",45,120,37,11,2,215,338
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 93","Winnipeg",23,137,20,4,0,184,288
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 94","Winnipeg",41,74,18,3,0,136,288
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 95","Winnipeg",57,126,17,10,1,211,440
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 96","Winnipeg",33,98,14,4,0,149,271
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 97","Winnipeg",15,66,19,4,0,104,230
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 98","Winnipeg",51,168,19,12,0,250,408
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 99","Winnipeg",36,151,30,3,0,220,377
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 100","Winnipeg",16,38,20,9,0,83,166
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 101","Winnipeg",25,129,31,8,1,194,365
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 102","Winnipeg",53,107,29,13,1,203,420
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 103","Winnipeg",21,121,17,14,1,174,360
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 104","Winnipeg",39,127,26,5,0,197,352
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 105","Winnipeg",44,114,20,19,0,197,388
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 106","Winnipeg",28,135,25,9,1,198,396
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 107","Winnipeg",54,146,19,11,0,230,384
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 108","Winnipeg",24,106,23,11,0,164,294
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 109","Winnipeg",24,135,27,13,0,199,356
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 110","Winnipeg",41,130,50,19,2,242,481
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 111","Winnipeg",49,189,13,8,0,259,431
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 112","Winnipeg",57,99,20,10,1,187,310
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 113","Winnipeg",55,140,16,7,0,218,354
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 114","Winnipeg",45,169,31,9,0,254,388
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 115","Winnipeg",40,132,45,19,0,236,453
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 116","Winnipeg",31,170,33,14,0,248,438
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 117","Winnipeg",50,166,39,17,1,273,463
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 118","Winnipeg",34,151,33,13,1,232,408
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 119","Winnipeg",37,70,16,4,0,127,249
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 120","Winnipeg",48,89,18,6,1,162,309
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 121","Winnipeg",94,115,26,5,0,240,386
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 122","Winnipeg",64,171,23,8,1,267,431
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 123","Winnipeg",57,181,65,8,3,314,520
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 124","Winnipeg",61,168,32,5,0,266,448
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 125","Winnipeg",92,145,25,13,0,275,447
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 126","Winnipeg",112,163,32,14,2,323,443
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 127","Winnipeg",81,137,46,8,1,273,476
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 128","Winnipeg",89,146,32,15,0,282,435
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 129A","Winnipeg",76,166,28,7,2,279,462
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 129B","Winnipeg",63,106,22,3,1,195,336
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 130","Winnipeg",83,132,10,5,0,230,359
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 131","Winnipeg",59,98,7,5,1,170,322
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 132","Winnipeg",49,126,20,4,2,201,376
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 133A","Winnipeg",83,99,26,10,1,219,388
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 133B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,52
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 134","Winnipeg",64,181,20,8,1,274,594
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 135","Winnipeg",88,161,14,4,1,268,481
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 136","Winnipeg",58,95,2,6,0,161,340
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 137","Winnipeg",54,130,15,2,0,201,376
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 138","Winnipeg",57,105,13,7,0,182,355
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 139","Winnipeg",91,56,4,1,0,152,195
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 140","Winnipeg",170,188,22,10,3,393,630
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 141","Winnipeg",88,131,20,6,1,246,445
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 142","Winnipeg",59,46,7,2,0,114,169
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 143","Winnipeg",64,72,2,2,2,142,261
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 144","Winnipeg",97,135,9,2,0,243,488
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 145","Winnipeg",102,119,8,1,0,230,420
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 146","Winnipeg",78,92,7,3,0,180,355
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 147","Winnipeg",110,103,13,6,1,233,406
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 148","Winnipeg",130,140,9,4,0,283,613
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 149","Winnipeg",126,141,9,4,0,280,478
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 150","Winnipeg",144,131,7,6,3,291,515
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 151","Winnipeg",107,114,11,4,0,236,343
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 152","Winnipeg",142,132,7,8,2,291,428
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 153","Winnipeg",123,148,8,5,1,285,502
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 154","Winnipeg",81,102,5,3,0,191,323
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 155","Winnipeg",99,103,12,1,1,216,404
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 156","Winnipeg",96,114,8,4,0,222,362
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 157","Winnipeg",99,138,6,4,2,249,412
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 158","Winnipeg",147,205,10,5,1,368,636
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 159","Winnipeg",91,100,3,3,1,198,298
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 160","Winnipeg",75,138,19,9,1,242,388
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 161","Winnipeg",73,127,32,6,0,238,382
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 162","Winnipeg",69,145,27,5,1,247,397
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 163","Winnipeg",59,104,20,16,0,199,335
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 164","Winnipeg",58,124,16,5,0,203,366
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 165","Winnipeg",62,124,32,15,2,235,455
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 166","Winnipeg",81,137,26,9,1,254,459
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 167","Winnipeg",100,179,22,9,1,311,513
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 168","Winnipeg",61,60,8,5,1,135,248
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 169","Winnipeg",73,115,23,4,5,220,498
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 170A","Winnipeg",21,20,2,0,0,43,97
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 170B","Winnipeg",48,45,14,11,0,118,175
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 171","Winnipeg",57,99,14,10,2,182,363
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 172","Winnipeg",99,113,19,8,0,239,386
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 400","Winnipeg",19,23,9,0,0,51,103
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 401","Winnipeg",21,39,23,3,0,86,136
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 402","Winnipeg",28,43,13,4,1,89,121
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 403","Winnipeg",12,4,1,0,1,18,138
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 404","Winnipeg",72,102,14,3,1,192,297
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 500","Mobile poll/Bureau itinérant",35,57,20,7,2,121,170
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 501","Mobile poll/Bureau itinérant",22,19,5,1,2,49,185
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 502","Mobile poll/Bureau itinérant",36,41,21,1,2,101,125
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 503A","Mobile poll/Bureau itinérant",27,32,9,3,0,71,48
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,168
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 504A","Mobile poll/Bureau itinérant",67,71,12,5,6,161,33
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 504B","Winnipeg",49,43,11,6,1,110,164
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 505","Mobile poll/Bureau itinérant",76,83,15,2,1,177,217
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 600","Winnipeg",144,696,127,32,0,999,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 601","Winnipeg",355,673,59,26,6,1119,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 602","Winnipeg",253,719,85,27,3,1087,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 603","Winnipeg",240,866,102,26,2,1236,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 604","Winnipeg",152,563,120,30,2,867,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 605","Winnipeg",192,684,146,36,0,1058,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 606","Winnipeg",503,622,49,14,5,1193,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 607","Winnipeg",275,536,54,22,2,889,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 608","Winnipeg",532,683,39,17,2,1273,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 609","Winnipeg",185,446,121,34,2,788,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud"," 610","Winnipeg",266,406,67,18,5,762,
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud",,"Group 1/Groupe 1",62,134,16,11,21,244,158
46014,"Winnipeg South Centre/Winnipeg-Centre-Sud",,"Group 2/Groupe 2",610,1351,244,85,18,2308,
